S_meliloti|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMa0630,OANT_RS11075,28.959,221,146,5,277,492,63,277,5.25e-17,78.6
SMa0636,OANT_RS10075,26.154,130,76,2,5,134,14,123,4.27e-08,47.8
SMa0639,OANT_RS20035,32.215,149,71,5,7,134,11,150,4.16e-13,59.7
SMa0643,OANT_RS23120,51.389,72,32,1,5,76,30,98,6.07e-17,66.6
SMa0645,OANT_RS24775,35.772,123,49,4,5,102,58,175,6.22e-09,48.9
SMa0647,OANT_RS24775,66.234,77,26,0,1,77,216,292,5.45e-28,100
SMa0649,OANT_RS24775,63.462,52,19,0,30,81,323,374,4.63e-15,66.2
SMa0656,OANT_RS23680,48.632,329,168,1,1,329,1,328,2.41e-105,309
SMa0662,OANT_RS13665,37.640,178,98,3,41,206,62,238,1.10e-31,113
SMa0665,OANT_RS17730,25.382,327,210,9,45,352,22,333,5.19e-17,78.6
SMa0667,OANT_RS21130,50.000,170,66,3,3,161,17,178,1.44e-51,160
SMa0669,OANT_RS21135,69.268,410,125,1,1,409,1,410,0.0,577
SMa0670,OANT_RS01995,51.835,218,105,0,35,252,68,285,2.63e-73,224
SMa0677,OANT_RS18075,20.364,275,186,5,23,296,12,254,4.37e-11,59.3
SMa0683,OANT_RS15225,60.328,305,121,0,3,307,3,307,6.92e-140,395
SMa0684,OANT_RS17595,22.000,350,255,5,8,341,25,372,1.28e-12,66.6
SMa0693,OANT_RS24400,60.000,405,161,1,3,407,4,407,0.0,508
SMa0695,OANT_RS24405,59.159,333,135,1,1,333,1,332,1.56e-151,426
SMa0697,OANT_RS24410,54.636,302,134,2,1,301,1,300,1.50e-110,321
SMa0705,OANT_RS07345,34.853,307,183,8,8,308,7,302,2.69e-44,150
SMa0707,OANT_RS22705,23.175,315,203,12,18,308,16,315,1.58e-10,58.2
SMa0708,OANT_RS01650,27.052,329,221,9,54,376,34,349,7.07e-21,90.1
SMa0709,OANT_RS01870,23.077,247,176,5,6,249,2,237,1.27e-10,59.7
SMa0710,OANT_RS01865,33.754,317,183,6,22,329,9,307,3.68e-48,162
SMa0711,OANT_RS01640,29.670,273,182,3,9,276,24,291,2.17e-43,147
SMa0713,OANT_RS19400,63.580,162,58,1,1,161,1,162,1.04e-69,213
SMa0714,OANT_RS01645,35.393,178,87,6,1,164,198,361,2.17e-25,97.1
SMa0715,OANT_RS11140,31.915,188,107,7,1,171,1,184,1.44e-13,67.4
SMa0717,OANT_RS17305,36.491,285,173,5,284,563,6,287,6.68e-42,150
SMa0719,OANT_RS19415,33.891,239,156,2,1,239,17,253,3.20e-35,123
SMa0723,OANT_RS04030,37.313,134,76,4,116,249,1,126,8.22e-21,83.2
SMa0738,OANT_RS23355,78.462,65,13,1,1,64,1,65,3.03e-31,100
SMa0744,OANT_RS15665,87.689,528,65,0,1,528,1,528,0.0,893
SMa0745,OANT_RS15670,80.612,98,19,0,1,98,1,98,1.36e-55,164
SMa0747,OANT_RS24295,79.310,29,6,0,16,44,174,202,2.54e-09,47.8
SMa0748,OANT_RS13955,55.639,133,59,0,2,134,6,138,1.33e-49,153
SMa0750,OANT_RS17220,28.374,289,202,4,9,292,7,295,9.37e-35,125
SMa0751,OANT_RS08900,58.524,393,156,3,12,400,11,400,1.44e-174,491
SMa0752,OANT_RS08895,49.725,364,159,5,10,353,13,372,8.72e-124,358
SMa0753,OANT_RS22480,29.870,154,101,3,8,156,26,177,6.73e-16,70.5
SMa0757,OANT_RS20570,31.454,337,177,12,3,302,4,323,2.39e-30,114
SMa0758,OANT_RS22480,29.139,151,100,3,11,156,29,177,6.04e-15,67.0
SMa0762,OANT_RS13665,38.418,177,98,4,36,201,57,233,9.26e-31,110
SMa0765,OANT_RS02455,75.506,543,127,2,1,539,1,541,0.0,856
SMa0766,OANT_RS02450,83.128,243,41,0,1,243,1,243,2.54e-155,428
SMa0767,OANT_RS02445,59.574,47,19,0,4,50,3,49,3.53e-16,62.0
SMa0769,OANT_RS02440,60.279,287,114,0,1,287,1,287,2.12e-138,389
SMa0772,OANT_RS17475,32.061,131,84,2,51,180,74,200,7.15e-12,58.9
SMa0776,OANT_RS03645,55.833,240,105,1,1,239,1,240,8.69e-92,268
SMa0779,OANT_RS03640,42.051,195,112,1,104,298,324,517,2.53e-49,168
SMa0787,OANT_RS03640,40.602,266,153,4,3,266,7,269,9.78e-58,189
SMa0789,OANT_RS06640,31.818,198,134,1,16,213,10,206,5.59e-19,79.7
SMa0792,OANT_RS19260,24.096,249,179,6,30,273,19,262,9.96e-13,63.9
SMa0793,OANT_RS22480,31.818,154,98,3,8,156,26,177,3.17e-16,72.8
SMa0794,OANT_RS11280,24.545,330,211,12,10,330,14,314,3.68e-12,63.5
SMa0796,OANT_RS24665,43.089,492,272,4,1,486,6,495,6.21e-147,427
SMa0799,OANT_RS19220,39.286,336,190,7,14,336,5,339,1.96e-66,209
SMa0800,OANT_RS19210,45.740,223,121,0,65,287,166,388,3.02e-54,178
SMa0802,OANT_RS21410,38.428,229,141,0,29,257,23,251,2.36e-52,169
SMa0803,OANT_RS19215,46.307,352,172,7,6,346,6,351,1.08e-99,296
SMa0805,OANT_RS06555,62.500,480,178,2,8,487,1,478,0.0,601
SMa0806,OANT_RS23865,42.282,149,67,2,15,150,1,143,2.81e-30,104
SMa0809,OANT_RS26035,29.412,204,113,8,1,190,1,187,2.30e-11,57.8
SMa0815,OANT_RS10745,41.346,312,158,3,127,436,92,380,3.12e-71,233
SMa0817,OANT_RS13790,24.716,352,234,9,5,333,19,362,6.60e-14,70.5
SMa0819,OANT_RS05220,32.700,263,164,8,78,339,59,309,1.01e-28,110
SMa0822,OANT_RS05215,30.734,218,139,5,1,216,1,208,5.60e-22,89.7
SMa0824,OANT_RS00860,81.250,32,6,0,1,32,465,496,1.36e-09,52.8
SMa0840,OANT_RS20570,32.500,320,180,11,3,294,4,315,2.81e-28,108
SMa0841,OANT_RS23725,80.000,75,13,1,74,146,23,97,3.97e-34,120
SMa0846,OANT_RS23065,72.222,36,10,0,11,46,130,165,7.19e-14,61.2
SMa0849,OANT_RS20570,27.744,328,203,5,26,325,1,322,2.13e-26,103
SMa0853,OANT_RS02975,37.890,417,240,5,3,401,2,417,5.15e-65,211
SMa0854,OANT_RS02965,74.286,245,63,0,1,245,1,245,4.85e-139,387
SMa0855,OANT_RS01015,77.517,298,67,0,2,299,9,306,1.33e-171,474
SMa0857,OANT_RS01020,63.681,614,223,0,16,629,18,631,0.0,818
SMa0861,OANT_RS03665,36.000,175,106,4,2,171,24,197,1.29e-17,79.7
SMa0864,OANT_RS15165,33.893,298,188,5,56,348,4,297,1.31e-47,160
SMa0870,OANT_RS20570,31.611,329,171,11,3,294,4,315,4.41e-30,113
SMa0874,OANT_RS07170,55.556,153,68,0,4,156,5,157,2.06e-57,174
SMa0875,OANT_RS11285,28.980,1049,716,14,1,1041,1,1028,6.92e-127,409
SMa0876,OANT_RS01805,28.431,306,201,6,46,350,54,342,2.71e-19,85.5
SMa0878,OANT_RS18820,68.092,608,193,1,1,608,1,607,0.0,839
SMa0882,OANT_RS16285,24.609,256,119,9,1,195,1,243,2.34e-09,52.8
SMa0886,OANT_RS19015,36.667,150,95,0,79,228,188,337,1.02e-18,81.6
SMa0888,OANT_RS16290,62.288,236,89,0,8,243,6,241,1.11e-101,294
SMa0890,OANT_RS16295,58.861,474,194,1,1,473,33,506,0.0,527
SMa0892,OANT_RS16300,71.305,1042,298,1,3,1043,6,1047,0.0,1517
SMa0900,OANT_RS16430,61.429,140,54,0,19,158,1,140,2.60e-53,163
SMa0903,OANT_RS08020,51.662,391,179,5,12,396,16,402,7.32e-136,392
SMa0905,OANT_RS25180,31.858,113,70,2,1,113,1,106,1.18e-10,55.1
SMa0909,OANT_RS16435,46.528,144,77,0,1,144,1,144,1.96e-29,115
SMa0911,OANT_RS16440,52.616,344,153,3,4,341,6,345,4.49e-106,311
SMa0914,OANT_RS16445,69.231,299,92,0,12,310,11,309,2.93e-154,431
SMa0917,OANT_RS23945,55.263,76,32,1,31,106,8,81,1.30e-24,88.2
SMa0929,OANT_RS03345,83.333,636,106,0,1,636,1,636,0.0,1130
SMa0930,OANT_RS03350,59.091,66,27,0,1,66,1,66,1.70e-21,77.4
SMa0933,OANT_RS03355,58.242,91,38,0,1,91,1,91,2.17e-31,103
SMa0934,OANT_RS03360,70.760,1539,445,2,1,1539,1,1534,0.0,2144
SMa0937,OANT_RS11075,27.317,205,132,5,484,681,77,271,2.79e-12,65.1
SMa0939,OANT_RS21280,30.233,258,171,5,375,630,257,507,2.91e-22,97.8
SMa0940,OANT_RS21275,37.173,191,117,3,5,193,5,194,1.25e-35,121
SMa0941,OANT_RS04280,35.345,116,74,1,6,121,8,122,6.00e-16,68.6
SMa0943,OANT_RS17210,33.600,125,69,6,45,167,2,114,8.83e-10,58.2
SMa0950,OANT_RS19220,29.464,336,212,14,32,356,16,337,1.83e-32,121
SMa0951,OANT_RS19205,35.950,242,154,1,46,287,16,256,5.66e-43,145
SMa0952,OANT_RS19210,45.312,192,105,0,75,266,173,364,1.50e-50,169
SMa0953,OANT_RS19215,49.541,327,145,6,11,326,11,328,1.08e-101,302
SMa0955,OANT_RS20735,30.622,209,137,2,20,221,18,225,2.08e-28,104
SMa0956,OANT_RS17520,26.802,444,274,12,17,445,10,417,4.62e-32,124
SMa0958,OANT_RS21050,28.571,567,379,10,11,560,4,561,3.58e-64,218
SMa0959,OANT_RS10720,34.008,247,150,4,9,253,7,242,6.29e-37,128
SMa0961,OANT_RS03960,30.876,217,138,5,14,223,16,227,1.17e-19,81.6
SMa0969,OANT_RS03960,31.064,235,144,6,14,242,5,227,4.77e-23,90.9
SMa0972,OANT_RS02160,27.296,392,251,14,36,412,23,395,1.88e-21,92.8
SMa0977,OANT_RS23680,48.328,329,169,1,1,329,1,328,5.34e-105,308
SMa0985,OANT_RS05525,25.939,293,190,9,1,273,8,293,1.07e-17,78.6
SMa1001,OANT_RS24135,36.792,212,127,4,188,397,142,348,3.88e-36,132
SMa1007,OANT_RS16735,31.633,98,59,3,21,116,394,485,8.23e-09,50.1
SMa1008,OANT_RS13140,52.101,119,49,4,25,138,31,146,4.98e-35,117
SMa1009,OANT_RS16775,41.935,62,36,0,3,64,2,63,5.45e-14,57.8
SMa1013,OANT_RS01520,66.460,805,267,1,21,822,16,820,0.0,1064
SMa1014,OANT_RS16755,65.854,123,42,0,1,123,9,131,5.57e-57,172
SMa1024,OANT_RS16710,45.882,85,46,0,55,139,106,190,9.49e-23,89.7
SMa1028,OANT_RS16705,58.182,55,23,0,2,56,108,162,1.86e-15,63.5
SMa1030,OANT_RS24385,50.420,119,58,1,1,119,8,125,2.77e-33,117
SMa1032,OANT_RS16705,50.909,55,27,0,27,81,24,78,1.80e-08,45.8
SMa1038,OANT_RS16735,26.923,130,78,3,197,326,382,494,2.66e-09,56.2
SMa1050,OANT_RS24475,86.726,113,15,0,1,113,3,115,5.52e-57,177
SMa1052,OANT_RS17260,52.555,137,64,1,6,141,7,143,5.66e-49,151
SMa1053,OANT_RS17255,59.231,130,53,0,1,130,2,131,5.21e-43,135
SMa1056,OANT_RS24470,73.043,115,31,0,1,115,1,115,6.09e-61,179
SMa1057,OANT_RS24465,78.241,432,94,0,1,432,1,432,0.0,707
SMa1065,OANT_RS08850,25.271,277,179,9,2,262,19,283,3.90e-11,59.3
SMa1067,OANT_RS22600,21.145,227,163,4,30,244,8,230,6.48e-09,52.0
SMa1070,OANT_RS03640,43.909,394,215,5,3,394,7,396,9.59e-107,326
SMa1073,OANT_RS03645,55.417,240,106,1,1,239,1,240,2.65e-91,267
SMa1076,OANT_RS07450,26.163,172,114,3,15,182,5,167,2.06e-11,57.4
SMa1077,OANT_RS08820,50.000,152,64,2,18,157,32,183,1.39e-41,134
SMa1084,OANT_RS24445,67.217,787,256,2,5,790,10,795,0.0,1132
SMa1086,OANT_RS10075,30.935,139,77,2,1,136,1,123,2.74e-12,59.7
SMa1087,OANT_RS16725,72.316,708,196,0,26,733,88,795,0.0,1044
SMa1095,OANT_RS11060,46.078,102,55,0,1,102,180,281,1.30e-22,85.9
SMa1115,OANT_RS24490,54.639,97,44,0,320,416,1,97,3.92e-30,110
SMa1118,OANT_RS23010,39.610,154,70,3,26,173,25,161,1.38e-32,111
SMa1120,OANT_RS06465,43.154,241,127,4,64,298,4,240,8.73e-50,172
SMa1124,OANT_RS06470,24.633,341,208,11,60,384,85,392,9.06e-11,60.1
SMa1128,OANT_RS10305,36.096,374,219,8,83,438,101,472,3.15e-61,203
SMa1138,OANT_RS08555,36.184,152,87,2,1,152,89,230,8.98e-25,93.2
SMa1139,OANT_RS08555,49.180,61,31,0,14,74,15,75,9.00e-17,69.3
SMa1141,OANT_RS13665,36.937,222,137,2,10,229,25,245,2.29e-36,126
SMa1142,OANT_RS11015,39.109,404,216,9,144,528,462,854,2.47e-74,249
SMa1147,OANT_RS11060,40.373,161,90,3,118,274,123,281,1.32e-28,107
SMa1149,OANT_RS11060,36.245,229,132,5,51,274,60,279,2.14e-32,117
SMa1151,OANT_RS09460,34.722,144,89,2,1,143,1,140,1.83e-29,102
SMa1155,OANT_RS16770,25.120,625,337,15,99,718,300,798,1.06e-32,133
SMa1156,OANT_RS17865,28.389,391,217,13,1,343,1,376,3.62e-28,110
SMa1158,OANT_RS11060,41.892,148,74,5,135,274,132,275,3.34e-24,96.3
SMa1162,OANT_RS05520,34.272,213,108,7,9,201,1,201,2.45e-09,52.8
SMa1163,OANT_RS24455,55.316,602,265,1,43,644,12,609,0.0,573
SMa1166,OANT_RS04295,36.975,119,70,3,48,161,7,125,8.18e-09,53.1
SMa1179,OANT_RS22425,66.531,735,232,3,31,751,10,744,0.0,1011
SMa1182,OANT_RS22420,81.690,639,116,1,1,639,1,638,0.0,1101
SMa1183,OANT_RS22415,62.613,444,162,3,6,446,7,449,0.0,574
SMa1184,OANT_RS22410,60.726,303,115,4,1,301,1,301,8.32e-121,346
SMa1185,OANT_RS22405,67.754,276,88,1,1,275,1,276,7.06e-110,316
SMa1186,OANT_RS22400,62.712,177,59,4,7,178,4,178,2.14e-75,221
SMa1188,OANT_RS22395,44.932,296,161,1,36,331,40,333,1.00e-83,254
SMa1191,OANT_RS16760,27.391,230,148,6,169,396,118,330,2.28e-13,67.8
SMa1194,OANT_RS15040,26.667,375,244,10,9,360,37,403,2.78e-25,103
SMa1200,OANT_RS00300,45.283,159,86,1,2,160,11,168,1.57e-42,142
SMa1207,OANT_RS14980,24.057,212,152,6,19,226,14,220,1.19e-12,62.4
SMa1208,OANT_RS02420,61.538,52,20,0,1,52,1,52,1.58e-16,62.8
SMa1209,OANT_RS02425,55.420,738,317,7,1,735,1,729,0.0,796
SMa1210,OANT_RS02430,41.558,154,87,3,14,165,11,163,3.40e-30,105
SMa1211,OANT_RS02435,66.537,514,167,1,11,519,5,518,0.0,734
SMa1213,OANT_RS02440,60.563,284,112,0,6,289,4,287,1.70e-135,382
SMa1214,OANT_RS02445,63.830,47,17,0,4,50,3,49,2.40e-17,64.7
SMa1216,OANT_RS02450,80.658,243,47,0,1,243,1,243,4.85e-151,417
SMa1220,OANT_RS02455,75.691,543,126,2,1,539,1,541,0.0,860
SMa1223,OANT_RS09460,31.250,144,94,2,1,143,1,140,4.01e-24,88.6
SMa1225,OANT_RS13665,37.879,198,108,5,20,206,45,238,3.14e-31,112
SMa1227,OANT_RS21275,35.859,198,127,0,6,203,5,202,2.18e-40,134
SMa1229,OANT_RS21280,33.333,258,162,5,242,494,253,505,2.85e-33,129
SMa1231,OANT_RS11060,31.944,288,171,9,1,273,1,278,8.47e-28,105
SMa1236,OANT_RS13385,20.298,739,462,23,53,778,21,645,4.03e-20,92.4
SMa1243,OANT_RS15035,57.241,145,62,0,1,145,1,145,2.25e-56,170
SMa1245,OANT_RS22600,71.028,214,62,0,1,214,18,231,3.25e-117,330
SMa1247,OANT_RS22595,52.703,296,130,5,13,301,13,305,2.23e-110,320
SMa1250,OANT_RS22590,79.255,376,78,0,1,376,1,376,0.0,592
SMa1252,OANT_RS15040,58.763,388,160,0,13,400,21,408,3.24e-160,454
SMa1255,OANT_RS22585,53.012,83,39,0,18,100,12,94,9.90e-29,97.4
SMa1256,OANT_RS22580,55.429,175,77,1,1,174,1,175,1.66e-67,201
SMa1259,OANT_RS22575,49.231,455,228,1,1,452,1,455,3.57e-135,394
SMa1261,OANT_RS22570,54.023,87,37,2,19,103,9,94,7.20e-27,92.4
SMa1264,OANT_RS13685,61.268,142,55,0,31,172,48,189,1.13e-63,192
SMa1266,OANT_RS13660,45.205,438,234,2,1,438,1,432,1.59e-134,392
SMa1269,OANT_RS22635,66.244,631,207,4,1,627,1,629,0.0,834
SMa1272,OANT_RS22630,82.963,270,46,0,1,270,1,270,1.01e-165,457
SMa1273,OANT_RS22625,87.723,448,55,0,1,448,1,448,0.0,812
SMa1276,OANT_RS22620,92.000,150,12,0,1,150,1,150,4.03e-107,299
SMa1279,OANT_RS22610,56.216,185,80,1,4,187,2,186,2.55e-69,206
SMa1285,OANT_RS16130,63.243,185,67,1,4,188,2,185,9.98e-81,236
SMa1288,OANT_RS16125,72.803,478,130,0,2,479,21,498,0.0,718
SMa1289,OANT_RS16120,51.190,168,82,0,1,168,2,169,2.22e-57,174
SMa1291,OANT_RS16115,79.385,325,67,0,1,325,1,325,0.0,512
SMa1292,OANT_RS16110,66.777,301,100,0,6,306,4,304,1.96e-150,421
SMa1296,OANT_RS01445,63.127,339,123,2,2,338,4,342,1.11e-157,442
SMa1297,OANT_RS05520,33.659,205,114,7,11,200,3,200,9.29e-08,48.1
SMa1299,OANT_RS11560,33.974,156,89,3,12,158,5,155,2.63e-18,76.6
SMa1301,OANT_RS05810,37.637,364,220,3,16,377,21,379,1.12e-50,173
SMa1302,OANT_RS03530,75.153,326,81,0,1,326,1,326,0.0,508
SMa1303,OANT_RS03525,73.913,391,101,1,1,390,1,391,0.0,593
SMa1306,OANT_RS03520,82.437,279,49,0,1,279,1,279,1.15e-168,466
SMa1308,OANT_RS03515,82.960,223,38,0,1,223,1,223,5.82e-140,388
SMa1310,OANT_RS25325,47.619,84,36,1,20,103,14,89,3.27e-21,77.8
SMa1311,OANT_RS03510,79.139,302,63,0,3,304,1,302,4.02e-178,491
SMa1313,OANT_RS03500,73.820,233,60,1,1,233,1,232,6.56e-129,361
SMa1315,OANT_RS03495,81.328,798,141,2,1,792,1,796,0.0,1350
SMa1318,OANT_RS03490,72.566,113,31,0,1,113,1,113,6.98e-64,187
SMa1319,OANT_RS03485,74.747,99,25,0,1,99,1,99,5.49e-43,133
SMa1321,OANT_RS03480,57.642,229,91,2,1,223,1,229,4.83e-83,244
SMa1322,OANT_RS25320,54.444,180,72,2,1,172,1,178,8.57e-66,196
SMa1323,OANT_RS03470,60.177,113,45,0,1,113,1,113,3.68e-51,155
SMa1326,OANT_RS06845,40.909,66,38,1,126,191,116,180,1.43e-08,50.4
SMa1328,OANT_RS17035,47.447,333,169,2,2,330,11,341,1.96e-104,320
SMa1329,OANT_RS14360,25.177,282,185,6,112,381,128,395,6.33e-15,73.2
SMa1337,OANT_RS01630,26.173,405,251,13,40,423,49,426,8.19e-18,82.4
SMa1339,OANT_RS01910,31.769,277,181,4,29,299,35,309,1.02e-49,164
SMa1341,OANT_RS01640,34.510,255,156,5,69,318,43,291,1.21e-50,167
SMa1344,OANT_RS01645,42.781,374,196,5,1,367,1,363,5.12e-99,295
SMa1345,OANT_RS01645,40.771,363,204,4,1,354,1,361,7.24e-89,269
SMa1347,OANT_RS06325,34.348,230,137,5,62,285,68,289,1.16e-35,132
SMa1349,OANT_RS20140,36.098,205,117,4,20,218,32,228,4.14e-22,88.2
SMa1351,OANT_RS01650,30.628,382,224,14,15,389,3,350,3.56e-41,146
SMa1354,OANT_RS02405,27.976,168,103,6,81,241,84,240,1.58e-15,72.0
SMa1358,OANT_RS04935,46.341,123,66,0,1,123,1,123,9.28e-33,108
SMa1362,OANT_RS12885,33.209,268,152,7,212,457,11,273,1.62e-37,135
SMa1363,OANT_RS08680,35.000,160,89,5,189,346,149,295,2.30e-19,84.7
SMa1365,OANT_RS15330,54.795,73,32,1,14,86,504,575,1.37e-21,85.9
SMa1367,OANT_RS11555,35.918,245,142,4,8,248,12,245,5.39e-31,112
SMa1370,OANT_RS09555,51.735,317,141,4,19,327,17,329,4.92e-100,295
SMa1371,OANT_RS23750,51.525,295,136,3,1,291,1,292,1.83e-101,299
SMa1373,OANT_RS19555,34.839,310,195,3,1,304,1,309,5.94e-61,194
SMa1374,OANT_RS08250,42.857,273,156,0,28,300,30,302,2.94e-72,223
SMa1375,OANT_RS19645,30.080,502,327,11,13,492,9,508,1.76e-62,209
SMa1377,OANT_RS18910,29.878,492,284,15,1,440,1,483,4.22e-45,161
SMa1379,OANT_RS19645,29.762,504,330,12,5,489,10,508,8.62e-60,202
SMa1386,OANT_RS01590,24.699,332,210,11,10,324,99,407,9.07e-16,74.7
SMa1387,OANT_RS19785,26.692,266,184,6,12,272,3,262,9.18e-14,67.4
SMa1389,OANT_RS05220,79.288,309,64,0,1,309,1,309,2.97e-168,466
SMa1391,OANT_RS05215,78.715,249,52,1,1,249,1,248,1.45e-144,402
SMa1394,OANT_RS23605,42.292,253,144,2,29,280,19,270,6.77e-70,215
SMa1397,OANT_RS04485,54.167,384,173,1,2,382,5,388,1.65e-143,410
SMa1398,OANT_RS04520,37.354,257,150,2,7,259,5,254,1.68e-40,137
SMa1400,OANT_RS09730,39.096,376,226,3,3,376,11,385,5.70e-88,268
SMa1403,OANT_RS01885,45.104,337,172,5,5,330,7,341,4.89e-98,291
SMa1406,OANT_RS02415,65.783,415,140,2,6,418,8,422,0.0,521
SMa1408,OANT_RS04505,51.765,255,121,2,1,254,1,254,1.07e-85,253
SMa1409,OANT_RS04500,68.451,523,165,0,1,523,1,523,0.0,736
SMa1410,OANT_RS15180,41.221,262,152,1,16,277,15,274,1.77e-63,198
SMa1414,OANT_RS04525,50.951,526,252,3,5,529,3,523,0.0,537
SMa1415,OANT_RS04510,51.546,485,230,3,15,496,18,500,0.0,521
SMa1417,OANT_RS19865,28.354,328,217,6,20,340,20,336,2.06e-37,134
SMa1418,OANT_RS01535,32.131,305,194,4,13,311,23,320,1.91e-36,130
SMa1421,OANT_RS18440,34.483,493,298,7,1,486,24,498,1.06e-105,322
SMa1424,OANT_RS01535,33.333,297,193,2,19,315,25,316,1.79e-43,149
SMa1427,OANT_RS14550,28.169,284,193,8,13,294,12,286,3.12e-21,90.5
SMa1428,OANT_RS22835,40.415,193,115,0,8,200,3,195,1.41e-50,160
SMa1434,OANT_RS03240,47.266,567,266,8,2,536,6,571,2.75e-169,491
SMa1435,OANT_RS19635,40.304,263,150,2,36,294,22,281,1.09e-61,194
SMa1437,OANT_RS15460,37.627,295,175,2,19,304,8,302,3.04e-63,199
SMa1438,OANT_RS19645,26.722,479,323,15,22,482,23,491,8.35e-35,134
SMa1440,OANT_RS13700,31.858,226,146,4,13,233,4,226,2.18e-25,100
SMa1442,OANT_RS19420,40.351,228,118,7,17,237,11,227,3.36e-35,123
SMa1447,OANT_RS18415,69.585,434,132,0,3,436,2,435,0.0,587
SMa1450,OANT_RS16070,69.466,393,120,0,1,393,1,393,0.0,572
SMa1452,OANT_RS16075,69.412,255,78,0,1,255,1,255,1.64e-125,354
SMa1454,OANT_RS16085,56.790,324,140,0,1,324,1,324,6.24e-132,377
SMa1459,OANT_RS15030,37.829,304,185,3,4,304,5,307,1.17e-51,171
SMa1461,OANT_RS01650,27.356,329,227,8,1,320,1,326,1.27e-25,103
SMa1462,OANT_RS01580,32.895,304,188,6,9,296,6,309,1.44e-38,135
SMa1465,OANT_RS01565,38.860,193,118,0,53,245,51,243,3.62e-28,105
SMa1466,OANT_RS01570,45.151,299,156,3,1,295,1,295,4.93e-83,253
SMa1467,OANT_RS01575,40.099,202,110,2,12,202,184,385,4.12e-26,101
SMa1471,OANT_RS23155,27.381,168,97,3,26,184,49,200,7.80e-13,62.8
SMa1473,OANT_RS14360,22.651,415,262,15,53,426,7,403,6.65e-14,70.1
SMa1476,OANT_RS09700,37.299,311,183,4,1,301,15,323,1.57e-68,214
SMa1480,OANT_RS20380,30.169,295,187,8,5,289,6,291,1.07e-35,127
SMa1483,OANT_RS09695,25.203,861,568,25,5,805,8,852,8.71e-60,215
SMa1485,OANT_RS18050,27.221,349,231,9,23,359,8,345,2.86e-15,73.9
SMa1487,OANT_RS00090,44.660,103,51,4,23,120,70,171,1.41e-18,75.1
SMa1491,OANT_RS02365,37.013,154,86,5,1,143,13,166,9.10e-22,87.4
SMa1493,OANT_RS04100,46.377,276,147,1,20,295,20,294,2.85e-79,240
SMa1497,OANT_RS13775,25.000,204,130,8,2,195,8,198,1.04e-11,59.3
SMa1500,OANT_RS08895,25.076,327,185,12,306,580,47,365,1.14e-15,75.9
SMa1505,OANT_RS22785,36.041,197,126,0,17,213,25,221,1.24e-33,119
SMa1507,OANT_RS18750,41.194,335,196,1,29,363,20,353,1.49e-93,281
SMa1509,OANT_RS18765,49.801,502,242,3,3,494,9,510,9.48e-166,476
SMa1513,OANT_RS18760,47.500,320,167,1,17,335,31,350,1.34e-95,285
SMa1514,OANT_RS18755,58.278,302,126,0,1,302,1,302,5.33e-104,303
SMa1516,OANT_RS12545,42.671,307,143,4,32,317,37,331,5.93e-72,224
SMa1519,OANT_RS12540,36.296,135,82,3,16,148,12,144,9.36e-27,97.4
SMa1521,OANT_RS10075,36.364,143,91,0,1,143,1,143,3.69e-23,85.9
SMa1523,OANT_RS12550,29.985,667,363,16,1,651,1,579,2.00e-78,265
SMa1525,OANT_RS12555,49.109,393,196,4,26,415,27,418,2.61e-126,369
SMa1526,OANT_RS12560,36.986,146,89,2,12,154,31,176,1.31e-25,98.2
SMa1529,OANT_RS12565,49.096,387,192,2,22,404,11,396,9.29e-131,379
SMa1531,OANT_RS12575,43.478,138,78,0,16,153,17,154,2.51e-36,122
SMa1532,OANT_RS12580,53.947,152,68,2,4,153,37,188,1.35e-59,181
SMa1533,OANT_RS12585,40.517,116,68,1,5,120,7,121,3.21e-26,92.4
SMa1535,OANT_RS12515,44.860,428,234,2,15,441,14,440,5.21e-108,326
SMa1536,OANT_RS12520,49.485,485,237,4,4,483,5,486,4.58e-164,471
SMa1538,OANT_RS18250,30.990,384,230,10,63,414,78,458,8.16e-34,134
SMa1541,OANT_RS18250,32.564,433,260,12,40,455,38,455,1.14e-44,165
SMa1544,OANT_RS12530,48.864,88,44,1,14,100,15,102,3.86e-22,80.5
SMa1545,OANT_RS12535,40.361,166,79,6,14,166,18,176,7.37e-26,95.5
SMa1547,OANT_RS22100,46.774,186,97,1,37,220,22,207,3.49e-40,134
SMa1548,OANT_RS01515,40.085,706,364,14,388,1066,15,688,1.18e-145,450
SMa1550,OANT_RS02140,36.321,212,126,3,8,219,4,206,2.94e-31,111
SMa1552,OANT_RS24145,32.212,208,123,4,42,241,50,247,2.15e-25,102
SMa1558,OANT_RS18995,38.235,102,63,0,591,692,4,105,4.98e-14,72.0
SMa1561,OANT_RS24140,28.652,178,127,0,164,341,11,188,2.20e-16,73.9
SMa1562,OANT_RS03755,47.785,316,162,2,6,318,8,323,1.75e-98,291
SMa1564,OANT_RS03750,43.636,330,178,4,9,332,9,336,3.29e-83,253
SMa1568,OANT_RS03745,72.648,457,125,0,36,492,32,488,0.0,693
SMa1570,OANT_RS12915,60.000,55,22,0,1,55,1,55,4.10e-16,62.0
SMa1572,OANT_RS03705,39.423,104,60,2,6,107,15,117,7.66e-14,62.8
SMa1573,OANT_RS03740,42.892,408,232,1,19,425,21,428,5.75e-111,336
