Abortus2308|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS21830,BME_RS03870,100.000,65,0,0,1,65,1,65,2.20e-43,130
BAB_RS21835,BME_RS03865,100.000,186,0,0,1,186,1,186,7.96e-135,371
BAB_RS21840,BME_RS03860,100.000,120,0,0,1,120,1,120,2.88e-82,233
BAB_RS21845,BME_RS03855,98.870,177,2,0,1,177,1,177,1.91e-125,347
BAB_RS21850,BME_RS03850,98.485,132,2,0,1,132,1,132,9.31e-94,263
BAB_RS21855,BME_RS03845,99.010,101,1,0,1,101,1,101,1.50e-69,199
BAB_RS21860,BME_RS03840,99.459,185,1,0,1,185,1,185,6.57e-138,379
BAB_RS21865,BME_RS03835,100.000,103,0,0,1,103,1,103,1.00e-70,202
BAB_RS21870,BME_RS03830,99.180,122,1,0,1,122,1,122,5.09e-85,240
BAB_RS21875,BME_RS03825,100.000,80,0,0,1,80,1,80,9.34e-56,163
BAB_RS21880,BME_RS03820,100.000,66,0,0,1,66,1,66,2.79e-42,128
BAB_RS21885,BME_RS03815,100.000,137,0,0,1,137,1,137,1.78e-99,278
BAB_RS21890,BME_RS03810,99.576,236,1,0,1,236,1,236,7.37e-177,482
BAB_RS21895,BME_RS03805,100.000,129,0,0,1,129,1,129,3.79e-91,256
BAB_RS21900,BME_RS03800,100.000,92,0,0,1,92,1,92,9.20e-66,189
BAB_RS21905,BME_RS03795,99.639,277,1,0,1,277,1,277,0.0,562
BAB_RS21910,BME_RS03790,97.938,97,2,0,1,97,1,97,2.01e-65,189
BAB_RS21915,BME_RS03785,97.661,171,4,0,1,171,1,171,2.63e-120,336
BAB_RS21920,BME_RS03780,100.000,237,0,0,1,237,1,237,1.13e-176,481
BAB_RS21925,BME_RS03775,100.000,102,0,0,1,102,1,102,2.43e-72,206
BAB_RS21930,BME_RS03770,100.000,391,0,0,1,391,1,391,0.0,794
BAB_RS21935,BME_RS03765,99.712,694,2,0,1,694,1,694,0.0,1415
BAB_RS21940,BME_RS03760,99.359,156,1,0,1,156,1,156,9.98e-115,318
BAB_RS21945,BME_RS03755,100.000,123,0,0,1,123,1,123,2.50e-87,246
BAB_RS21950,BME_RS03750,94.792,96,1,1,1,96,12,103,5.69e-59,172
BAB_RS21955,BME_RS03745,99.786,1400,3,0,1,1400,1,1400,0.0,2870
BAB_RS21960,BME_RS03740,100.000,1377,0,0,1,1377,1,1377,0.0,2815
BAB_RS21965,BME_RS03735,100.000,124,0,0,1,124,1,124,1.77e-78,224
BAB_RS21970,BME_RS03730,100.000,172,0,0,1,172,1,172,1.61e-124,344
BAB_RS21975,BME_RS03725,99.571,233,1,0,1,233,1,233,1.18e-166,456
BAB_RS21980,BME_RS03720,100.000,142,0,0,1,142,1,142,7.85e-103,287
BAB_RS21985,BME_RS03715,100.000,175,0,0,1,175,1,175,9.69e-127,350
BAB_RS21990,BME_RS03710,100.000,66,0,0,1,66,1,66,2.32e-44,133
BAB_RS21995,BME_RS03705,100.000,25,0,0,1,25,1,25,2.06e-11,47.4
BAB_RS22000,BME_RS03770,100.000,391,0,0,1,391,1,391,0.0,794
BAB_RS22005,BME_RS03695,100.000,24,0,0,1,24,1,24,8.13e-11,45.8
BAB_RS22010,BME_RS03690,100.000,28,0,0,1,28,1,28,2.25e-16,60.1
BAB_RS22015,BME_RS03685,99.301,286,2,0,1,286,1,286,0.0,569
BAB_RS22020,BME_RS03680,99.301,143,1,0,1,143,1,143,2.44e-100,281
BAB_RS22025,BME_RS03675,100.000,242,0,0,1,242,1,242,4.23e-176,480
BAB_RS22030,BME_RS03670,99.061,213,2,0,1,213,1,213,6.13e-157,429
BAB_RS22035,BME_RS03665,99.502,201,1,0,1,201,1,201,3.34e-153,419
BAB_RS22040,BME_RS03660,100.000,175,0,0,1,175,1,175,7.39e-131,360
BAB_RS22045,BME_RS03655,100.000,68,0,0,1,68,1,68,3.34e-45,135
BAB_RS22050,BME_RS03650,100.000,274,0,0,1,274,1,274,0.0,565
BAB_RS22055,BME_RS03645,99.609,256,1,0,1,256,1,256,0.0,520
BAB_RS22060,BME_RS03640,99.371,159,1,0,1,159,1,159,8.59e-117,323
BAB_RS22065,BME_RS03635,98.964,193,2,0,1,193,1,193,1.02e-142,392
BAB_RS22070,BME_RS03630,100.000,173,0,0,1,173,1,173,4.40e-132,363
BAB_RS22075,BME_RS03625,100.000,67,0,0,1,67,276,342,9.89e-44,140
BAB_RS22080,BME_RS03625,98.571,70,1,0,1,70,204,273,1.27e-44,144
BAB_RS22090,BME_RS03620,99.832,594,1,0,1,594,1,594,0.0,1183
BAB_RS22095,BME_RS03615,99.717,353,1,0,1,353,1,353,0.0,712
BAB_RS22100,BME_RS03610,99.695,328,1,0,1,328,1,328,0.0,657
BAB_RS22105,BME_RS03605,99.772,439,1,0,1,439,1,439,0.0,884
BAB_RS22110,BME_RS03600,100.000,406,0,0,1,406,1,406,0.0,833
BAB_RS22115,BME_RS03595,100.000,115,0,0,1,115,1,115,1.62e-80,228
BAB_RS22120,BME_RS03590,100.000,367,0,0,1,367,1,367,0.0,742
BAB_RS22125,BME_RS03585,96.000,25,1,0,1,25,1,25,1.50e-10,45.4
BAB_RS22130,BME_RS03585,96.000,25,1,0,1,25,1,25,1.21e-10,45.4
BAB_RS22135,BME_RS03580,100.000,94,0,0,1,94,1,94,1.59e-67,194
BAB_RS22140,BME_RS03575,99.580,238,1,0,1,238,1,238,1.64e-177,483
BAB_RS22145,BME_RS03570,100.000,275,0,0,1,275,1,275,0.0,572
BAB_RS22150,BME_RS03565,100.000,249,0,0,1,249,1,249,0.0,508
BAB_RS22155,BME_RS03560,99.528,212,1,0,1,212,1,212,7.16e-156,427
BAB_RS22160,BME_RS03555,99.751,401,1,0,1,401,1,401,0.0,800
BAB_RS22165,BME_RS03550,99.536,431,2,0,1,431,1,431,0.0,872
BAB_RS22170,BME_RS03545,99.519,208,1,0,1,208,1,208,1.20e-149,410
BAB_RS22175,BME_RS03540,99.590,244,1,0,1,244,1,244,0.0,498
BAB_RS22180,BME_RS03535,99.468,564,3,0,1,564,5,568,0.0,1133
BAB_RS22185,BME_RS03530,99.355,155,1,0,1,155,1,155,1.31e-108,303
BAB_RS22195,BME_RS03520,82.456,285,30,2,1,284,1,266,7.15e-163,451
BAB_RS22200,BME_RS03515,98.113,53,1,0,1,53,121,173,2.21e-33,108
BAB_RS22205,BME_RS03515,100.000,111,0,0,17,127,1,111,2.47e-79,228
BAB_RS22210,BME_RS03510,99.449,363,2,0,1,363,1,363,0.0,724
BAB_RS22215,BME_RS03505,99.083,327,3,0,1,327,1,327,0.0,639
BAB_RS22220,BME_RS03500,99.699,332,1,0,1,332,1,332,0.0,658
BAB_RS22225,BME_RS03495,100.000,436,0,0,1,436,1,436,0.0,872
BAB_RS22230,BME_RS03490,100.000,292,0,0,1,292,1,292,0.0,585
BAB_RS22235,BME_RS03485,99.458,369,1,1,1,368,1,369,0.0,733
BAB_RS22240,BME_RS03480,99.194,248,2,0,1,248,1,248,7.56e-178,485
BAB_RS22245,BME_RS03475,98.810,252,3,0,1,252,1,252,0.0,507
BAB_RS22250,BME_RS03470,100.000,131,0,0,1,131,1,131,1.05e-95,268
BAB_RS22255,BME_RS03465,98.649,148,2,0,1,148,1,148,2.94e-107,298
BAB_RS22260,BME_RS03460,89.130,46,5,0,1,46,1,46,1.92e-19,81.6
BAB_RS22265,BME_RS03455,100.000,110,0,0,1,110,1,110,1.09e-74,214
BAB_RS22270,BME_RS03450,100.000,212,0,0,1,212,1,212,8.14e-158,432
BAB_RS22275,BME_RS03445,99.683,1263,4,0,1,1263,1,1263,0.0,2557
BAB_RS22280,BME_RS03440,99.425,348,2,0,1,348,1,348,0.0,697
BAB_RS22285,BME_RS03435,100.000,173,0,0,1,173,1,173,2.11e-127,352
BAB_RS22290,BME_RS03430,100.000,215,0,0,1,215,24,238,8.06e-154,422
BAB_RS22295,BME_RS03425,100.000,62,0,0,1,62,1,62,1.03e-40,124
BAB_RS22300,BME_RS03420,99.586,483,2,0,1,483,1,483,0.0,964
BAB_RS22305,BME_RS03415,100.000,385,0,0,1,385,1,385,0.0,800
BAB_RS22310,BME_RS03410,99.662,296,1,0,1,296,1,296,0.0,599
BAB_RS22315,BME_RS03405,100.000,44,0,0,1,44,1,44,1.34e-27,89.7
BAB_RS22320,BME_RS03400,99.346,306,2,0,1,306,1,306,0.0,618
BAB_RS22325,BME_RS03395,99.096,332,3,0,1,332,1,332,0.0,679
BAB_RS22330,BME_RS03385,97.163,141,4,0,1,141,1,141,9.25e-90,275
BAB_RS22335,BME_RS03385,99.423,693,4,0,1,693,161,853,0.0,1431
BAB_RS22340,BME_RS03380,98.958,96,1,0,1,96,1,96,2.25e-66,191
BAB_RS22345,BME_RS03375,99.650,858,3,0,1,858,1,858,0.0,1715
BAB_RS22350,BME_RS03370,100.000,155,0,0,1,155,1,155,3.10e-113,314
BAB_RS22355,BME_RS03365,99.763,845,2,0,1,845,1,845,0.0,1696
BAB_RS22360,BME_RS03360,99.677,619,2,0,1,619,1,619,0.0,1208
BAB_RS22365,BME_RS03355,100.000,323,0,0,1,323,1,323,0.0,639
BAB_RS22370,BME_RS16145,100.000,104,0,0,1,104,1,104,6.63e-72,209
BAB_RS22375,BME_RS16145,100.000,92,0,0,1,92,110,201,8.80e-63,186
BAB_RS22380,BME_RS03340,99.275,276,2,0,1,276,1,276,0.0,546
BAB_RS22385,BME_RS03335,100.000,273,0,0,1,273,1,273,0.0,538
BAB_RS22390,BME_RS03330,99.701,334,1,0,1,334,1,334,0.0,684
BAB_RS22395,BME_RS03325,100.000,61,0,0,1,61,1,61,9.21e-41,124
BAB_RS22400,BME_RS03320,99.808,522,1,0,1,522,1,522,0.0,1038
BAB_RS22405,BME_RS03315,100.000,220,0,0,1,220,1,220,1.64e-157,431
BAB_RS22410,BME_RS03310,100.000,25,0,0,1,25,1,25,1.27e-11,48.1
BAB_RS22415,BME_RS03305,100.000,179,0,0,1,179,1,179,5.25e-131,361
BAB_RS22420,BME_RS03300,100.000,140,0,0,1,140,1,140,9.88e-100,279
BAB_RS22425,BME_RS03295,98.885,269,3,0,1,269,1,269,0.0,540
BAB_RS22430,BME_RS03290,99.614,259,1,0,1,259,1,259,0.0,526
BAB_RS22435,BME_RS03285,98.864,264,3,0,1,264,112,375,0.0,512
BAB_RS22440,BME_RS03285,88.710,124,12,1,2,125,1,122,2.44e-66,202
BAB_RS22445,BME_RS16135,99.412,170,1,0,140,309,1,170,8.78e-121,340
BAB_RS22450,BME_RS03275,99.730,371,1,0,1,371,1,371,0.0,764
BAB_RS22455,BME_RS03270,100.000,258,0,0,1,258,1,258,0.0,514
BAB_RS22460,BME_RS03265,100.000,333,0,0,1,333,1,333,0.0,617
BAB_RS22465,BME_RS03260,99.642,279,1,0,1,279,1,279,0.0,558
BAB_RS22470,BME_RS03255,99.355,620,4,0,1,620,1,620,0.0,1256
BAB_RS22475,BME_RS03250,99.730,370,1,0,1,370,1,370,0.0,734
BAB_RS22480,BME_RS03245,100.000,126,0,0,1,126,1,126,3.85e-73,256
BAB_RS22485,BME_RS03240,99.718,355,1,0,1,355,1,355,0.0,697
BAB_RS22490,BME_RS03235,99.536,431,2,0,1,431,1,431,0.0,888
BAB_RS22495,BME_RS03230,100.000,100,0,0,1,100,1,100,1.02e-69,200
BAB_RS22500,BME_RS03225,100.000,159,0,0,1,159,1,159,4.38e-119,329
BAB_RS22505,BME_RS03220,99.302,573,4,0,1,573,1,573,0.0,1167
BAB_RS22510,BME_RS03215,89.655,174,17,1,1,173,1,174,4.29e-111,313
BAB_RS22515,BME_RS03210,99.588,243,1,0,1,243,1,243,0.0,493
BAB_RS22520,BME_RS03205,100.000,212,0,0,1,212,1,212,1.03e-155,426
BAB_RS22525,BME_RS03200,99.342,304,0,1,1,304,1,302,0.0,622
BAB_RS22530,BME_RS03195,100.000,349,0,0,1,349,1,349,0.0,675
BAB_RS22535,BME_RS03190,100.000,252,0,0,1,252,1,252,0.0,517
BAB_RS22540,BME_RS03185,93.548,93,6,0,1,93,1,93,1.72e-40,134
BAB_RS22545,BME_RS03180,100.000,208,0,0,1,208,1,208,2.49e-152,417
BAB_RS22550,BME_RS03175,100.000,254,0,0,1,254,1,254,0.0,507
BAB_RS22555,BME_RS16115,99.582,239,1,0,1,239,1,239,1.35e-175,479
BAB_RS22560,BME_RS03160,99.630,270,1,0,1,270,1,270,0.0,539
BAB_RS22565,BME_RS03155,99.225,129,1,0,1,129,1,129,6.54e-88,248
BAB_RS22570,BME_RS03150,99.707,341,1,0,1,341,1,341,0.0,695
BAB_RS22575,BME_RS03145,100.000,144,0,0,1,144,1,144,1.15e-108,302
BAB_RS22580,BME_RS03140,100.000,308,0,0,1,308,1,308,0.0,631
BAB_RS22590,BME_RS03130,100.000,369,0,0,1,369,1,369,0.0,766
BAB_RS22595,BME_RS03125,98.519,135,2,0,1,135,1,135,9.63e-96,268
BAB_RS22600,BME_RS03120,99.756,409,1,0,1,409,1,409,0.0,842
BAB_RS22605,BME_RS03115,98.649,74,1,0,1,74,1,74,9.59e-52,152
BAB_RS22610,BME_RS03110,99.705,339,1,0,1,339,1,339,0.0,700
BAB_RS22615,BME_RS03105,99.531,213,1,0,1,213,1,213,3.15e-154,422
BAB_RS22620,BME_RS03100,99.693,651,2,0,1,651,1,651,0.0,1305
BAB_RS22625,BME_RS03095,100.000,246,0,0,1,246,1,246,0.0,494
BAB_RS22630,BME_RS03090,99.248,133,1,0,1,133,1,133,1.37e-95,268
BAB_RS22635,BME_RS03085,100.000,373,0,0,1,373,1,373,0.0,769
BAB_RS22640,BME_RS03080,100.000,190,0,0,1,190,1,190,1.01e-139,384
BAB_RS22645,BME_RS03075,99.835,607,1,0,1,607,1,607,0.0,1258
BAB_RS22650,BME_RS03070,99.355,310,2,0,1,310,1,310,0.0,623
BAB_RS22655,BME_RS03065,99.331,299,2,0,1,299,1,299,0.0,593
BAB_RS22660,BME_RS03060,99.237,393,3,0,1,393,1,393,0.0,797
BAB_RS22665,BME_RS03055,99.809,524,1,0,1,524,1,524,0.0,1034
BAB_RS22670,BME_RS03050,100.000,61,0,0,1,61,1,61,2.77e-37,115
BAB_RS22675,BME_RS03045,99.667,300,1,0,1,300,1,300,0.0,589
BAB_RS22680,BME_RS03040,100.000,384,0,0,1,384,1,384,0.0,782
BAB_RS22685,BME_RS03035,100.000,172,0,0,1,172,1,172,1.21e-127,352
BAB_RS22690,BME_RS03030,100.000,264,0,0,1,264,1,264,0.0,551
BAB_RS22695,BME_RS03025,100.000,103,0,0,1,103,1,103,7.68e-72,205
BAB_RS22700,BME_RS03020,99.752,404,1,0,1,404,1,404,0.0,797
BAB_RS22705,BME_RS03015,99.635,274,1,0,1,274,1,274,0.0,561
BAB_RS22710,BME_RS03010,99.471,189,1,0,1,189,1,189,5.92e-140,384
BAB_RS22720,BME_RS03000,100.000,66,0,0,1,66,1,66,2.28e-43,130
BAB_RS22725,BME_RS02995,100.000,83,0,0,1,83,1,83,5.05e-57,167
BAB_RS22730,BME_RS02990,99.519,1247,6,0,1,1247,1,1247,0.0,2466
BAB_RS22740,BME_RS02980,100.000,468,0,0,1,468,1,468,0.0,960
BAB_RS22745,BME_RS02975,99.408,169,1,0,1,169,1,169,3.75e-121,335
BAB_RS22750,BME_RS02970,100.000,358,0,0,1,358,1,358,0.0,728
BAB_RS22755,BME_RS02965,99.650,858,3,0,1,858,1,858,0.0,1765
BAB_RS22760,BME_RS02960,98.788,165,2,0,1,165,1,165,3.75e-122,337
BAB_RS22765,BME_RS02955,100.000,229,0,0,1,229,1,229,1.90e-172,470
BAB_RS22770,BME_RS02950,98.980,196,1,1,1,195,1,196,6.94e-144,395
BAB_RS22775,BME_RS02945,100.000,284,0,0,1,284,1,284,0.0,567
BAB_RS22780,BME_RS02940,99.671,608,2,0,1,608,1,608,0.0,1232
BAB_RS22785,BME_RS02935,98.718,234,3,0,1,234,1,234,3.11e-173,472
BAB_RS22790,BME_RS02930,99.722,719,2,0,1,719,1,719,0.0,1461
BAB_RS22795,BME_RS02925,99.821,559,1,0,1,559,1,559,0.0,1099
BAB_RS22800,BME_RS02920,100.000,287,0,0,1,287,1,287,0.0,588
BAB_RS22805,BME_RS02915,99.650,286,1,0,1,286,1,286,0.0,576
BAB_RS22810,BME_RS02910,99.228,518,4,0,1,518,1,518,0.0,1025
BAB_RS22815,BME_RS02905,99.773,440,1,0,1,440,1,440,0.0,872
BAB_RS22820,BME_RS02900,99.678,311,1,0,1,311,1,311,0.0,623
BAB_RS22825,BME_RS02895,99.675,308,1,0,1,308,1,308,0.0,635
BAB_RS22830,BME_RS02890,99.689,322,1,0,1,322,1,322,0.0,650
BAB_RS22835,BME_RS02885,100.000,471,0,0,1,471,1,471,0.0,961
BAB_RS22840,BME_RS02880,99.736,379,1,0,1,379,1,379,0.0,757
BAB_RS22845,BME_RS02875,100.000,385,0,0,1,385,1,385,0.0,760
BAB_RS22850,BME_RS02870,99.572,467,2,0,1,467,1,467,0.0,936
BAB_RS22855,BME_RS02865,100.000,360,0,0,1,360,1,360,0.0,715
BAB_RS22860,BME_RS02860,100.000,481,0,0,1,481,1,481,0.0,976
BAB_RS22865,BME_RS02855,99.388,490,3,0,1,490,1,490,0.0,975
BAB_RS22870,BME_RS02850,99.671,607,2,0,1,607,1,607,0.0,1240
BAB_RS22875,BME_RS02845,99.270,137,1,0,1,137,1,137,1.18e-96,271
BAB_RS22880,BME_RS02840,100.000,346,0,0,1,346,1,346,0.0,685
BAB_RS22885,BME_RS02835,100.000,456,0,0,1,456,1,456,0.0,914
BAB_RS22890,BME_RS02830,100.000,214,0,0,1,214,1,214,7.85e-160,437
BAB_RS22895,BME_RS02825,100.000,268,0,0,1,268,1,268,0.0,558
BAB_RS22900,BME_RS02820,99.576,236,1,0,1,236,1,236,4.71e-175,477
BAB_RS22905,BME_RS02815,97.761,134,3,0,1,134,1,134,1.05e-90,256
BAB_RS22910,BME_RS02810,99.639,277,1,0,1,277,1,277,0.0,574
BAB_RS22915,BME_RS02805,100.000,359,0,0,52,410,1,359,0.0,731
BAB_RS22920,BME_RS02800,99.678,311,1,0,1,311,1,311,0.0,600
BAB_RS22925,BME_RS02795,99.340,303,2,0,1,303,1,303,0.0,620
BAB_RS22930,BME_RS02790,99.707,341,1,0,1,341,1,341,0.0,676
BAB_RS22935,BME_RS02785,100.000,107,0,0,1,107,1,107,4.57e-76,216
BAB_RS22940,BME_RS02780,99.552,446,2,0,1,446,1,446,0.0,897
BAB_RS22945,BME_RS02775,100.000,255,0,0,1,255,1,255,7.65e-179,488
BAB_RS22950,BME_RS02770,99.818,549,1,0,1,549,1,549,0.0,1126
BAB_RS22955,BME_RS02765,100.000,59,0,0,1,59,1,59,2.90e-38,117
BAB_RS22960,BME_RS02760,99.682,314,1,0,1,314,1,314,0.0,646
BAB_RS22965,BME_RS02755,99.270,137,1,0,1,137,1,137,3.12e-98,275
BAB_RS22975,BME_RS02745,99.036,415,4,0,1,415,1,415,0.0,864
BAB_RS22980,BME_RS02740,99.731,372,1,0,1,372,1,372,0.0,770
BAB_RS22985,BME_RS02735,100.000,73,0,0,1,73,1,73,4.26e-48,143
BAB_RS22990,BME_RS02730,99.522,209,1,0,1,209,1,209,2.25e-158,433
BAB_RS22995,BME_RS02725,99.717,353,1,0,1,353,1,353,0.0,707
BAB_RS23000,BME_RS02720,100.000,88,0,0,1,88,1,88,1.61e-61,178
BAB_RS23005,BME_RS02715,100.000,367,0,0,1,367,1,367,0.0,758
BAB_RS23010,BME_RS02710,100.000,267,0,0,1,267,1,267,0.0,547
BAB_RS23020,BME_RS02700,99.476,191,1,0,1,191,1,191,8.79e-140,384
BAB_RS23025,BME_RS02695,98.291,117,2,0,1,117,1,117,5.07e-83,235
BAB_RS23030,BME_RS02690,99.474,190,1,0,1,190,1,190,8.76e-142,389
BAB_RS23035,BME_RS02685,99.390,164,1,0,1,164,1,164,9.05e-121,334
BAB_RS23040,BME_RS02680,100.000,25,0,0,1,25,1,25,2.19e-12,50.1
BAB_RS23045,BME_RS02675,99.600,250,1,0,1,250,1,250,0.0,500
BAB_RS23050,BME_RS02670,99.123,114,1,0,1,114,1,114,3.10e-78,223
BAB_RS23055,BME_RS02665,100.000,152,0,0,1,152,1,152,2.87e-114,317
BAB_RS23060,BME_RS02660,100.000,96,0,0,1,96,1,96,3.35e-68,196
BAB_RS23065,BME_RS02655,100.000,672,0,0,1,672,1,672,0.0,1355
BAB_RS23070,BME_RS02650,99.847,655,1,0,1,655,1,655,0.0,1323
BAB_RS23075,BME_RS02645,99.104,558,5,0,1,558,1,558,0.0,1114
BAB_RS23080,BME_RS02640,100.000,150,0,0,1,150,1,150,1.93e-106,296
BAB_RS23085,BME_RS02635,100.000,407,0,0,1,407,1,407,0.0,832
BAB_RS23090,BME_RS02630,99.675,308,1,0,1,308,1,308,0.0,627
BAB_RS23095,BME_RS02625,100.000,172,0,0,1,172,1,172,5.86e-121,335
BAB_RS23100,BME_RS02620,98.524,271,4,0,1,271,1,271,0.0,532
BAB_RS23105,BME_RS02615,99.742,1162,3,0,1,1162,1,1162,0.0,2368
BAB_RS23110,BME_RS02610,99.839,621,1,0,1,621,1,621,0.0,1251
BAB_RS23115,BME_RS02605,100.000,146,0,0,1,146,1,146,1.79e-108,301
BAB_RS23120,BME_RS02600,98.551,69,1,0,1,69,1,69,4.24e-47,140
BAB_RS23125,BME_RS02595,100.000,203,0,0,1,203,1,203,3.27e-152,417
BAB_RS23130,BME_RS02590,99.750,400,1,0,1,400,1,400,0.0,825
BAB_RS23135,BME_RS02585,98.361,61,1,0,1,61,1,61,8.57e-40,121
BAB_RS23140,BME_RS02580,100.000,71,0,0,1,71,1,71,9.08e-51,150
BAB_RS23145,BME_RS02575,100.000,301,0,0,1,301,1,301,0.0,620
BAB_RS23150,BME_RS02570,99.383,324,2,0,1,324,1,324,0.0,662
BAB_RS23155,BME_RS02565,99.571,466,2,0,1,466,1,466,0.0,920
BAB_RS23160,BME_RS02560,99.359,156,1,0,1,156,1,156,3.26e-115,319
BAB_RS23165,BME_RS02555,100.000,354,0,0,1,354,1,354,0.0,722
BAB_RS23170,BME_RS02550,100.000,157,0,0,1,157,1,157,1.75e-113,315
BAB_RS23175,BME_RS02545,100.000,351,0,0,1,351,1,351,0.0,717
BAB_RS23180,BME_RS02540,99.670,303,1,0,1,303,1,303,0.0,596
BAB_RS23185,BME_RS02535,100.000,116,0,0,1,116,1,116,1.39e-81,231
BAB_RS23190,BME_RS02530,99.010,303,3,0,1,303,1,303,0.0,624
BAB_RS23195,BME_RS02525,100.000,129,0,0,1,129,1,129,1.99e-94,265
BAB_RS23200,BME_RS02520,100.000,193,0,0,1,193,1,193,7.75e-136,374
BAB_RS23205,BME_RS02515,99.787,940,2,0,1,940,1,940,0.0,1923
BAB_RS23210,BME_RS02510,99.625,267,1,0,1,267,1,267,0.0,543
BAB_RS23215,BME_RS02505,100.000,71,0,0,1,71,1,71,5.06e-49,145
BAB_RS23220,BME_RS02500,98.235,170,0,1,1,170,1,167,1.16e-120,334
BAB_RS23225,BME_RS02495,98.624,218,3,0,1,218,1,218,3.58e-158,433
BAB_RS23230,BME_RS02490,98.925,93,1,0,1,93,1,93,2.08e-55,163
BAB_RS23235,BME_RS02485,98.980,98,1,0,1,98,1,98,4.24e-71,203
BAB_RS23240,BME_RS02480,100.000,179,0,0,1,179,1,179,1.37e-134,370
BAB_RS23245,BME_RS02475,100.000,235,0,0,1,235,1,235,2.34e-173,473
BAB_RS23250,BME_RS02470,99.553,447,2,0,1,447,1,447,0.0,902
BAB_RS23255,BME_RS02465,100.000,84,0,0,1,84,1,84,4.77e-57,167
BAB_RS23260,BME_RS02460,100.000,115,0,0,1,115,1,115,1.08e-82,234
BAB_RS23265,BME_RS02455,100.000,166,0,0,1,166,1,166,1.92e-122,338
BAB_RS23270,BME_RS02450,99.057,106,1,0,1,106,1,106,1.22e-70,202
BAB_RS23275,BME_RS02445,100.000,281,0,0,1,281,1,281,0.0,551
BAB_RS23280,BME_RS02440,99.726,365,1,0,1,365,1,365,0.0,742
BAB_RS23285,BME_RS02435,99.245,265,2,0,1,265,1,265,0.0,543
BAB_RS23290,BME_RS02430,99.739,383,1,0,1,383,1,383,0.0,797
BAB_RS23295,BME_RS02425,98.913,184,2,0,1,184,1,184,3.18e-134,370
BAB_RS23300,BME_RS02420,100.000,61,0,0,1,61,1,61,2.44e-41,125
BAB_RS23305,BME_RS02415,100.000,310,0,0,1,310,1,310,0.0,625
BAB_RS23310,BME_RS02410,99.805,513,1,0,1,513,1,513,0.0,1029
BAB_RS23315,BME_RS02405,100.000,207,0,0,1,207,1,207,1.83e-151,415
BAB_RS23320,BME_RS02400,99.600,250,1,0,1,250,1,250,0.0,513
BAB_RS23325,BME_RS02395,99.728,367,1,0,1,367,1,367,0.0,746
BAB_RS23330,BME_RS02390,98.795,166,2,0,1,166,1,166,1.22e-124,344
BAB_RS23335,BME_RS02385,99.375,160,1,0,1,160,1,160,1.72e-120,333
BAB_RS23340,BME_RS02380,100.000,181,0,0,1,181,1,181,7.95e-131,361
BAB_RS23345,BME_RS02375,99.322,295,2,0,1,295,1,295,0.0,607
BAB_RS23350,BME_RS02370,99.769,432,1,0,1,432,1,432,0.0,866
BAB_RS23355,BME_RS02365,100.000,187,0,0,1,187,1,187,2.66e-140,385
BAB_RS23360,BME_RS02360,99.678,621,2,0,1,621,1,621,0.0,1244
BAB_RS23365,BME_RS02355,99.201,626,1,1,1,622,1,626,0.0,1251
BAB_RS23370,BME_RS02350,100.000,159,0,0,1,159,1,159,2.15e-118,328
BAB_RS23375,BME_RS02345,99.420,345,2,0,1,345,1,345,0.0,703
BAB_RS23380,BME_RS02340,96.512,86,3,0,1,86,1,86,1.00e-58,171
BAB_RS23385,BME_RS02335,100.000,303,0,0,1,303,1,303,0.0,630
BAB_RS23390,BME_RS02330,99.390,164,1,0,1,164,1,164,4.19e-117,325
BAB_RS23395,BME_RS02325,100.000,95,0,0,1,95,1,95,2.38e-69,198
BAB_RS23400,BME_RS02320,99.500,200,1,0,1,200,1,200,2.90e-151,414
BAB_RS23405,BME_RS02315,99.527,423,2,0,1,423,1,423,0.0,843
BAB_RS23410,BME_RS02310,99.517,207,1,0,1,207,1,207,1.62e-153,420
BAB_RS23415,BME_RS02305,100.000,221,0,0,1,221,1,221,1.14e-162,444
BAB_RS23420,BME_RS02300,100.000,335,0,0,1,335,1,335,0.0,674
BAB_RS23425,BME_RS02295,100.000,310,0,0,1,310,1,310,0.0,624
BAB_RS23430,BME_RS02290,99.368,949,5,1,1,948,1,949,0.0,1884
BAB_RS23435,BME_RS02285,99.419,688,4,0,1,688,1,688,0.0,1377
BAB_RS23440,BME_RS02280,99.405,168,1,0,1,168,1,168,4.13e-122,338
BAB_RS23445,BME_RS02275,99.388,327,2,0,1,327,1,327,0.0,677
BAB_RS23450,BME_RS02270,100.000,227,0,0,1,227,1,227,5.98e-168,458
BAB_RS23455,BME_RS02265,100.000,151,0,0,1,151,1,151,1.58e-112,312
BAB_RS23460,BME_RS02260,100.000,300,0,0,1,300,1,300,0.0,615
BAB_RS23465,BME_RS02255,99.478,575,3,0,1,575,1,575,0.0,1185
BAB_RS23470,BME_RS02250,100.000,302,0,0,1,302,1,302,0.0,602
BAB_RS23475,BME_RS02245,99.726,731,2,0,1,731,1,731,0.0,1503
BAB_RS23480,BME_RS02240,100.000,62,0,0,1,62,1,62,8.77e-43,129
BAB_RS23485,BME_RS02235,100.000,153,0,0,1,153,1,153,7.24e-113,313
BAB_RS23490,BME_RS02230,100.000,74,0,0,44,117,1,74,2.64e-50,150
