Melitensis16M|Q.,C_crescentus|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS13605,CC_0107,33.735,415,241,12,13,403,1,405,9.30e-48,165
BME_RS13615,CC_3759,52.340,235,111,1,4,238,3,236,1.90e-78,236
BME_RS13620,CC_3759,51.667,60,29,0,1,60,262,321,4.76e-16,66.6
BME_RS13625,CC_0860,36.196,489,289,10,10,488,3,478,4.53e-81,259
BME_RS13645,CC_0056,30.402,398,219,11,5,369,8,380,2.09e-46,163
BME_RS13650,CC_3262,49.669,151,76,0,1,151,1,151,7.77e-48,149
BME_RS13665,CC_2625,31.298,131,85,2,3,129,2,131,1.03e-12,58.9
BME_RS13675,CC_t25,70.000,30,9,0,1,30,1,30,1.29e-08,40.8
BME_RS13690,CC_3595,43.519,108,59,1,5,110,3,110,3.54e-27,94.4
BME_RS13730,CC_3595,48.760,121,61,1,1,120,1,121,3.35e-38,122
BME_RS13760,CC_2382,59.633,436,174,2,1,435,1,435,0.0,521
BME_RS13770,CC_2383,50.476,315,155,1,4,318,2,315,1.59e-108,316
BME_RS13775,CC_1146,62.353,170,64,0,19,188,144,313,1.46e-75,227
BME_RS13780,CC_2435,50.000,42,21,0,74,115,156,197,9.53e-09,47.8
BME_RS13805,CC_2669,36.162,271,160,7,6,276,1,258,9.81e-37,135
BME_RS13810,CC_0009,42.246,187,103,2,26,211,35,217,1.16e-44,145
BME_RS13815,CC_2412,28.382,377,223,9,67,432,63,403,2.42e-18,83.2
BME_RS13825,CC_3704,65.434,541,167,7,281,816,287,812,0.0,685
BME_RS13830,CC_1769,55.251,219,98,0,32,250,1,219,3.90e-80,238
BME_RS13835,CC_0342,38.938,452,268,6,15,460,25,474,1.19e-96,296
BME_RS13840,CC_0340,33.216,283,180,4,154,430,122,401,7.40e-43,152
BME_RS13845,CC_1727,38.507,335,185,4,1,330,125,443,1.32e-70,223
BME_RS13850,CC_1726,31.385,325,210,7,75,396,26,340,4.63e-33,124
BME_RS13860,CC_3134,48.333,240,122,1,4,243,15,252,1.46e-77,239
BME_RS13865,CC_1225,26.190,168,109,5,69,227,102,263,8.04e-08,50.1
BME_RS13895,CC_0536,48.536,239,120,1,15,253,63,298,2.11e-68,210
BME_RS13910,CC_0762,62.428,519,184,3,1,513,1,514,0.0,653
BME_RS13915,CC_0305,39.024,246,131,6,312,542,329,570,3.13e-37,142
BME_RS13920,CC_0761,38.926,447,250,11,124,562,115,546,2.32e-57,198
BME_RS13945,CC_1937,25.484,310,193,10,131,431,121,401,3.75e-12,65.1
BME_RS13955,CC_1939,34.706,340,203,7,74,397,77,413,3.10e-43,165
BME_RS13970,CC_0015,33.333,138,85,4,1,136,20,152,2.60e-08,48.1
BME_RS13980,CC_3521,55.806,310,132,1,35,339,12,321,6.84e-128,367
BME_RS13985,CC_1576,36.461,373,206,8,13,378,91,439,2.34e-50,172
BME_RS13990,CC_1575,31.395,172,96,5,5,157,4,172,1.59e-15,69.3
BME_RS13995,CC_1577,38.806,402,233,6,21,417,7,400,2.09e-87,268
BME_RS14000,CC_1369,33.537,328,203,4,6,326,3,322,7.55e-46,155
BME_RS14040,CC_0915,35.577,104,67,0,17,120,18,121,1.97e-10,52.8
BME_RS14065,CC_1182,50.431,232,113,2,5,235,20,250,7.69e-65,199
BME_RS14070,CC_1181,39.689,257,154,1,211,467,219,474,1.94e-57,194
BME_RS14075,CC_3714,39.286,336,196,4,8,342,42,370,9.32e-53,176
BME_RS14100,CC_3134,39.070,215,124,3,3,213,15,226,1.15e-45,154
BME_RS14105,CC_2635,31.646,237,150,7,44,272,19,251,1.67e-22,90.5
BME_RS14120,CC_0838,40.529,227,131,3,1,224,5,230,1.92e-47,157
BME_RS14125,CC_2092,30.603,232,117,4,27,254,60,251,5.37e-08,50.4
BME_RS14130,CC_2080,41.818,55,32,0,11,65,14,68,4.84e-08,48.9
BME_RS14140,CC_0986,26.939,245,154,8,8,231,1,241,5.32e-12,60.5
BME_RS14155,CC_2864,45.263,95,52,0,10,104,14,108,6.64e-26,90.5
BME_RS14160,CC_1436,50.814,307,147,3,1,306,1,304,2.69e-81,246
BME_RS14165,CC_0272,41.558,154,87,1,14,164,18,171,1.96e-40,131
BME_RS14170,CC_3215,36.828,372,216,6,14,381,6,362,3.77e-64,211
BME_RS14180,CC_0637,30.493,223,152,2,104,325,115,335,1.07e-20,88.2
BME_RS14185,CC_3581,31.826,553,327,13,34,545,73,616,1.42e-62,214
BME_RS14190,CC_0124,48.092,262,127,3,1,255,1,260,1.40e-72,219
BME_RS14195,CC_0894,62.025,395,150,0,1,395,1,395,1.01e-174,490
BME_RS14200,CC_1350,41.570,344,198,3,3,345,5,346,4.03e-87,265
BME_RS14205,CC_2183,52.137,117,55,1,11,127,27,142,1.58e-34,115
BME_RS14210,CC_3045,33.457,269,174,3,1,267,1,266,6.32e-41,140
BME_RS14220,CC_1223,56.000,50,22,0,5,54,6,55,3.62e-15,63.9
BME_RS14225,CC_1223,54.374,423,192,1,11,432,71,493,9.83e-156,447
BME_RS14260,CC_0092,27.076,277,163,9,3,253,4,267,4.96e-11,59.7
BME_RS14270,CC_3139,28.935,432,275,11,4,411,36,459,3.71e-26,107
BME_RS14275,CC_3173,31.076,251,146,11,107,348,104,336,8.86e-21,89.7
BME_RS14325,CC_3173,28.866,194,131,4,155,346,149,337,6.51e-11,59.7
BME_RS14340,CC_1010,53.392,339,136,4,4,342,3,319,1.52e-121,350
BME_RS14350,CC_0169,31.132,106,72,1,38,142,37,142,1.84e-11,59.7
BME_RS14355,CC_0164,24.853,680,425,17,51,686,59,696,2.09e-36,143
BME_RS14360,CC_0758,23.618,199,137,4,35,233,5,188,3.22e-08,49.3
BME_RS14365,CC_0752,27.711,166,114,2,50,215,38,197,4.68e-14,66.2
BME_RS14385,CC_2813,30.415,217,131,7,21,228,7,212,8.52e-17,74.3
BME_RS14405,CC_1195,33.871,248,161,2,2,249,4,248,3.40e-44,149
BME_RS14410,CC_2669,37.826,230,126,7,25,254,18,230,6.58e-30,113
BME_RS14415,CC_2669,36.800,250,149,5,26,270,19,264,2.22e-39,138
BME_RS14420,CC_1225,28.116,345,217,10,2,327,34,366,8.56e-28,108
BME_RS14430,CC_3029,37.995,379,216,5,3,375,1,366,2.77e-79,244
BME_RS14440,CC_3140,42.247,445,255,2,26,468,28,472,1.56e-124,369
BME_RS14445,CC_0945,43.889,540,285,5,12,534,8,546,1.40e-145,427
BME_RS14450,CC_0003,35.573,253,158,4,2,251,5,255,1.99e-19,82.8
BME_RS14455,CC_1675,36.181,199,117,5,70,264,53,245,1.32e-33,119
BME_RS14460,CC_3600,31.624,234,156,2,2,233,11,242,3.34e-36,125
BME_RS14465,CC_3600,35.223,247,151,3,663,906,9,249,4.31e-39,142
BME_RS14480,CC_3293,46.465,297,151,4,32,327,29,318,7.47e-78,238
BME_RS14485,CC_3142,29.114,158,111,1,56,212,2,159,1.03e-09,52.8
BME_RS14490,CC_2494,28.713,303,197,6,76,363,101,399,3.04e-32,122
BME_RS14530,CC_1620,63.758,447,162,0,10,456,10,456,0.0,594
BME_RS14545,CC_1619,46.914,81,43,0,1,81,1,81,2.46e-13,68.2
BME_RS14570,CC_3697,38.305,295,178,2,3,293,5,299,1.12e-60,192
BME_RS14580,CC_1617,67.152,481,155,1,14,494,7,484,0.0,655
BME_RS14590,CC_2187,40.909,330,160,11,42,348,10,327,1.15e-51,172
BME_RS14595,CC_0117,28.755,466,269,18,8,452,7,430,1.04e-20,91.3
BME_RS14600,CC_3618,36.616,396,232,8,5,393,6,389,2.10e-65,214
BME_RS14615,CC_3396,36.194,268,166,3,262,525,288,554,1.01e-46,168
BME_RS14630,CC_0276,44.545,110,60,1,25,134,24,132,6.54e-23,93.6
BME_RS14635,CC_3126,23.460,422,279,13,45,453,33,423,8.04e-09,54.3
BME_RS14655,CC_0808,33.521,355,227,6,39,385,17,370,6.72e-41,146
BME_RS14660,CC_0807,45.869,351,189,1,1,351,1,350,4.87e-88,303
BME_RS14680,CC_3135,31.200,250,164,2,12,254,57,305,1.64e-30,112
BME_RS14685,CC_3136,34.498,229,135,2,173,386,76,304,5.19e-39,139
BME_RS14690,CC_3134,49.823,283,141,1,8,289,17,299,5.75e-96,287
BME_RS14695,CC_3137,26.104,249,166,7,71,309,88,328,1.28e-10,58.9
BME_RS14705,CC_t27,92.000,25,2,0,1,25,1,25,6.46e-12,48.9
BME_RS14720,CC_3753,26.838,272,147,12,3,245,7,255,9.32e-11,57.8
BME_RS14730,CC_0260,21.070,299,207,12,31,314,29,313,2.71e-09,54.3
BME_RS14735,CC_3492,26.030,607,355,22,139,719,43,581,7.98e-37,143
BME_RS14760,CC_1630,29.187,209,137,3,66,273,79,277,6.35e-22,92.4
BME_RS14770,CC_3134,41.964,112,63,1,4,113,15,126,3.01e-27,107
BME_RS14775,CC_3135,29.947,187,118,4,47,221,84,269,3.06e-12,62.4
BME_RS14790,CC_1489,27.434,339,233,6,3,337,27,356,1.02e-35,129
BME_RS14795,CC_1410,37.333,225,141,0,5,229,7,231,1.92e-53,170
BME_RS14800,CC_0614,30.591,389,234,5,23,404,89,448,2.49e-41,155
BME_RS14835,CC_3290,57.724,123,46,1,68,190,32,148,1.71e-47,150
BME_RS14840,CC_0313,54.274,503,220,4,11,503,3,505,0.0,556
BME_RS14860,CC_0611,39.056,233,132,5,18,244,6,234,2.39e-50,164
BME_RS14865,CC_2635,26.667,195,137,3,66,254,56,250,9.46e-13,63.2
BME_RS14890,CC_3062,30.579,242,145,9,13,239,72,305,2.12e-19,83.2
BME_RS14910,CC_1276,40.758,211,114,4,31,236,3,207,1.18e-42,146
BME_RS14935,CC_1008,27.895,190,121,6,378,555,325,510,1.68e-12,67.0
BME_RS14950,CC_1223,37.815,119,67,3,373,487,340,455,1.23e-09,57.4
BME_RS14955,CC_3384,31.527,203,130,3,5,198,7,209,1.82e-24,95.1
BME_RS14960,CC_0861,39.610,154,92,1,250,403,179,331,1.03e-17,80.5
BME_RS14965,CC_0860,39.171,217,125,4,15,227,3,216,8.06e-37,133
BME_RS14970,CC_0859,27.778,288,183,9,42,319,44,316,6.96e-12,62.4
BME_RS14975,CC_1137,29.379,177,111,6,12,179,17,188,3.01e-08,51.2
BME_RS14980,CC_1412,26.168,214,157,1,10,223,62,274,6.83e-11,57.8
BME_RS14985,CC_1173,33.929,112,53,4,126,228,161,260,1.89e-10,57.8
BME_RS15010,CC_1859,40.698,86,51,0,5,90,17,102,1.69e-19,74.3
BME_RS15055,CC_1771,26.455,189,117,7,16,188,21,203,1.80e-12,60.5
BME_RS15080,CC_1195,31.944,216,136,8,6,217,6,214,1.23e-15,72.8
BME_RS15085,CC_0884,31.915,188,124,2,20,205,23,208,1.85e-15,69.7
BME_RS15100,CC_2670,40.299,134,80,0,64,197,17,150,5.21e-29,115
BME_RS15105,CC_3062,42.754,276,152,3,11,281,31,305,2.40e-61,196
BME_RS15110,CC_3063,30.657,411,226,13,376,733,100,504,4.11e-27,112
BME_RS15125,CC_2766,45.370,216,118,0,1,216,1,216,5.06e-50,159
BME_RS15130,CC_0723,28.511,235,142,7,225,439,222,450,2.11e-13,68.9
BME_RS15140,CC_3082,43.220,118,63,2,1,118,1,114,4.64e-24,87.4
BME_RS15145,CC_3083,52.913,412,184,2,3,404,9,420,3.88e-142,409
BME_RS15150,CC_3562,34.483,406,254,4,2,406,38,432,1.17e-82,257
BME_RS15155,CC_0715,33.808,281,185,1,5,285,4,283,2.54e-51,173
BME_RS15160,CC_0006,44.867,263,140,2,1,260,1,261,7.22e-64,197
BME_RS15170,CC_0427,63.421,380,134,2,1,376,1,379,2.79e-175,490
BME_RS15175,CC_2486,25.352,284,190,6,42,308,58,336,3.12e-15,74.3
BME_RS15180,CC_0695,53.446,653,258,10,1,623,1,637,0.0,625
BME_RS15190,CC_0301,35.503,338,195,8,7,331,6,333,2.32e-49,165
BME_RS15195,CC_0302,38.798,366,210,7,10,370,7,363,6.78e-74,235
BME_RS15200,CC_0304,30.392,204,133,3,33,228,5,207,3.12e-20,83.6
BME_RS15205,CC_0307,61.972,71,27,0,7,77,3,73,1.46e-31,102
BME_RS15210,CC_0308,39.216,255,149,4,12,263,2,253,1.43e-42,143
BME_RS15215,CC_0309,44.104,424,229,4,30,447,22,443,4.49e-102,308
BME_RS15220,CC_0204,39.599,548,311,6,7,535,3,549,3.84e-119,364
BME_RS15225,CC_2171,26.562,192,122,6,13,201,320,495,6.59e-12,62.4
BME_RS15230,CC_3584,28.960,404,282,3,55,454,517,919,7.51e-46,167
BME_RS15235,CC_3584,32.258,434,280,6,60,490,50,472,3.44e-53,190
BME_RS15240,CC_0227,45.161,186,99,2,1,183,1,186,3.06e-50,157
BME_RS15245,CC_0230,54.054,259,114,1,74,327,35,293,6.84e-93,288
BME_RS15250,CC_0231,53.077,130,59,1,30,157,28,157,2.76e-38,125
BME_RS15265,CC_0701,54.601,978,404,15,4,963,6,961,0.0,1032
BME_RS15270,CC_0703,40.656,305,174,2,13,314,10,310,5.66e-72,223
BME_RS15275,CC_0705,49.421,259,127,4,1,257,33,289,3.17e-76,232
BME_RS15280,CC_0686,77.660,94,21,0,4,97,1,94,3.25e-49,148
BME_RS15285,CC_0685,77.290,524,118,1,1,523,1,524,0.0,793
BME_RS15295,CC_2109,70.563,462,136,0,1,462,1,462,0.0,662
BME_RS15310,CC_1103,35.388,438,250,5,7,412,2,438,2.70e-69,223
BME_RS15315,CC_3511,51.691,207,99,1,3,209,5,210,9.00e-53,170
BME_RS15320,CC_3512,37.234,376,220,6,7,374,19,386,5.16e-43,151
BME_RS15325,CC_3513,55.992,484,206,4,9,490,15,493,1.51e-178,508
BME_RS15330,CC_2013,27.835,194,125,4,1,186,8,194,2.23e-11,57.8
BME_RS15335,CC_0382,46.784,171,88,1,28,198,16,183,2.25e-48,154
BME_RS15345,CC_3428,45.489,266,141,4,3,267,5,267,3.07e-72,220
BME_RS15355,CC_3389,37.500,80,50,0,38,117,127,206,1.41e-09,55.8
BME_RS15365,CC_3389,28.733,442,277,15,53,471,34,460,7.72e-36,135
BME_RS15370,CC_2517,39.236,288,169,3,2,287,1,284,4.12e-59,188
BME_RS15375,CC_2813,31.441,229,136,7,13,236,10,222,1.13e-22,90.9
BME_RS15390,CC_1210,45.361,97,53,0,25,121,49,145,1.89e-29,101
BME_RS15415,CC_3659,30.153,262,160,6,8,247,11,271,3.24e-17,76.6
BME_RS15420,CC_1109,35.821,268,157,6,11,275,7,262,4.82e-40,137
BME_RS15425,CC_3562,32.500,400,254,10,16,405,39,432,3.62e-54,182
BME_RS15430,CC_3045,22.348,264,200,2,3,263,1,262,1.08e-08,52.0
BME_RS15445,CC_0951,49.793,241,113,4,7,245,26,260,3.01e-74,224
BME_RS15455,CC_2066,43.612,227,122,3,21,242,19,244,4.00e-55,174
BME_RS15465,CC_2582,49.570,349,168,5,11,356,26,369,7.15e-106,312
BME_RS15475,CC_2064,54.440,259,118,0,1,259,1,259,1.25e-86,256
BME_RS15480,CC_0955,36.986,73,46,0,39,111,31,103,3.12e-11,52.8
BME_RS15485,CC_0954,52.273,132,59,2,8,138,10,138,8.06e-44,137
BME_RS15495,CC_1574,29.577,284,185,6,10,287,5,279,6.46e-26,100
BME_RS15525,CC_2354,39.474,418,246,4,12,426,6,419,8.50e-100,301
BME_RS15535,CC_0713,31.667,240,152,6,82,315,190,423,3.24e-21,90.9
BME_RS15540,CC_0468,25.391,256,179,3,5,249,15,269,5.09e-08,52.0
BME_RS15550,CC_2889,37.179,312,185,8,4,313,22,324,4.60e-65,205
BME_RS15570,CC_3040,44.909,383,202,5,5,379,62,443,2.97e-101,304
BME_RS15575,CC_2063,33.333,177,107,2,3,168,2,178,1.44e-21,87.0
BME_RS15585,CC_0750,33.217,286,188,2,4,287,4,288,8.22e-56,179
BME_RS15600,CC_0908,41.250,80,44,1,34,113,28,104,6.12e-19,72.8
BME_RS15615,CC_1077,39.216,357,209,5,1,353,1,353,9.04e-60,194
BME_RS15630,CC_0772,46.296,54,29,0,52,105,79,132,1.15e-10,57.0
BME_RS15635,CC_3714,34.195,348,227,2,51,397,26,372,8.34e-49,167
BME_RS15640,CC_3715,46.979,513,258,7,9,514,16,521,1.13e-148,434
BME_RS15655,CC_3136,31.008,129,78,3,144,266,180,303,4.46e-09,53.1
BME_RS15660,CC_3134,49.324,296,142,4,3,293,14,306,2.13e-95,286
BME_RS15665,CC_1574,25.137,183,120,5,8,188,5,172,3.83e-09,54.3
BME_RS15670,CC_1225,26.459,257,167,10,14,256,42,290,5.87e-11,59.7
BME_RS15675,CC_1225,29.752,121,79,2,1,115,34,154,2.57e-11,60.8
BME_RS15680,CC_2429,28.866,291,167,13,91,364,85,352,2.68e-11,61.6
BME_RS15685,CC_2277,27.149,221,147,7,24,238,4,216,1.93e-09,54.7
BME_RS15695,CC_0095,34.848,132,77,2,109,234,143,271,1.27e-19,83.2
BME_RS15705,CC_0164,26.241,423,306,3,120,538,21,441,4.31e-41,155
BME_RS15710,CC_0360,33.422,374,223,12,7,369,8,366,7.29e-44,154
BME_RS15715,CC_2613,31.649,376,233,8,24,382,67,435,2.19e-29,115
BME_RS15720,CC_2517,40.780,282,162,2,10,291,10,286,2.26e-64,201
BME_RS15775,CC_0959,57.706,279,117,1,3,281,4,281,1.63e-95,296
BME_RS15790,CC_0945,58.696,92,38,0,1,92,454,545,1.59e-31,113
BME_RS15875,CC_3397,42.857,63,36,0,17,79,110,172,4.68e-11,53.9
BME_RS15920,CC_3321,73.171,41,11,0,1,41,1,41,2.94e-19,68.6
BME_RS16115,CC_2669,34.450,209,127,6,11,211,10,216,4.05e-28,106
BME_RS16145,CC_2185,51.412,177,86,0,1,177,9,185,1.84e-56,174
BME_RS16315,CC_2897,49.091,55,27,1,1,55,37,90,1.87e-09,50.1
BME_RS16360,CC_2897,49.091,55,27,1,1,55,37,90,2.11e-09,49.7
BME_RS16485,CC_3595,41.818,55,30,1,5,57,3,57,1.47e-08,48.9
BME_RS16495,CC_3595,35.965,114,65,3,3,111,2,112,6.21e-17,71.6
BME_RS16500,CC_2897,43.548,62,35,0,16,77,103,164,5.02e-14,60.1
BME_RS16505,CC_2897,32.283,127,67,4,1,127,37,144,4.13e-10,51.6
BME_RS16520,CC_2897,47.561,82,43,0,32,113,81,162,8.63e-21,79.0
BME_RS16530,CC_3595,40.952,105,60,1,7,109,6,110,8.85e-24,90.5
BME_RS16635,CC_1150,27.751,209,122,5,1,199,2,191,9.33e-14,64.3
BME_RS16765,CC_1188,50.000,116,56,2,83,198,9,122,9.22e-32,115
BME_RS16770,CC_1188,53.416,161,71,1,1,161,143,299,4.08e-51,162
BME_RS16775,CC_3549,67.830,401,112,3,16,413,13,399,0.0,539
BME_RS16800,CC_2368,39.506,162,92,3,36,192,6,166,4.48e-35,119
BME_RS16850,CC_3581,29.032,217,144,6,90,300,69,281,1.14e-18,83.6
BME_RS16855,CC_3581,24.299,321,235,6,10,324,320,638,4.34e-21,90.9
BME_RS16860,CC_2169,35.570,149,96,0,7,155,5,153,3.58e-25,97.4
BME_RS16970,CC_3134,34.831,89,51,1,4,85,14,102,1.30e-15,67.4
BME_RS16980,CC_0419,36.458,480,282,14,1,467,1,470,2.47e-79,251
BME_RS16990,CC_0905,36.111,216,137,1,14,228,1,216,1.11e-39,140
BME_RS16995,CC_0905,26.506,332,206,13,4,313,238,553,1.07e-19,86.7
BME_RS17055,CC_0860,38.933,506,296,6,375,869,4,507,6.65e-100,318
BME_RS17100,CC_0960,67.929,396,126,1,8,403,6,400,1.41e-178,500
BME_RS17155,CC_3595,37.273,110,69,0,1,110,1,110,3.78e-24,90.9
BME_RS17190,CC_2352,46.296,54,29,0,1,54,8,61,6.76e-09,46.2
BME_RS17265,CC_2405,52.800,125,55,2,1,123,1,123,4.55e-33,117
BME_RS17285,CC_2897,42.647,136,77,1,1,136,30,164,6.35e-31,105
BME_RS17290,CC_2897,32.283,127,67,4,1,127,37,144,5.46e-10,51.2
BME_RS17370,CC_1117,34.951,103,66,1,5,106,35,137,5.83e-11,58.9
BME_RS17485,CC_0906,27.329,161,114,2,22,182,10,167,2.17e-14,69.7
