C_crescentus|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
CC_3197,BAB_RS17395,29.806,1030,680,15,18,1024,12,1021,1.07e-124,403
CC_3198,BAB_RS23935,30.682,176,114,5,109,278,235,408,8.21e-12,62.4
CC_3199,BAB_RS22000,80.808,396,71,1,1,396,1,391,0.0,635
CC_3200,BAB_RS21935,71.879,697,188,4,1,692,1,694,0.0,1013
CC_3201,BAB_RS21940,75.159,157,38,1,1,157,1,156,9.06e-88,250
CC_3202,BAB_RS21945,84.553,123,19,0,1,123,1,123,4.02e-73,210
CC_3205,BAB_RS21985,67.630,173,55,1,12,184,4,175,6.12e-86,247
CC_3206,BAB_RS21990,45.902,61,33,0,19,79,4,64,6.35e-12,52.4
CC_3208,BAB_RS17655,54.297,256,110,2,9,264,8,256,3.10e-99,287
CC_3209,BAB_RS21505,45.387,401,212,4,12,405,4,404,6.46e-92,279
CC_3210,BAB_RS18465,43.700,373,178,6,257,610,261,620,2.67e-81,265
CC_3211,BAB_RS16240,54.753,1094,459,11,6,1083,4,1077,0.0,1139
CC_3212,BAB_RS16245,40.795,478,246,11,1,457,21,482,4.78e-93,286
CC_3213,BAB_RS16250,31.481,162,83,6,68,212,99,249,4.63e-11,58.2
CC_3214,BAB_RS24450,45.259,464,223,12,3,444,8,462,3.24e-103,347
CC_3215,BAB_RS24040,59.393,527,211,2,3,526,2,528,0.0,611
CC_3216,BAB_RS24045,71.762,386,104,1,3,388,2,382,0.0,558
CC_3219,BAB_RS18995,36.101,277,157,9,233,497,497,765,3.04e-36,142
CC_3221,BAB_RS22580,37.662,77,46,2,5,80,13,88,9.46e-08,48.9
CC_3223,BAB_RS16945,49.237,262,126,5,9,265,23,282,9.85e-62,193
CC_3224,BAB_RS20950,40.076,262,144,3,9,267,21,272,2.88e-52,169
CC_3225,BAB_RS20995,40.302,397,220,8,343,728,463,853,6.10e-76,258
CC_3226,BAB_RS24065,71.074,605,168,5,2,601,4,606,0.0,866
CC_3227,BAB_RS24070,35.185,324,176,7,27,318,25,346,1.53e-28,112
CC_3228,BAB_RS24075,34.921,126,82,0,158,283,363,488,6.29e-20,85.9
CC_3229,BAB_RS24085,56.557,122,53,0,67,188,47,168,1.90e-46,147
CC_3230,BAB_RS24090,56.092,435,187,4,2,432,9,443,3.01e-178,502
CC_3232,BAB_RS24100,57.500,120,51,0,27,146,25,144,8.64e-46,144
CC_3233,BAB_RS24105,51.965,229,107,1,4,232,7,232,8.43e-75,223
CC_3234,BAB_RS24110,42.963,135,72,2,3,133,7,140,7.60e-30,102
CC_3236,BAB_RS24115,68.882,331,103,0,15,345,14,344,3.10e-162,454
CC_3237,BAB_RS24120,49.029,206,103,2,1,205,1,205,4.48e-42,137
CC_3238,BAB_RS24125,50.000,162,78,1,10,168,6,167,1.39e-43,139
CC_3242,BAB_RS20045,26.786,224,134,9,21,236,8,209,5.59e-10,55.5
CC_3243,BAB_RS24180,59.600,250,97,1,1,250,1,246,1.51e-107,307
CC_3244,BAB_RS24205,56.985,272,114,2,5,275,1,270,2.86e-107,309
CC_3245,BAB_RS24210,36.552,145,87,3,62,204,49,190,5.19e-21,83.6
CC_3247,BAB_RS24215,32.456,114,70,1,1,107,1,114,7.53e-17,67.4
CC_3248,BAB_RS24230,72.836,335,91,0,1,335,1,335,0.0,507
CC_3249,BAB_RS24235,61.266,395,153,0,1,395,1,395,8.30e-169,474
CC_3250,BAB_RS28105,75.071,353,88,0,1,353,1,353,0.0,564
CC_3252,BAB_RS26470,40.845,213,122,3,3,214,2,211,4.36e-33,115
CC_3253,BAB_RS26465,45.714,175,79,5,8,174,1,167,1.59e-38,127
CC_3262,BAB_RS29555,49.007,151,77,0,1,151,1,151,1.17e-46,146
CC_3264,BAB_RS24140,32.195,205,135,4,5,208,13,214,2.34e-18,77.0
CC_3269,BAB_RS24155,50.394,254,123,3,1,254,10,260,3.94e-90,264
CC_3274,BAB_RS24170,52.166,577,276,0,34,610,94,670,0.0,555
CC_3275,BAB_RS24175,61.972,71,27,0,1,71,1,71,1.94e-31,101
CC_3276,BAB_RS23055,57.937,126,53,0,5,130,4,129,2.21e-54,166
CC_3277,BAB_RS16475,43.415,615,337,5,67,679,48,653,1.87e-156,469
CC_3280,BAB_RS30685,36.735,294,171,4,10,297,31,315,1.53e-42,146
CC_3283,BAB_RS24305,51.811,359,170,2,1,357,1,358,4.15e-116,338
CC_3284,BAB_RS24300,73.684,152,40,0,8,159,5,156,3.75e-64,191
CC_3285,BAB_RS29325,35.252,139,88,1,86,222,294,432,5.39e-21,87.4
CC_3286,BAB_RS29960,31.304,115,77,1,4,116,7,121,1.07e-08,48.1
CC_3290,BAB_RS30610,57.724,123,46,1,32,148,68,190,1.12e-47,150
CC_3291,BAB_RS24290,42.857,56,32,0,14,69,1,56,3.18e-09,44.7
CC_3292,BAB_RS24265,48.472,229,99,5,1,224,15,229,2.27e-70,211
CC_3293,BAB_RS24270,50.613,326,154,3,1,320,9,333,2.02e-99,293
CC_3294,BAB_RS24275,48.889,45,23,0,20,64,18,62,8.71e-08,41.2
CC_3295,BAB_RS24130,48.026,152,73,3,23,168,15,166,1.25e-37,124
CC_3297,BAB_RS27655,86.765,68,9,0,12,79,1,68,4.09e-28,93.6
CC_3299,BAB_RS30685,34.855,241,148,3,5,242,26,260,2.20e-41,143
CC_3301,BAB_RS19280,38.346,133,82,0,9,141,391,523,1.39e-27,106
CC_3303,BAB_RS27625,73.941,472,115,5,1,472,1,464,0.0,643
CC_3304,BAB_RS27620,70.093,107,19,3,4,110,46,139,1.62e-44,138
CC_3305,BAB_RS27615,64.770,369,126,4,6,373,7,372,6.11e-159,450
CC_3313,BAB_RS26745,45.854,591,309,6,11,595,33,618,2.24e-177,513
CC_3315,BAB_RS21380,39.024,492,274,9,2,482,7,483,1.99e-101,310
CC_3319,BAB_RS24335,53.012,83,35,1,9,87,2,84,1.02e-17,67.8
CC_3320,BAB_RS18385,31.282,195,133,1,1,195,1,194,1.61e-27,100
CC_3321,BAB_RS24310,73.171,41,11,0,1,41,1,41,2.33e-19,68.6
CC_3322,BAB_RS26690,43.351,376,200,8,59,426,40,410,3.47e-91,279
CC_3325,BAB_RS26150,34.529,223,141,4,2,222,6,225,2.24e-35,122
CC_3327,BAB_RS17500,29.368,269,176,4,496,753,161,426,1.16e-22,98.2
CC_3332,BAB_RS28215,50.000,86,42,1,1,85,45,130,1.16e-22,81.6
CC_3333,BAB_RS28220,48.760,121,61,1,1,121,1,120,1.49e-38,123
CC_3338,BAB_RS17460,24.169,451,277,17,52,465,51,473,9.38e-16,77.0
CC_3352,BAB_RS28805,42.512,414,211,9,75,481,461,854,3.31e-81,268
CC_3353,BAB_RS28805,36.896,393,228,7,2,390,10,386,2.14e-63,217
CC_3354,BAB_RS28800,56.303,119,52,0,1,119,4,122,1.00e-43,136
CC_3355,BAB_RS28795,44.628,363,194,2,11,371,7,364,2.82e-94,283
CC_3359,BAB_RS20205,24.831,592,366,24,37,600,44,584,2.31e-23,100
CC_3361,BAB_RS18305,60.191,314,122,1,5,315,2,315,6.87e-130,371
CC_3363,BAB_RS18695,40.179,112,66,1,15,126,10,120,1.23e-25,90.9
CC_3364,BAB_RS18310,54.341,311,141,1,1,311,1,310,7.23e-118,339
CC_3365,BAB_RS18315,63.768,138,50,0,4,141,3,140,1.92e-61,183
CC_3367,BAB_RS22325,30.317,221,152,2,100,319,105,324,2.53e-25,100
CC_3371,BAB_RS21210,29.496,139,93,3,21,157,16,151,1.59e-09,51.6
CC_3373,BAB_RS30685,27.974,311,209,8,4,310,20,319,2.83e-37,132
CC_3375,BAB_RS26715,60.071,283,113,0,6,288,22,304,1.39e-126,361
CC_3379,BAB_RS28295,31.122,196,124,4,124,318,135,320,1.34e-13,67.0
CC_3380,BAB_RS27585,32.941,255,158,6,6,259,7,249,6.05e-37,127
CC_3382,BAB_RS19245,38.462,117,65,2,4,116,8,121,1.54e-15,65.9
CC_3384,BAB_RS24440,56.641,256,111,0,10,265,8,263,1.05e-101,294
CC_3389,BAB_RS17990,47.391,460,238,2,1,456,7,466,2.59e-140,407
CC_3390,BAB_RS17985,50.645,310,141,6,23,321,12,320,1.63e-84,254
CC_3393,BAB_RS18015,51.684,594,258,9,21,595,2,585,2.46e-176,509
CC_3394,BAB_RS18320,58.333,144,60,0,1,144,1,144,6.72e-58,175
CC_3395,BAB_RS18330,45.128,195,89,5,12,195,13,200,4.56e-51,160
CC_3396,BAB_RS18335,39.631,434,244,8,127,549,538,964,7.22e-84,277
CC_3397,BAB_RS18340,51.596,188,90,1,5,192,4,190,4.12e-68,203
CC_3398,BAB_RS18345,37.352,423,265,0,1,423,1,423,6.41e-90,276
CC_3399,BAB_RS18350,52.941,459,215,1,1,459,1,458,2.45e-166,474
CC_3400,BAB_RS18300,27.823,248,132,7,10,224,9,242,5.62e-17,73.9
CC_3401,BAB_RS18295,60.000,55,22,0,3,57,9,63,1.83e-18,72.0
CC_3402,BAB_RS18290,55.986,284,109,4,6,283,8,281,2.02e-94,277
CC_3403,BAB_RS18280,35.393,178,112,2,3,179,13,188,1.31e-31,110
CC_3405,BAB_RS18275,53.416,322,125,3,3,324,1,297,2.04e-106,310
CC_3406,BAB_RS18270,70.310,549,151,3,8,547,7,552,0.0,719
CC_3407,BAB_RS18265,50.566,265,117,5,9,267,9,265,4.72e-72,221
CC_3411,BAB_RS18255,59.829,468,188,0,23,490,3,470,0.0,583
CC_3414,BAB_RS28640,50.985,457,220,4,1,453,1,457,4.91e-164,467
CC_3415,BAB_RS28645,46.862,239,126,1,1,238,7,245,1.91e-63,195
CC_3416,BAB_RS17495,53.431,204,95,0,3,206,64,267,2.14e-74,226
CC_3420,BAB_RS18155,37.500,488,286,6,346,824,117,594,7.11e-89,291
CC_3421,BAB_RS18030,43.322,307,166,2,22,320,17,323,1.77e-70,219
CC_3423,BAB_RS24960,57.895,209,87,1,10,218,10,217,3.11e-81,238
CC_3424,BAB_RS18415,59.649,114,41,3,1,112,1,111,1.88e-42,132
CC_3428,BAB_RS27205,45.489,266,141,4,5,267,3,267,2.47e-72,220
CC_3430,BAB_RS24720,58.252,412,172,0,1,412,15,426,1.36e-168,476
CC_3431,BAB_RS24715,46.073,191,103,0,24,214,26,216,3.55e-53,167
CC_3432,BAB_RS24710,59.574,94,38,0,9,102,15,108,6.68e-39,123
CC_3433,BAB_RS24705,38.690,168,88,3,2,154,1,168,2.24e-32,110
CC_3434,BAB_RS24695,29.851,402,208,10,16,345,37,436,5.78e-36,132
CC_3435,BAB_RS24690,49.556,450,201,12,1,439,2,436,2.10e-134,392
CC_3440,BAB_RS24685,46.429,168,80,3,1,159,11,177,8.44e-44,140
CC_3443,BAB_RS19745,51.923,104,50,0,1,104,1,104,5.00e-29,97.8
CC_3445,BAB_RS24510,50.000,80,37,2,5,82,6,84,3.60e-19,72.8
CC_3447,BAB_RS24515,75.705,461,103,4,66,525,54,506,0.0,710
CC_3448,BAB_RS24520,57.192,292,124,1,1,291,1,292,6.43e-109,314
CC_3449,BAB_RS24525,77.800,509,112,1,1,509,1,508,0.0,814
CC_3450,BAB_RS24530,48.538,171,88,0,12,182,13,183,1.15e-47,150
CC_3454,BAB_RS30100,30.411,365,229,8,55,418,35,375,5.56e-39,141
CC_3455,BAB_RS24625,58.947,190,77,1,16,205,19,207,1.02e-80,236
CC_3456,BAB_RS24620,43.750,208,107,2,57,264,3,200,1.65e-44,149
CC_3457,BAB_RS24615,33.632,223,129,3,30,252,10,213,2.26e-33,117
CC_3461,BAB_RS22470,27.647,170,113,4,94,261,38,199,5.73e-09,55.8
CC_3462,BAB_RS24410,42.821,397,205,7,2,389,5,388,1.26e-87,268
CC_3464,BAB_RS16500,58.896,978,358,6,28,967,7,978,0.0,1108
CC_3465,BAB_RS21055,23.876,356,234,13,22,354,106,447,5.96e-14,70.9
CC_3467,BAB_RS16570,46.565,131,70,0,11,141,17,147,4.05e-39,127
CC_3469,BAB_RS16830,41.296,247,136,4,24,262,26,271,3.08e-45,150
CC_3470,BAB_RS23605,36.269,193,115,4,50,239,11,198,1.25e-26,99.8
CC_3471,BAB_RS26150,32.673,101,68,0,6,106,9,109,6.77e-14,62.0
CC_3474,BAB_RS23935,27.488,211,139,6,288,496,210,408,1.33e-12,66.2
CC_3475,BAB_RS23930,54.545,154,70,0,19,172,15,168,1.03e-53,167
CC_3477,BAB_RS23920,55.253,257,114,1,1,257,1,256,1.08e-91,268
CC_3481,BAB_RS16460,32.308,130,85,3,17,145,18,145,6.18e-09,51.2
CC_3483,BAB_RS28050,48.855,131,66,1,6,136,10,139,7.71e-44,137
CC_3484,BAB_RS25930,35.914,607,358,9,166,755,234,826,2.37e-108,347
CC_3485,BAB_RS28035,46.784,342,162,6,12,346,4,332,3.60e-97,288
CC_3486,BAB_RS29060,33.878,245,157,2,5,249,6,245,3.55e-41,139
CC_3487,BAB_RS16235,37.788,217,124,5,12,223,2,212,3.51e-37,126
CC_3492,BAB_RS30525,26.144,612,356,22,43,585,139,723,1.71e-42,160
CC_3494,BAB_RS24085,28.846,104,74,0,345,448,61,164,1.83e-09,53.1
CC_3495,BAB_RS31180,30.065,153,82,4,21,150,36,186,1.10e-10,57.4
CC_3496,BAB_RS27340,34.501,571,345,6,10,579,9,551,6.83e-86,276
CC_3498,BAB_RS27640,43.564,101,50,4,27,120,26,126,5.03e-09,48.9
CC_3502,BAB_RS16170,43.564,101,56,1,36,135,215,315,1.82e-20,82.4
CC_3503,BAB_RS22770,47.674,172,89,1,19,190,20,190,9.53e-54,166
CC_3510,BAB_RS28630,37.374,297,182,3,7,300,5,300,4.69e-56,181
CC_3511,BAB_RS27240,51.691,207,99,1,5,210,3,209,1.12e-63,198
CC_3512,BAB_RS27235,37.401,377,218,7,19,386,7,374,6.53e-55,182
CC_3513,BAB_RS27230,56.198,484,205,4,15,493,9,490,7.98e-175,498
CC_3514,BAB_RS28280,37.768,233,143,2,5,235,1,233,6.16e-50,160
CC_3515,BAB_RS28285,46.286,175,94,0,12,186,9,183,5.05e-55,169
CC_3521,BAB_RS29880,55.806,310,132,1,12,321,35,339,2.24e-128,368
CC_3524,BAB_RS20930,57.944,107,44,1,1,106,1,107,5.98e-44,135
CC_3525,BAB_RS28785,43.622,392,217,4,12,401,6,395,9.66e-101,302
CC_3526,BAB_RS25000,75.385,260,63,1,1,260,1,259,1.36e-148,412
CC_3527,BAB_RS25005,72.788,599,155,3,5,596,16,613,0.0,890
CC_3528,BAB_RS25010,33.065,124,83,0,10,133,6,129,4.43e-21,79.7
CC_3529,BAB_RS25015,35.772,123,79,0,10,132,9,131,3.16e-23,85.1
CC_3531,BAB_RS25130,44.920,374,190,4,4,367,28,395,3.65e-105,312
CC_3534,BAB_RS25935,52.206,136,60,2,6,138,12,145,2.60e-34,121
CC_3535,BAB_RS25935,34.444,360,207,10,6,353,153,495,4.97e-44,155
CC_3536,BAB_RS25940,42.259,239,133,2,3,240,2,236,1.50e-50,162
CC_3537,BAB_RS25945,36.190,1050,574,21,14,987,12,1041,2.00e-143,452
CC_3538,BAB_RS25950,38.345,1184,660,25,53,1202,13,1160,0.0,612
CC_3539,BAB_RS25955,52.941,102,48,0,1,102,1,102,1.19e-42,132
CC_3541,BAB_RS25960,50.930,430,198,7,10,428,7,434,3.62e-128,375
CC_3542,BAB_RS25965,57.554,278,116,2,23,298,2,279,4.28e-111,321
CC_3543,BAB_RS25970,54.839,248,108,3,5,251,4,248,2.11e-88,261
CC_3544,BAB_RS25980,71.182,406,117,0,5,410,1,406,0.0,617
CC_3545,BAB_RS25985,47.143,210,110,1,9,218,6,214,3.85e-56,175
CC_3546,BAB_RS24570,57.955,88,37,0,2,89,8,95,1.57e-36,115
CC_3549,BAB_RS20890,46.561,756,394,7,7,755,7,759,0.0,623
CC_3550,BAB_RS31105,50.752,266,114,4,7,256,14,278,5.33e-75,226
CC_3556,BAB_RS23460,31.651,218,131,9,28,233,56,267,1.95e-12,62.4
CC_3557,BAB_RS18750,44.000,200,103,6,1,193,1,198,8.79e-51,160
CC_3560,BAB_RS29430,36.715,207,125,2,254,454,257,463,5.77e-39,146
CC_3562,BAB_RS27405,35.897,351,213,4,38,377,2,351,2.24e-73,233
CC_3564,BAB_RS19805,46.512,129,67,1,14,142,20,146,6.08e-29,100
CC_3566,BAB_RS16970,32.099,243,155,7,1,236,1,240,1.57e-30,113
CC_3567,BAB_RS16210,53.219,233,98,3,1,226,1,229,4.49e-84,246
CC_3568,BAB_RS20030,30.049,203,117,9,10,199,6,196,7.17e-12,58.9
CC_3569,BAB_RS28510,50.785,191,94,0,2,192,12,202,2.21e-72,216
CC_3570,BAB_RS16475,31.855,496,294,15,87,557,145,621,4.94e-43,162
CC_3572,BAB_RS24650,32.143,168,97,6,134,287,33,197,3.89e-14,66.6
CC_3573,BAB_RS27870,45.270,148,71,2,8,150,4,146,1.70e-36,120
CC_3574,BAB_RS27615,29.134,381,232,8,5,357,7,377,4.61e-30,116
CC_3575,BAB_RS16105,31.933,119,69,5,3,117,8,118,4.61e-09,51.6
CC_3579,BAB_RS16860,56.688,314,124,4,6,309,9,320,9.95e-113,326
CC_3580,BAB_RS16865,74.894,235,58,1,1,235,1,234,2.92e-127,377
CC_3581,BAB_RS24575,67.597,645,202,3,6,644,4,647,0.0,887
CC_3584,BAB_RS27320,32.949,434,277,6,50,472,70,500,3.16e-59,208
CC_3585,BAB_RS17595,51.079,139,61,3,3,138,1,135,6.06e-43,135
CC_3586,BAB_RS16640,63.736,91,33,0,1,91,1,91,4.49e-40,124
CC_3587,BAB_RS16055,68.794,564,165,5,4,561,5,563,0.0,769
CC_3588,BAB_RS16050,54.762,210,95,0,3,212,9,218,6.27e-72,214
CC_3589,BAB_RS16045,56.552,435,181,5,13,443,17,447,6.83e-152,436
CC_3592,BAB_RS16685,52.817,142,57,4,23,160,1,136,5.93e-43,136
CC_3594,BAB_RS28215,50.000,86,42,1,1,85,45,130,1.16e-22,81.6
CC_3595,BAB_RS28220,48.760,121,61,1,1,121,1,120,1.49e-38,123
CC_3596,BAB_RS16675,42.949,156,85,2,27,180,1,154,8.34e-42,134
CC_3597,BAB_RS16670,45.641,195,97,3,1,195,1,186,2.11e-45,146
CC_3599,BAB_RS16665,51.282,507,221,7,1,494,1,494,3.12e-171,489
CC_3600,BAB_RS16660,59.184,245,100,0,2,246,32,276,1.84e-108,311
CC_3601,BAB_RS16655,31.429,175,108,4,20,183,40,213,1.69e-15,68.6
CC_3602,BAB_RS16650,23.404,188,133,2,34,214,40,223,1.79e-11,58.5
CC_3603,BAB_RS16490,54.000,200,92,0,6,205,6,205,1.94e-73,218
CC_3604,BAB_RS31060,52.215,316,142,5,4,314,14,325,3.75e-107,312
CC_3605,BAB_RS31065,63.740,262,95,0,3,264,5,266,6.56e-115,328
CC_3606,BAB_RS26615,38.193,487,267,11,8,473,7,480,1.81e-76,244
CC_3607,BAB_RS26610,44.852,1525,779,23,21,1489,47,1565,0.0,1231
CC_3611,BAB_RS23620,52.344,384,170,3,3,386,1,371,1.96e-135,389
CC_3612,BAB_RS22345,28.402,169,113,4,103,266,628,793,2.67e-16,76.3
CC_3614,BAB_RS24545,63.889,216,78,0,1,216,1,216,4.80e-100,286
CC_3617,BAB_RS18610,48.670,376,188,3,13,383,13,388,2.32e-123,358
CC_3618,BAB_RS18605,39.695,393,228,6,4,389,6,396,8.32e-80,251
CC_3619,BAB_RS20875,25.650,577,344,15,14,585,10,506,1.95e-30,122
CC_3620,BAB_RS24225,59.014,649,261,3,7,651,9,656,0.0,749
CC_3621,BAB_RS25430,57.895,57,24,0,40,96,17,73,8.62e-18,69.7
CC_3623,BAB_RS18995,38.009,221,124,6,207,421,534,747,4.39e-33,131
CC_3625,BAB_RS25310,67.834,314,98,2,16,328,13,324,5.63e-136,386
CC_3629,BAB_RS29660,28.144,334,182,15,1,308,1,302,3.97e-20,86.7
CC_3630,BAB_RS27930,54.122,279,126,2,1,278,4,281,1.25e-106,308
CC_3631,BAB_RS31010,30.714,140,86,5,73,202,69,207,1.10e-10,59.3
CC_3634,BAB_RS22055,32.847,137,81,4,61,193,1,130,3.92e-11,59.3
CC_3635,BAB_RS21050,29.126,412,265,13,1,395,2,403,3.20e-33,125
CC_3637,BAB_RS26695,55.670,291,128,1,1,291,4,293,1.30e-122,349
CC_3638,BAB_RS31075,58.696,368,145,3,15,376,28,394,1.22e-155,440
CC_3639,BAB_RS31070,45.022,231,116,4,6,228,3,230,3.06e-56,176
CC_3640,BAB_RS26385,27.273,308,187,10,21,307,4,295,1.27e-08,52.8
CC_3641,BAB_RS23470,27.113,284,206,1,15,297,8,291,5.39e-25,99.0
CC_3642,BAB_RS21525,29.581,382,236,10,4,358,46,421,1.64e-42,150
CC_3643,BAB_RS21525,32.143,196,111,4,201,374,222,417,2.04e-17,79.7
CC_3648,BAB_RS18095,29.739,306,172,12,7,281,5,298,5.71e-19,82.0
CC_3649,BAB_RS24985,48.399,281,143,2,6,284,17,297,8.50e-90,266
CC_3651,BAB_RS25070,40.000,180,97,8,5,178,4,178,1.14e-31,110
CC_3652,BAB_RS24630,66.019,103,34,1,2,104,3,104,2.31e-43,137
CC_3653,BAB_RS24640,59.346,428,169,2,1,426,1,425,2.30e-161,465
CC_3655,BAB_RS25125,73.981,319,83,0,1,319,1,319,1.51e-171,475
CC_3657,BAB_RS16090,44.604,139,72,1,1,139,1,134,4.21e-37,120
CC_3659,BAB_RS28060,49.645,282,138,2,8,285,46,327,1.46e-75,231
CC_3661,BAB_RS16315,38.418,177,108,1,1,177,1,176,1.63e-28,102
CC_3662,BAB_RS27205,25.764,229,119,8,69,296,17,195,6.03e-08,50.1
CC_3663,BAB_RS16335,49.027,257,112,6,32,281,1,245,5.90e-70,213
CC_3664,BAB_RS16350,56.250,96,42,0,9,104,32,127,7.60e-38,121
CC_3666,BAB_RS16355,32.780,241,150,6,14,247,3,238,4.51e-32,114
CC_3667,BAB_RS16360,66.890,894,292,3,1,891,1,893,0.0,1212
CC_3668,BAB_RS16365,39.247,186,109,1,8,193,6,187,4.76e-38,127
CC_3669,BAB_RS16370,39.908,218,128,2,7,221,4,221,9.55e-29,104
CC_3670,BAB_RS23180,27.458,295,193,8,22,303,10,296,7.32e-09,52.4
CC_3672,BAB_RS16375,52.137,234,110,2,10,243,14,245,1.37e-78,234
CC_3674,BAB_RS16385,43.182,176,87,4,4,166,17,192,1.87e-41,135
CC_3678,BAB_RS25155,37.821,156,96,1,26,180,64,219,6.83e-30,106
CC_3679,BAB_RS25150,50.987,304,149,0,8,311,161,464,4.05e-102,304
CC_3680,BAB_RS16710,48.341,211,102,2,23,226,2,212,2.21e-56,176
CC_3684,BAB_RS25145,60.095,421,156,3,33,442,3,422,1.84e-180,507
CC_3685,BAB_RS21405,35.500,200,120,6,11,205,6,201,1.65e-21,87.4
CC_3686,BAB_RS25140,47.312,279,139,4,5,282,7,278,5.16e-72,221
CC_3687,BAB_RS18760,26.891,357,241,9,357,700,325,674,2.30e-27,114
CC_3688,BAB_RS18760,34.091,264,160,7,427,682,417,674,2.67e-35,139
CC_3690,BAB_RS22135,50.538,93,39,4,20,109,6,94,1.04e-19,73.9
CC_3695,BAB_RS20900,31.905,210,143,0,56,265,177,386,9.42e-26,101
CC_3696,BAB_RS20905,41.036,251,132,2,5,247,21,263,1.10e-53,172
CC_3697,BAB_RS28875,42.761,297,167,1,1,297,1,294,9.89e-76,230
CC_3698,BAB_RS28885,39.535,172,103,1,1,172,1,171,1.21e-40,132
CC_3702,BAB_RS28075,45.387,672,362,4,3,671,12,681,0.0,576
CC_3703,BAB_RS21735,27.536,276,151,10,9,269,21,262,1.05e-12,63.5
CC_3704,BAB_RS24975,69.052,517,150,6,304,814,336,848,0.0,709
CC_3705,BAB_RS25470,37.853,177,104,4,10,183,20,193,5.95e-25,94.7
CC_3706,BAB_RS25475,47.388,268,132,3,1,264,1,263,5.62e-80,239
CC_3707,BAB_RS26340,50.171,293,140,3,29,315,1,293,7.76e-98,287
CC_3708,BAB_RS31180,52.381,252,106,3,7,252,26,269,3.77e-86,254
CC_3709,BAB_RS31175,47.473,455,231,4,1,450,1,452,4.59e-140,410
CC_3712,BAB_RS31170,58.500,400,158,5,18,411,7,404,5.53e-142,407
CC_3713,BAB_RS23995,59.155,142,58,0,14,155,15,156,6.80e-55,167
CC_3714,BAB_RS29970,38.793,348,200,5,30,370,1,342,2.59e-65,209
CC_3715,BAB_RS26895,41.848,368,185,7,158,521,1,343,1.91e-87,270
CC_3716,BAB_RS26910,29.557,203,126,8,9,201,50,245,3.13e-10,54.7
CC_3717,BAB_RS26280,57.143,259,111,0,19,277,4,262,1.44e-107,310
CC_3719,BAB_RS26285,72.099,405,109,3,1,402,1,404,0.0,606
CC_3720,BAB_RS26290,65.432,162,56,0,2,163,4,165,8.93e-79,228
CC_3721,BAB_RS26305,35.135,148,90,1,33,174,29,176,6.38e-27,97.4
CC_3722,BAB_RS26310,66.055,327,106,2,20,341,5,331,1.45e-163,457
CC_3724,BAB_RS21080,49.901,503,244,3,11,513,1,495,1.10e-167,480
CC_3725,BAB_RS26315,32.283,127,77,4,5,128,45,165,1.03e-08,51.2
CC_3726,BAB_RS15955,53.696,257,107,3,6,250,4,260,1.01e-89,263
CC_3727,BAB_RS25845,71.751,177,45,1,12,188,10,181,9.70e-89,255
CC_3728,BAB_RS25840,70.276,434,125,3,1,430,1,434,0.0,614
CC_3729,BAB_RS17835,30.584,291,185,5,10,294,79,358,2.76e-36,130
CC_3730,BAB_RS16690,29.139,151,105,2,4,153,15,164,1.37e-12,58.9
CC_3731,BAB_RS16695,53.219,233,105,3,1,232,1,230,1.62e-77,231
CC_3733,BAB_RS16705,51.829,328,157,1,39,365,2,329,1.42e-117,341
CC_3734,BAB_RS25850,55.670,194,86,0,3,196,7,200,3.31e-77,226
CC_3735,BAB_RS25860,53.738,214,95,2,4,213,3,216,1.98e-79,233
CC_3736,BAB_RS25865,59.746,236,95,0,1,236,1,236,6.90e-96,277
CC_3737,BAB_RS25870,69.231,260,75,2,2,257,3,261,1.54e-120,341
CC_3738,BAB_RS25875,46.296,108,52,3,1,106,1,104,2.39e-18,70.9
CC_3739,BAB_RS25825,36.066,183,104,4,11,189,16,189,3.43e-25,93.6
CC_3740,BAB_RS25820,31.844,358,209,12,63,394,16,364,5.58e-35,129
CC_3741,BAB_RS25815,32.857,210,108,5,50,226,15,224,1.01e-26,99.8
CC_3742,BAB_RS25805,43.038,158,90,0,1,158,1,158,2.33e-39,128
CC_3743,BAB_RS25485,65.179,224,78,0,9,232,4,227,1.24e-109,311
CC_3744,BAB_RS25490,47.368,152,75,3,17,167,33,180,2.34e-36,121
CC_3745,BAB_RS24560,58.333,216,87,1,5,217,8,223,2.84e-84,246
CC_3749,BAB_RS24555,59.018,876,338,11,3,860,5,877,0.0,1056
CC_3751,BAB_RS25725,34.848,198,124,2,1,198,1,193,1.50e-28,110
CC_3752,BAB_RS25730,51.049,286,139,1,5,290,7,291,1.06e-100,293
CC_3753,BAB_RS25735,64.479,259,91,1,7,264,6,264,9.13e-121,342
CC_3754,BAB_RS25740,42.473,186,104,1,21,203,25,210,1.12e-48,155
CC_3755,BAB_RS25745,58.023,617,259,0,20,636,2,618,0.0,729
CC_3756,BAB_RS25750,44.743,447,231,5,3,446,9,442,2.96e-112,334
CC_3759,BAB_RS29520,52.340,235,111,1,3,236,4,238,2.04e-78,236
CC_3760,BAB_RS25760,80.861,418,80,0,64,481,1,418,0.0,709
CC_3761,BAB_RS25770,49.286,140,65,1,11,150,43,176,6.62e-41,132
CC_3762,BAB_RS26720,29.321,324,211,10,4,314,27,345,3.56e-26,103
