S_meliloti|Q.,C_crescentus|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMa1848,CC_3140,55.556,477,209,2,8,483,6,480,0.0,534
SMa1850,CC_3129,30.807,409,254,12,27,424,39,429,1.08e-39,144
SMa1855,CC_3132,38.312,462,272,7,3,457,7,462,2.08e-107,323
SMa1864,CC_2669,38.916,203,120,3,300,502,18,216,3.92e-35,131
SMa1867,CC_3169,42.657,143,79,1,3,142,50,192,1.07e-35,120
SMa1872,CC_3105,37.621,311,188,3,6,311,4,313,5.59e-64,202
SMa1874,CC_1766,62.832,113,42,0,1,113,96,208,1.56e-47,148
SMa1882,CC_1786,29.353,201,124,5,20,212,15,205,8.51e-22,86.3
SMa1884,CC_1788,65.920,1027,350,0,1,1027,1,1027,0.0,1394
SMa1885,CC_1787,54.819,332,143,5,47,374,29,357,1.17e-96,289
SMa1887,CC_0772,30.894,123,76,4,10,126,79,198,9.10e-09,50.8
SMa1890,CC_2871,52.800,125,58,1,63,187,169,292,8.18e-41,139
SMa1891,CC_2871,58.621,58,22,1,1,58,293,348,1.09e-13,62.0
SMa1893,CC_3045,29.108,213,144,4,1,208,1,211,4.04e-15,70.9
SMa1894,CC_2183,50.427,117,57,1,11,127,27,142,1.47e-35,117
SMa1896,CC_0994,42.949,156,79,3,3,150,46,199,5.07e-35,119
SMa1898,CC_2998,39.568,139,67,3,271,407,32,155,3.13e-26,100
SMa1905,CC_1516,46.325,585,288,12,145,726,173,734,2.48e-154,466
SMa1913,CC_0450,38.221,416,204,7,53,462,19,387,4.35e-67,218
SMa1933,CC_0790,38.251,183,101,4,6,180,8,186,6.80e-30,109
SMa1935,CC_0791,60.714,196,75,1,1,196,1,194,2.47e-85,248
SMa1939,CC_2404,25.672,335,198,15,6,313,5,315,8.88e-12,63.5
SMa1943,CC_2564,36.000,125,78,1,24,146,22,146,1.20e-15,68.9
SMa1954,CC_2143,28.881,277,139,7,5,263,8,244,3.92e-13,65.5
SMa1956,CC_2143,37.600,250,146,3,1,250,1,240,1.65e-32,119
SMa1960,CC_0645,44.444,135,66,4,12,141,47,177,5.78e-30,104
SMa1965,CC_3522,33.099,142,88,3,16,156,347,482,2.28e-12,60.5
SMa1966,CC_2517,36.877,301,175,4,62,362,7,292,3.04e-51,170
SMa1967,CC_0511,41.667,84,43,1,27,104,153,236,4.34e-15,65.5
SMa1973,CC_1225,37.500,96,55,3,10,100,38,133,1.57e-12,59.3
SMa1976,CC_1201,35.802,243,148,5,23,261,60,298,5.57e-33,119
SMa1979,CC_3510,40.283,283,162,5,4,284,6,283,4.78e-56,180
SMa1987,CC_2352,34.520,281,176,3,2,279,21,296,4.14e-40,138
SMa1996,CC_0861,31.525,295,183,5,38,320,41,328,7.49e-22,91.3
SMa1998,CC_0860,38.976,508,275,9,4,491,3,495,8.71e-107,325
SMa2004,CC_1792,26.371,383,239,8,10,355,8,384,1.50e-20,88.6
SMa2009,CC_1279,36.154,130,79,4,15,142,14,141,5.40e-16,67.4
SMa2015,CC_1474,38.406,138,84,1,35,172,36,172,3.03e-19,79.7
SMa2019,CC_1816,44.800,125,57,4,7,131,395,507,2.13e-17,74.3
SMa2020,CC_0915,50.000,126,62,1,11,136,17,141,1.63e-36,120
SMa2025,CC_2642,36.567,536,299,12,25,527,6,533,2.08e-88,280
SMa2027,CC_2517,36.071,280,178,1,6,284,7,286,1.21e-50,166
SMa2033,CC_3322,36.420,162,101,2,37,197,59,219,3.49e-20,86.3
SMa2037,CC_2618,24.746,788,480,25,28,749,30,770,1.07e-33,135
SMa2041,CC_2619,31.667,240,142,9,3,233,193,419,1.51e-17,79.0
SMa2047,CC_1761,47.416,329,171,1,1,329,1,327,2.37e-94,281
SMa2053,CC_0616,31.169,77,53,0,2,78,5,81,7.44e-09,46.6
SMa2057,CC_0131,40.984,61,33,1,7,67,504,561,4.26e-10,50.4
SMa2061,CC_1660,27.094,203,123,3,244,435,60,248,1.35e-08,53.5
SMa2063,CC_3170,41.848,184,106,1,150,333,276,458,9.04e-41,145
SMa2065,CC_3015,28.070,114,81,1,4,117,3,115,4.63e-10,50.8
SMa2067,CC_1598,57.692,286,119,1,1,286,21,304,1.18e-111,326
SMa2069,CC_0286,60.692,318,119,4,26,339,33,348,8.85e-136,387
SMa2077,CC_3002,31.395,344,212,10,2,332,1,333,6.42e-37,132
SMa2079,CC_2669,42.647,204,111,5,22,224,18,216,6.17e-45,152
SMa2081,CC_2669,38.393,224,124,6,22,245,21,230,4.97e-33,122
SMa2091,CC_2172,24.380,242,169,3,26,262,141,373,1.52e-15,72.8
SMa2101,CC_1169,24.016,254,151,7,71,314,73,294,8.94e-09,53.5
SMa2107,CC_1474,35.811,296,186,2,5,296,1,296,7.93e-49,161
SMa2111,CC_2610,30.369,596,230,20,6,453,5,563,1.71e-21,94.7
SMa2113,CC_2516,74.400,375,90,1,1,375,1,369,0.0,558
SMa2115,CC_2647,27.273,209,122,7,1,195,1,193,1.60e-13,63.9
SMa2117,CC_2394,40.635,315,182,5,277,587,2,315,2.28e-65,213
SMa2127,CC_0860,34.004,497,320,6,3,494,2,495,2.31e-78,251
SMa2133,CC_2960,29.213,89,63,0,169,257,219,307,2.86e-09,53.5
SMa2135,CC_1357,65.693,411,138,1,12,419,19,429,0.0,550
SMa2137,CC_3722,47.500,320,163,3,8,323,21,339,7.40e-94,280
SMa2139,CC_2604,29.114,395,254,6,11,385,3,391,1.07e-37,137
SMa2141,CC_3630,49.823,283,134,4,8,286,1,279,2.15e-94,277
SMa2145,CC_3355,25.698,358,215,10,61,409,51,366,3.97e-17,79.3
SMa2157,CC_3428,26.241,282,155,15,47,309,6,253,3.85e-10,56.6
SMa2159,CC_1173,30.097,206,99,7,24,190,62,261,2.17e-12,62.4
SMa2163,CC_2403,32.432,74,50,0,209,282,196,269,7.96e-08,49.3
SMa2165,CC_0094,33.716,261,144,7,3,243,4,255,2.65e-32,116
SMa2168,CC_t33,84.000,25,3,1,1,24,1,25,1.24e-08,40.8
SMa2175,CC_3006,30.650,323,197,10,1,314,1,305,6.63e-25,99.4
SMa2187,CC_3006,29.600,250,156,6,56,300,68,302,9.68e-13,64.3
SMa2189,CC_0344,30.328,244,152,8,168,402,68,302,4.50e-12,63.2
SMa2195,CC_1439,54.132,242,101,2,11,252,9,240,7.73e-84,248
SMa2197,CC_1440,37.054,224,121,3,66,288,15,219,4.10e-40,137
SMa2199,CC_1441,28.261,230,151,5,46,274,38,254,1.70e-18,80.1
SMa2201,CC_2796,28.571,112,79,1,14,124,15,126,6.74e-12,55.5
SMa2203,CC_3135,28.689,244,167,1,21,257,61,304,1.48e-28,107
SMa2205,CC_3136,31.086,267,167,4,9,260,24,288,9.34e-30,111
SMa2207,CC_3134,44.134,358,181,4,6,346,15,370,1.89e-93,281
SMa2209,CC_3137,28.000,225,139,10,91,301,114,329,6.73e-12,62.8
SMa2211,CC_2100,29.286,560,356,15,4,541,3,544,1.15e-62,213
SMa2213,CC_3141,41.423,478,275,4,5,479,16,491,4.91e-113,340
SMa2215,CC_0962,34.821,224,146,0,10,233,4,227,1.51e-46,152
SMa2217,CC_0313,26.216,473,296,13,1,422,6,476,3.11e-37,139
SMa2219,CC_3290,66.443,149,50,0,37,185,1,149,6.51e-71,209
SMa2227,CC_0962,34.529,223,146,0,8,230,5,227,4.10e-43,143
SMa2287,CC_1117,37.755,294,174,5,2,289,30,320,7.89e-51,168
SMa2289,CC_2796,28.125,128,86,3,4,128,3,127,4.43e-10,50.8
SMa2291,CC_2129,34.324,370,210,12,11,360,6,362,5.40e-50,169
SMa2293,CC_1117,36.806,288,172,4,7,284,34,321,3.07e-50,166
SMa2294,CC_1875,46.667,705,345,9,10,712,8,683,0.0,610
SMa2295,CC_2560,40.670,418,230,6,6,414,157,565,5.64e-91,284
SMa2301,CC_2462,42.169,166,93,2,274,439,288,450,5.94e-25,103
SMa2303,CC_1792,26.331,357,234,6,13,360,5,341,6.27e-27,107
SMa2309,CC_3135,27.885,208,128,4,11,207,55,251,1.25e-11,60.8
SMa2311,CC_3134,45.085,295,157,3,24,316,15,306,3.26e-83,256
SMa2313,CC_1225,29.514,288,177,8,57,337,90,358,2.98e-28,113
SMa2319,CC_2309,63.380,213,77,1,1,212,3,215,7.30e-86,250
SMa2321,CC_1528,32.099,648,356,19,6,618,39,637,3.64e-75,254
SMa2325,CC_1595,56.054,223,98,0,5,227,32,254,1.33e-85,251
SMa2327,CC_1594,45.918,882,470,5,7,884,4,882,0.0,693
SMa2329,CC_1593,56.150,187,80,2,1,186,1,186,1.53e-58,179
SMa2331,CC_1592,68.060,670,202,3,15,679,23,685,0.0,879
SMa2333,CC_1591,54.867,565,254,1,1,565,1,564,0.0,561
SMa2337,CC_0137,28.395,162,112,2,37,194,27,188,5.49e-11,61.2
SMa2341,CC_2517,34.035,285,174,7,11,291,10,284,4.12e-38,133
SMa2343,CC_1808,37.563,197,121,1,3,197,8,204,1.84e-31,113
SMa2349,CC_0022,41.358,162,77,3,50,211,1,144,2.09e-33,115
SMa2353,CC_2618,27.299,685,438,21,33,670,32,703,5.34e-29,120
SMa2355,CC_2466,38.953,344,201,5,19,358,38,376,1.18e-70,224
SMa2363,CC_1323,31.646,474,289,13,4,463,63,515,1.18e-36,138
SMa2365,CC_0860,36.821,497,302,6,5,493,3,495,1.15e-83,265
SMa2377,CC_1230,24.910,277,199,2,7,276,12,286,2.36e-15,73.9
SMa2379,CC_3043,74.145,731,180,5,1,727,11,736,0.0,1084
SMa2383,CC_3759,40.123,324,189,3,1,322,1,321,2.30e-65,206
SMa2385,CC_2587,48.659,522,261,2,1,518,1,519,2.89e-149,436
SMa2387,CC_1539,35.135,74,48,0,19,92,14,87,2.51e-08,49.7
SMa2389,CC_0916,50.000,132,62,2,8,136,4,134,9.02e-34,112
SMa2393,CC_3752,34.815,135,71,4,82,207,53,179,2.10e-11,60.5
SMa2395,CC_3753,27.092,251,163,7,110,356,7,241,1.51e-20,87.4
SMa2400,CC_2243,29.412,425,235,14,47,459,19,390,5.11e-42,151
SMa2412,CC_2399,29.189,185,126,2,129,308,126,310,1.04e-15,73.2
SMa2414,CC_3161,31.361,169,99,6,15,175,18,177,3.56e-11,63.5
SMa5004,CC_2742,76.667,60,14,0,3,62,20,79,4.19e-24,89.7
SMa5005,CC_2466,44.444,135,71,3,2,134,44,176,2.90e-27,103
SMa5011,CC_0022,37.415,147,89,2,6,152,1,144,4.30e-32,110
SMa5012,CC_2144,24.576,118,88,1,43,159,5,122,2.70e-10,53.1
SMa5029,CC_2742,79.310,58,12,0,1,58,137,194,1.52e-26,94.4
SMc00003,CC_2772,33.129,163,105,2,187,346,146,307,1.05e-18,82.4
SMc00005,CC_3717,52.756,254,119,1,7,259,19,272,5.38e-94,275
SMc00006,CC_1351,33.333,195,117,6,2,191,1,187,3.95e-21,83.6
SMc00007,CC_3154,71.350,363,104,0,1,363,1,363,0.0,508
SMc00008,CC_0887,36.290,372,214,8,6,360,2,367,2.33e-62,202
SMc00009,CC_3407,52.344,256,109,5,13,263,20,267,1.62e-76,233
SMc00010,CC_3406,75.233,537,121,3,29,562,20,547,0.0,765
SMc00012,CC_3403,45.989,187,100,1,12,198,3,188,2.85e-57,176
SMc00013,CC_3402,57.388,291,106,5,1,281,1,283,4.02e-100,292
SMc00014,CC_3115,43.802,121,67,1,6,125,4,124,1.82e-31,105
SMc00016,CC_3361,63.514,296,105,1,22,317,8,300,3.71e-133,379
SMc00017,CC_3364,55.484,310,137,1,1,309,1,310,1.88e-122,351
SMc00018,CC_3365,68.613,137,43,0,4,140,5,141,1.02e-68,202
SMc00019,CC_3395,46.597,191,92,5,14,201,12,195,3.43e-50,158
SMc00021,CC_0378,64.470,349,124,0,21,369,6,354,3.21e-175,489
SMc00022,CC_0376,34.307,137,77,3,55,187,52,179,9.82e-12,57.8
SMc00023,CC_0375,34.911,169,107,3,103,269,32,199,1.80e-33,118
SMc00024,CC_0373,46.735,1164,585,8,4,1152,1,1144,0.0,738
SMc00025,CC_1471,65.636,873,300,0,2,874,13,885,0.0,1185
SMc00028,CC_3000,32.895,228,131,4,621,834,70,289,1.64e-21,93.6
SMc00033,CC_3148,30.924,249,166,4,30,278,56,298,1.65e-25,103
SMc00034,CC_3293,48.624,327,160,4,1,326,1,320,9.73e-86,258
SMc00036,CC_2973,35.122,205,124,4,2,203,1,199,1.50e-28,103
SMc00037,CC_1117,38.356,292,162,5,9,287,35,321,1.19e-51,170
SMc00038,CC_3094,45.595,454,237,4,323,772,255,702,1.59e-122,382
SMc00040,CC_0916,52.174,138,62,3,1,138,1,134,8.65e-39,125
SMc00042,CC_2929,28.159,277,190,5,12,283,12,284,9.07e-30,111
SMc00043,CC_3557,46.000,200,99,6,1,198,1,193,1.75e-50,159
SMc00044,CC_0029,32.022,178,119,2,8,183,7,184,5.36e-23,89.4
SMc00049,CC_2580,34.737,95,55,3,9,102,37,125,6.04e-08,45.1
SMc00051,CC_1939,34.746,354,212,6,64,401,68,418,2.83e-49,182
SMc00054,CC_1937,28.780,410,266,12,87,479,54,454,1.19e-20,91.7
SMc00058,CC_0949,60.484,124,48,1,13,136,49,171,1.64e-48,151
SMc00059,CC_1063,47.154,246,119,3,218,463,316,550,5.45e-61,208
SMc00064,CC_3276,57.447,141,59,1,5,144,6,146,6.66e-59,177
SMc00068,CC_2161,41.624,394,208,8,26,405,48,433,1.01e-81,254
SMc00069,CC_0918,62.827,191,69,1,16,206,34,222,9.49e-85,247
SMc00072,CC_3394,50.932,161,78,1,1,161,1,160,2.74e-53,163
SMc00073,CC_0217,33.036,112,72,1,83,191,30,141,3.34e-13,67.0
SMc00074,CC_0655,34.592,503,320,6,461,961,195,690,1.07e-89,298
SMc00075,CC_3397,47.568,185,96,1,8,192,7,190,2.62e-54,169
SMc00077,CC_3399,53.930,458,210,1,2,458,1,458,1.69e-173,492
SMc00079,CC_2096,29.787,188,112,7,7,184,10,187,2.36e-11,58.2
SMc00080,CC_3070,48.402,219,110,3,6,223,4,220,2.33e-56,176
SMc00081,CC_3320,33.824,204,134,1,1,203,1,204,2.75e-26,97.8
SMc00085,CC_1769,40.488,205,117,3,23,226,2,202,4.96e-38,129
SMc00087,CC_0923,48.649,296,145,3,7,301,7,296,2.22e-86,258
SMc00089,CC_2706,40.984,61,35,1,56,116,11,70,5.88e-08,43.9
SMc00090,CC_1482,48.821,424,214,3,33,454,25,447,1.05e-126,380
SMc00091,CC_1483,62.903,310,111,1,12,317,2,311,1.85e-146,412
SMc00092,CC_1121,34.579,214,124,8,49,260,40,239,6.91e-31,112
SMc00093,CC_2642,44.007,534,293,4,4,532,7,539,8.46e-158,459
SMc00094,CC_3141,41.237,485,271,7,5,480,16,495,2.12e-116,348
SMc00097,CC_2647,34.685,222,115,9,1,211,1,203,2.87e-25,95.5
SMc00098,CC_0915,53.103,145,67,1,1,145,1,144,5.78e-44,139
SMc00099,CC_3005,68.571,70,21,1,2,70,4,73,5.81e-28,92.8
SMc00100,CC_0090,57.393,514,196,5,2,512,7,500,0.0,526
SMc00101,CC_3428,51.282,273,132,1,3,275,7,278,3.39e-98,286
SMc00105,CC_3029,34.146,369,213,11,1,344,1,364,6.20e-41,144
SMc00106,CC_0687,56.667,60,25,1,63,121,4,63,2.78e-15,62.8
SMc00107,CC_2312,43.966,232,123,1,1,225,23,254,2.22e-52,167
SMc00108,CC_0402,29.054,148,97,2,30,169,3,150,4.47e-13,60.8
SMc00109,CC_3082,36.275,102,60,2,22,121,3,101,2.09e-10,52.4
SMc00114,CC_0936,53.266,689,316,2,18,706,38,720,0.0,734
SMc00117,CC_2183,50.794,126,62,0,7,132,16,141,9.16e-42,133
SMc00118,CC_1061,51.095,137,64,1,2,138,7,140,7.14e-47,145
SMc00122,CC_0252,40.214,562,330,5,108,667,62,619,1.11e-129,397
SMc00127,CC_1172,24.105,531,314,21,6,493,33,517,5.97e-20,89.7
SMc00129,CC_2765,35.808,458,272,7,13,460,18,463,1.61e-68,223
SMc00131,CC_0424,59.060,149,61,0,1,149,13,161,2.46e-64,191
SMc00133,CC_1574,62.021,287,105,2,3,289,2,284,1.64e-123,351
SMc00134,CC_2448,38.942,208,119,4,65,272,197,396,1.65e-31,117
SMc00136,CC_1808,30.800,250,151,5,3,234,6,251,6.37e-25,95.9
SMc00137,CC_3546,56.977,86,37,0,2,87,3,88,6.34e-35,111
SMc00138,CC_1440,36.199,221,124,3,53,269,6,213,7.90e-34,119
SMc00139,CC_1440,34.906,212,123,3,56,267,22,218,3.95e-36,125
SMc00140,CC_1441,31.004,229,149,3,29,257,40,259,8.25e-35,122
SMc00144,CC_0018,66.766,334,109,1,16,349,18,349,5.83e-161,451
SMc00148,CC_2577,63.235,204,73,2,1,202,1,204,5.16e-89,257
SMc00149,CC_2109,82.468,462,81,0,11,472,1,462,0.0,779
SMc00150,CC_1511,30.623,369,217,8,256,614,156,495,4.50e-40,150
SMc00151,CC_2305,43.439,221,124,1,6,226,12,231,3.50e-56,176
SMc00152,CC_2303,50.222,225,107,3,1,224,1,221,9.14e-61,187
SMc00154,CC_2302,50.108,461,221,3,1,453,1,460,8.19e-162,462
SMc00155,CC_2300,66.449,459,152,2,1,457,1,459,0.0,655
SMc00156,CC_3683,28.125,128,73,4,6,124,5,122,4.88e-13,58.9
SMc00161,CC_3619,26.471,578,336,17,11,506,15,585,1.23e-32,129
SMc00162,CC_3230,29.947,187,116,4,90,274,225,398,3.58e-13,65.9
SMc00165,CC_1808,33.202,253,160,4,7,259,4,247,2.82e-26,100
SMc00169,CC_2622,59.091,748,302,3,17,763,4,748,0.0,862
SMc00171,CC_3344,56.098,246,108,0,11,256,6,251,1.67e-105,305
SMc00172,CC_1481,28.378,370,247,6,20,378,17,379,1.17e-30,118
SMc00174,CC_2318,38.056,360,208,5,26,378,19,370,3.62e-71,224
SMc00175,CC_2319,51.852,243,117,0,20,262,21,263,1.52e-74,226
SMc00176,CC_2320,29.310,232,132,7,3,213,1,221,3.29e-21,90.9
SMc00178,CC_3037,36.471,85,54,0,104,188,4,88,2.28e-16,68.6
SMc00180,CC_0506,62.199,291,104,2,13,303,6,290,2.66e-123,352
SMc00182,CC_3082,30.000,110,72,3,13,121,1,106,1.53e-09,50.1
SMc00184,CC_0471,54.667,150,68,0,4,153,7,156,1.19e-56,171
SMc00185,CC_3420,36.192,583,322,16,37,597,270,824,6.67e-86,282
SMc00186,CC_3420,34.410,619,362,14,22,624,234,824,4.16e-88,289
SMc00187,CC_0472,53.476,187,74,2,6,192,5,178,3.77e-60,182
SMc00188,CC_0473,63.657,432,133,3,3,417,2,426,0.0,548
SMc00189,CC_0474,44.762,315,113,7,4,291,1,281,2.01e-76,231
SMc00192,CC_3524,65.714,105,36,0,1,105,1,105,1.50e-48,147
SMc00197,CC_0093,30.464,302,189,8,4,294,4,295,2.72e-23,94.0
SMc00227,CC_1845,40.964,83,49,0,8,90,21,103,3.13e-20,75.9
SMc00228,CC_1437,48.637,697,339,7,1,689,1,686,0.0,592
SMc00231,CC_0118,55.428,608,269,2,1,608,1,606,0.0,665
SMc00232,CC_2304,49.770,434,217,1,7,439,14,447,1.10e-132,388
SMc00234,CC_1894,26.701,588,412,8,1,575,1,582,4.62e-47,172
SMc00235,CC_1898,50.893,336,164,1,1,335,1,336,4.33e-110,321
SMc00236,CC_1899,62.069,261,99,0,1,261,1,261,1.52e-101,294
SMc00237,CC_0014,64.474,152,52,1,6,157,32,181,5.50e-60,181
SMc00238,CC_3209,51.870,401,186,5,4,403,12,406,1.22e-114,338
SMc00240,CC_0364,41.262,412,233,6,17,423,19,426,1.57e-109,327
SMc00241,CC_1420,36.239,218,133,2,18,233,24,237,3.36e-33,118
SMc00245,CC_0860,35.185,486,296,7,12,488,3,478,3.50e-79,254
SMc00246,CC_3759,52.063,315,148,2,11,325,10,321,4.83e-105,307
SMc00256,CC_2960,29.286,280,190,6,47,323,36,310,1.90e-26,103
SMc00260,CC_1675,34.978,223,141,4,23,244,24,243,6.23e-33,117
SMc00261,CC_0966,31.559,526,328,10,16,525,9,518,4.49e-78,252
SMc00262,CC_3111,35.989,364,207,7,38,376,34,396,7.71e-50,170
SMc00264,CC_0246,37.712,236,138,8,31,261,29,260,1.55e-32,117
SMc00265,CC_1446,26.937,271,192,3,41,306,34,303,2.25e-29,112
SMc00266,CC_1448,29.024,410,282,4,217,621,16,421,3.24e-45,163
SMc00268,CC_1808,40.726,248,136,5,6,248,5,246,2.40e-47,154
SMc00269,CC_2068,29.412,323,210,6,35,348,313,626,6.98e-34,129
SMc00270,CC_3620,34.956,226,135,5,35,251,25,247,3.05e-27,107
SMc00271,CC_1446,31.387,274,187,1,32,304,37,310,1.21e-41,144
SMc00273,CC_1448,37.897,409,244,4,15,418,16,419,1.82e-71,228
SMc00274,CC_1574,34.043,282,182,3,6,286,2,280,2.28e-38,134
SMc00275,CC_1117,34.471,293,183,4,5,292,33,321,4.34e-43,148
SMc00276,CC_2866,52.273,264,123,3,21,282,1,263,6.70e-94,275
SMc00277,CC_1860,26.558,369,244,14,51,414,28,374,4.52e-19,85.9
SMc00278,CC_0424,44.681,141,78,0,8,148,13,153,1.73e-41,133
SMc00282,CC_2122,53.073,179,77,2,50,221,9,187,3.58e-56,174
SMc00283,CC_2143,31.228,285,184,4,9,292,8,281,3.07e-24,96.7
SMc00286,CC_2610,50.000,66,33,0,203,268,2,67,1.01e-09,56.6
SMc00287,CC_1389,55.446,101,45,0,1,101,1,101,1.24e-37,119
SMc00288,CC_1388,44.444,117,64,1,35,151,62,177,4.62e-31,107
SMc00289,CC_1387,64.407,59,21,0,122,180,1,59,2.78e-20,77.4
SMc00290,CC_1315,73.973,146,37,1,1,146,20,164,7.50e-78,225
SMc00292,CC_1386,43.306,605,322,6,2,596,4,597,5.15e-134,401
SMc00293,CC_1383,41.206,398,225,3,40,436,39,428,5.97e-91,279
SMc00294,CC_1382,64.824,398,137,1,3,397,4,401,0.0,571
SMc00296,CC_1380,45.641,585,314,4,29,611,3,585,0.0,553
SMc00297,CC_2675,45.794,214,116,0,3,216,3,216,6.53e-65,199
SMc00298,CC_2677,65.385,260,90,0,15,274,15,274,6.32e-128,362
SMc00299,CC_2680,54.444,180,82,0,42,221,37,216,7.36e-68,206
SMc00300,CC_0342,27.253,466,329,4,1,459,10,472,3.30e-52,180
SMc00301,CC_1858,45.455,99,54,0,16,114,1,99,5.32e-33,108
SMc00302,CC_1859,60.185,108,43,0,19,126,11,118,2.79e-46,142
SMc00316,CC_0107,32.494,397,240,10,28,401,1,392,3.47e-43,153
SMc00320,CC_0037,41.791,134,73,2,3,132,9,141,8.03e-32,107
SMc00321,CC_0036,48.243,313,145,6,5,308,3,307,8.58e-93,275
SMc00322,CC_2909,28.543,494,324,12,81,560,67,545,7.78e-33,129
SMc00323,CC_0035,73.034,89,24,0,1,89,1,89,1.51e-41,128
SMc00324,CC_0034,69.417,703,213,2,1,702,1,702,0.0,991
SMc00325,CC_1837,36.546,249,147,7,93,338,62,302,1.61e-35,128
SMc00326,CC_3717,54.651,258,116,1,4,260,19,276,1.14e-99,290
SMc00327,CC_3719,69.307,404,121,3,1,403,1,402,0.0,582
SMc00328,CC_3720,68.098,163,52,0,4,166,2,164,3.73e-82,237
SMc00329,CC_0057,36.709,79,48,2,16,94,11,87,4.61e-08,45.8
SMc00330,CC_3680,51.546,194,92,2,4,197,25,216,3.37e-59,182
SMc00332,CC_3590,50.000,36,18,0,1,36,33,68,6.31e-08,46.2
SMc00333,CC_3589,55.149,437,185,5,18,450,14,443,2.01e-149,430
SMc00334,CC_3588,55.556,207,92,0,1,207,1,207,2.71e-72,215
SMc00335,CC_3587,68.198,566,174,3,5,568,4,565,0.0,759
SMc00340,CC_3215,30.890,191,126,4,91,279,77,263,9.73e-16,74.7
SMc00342,CC_3603,60.096,208,80,2,1,208,1,205,9.55e-82,239
SMc00343,CC_2729,30.519,308,173,12,11,296,7,295,4.67e-26,103
SMc00344,CC_0707,52.632,95,44,1,1,95,3,96,1.91e-32,105
SMc00349,CC_1034,78.454,608,129,1,1,608,43,648,0.0,980
SMc00351,CC_1994,43.094,181,91,2,20,191,17,194,2.98e-38,127
SMc00353,CC_3598,29.032,186,117,7,36,216,3,178,1.62e-13,64.3
SMc00354,CC_0201,48.148,216,108,3,6,218,11,225,4.77e-55,172
SMc00355,CC_0716,66.172,337,109,1,1,332,1,337,1.92e-152,429
SMc00356,CC_0720,72.222,342,95,0,5,346,10,351,1.63e-180,501
SMc00357,CC_0721,77.660,188,42,0,2,189,1,188,1.19e-108,306
SMc00358,CC_1427,33.421,380,236,6,15,384,37,409,3.05e-61,201
SMc00360,CC_0167,38.017,121,69,2,78,193,152,271,1.23e-21,86.7
SMc00361,CC_1053,47.162,229,111,1,45,273,26,244,2.23e-69,213
SMc00362,CC_1049,71.127,142,41,0,2,143,32,173,1.18e-64,192
SMc00363,CC_1046,59.701,67,26,1,1,67,1,66,1.14e-23,81.6
SMc00364,CC_1045,67.797,118,38,0,1,118,1,118,1.31e-52,159
SMc00365,CC_1044,63.611,360,127,2,1,359,1,357,1.74e-173,484
SMc00366,CC_1043,50.625,800,369,12,1,791,1,783,0.0,695
SMc00368,CC_3002,56.175,251,105,3,1,248,76,324,5.98e-96,281
SMc00369,CC_3002,62.500,64,23,1,1,63,1,64,5.80e-22,83.2
SMc00370,CC_2517,32.258,279,183,2,14,292,12,284,2.97e-35,125
SMc00372,CC_0094,34.848,264,149,7,3,253,4,257,4.04e-34,122
SMc00374,CC_2641,56.026,307,131,3,1,306,1,304,9.35e-107,311
SMc00375,CC_1225,25.294,340,222,8,2,322,34,360,3.82e-24,98.2
SMc00378,CC_2246,50.202,496,218,7,11,503,9,478,1.70e-145,425
SMc00383,CC_3639,23.288,219,151,3,1,206,1,215,5.59e-13,62.8
SMc00385,CC_0963,70.064,157,47,0,1,157,1,157,6.48e-77,223
SMc00386,CC_1642,66.957,115,38,0,1,115,17,131,1.01e-55,166
SMc00394,CC_1620,69.038,520,161,0,1,520,1,520,0.0,743
SMc00396,CC_2103,30.769,130,83,2,12,138,20,145,7.67e-09,48.5
SMc00399,CC_3181,22.671,322,196,10,28,329,34,322,4.62e-14,68.6
SMc00403,CC_1619,45.270,444,202,7,1,427,1,420,2.64e-110,328
SMc00404,CC_1825,43.678,87,46,1,34,117,68,154,1.58e-19,79.0
SMc00405,CC_1055,42.414,290,158,5,1,286,1,285,2.69e-68,211
SMc00406,CC_3638,59.821,336,133,2,22,356,21,355,1.02e-144,412
SMc00407,CC_3639,42.918,233,118,4,3,230,6,228,2.80e-55,173
SMc00408,CC_3605,67.442,258,84,0,9,266,7,264,1.26e-112,322
SMc00410,CC_3604,56.013,316,132,4,9,322,4,314,1.18e-100,296
SMc00412,CC_0105,48.472,229,114,1,4,228,2,230,1.40e-66,202
SMc00415,CC_0156,53.495,372,173,0,1,372,1,372,3.66e-143,408
SMc00416,CC_0144,55.235,277,122,2,29,305,14,288,8.43e-80,241
SMc00418,CC_0143,47.414,116,61,0,7,122,7,122,3.20e-24,87.0
SMc00419,CC_0141,59.936,312,124,1,5,315,3,314,1.78e-133,379
SMc00420,CC_0140,62.200,500,187,2,1,500,1,498,0.0,555
SMc00421,CC_3625,68.038,316,100,1,5,320,14,328,7.76e-138,390
SMc00422,CC_0029,30.579,121,81,2,20,138,21,140,8.08e-09,50.4
SMc00423,CC_0029,63.333,210,77,0,1,210,1,210,5.85e-96,275
SMc00425,CC_0805,30.952,126,84,1,2,124,6,131,8.46e-16,67.0
SMc00427,CC_1070,54.159,517,223,4,17,520,17,532,0.0,540
SMc00430,CC_2383,31.579,190,107,6,1,179,2,179,5.50e-09,53.5
