Melitensis16M|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS06055,BME_RS06055,100.000,512,0,0,1,512,1,512,0.0,1033
BME_RS06060,BME_RS06060,100.000,746,0,0,1,746,1,746,0.0,1524
BME_RS06065,BME_RS06065,100.000,84,0,0,1,84,1,84,6.75e-61,176
BME_RS06070,BME_RS06070,100.000,395,0,0,1,395,1,395,0.0,808
BME_RS06075,BME_RS06075,100.000,269,0,0,1,269,1,269,0.0,560
BME_RS06080,BME_RS06080,100.000,385,0,0,1,385,1,385,0.0,708
BME_RS06085,BME_RS06085,100.000,397,0,0,1,397,1,397,0.0,784
BME_RS06090,BME_RS06090,100.000,343,0,0,1,343,1,343,0.0,704
BME_RS06095,BME_RS06095,100.000,255,0,0,1,255,1,255,0.0,505
BME_RS06100,BME_RS06100,100.000,60,0,0,1,60,1,60,6.61e-41,124
BME_RS06105,BME_RS06105,100.000,389,0,0,1,389,1,389,0.0,808
BME_RS06110,BME_RS06110,100.000,82,0,0,1,82,1,82,1.83e-51,152
BME_RS06115,BME_RS06115,100.000,170,0,0,1,170,1,170,1.01e-122,339
BME_RS06120,BME_RS06120,100.000,292,0,0,1,292,1,292,0.0,603
BME_RS06125,BME_RS06125,100.000,473,0,0,1,473,1,473,0.0,977
BME_RS06130,BME_RS06130,100.000,435,0,0,1,435,1,435,0.0,891
BME_RS06135,BME_RS06135,100.000,65,0,0,1,65,1,65,4.83e-46,137
BME_RS06150,BME_RS06150,100.000,137,0,0,1,137,1,137,7.33e-98,274
BME_RS06155,BME_RS06155,100.000,177,0,0,1,177,1,177,8.56e-128,353
BME_RS06160,BME_RS06160,100.000,704,0,0,1,704,1,704,0.0,1438
BME_RS06165,BME_RS06165,100.000,244,0,0,1,244,1,244,0.0,498
BME_RS06170,BME_RS06170,100.000,264,0,0,1,264,1,264,0.0,533
BME_RS06175,BME_RS06175,100.000,511,0,0,1,511,1,511,0.0,1051
BME_RS06180,BME_RS06180,100.000,181,0,0,1,181,1,181,1.14e-127,353
BME_RS06185,BME_RS06185,100.000,203,0,0,1,203,1,203,1.20e-152,418
BME_RS06190,BME_RS06190,100.000,196,0,0,1,196,1,196,1.89e-146,402
BME_RS06195,BME_RS06195,100.000,25,0,0,1,25,1,25,2.17e-12,50.1
BME_RS06200,BME_RS06200,100.000,101,0,0,1,101,1,101,2.01e-74,212
BME_RS06205,BME_RS06205,100.000,25,0,0,1,25,1,25,1.51e-12,50.4
BME_RS06220,BME_RS06220,100.000,234,0,0,1,234,1,234,4.56e-175,477
BME_RS06225,BME_RS06225,100.000,261,0,0,1,261,1,261,0.0,504
BME_RS06230,BME_RS06230,100.000,289,0,0,1,289,1,289,0.0,577
BME_RS06235,BME_RS06235,100.000,235,0,0,1,235,1,235,4.47e-173,472
BME_RS06240,BME_RS06240,100.000,382,0,0,1,382,1,382,0.0,754
BME_RS06245,BME_RS06245,100.000,359,0,0,1,359,1,359,0.0,716
BME_RS06250,BME_RS06250,100.000,205,0,0,1,205,1,205,3.50e-150,412
BME_RS06255,BME_RS06255,100.000,174,0,0,1,174,1,174,7.56e-125,345
BME_RS06260,BME_RS06260,100.000,708,0,0,1,708,1,708,0.0,1469
BME_RS06265,BME_RS06265,100.000,281,0,0,1,281,1,281,0.0,543
BME_RS06270,BME_RS06270,100.000,290,0,0,1,290,1,290,0.0,589
BME_RS06275,BME_RS06275,100.000,156,0,0,1,156,1,156,8.10e-115,318
BME_RS06280,BME_RS06280,100.000,229,0,0,1,229,1,229,5.99e-174,474
BME_RS06285,BME_RS06285,100.000,199,0,0,1,199,1,199,1.43e-149,410
BME_RS06290,BME_RS06290,100.000,213,0,0,1,213,1,213,1.47e-157,431
BME_RS06295,BME_RS06295,100.000,272,0,0,1,272,1,272,0.0,558
BME_RS06300,BME_RS06300,100.000,685,0,0,1,685,1,685,0.0,1410
BME_RS06305,BME_RS06305,100.000,194,0,0,1,194,1,194,1.03e-140,387
BME_RS06310,BME_RS06310,100.000,85,0,0,1,85,1,85,1.99e-58,170
BME_RS06315,BME_RS06315,100.000,163,0,0,1,163,1,163,1.88e-122,338
BME_RS06320,BME_RS06320,100.000,267,0,0,1,267,1,267,0.0,546
BME_RS06325,BME_RS06325,100.000,140,0,0,1,140,1,140,1.17e-101,284
BME_RS06330,BME_RS06330,100.000,170,0,0,1,170,1,170,1.55e-128,354
BME_RS06335,BME_RS06335,100.000,633,0,0,1,633,1,633,0.0,1282
BME_RS06340,BME_RS06340,100.000,187,0,0,1,187,1,187,2.35e-136,375
BME_RS06345,BME_RS06345,100.000,149,0,0,1,149,1,149,1.05e-110,307
BME_RS06350,BME_RS06350,100.000,497,0,0,1,497,1,497,0.0,935
BME_RS06355,BME_RS06355,100.000,402,0,0,1,402,1,402,0.0,810
BME_RS06360,BME_RS06360,100.000,362,0,0,1,362,1,362,0.0,734
BME_RS06365,BME_RS06365,100.000,792,0,0,1,792,1,792,0.0,1635
BME_RS06370,BME_RS06370,100.000,318,0,0,1,318,1,318,0.0,657
BME_RS06375,BME_RS06375,100.000,343,0,0,1,343,1,343,0.0,680
BME_RS06380,BME_RS06380,100.000,276,0,0,1,276,1,276,0.0,561
BME_RS06385,BME_RS06385,100.000,577,0,0,1,577,1,577,0.0,1172
BME_RS06390,BME_RS06390,100.000,306,0,0,1,306,1,306,0.0,604
BME_RS06395,BME_RS06395,100.000,537,0,0,1,537,1,537,0.0,1103
BME_RS06400,BME_RS06400,100.000,506,0,0,1,506,1,506,0.0,1049
BME_RS06405,BME_RS06405,100.000,55,0,0,1,55,1,55,2.98e-37,114
BME_RS06410,BME_RS06410,100.000,204,0,0,1,204,1,204,2.19e-143,394
BME_RS06415,BME_RS06415,100.000,259,0,0,1,259,1,259,0.0,533
BME_RS06420,BME_RS06420,100.000,147,0,0,1,147,1,147,3.31e-108,301
BME_RS06425,BME_RS06425,100.000,127,0,0,1,127,1,127,1.38e-92,259
BME_RS06430,BME_RS06430,100.000,88,0,0,1,88,1,88,5.81e-61,177
BME_RS06435,BME_RS06435,100.000,254,0,0,1,254,1,254,0.0,513
BME_RS06440,BME_RS06440,100.000,444,0,0,1,444,1,444,0.0,910
BME_RS06445,BME_RS06445,100.000,287,0,0,1,287,1,287,0.0,588
BME_RS06450,BME_RS06450,100.000,206,0,0,1,206,1,206,1.26e-153,421
BME_RS06455,BME_RS06455,100.000,169,0,0,1,169,1,169,1.09e-122,339
BME_RS06460,BME_RS06460,100.000,247,0,0,1,247,1,247,0.0,506
BME_RS06465,BME_RS06465,100.000,311,0,0,1,311,1,311,0.0,639
BME_RS06470,BME_RS06470,100.000,234,0,0,1,234,1,234,1.92e-174,475
BME_RS06475,BME_RS06475,100.000,260,0,0,1,260,1,260,0.0,526
BME_RS06480,BME_RS06480,100.000,134,0,0,1,134,1,134,4.55e-98,274
BME_RS06485,BME_RS06485,100.000,191,0,0,1,191,1,191,1.78e-137,379
BME_RS06490,BME_RS06490,100.000,279,0,0,1,279,1,279,0.0,572
BME_RS06495,BME_RS06495,100.000,403,0,0,1,403,1,403,0.0,804
BME_RS06500,BME_RS06500,100.000,444,0,0,1,444,1,444,0.0,910
BME_RS06505,BME_RS06505,100.000,251,0,0,1,251,1,251,0.0,506
BME_RS06510,BME_RS06510,100.000,192,0,0,1,192,1,192,3.27e-140,385
BME_RS06515,BME_RS06515,100.000,750,0,0,1,750,1,750,0.0,1543
BME_RS06520,BME_RS06520,100.000,133,0,0,1,133,1,133,1.80e-93,263
BME_RS06525,BME_RS06525,100.000,191,0,0,1,191,1,191,2.13e-141,388
BME_RS06530,BME_RS06530,100.000,223,0,0,1,223,1,223,3.37e-169,461
BME_RS06535,BME_RS06535,100.000,158,0,0,1,158,1,158,7.64e-116,321
BME_RS06540,BME_RS06540,100.000,293,0,0,1,293,1,293,0.0,603
BME_RS06545,BME_RS06545,100.000,685,0,0,1,685,1,685,0.0,1385
BME_RS06550,BME_RS06550,100.000,218,0,0,1,218,1,218,2.55e-156,428
BME_RS06555,BME_RS06555,100.000,60,0,0,1,60,1,60,7.91e-40,121
BME_RS06560,BME_RS06560,100.000,213,0,0,1,213,1,213,5.24e-159,435
BME_RS06565,BME_RS06565,100.000,362,0,0,1,362,1,362,0.0,729
BME_RS06570,BME_RS06570,100.000,30,0,0,1,30,1,30,3.83e-16,59.7
BME_RS06575,BME_RS06575,100.000,367,0,0,1,367,1,367,0.0,741
BME_RS06580,BME_RS06580,100.000,308,0,0,1,308,1,308,0.0,640
BME_RS06585,BME_RS06585,100.000,377,0,0,1,377,1,377,0.0,757
BME_RS06590,BME_RS06590,100.000,124,0,0,1,124,1,124,1.57e-85,242
BME_RS06595,BME_RS06595,100.000,216,0,0,1,216,1,216,8.60e-158,432
BME_RS06600,BME_RS06600,100.000,256,0,0,1,256,1,256,0.0,510
BME_RS06605,BME_RS06605,100.000,85,0,0,1,85,1,85,5.70e-61,176
BME_RS06610,BME_RS06610,100.000,79,0,0,1,79,1,79,2.79e-52,154
BME_RS06615,BME_RS06615,100.000,115,0,0,1,115,1,115,7.11e-82,232
BME_RS06620,BME_RS06620,100.000,236,0,0,1,236,1,236,9.45e-179,486
BME_RS06635,BME_RS06635,100.000,500,0,0,1,500,1,500,0.0,1039
BME_RS06640,BME_RS06640,100.000,322,0,0,1,322,1,322,0.0,649
BME_RS06645,BME_RS06645,100.000,563,0,0,1,563,1,563,0.0,1158
BME_RS06650,BME_RS06650,100.000,290,0,0,1,290,1,290,0.0,587
BME_RS06655,BME_RS06655,100.000,418,0,0,1,418,1,418,0.0,837
BME_RS06660,BME_RS06660,100.000,319,0,0,1,319,1,319,0.0,631
BME_RS06665,BME_RS06665,100.000,883,0,0,1,883,1,883,0.0,1818
BME_RS06670,BME_RS06670,100.000,783,0,0,1,783,1,783,0.0,1601
BME_RS06675,BME_RS06675,100.000,703,0,0,1,703,1,703,0.0,1449
BME_RS06680,BME_RS06680,100.000,983,0,0,1,983,1,983,0.0,1985
BME_RS06685,BME_RS06685,100.000,468,0,0,1,468,1,468,0.0,932
BME_RS06690,BME_RS06690,100.000,235,0,0,1,235,1,235,1.88e-173,473
BME_RS06695,BME_RS06695,100.000,513,0,0,1,513,1,513,0.0,1016
BME_RS06700,BME_RS06700,100.000,158,0,0,1,158,1,158,8.56e-114,316
BME_RS06705,BME_RS06705,100.000,663,0,0,1,663,1,663,0.0,1303
BME_RS06710,BME_RS06710,100.000,165,0,0,1,165,1,165,1.60e-119,331
BME_RS06715,BME_RS06715,100.000,379,0,0,1,379,1,379,0.0,751
BME_RS06720,BME_RS06720,100.000,150,0,0,1,150,1,150,4.41e-110,306
BME_RS06725,BME_RS06725,100.000,436,0,0,1,436,1,436,0.0,874
BME_RS06730,BME_RS06730,100.000,229,0,0,1,229,1,229,2.40e-169,462
BME_RS06735,BME_RS06735,100.000,98,0,0,1,98,1,98,6.68e-66,190
BME_RS06740,BME_RS06740,100.000,68,0,0,1,68,1,68,1.23e-43,131
BME_RS06745,BME_RS06745,100.000,1288,0,0,1,1288,1,1288,0.0,2570
BME_RS06750,BME_RS06750,100.000,144,0,0,1,144,1,144,1.42e-105,294
BME_RS06755,BME_RS06755,100.000,291,0,0,1,291,1,291,0.0,592
BME_RS06760,BME_RS06760,100.000,210,0,0,1,210,1,210,3.98e-153,419
BME_RS06765,BME_RS06765,100.000,181,0,0,1,181,1,181,1.03e-125,348
BME_RS06770,BME_RS06770,100.000,113,0,0,1,113,1,113,1.84e-80,228
BME_RS06775,BME_RS06775,100.000,137,0,0,1,137,1,137,1.09e-97,273
BME_RS06780,BME_RS06780,100.000,125,0,0,1,125,1,125,6.00e-87,245
BME_RS06785,BME_RS06785,100.000,397,0,0,1,397,1,397,0.0,803
BME_RS06790,BME_RS06790,100.000,419,0,0,1,419,1,419,0.0,843
BME_RS06795,BME_RS06795,100.000,170,0,0,1,170,1,170,5.21e-120,332
BME_RS06800,BME_RS06800,100.000,724,0,0,1,724,1,724,0.0,1487
BME_RS06805,BME_RS06805,100.000,203,0,0,1,203,1,203,2.12e-149,409
BME_RS06810,BME_RS06810,100.000,180,0,0,1,180,1,180,3.36e-134,369
BME_RS06815,BME_RS06815,100.000,352,0,0,1,352,1,352,0.0,706
BME_RS06820,BME_RS06820,100.000,115,0,0,1,115,1,115,1.09e-82,234
BME_RS06825,BME_RS06825,100.000,322,0,0,1,322,1,322,0.0,645
BME_RS06830,BME_RS06830,100.000,609,0,0,1,609,1,609,0.0,1233
BME_RS06835,BME_RS06835,100.000,154,0,0,1,154,1,154,2.71e-114,317
BME_RS06840,BME_RS06840,100.000,141,0,0,1,141,1,141,3.72e-104,290
BME_RS06845,BME_RS06845,100.000,445,0,0,1,445,1,445,0.0,882
BME_RS06850,BME_RS06850,100.000,265,0,0,1,265,1,265,0.0,533
BME_RS06855,BME_RS06855,100.000,151,0,0,1,151,1,151,5.31e-110,306
BME_RS06860,BME_RS06860,100.000,103,0,0,1,103,1,103,3.59e-73,209
BME_RS06865,BME_RS06865,100.000,142,0,0,1,142,1,142,7.00e-105,292
BME_RS06870,BME_RS06870,100.000,702,0,0,1,702,1,702,0.0,1449
BME_RS06875,BME_RS06875,100.000,111,0,0,1,111,1,111,2.93e-81,230
BME_RS06880,BME_RS06880,100.000,199,0,0,1,199,1,199,9.53e-149,407
BME_RS06885,BME_RS06885,100.000,217,0,0,1,217,1,217,3.75e-162,443
BME_RS06890,BME_RS06890,100.000,80,0,0,1,80,1,80,5.87e-57,166
BME_RS06895,BME_RS06895,100.000,238,0,0,1,238,1,238,3.33e-180,490
BME_RS06900,BME_RS06900,100.000,503,0,0,1,503,1,503,0.0,1014
BME_RS06905,BME_RS06905,100.000,120,0,0,1,120,1,120,1.71e-80,229
BME_RS06910,BME_RS06910,100.000,432,0,0,1,432,1,432,0.0,847
BME_RS06915,BME_RS06915,100.000,225,0,0,1,225,1,225,6.23e-162,443
BME_RS06920,BME_RS06920,100.000,330,0,0,1,330,1,330,0.0,679
BME_RS06925,BME_RS06925,100.000,76,0,0,1,76,1,76,1.96e-51,152
BME_RS06930,BME_RS06930,100.000,129,0,0,1,129,1,129,3.53e-93,261
BME_RS06935,BME_RS06935,100.000,156,0,0,1,156,1,156,1.55e-113,315
BME_RS06940,BME_RS06940,100.000,340,0,0,1,340,1,340,0.0,699
BME_RS06945,BME_RS06945,100.000,198,0,0,1,198,1,198,8.51e-145,397
BME_RS06950,BME_RS06950,100.000,549,0,0,1,549,1,549,0.0,1133
BME_RS06955,BME_RS06955,100.000,487,0,0,1,487,1,487,0.0,992
BME_RS06965,BME_RS06965,100.000,172,0,0,1,172,1,172,1.59e-127,352
BME_RS06970,BME_RS06970,100.000,343,0,0,1,343,1,343,0.0,680
BME_RS06975,BME_RS06975,100.000,483,0,0,1,483,1,483,0.0,979
BME_RS06980,BME_RS06980,100.000,435,0,0,1,435,1,435,0.0,904
BME_RS06985,BME_RS06985,100.000,390,0,0,1,390,1,390,0.0,797
BME_RS06990,BME_RS06990,100.000,350,0,0,1,350,1,350,0.0,726
BME_RS06995,BME_RS06995,100.000,320,0,0,1,320,1,320,0.0,645
BME_RS07000,BME_RS07000,100.000,333,0,0,1,333,1,333,0.0,646
BME_RS07005,BME_RS07005,100.000,511,0,0,1,511,1,511,0.0,1014
BME_RS07010,BME_RS07010,100.000,369,0,0,1,369,1,369,0.0,765
BME_RS07015,BME_RS07015,100.000,390,0,0,1,390,1,390,0.0,813
BME_RS07020,BME_RS07020,100.000,474,0,0,1,474,1,474,0.0,978
BME_RS07025,BME_RS07025,100.000,451,0,0,1,451,1,451,0.0,917
BME_RS07030,BME_RS07030,100.000,105,0,0,1,105,1,105,9.54e-74,210
BME_RS07045,BME_RS07045,100.000,184,0,0,1,184,1,184,2.20e-137,377
BME_RS07060,BME_RS07060,100.000,372,0,0,1,372,1,372,0.0,767
BME_RS07065,BME_RS13730,100.000,122,0,0,1,122,1,122,2.46e-87,246
BME_RS07080,BME_RS07080,100.000,179,0,0,1,179,1,179,1.60e-125,347
BME_RS07085,BME_RS07085,100.000,362,0,0,1,362,1,362,0.0,751
BME_RS07090,BME_RS07090,100.000,367,0,0,1,367,1,367,0.0,769
BME_RS07095,BME_RS07095,100.000,260,0,0,1,260,1,260,0.0,519
BME_RS07100,BME_RS07100,100.000,252,0,0,1,252,1,252,0.0,506
BME_RS07105,BME_RS07105,100.000,284,0,0,1,284,1,284,0.0,592
BME_RS07110,BME_RS07110,100.000,259,0,0,1,259,1,259,0.0,536
BME_RS07115,BME_RS07115,100.000,313,0,0,1,313,1,313,0.0,605
BME_RS07130,BME_RS07130,100.000,25,0,0,1,25,1,25,2.69e-13,52.4
BME_RS07135,BME_RS07135,100.000,335,0,0,1,335,1,335,0.0,644
BME_RS07140,BME_RS07140,100.000,622,0,0,1,622,1,622,0.0,1261
BME_RS07145,BME_RS07145,100.000,278,0,0,1,278,1,278,0.0,559
BME_RS07150,BME_RS07150,100.000,118,0,0,1,118,1,118,8.05e-86,242
BME_RS07155,BME_RS07155,100.000,169,0,0,1,169,1,169,2.17e-125,346
BME_RS07160,BME_RS07160,100.000,199,0,0,1,199,1,199,2.78e-138,381
BME_RS07165,BME_RS07165,100.000,301,0,0,1,301,1,301,0.0,609
BME_RS07170,BME_RS07170,100.000,262,0,0,1,262,1,262,0.0,529
BME_RS07175,BME_RS07175,100.000,134,0,0,1,134,1,134,5.88e-96,269
BME_RS07180,BME_RS07180,100.000,272,0,0,1,272,1,272,0.0,560
BME_RS07185,BME_RS07185,100.000,887,0,0,1,887,1,887,0.0,1813
BME_RS07190,BME_RS07190,100.000,113,0,0,1,113,1,113,8.83e-81,229
BME_RS07195,BME_RS07195,100.000,297,0,0,1,297,1,297,0.0,595
BME_RS07200,BME_RS07200,100.000,1152,0,0,1,1152,1,1152,0.0,2253
BME_RS07205,BME_RS07205,100.000,217,0,0,1,217,1,217,3.32e-164,448
BME_RS07210,BME_RS07210,100.000,175,0,0,1,175,1,175,1.70e-124,344
BME_RS07215,BME_RS07215,100.000,358,0,0,1,358,1,358,0.0,733
BME_RS07220,BME_RS07220,100.000,205,0,0,1,205,1,205,4.89e-154,421
BME_RS07225,BME_RS07225,100.000,377,0,0,1,377,1,377,0.0,783
BME_RS07230,BME_RS07230,100.000,568,0,0,1,568,1,568,0.0,1123
BME_RS07235,BME_RS07235,100.000,228,0,0,1,228,1,228,1.47e-169,462
BME_RS07240,BME_RS07240,100.000,61,0,0,1,61,1,61,8.16e-41,124
BME_RS07245,BME_RS07245,100.000,544,0,0,1,544,1,544,0.0,1117
BME_RS07250,BME_RS07250,100.000,192,0,0,1,192,1,192,1.04e-144,397
BME_RS07255,BME_RS07255,100.000,463,0,0,1,463,1,463,0.0,955
BME_RS07260,BME_RS07260,100.000,430,0,0,1,430,1,430,0.0,882
BME_RS07265,BME_RS07265,100.000,206,0,0,1,206,1,206,4.19e-155,424
BME_RS07270,BME_RS07270,100.000,964,0,0,1,964,1,964,0.0,1956
BME_RS07275,BME_RS07275,100.000,200,0,0,1,200,1,200,3.11e-150,411
BME_RS07280,BME_RS07280,100.000,266,0,0,1,266,1,266,0.0,539
BME_RS07285,BME_RS07285,100.000,161,0,0,1,161,1,161,1.22e-116,323
BME_RS07290,BME_RS07290,100.000,154,0,0,1,154,1,154,3.50e-113,314
BME_RS07295,BME_RS07295,100.000,326,0,0,1,326,1,326,0.0,675
BME_RS07300,BME_RS07300,100.000,346,0,0,1,346,1,346,0.0,709
BME_RS07305,BME_RS07305,100.000,249,0,0,1,249,1,249,0.0,506
BME_RS07310,BME_RS07310,100.000,127,0,0,1,127,1,127,9.22e-93,260
BME_RS07315,BME_RS07315,100.000,292,0,0,1,292,1,292,0.0,587
BME_RS07320,BME_RS07320,100.000,201,0,0,1,201,1,201,1.32e-152,417
BME_RS07325,BME_RS07325,100.000,61,0,0,1,61,1,61,1.64e-41,125
BME_RS07330,BME_RS07330,100.000,315,0,0,1,315,1,315,0.0,624
BME_RS07335,BME_RS07335,100.000,552,0,0,1,552,1,552,0.0,1103
BME_RS07340,BME_RS07340,100.000,295,0,0,1,295,1,295,0.0,601
BME_RS07345,BME_RS07345,100.000,208,0,0,1,208,1,208,1.48e-153,421
BME_RS07350,BME_RS07350,100.000,470,0,0,1,470,1,470,0.0,963
BME_RS07355,BME_RS07355,100.000,220,0,0,1,220,1,220,3.07e-164,448
BME_RS07360,BME_RS07360,100.000,282,0,0,1,282,1,282,0.0,558
BME_RS07365,BME_RS07365,100.000,412,0,0,1,412,1,412,0.0,840
BME_RS07370,BME_RS07370,100.000,420,0,0,1,420,1,420,0.0,848
BME_RS07375,BME_RS07375,100.000,78,0,0,1,78,1,78,5.45e-50,148
BME_RS07380,BME_RS07380,100.000,245,0,0,1,245,1,245,0.0,497
BME_RS07385,BME_RS07385,100.000,314,0,0,1,314,1,314,0.0,625
BME_RS07390,BME_RS07390,100.000,148,0,0,1,148,1,148,3.99e-107,298
BME_RS07395,BME_RS07395,100.000,82,0,0,1,82,1,82,5.26e-57,166
BME_RS07400,BME_RS07400,100.000,323,0,0,1,323,1,323,0.0,624
BME_RS07405,BME_RS07405,100.000,189,0,0,1,189,1,189,1.38e-139,384
BME_RS07410,BME_RS07410,100.000,426,0,0,1,426,1,426,0.0,892
BME_RS07415,BME_RS07415,100.000,501,0,0,1,501,1,501,0.0,1025
BME_RS07420,BME_RS07420,100.000,467,0,0,1,467,1,467,0.0,943
BME_RS07425,BME_RS07425,100.000,192,0,0,1,192,1,192,2.62e-136,375
BME_RS07430,BME_RS07430,100.000,496,0,0,1,496,1,496,0.0,1019
BME_RS07435,BME_RS07435,100.000,246,0,0,1,246,1,246,0.0,501
BME_RS07440,BME_RS07440,100.000,278,0,0,1,278,1,278,0.0,553
BME_RS07445,BME_RS07445,100.000,251,0,0,1,251,1,251,0.0,512
BME_RS07450,BME_RS07450,100.000,628,0,0,1,628,1,628,0.0,1282
BME_RS07455,BME_RS07455,100.000,404,0,0,1,404,1,404,0.0,803
BME_RS07460,BME_RS07460,100.000,121,0,0,1,121,1,121,5.00e-85,240
BME_RS07465,BME_RS07465,100.000,200,0,0,1,200,1,200,1.51e-149,410
BME_RS07470,BME_RS07470,100.000,415,0,0,1,415,1,415,0.0,840
BME_RS07475,BME_RS07475,100.000,253,0,0,1,253,1,253,0.0,509
BME_RS07480,BME_RS07480,100.000,643,0,0,1,643,1,643,0.0,1300
BME_RS07485,BME_RS07485,100.000,315,0,0,1,315,1,315,0.0,633
BME_RS07490,BME_RS07490,100.000,183,0,0,1,183,1,183,2.23e-123,342
BME_RS07495,BME_RS07495,100.000,86,0,0,1,86,1,86,9.84e-54,158
BME_RS07500,BME_RS07500,100.000,172,0,0,1,172,1,172,1.14e-122,339
BME_RS07505,BME_RS07505,100.000,84,0,0,1,84,1,84,1.07e-57,168
BME_RS07510,BME_RS07510,100.000,316,0,0,1,316,1,316,0.0,649
BME_RS07515,BME_RS07515,100.000,371,0,0,1,371,1,371,0.0,757
BME_RS07520,BME_RS07520,100.000,364,0,0,1,364,1,364,0.0,744
BME_RS07525,BME_RS07525,100.000,83,0,0,1,83,1,83,1.29e-56,166
BME_RS07530,BME_RS07530,100.000,225,0,0,1,225,1,225,1.16e-169,462
BME_RS07535,BME_RS07535,100.000,70,0,0,1,70,1,70,1.47e-46,139
BME_RS07545,BME_RS07545,100.000,69,0,0,1,69,1,69,5.28e-47,140
BME_RS07550,BME_RS07550,100.000,196,0,0,1,196,1,196,3.44e-149,408
BME_RS07555,BME_RS07555,100.000,272,0,0,1,272,1,272,0.0,553
BME_RS07560,BME_RS07560,100.000,313,0,0,1,313,1,313,0.0,617
BME_RS07570,BME_RS07570,100.000,203,0,0,1,203,1,203,8.96e-153,418
BME_RS07575,BME_RS07575,100.000,333,0,0,1,333,1,333,0.0,664
BME_RS07580,BME_RS07580,100.000,427,0,0,1,427,1,427,0.0,860
BME_RS07585,BME_RS07585,100.000,381,0,0,1,381,1,381,0.0,774
BME_RS07590,BME_RS07590,100.000,592,0,0,1,592,1,592,0.0,1208
BME_RS07595,BME_RS07595,100.000,250,0,0,1,250,1,250,0.0,502
BME_RS07600,BME_RS07600,100.000,188,0,0,1,188,1,188,7.56e-139,382
BME_RS07605,BME_RS07605,100.000,75,0,0,1,75,1,75,1.00e-47,142
BME_RS07610,BME_RS07610,100.000,105,0,0,1,105,1,105,2.99e-73,209
BME_RS07615,BME_RS07615,100.000,470,0,0,1,470,1,470,0.0,959
BME_RS07620,BME_RS07620,100.000,323,0,0,1,323,1,323,0.0,635
BME_RS07625,BME_RS07625,100.000,777,0,0,1,777,1,777,0.0,1560
BME_RS07630,BME_RS07630,100.000,308,0,0,1,308,1,308,0.0,648
BME_RS07635,BME_RS07635,100.000,621,0,0,1,621,1,621,0.0,1259
BME_RS07640,BME_RS07640,100.000,338,0,0,1,338,1,338,0.0,680
BME_RS07645,BME_RS07645,100.000,75,0,0,1,75,1,75,1.19e-50,150
BME_RS07650,BME_RS07650,100.000,260,0,0,1,260,1,260,0.0,509
BME_RS07655,BME_RS07655,100.000,736,0,0,1,736,1,736,0.0,1470
BME_RS07660,BME_RS07660,100.000,61,0,0,1,61,1,61,4.80e-42,127
BME_RS07665,BME_RS07665,100.000,299,0,0,1,299,1,299,0.0,597
BME_RS07670,BME_RS07670,100.000,72,0,0,1,72,1,72,1.25e-48,144
BME_RS07675,BME_RS07675,100.000,168,0,0,1,168,1,168,5.71e-119,330
BME_RS07680,BME_RS07680,100.000,388,0,0,1,388,1,388,0.0,794
BME_RS07685,BME_RS07685,100.000,220,0,0,1,220,1,220,2.28e-160,439
BME_RS07690,BME_RS07690,100.000,159,0,0,1,159,1,159,5.48e-111,309
BME_RS07695,BME_RS07695,100.000,208,0,0,1,208,1,208,1.31e-150,413
BME_RS07700,BME_RS07700,100.000,75,0,0,1,75,1,75,8.40e-48,142
BME_RS07705,BME_RS07705,100.000,249,0,0,1,249,1,249,1.65e-177,484
BME_RS07710,BME_RS07710,100.000,132,0,0,1,132,1,132,2.47e-93,262
BME_RS07715,BME_RS07715,100.000,429,0,0,1,429,1,429,0.0,889
BME_RS07720,BME_RS07720,100.000,438,0,0,1,438,1,438,0.0,895
BME_RS07725,BME_RS07725,100.000,483,0,0,1,483,1,483,0.0,974
BME_RS07730,BME_RS07730,100.000,223,0,0,1,223,1,223,3.16e-161,441
BME_RS07735,BME_RS07735,100.000,332,0,0,1,332,1,332,0.0,694
BME_RS07740,BME_RS07740,100.000,415,0,0,1,415,1,415,0.0,840
BME_RS07745,BME_RS07745,100.000,370,0,0,1,370,1,370,0.0,718
BME_RS07750,BME_RS07750,100.000,347,0,0,1,347,1,347,0.0,698
BME_RS07755,BME_RS07755,100.000,116,0,0,1,116,1,116,1.59e-86,243
BME_RS07760,BME_RS07760,100.000,361,0,0,1,361,1,361,0.0,744
BME_RS07765,BME_RS07765,100.000,481,0,0,1,481,1,481,0.0,933
BME_RS07770,BME_RS07770,100.000,204,0,0,1,204,1,204,1.07e-152,418
BME_RS07775,BME_RS07775,100.000,80,0,0,1,80,1,80,1.09e-56,165
BME_RS07780,BME_RS07780,100.000,152,0,0,1,152,1,152,3.80e-112,311
BME_RS07785,BME_RS07785,100.000,541,0,0,1,541,1,541,0.0,1095
BME_RS07790,BME_RS07790,100.000,243,0,0,1,243,1,243,0.0,505
BME_RS07795,BME_RS07795,100.000,52,0,0,1,52,1,52,2.94e-34,107
BME_RS07800,BME_RS07800,100.000,287,0,0,1,287,1,287,0.0,590
BME_RS07805,BME_RS07805,100.000,516,0,0,1,516,1,516,0.0,1069
BME_RS07810,BME_RS07810,100.000,165,0,0,1,165,1,165,1.83e-123,341
