Abortus2308|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS31500,AYT27_RS06425,53.968,126,58,0,10,135,2,127,1.24e-46,144
BAB_RS31515,AYT27_RS06715,36.697,109,69,0,42,150,25,133,6.85e-17,69.3
BAB_RS31585,AYT27_RS06125,31.884,138,90,2,70,207,70,203,1.68e-14,66.2
BAB_RS31640,AYT27_RS01235,25.845,503,311,18,21,484,24,503,3.87e-34,130
BAB_RS31655,AYT27_RS01985,35.358,461,286,9,14,466,17,473,4.28e-86,268
BAB_RS31680,AYT27_RS01985,38.462,455,272,5,42,492,25,475,2.49e-97,298
BAB_RS31700,AYT27_RS00540,25.284,352,231,9,22,364,13,341,6.39e-25,101
BAB_RS31705,AYT27_RS00540,25.359,418,258,9,36,448,23,391,1.62e-37,137
BAB_RS31730,AYT27_RS01985,35.924,476,291,8,16,486,5,471,1.93e-93,288
BAB_RS31750,AYT27_RS04245,31.154,260,141,3,335,564,4,255,2.22e-35,129
BAB_RS31755,AYT27_RS04240,30.932,236,155,2,1,229,1,235,2.97e-42,139
BAB_RS31765,AYT27_RS06230,23.166,259,178,7,39,283,41,292,1.39e-09,53.5
BAB_RS31775,AYT27_RS00970,26.374,182,126,5,1,177,1,179,8.22e-13,64.3
BAB_RS31780,AYT27_RS00960,26.718,131,88,2,39,162,43,172,1.06e-08,50.4
BAB_RS31785,AYT27_RS00965,29.630,297,198,6,19,310,4,294,1.43e-40,139
BAB_RS31790,AYT27_RS00955,46.565,262,121,2,1,261,1,244,4.68e-75,233
BAB_RS31810,AYT27_RS00955,36.564,227,136,5,5,225,4,228,1.75e-43,146
BAB_RS31835,AYT27_RS04260,24.403,377,269,9,11,384,5,368,1.04e-20,88.6
BAB_RS31840,AYT27_RS04255,42.553,47,27,0,2,48,4,50,9.84e-09,47.8
BAB_RS31845,AYT27_RS04255,36.774,155,95,2,8,159,199,353,7.17e-15,66.6
BAB_RS31850,AYT27_RS04250,31.250,224,128,6,38,239,43,262,6.62e-20,84.7
BAB_RS31855,AYT27_RS04245,38.889,252,138,3,3,240,4,253,6.96e-53,168
BAB_RS31860,AYT27_RS04240,42.308,234,133,2,9,241,3,235,5.49e-66,200
BAB_RS31875,AYT27_RS00265,26.455,189,133,4,50,236,7,191,3.96e-17,78.6
BAB_RS31880,AYT27_RS08695,28.862,246,146,6,116,353,3,227,4.29e-23,93.6
BAB_RS31905,AYT27_RS05775,56.818,44,19,0,99,142,87,130,2.22e-10,50.8
BAB_RS31945,AYT27_RS01195,71.875,32,9,0,1,32,1,32,3.68e-09,41.6
BAB_RS31950,AYT27_RS00610,60.212,377,142,3,1,370,1,376,1.92e-162,466
BAB_RS31955,AYT27_RS00610,49.474,285,139,2,2,281,384,668,1.19e-101,307
BAB_RS31975,AYT27_RS00770,29.508,976,525,30,172,1056,276,1179,4.28e-70,254
BAB_RS32020,AYT27_RS00510,79.189,370,77,0,18,387,18,387,0.0,599
BAB_RS32065,AYT27_RS02695,32.946,516,299,13,105,598,121,611,1.42e-66,224
BAB_RS32145,AYT27_RS02670,26.696,457,289,18,9,450,8,433,8.37e-37,137
BAB_RS32150,AYT27_RS01040,37.097,62,35,1,6,63,10,71,9.42e-08,43.9
BAB_RS32515,AYT27_RS01315,49.057,53,26,1,1,52,1,53,1.57e-11,58.5
BAB_RS32575,AYT27_RS06435,29.109,505,340,6,11,501,16,516,3.32e-67,221
BAB_RS32650,AYT27_RS03180,86.207,29,4,0,1,29,1,29,9.71e-14,57.4
BAB_RS32705,AYT27_RS05630,75.610,41,9,1,53,93,51,90,1.04e-12,56.2
BAB_RS32750,AYT27_RS00100,48.837,86,44,0,13,98,81,166,1.86e-23,84.3
BAB_RS32795,AYT27_RS06215,24.717,530,360,17,3,511,14,525,1.51e-29,117
BAB_RS33225,AYT27_RS00680,30.357,280,190,2,6,285,22,296,2.12e-30,116
BAB_RS33230,AYT27_RS04495,24.651,215,138,7,55,250,91,300,1.64e-09,53.5
BAB_RS33385,AYT27_RS00085,32.919,161,104,2,10,166,33,193,4.87e-22,89.0
BAB_RS33450,AYT27_RS01090,62.500,40,15,0,3,42,2,41,5.34e-14,59.3
BAB_RS33475,AYT27_RS04230,34.839,155,85,5,1,142,117,268,9.51e-09,52.0
BAB_RS33480,AYT27_RS04230,36.047,86,54,1,1,86,1,85,4.42e-08,47.8
