Melitensis16M|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS10705,SM_b21528,38.934,244,142,2,10,246,28,271,6.88e-42,141
BME_RS10710,SMc02346,46.018,226,99,1,20,222,34,259,3.20e-65,201
BME_RS10715,SMc02344,26.727,333,220,9,3,318,10,335,8.20e-16,74.3
BME_RS10720,SMc00127,26.562,448,269,16,2,415,7,428,1.06e-20,92.4
BME_RS10730,SM_b20630,42.359,373,191,4,2,371,8,359,5.43e-96,288
BME_RS10735,SM_b20232,33.667,300,189,5,4,296,1,297,5.12e-49,163
BME_RS10740,SMc04137,34.351,262,152,5,22,272,42,294,9.82e-39,135
BME_RS10745,SM_b20416,23.913,368,262,11,13,368,10,371,1.15e-14,72.8
BME_RS10750,SMc02876,33.333,240,142,4,9,240,21,250,4.75e-30,110
BME_RS10755,SMc02232,26.829,205,128,9,25,215,27,223,6.99e-10,56.2
BME_RS10765,SMc02358,39.316,234,133,3,4,229,2,234,3.37e-49,159
BME_RS10770,SM_b20785,34.836,244,140,3,336,562,4,245,1.51e-35,131
BME_RS10775,SMc01951,24.422,303,195,8,1,282,1,290,1.74e-08,52.0
BME_RS10785,SMa0101,28.147,572,355,18,9,558,1,538,5.35e-45,164
BME_RS10790,SMa2213,33.639,327,195,6,11,327,2,316,4.42e-44,159
BME_RS10800,SMc00263,28.704,216,152,2,3,216,14,229,1.70e-19,83.2
BME_RS10805,SMa1334,32.832,399,255,6,9,403,3,392,2.06e-48,167
BME_RS10815,SMa1855,38.549,441,259,8,4,439,3,436,4.33e-96,294
BME_RS10820,SMa1761,53.901,423,191,1,5,427,20,438,5.22e-159,453
BME_RS10825,SMc00017,30.603,232,122,10,66,287,66,268,2.83e-11,60.8
BME_RS10830,SMc01945,31.522,92,63,0,33,124,9,100,4.07e-10,52.8
BME_RS10840,SMa2213,39.873,474,281,2,26,495,11,484,2.35e-110,334
BME_RS10850,SM_b21112,31.449,283,187,3,2,283,1,277,3.19e-41,141
BME_RS10860,SMc02778,63.241,253,93,0,1,253,1,253,2.79e-118,337
BME_RS10875,SMa2412,31.356,118,74,2,199,316,197,307,9.46e-12,62.4
BME_RS10880,SM_b20893,36.070,402,226,8,5,388,15,403,2.63e-68,219
BME_RS10885,SM_b20713,44.643,504,264,7,2,502,20,511,6.42e-141,413
BME_RS10890,SM_b20902,44.951,307,163,4,34,335,27,332,1.92e-76,236
BME_RS10900,SMc02406,43.491,338,184,5,2427,2758,1075,1411,3.30e-78,285
BME_RS10910,SMc03040,44.000,325,133,8,1,281,1,320,1.23e-74,228
BME_RS10920,SMc03041,30.131,229,121,6,1,215,1,204,1.46e-08,50.8
BME_RS10925,SMc03042,43.250,400,166,7,8,364,10,391,2.13e-107,318
BME_RS10930,SMc03043,32.187,407,247,10,40,425,31,429,2.10e-38,141
BME_RS10940,SMc03045,64.607,178,63,0,6,183,10,187,6.40e-85,246
BME_RS10945,SMc03046,70.222,225,63,1,1,225,1,221,4.48e-102,292
BME_RS10950,SMc03047,48.544,412,190,7,1,396,1,406,3.94e-112,332
BME_RS10955,SMc03048,41.856,485,267,6,1,484,1,471,5.05e-101,308
BME_RS10960,SMc03049,36.544,353,210,5,1,347,1,345,3.98e-66,210
BME_RS10965,SMc03050,46.000,100,54,0,1,100,1,100,1.70e-29,100
BME_RS10970,SMc03051,59.231,130,53,0,6,135,2,131,3.33e-52,160
BME_RS10975,SMc03052,53.906,128,56,1,10,134,8,135,3.95e-44,139
BME_RS10980,SMc03053,68.966,87,27,0,2,88,2,88,8.88e-41,127
BME_RS10985,SMc03054,74.359,78,20,0,28,105,18,95,9.79e-36,125
BME_RS10990,SMc03054,69.440,589,180,0,6,594,107,695,0.0,838
BME_RS10995,SMc03055,40.426,235,139,1,9,243,6,239,2.79e-60,188
BME_RS11005,SMc03071,46.715,137,65,3,1,131,1,135,3.77e-29,104
BME_RS11015,SMc03057,29.605,152,99,3,1,148,1,148,6.03e-23,87.8
BME_RS11025,SMc04242,62.400,125,45,1,13,135,6,130,1.29e-54,166
BME_RS11030,SMc04243,69.485,272,83,0,14,285,1,272,1.70e-126,359
BME_RS11035,SMc04244,66.912,272,79,1,16,287,1,261,2.66e-132,375
BME_RS11040,SMc04245,50.857,350,142,4,1,333,1,337,5.28e-117,339
BME_RS11045,SMc02978,39.916,238,110,6,2,237,7,213,9.77e-46,159
BME_RS11050,SM_b20994,59.091,132,53,1,1,131,27,158,5.27e-53,163
BME_RS11055,SMc02875,40.070,287,168,3,8,293,4,287,5.46e-61,193
BME_RS11070,SMc03074,88.000,25,3,0,1,25,1,25,8.62e-10,44.3
BME_RS11075,SMc03220,69.032,155,41,2,104,252,87,240,4.98e-53,198
BME_RS11080,SMc03221,81.579,38,7,0,1,38,2,39,3.41e-14,56.2
BME_RS11085,SMc03075,100.000,25,0,0,1,25,1,25,1.43e-11,48.5
BME_RS11115,SM_b20670,30.806,422,280,5,7,418,5,424,1.03e-37,139
BME_RS11120,SMc01621,43.721,215,117,2,9,219,4,218,3.43e-55,173
BME_RS11135,SMa0956,29.462,353,205,9,14,335,20,359,1.81e-30,119
BME_RS11140,SMa1754,47.339,357,150,8,14,347,9,350,4.48e-99,295
BME_RS11145,SMa0952,48.092,262,134,1,4,265,31,290,1.78e-83,249
BME_RS11150,SMa0951,46.939,245,129,1,16,260,44,287,2.78e-68,210
BME_RS11155,SMa0950,32.416,327,215,3,25,347,32,356,5.84e-59,191
BME_RS11160,SMa1377,26.415,477,315,9,3,470,4,453,2.99e-26,108
BME_RS11170,SMa2079,47.436,312,158,2,5,316,3,308,4.65e-100,295
BME_RS11175,SMc02423,45.000,320,170,4,1,318,8,323,8.23e-90,269
BME_RS11180,SMc01527,40.711,253,142,3,21,271,53,299,3.54e-56,181
BME_RS11185,SMc00787,35.224,335,215,2,1,334,1,334,5.10e-64,204
BME_RS11190,SM_b20476,25.000,504,328,14,38,510,32,516,6.92e-36,137
BME_RS11195,SMa0955,37.931,116,66,2,46,159,112,223,5.15e-20,80.5
BME_RS11200,SMc03126,49.842,317,152,4,20,332,3,316,3.17e-101,299
BME_RS11205,SMc03268,57.143,259,111,0,9,267,26,284,3.04e-101,308
BME_RS11210,SMc03272,49.153,118,60,0,35,152,19,136,8.88e-30,111
BME_RS11215,SM_b20477,42.357,314,179,2,1,312,1,314,8.72e-76,232
BME_RS11220,SMc02025,29.293,396,235,13,56,426,47,422,5.82e-36,137
BME_RS11235,SM_b20753,36.605,377,237,2,2,378,3,377,6.20e-80,248
BME_RS11240,SMc01153,49.398,249,116,2,39,282,14,257,3.51e-67,207
BME_RS11245,SMc00727,38.434,281,172,1,11,291,2,281,2.73e-59,195
BME_RS11250,SMc03202,34.516,310,184,4,399,692,1,307,9.71e-47,166
BME_RS11255,SM_b21037,28.704,432,264,15,16,423,7,418,6.29e-37,141
BME_RS11260,SMc01032,32.402,179,95,3,1,153,1,179,1.98e-18,84.3
BME_RS11265,SM_b20586,28.112,249,162,3,21,261,8,247,2.99e-21,87.4
BME_RS11270,SMc01526,40.498,321,182,3,17,333,28,343,3.95e-77,238
BME_RS11275,SMc00788,51.852,108,51,1,112,218,193,300,1.13e-31,114
BME_RS11280,SMc03125,50.498,301,144,3,9,309,7,302,4.02e-99,294
BME_RS11285,SMa1370,50.000,318,154,3,10,324,7,322,3.81e-101,298
BME_RS11290,SM_b21182,42.119,387,210,5,52,428,4,386,7.76e-105,315
BME_RS11295,SM_b20378,47.706,436,227,1,5,440,10,444,5.20e-141,411
BME_RS11300,SMc01974,35.233,193,124,1,29,221,22,213,4.10e-30,109
BME_RS11315,SMc02915,90.000,30,3,0,1,30,1,30,1.05e-15,59.3
BME_RS11325,SMc02885,66.047,215,72,1,1,214,1,215,1.16e-106,303
BME_RS11330,SMc02883,60.606,66,26,0,3,68,5,70,8.96e-21,75.1
BME_RS11335,SMc04121,83.575,207,34,0,2,208,3,209,3.47e-127,355
BME_RS11340,SMc01155,74.319,257,66,0,13,269,14,270,4.81e-139,390
BME_RS11345,SMc01156,67.113,523,172,0,1,523,1,523,0.0,715
BME_RS11350,SMc01161,72.319,401,107,2,4,404,3,399,0.0,544
BME_RS11355,SMc00427,76.117,515,123,0,7,521,9,523,0.0,826
BME_RS11360,SMc00032,62.644,174,65,0,9,182,5,178,1.10e-65,197
BME_RS11365,SMc02076,60.780,487,190,1,1,486,1,487,0.0,623
BME_RS11370,SMc01813,64.794,267,93,1,5,270,3,269,7.82e-118,337
BME_RS11375,SMa0260,35.652,115,72,1,322,436,365,477,9.50e-12,64.3
BME_RS11390,SMc00166,36.041,197,125,1,3,198,15,211,1.78e-34,119
BME_RS11395,SMa0101,27.383,577,344,22,31,580,10,538,4.32e-38,145
BME_RS11400,SMc00434,96.552,29,1,0,1,29,1,29,3.80e-15,57.8
BME_RS11405,SMc02838,78.431,204,44,0,1,204,1,204,1.68e-117,330
BME_RS11410,SMc02837,72.593,270,74,0,9,278,3,272,7.92e-132,372
BME_RS11415,SMc02836,58.615,592,245,0,6,597,6,597,0.0,725
BME_RS11420,SMc02835,60.479,334,132,0,7,340,5,338,1.40e-144,409
BME_RS11425,SMc02834,70.248,121,36,0,1,121,1,121,9.19e-61,180
BME_RS11430,SMc02833,60.510,314,116,6,4,313,6,315,4.63e-129,369
BME_RS11435,SMc00405,54.167,288,132,0,1,288,1,288,9.28e-113,325
BME_RS11440,SMc00406,67.622,349,113,0,26,374,14,362,0.0,508
BME_RS11445,SMc00407,63.043,230,85,0,1,230,1,230,1.82e-111,317
BME_RS11450,SMc00408,67.451,255,83,0,5,259,5,259,2.58e-110,317
BME_RS11455,SMc00410,61.300,323,123,1,8,328,3,325,1.18e-133,380
BME_RS11460,SMc00349,86.190,601,82,1,3,602,8,608,0.0,1072
BME_RS11470,SMc00345,72.165,97,22,2,1,97,1,92,6.75e-46,140
BME_RS11475,SMc01102,63.391,407,130,4,7,407,8,401,0.0,519
BME_RS11480,SMc01101,68.966,174,54,0,1,174,5,178,1.27e-92,265
BME_RS11485,SMc01100,66.221,299,101,0,1,299,3,301,3.35e-142,401
BME_RS11490,SMc01099,65.587,247,85,0,1,247,1,247,3.29e-122,345
BME_RS11495,SMc01097,28.934,197,135,2,1,194,1,195,3.31e-16,71.2
BME_RS11500,SMc01096,75.064,393,97,1,3,395,2,393,0.0,594
BME_RS11505,SMc00998,45.509,167,86,4,32,194,33,198,1.97e-42,139
BME_RS11510,SMc01732,81.053,285,53,1,1,284,12,296,1.97e-172,476
BME_RS11515,SMc01731,71.481,270,77,0,6,275,16,285,2.41e-136,384
BME_RS11520,SMc01730,62.996,227,84,0,4,230,30,256,2.33e-104,300
BME_RS11525,SMc01726,85.121,289,43,0,8,296,7,295,0.0,504
BME_RS11530,SMc01722,82.673,202,35,0,61,262,12,213,4.92e-124,350
BME_RS11535,SMc01721,63.443,610,206,5,1,609,2,595,0.0,797
BME_RS11540,SMc01720,57.627,118,43,1,2,119,5,115,2.52e-37,121
BME_RS11545,SMc04434,88.636,44,5,0,1,44,1,44,6.25e-22,76.3
BME_RS11550,SMc00791,68.421,114,36,0,1,114,1,114,9.50e-56,166
BME_RS11560,SMc03902,92.000,25,2,0,1,25,1,25,8.18e-09,41.6
BME_RS11565,SMc02892,33.247,388,250,4,42,423,44,428,8.40e-39,144
BME_RS11570,SM_b20773,32.258,186,126,0,9,194,20,205,1.47e-22,89.4
BME_RS11575,SMa2213,38.947,475,276,6,25,490,10,479,1.29e-107,327
BME_RS11580,SMc02041,35.968,253,151,6,1,252,11,253,1.27e-39,135
BME_RS11585,SM_b20476,32.790,491,273,18,25,474,31,505,1.10e-56,194
BME_RS11590,SMc04034,36.570,309,193,1,4,312,6,311,2.24e-74,229
BME_RS11595,SMc02028,42.912,261,149,0,23,283,9,269,1.83e-70,216
BME_RS11600,SMc03125,50.000,318,146,4,14,330,13,318,4.21e-93,278
BME_RS11605,SM_b20479,53.435,262,121,1,1,262,1,261,7.35e-91,268
BME_RS11610,SMc01352,28.454,485,307,11,1,449,1,481,2.80e-31,123
BME_RS11615,SMa0255,59.327,327,128,3,1,325,1,324,2.67e-125,360
BME_RS11620,SM_b20101,69.643,392,119,0,4,395,13,404,0.0,570
BME_RS11625,SM_b20523,31.797,217,134,5,125,335,135,343,1.29e-22,95.1
BME_RS11635,SMc00036,33.981,206,123,6,1,197,2,203,2.30e-24,92.8
BME_RS11660,SM_b21140,59.350,246,100,0,11,256,26,271,2.41e-107,310
BME_RS11675,SM_b20016,32.056,287,188,2,40,319,44,330,1.07e-28,110
BME_RS11680,SM_b20015,40.569,281,164,2,36,313,32,312,7.14e-49,163
BME_RS11685,SMc00791,46.087,115,57,2,2,114,3,114,2.64e-29,99.8
BME_RS11690,SMc01282,61.692,201,75,2,19,217,15,215,5.12e-80,236
BME_RS11695,SMc01281,66.881,311,102,1,9,319,4,313,5.20e-156,436
BME_RS11700,SMc01956,46.569,204,108,1,79,282,315,517,3.40e-53,179
BME_RS11705,SMc02979,64.526,327,111,1,1,322,1,327,1.96e-157,441
BME_RS11710,SMc02978,78.846,364,76,1,7,370,2,364,0.0,537
BME_RS11715,SMc02977,68.163,245,78,0,7,251,19,263,2.71e-115,328
BME_RS11720,SMc02976,59.322,59,24,0,16,74,36,94,1.31e-17,69.7
BME_RS11730,SMc02975,76.877,333,77,0,1,333,2,334,0.0,531
BME_RS11735,SMc04462,59.223,309,125,1,8,316,6,313,7.42e-123,353
BME_RS11740,SMc03943,58.197,244,102,0,9,252,2,245,2.00e-96,282
BME_RS11745,SMa0513,34.146,246,155,4,5,246,4,246,2.82e-39,134
BME_RS11750,SMc03942,40.362,773,450,4,1,763,1,772,0.0,584
BME_RS11765,SMc03941,56.000,75,31,2,1,74,1,74,2.52e-22,79.3
BME_RS11770,SMc03950,74.801,377,95,0,1,377,1,377,0.0,575
BME_RS11775,SMc03939,78.417,139,27,1,1,139,1,136,4.65e-73,212
BME_RS11780,SMc03938,81.116,466,88,0,1,466,1,466,0.0,712
BME_RS11790,SMc01502,42.365,203,102,3,9,203,10,205,2.24e-44,145
BME_RS11795,SMc03927,58.599,157,65,0,1,157,1,157,3.04e-65,194
BME_RS11810,SMc03934,89.855,69,7,0,1,69,15,83,2.57e-39,122
BME_RS11815,SMc03935,67.424,264,82,2,32,294,32,292,3.24e-128,364
BME_RS11820,SMa1358,37.121,132,70,4,3,132,1,121,1.44e-20,78.6
BME_RS11825,SMc03158,48.848,217,108,1,7,220,4,220,9.96e-53,167
BME_RS11830,SMc03159,51.205,332,155,3,24,349,28,358,2.15e-105,311
BME_RS11835,SMc03157,51.883,239,113,2,40,277,21,258,1.02e-82,247
BME_RS11840,SMc03116,71.132,530,153,0,3,532,2,531,0.0,808
BME_RS11845,SMc03117,72.948,329,85,2,1,329,1,325,1.08e-175,488
BME_RS11850,SMc03118,82.034,295,53,0,1,295,1,295,3.17e-155,432
BME_RS11855,SMc03119,74.262,237,56,1,5,241,2,233,1.92e-127,358
BME_RS11860,SMc03120,77.016,248,57,0,22,269,11,258,8.20e-137,384
BME_RS11865,SMc03121,79.494,395,81,0,6,400,6,400,0.0,671
BME_RS11870,SMc03122,61.333,300,115,1,1,299,1,300,3.06e-133,378
BME_RS11880,SMc00678,69.014,142,44,0,2,143,19,160,3.94e-63,188
BME_RS11885,SMc00677,60.279,574,219,2,1,574,1,565,0.0,670
BME_RS11890,SMc00676,65.060,332,114,1,8,339,2,331,6.90e-166,463
BME_RS11905,SMc04455,55.373,549,242,2,7,554,1,547,0.0,625
BME_RS11910,SMc00241,56.485,239,104,0,3,241,4,242,9.34e-86,253
BME_RS11915,SM_b21590,64.706,34,12,0,50,83,276,309,1.98e-09,50.4
BME_RS11920,SM_b20892,60.790,329,127,1,4,330,3,331,3.09e-139,395
BME_RS11925,SMc00588,58.033,305,128,0,7,311,4,308,3.98e-127,363
BME_RS11930,SMa0235,64.129,591,206,3,11,601,8,592,0.0,778
BME_RS11935,SMc00881,45.946,296,158,2,8,301,6,301,2.16e-82,249
BME_RS11940,SMc00882,65.700,207,71,0,4,210,3,209,1.26e-86,252
BME_RS11955,SM_b20894,69.133,473,146,0,56,528,33,505,0.0,671
BME_RS11960,SM_b20893,58.621,406,153,2,1,396,1,401,2.23e-156,444
BME_RS11965,SMa0093,48.387,279,143,1,10,288,2,279,5.13e-85,254
BME_RS11970,SMc00667,46.774,186,98,1,5,189,9,194,2.19e-52,164
BME_RS11975,SM_b21163,86.511,556,75,0,1,556,1,556,0.0,995
BME_RS11980,SM_b21164,76.604,265,62,0,1,265,1,265,1.78e-146,408
BME_RS11995,SMc00673,53.463,462,196,8,5,452,4,460,4.99e-150,432
BME_RS12000,SM_b20048,59.052,232,95,0,14,245,1,232,1.46e-99,287
BME_RS12005,SMc04388,74.715,439,110,1,3,440,5,443,0.0,687
BME_RS12010,SMc04387,78.571,182,39,0,1,182,1,182,8.60e-108,303
BME_RS12015,SMc03265,26.747,415,293,7,5,416,8,414,2.12e-30,119
BME_RS12020,SMc00557,41.282,390,203,5,10,388,2,376,1.54e-82,255
BME_RS12025,SMc01168,51.370,146,71,0,1,146,1,146,1.15e-45,144
BME_RS12030,SMc00638,36.806,288,139,9,3,283,6,257,4.57e-42,143
BME_RS12035,SM_b20850,82.979,376,64,0,1,376,1,376,0.0,649
BME_RS12040,SMc04444,24.852,507,322,15,25,506,223,695,3.16e-38,150
BME_RS12050,SM_b20346,33.929,336,214,5,59,390,41,372,2.86e-44,155
BME_RS12055,SM_b20346,33.521,355,220,8,14,361,17,362,4.06e-48,164
BME_RS12060,SM_b20345,43.164,1024,577,3,2,1022,8,1029,0.0,841
BME_RS12065,SMc02876,49.153,236,118,2,21,255,19,253,2.47e-65,201
BME_RS12070,SMc02877,43.452,336,188,2,8,342,5,339,7.06e-83,252
BME_RS12075,SMc02878,49.871,389,189,3,1,387,1,385,5.40e-116,340
BME_RS12085,SMc04154,79.932,294,59,0,1,294,3,296,0.0,503
BME_RS12090,SMc04385,84.314,510,80,0,1,510,1,510,0.0,890
BME_RS12095,SMc04383,77.876,113,25,0,1,113,1,113,4.82e-54,177
BME_RS12100,SMc04882,72.391,297,82,0,1,297,1,297,1.30e-164,457
BME_RS12105,SMc01576,54.654,419,184,2,10,424,10,426,7.48e-147,422
BME_RS12110,SMc02644,79.145,772,152,2,1,767,1,768,0.0,1159
BME_RS12115,SMc01226,67.742,93,30,0,10,102,4,96,3.23e-47,144
BME_RS12120,SMc01227,76.486,370,86,1,1,370,1,369,0.0,566
BME_RS12125,SMc03092,46.099,141,76,0,1,141,1,141,1.83e-38,125
BME_RS12130,SMc03091,53.821,301,135,3,5,303,6,304,3.52e-110,319
BME_RS12135,SM_b21494,72.941,340,92,0,8,347,11,350,0.0,539
BME_RS12140,SMc02351,36.522,115,70,3,11,122,27,141,6.42e-20,78.2
BME_RS12150,SMc03902,92.000,25,2,0,1,25,1,25,8.18e-09,41.6
BME_RS12155,SMc03800,61.963,163,62,0,2,164,61,223,2.52e-71,212
BME_RS12160,SMc03801,54.354,333,140,4,6,329,1,330,1.62e-121,350
BME_RS12165,SMc03802,61.435,223,79,1,1,223,1,216,1.29e-95,276
BME_RS12170,SMc03803,63.333,60,22,0,5,64,3,62,1.17e-22,79.3
BME_RS12175,SMc04405,83.243,370,62,0,1,370,1,370,0.0,634
BME_RS12180,SMc01728,57.593,349,148,0,1,349,1,349,9.23e-142,404
BME_RS12185,SMc04407,74.762,630,155,2,3,632,4,629,0.0,951
BME_RS12190,SMc04410,87.500,344,43,0,1,344,1,344,0.0,631
BME_RS12195,SMc01945,52.941,136,64,0,10,145,1,136,1.47e-46,145
BME_RS12200,SMc00040,68.571,140,44,0,1,140,1,140,1.33e-69,203
BME_RS12205,SMc03791,69.286,140,43,0,1,140,1,140,1.30e-70,206
BME_RS12210,SMc03795,82.090,201,36,0,1,201,1,201,1.17e-126,353
BME_RS12215,SMc03793,56.842,285,122,1,45,329,9,292,2.75e-97,287
BME_RS12220,SMc03792,70.149,67,20,0,1,67,1,67,5.07e-34,108
BME_RS12225,SMc01667,58.974,117,47,1,1,116,1,117,1.21e-44,139
BME_RS12230,SMc04403,67.638,686,216,2,1,681,1,685,0.0,948
BME_RS12235,SMc01261,33.531,337,208,6,121,456,145,466,1.16e-52,181
BME_RS12240,SMc03242,89.309,608,65,0,1,608,1,608,0.0,1119
BME_RS12245,SMc01701,64.249,193,68,1,1,193,1,192,1.10e-77,228
BME_RS12255,SM_b20202,44.689,273,145,1,73,339,57,329,9.61e-74,229
BME_RS12260,SM_b20199,69.886,352,106,0,1,352,1,352,0.0,524
BME_RS12265,SMc01613,61.224,147,50,2,1,145,1,142,8.19e-58,174
BME_RS12270,SMc01614,70.000,250,75,0,4,253,6,255,1.04e-122,347
BME_RS12275,SMc01615,52.590,251,115,2,1,249,1,249,2.73e-89,263
BME_RS12280,SMc01629,60.772,311,120,1,1,309,7,317,6.36e-137,388
BME_RS12285,SMc01616,69.408,304,93,0,1,304,1,304,1.69e-160,447
BME_RS12290,SMc01620,66.733,502,166,1,2,502,3,504,0.0,657
BME_RS12295,SMc01623,54.902,510,229,1,6,514,3,512,0.0,533
BME_RS12300,SM_b20350,34.722,144,87,3,66,202,53,196,6.09e-17,73.9
BME_RS12305,SM_b20351,47.047,508,259,8,11,514,8,509,3.05e-150,437
BME_RS12310,SM_b20352,53.115,305,141,2,21,324,17,320,7.31e-90,271
BME_RS12320,SMc01615,38.367,245,151,0,34,278,6,250,4.85e-52,169
BME_RS12330,SMc01020,47.936,436,224,2,4,438,5,438,3.85e-129,378
BME_RS12340,SM_b21326,25.664,339,192,15,1,304,1,314,5.44e-13,66.2
BME_RS12345,SM_b21186,30.024,423,248,16,62,466,21,413,3.01e-47,166
BME_RS12375,SMc02768,28.390,236,152,6,9,241,21,242,2.26e-17,76.3
BME_RS12380,SMc02292,33.244,749,417,22,13,706,29,749,2.50e-93,317
BME_RS12390,SMc02296,31.412,503,269,20,9,465,8,480,1.97e-53,186
BME_RS12430,SMc02183,88.000,25,3,0,1,25,1,25,1.41e-10,46.2
BME_RS12435,SMc02150,78.931,318,66,1,1,318,1,317,2.91e-176,489
BME_RS12445,SMc02149,33.566,143,91,2,196,335,241,382,8.13e-22,92.8
BME_RS12450,SMc02237,74.313,837,200,4,16,850,19,842,0.0,1252
BME_RS12455,SMc02236,53.363,223,104,0,15,237,20,242,1.05e-77,232
BME_RS12460,SMc02234,49.145,234,119,0,41,274,34,267,1.72e-74,226
BME_RS12465,SMc02232,68.227,299,95,0,3,301,3,301,2.15e-142,401
BME_RS12470,SMc02231,59.031,227,92,1,722,948,3,228,4.61e-76,246
BME_RS12475,SMc01260,40.909,110,65,0,33,142,4,113,2.48e-23,86.3
BME_RS12485,SMc01274,42.105,114,64,1,16,129,7,118,1.51e-18,73.6
BME_RS12490,SMc01274,40.517,116,65,2,7,121,5,117,1.90e-18,73.2
BME_RS12495,SMc02868,31.657,338,223,3,11,340,49,386,9.84e-40,142
BME_RS12500,SMc01457,32.619,1027,663,15,6,1020,23,1032,5.69e-141,447
BME_RS12505,SM_b20446,47.355,397,195,6,1,390,1,390,5.08e-118,347
BME_RS12510,SMa0065,36.364,209,131,2,48,256,20,226,1.96e-40,137
BME_RS12515,SM_b21354,59.053,359,146,1,3,360,5,363,1.93e-153,438
BME_RS12520,SM_b21354,78.261,92,20,0,1,92,378,469,5.28e-47,153
BME_RS12525,SM_b20749,59.053,486,197,2,9,494,2,485,0.0,575
BME_RS12535,SM_b20630,43.974,307,161,4,1,301,52,353,2.08e-75,233
BME_RS12545,SMa0802,30.808,198,136,1,35,232,35,231,1.84e-20,85.9
BME_RS12560,SMa1651,31.358,523,334,17,8,522,17,522,4.49e-72,236
BME_RS12570,SMa0106,37.879,264,163,1,26,288,9,272,3.14e-63,198
BME_RS12575,SMa1371,39.394,231,132,3,27,249,25,255,2.44e-46,155
BME_RS12580,SM_b20111,43.701,254,139,3,3,254,280,531,2.39e-64,207
BME_RS12585,SM_b20753,33.333,357,222,8,31,381,32,378,1.24e-54,182
BME_RS12590,SMc00818,22.667,225,174,0,1,225,67,291,8.44e-11,58.2
BME_RS12605,SMc02229,77.592,598,133,1,1,597,1,598,0.0,989
BME_RS12610,SMc02228,84.328,402,63,0,1,402,1,402,0.0,714
BME_RS12615,SMc02227,72.493,738,202,1,1,738,1,737,0.0,1096
BME_RS12620,SMc02223,66.816,223,64,3,1,218,1,218,1.05e-93,271
BME_RS12625,SMc02222,43.750,160,72,4,114,273,101,242,7.39e-33,120
BME_RS12635,SMc02221,53.030,132,62,0,4,135,5,136,3.61e-37,121
BME_RS12640,SMc04083,26.667,180,111,4,28,189,36,212,3.15e-15,69.3
BME_RS12645,SM_b20600,37.864,103,53,3,1,98,66,162,1.06e-14,64.7
BME_RS12650,SMa2075,38.318,535,319,7,7,536,12,540,6.59e-114,346
BME_RS12655,SMa2085,44.795,317,174,1,13,328,11,327,4.33e-81,247
BME_RS12660,SMa2083,48.162,272,141,0,4,275,59,330,4.93e-79,240
BME_RS12665,SMc02423,46.964,247,120,1,13,248,21,267,2.33e-74,227
BME_RS12670,SMa1370,48.548,241,113,2,20,249,32,272,1.09e-67,209
BME_RS12675,SMc02677,48.800,250,124,4,5,253,9,255,1.47e-64,201
BME_RS12680,SMc03059,70.270,296,88,0,4,299,4,299,6.93e-152,424
BME_RS12685,SMc03068,77.778,603,134,0,5,607,2,604,0.0,967
BME_RS12690,SMc03069,54.545,231,105,0,1,231,1,231,1.23e-74,223
BME_RS12695,SMc03070,75.560,491,120,0,1,491,1,491,0.0,794
BME_RS12700,SMc02041,36.800,250,145,5,4,249,13,253,9.83e-43,143
BME_RS12705,SMc01212,30.319,188,109,8,51,225,22,200,1.06e-08,54.3
BME_RS12710,SMc01883,36.667,90,56,1,10,98,12,101,9.73e-10,48.9
BME_RS12715,SMc00559,36.735,245,146,3,3,246,15,251,2.93e-39,134
BME_RS12720,SMc00131,36.667,150,94,1,3,152,1,149,2.17e-33,113
BME_RS12735,SMc00761,67.056,428,141,0,1,428,1,428,0.0,592
BME_RS12745,SMc00762,68.936,470,146,0,7,476,9,478,0.0,692
BME_RS12760,SMc00820,59.006,322,126,3,1,322,1,316,2.63e-131,374
BME_RS12765,SMc00378,62.402,508,186,2,4,509,6,510,0.0,596
BME_RS12770,SMc00825,73.304,457,122,0,1,457,1,457,0.0,716
BME_RS12775,SMc00826,62.041,245,93,0,1,245,1,245,9.99e-97,281
BME_RS12780,SMc00562,41.221,131,76,1,12,142,14,143,1.65e-24,89.7
BME_RS12795,SM_b20699,28.797,316,159,8,29,283,49,359,6.79e-25,99.8
BME_RS12800,SM_b20056,69.006,342,105,1,1,342,1,341,1.53e-180,501
BME_RS12805,SM_b20057,82.175,331,59,0,1,331,16,346,0.0,525
BME_RS12810,SM_b20058,76.892,251,58,0,1,251,1,251,7.41e-136,381
BME_RS12815,SM_b21155,56.033,489,208,3,1,488,8,490,0.0,534
BME_RS12820,SM_b21139,49.107,112,56,1,8,119,14,124,4.53e-35,115
BME_RS12825,SM_b21150,36.782,261,160,4,23,279,25,284,2.23e-49,162
BME_RS12835,SM_b21151,27.481,393,266,13,11,394,12,394,4.13e-33,126
BME_RS12840,SM_b21159,39.844,256,133,6,13,253,7,256,6.85e-42,141
BME_RS12845,SM_b20661,56.250,352,147,4,1,347,1,350,5.68e-135,386
BME_RS12850,SM_b21158,37.847,288,177,1,6,293,2,287,6.37e-52,169
BME_RS12855,SM_b21134,49.568,347,172,2,11,354,5,351,6.25e-117,340
BME_RS12860,SM_b21156,54.000,150,68,1,6,154,32,181,8.94e-53,163
BME_RS12870,SMc00670,52.290,262,125,0,9,270,4,265,3.32e-92,276
