S_meliloti|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc02099,AYT27_RS03230,75.107,233,58,0,7,239,7,239,4.62e-131,365
SMc02100,AYT27_RS03225,72.638,307,84,0,1,307,1,307,7.00e-160,444
SMc02101,AYT27_RS03220,81.818,253,46,0,1,253,1,253,7.79e-163,447
SMc02102,AYT27_RS03215,42.023,257,143,3,21,272,18,273,1.23e-69,212
SMc02103,AYT27_RS03210,54.248,153,70,0,1,153,1,153,3.36e-56,169
SMc02106,AYT27_RS03205,60.870,138,54,0,2,139,3,140,1.22e-61,182
SMc02109,AYT27_RS03200,69.816,762,221,3,1,762,1,753,0.0,1090
SMc02110,AYT27_RS03195,57.407,108,45,1,11,117,17,124,4.51e-42,131
SMc02112,AYT27_RS04285,67.647,68,21,1,15,81,1,68,5.55e-30,97.4
SMc02114,AYT27_RS04275,60.976,246,94,1,11,256,9,252,9.60e-108,308
SMc02115,AYT27_RS05015,67.089,79,26,0,1,79,1,79,4.19e-40,123
SMc02116,AYT27_RS05020,35.589,399,232,6,9,385,7,402,8.29e-83,255
SMc02118,AYT27_RS05395,26.471,238,166,5,3,234,2,236,2.04e-14,68.6
SMc02119,AYT27_RS05400,39.806,103,62,0,272,374,120,222,8.23e-17,75.1
SMc02120,AYT27_RS05405,29.952,207,132,3,174,377,36,232,2.08e-25,99.0
SMc02121,AYT27_RS03280,57.371,251,106,1,9,258,7,257,2.89e-109,312
SMc02122,AYT27_RS06475,60.967,269,102,2,2,270,11,276,6.12e-115,327
SMc02136,AYT27_RS00535,52.500,320,150,2,7,326,13,330,2.05e-121,348
SMc02137,AYT27_RS04210,24.573,293,203,8,3,286,13,296,6.06e-18,78.6
SMc02138,AYT27_RS00540,59.033,393,159,1,1,391,1,393,2.57e-177,496
SMc02139,AYT27_RS00545,55.556,171,73,2,1,168,1,171,8.00e-61,182
SMc02140,AYT27_RS02440,40.909,220,123,3,4,223,2,214,1.15e-46,150
SMc02141,AYT27_RS01270,58.369,233,97,0,1,233,1,233,8.61e-97,278
SMc02142,AYT27_RS01265,74.297,249,64,0,23,271,4,252,1.01e-141,394
SMc02143,AYT27_RS01260,68.246,422,134,0,18,439,8,429,0.0,568
SMc02144,AYT27_RS01255,74.582,299,71,1,5,303,193,486,1.46e-153,434
SMc02146,AYT27_RS01250,64.000,325,117,0,20,344,21,345,4.03e-162,453
SMc02147,AYT27_RS02500,27.897,233,158,5,191,418,539,766,4.78e-25,103
SMc02151,AYT27_RS03540,34.177,79,52,0,13,91,5,83,1.87e-13,57.4
SMc02157,AYT27_RS03240,37.879,132,71,3,177,301,121,248,3.78e-15,70.1
SMc02161,AYT27_RS05140,42.929,396,208,4,24,406,6,396,3.36e-97,292
SMc02162,AYT27_RS08055,22.533,537,362,13,59,565,104,616,1.14e-20,91.3
SMc02163,AYT27_RS00690,58.131,535,224,0,2,536,14,548,0.0,663
SMc02167,AYT27_RS01055,30.769,156,100,3,20,167,104,259,6.24e-20,82.0
SMc02169,AYT27_RS05410,28.085,235,153,4,10,241,9,230,8.85e-28,103
SMc02181,AYT27_RS01985,26.107,429,288,10,609,1017,40,459,2.60e-33,130
SMc02182,AYT27_RS03815,100.000,25,0,0,1,25,1,25,5.64e-13,50.8
SMc02187,AYT27_RS01505,55.729,384,168,1,3,386,2,383,1.11e-155,440
SMc02201,AYT27_RS04635,56.923,65,28,0,1,65,1,65,3.01e-22,77.0
SMc02207,AYT27_RS01955,80.000,25,5,0,1,25,1,25,1.36e-08,39.7
SMc02208,AYT27_RS07400,84.000,25,4,0,1,25,1,25,2.38e-08,38.9
SMc02218,AYT27_RS01405,73.278,363,96,1,1,363,1,362,0.0,533
SMc02219,AYT27_RS00215,33.788,293,190,1,15,307,1,289,3.83e-66,205
SMc02231,AYT27_RS05415,26.214,206,116,9,2,184,72,264,7.28e-08,47.4
SMc02232,AYT27_RS06230,62.126,301,114,0,1,301,1,301,3.31e-123,351
SMc02234,AYT27_RS06225,36.752,234,146,1,34,267,38,269,1.02e-45,150
SMc02237,AYT27_RS03345,23.352,364,248,10,10,367,4,342,1.06e-08,53.9
SMc02245,AYT27_RS02015,57.265,351,149,1,8,358,7,356,3.41e-146,414
SMc02249,AYT27_RS02500,24.685,397,265,11,646,1020,389,773,9.85e-25,106
SMc02250,AYT27_RS02010,53.191,141,61,3,1,141,1,136,5.46e-49,150
SMc02251,AYT27_RS05915,29.815,379,237,9,28,387,30,398,1.13e-46,160
SMc02253,AYT27_RS08375,27.778,90,64,1,9,98,7,95,6.41e-08,42.7
SMc02257,AYT27_RS03285,31.100,209,140,2,50,258,15,219,2.08e-30,110
SMc02258,AYT27_RS03290,30.472,233,161,1,8,239,4,236,4.90e-27,100
SMc02259,AYT27_RS03295,36.719,256,154,5,5,258,1,250,1.11e-53,170
SMc02260,AYT27_RS03280,47.059,255,125,1,29,283,11,255,1.78e-72,219
SMc02262,AYT27_RS05915,27.500,400,269,8,4,386,2,397,7.15e-45,155
SMc02263,AYT27_RS05575,27.664,535,311,21,10,497,20,525,4.97e-43,157
SMc02265,AYT27_RS05520,54.632,842,373,6,1,838,1,837,0.0,914
SMc02267,AYT27_RS03020,25.180,139,85,3,2,133,3,129,2.25e-10,51.6
SMc02268,AYT27_RS00915,47.937,315,161,2,23,337,20,331,5.39e-108,315
SMc02271,AYT27_RS02775,28.079,203,138,2,5,207,10,204,4.48e-18,77.0
SMc02273,AYT27_RS02785,30.640,297,182,8,134,420,133,415,2.94e-30,122
SMc02275,AYT27_RS05810,60.302,199,79,0,13,211,1,199,3.96e-93,267
SMc02276,AYT27_RS00455,75.576,434,106,0,1,434,1,434,0.0,706
SMc02305,AYT27_RS07395,65.661,431,145,2,1,429,1,430,0.0,572
SMc02310,AYT27_RS07250,87.500,72,9,0,1,72,1,72,2.57e-45,135
SMc02311,AYT27_RS07245,49.268,205,97,1,6,203,23,227,9.30e-64,193
SMc02312,AYT27_RS07240,48.936,47,24,0,10,56,34,80,3.04e-14,57.4
SMc02313,AYT27_RS01835,46.154,91,48,1,11,100,39,129,9.74e-20,74.7
SMc02322,AYT27_RS02775,30.268,261,160,6,435,694,4,243,8.15e-20,85.1
SMc02325,AYT27_RS08080,30.172,232,140,5,5,224,10,231,8.56e-20,88.2
SMc02327,AYT27_RS02305,45.455,143,70,4,17,159,10,144,1.19e-37,122
SMc02336,AYT27_RS02775,31.818,242,155,5,13,247,4,242,1.57e-30,110
SMc02337,AYT27_RS01235,25.235,531,310,19,1,471,1,504,1.50e-24,102
SMc02339,AYT27_RS02775,32.411,253,158,8,6,255,2,244,6.12e-28,103
SMc02342,AYT27_RS07840,45.967,657,342,8,4,657,7,653,0.0,564
SMc02343,AYT27_RS06435,27.957,186,108,4,21,192,18,191,1.09e-11,62.4
SMc02346,AYT27_RS00955,44.103,195,106,2,29,220,15,209,1.63e-44,150
SMc02352,AYT27_RS02025,24.874,398,251,10,60,437,101,470,2.62e-21,91.7
SMc02356,AYT27_RS04260,27.551,392,251,13,6,384,4,375,5.27e-29,112
SMc02357,AYT27_RS04245,38.340,253,141,1,1,238,1,253,1.44e-59,185
SMc02358,AYT27_RS04240,45.957,235,126,1,1,235,3,236,3.22e-76,226
SMc02359,AYT27_RS04255,29.379,354,184,8,5,295,7,357,8.77e-26,100
SMc02360,AYT27_RS04250,29.260,311,216,2,32,338,34,344,5.64e-30,113
SMc02361,AYT27_RS02450,32.961,179,109,3,100,272,66,239,7.91e-19,80.9
SMc02362,AYT27_RS02455,42.336,137,78,1,3,139,19,154,1.30e-34,114
SMc02363,AYT27_RS02460,53.625,662,306,1,1,662,1,661,0.0,689
SMc02364,AYT27_RS02465,46.575,146,75,2,3,145,4,149,1.65e-32,108
SMc02365,AYT27_RS02470,54.032,496,214,6,8,501,17,500,0.0,528
SMc02366,AYT27_RS02475,73.874,222,58,0,5,226,1,222,2.18e-115,325
SMc02367,AYT27_RS02480,49.676,463,228,3,1,461,1,460,1.06e-152,438
SMc02368,AYT27_RS02485,52.523,971,452,4,14,983,10,972,0.0,987
SMc02369,AYT27_RS02500,42.683,738,406,6,41,769,40,769,0.0,574
SMc02370,AYT27_RS02505,51.932,880,417,4,1,880,1,874,0.0,944
SMc02375,AYT27_RS02510,37.091,275,152,6,15,285,14,271,2.87e-62,194
SMc02376,AYT27_RS00325,21.896,443,251,14,1,417,1,374,1.45e-12,65.1
SMc02377,AYT27_RS06250,66.971,548,181,0,7,554,5,552,0.0,783
SMc02394,AYT27_RS01775,38.235,68,42,0,12,79,10,77,7.63e-13,55.5
SMc02396,AYT27_RS06340,38.191,199,110,6,1,192,1,193,5.72e-30,114
SMc02397,AYT27_RS08285,29.252,147,88,4,166,298,167,311,4.62e-11,58.5
SMc02400,AYT27_RS06340,41.885,191,94,7,1,182,1,183,7.56e-35,127
SMc02403,AYT27_RS02585,46.793,686,345,3,12,677,15,700,0.0,619
SMc02404,AYT27_RS02590,61.433,293,112,1,1,293,1,292,1.71e-129,366
SMc02405,AYT27_RS02595,70.667,150,44,0,10,159,9,158,3.70e-77,223
SMc02408,AYT27_RS02605,75.000,136,29,2,1,135,1,132,7.74e-67,194
SMc02409,AYT27_RS00715,66.667,30,10,0,1,30,1,30,3.95e-08,38.9
SMc02413,AYT27_RS00540,26.847,406,251,10,28,422,23,393,8.57e-38,137
SMc02415,AYT27_RS06190,22.514,533,360,15,7,507,12,523,1.27e-19,87.4
SMc02417,AYT27_RS06190,23.555,467,321,14,32,476,45,497,3.68e-25,104
SMc02418,AYT27_RS06185,30.183,328,214,5,7,319,30,357,8.05e-45,152
SMc02419,AYT27_RS06180,32.660,297,178,6,18,314,34,308,1.60e-41,142
SMc02423,AYT27_RS06175,40.149,269,159,2,4,272,1,267,2.78e-64,201
SMc02424,AYT27_RS01235,41.453,234,129,2,33,258,292,525,5.24e-54,181
SMc02429,AYT27_RS05920,27.458,295,203,7,3,292,4,292,3.72e-24,95.5
SMc02432,AYT27_RS07050,41.950,646,349,6,16,637,15,658,2.22e-179,521
SMc02433,AYT27_RS07225,73.046,857,229,1,1,857,1,855,0.0,1297
SMc02434,AYT27_RS07105,68.000,75,24,0,30,104,28,102,2.20e-30,108
SMc02435,AYT27_RS01010,40.925,281,166,0,3,283,4,284,9.46e-81,242
SMc02436,AYT27_RS01015,71.875,352,99,0,1,352,1,352,0.0,550
SMc02437,AYT27_RS00710,33.568,426,274,5,294,717,386,804,2.03e-58,209
SMc02438,AYT27_RS02095,80.189,424,76,2,1,423,1,417,0.0,677
SMc02440,AYT27_RS02090,58.943,246,101,0,1,246,1,246,4.03e-115,326
SMc02443,AYT27_RS02085,54.217,83,36,1,4,86,1,81,3.94e-29,95.9
SMc02444,AYT27_RS02080,44.082,245,137,0,1,245,9,253,2.40e-70,213
SMc02445,AYT27_RS02075,55.017,289,130,0,3,291,5,293,8.02e-113,324
SMc02448,AYT27_RS01040,62.879,132,49,0,4,135,5,136,9.96e-61,179
SMc02450,AYT27_RS01035,62.836,409,149,1,24,432,5,410,0.0,521
SMc02451,AYT27_RS01030,40.984,244,144,0,29,272,51,294,7.89e-64,199
SMc02454,AYT27_RS07035,88.000,25,3,0,1,25,1,25,2.22e-10,44.3
SMc02455,AYT27_RS07020,100.000,25,0,0,1,25,1,25,3.69e-12,48.5
SMc02461,AYT27_RS01770,43.333,60,34,0,21,80,31,90,1.92e-12,54.3
SMc02462,AYT27_RS07030,48.372,215,92,4,1,215,1,196,2.63e-41,159
SMc02463,AYT27_RS08260,44.615,130,69,2,1,127,1,130,1.47e-31,105
SMc02464,AYT27_RS08255,52.000,125,60,0,2,126,4,128,4.33e-43,134
SMc02465,AYT27_RS08250,79.708,616,114,5,2,613,6,614,0.0,994
SMc02466,AYT27_RS08245,80.309,259,51,0,1,259,1,259,1.59e-163,449
SMc02469,AYT27_RS06150,21.429,336,226,8,6,332,5,311,5.01e-09,52.8
SMc02472,AYT27_RS00965,29.643,280,179,6,31,302,13,282,1.56e-30,112
SMc02473,AYT27_RS00960,31.197,234,145,5,54,275,49,278,2.20e-27,103
SMc02474,AYT27_RS00955,45.098,357,177,4,1,353,1,342,3.72e-105,308
SMc02475,AYT27_RS08660,29.050,179,106,4,10,179,12,178,2.08e-18,74.3
SMc02476,AYT27_RS01770,49.462,93,46,1,1,92,12,104,7.25e-27,90.9
SMc02477,AYT27_RS01775,47.826,69,36,0,2,70,9,77,8.62e-19,70.1
SMc02478,AYT27_RS08655,51.206,373,171,3,11,373,7,378,2.35e-127,368
SMc02479,AYT27_RS08650,82.500,320,56,0,1,320,1,320,0.0,548
SMc02480,AYT27_RS08645,82.915,398,68,0,1,398,1,398,0.0,664
SMc02481,AYT27_RS08640,87.667,300,37,0,1,300,1,300,0.0,512
SMc02482,AYT27_RS08635,73.447,998,264,1,1,997,1,998,0.0,1573
SMc02483,AYT27_RS08630,68.660,418,118,4,1,417,1,406,0.0,583
SMc02484,AYT27_RS00110,23.134,134,97,1,22,155,24,151,1.49e-10,54.7
SMc02486,AYT27_RS02775,31.967,244,152,7,8,249,10,241,5.33e-28,103
SMc02487,AYT27_RS08625,72.009,468,131,0,1,468,1,468,0.0,707
SMc02489,AYT27_RS08285,60.726,303,118,1,29,330,20,322,1.47e-131,374
SMc02495,AYT27_RS08025,72.477,218,59,1,1,217,1,218,3.06e-121,339
SMc02496,AYT27_RS08020,62.329,730,266,3,14,734,7,736,0.0,899
SMc02498,AYT27_RS08005,39.665,179,103,1,13,186,13,191,1.31e-40,132
SMc02499,AYT27_RS08000,83.562,511,82,1,1,509,1,511,0.0,867
SMc02500,AYT27_RS07995,65.789,304,93,3,1,294,1,303,1.54e-144,404
SMc02501,AYT27_RS07990,79.882,507,95,3,3,504,26,530,0.0,811
SMc02502,AYT27_RS07985,45.238,126,66,3,7,131,13,136,1.08e-24,88.2
SMc02504,AYT27_RS04150,33.333,123,71,3,14,129,5,123,4.24e-13,59.3
SMc02506,AYT27_RS00440,52.667,300,115,3,6,280,3,300,5.05e-101,293
SMc02507,AYT27_RS00435,69.039,281,87,0,1,281,1,281,3.65e-145,405
SMc02508,AYT27_RS00430,71.074,242,70,0,21,262,5,246,4.01e-123,350
SMc02509,AYT27_RS00425,71.731,283,80,0,17,299,13,295,8.67e-154,428
SMc02510,AYT27_RS01020,59.843,127,51,0,15,141,11,137,1.44e-54,164
SMc02516,AYT27_RS00960,25.714,280,194,4,2,269,1,278,3.14e-17,75.5
SMc02517,AYT27_RS00965,22.984,248,183,3,33,276,40,283,8.22e-13,63.2
SMc02518,AYT27_RS00955,38.525,244,145,2,34,273,29,271,2.27e-55,181
SMc02519,AYT27_RS00955,33.486,218,145,0,21,238,24,241,6.83e-42,145
SMc02520,AYT27_RS04135,54.545,495,218,5,5,496,11,501,0.0,516
SMc02522,AYT27_RS02775,34.661,251,150,8,6,252,1,241,1.97e-36,125
SMc02524,AYT27_RS04580,25.954,131,96,1,25,154,39,169,1.21e-12,59.3
SMc02525,AYT27_RS04575,37.366,372,224,5,141,506,43,411,3.26e-75,240
SMc02535,AYT27_RS07025,75.676,37,9,0,3,39,2,38,8.81e-11,46.2
SMc02544,AYT27_RS00360,29.032,124,79,3,43,163,140,257,4.46e-08,47.8
SMc02551,AYT27_RS02685,52.789,502,189,10,7,463,4,502,7.20e-174,494
SMc02554,AYT27_RS01040,27.200,125,87,3,9,132,11,132,8.12e-11,52.8
SMc02555,AYT27_RS02675,36.842,114,70,2,34,147,12,123,1.15e-21,80.5
SMc02558,AYT27_RS02665,37.818,275,164,4,2,271,8,280,4.78e-46,152
SMc02559,AYT27_RS02660,58.549,193,79,1,4,195,12,204,4.49e-84,244
SMc02560,AYT27_RS00310,80.591,237,40,1,2,238,9,239,6.96e-141,390
SMc02564,AYT27_RS00315,55.484,155,63,2,1,155,1,149,6.58e-53,161
SMc02567,AYT27_RS01055,69.677,310,94,0,22,331,23,332,6.34e-164,456
SMc02571,AYT27_RS06430,35.514,107,64,3,264,370,189,290,7.03e-09,52.8
SMc02575,AYT27_RS01065,77.419,186,40,2,1,185,1,185,1.88e-102,289
SMc02577,AYT27_RS01070,76.212,433,101,2,4,435,5,436,0.0,666
SMc02582,AYT27_RS06030,48.826,213,106,2,66,278,9,218,2.82e-61,190
SMc02584,AYT27_RS03030,32.075,106,70,1,25,128,5,110,1.11e-12,61.2
SMc02585,AYT27_RS02480,25.561,223,138,7,218,423,249,460,4.44e-10,57.0
SMc02587,AYT27_RS00955,34.759,187,119,1,33,219,23,206,2.95e-33,119
SMc02594,AYT27_RS07375,28.283,198,131,5,28,216,1,196,1.55e-20,81.6
SMc02596,AYT27_RS05920,31.325,83,57,0,1,83,5,87,9.83e-09,50.8
SMc02597,AYT27_RS04405,28.986,138,89,5,39,172,42,174,1.08e-11,56.2
SMc02599,AYT27_RS08250,33.589,521,282,18,55,518,65,578,1.66e-59,203
SMc02604,AYT27_RS02050,57.047,298,128,0,1,298,1,298,2.81e-118,338
SMc02606,AYT27_RS06520,25.661,378,243,10,588,959,3,348,1.10e-18,84.7
SMc02610,AYT27_RS05065,39.394,99,59,1,158,256,63,160,1.35e-14,70.1
SMc02613,AYT27_RS02025,29.351,385,244,8,63,433,102,472,7.41e-44,155
SMc02622,AYT27_RS07035,88.000,25,3,0,1,25,1,25,2.22e-10,44.3
SMc02623,AYT27_RS07020,100.000,25,0,0,1,25,1,25,3.69e-12,48.5
SMc02635,AYT27_RS02645,50.407,246,121,1,13,257,1,246,1.96e-85,251
SMc02636,AYT27_RS06030,65.341,176,61,0,1,176,43,218,1.07e-80,236
SMc02644,AYT27_RS00465,35.065,77,49,1,644,720,192,267,7.47e-10,57.8
SMc02645,AYT27_RS02090,26.786,168,109,4,176,332,67,231,2.29e-11,59.3
SMc02651,AYT27_RS02640,67.577,293,95,0,19,311,7,299,9.92e-152,423
SMc02652,AYT27_RS02635,53.097,226,106,0,13,238,8,233,2.29e-84,247
SMc02653,AYT27_RS02630,64.583,240,85,0,8,247,12,251,3.11e-107,306
SMc02654,AYT27_RS02625,65.649,131,45,0,1,131,1,131,1.21e-63,187
SMc02655,AYT27_RS02620,31.915,188,120,2,30,209,1,188,2.13e-32,112
SMc02659,AYT27_RS02610,67.881,741,232,3,1,738,1,738,0.0,1048
SMc02661,AYT27_RS07805,29.360,453,307,6,89,532,102,550,2.32e-49,176
SMc02668,AYT27_RS07030,48.372,215,92,4,1,215,1,196,2.63e-41,159
SMc02669,AYT27_RS07025,75.676,37,9,0,3,39,2,38,8.81e-11,46.2
SMc02678,AYT27_RS05975,53.614,166,77,0,1,166,1,166,8.66e-63,187
SMc02681,AYT27_RS05990,45.318,267,140,3,13,273,11,277,1.51e-73,223
SMc02682,AYT27_RS05995,43.978,357,197,2,10,366,4,357,6.67e-103,304
SMc02683,AYT27_RS06000,45.736,258,136,1,6,263,3,256,1.02e-86,254
SMc02686,AYT27_RS06005,78.641,309,66,0,1,309,1,309,0.0,514
SMc02689,AYT27_RS01985,35.491,479,296,6,12,488,4,471,2.04e-82,259
SMc02692,AYT27_RS06015,67.204,186,61,0,1,186,1,186,7.50e-95,271
SMc02693,AYT27_RS06020,62.105,190,72,0,1,190,1,190,1.03e-82,241
SMc02694,AYT27_RS03195,35.802,81,52,0,13,93,37,117,1.49e-17,68.2
SMc02695,AYT27_RS06035,77.384,367,83,0,1,367,1,367,0.0,595
SMc02700,AYT27_RS06065,49.877,405,203,0,9,413,12,416,4.11e-149,426
SMc02703,AYT27_RS06070,66.566,332,111,0,4,335,11,342,1.37e-169,471
SMc02704,AYT27_RS06075,46.667,285,152,0,3,287,2,286,3.31e-89,265
SMc02705,AYT27_RS06080,40.000,935,548,8,9,937,3,930,0.0,655
SMc02706,AYT27_RS06085,44.877,693,373,6,5,689,7,698,0.0,603
SMc02707,AYT27_RS06440,35.156,128,73,3,26,145,34,159,7.52e-15,65.5
SMc02710,AYT27_RS06840,33.690,187,122,1,58,242,46,232,1.03e-28,110
SMc02712,AYT27_RS06095,47.811,297,151,1,1,297,5,297,2.06e-98,288
SMc02713,AYT27_RS07060,30.909,165,113,1,4,168,2,165,1.05e-21,82.8
SMc02720,AYT27_RS03045,46.552,174,92,1,22,194,30,203,2.03e-52,163
SMc02724,AYT27_RS06100,51.761,284,137,0,8,291,6,289,1.32e-92,273
SMc02725,AYT27_RS00945,24.870,193,140,3,530,721,8,196,4.38e-11,61.2
SMc02726,AYT27_RS02575,38.024,739,414,17,22,743,14,725,1.14e-150,452
SMc02728,AYT27_RS00665,32.979,188,116,3,5,186,3,186,3.73e-15,72.4
SMc02738,AYT27_RS06575,34.146,123,57,7,125,235,50,160,7.66e-08,47.8
SMc02739,AYT27_RS00955,37.555,229,133,2,41,269,17,235,9.41e-44,150
SMc02752,AYT27_RS00300,36.585,123,75,2,8,130,8,127,1.39e-19,75.9
SMc02753,AYT27_RS00295,62.879,132,47,1,1,130,1,132,3.53e-53,160
SMc02754,AYT27_RS00290,58.511,94,39,0,2,95,5,98,1.41e-38,120
SMc02755,AYT27_RS00160,78.788,462,98,0,5,466,4,465,0.0,773
SMc02756,AYT27_RS00155,38.206,814,486,7,17,823,18,821,0.0,576
SMc02757,AYT27_RS00140,39.683,189,113,1,310,497,1,189,1.27e-45,154
SMc02759,AYT27_RS00135,38.542,1056,623,11,5,1056,5,1038,0.0,659
SMc02760,AYT27_RS00130,42.132,1201,622,20,13,1187,7,1160,0.0,853
SMc02761,AYT27_RS00125,64.151,106,38,0,1,106,1,106,2.35e-49,148
SMc02763,AYT27_RS00170,48.848,434,217,2,13,446,10,438,2.15e-156,446
SMc02764,AYT27_RS00175,66.553,293,98,0,1,293,1,293,2.39e-153,427
SMc02768,AYT27_RS00255,45.690,232,120,3,24,250,11,241,4.48e-71,214
SMc02771,AYT27_RS03835,26.848,257,176,8,53,299,54,308,1.60e-13,66.2
SMc02773,AYT27_RS01235,25.151,497,312,18,45,497,24,504,7.85e-23,97.4
SMc02780,AYT27_RS01985,32.075,477,313,6,8,478,2,473,3.22e-85,266
SMc02782,AYT27_RS00205,75.313,798,197,0,14,811,13,810,0.0,1228
SMc02784,AYT27_RS00530,40.217,184,102,4,7,182,13,196,1.18e-40,132
SMc02786,AYT27_RS00525,47.619,231,117,2,4,233,3,230,1.48e-76,227
SMc02787,AYT27_RS00520,36.025,161,95,3,2,162,10,162,7.32e-19,75.5
SMc02788,AYT27_RS00515,62.329,146,55,0,18,163,13,158,4.29e-71,207
SMc02789,AYT27_RS00025,50.000,232,115,1,1,231,1,232,1.92e-82,242
SMc02790,AYT27_RS00020,47.396,192,100,1,1,191,1,192,2.81e-60,182
SMc02791,AYT27_RS00015,49.638,276,131,3,12,282,16,288,6.15e-92,270
SMc02792,AYT27_RS00010,50.256,195,95,1,5,199,6,198,1.44e-59,181
SMc02793,AYT27_RS00005,57.875,273,113,1,1,273,1,271,4.62e-122,345
SMc02796,AYT27_RS08715,88.836,421,47,0,1,421,1,421,0.0,773
SMc02797,AYT27_RS08710,49.658,439,214,4,4,439,1,435,3.61e-136,394
SMc02798,AYT27_RS08705,60.645,620,244,0,1,620,1,620,0.0,778
SMc02799,AYT27_RS08700,45.128,195,104,1,14,208,19,210,3.09e-56,174
SMc02800,AYT27_RS08695,73.077,260,68,1,7,264,5,264,5.14e-140,390
SMc02801,AYT27_RS08690,54.754,305,122,7,1,294,1,300,6.51e-112,322
SMc02802,AYT27_RS08480,36.471,340,215,1,5,343,5,344,1.31e-77,238
SMc02803,AYT27_RS08030,33.333,183,96,4,20,181,13,190,3.09e-16,68.9
SMc02804,AYT27_RS08035,65.450,877,293,3,4,876,10,880,0.0,1207
SMc02812,AYT27_RS08040,56.796,206,89,0,14,219,22,227,7.63e-88,255
SMc02820,AYT27_RS06810,29.755,326,185,10,112,398,22,342,1.04e-34,129
SMc02824,AYT27_RS02165,29.508,122,76,2,74,188,340,458,1.24e-08,50.8
SMc02825,AYT27_RS01050,53.182,440,201,4,19,456,15,451,5.23e-165,469
SMc02827,AYT27_RS01045,46.071,280,149,2,6,284,5,283,3.28e-87,258
SMc02829,AYT27_RS01235,64.607,534,188,1,1,534,1,533,0.0,721
SMc02830,AYT27_RS01230,61.685,368,136,2,12,377,16,380,4.88e-174,486
SMc02831,AYT27_RS01225,58.377,382,128,4,1,360,1,373,6.91e-165,461
SMc02832,AYT27_RS04495,37.349,581,340,9,44,612,33,601,2.16e-122,371
SMc02836,AYT27_RS00240,40.669,568,335,2,22,588,16,582,1.40e-151,445
SMc02837,AYT27_RS06310,55.056,267,119,1,6,272,1,266,7.99e-101,291
SMc02838,AYT27_RS06315,63.725,204,74,0,1,204,1,204,9.80e-100,284
SMc02841,AYT27_RS02495,27.778,162,112,2,128,286,10,169,6.13e-25,94.4
SMc02843,AYT27_RS00400,63.470,219,80,0,33,251,19,237,3.10e-105,301
SMc02848,AYT27_RS00650,48.295,176,85,3,48,220,9,181,4.30e-58,178
SMc02850,AYT27_RS00030,63.247,1004,333,4,1,1004,1,968,0.0,1309
SMc02852,AYT27_RS01295,68.122,458,145,1,5,462,2,458,0.0,631
SMc02853,AYT27_RS05530,50.476,315,153,3,3,315,2,315,4.59e-106,308
SMc02856,AYT27_RS02430,42.553,564,311,7,125,679,95,654,6.17e-151,454
SMc02857,AYT27_RS00325,84.069,634,95,3,1,634,1,628,0.0,1077
SMc02858,AYT27_RS00330,71.240,379,106,2,1,378,1,377,0.0,570
SMc02863,AYT27_RS00595,51.752,371,173,5,3,370,6,373,9.13e-126,363
SMc02864,AYT27_RS01240,65.726,248,80,1,4,251,6,248,1.46e-117,332
SMc02867,AYT27_RS00680,29.838,1049,676,21,4,1032,22,1030,2.04e-129,415
SMc02868,AYT27_RS08085,25.145,346,221,11,61,375,62,400,8.38e-12,62.0
SMc02869,AYT27_RS00955,51.890,291,124,4,17,295,1,287,5.55e-101,298
SMc02870,AYT27_RS06150,28.859,149,89,4,79,224,73,207,7.75e-12,61.2
SMc02871,AYT27_RS00960,23.048,269,194,5,15,273,13,278,1.62e-14,67.8
SMc02872,AYT27_RS00965,23.549,293,201,10,25,311,18,293,2.85e-13,64.7
SMc02877,AYT27_RS05065,30.317,221,140,5,91,298,341,560,3.58e-23,95.9
SMc02881,AYT27_RS04230,28.604,444,249,13,35,428,38,463,1.38e-29,116
SMc02882,AYT27_RS00185,46.352,233,125,0,1,233,1,233,5.20e-70,211
SMc02892,AYT27_RS06435,23.691,401,284,9,32,420,26,416,2.77e-16,76.6
SMc02896,AYT27_RS05110,52.691,353,167,0,9,361,10,362,9.35e-145,410
SMc02897,AYT27_RS01220,29.444,180,119,3,7,183,1,175,1.49e-28,103
SMc02898,AYT27_RS01215,64.286,238,85,0,10,247,6,243,2.82e-112,318
SMc02899,AYT27_RS01210,67.870,277,89,0,1,277,3,279,1.38e-146,409
SMc02905,AYT27_RS01190,51.196,627,272,7,12,607,4,627,0.0,624
SMc02906,AYT27_RS01185,57.009,107,46,0,1,107,1,107,2.54e-43,133
SMc02907,AYT27_RS00110,26.718,131,95,1,9,138,13,143,1.64e-08,48.5
SMc02908,AYT27_RS01180,73.869,199,52,0,1,199,1,199,5.44e-108,304
SMc02909,AYT27_RS00905,35.990,414,238,9,7,412,22,416,2.08e-75,236
SMc02910,AYT27_RS01090,54.682,534,241,1,14,547,4,536,0.0,592
SMc02911,AYT27_RS01120,51.020,196,96,0,1,196,9,204,2.08e-77,227
SMc02912,AYT27_RS01115,75.758,528,128,0,1,528,1,528,0.0,836
SMc02913,AYT27_RS01110,40.933,193,112,1,22,214,2,192,1.79e-44,144
SMc02914,AYT27_RS01105,67.416,890,244,9,1,889,1,845,0.0,1165
SMc02915,AYT27_RS00715,83.333,30,5,0,1,30,1,30,8.26e-15,55.5
