B_henselae|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
AYT27_RS07580,AYT27_RS07580,100.000,75,0,0,1,75,1,75,5.89e-53,155
AYT27_RS07585,AYT27_RS07585,100.000,28,0,0,1,28,1,28,1.83e-14,54.7
AYT27_RS07590,AYT27_RS07590,100.000,202,0,0,1,202,1,202,5.55e-147,402
AYT27_RS07595,AYT27_RS07595,100.000,190,0,0,1,190,1,190,2.64e-140,385
AYT27_RS07600,AYT27_RS07600,100.000,53,0,0,1,53,1,53,1.21e-33,104
AYT27_RS07605,AYT27_RS07605,100.000,269,0,0,1,269,1,269,0.0,545
AYT27_RS07610,AYT27_RS07610,100.000,184,0,0,1,184,1,184,1.05e-137,378
AYT27_RS07615,AYT27_RS07615,100.000,157,0,0,1,157,1,157,3.31e-114,316
AYT27_RS07620,AYT27_RS07620,100.000,160,0,0,1,160,1,160,5.28e-115,318
AYT27_RS07625,AYT27_RS07625,100.000,193,0,0,1,193,1,193,3.62e-141,387
AYT27_RS07630,AYT27_RS07630,100.000,280,0,0,1,280,1,280,0.0,569
AYT27_RS07635,AYT27_RS07635,100.000,108,0,0,1,108,1,108,1.03e-77,220
AYT27_RS07640,AYT27_RS07640,100.000,145,0,0,1,145,1,145,1.71e-103,288
AYT27_RS07645,AYT27_RS07645,100.000,62,0,0,1,62,1,62,1.15e-42,128
AYT27_RS07650,AYT27_RS07650,100.000,143,0,0,1,143,1,143,2.98e-106,295
AYT27_RS07655,AYT27_RS07655,100.000,459,0,0,1,459,1,459,0.0,947
AYT27_RS07660,AYT27_RS07660,100.000,715,0,0,1,715,1,715,0.0,1462
AYT27_RS07665,AYT27_RS07665,100.000,493,0,0,1,493,1,493,0.0,1023
AYT27_RS07670,AYT27_RS07670,100.000,62,0,0,1,62,1,62,3.46e-41,124
AYT27_RS07675,AYT27_RS07675,100.000,83,0,0,1,83,1,83,7.23e-57,165
AYT27_RS07680,AYT27_RS07680,100.000,249,0,0,1,249,1,249,1.03e-156,431
AYT27_RS07685,AYT27_RS07685,100.000,174,0,0,1,174,1,174,1.26e-129,356
AYT27_RS07690,AYT27_RS07690,100.000,232,0,0,1,232,1,232,9.03e-175,475
AYT27_RS07695,AYT27_RS07695,100.000,248,0,0,1,248,1,248,0.0,510
AYT27_RS07700,AYT27_RS07700,100.000,100,0,0,1,100,1,100,2.12e-70,201
AYT27_RS07705,AYT27_RS07705,100.000,443,0,0,1,443,1,443,0.0,918
AYT27_RS07710,AYT27_RS07710,100.000,393,0,0,1,393,1,393,0.0,804
AYT27_RS07715,AYT27_RS07715,100.000,150,0,0,1,150,1,150,3.49e-109,303
AYT27_RS07720,AYT27_RS07720,100.000,237,0,0,1,237,1,237,1.04e-174,476
AYT27_RS07725,AYT27_RS07725,100.000,146,0,0,1,146,1,146,1.02e-107,299
AYT27_RS07730,AYT27_RS07730,100.000,361,0,0,1,361,1,361,0.0,724
AYT27_RS07735,AYT27_RS07735,100.000,205,0,0,1,205,1,205,4.30e-149,408
AYT27_RS07740,AYT27_RS07740,100.000,169,0,0,1,169,1,169,9.25e-127,349
AYT27_RS07745,AYT27_RS07745,100.000,172,0,0,1,172,1,172,3.44e-127,350
AYT27_RS07750,AYT27_RS07750,100.000,380,0,0,1,380,1,380,0.0,759
AYT27_RS07755,AYT27_RS07755,100.000,220,0,0,1,220,1,220,2.13e-169,461
AYT27_RS07760,AYT27_RS07760,100.000,248,0,0,1,248,1,248,0.0,511
AYT27_RS07765,AYT27_RS07765,100.000,60,0,0,1,60,1,60,1.23e-40,122
AYT27_RS07770,AYT27_RS07255,100.000,122,0,0,1,122,192,313,1.64e-81,238
AYT27_RS07775,AYT27_RS07775,100.000,128,0,0,1,128,1,128,2.26e-94,263
AYT27_RS07780,AYT27_RS07780,100.000,132,0,0,1,132,1,132,1.96e-96,269
AYT27_RS07785,AYT27_RS07785,100.000,72,0,0,1,72,1,72,4.98e-50,147
AYT27_RS07790,AYT27_RS07790,100.000,347,0,0,1,347,1,347,0.0,704
AYT27_RS07795,AYT27_RS07795,100.000,191,0,0,1,191,1,191,5.66e-143,392
AYT27_RS07800,AYT27_RS07800,100.000,263,0,0,1,263,1,263,0.0,540
AYT27_RS07805,AYT27_RS07805,100.000,596,0,0,1,596,1,596,0.0,1197
AYT27_RS07810,AYT27_RS07810,100.000,73,0,0,1,73,1,73,1.75e-52,153
AYT27_RS07815,AYT27_RS07815,100.000,68,0,0,1,68,1,68,6.57e-45,134
AYT27_RS07820,AYT27_RS07820,100.000,169,0,0,1,169,1,169,1.44e-119,330
AYT27_RS07825,AYT27_RS07825,100.000,343,0,0,1,343,1,343,0.0,704
AYT27_RS07830,AYT27_RS07830,100.000,398,0,0,1,398,1,398,0.0,811
AYT27_RS07835,AYT27_RS07835,100.000,335,0,0,1,335,1,335,0.0,691
AYT27_RS07840,AYT27_RS07840,100.000,668,0,0,1,668,1,668,0.0,1382
AYT27_RS07845,AYT27_RS07845,100.000,91,0,0,1,91,1,91,1.29e-59,173
AYT27_RS07850,AYT27_RS07850,100.000,125,0,0,1,125,1,125,7.05e-90,252
AYT27_RS07855,AYT27_RS07855,100.000,194,0,0,1,194,1,194,1.08e-137,379
AYT27_RS07860,AYT27_RS07860,100.000,478,0,0,1,478,1,478,0.0,962
AYT27_RS07865,AYT27_RS07865,100.000,177,0,0,1,177,1,177,2.87e-134,369
AYT27_RS07870,AYT27_RS07870,100.000,85,0,0,1,85,1,85,4.17e-58,169
AYT27_RS07875,AYT27_RS07875,100.000,247,0,0,1,247,1,247,2.79e-179,488
AYT27_RS07880,AYT27_RS07880,100.000,66,0,0,1,66,1,66,2.50e-46,137
AYT27_RS07885,AYT27_RS07885,100.000,181,0,0,1,181,1,181,6.85e-125,345
AYT27_RS07890,AYT27_RS07890,100.000,620,0,0,1,620,1,620,0.0,1267
AYT27_RS07895,AYT27_RS07895,100.000,137,0,0,1,137,1,137,1.70e-96,270
AYT27_RS07900,AYT27_RS07900,100.000,211,0,0,1,211,1,211,8.62e-159,433
AYT27_RS07905,AYT27_RS07905,100.000,481,0,0,1,481,1,481,0.0,983
AYT27_RS07910,AYT27_RS07910,100.000,303,0,0,1,303,1,303,0.0,614
AYT27_RS07915,AYT27_RS07915,100.000,520,0,0,1,520,1,520,0.0,1089
AYT27_RS07920,AYT27_RS07920,100.000,112,0,0,1,112,1,112,2.23e-81,229
AYT27_RS07925,AYT27_RS07925,100.000,194,0,0,1,194,1,194,4.28e-146,400
AYT27_RS07930,AYT27_RS07930,100.000,59,0,0,1,59,1,59,1.30e-39,120
AYT27_RS07935,AYT27_RS07935,100.000,300,0,0,1,300,1,300,0.0,609
AYT27_RS07940,AYT27_RS07940,100.000,133,0,0,1,133,1,133,6.04e-88,248
AYT27_RS07945,AYT27_RS07945,100.000,133,0,0,1,133,1,133,1.12e-91,257
AYT27_RS07950,AYT27_RS07950,100.000,379,0,0,1,379,1,379,0.0,727
AYT27_RS07955,AYT27_RS07955,100.000,367,0,0,1,367,1,367,0.0,654
AYT27_RS07960,AYT27_RS07960,100.000,260,0,0,1,260,1,260,0.0,518
AYT27_RS07965,AYT27_RS07965,100.000,413,0,0,1,413,1,413,0.0,849
AYT27_RS07970,AYT27_RS07970,100.000,94,0,0,1,94,1,94,1.17e-67,193
AYT27_RS07975,AYT27_RS07975,100.000,334,0,0,1,334,1,334,0.0,671
AYT27_RS07980,AYT27_RS07980,100.000,554,0,0,1,554,1,554,0.0,1112
AYT27_RS07985,AYT27_RS07985,100.000,142,0,0,1,142,1,142,6.14e-102,284
AYT27_RS07990,AYT27_RS07990,100.000,531,0,0,1,531,1,531,0.0,1078
AYT27_RS07995,AYT27_RS07995,100.000,303,0,0,1,303,1,303,0.0,614
AYT27_RS08000,AYT27_RS08000,100.000,511,0,0,1,511,1,511,0.0,1035
AYT27_RS08005,AYT27_RS08005,100.000,197,0,0,1,197,1,197,1.99e-143,393
AYT27_RS08015,AYT27_RS08015,100.000,86,0,0,1,86,1,86,1.24e-60,175
AYT27_RS08020,AYT27_RS08020,100.000,736,0,0,1,736,1,736,0.0,1488
AYT27_RS08025,AYT27_RS08025,100.000,218,0,0,1,218,1,218,1.87e-162,443
AYT27_RS08030,AYT27_RS08030,100.000,191,0,0,1,191,1,191,5.13e-143,392
AYT27_RS08035,AYT27_RS08035,100.000,880,0,0,1,880,1,880,0.0,1835
AYT27_RS08040,AYT27_RS08040,100.000,229,0,0,1,229,1,229,1.09e-174,475
AYT27_RS08045,AYT27_RS08045,100.000,70,0,0,1,70,1,70,5.37e-48,142
AYT27_RS08050,AYT27_RS08050,100.000,81,0,0,1,81,1,81,1.17e-57,167
AYT27_RS08055,AYT27_RS08055,100.000,652,0,0,1,652,1,652,0.0,1364
AYT27_RS08060,AYT27_RS08060,100.000,219,0,0,1,219,1,219,6.31e-163,444
AYT27_RS08065,AYT27_RS08065,100.000,317,0,0,1,317,1,317,0.0,642
AYT27_RS08070,AYT27_RS08070,100.000,224,0,0,1,224,1,224,7.31e-174,472
AYT27_RS08075,AYT27_RS08075,100.000,1653,0,0,1,1653,1,1653,0.0,3448
AYT27_RS08080,AYT27_RS08080,100.000,660,0,0,1,660,1,660,0.0,1337
AYT27_RS08085,AYT27_RS08085,100.000,408,0,0,1,408,1,408,0.0,822
AYT27_RS08090,AYT27_RS08090,100.000,494,0,0,1,494,1,494,0.0,1014
AYT27_RS08095,AYT27_RS08095,100.000,269,0,0,1,269,1,269,0.0,563
AYT27_RS08100,AYT27_RS08100,100.000,202,0,0,1,202,1,202,2.68e-150,411
AYT27_RS08105,AYT27_RS08105,100.000,811,0,0,1,811,1,811,0.0,1656
AYT27_RS08110,AYT27_RS08110,100.000,426,0,0,1,426,1,426,0.0,879
AYT27_RS08115,AYT27_RS08115,100.000,95,0,0,1,95,1,95,1.50e-65,188
AYT27_RS08120,AYT27_RS08120,100.000,242,0,0,1,242,1,242,0.0,497
AYT27_RS08125,AYT27_RS08125,100.000,222,0,0,1,222,1,222,2.34e-166,453
AYT27_RS08130,AYT27_RS08130,100.000,99,0,0,1,99,1,99,1.12e-73,209
AYT27_RS08135,AYT27_RS08135,100.000,105,0,0,1,105,1,105,5.96e-75,213
AYT27_RS08140,AYT27_RS08140,100.000,103,0,0,1,103,1,103,2.57e-73,208
AYT27_RS08145,AYT27_RS08145,100.000,107,0,0,1,107,1,107,3.98e-76,216
AYT27_RS08150,AYT27_RS08150,100.000,105,0,0,1,105,1,105,2.47e-73,209
AYT27_RS08155,AYT27_RS08155,100.000,102,0,0,1,102,1,102,3.34e-70,201
AYT27_RS08160,AYT27_RS08160,100.000,104,0,0,1,104,1,104,6.43e-73,207
AYT27_RS08165,AYT27_RS08165,100.000,104,0,0,1,104,1,104,3.84e-73,208
AYT27_RS08170,AYT27_RS08170,100.000,103,0,0,1,103,1,103,6.58e-70,200
AYT27_RS08175,AYT27_RS08175,100.000,102,0,0,1,102,1,102,7.47e-73,207
AYT27_RS08180,AYT27_RS08180,100.000,823,0,0,1,823,1,823,0.0,1722
AYT27_RS08185,AYT27_RS08185,100.000,262,0,0,1,262,1,262,0.0,537
AYT27_RS08190,AYT27_RS08190,100.000,294,0,0,1,294,1,294,0.0,585
AYT27_RS08195,AYT27_RS08195,100.000,48,0,0,1,48,1,48,4.75e-31,97.8
AYT27_RS08200,AYT27_RS08200,100.000,208,0,0,1,208,1,208,3.27e-154,421
AYT27_RS08205,AYT27_RS08205,100.000,294,0,0,1,294,1,294,0.0,584
AYT27_RS08210,AYT27_RS08210,100.000,48,0,0,1,48,1,48,3.81e-31,98.2
AYT27_RS08215,AYT27_RS08215,100.000,232,0,0,1,232,1,232,4.04e-177,481
AYT27_RS08220,AYT27_RS08220,100.000,268,0,0,1,268,1,268,0.0,556
AYT27_RS08225,AYT27_RS08225,100.000,395,0,0,1,395,1,395,0.0,810
AYT27_RS08230,AYT27_RS08230,100.000,353,0,0,1,353,1,353,0.0,730
AYT27_RS08235,AYT27_RS08235,100.000,100,0,0,1,100,1,100,1.48e-69,199
AYT27_RS08240,AYT27_RS08240,100.000,99,0,0,1,99,1,99,3.75e-72,205
AYT27_RS08245,AYT27_RS08245,100.000,259,0,0,1,259,1,259,0.0,540
AYT27_RS08250,AYT27_RS08250,100.000,614,0,0,1,614,1,614,0.0,1270
AYT27_RS08255,AYT27_RS08255,100.000,128,0,0,1,128,1,128,3.15e-89,251
AYT27_RS08260,AYT27_RS08260,100.000,133,0,0,1,133,1,133,1.14e-95,267
AYT27_RS08265,AYT27_RS08265,100.000,146,0,0,1,146,1,146,8.24e-105,291
AYT27_RS08270,AYT27_RS08270,100.000,232,0,0,1,232,1,232,3.14e-176,479
AYT27_RS08275,AYT27_RS08275,100.000,180,0,0,1,180,1,180,1.62e-133,367
AYT27_RS08280,AYT27_RS08280,100.000,273,0,0,1,273,1,273,0.0,564
AYT27_RS08285,AYT27_RS08285,100.000,326,0,0,1,326,1,326,0.0,674
AYT27_RS08290,AYT27_RS08290,100.000,92,0,0,1,92,1,92,9.56e-66,188
AYT27_RS08295,AYT27_RS08295,100.000,206,0,0,1,206,1,206,1.10e-158,432
AYT27_RS08300,AYT27_RS08300,100.000,330,0,0,1,330,1,330,0.0,689
AYT27_RS08305,AYT27_RS08305,100.000,635,0,0,1,635,1,635,0.0,1323
AYT27_RS08310,AYT27_RS08310,100.000,166,0,0,1,166,1,166,3.73e-116,322
AYT27_RS08315,AYT27_RS08315,100.000,223,0,0,1,223,1,223,2.77e-163,446
AYT27_RS08320,AYT27_RS08320,100.000,97,0,0,1,97,1,97,3.73e-69,197
AYT27_RS08325,AYT27_RS08325,100.000,261,0,0,1,261,1,261,0.0,543
AYT27_RS08330,AYT27_RS08330,100.000,69,0,0,1,69,1,69,5.35e-48,142
AYT27_RS08335,AYT27_RS08335,100.000,95,0,0,1,95,1,95,4.07e-65,187
AYT27_RS08340,AYT27_RS08340,100.000,51,0,0,1,51,1,51,8.21e-34,105
AYT27_RS08345,AYT27_RS08345,100.000,538,0,0,1,538,1,538,0.0,1105
AYT27_RS08350,AYT27_RS08350,100.000,568,0,0,1,568,1,568,0.0,1175
AYT27_RS08355,AYT27_RS08355,100.000,447,0,0,1,447,1,447,0.0,910
AYT27_RS08360,AYT27_RS08360,100.000,345,0,0,1,345,1,345,0.0,712
AYT27_RS08365,AYT27_RS08365,100.000,71,0,0,1,71,1,71,1.42e-49,146
AYT27_RS08370,AYT27_RS08370,100.000,127,0,0,1,127,1,127,1.36e-91,256
AYT27_RS08375,AYT27_RS08375,100.000,109,0,0,1,109,1,109,4.49e-78,221
AYT27_RS08380,AYT27_RS08380,100.000,523,0,0,1,523,1,523,0.0,1041
AYT27_RS08385,AYT27_RS08385,100.000,218,0,0,1,218,1,218,2.41e-167,455
AYT27_RS08390,AYT27_RS08390,100.000,1569,0,0,1,1569,1,1569,0.0,3240
AYT27_RS08395,AYT27_RS08395,100.000,351,0,0,1,351,1,351,0.0,724
AYT27_RS08400,AYT27_RS08400,100.000,248,0,0,1,248,1,248,0.0,520
AYT27_RS08405,AYT27_RS08405,100.000,517,0,0,1,517,1,517,0.0,1056
AYT27_RS08410,AYT27_RS08410,100.000,397,0,0,1,397,1,397,0.0,796
AYT27_RS08415,AYT27_RS08415,100.000,364,0,0,1,364,1,364,0.0,735
AYT27_RS08420,AYT27_RS08420,100.000,83,0,0,1,83,1,83,1.85e-58,169
AYT27_RS08425,AYT27_RS08425,100.000,142,0,0,1,142,1,142,2.06e-108,300
AYT27_RS08430,AYT27_RS08430,100.000,201,0,0,1,201,1,201,2.30e-134,370
AYT27_RS08435,AYT27_RS08435,100.000,227,0,0,1,227,1,227,8.87e-171,465
AYT27_RS08440,AYT27_RS08440,100.000,244,0,0,1,244,1,244,0.0,503
AYT27_RS08445,AYT27_RS08445,100.000,811,0,0,1,811,1,811,0.0,1665
AYT27_RS08450,AYT27_RS08450,100.000,421,0,0,1,421,1,421,0.0,862
AYT27_RS08455,AYT27_RS08455,100.000,59,0,0,1,59,1,59,4.31e-39,119
AYT27_RS08460,AYT27_RS08460,100.000,232,0,0,1,232,1,232,3.14e-176,479
AYT27_RS08465,AYT27_RS08465,100.000,164,0,0,1,164,1,164,5.54e-122,336
AYT27_RS08470,AYT27_RS08470,100.000,284,0,0,1,284,1,284,0.0,563
AYT27_RS08475,AYT27_RS08475,100.000,310,0,0,1,310,1,310,0.0,636
AYT27_RS08480,AYT27_RS08480,100.000,350,0,0,1,350,1,350,0.0,712
AYT27_RS08485,AYT27_RS08485,100.000,264,0,0,1,264,1,264,0.0,538
AYT27_RS08490,AYT27_RS08490,100.000,298,0,0,1,298,1,298,0.0,583
AYT27_RS08495,AYT27_RS08495,100.000,325,0,0,1,325,1,325,0.0,644
AYT27_RS08500,AYT27_RS08500,100.000,25,0,0,1,25,1,25,4.91e-12,48.5
AYT27_RS08505,AYT27_RS08505,100.000,189,0,0,1,189,1,189,2.68e-143,392
AYT27_RS08510,AYT27_RS08510,100.000,287,0,0,1,287,1,287,0.0,593
AYT27_RS08515,AYT27_RS08515,100.000,268,0,0,1,268,1,268,0.0,546
AYT27_RS08520,AYT27_RS08520,100.000,368,0,0,1,368,1,368,0.0,760
AYT27_RS08525,AYT27_RS08525,100.000,355,0,0,1,355,1,355,0.0,709
AYT27_RS08530,AYT27_RS08530,100.000,66,0,0,1,66,1,66,1.59e-44,133
AYT27_RS08535,AYT27_RS08535,100.000,247,0,0,1,247,1,247,0.0,520
AYT27_RS08540,AYT27_RS08540,100.000,318,0,0,1,318,1,318,0.0,644
AYT27_RS08545,AYT27_RS08545,100.000,312,0,0,1,312,1,312,0.0,637
AYT27_RS08550,AYT27_RS08550,100.000,210,0,0,1,210,1,210,2.23e-160,437
AYT27_RS08555,AYT27_RS08555,100.000,377,0,0,1,377,1,377,0.0,776
AYT27_RS08560,AYT27_RS08560,100.000,131,0,0,1,131,1,131,2.67e-96,269
AYT27_RS08565,AYT27_RS08565,100.000,130,0,0,1,130,1,130,2.03e-97,271
AYT27_RS08570,AYT27_RS08570,100.000,136,0,0,1,136,1,136,1.34e-97,272
AYT27_RS08575,AYT27_RS08575,100.000,93,0,0,1,93,1,93,1.37e-61,178
AYT27_RS08580,AYT27_RS08580,100.000,161,0,0,1,161,1,161,2.09e-117,325
AYT27_RS08585,AYT27_RS08585,100.000,540,0,0,1,540,1,540,0.0,1073
AYT27_RS08590,AYT27_RS08590,100.000,113,0,0,1,113,1,113,9.77e-78,220
AYT27_RS08595,AYT27_RS08595,100.000,973,0,0,1,973,1,973,0.0,1941
AYT27_RS08600,AYT27_RS08600,100.000,161,0,0,1,161,1,161,1.26e-122,338
AYT27_RS08605,AYT27_RS08605,100.000,365,0,0,1,365,1,365,0.0,763
AYT27_RS08610,AYT27_RS08610,100.000,410,0,0,1,410,1,410,0.0,852
AYT27_RS08615,AYT27_RS08615,100.000,191,0,0,1,191,1,191,7.06e-128,353
AYT27_RS08620,AYT27_RS08620,100.000,63,0,0,1,63,1,63,1.39e-44,133
AYT27_RS08625,AYT27_RS08625,100.000,468,0,0,1,468,1,468,0.0,943
AYT27_RS08630,AYT27_RS08630,100.000,406,0,0,1,406,1,406,0.0,822
AYT27_RS08635,AYT27_RS08635,100.000,999,0,0,1,999,1,999,0.0,2072
AYT27_RS08640,AYT27_RS08640,100.000,300,0,0,1,300,1,300,0.0,596
AYT27_RS08645,AYT27_RS08645,100.000,398,0,0,1,398,1,398,0.0,804
AYT27_RS08650,AYT27_RS08650,100.000,320,0,0,1,320,1,320,0.0,639
AYT27_RS08655,AYT27_RS08655,100.000,401,0,0,1,401,1,401,0.0,837
AYT27_RS08660,AYT27_RS08660,100.000,178,0,0,1,178,1,178,1.14e-133,367
AYT27_RS08665,AYT27_RS08665,100.000,283,0,0,1,283,1,283,0.0,593
AYT27_RS08670,AYT27_RS08670,100.000,427,0,0,1,427,1,427,0.0,884
AYT27_RS08675,AYT27_RS08675,100.000,416,0,0,1,416,1,416,0.0,840
AYT27_RS08680,AYT27_RS08680,100.000,229,0,0,1,229,1,229,4.94e-166,453
AYT27_RS08685,AYT27_RS08685,100.000,253,0,0,1,253,1,253,0.0,525
AYT27_RS08690,AYT27_RS08690,100.000,301,0,0,1,301,1,301,0.0,614
AYT27_RS08695,AYT27_RS08695,100.000,265,0,0,1,265,1,265,0.0,534
AYT27_RS08700,AYT27_RS08700,100.000,215,0,0,1,215,1,215,9.69e-162,441
AYT27_RS08705,AYT27_RS08705,100.000,622,0,0,1,622,1,622,0.0,1271
AYT27_RS08710,AYT27_RS08710,100.000,435,0,0,1,435,1,435,0.0,889
AYT27_RS08715,AYT27_RS08715,100.000,421,0,0,1,421,1,421,0.0,855
