Melitensis16M|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS05455,BAB_RS20215,99.410,339,2,0,1,339,1,339,0.0,684
BME_RS05460,BAB_RS20210,98.687,990,7,1,1,984,1,990,0.0,1960
BME_RS05465,BAB_RS20205,99.316,585,4,0,1,585,1,585,0.0,1186
BME_RS05470,BAB_RS20200,99.751,402,1,0,1,402,1,402,0.0,816
BME_RS05475,BAB_RS20195,100.000,108,0,0,1,108,1,108,9.32e-77,218
BME_RS05480,BAB_RS20190,100.000,235,0,0,1,235,1,235,2.11e-172,470
BME_RS05485,BAB_RS20185,99.615,260,1,0,1,260,1,260,0.0,537
BME_RS05490,BAB_RS20180,99.625,267,1,0,1,267,1,267,0.0,547
BME_RS05495,BAB_RS20175,99.342,152,1,0,38,189,1,152,2.13e-113,316
BME_RS05500,BAB_RS20170,100.000,213,0,0,1,213,1,213,2.27e-163,446
BME_RS05505,BAB_RS20165,100.000,159,0,0,1,159,1,159,2.03e-116,323
BME_RS05510,BAB_RS20160,99.115,339,3,0,1,339,1,339,0.0,673
BME_RS05515,BAB_RS20155,99.615,260,1,0,1,260,1,260,0.0,494
BME_RS05520,BAB_RS20150,100.000,64,0,0,1,64,1,64,1.65e-44,133
BME_RS05525,BAB_RS20145,100.000,234,0,0,1,234,1,234,2.10e-168,460
BME_RS05530,BAB_RS20140,99.706,340,1,0,1,340,1,340,0.0,695
BME_RS05535,BAB_RS20135,99.618,262,1,0,1,262,1,262,0.0,537
BME_RS05540,BAB_RS20130,99.559,227,1,0,1,227,1,227,1.31e-165,452
BME_RS05545,BAB_RS20125,98.945,379,4,0,1,379,1,379,0.0,763
BME_RS05550,BAB_RS20120,99.588,243,1,0,1,243,1,243,2.70e-179,488
BME_RS05555,BAB_RS20115,99.660,294,1,0,1,294,1,294,0.0,594
BME_RS05560,BAB_RS20110,99.118,340,3,0,1,340,1,340,0.0,696
BME_RS05565,BAB_RS20105,100.000,253,0,0,1,253,1,253,0.0,512
BME_RS05570,BAB_RS20100,100.000,93,0,0,1,93,1,93,3.06e-64,186
BME_RS05575,BAB_RS20095,99.746,393,1,0,1,393,1,393,0.0,787
BME_RS05580,BAB_RS20090,99.529,425,2,0,1,425,1,425,0.0,853
BME_RS05585,BAB_RS20085,100.000,342,0,0,1,342,1,342,0.0,697
BME_RS05590,BAB_RS20080,99.026,308,3,0,1,308,1,308,0.0,628
BME_RS05595,BAB_RS20075,99.556,225,1,0,1,225,1,225,2.27e-165,452
BME_RS05600,BAB_RS20070,99.538,433,2,0,1,433,1,433,0.0,883
BME_RS05605,BAB_RS20065,98.969,291,3,0,1,291,1,291,0.0,593
BME_RS05610,BAB_RS20060,98.936,188,2,0,1,188,1,188,3.20e-138,380
BME_RS05615,BAB_RS20055,99.608,255,1,0,1,255,1,255,0.0,510
BME_RS05620,BAB_RS20050,99.065,107,1,0,1,107,1,107,5.99e-71,203
BME_RS05625,BAB_RS20045,99.606,254,1,0,1,254,1,254,0.0,518
BME_RS05630,BAB_RS20040,100.000,80,0,0,1,80,1,80,1.60e-53,157
BME_RS05635,BAB_RS20035,100.000,223,0,0,1,223,1,223,1.02e-167,457
BME_RS05640,BAB_RS20030,98.605,215,3,0,1,215,1,215,9.27e-156,427
BME_RS05645,BAB_RS20025,100.000,133,0,0,1,133,1,133,7.68e-98,273
BME_RS05650,BAB_RS20020,100.000,740,0,0,1,740,1,740,0.0,1515
BME_RS05655,BAB_RS20015,100.000,77,0,0,1,77,1,77,1.02e-53,157
BME_RS05660,BAB_RS20010,99.091,110,1,0,1,110,1,110,2.81e-79,225
BME_RS05665,BAB_RS20005,99.762,421,1,0,1,421,1,421,0.0,825
BME_RS05670,BAB_RS20000,100.000,275,0,0,1,275,1,275,0.0,565
BME_RS05675,BAB_RS19995,99.659,293,1,0,1,293,1,293,0.0,604
BME_RS05680,BAB_RS19990,99.512,205,1,0,1,205,1,205,5.63e-152,416
BME_RS05685,BAB_RS32445,92.593,108,8,0,111,218,1,108,7.07e-67,206
BME_RS05690,BAB_RS19970,100.000,137,0,0,1,137,1,137,2.03e-96,270
BME_RS05695,BAB_RS19965,100.000,65,0,0,1,65,1,65,7.55e-43,129
BME_RS05700,BAB_RS19960,99.828,1163,2,0,1,1163,1,1163,0.0,2376
BME_RS05705,BAB_RS19955,100.000,227,0,0,1,227,1,227,1.14e-166,455
BME_RS05710,BAB_RS19950,99.542,437,2,0,1,437,1,437,0.0,874
BME_RS05715,BAB_RS19945,99.321,442,3,0,1,442,1,442,0.0,910
BME_RS05720,BAB_RS19940,98.876,89,1,0,1,89,1,89,1.20e-60,176
BME_RS05725,BAB_RS19935,100.000,134,0,0,1,134,1,134,7.39e-95,266
BME_RS05730,BAB_RS19930,99.821,558,1,0,1,558,1,558,0.0,1114
BME_RS05735,BAB_RS19925,99.623,265,1,0,1,265,1,265,0.0,532
BME_RS05740,BAB_RS19920,99.791,478,1,0,1,478,1,478,0.0,925
BME_RS05745,BAB_RS19915,99.801,502,1,0,1,502,1,502,0.0,1005
BME_RS05750,BAB_RS19910,99.546,661,3,0,1,661,1,661,0.0,1322
BME_RS05755,BAB_RS19905,100.000,102,0,0,1,102,1,102,1.36e-66,192
BME_RS05760,BAB_RS19900,100.000,205,0,0,1,205,1,205,4.37e-145,399
BME_RS05765,BAB_RS19895,99.387,163,1,0,1,163,1,163,1.38e-121,336
BME_RS05770,BAB_RS19890,99.424,347,2,0,1,347,1,347,0.0,677
BME_RS05775,BAB_RS19885,99.568,694,3,0,1,694,1,694,0.0,1414
BME_RS05780,BAB_RS19880,100.000,435,0,0,1,435,1,435,0.0,901
BME_RS05785,BAB_RS19875,100.000,237,0,0,1,237,1,237,0.0,493
BME_RS05790,BAB_RS19870,99.495,396,2,0,1,396,1,396,0.0,815
BME_RS05795,BAB_RS19865,99.505,202,1,0,1,202,1,202,5.23e-150,411
BME_RS05800,BAB_RS19860,99.482,193,1,0,1,193,1,193,7.84e-145,397
BME_RS05805,BAB_RS19855,100.000,121,0,0,1,121,1,121,1.08e-84,239
BME_RS05810,BAB_RS19850,100.000,67,0,0,1,67,1,67,2.41e-45,135
BME_RS05815,BAB_RS30495,100.000,25,0,0,1,25,1,25,2.32e-13,52.4
BME_RS05820,BAB_RS19840,100.000,25,0,0,1,25,1,25,5.46e-13,51.6
BME_RS05825,BAB_RS19835,100.000,133,0,0,1,133,1,133,5.52e-98,274
BME_RS05830,BAB_RS19830,100.000,111,0,0,1,111,1,111,3.89e-80,227
BME_RS05835,BAB_RS19825,100.000,131,0,0,1,131,1,131,2.04e-94,265
BME_RS05840,BAB_RS19820,98.817,169,2,0,1,169,1,169,3.00e-120,333
BME_RS05845,BAB_RS20720,98.361,122,2,0,1,122,1,122,2.67e-86,243
BME_RS05855,BAB_RS19810,100.000,427,0,0,1,427,1,427,0.0,867
BME_RS05860,BAB_RS19805,100.000,134,0,0,1,134,15,148,3.70e-96,270
BME_RS05865,BAB_RS32430,100.000,65,0,0,1,65,1,65,9.79e-44,131
BME_RS05870,BAB_RS19800,100.000,154,0,0,1,154,1,154,4.19e-114,316
BME_RS05875,BAB_RS19795,98.734,158,2,0,1,158,1,158,2.29e-112,312
BME_RS05880,BAB_RS19790,98.734,316,4,0,1,316,1,316,0.0,637
BME_RS05885,BAB_RS19785,99.677,310,1,0,1,310,1,310,0.0,630
BME_RS05890,BAB_RS19780,100.000,358,0,0,1,358,1,358,0.0,719
BME_RS05895,BAB_RS19775,100.000,72,0,0,1,72,1,72,3.83e-47,140
BME_RS05900,BAB_RS19770,99.474,190,1,0,1,190,1,190,1.45e-137,379
BME_RS05905,BAB_RS19765,100.000,195,0,0,1,195,1,195,9.66e-145,397
BME_RS05910,BAB_RS19760,98.592,71,1,0,1,71,1,71,1.53e-47,142
BME_RS05915,BAB_RS19755,99.609,512,2,0,1,512,1,512,0.0,1038
BME_RS05920,BAB_RS19750,100.000,25,0,0,1,25,1,25,1.10e-12,50.8
BME_RS05925,BAB_RS19745,98.095,105,2,0,1,105,1,105,7.05e-66,191
BME_RS05930,BAB_RS19740,100.000,179,0,0,1,179,1,179,1.51e-131,362
BME_RS05935,BAB_RS19735,100.000,107,0,0,1,107,1,107,4.24e-77,219
BME_RS05940,BAB_RS19730,100.000,323,0,0,1,323,1,323,0.0,649
BME_RS05945,BAB_RS19725,99.711,346,1,0,1,346,1,346,0.0,701
BME_RS05950,BAB_RS19720,99.459,185,1,0,1,185,1,185,2.46e-133,367
BME_RS05955,BAB_RS19715,100.000,184,0,0,1,184,1,184,5.38e-137,377
BME_RS05960,BAB_RS19710,99.405,168,1,0,1,168,1,168,7.10e-123,340
BME_RS05965,BAB_RS19705,100.000,718,0,0,1,718,1,718,0.0,1409
BME_RS05970,BAB_RS19700,99.415,171,1,0,1,171,1,171,1.47e-124,344
BME_RS05975,BAB_RS19695,99.346,153,1,0,1,153,1,153,1.41e-109,305
BME_RS05980,BAB_RS19690,100.000,202,0,0,1,202,1,202,4.95e-150,411
BME_RS05985,BAB_RS19685,99.732,373,1,0,1,373,1,373,0.0,735
BME_RS05990,BAB_RS19680,100.000,158,0,0,1,158,1,158,4.65e-114,317
BME_RS05995,BAB_RS19675,99.465,187,1,0,1,187,1,187,3.10e-136,395
BME_RS06000,BAB_RS19670,99.307,433,3,0,1,433,1,433,0.0,884
BME_RS06005,BAB_RS19665,99.415,171,1,0,1,171,1,171,4.49e-126,348
BME_RS06010,BAB_RS19660,100.000,144,0,0,1,144,1,144,1.95e-103,288
BME_RS06015,BAB_RS19655,99.713,349,1,0,1,349,1,349,0.0,714
BME_RS06020,BAB_RS19650,100.000,345,0,0,1,345,1,345,0.0,707
BME_RS06025,BAB_RS19645,100.000,156,0,0,1,156,1,156,7.11e-112,311
BME_RS06030,BAB_RS19640,99.598,249,1,0,1,249,1,249,0.0,522
BME_RS06035,BAB_RS19635,99.740,770,2,0,1,770,1,770,0.0,1570
BME_RS06040,BAB_RS19630,99.246,398,3,0,1,398,1,398,0.0,798
BME_RS06045,BAB_RS19625,99.832,595,1,0,1,595,1,595,0.0,1227
BME_RS06050,BAB_RS19620,99.481,385,2,0,1,385,1,385,0.0,775
BME_RS06055,BAB_RS19615,99.609,512,2,0,1,512,1,512,0.0,1029
BME_RS06060,BAB_RS19610,100.000,746,0,0,1,746,1,746,0.0,1524
BME_RS06065,BAB_RS19605,97.619,84,2,0,1,84,1,84,1.32e-59,173
BME_RS06070,BAB_RS19600,99.747,395,1,0,1,395,1,395,0.0,806
BME_RS06075,BAB_RS19595,100.000,269,0,0,1,269,1,269,0.0,560
BME_RS06080,BAB_RS19590,99.221,385,3,0,1,385,1,385,0.0,700
BME_RS06085,BAB_RS32410,98.690,229,3,0,1,229,1,229,8.87e-162,457
BME_RS06090,BAB_RS19575,100.000,266,0,0,78,343,1,266,0.0,550
BME_RS06095,BAB_RS19565,99.216,255,2,0,1,255,1,255,0.0,500
BME_RS06100,BAB_RS32400,100.000,60,0,0,1,60,1,60,6.57e-41,124
BME_RS06105,BAB_RS19560,99.743,389,1,0,1,389,1,389,0.0,804
BME_RS06110,BAB_RS19550,98.780,82,1,0,1,82,1,82,1.57e-50,150
BME_RS06115,BAB_RS19545,96.599,147,5,0,1,147,1,147,4.05e-90,257
BME_RS06120,BAB_RS19540,99.315,292,2,0,1,292,1,292,0.0,598
BME_RS06125,BAB_RS19535,99.471,189,1,0,285,473,1,189,1.84e-135,385
BME_RS06130,BAB_RS19520,98.851,435,5,0,1,435,1,435,0.0,883
BME_RS06135,BAB_RS19515,100.000,65,0,0,1,65,1,65,4.81e-46,137
BME_RS06150,BAB_RS19505,85.246,122,18,0,1,122,180,301,3.39e-68,205
BME_RS06155,BAB_RS19505,98.837,172,2,0,1,172,1,172,6.71e-120,338
BME_RS06160,BAB_RS19500,99.858,704,1,0,1,704,1,704,0.0,1436
BME_RS06165,BAB_RS19495,98.770,244,3,0,1,244,1,244,2.07e-180,491
BME_RS06170,BAB_RS19490,100.000,264,0,0,1,264,1,264,0.0,533
BME_RS06175,BAB_RS19485,99.413,511,3,0,1,511,1,511,0.0,1042
BME_RS06180,BAB_RS19480,99.448,181,1,0,1,181,1,181,1.94e-126,350
BME_RS06185,BAB_RS19475,100.000,203,0,0,1,203,1,203,1.20e-152,418
BME_RS06190,BAB_RS19470,100.000,196,0,0,1,196,1,196,1.88e-146,402
BME_RS06195,BAB_RS19465,100.000,25,0,0,1,25,1,25,2.15e-12,50.1
BME_RS06200,BAB_RS19460,100.000,101,0,0,1,101,1,101,2.00e-74,212
BME_RS06205,BAB_RS19455,100.000,25,0,0,1,25,1,25,1.50e-12,50.4
BME_RS06220,BAB_RS19440,100.000,234,0,0,1,234,1,234,4.53e-175,477
BME_RS06225,BAB_RS19435,100.000,261,0,0,1,261,1,261,0.0,504
BME_RS06230,BAB_RS19430,99.654,289,1,0,1,289,1,289,0.0,575
BME_RS06235,BAB_RS19425,100.000,235,0,0,1,235,393,627,1.91e-169,478
BME_RS06240,BAB_RS19425,99.738,382,1,0,1,382,1,382,0.0,754
BME_RS06245,BAB_RS19420,99.721,359,1,0,1,359,1,359,0.0,713
BME_RS06250,BAB_RS19415,100.000,205,0,0,1,205,1,205,3.49e-150,412
BME_RS06255,BAB_RS19410,100.000,174,0,0,1,174,1,174,7.52e-125,345
BME_RS06260,BAB_RS19405,99.435,708,4,0,1,708,1,708,0.0,1465
BME_RS06265,BAB_RS19400,98.932,281,3,0,1,281,1,281,0.0,536
BME_RS06270,BAB_RS19395,99.655,290,1,0,1,290,1,290,0.0,587
BME_RS06275,BAB_RS19390,98.718,156,2,0,1,156,1,156,1.03e-113,315
BME_RS06280,BAB_RS19385,99.563,229,1,0,1,229,1,229,8.38e-173,471
BME_RS06285,BAB_RS19380,99.497,199,1,0,1,199,1,199,7.70e-149,408
BME_RS06290,BAB_RS19375,99.531,213,1,0,1,213,1,213,9.05e-157,429
BME_RS06295,BAB_RS19370,99.632,272,1,0,1,272,1,272,0.0,556
BME_RS06300,BAB_RS19365,100.000,683,0,0,3,685,8,690,0.0,1407
BME_RS06305,BAB_RS19360,100.000,194,0,0,1,194,1,194,1.03e-140,387
BME_RS06310,BAB_RS19355,100.000,85,0,0,1,85,1,85,1.98e-58,170
BME_RS06315,BAB_RS19350,100.000,163,0,0,1,163,1,163,1.87e-122,338
BME_RS06320,BAB_RS19345,99.620,263,1,0,1,263,1,263,0.0,535
BME_RS06325,BAB_RS19340,99.286,140,1,0,1,140,1,140,4.54e-101,282
BME_RS06330,BAB_RS19335,100.000,170,0,0,1,170,1,170,1.54e-128,354
BME_RS06335,BAB_RS19330,99.681,627,2,0,1,627,1,627,0.0,1265
BME_RS06340,BAB_RS19325,99.465,187,1,0,1,187,1,187,2.67e-135,372
BME_RS06345,BAB_RS19320,100.000,149,0,0,1,149,1,149,1.04e-110,307
BME_RS06350,BAB_RS19315,94.444,36,2,0,1,36,1,36,5.32e-15,73.6
BME_RS06355,BAB_RS19310,99.254,402,3,0,1,402,1,402,0.0,802
BME_RS06360,BAB_RS19305,99.724,362,1,0,1,362,1,362,0.0,731
BME_RS06365,BAB_RS19300,99.369,792,5,0,1,792,1,792,0.0,1625
BME_RS06370,BAB_RS19295,99.371,318,2,0,1,318,1,318,0.0,653
BME_RS06375,BAB_RS19290,99.708,343,1,0,1,343,1,343,0.0,678
BME_RS06380,BAB_RS19285,99.638,276,1,0,1,276,1,276,0.0,558
BME_RS06385,BAB_RS19280,99.827,577,1,0,1,577,1,577,0.0,1169
BME_RS06390,BAB_RS19275,99.020,306,3,0,1,306,1,306,0.0,597
BME_RS06395,BAB_RS19270,100.000,537,0,0,1,537,1,537,0.0,1103
BME_RS06400,BAB_RS19265,99.802,506,1,0,1,506,1,506,0.0,1046
BME_RS06405,BAB_RS19260,100.000,55,0,0,1,55,1,55,2.96e-37,114
BME_RS06410,BAB_RS19255,99.510,204,1,0,1,204,1,204,1.37e-142,392
BME_RS06415,BAB_RS19250,100.000,259,0,0,1,259,1,259,0.0,533
BME_RS06420,BAB_RS19245,99.320,147,1,0,1,147,1,147,1.37e-107,299
BME_RS06425,BAB_RS19240,99.213,127,1,0,1,127,1,127,3.62e-92,259
BME_RS06430,BAB_RS19235,100.000,88,0,0,1,88,1,88,5.78e-61,177
BME_RS06435,BAB_RS19230,99.606,254,1,0,1,254,1,254,0.0,510
BME_RS06440,BAB_RS19225,99.775,444,1,0,1,444,1,444,0.0,907
BME_RS06445,BAB_RS19220,99.652,287,1,0,1,287,1,287,0.0,586
BME_RS06450,BAB_RS19215,100.000,206,0,0,1,206,1,206,1.25e-153,421
BME_RS06455,BAB_RS19210,100.000,169,0,0,1,169,1,169,1.09e-122,339
BME_RS06460,BAB_RS19205,99.595,247,1,0,1,247,1,247,0.0,504
BME_RS06465,BAB_RS19200,99.035,311,3,0,1,311,1,311,0.0,633
BME_RS06470,BAB_RS19195,100.000,234,0,0,1,234,1,234,1.91e-174,475
BME_RS06475,BAB_RS19190,100.000,260,0,0,1,260,1,260,0.0,526
BME_RS06480,BAB_RS19185,100.000,134,0,0,1,134,1,134,4.52e-98,274
BME_RS06485,BAB_RS19180,100.000,191,0,0,1,191,1,191,1.77e-137,379
BME_RS06490,BAB_RS19175,100.000,279,0,0,1,279,1,279,0.0,572
BME_RS06495,BAB_RS19170,99.256,403,3,0,1,403,1,403,0.0,798
BME_RS06500,BAB_RS19165,99.775,444,1,0,1,444,1,444,0.0,907
BME_RS06505,BAB_RS19160,98.406,251,4,0,1,251,1,251,0.0,498
BME_RS06510,BAB_RS19155,100.000,192,0,0,1,192,1,192,3.25e-140,385
BME_RS06515,BAB_RS19150,99.467,750,4,0,1,750,1,750,0.0,1536
BME_RS06520,BAB_RS19145,100.000,133,0,0,1,133,1,133,1.79e-93,263
BME_RS06525,BAB_RS19140,99.476,191,1,0,1,191,1,191,6.09e-140,385
BME_RS06530,BAB_RS19135,100.000,223,0,0,1,223,1,223,3.35e-169,461
BME_RS06535,BAB_RS19130,100.000,158,0,0,1,158,1,158,7.59e-116,321
BME_RS06540,BAB_RS19125,100.000,293,0,0,1,293,1,293,0.0,603
BME_RS06545,BAB_RS19120,99.708,685,2,0,1,685,1,685,0.0,1380
BME_RS06550,BAB_RS19115,99.541,218,1,0,1,218,1,218,8.68e-156,427
BME_RS06555,BAB_RS19110,100.000,60,0,0,1,60,1,60,7.87e-40,121
BME_RS06560,BAB_RS19105,100.000,213,0,0,1,213,1,213,5.21e-159,435
BME_RS06565,BAB_RS19100,99.448,362,2,0,1,362,1,362,0.0,726
BME_RS06570,BAB_RS19095,100.000,30,0,0,1,30,1,30,3.81e-16,59.7
BME_RS06575,BAB_RS19100,83.733,375,40,3,1,367,1,362,0.0,577
BME_RS06580,BAB_RS19085,99.351,308,2,0,1,308,1,308,0.0,635
BME_RS06585,BAB_RS19080,100.000,174,0,0,1,174,1,174,1.98e-127,368
BME_RS06590,BAB_RS19075,100.000,124,0,0,1,124,1,124,1.56e-85,242
BME_RS06595,BAB_RS19070,99.537,216,1,0,1,216,1,216,6.10e-157,430
BME_RS06600,BAB_RS19065,99.609,256,1,0,1,256,1,256,0.0,508
BME_RS06605,BAB_RS19060,98.824,85,1,0,1,85,1,85,2.21e-60,175
BME_RS06610,BAB_RS19055,97.468,79,0,1,1,79,1,77,3.55e-49,146
BME_RS06615,BAB_RS19050,100.000,115,0,0,1,115,1,115,7.07e-82,232
BME_RS06620,BAB_RS19045,99.576,236,1,0,1,236,1,236,1.44e-177,483
BME_RS06635,BAB_RS19030,99.600,500,2,0,1,500,1,500,0.0,1036
BME_RS06640,BAB_RS19025,99.689,322,1,0,1,322,1,322,0.0,647
BME_RS06645,BAB_RS19020,99.822,563,1,0,1,563,1,563,0.0,1157
BME_RS06650,BAB_RS19015,100.000,290,0,0,1,290,1,290,0.0,587
BME_RS06655,BAB_RS19010,99.761,418,1,0,1,418,1,418,0.0,836
BME_RS06660,BAB_RS19005,100.000,319,0,0,1,319,1,319,0.0,631
BME_RS06665,BAB_RS19000,99.547,883,4,0,1,883,1,883,0.0,1810
BME_RS06670,BAB_RS18995,99.872,783,1,0,1,783,1,783,0.0,1599
BME_RS06675,BAB_RS18990,99.858,703,1,0,1,703,1,703,0.0,1447
BME_RS06680,BAB_RS18985,99.593,983,4,0,1,983,1,983,0.0,1977
BME_RS06685,BAB_RS18980,99.145,468,4,0,1,468,1,468,0.0,924
BME_RS06690,BAB_RS18975,99.149,235,2,0,1,235,1,235,6.40e-172,469
BME_RS06695,BAB_RS18970,99.805,513,1,0,1,513,1,513,0.0,1012
BME_RS06700,BAB_RS18965,98.734,158,2,0,1,158,1,158,2.24e-112,312
BME_RS06705,BAB_RS18960,100.000,663,0,0,1,663,1,663,0.0,1303
BME_RS06710,BAB_RS18955,100.000,165,0,0,1,165,1,165,1.60e-119,331
BME_RS06715,BAB_RS18950,99.472,379,2,0,1,379,1,379,0.0,745
BME_RS06720,BAB_RS18945,99.333,150,1,0,1,150,1,150,3.16e-109,303
BME_RS06725,BAB_RS18940,100.000,436,0,0,1,436,1,436,0.0,874
BME_RS06730,BAB_RS18935,100.000,229,0,0,1,229,1,229,2.39e-169,462
BME_RS06735,BAB_RS18930,100.000,98,0,0,1,98,1,98,6.64e-66,190
BME_RS06740,BAB_RS18925,100.000,68,0,0,1,68,1,68,1.22e-43,131
BME_RS06745,BAB_RS18920,94.422,986,53,1,1,986,1,984,0.0,1844
BME_RS06750,BAB_RS18910,96.528,144,1,1,1,144,1,140,6.26e-100,280
BME_RS06755,BAB_RS32345,96.023,176,7,0,1,176,1,176,6.19e-123,345
BME_RS06760,BAB_RS18895,100.000,210,0,0,1,210,1,210,3.96e-153,419
BME_RS06765,BAB_RS18890,100.000,181,0,0,1,181,1,181,1.03e-125,348
BME_RS06770,BAB_RS18885,99.115,113,1,0,1,113,1,113,1.84e-79,225
BME_RS06775,BAB_RS18880,100.000,137,0,0,1,137,1,137,1.08e-97,273
BME_RS06780,BAB_RS18850,99.200,125,1,0,1,125,1,125,2.43e-86,244
BME_RS06785,BAB_RS18845,100.000,397,0,0,1,397,1,397,0.0,803
BME_RS06790,BAB_RS18840,99.045,419,0,1,1,419,1,415,0.0,831
BME_RS06795,BAB_RS18835,100.000,170,0,0,1,170,1,170,5.18e-120,332
BME_RS06800,BAB_RS18830,100.000,724,0,0,1,724,1,724,0.0,1487
BME_RS06805,BAB_RS18825,100.000,203,0,0,1,203,1,203,2.11e-149,409
BME_RS06810,BAB_RS18820,99.444,180,1,0,1,180,1,180,1.14e-133,368
BME_RS06815,BAB_RS18815,97.486,358,3,1,1,352,1,358,0.0,692
BME_RS06820,BAB_RS18810,100.000,115,0,0,1,115,1,115,1.08e-82,234
BME_RS06825,BAB_RS18805,100.000,322,0,0,1,322,1,322,0.0,645
BME_RS06830,BAB_RS18800,99.836,609,1,0,1,609,1,609,0.0,1230
BME_RS06835,BAB_RS18795,96.753,154,0,1,1,154,1,149,1.14e-107,300
BME_RS06840,BAB_RS18790,100.000,141,0,0,1,141,1,141,3.70e-104,290
BME_RS06845,BAB_RS18785,100.000,438,0,0,8,445,1,438,0.0,869
BME_RS06850,BAB_RS18780,98.054,257,5,0,1,257,1,257,0.0,508
BME_RS06855,BAB_RS18775,99.338,151,1,0,1,151,1,151,1.20e-109,305
BME_RS06860,BAB_RS18770,100.000,103,0,0,1,103,1,103,3.57e-73,209
BME_RS06865,BAB_RS18765,100.000,142,0,0,1,142,1,142,6.96e-105,292
BME_RS06870,BAB_RS18760,99.858,702,1,0,1,702,1,702,0.0,1448
BME_RS06875,BAB_RS18755,100.000,111,0,0,1,111,1,111,2.91e-81,230
BME_RS06880,BAB_RS18750,98.995,199,2,0,1,199,1,199,6.77e-147,403
BME_RS06885,BAB_RS18745,94.413,179,8,1,1,179,1,177,1.05e-117,330
BME_RS06890,BAB_RS18740,100.000,80,0,0,1,80,1,80,5.83e-57,166
BME_RS06895,BAB_RS18735,100.000,238,0,0,1,238,1,238,3.31e-180,490
BME_RS06900,BAB_RS18730,100.000,503,0,0,1,503,1,503,0.0,1014
BME_RS06905,BAB_RS18725,100.000,120,0,0,1,120,1,120,1.70e-80,229
BME_RS06910,BAB_RS32330,95.025,201,6,1,1,197,1,201,1.59e-112,334
BME_RS06915,BAB_RS32325,100.000,106,0,0,120,225,1,106,5.08e-72,211
BME_RS06920,BAB_RS18705,100.000,330,0,0,1,330,1,330,0.0,679
BME_RS06925,BAB_RS18700,98.684,76,1,0,1,76,1,76,9.36e-51,150
BME_RS06930,BAB_RS18695,100.000,129,0,0,1,129,1,129,3.52e-93,261
BME_RS06935,BAB_RS18690,99.359,156,1,0,1,156,1,156,1.67e-112,312
BME_RS06940,BAB_RS18685,100.000,340,0,0,1,340,1,340,0.0,699
BME_RS06945,BAB_RS18680,99.495,198,1,0,1,198,1,198,3.34e-144,396
BME_RS06950,BAB_RS18675,99.454,549,3,0,1,549,1,549,0.0,1125
BME_RS06955,BAB_RS18670,100.000,487,0,0,1,487,1,487,0.0,992
BME_RS06965,BAB_RS18660,98.837,172,2,0,1,172,1,172,1.01e-126,350
BME_RS06970,BAB_RS18655,98.834,343,4,0,1,343,1,343,0.0,674
BME_RS06975,BAB_RS18650,98.965,483,5,0,1,483,1,483,0.0,968
BME_RS06980,BAB_RS18645,100.000,435,0,0,1,435,1,435,0.0,904
BME_RS06985,BAB_RS18640,92.821,390,3,1,1,390,1,365,0.0,729
BME_RS06990,BAB_RS18635,99.429,350,2,0,1,350,1,350,0.0,723
BME_RS06995,BAB_RS18630,100.000,320,0,0,1,320,1,320,0.0,645
BME_RS07000,BAB_RS18625,99.399,333,2,0,1,333,1,333,0.0,644
BME_RS07005,BAB_RS18620,99.609,511,2,0,1,511,1,511,0.0,1012
BME_RS07010,BAB_RS18615,100.000,369,0,0,1,369,1,369,0.0,765
BME_RS07015,BAB_RS18610,100.000,390,0,0,1,390,1,390,0.0,813
BME_RS07020,BAB_RS18605,99.789,474,1,0,1,474,1,474,0.0,976
BME_RS07025,BAB_RS18600,99.335,451,3,0,1,451,1,451,0.0,910
BME_RS07030,BAB_RS18595,100.000,105,0,0,1,105,1,105,9.49e-74,210
BME_RS07045,BAB_RS18580,99.457,184,1,0,1,184,1,184,1.38e-136,375
BME_RS07060,BAB_RS18565,99.731,372,1,0,1,372,1,372,0.0,765
BME_RS07065,BAB_RS20720,99.180,122,1,0,1,122,1,122,7.24e-87,245
BME_RS07080,BAB_RS18535,100.000,59,0,0,1,59,1,59,1.60e-37,124
BME_RS07085,BAB_RS18530,100.000,362,0,0,1,362,1,362,0.0,751
BME_RS07090,BAB_RS18525,100.000,367,0,0,1,367,1,367,0.0,769
BME_RS07095,BAB_RS18520,99.615,260,1,0,1,260,1,260,0.0,515
BME_RS07100,BAB_RS18515,99.603,252,1,0,1,252,1,252,0.0,504
BME_RS07105,BAB_RS18510,100.000,284,0,0,1,284,1,284,0.0,592
BME_RS07110,BAB_RS18505,100.000,259,0,0,1,259,1,259,0.0,536
BME_RS07115,BAB_RS32270,100.000,161,0,0,1,161,1,161,3.99e-109,317
BME_RS07130,BAB_RS18475,100.000,25,0,0,1,25,1,25,2.67e-13,52.4
BME_RS07135,BAB_RS18470,100.000,335,0,0,1,335,1,335,0.0,644
BME_RS07140,BAB_RS18465,99.518,622,3,0,1,622,1,622,0.0,1257
BME_RS07145,BAB_RS18460,100.000,278,0,0,1,278,1,278,0.0,559
BME_RS07150,BAB_RS18455,100.000,118,0,0,1,118,1,118,8.00e-86,242
BME_RS07155,BAB_RS18450,98.817,169,2,0,1,169,1,169,2.39e-124,343
BME_RS07160,BAB_RS18445,98.995,199,2,0,1,199,1,199,1.50e-136,377
