Abortus2308|Q.,C_crescentus|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS29215,CC_2407,66.416,399,107,2,1,373,1,398,0.0,513
BAB_RS29220,CC_0658,28.096,541,360,15,45,574,21,543,5.95e-26,108
BAB_RS29235,CC_1441,29.386,228,152,4,30,256,40,259,6.68e-28,104
BAB_RS29240,CC_1441,28.947,228,153,5,26,252,40,259,5.64e-26,99.4
BAB_RS29265,CC_0005,31.548,168,110,4,26,189,3,169,9.46e-17,73.6
BAB_RS29290,CC_0091,34.591,159,89,4,1,149,371,524,1.06e-16,72.8
BAB_RS29305,CC_2466,52.174,414,194,3,12,424,2,412,2.06e-145,418
BAB_RS29320,CC_2463,79.167,120,25,0,1,120,6,125,4.75e-69,201
BAB_RS29325,CC_2462,45.987,461,237,3,1,456,1,454,7.00e-134,390
BAB_RS29330,CC_2459,74.545,55,14,0,1,55,1,55,4.16e-25,84.3
BAB_RS29340,CC_2457,41.441,222,123,3,14,235,35,249,7.51e-38,130
BAB_RS29345,CC_1021,36.522,115,73,0,25,139,9,123,4.37e-18,72.4
BAB_RS29350,CC_2453,51.451,758,349,11,30,781,16,760,0.0,703
BAB_RS29355,CC_2451,64.916,838,280,8,1,832,1,830,0.0,1087
BAB_RS29365,CC_2447,46.277,376,185,4,12,385,5,365,4.02e-94,283
BAB_RS29370,CC_2446,54.974,191,82,3,14,200,15,205,2.10e-55,172
BAB_RS29375,CC_2444,47.294,425,220,2,6,428,9,431,5.94e-124,363
BAB_RS29380,CC_2443,68.439,301,94,1,10,309,23,323,1.34e-136,387
BAB_RS29385,CC_3393,25.735,408,250,12,64,434,70,461,4.06e-23,100
BAB_RS29390,CC_2439,48.052,154,78,2,1,152,1,154,7.96e-40,129
BAB_RS29400,CC_2438,53.684,95,44,0,1,95,1,95,2.44e-30,100
BAB_RS29405,CC_2437,68.839,491,148,4,4,493,3,489,0.0,657
BAB_RS29415,CC_1974,65.951,652,211,7,54,699,49,695,0.0,855
BAB_RS29420,CC_0093,25.926,297,199,6,12,302,6,287,3.10e-19,83.2
BAB_RS29425,CC_2176,67.123,219,67,1,30,248,5,218,2.23e-98,284
BAB_RS29430,CC_0836,35.110,319,198,4,158,469,434,750,4.01e-54,191
BAB_RS29450,CC_2047,38.943,511,306,4,359,864,10,519,6.75e-106,334
BAB_RS29460,CC_2304,50.000,438,218,1,4,440,10,447,1.08e-135,395
BAB_RS29465,CC_0118,57.002,607,260,1,1,607,1,606,0.0,674
BAB_RS29470,CC_1437,51.146,698,321,8,1,690,1,686,0.0,622
BAB_RS29475,CC_1845,43.373,83,47,0,8,90,21,103,6.83e-21,77.4
BAB_RS29480,CC_1844,55.288,1163,495,13,14,1168,8,1153,0.0,1266
BAB_RS29490,CC_1843,48.804,209,105,1,4,212,5,211,2.65e-62,191
BAB_RS29505,CC_1613,65.385,104,36,0,9,112,6,109,6.31e-50,151
BAB_RS29510,CC_0107,33.735,415,241,12,13,403,1,405,9.30e-48,165
BAB_RS29520,CC_3759,52.340,235,111,1,4,238,3,236,1.90e-78,236
BAB_RS29530,CC_0860,36.196,489,289,10,10,488,3,478,4.53e-81,259
BAB_RS29550,CC_0056,30.402,398,219,11,5,369,8,380,2.09e-46,163
BAB_RS29555,CC_3262,49.007,151,77,0,1,151,1,151,1.49e-46,146
BAB_RS29570,CC_2625,31.298,131,85,2,3,129,2,131,1.14e-12,58.5
BAB_RS29580,CC_t25,70.000,30,9,0,1,30,1,30,1.29e-08,40.8
BAB_RS29595,CC_3595,42.593,108,60,1,5,110,3,110,7.83e-27,93.6
BAB_RS29625,CC_0713,26.316,285,199,5,69,346,143,423,3.87e-22,94.7
BAB_RS29650,CC_2382,59.633,436,174,2,1,435,1,435,0.0,524
BAB_RS29660,CC_2383,50.476,315,155,1,4,318,2,315,9.14e-109,317
BAB_RS29665,CC_1146,61.613,310,119,0,18,327,4,313,2.15e-143,405
BAB_RS29670,CC_2435,50.000,42,21,0,74,115,156,197,9.53e-09,47.8
BAB_RS29695,CC_2669,36.162,271,160,7,6,276,1,258,9.81e-37,135
BAB_RS29700,CC_0009,42.246,187,103,2,26,211,35,217,2.69e-44,144
BAB_RS29705,CC_2897,43.511,131,70,3,1,130,37,164,4.66e-27,95.9
BAB_RS29710,CC_3595,48.760,121,61,1,1,120,1,121,5.08e-38,122
BAB_RS29715,CC_2412,28.382,377,223,9,67,432,63,403,2.42e-18,83.2
BAB_RS29725,CC_3704,65.250,541,168,7,279,814,287,812,0.0,683
BAB_RS29730,CC_1769,55.251,219,98,0,10,228,1,219,2.32e-80,237
BAB_RS29735,CC_0342,38.938,452,268,6,15,460,25,474,5.71e-97,297
BAB_RS29740,CC_0340,33.216,283,180,4,154,430,122,401,8.55e-43,152
BAB_RS29745,CC_1727,38.507,335,185,4,1,330,125,443,8.58e-70,221
BAB_RS29750,CC_1726,30.189,318,208,6,75,381,26,340,3.05e-31,119
BAB_RS29760,CC_3134,48.333,240,122,1,4,243,15,252,1.46e-77,239
BAB_RS29795,CC_0536,48.536,239,120,1,15,253,63,298,2.62e-68,210
BAB_RS29805,CC_0763,60.541,370,136,4,7,370,5,370,7.03e-152,431
BAB_RS29810,CC_0762,62.428,519,184,3,1,513,1,514,0.0,653
BAB_RS29815,CC_0305,39.024,246,131,6,312,542,329,570,8.88e-37,141
BAB_RS29820,CC_0761,38.926,447,250,11,124,562,115,546,1.99e-57,198
BAB_RS29845,CC_1937,25.484,310,193,10,131,431,121,401,4.06e-12,65.1
BAB_RS29855,CC_1939,34.706,340,203,7,74,397,77,413,2.76e-43,165
BAB_RS29870,CC_0015,33.333,138,85,4,1,136,20,152,2.60e-08,48.1
BAB_RS29880,CC_3521,55.806,310,132,1,35,339,12,321,6.84e-128,367
BAB_RS29885,CC_1576,35.925,373,208,8,13,378,91,439,1.00e-48,167
BAB_RS29890,CC_1575,31.461,178,99,6,5,163,4,177,1.31e-15,69.7
BAB_RS29895,CC_1577,38.557,402,234,6,21,417,7,400,1.35e-86,266
BAB_RS29900,CC_1369,33.537,328,203,4,6,326,3,322,7.55e-46,155
BAB_RS29935,CC_0915,35.577,104,67,0,17,120,18,121,1.97e-10,52.8
BAB_RS29960,CC_1182,50.431,232,113,2,5,235,20,250,7.69e-65,199
BAB_RS29965,CC_1181,39.147,258,156,1,210,467,218,474,1.00e-56,192
BAB_RS29970,CC_3714,39.286,336,196,4,8,342,42,370,9.32e-53,176
BAB_RS29990,CC_3134,38.605,215,125,3,3,213,15,226,8.69e-45,152
BAB_RS29995,CC_2635,31.646,237,150,7,44,272,19,251,2.49e-22,90.1
BAB_RS30020,CC_2092,31.466,232,115,4,27,254,60,251,7.28e-10,55.8
BAB_RS30025,CC_2080,41.818,55,32,0,11,65,14,68,4.84e-08,48.9
BAB_RS30035,CC_0986,26.939,245,154,8,8,231,1,241,5.32e-12,60.5
BAB_RS30050,CC_2864,45.263,95,52,0,10,104,14,108,6.64e-26,90.5
BAB_RS30055,CC_1436,50.489,307,148,3,1,306,1,304,1.14e-80,244
BAB_RS30060,CC_0272,41.558,154,87,1,14,164,18,171,1.96e-40,131
BAB_RS30065,CC_3215,37.097,372,215,6,14,381,6,362,1.11e-64,213
BAB_RS30075,CC_0637,30.493,223,152,2,104,325,115,335,1.14e-20,87.8
BAB_RS30080,CC_3581,26.941,219,141,6,34,233,73,291,5.22e-14,68.2
BAB_RS30085,CC_3581,35.430,302,182,5,1,290,316,616,3.27e-39,142
BAB_RS30095,CC_0894,61.519,395,152,0,1,395,1,395,2.43e-174,489
BAB_RS30100,CC_1350,42.742,372,210,3,3,373,5,374,2.82e-101,301
BAB_RS30105,CC_2183,51.282,117,56,1,11,127,27,142,3.38e-33,112
BAB_RS30110,CC_3045,33.457,269,174,3,1,267,1,266,6.32e-41,140
BAB_RS30120,CC_1223,56.000,50,22,0,5,54,6,55,3.62e-15,63.9
BAB_RS30125,CC_1223,54.374,423,192,1,11,432,71,493,9.83e-156,447
BAB_RS30150,CC_0169,31.132,106,72,1,38,142,37,142,1.84e-11,59.7
BAB_RS30155,CC_0164,24.853,680,425,17,51,686,59,696,2.26e-36,143
BAB_RS30160,CC_0758,23.618,199,137,4,35,233,5,188,3.22e-08,49.3
BAB_RS30165,CC_0752,27.711,166,114,2,50,215,38,197,3.44e-14,66.6
BAB_RS30185,CC_2813,30.415,217,131,7,21,228,7,212,8.52e-17,74.3
BAB_RS30205,CC_1195,33.468,248,162,2,2,249,4,248,2.02e-43,147
BAB_RS30210,CC_2669,37.826,230,126,7,25,254,18,230,9.02e-30,113
BAB_RS30215,CC_2669,36.800,250,149,5,26,270,19,264,2.22e-39,138
BAB_RS30220,CC_1225,27.826,345,218,10,2,327,34,366,3.46e-27,106
BAB_RS30230,CC_3029,37.995,379,216,5,3,375,1,366,4.85e-79,244
BAB_RS30240,CC_3140,42.472,445,254,2,26,468,28,472,6.77e-125,369
BAB_RS30245,CC_0945,43.889,540,285,5,12,534,8,546,1.40e-145,427
BAB_RS30250,CC_0003,35.573,253,158,4,2,251,5,255,1.78e-19,82.8
BAB_RS30255,CC_1808,36.000,250,149,5,20,265,8,250,9.79e-34,120
BAB_RS30260,CC_3600,31.624,234,156,2,2,233,11,242,3.34e-36,125
BAB_RS30265,CC_3600,35.510,245,149,3,365,606,9,247,3.18e-40,144
BAB_RS30280,CC_3293,46.465,297,151,4,32,327,29,318,7.47e-78,238
BAB_RS30285,CC_3142,29.114,158,111,1,56,212,2,159,1.03e-09,52.8
BAB_RS30290,CC_2494,29.043,303,196,6,76,363,101,399,3.24e-33,125
BAB_RS30330,CC_1620,66.536,511,171,0,10,520,10,520,0.0,710
BAB_RS30345,CC_1619,47.100,431,217,3,1,429,1,422,4.30e-114,338
BAB_RS30365,CC_3697,38.305,295,178,2,3,293,5,299,2.56e-60,192
BAB_RS30375,CC_1617,67.152,481,155,1,14,494,7,484,0.0,655
BAB_RS30385,CC_2187,40.909,330,160,11,27,333,10,327,8.36e-52,172
BAB_RS30390,CC_0117,28.755,466,269,18,8,452,7,430,1.04e-20,91.3
BAB_RS30395,CC_3618,36.616,396,232,8,5,393,6,389,1.91e-65,214
BAB_RS30400,CC_1117,27.413,259,168,8,5,250,35,286,7.51e-12,61.6
BAB_RS30405,CC_3396,36.194,268,166,3,262,525,288,554,1.21e-46,168
BAB_RS30420,CC_0276,40.860,279,161,3,25,302,24,299,2.89e-48,160
BAB_RS30425,CC_3126,23.697,422,278,13,45,453,33,423,2.50e-09,55.8
BAB_RS30440,CC_0808,34.366,355,228,5,39,389,17,370,9.05e-42,148
BAB_RS30450,CC_0807,46.465,297,158,1,1,297,1,296,1.13e-72,258
BAB_RS30470,CC_3135,30.800,250,165,2,12,254,57,305,8.73e-30,110
BAB_RS30475,CC_3136,33.191,235,139,3,173,389,76,310,1.17e-35,130
BAB_RS30480,CC_3134,49.825,285,142,1,6,289,15,299,2.55e-96,288
BAB_RS30485,CC_3137,26.104,249,166,7,71,309,88,328,1.28e-10,58.9
BAB_RS30495,CC_t27,92.000,25,2,0,1,25,1,25,6.46e-12,48.9
BAB_RS30510,CC_3753,28.159,277,137,14,3,245,7,255,3.05e-11,59.3
BAB_RS30520,CC_0260,20.736,299,208,12,31,314,29,313,1.29e-08,52.4
BAB_RS30525,CC_3492,26.030,607,355,22,139,719,43,581,7.98e-37,143
BAB_RS30550,CC_1630,28.372,215,137,4,66,279,79,277,1.12e-19,85.9
BAB_RS30560,CC_3134,45.038,262,140,3,4,265,15,272,1.17e-71,224
BAB_RS30565,CC_3135,30.435,161,104,3,1,154,110,269,5.58e-09,51.6
BAB_RS30610,CC_3290,57.724,123,46,1,68,190,32,148,1.71e-47,150
BAB_RS30640,CC_0611,39.056,233,132,5,18,244,6,234,1.48e-50,164
BAB_RS30645,CC_2635,26.667,195,137,3,66,254,56,250,9.46e-13,63.2
BAB_RS30665,CC_0752,26.630,184,104,4,38,209,31,195,5.78e-10,54.3
BAB_RS30670,CC_3062,30.769,260,154,10,56,297,54,305,6.20e-21,89.0
BAB_RS30685,CC_1276,41.121,214,115,4,31,239,3,210,1.44e-43,149
BAB_RS30710,CC_1008,27.895,190,121,6,378,555,325,510,1.68e-12,67.0
BAB_RS30725,CC_1223,37.815,119,67,3,373,487,340,455,1.23e-09,57.4
BAB_RS30730,CC_3384,31.527,203,130,3,5,198,7,209,1.82e-24,95.1
BAB_RS30735,CC_0861,39.610,154,92,1,253,406,179,331,1.01e-17,80.5
BAB_RS30740,CC_0860,39.423,208,115,5,15,216,3,205,2.55e-33,124
BAB_RS30745,CC_0859,27.778,288,183,9,42,319,44,316,6.96e-12,62.4
BAB_RS30755,CC_1137,29.379,177,111,6,12,179,17,188,3.26e-08,51.2
BAB_RS30760,CC_1412,25.701,214,158,1,10,223,62,274,1.08e-10,57.0
BAB_RS30765,CC_1173,33.929,112,53,4,126,228,161,260,2.00e-10,57.8
BAB_RS30790,CC_1859,40.698,86,51,0,5,90,17,102,1.69e-19,74.3
BAB_RS30835,CC_1771,26.738,187,110,7,16,179,21,203,1.45e-12,60.5
BAB_RS30860,CC_1195,32.407,216,135,8,6,217,6,214,2.02e-16,75.1
BAB_RS30865,CC_0884,31.915,188,124,2,20,205,23,208,1.21e-15,70.5
BAB_RS30885,CC_3174,31.660,259,149,8,28,270,28,274,3.59e-26,104
BAB_RS30905,CC_2669,43.388,242,127,4,32,268,19,255,1.29e-49,164
BAB_RS30910,CC_2669,42.672,232,115,7,25,252,19,236,1.70e-33,123
BAB_RS30930,CC_1816,32.812,256,154,4,4,252,6,250,1.33e-32,121
BAB_RS30935,CC_3141,39.286,476,276,9,26,492,22,493,1.29e-95,295
BAB_RS30940,CC_2392,32.683,205,121,6,16,205,12,214,1.09e-16,73.6
BAB_RS30945,CC_3715,25.408,429,283,11,22,429,27,439,1.31e-23,100
BAB_RS30965,CC_0769,70.455,44,13,0,1,44,1,44,1.04e-11,49.7
BAB_RS30970,CC_0768,44.444,90,41,3,9,97,12,93,5.85e-14,62.0
BAB_RS30975,CC_0767,44.715,615,292,9,3,590,4,597,1.60e-171,498
BAB_RS30980,CC_0766,56.373,204,80,1,60,263,1,195,5.27e-70,211
BAB_RS30985,CC_0283,56.552,290,120,2,11,294,13,302,1.31e-103,301
BAB_RS30990,CC_0282,44.595,222,112,1,8,229,3,213,3.74e-59,183
BAB_RS30995,CC_0810,44.882,254,121,2,24,272,12,251,2.04e-77,233
BAB_RS31000,CC_0281,68.794,282,79,3,6,284,8,283,1.14e-123,351
BAB_RS31010,CC_0275,50.761,394,176,4,1,394,7,382,9.04e-116,340
BAB_RS31020,CC_0278,60.729,247,95,1,1,247,1,245,7.59e-103,296
BAB_RS31025,CC_0279,55.184,299,133,1,1,299,1,298,1.27e-112,325
BAB_RS31030,CC_0272,57.233,159,66,1,13,171,17,173,3.88e-67,199
BAB_RS31045,CC_1343,38.462,78,46,2,3,79,8,84,6.21e-08,43.5
BAB_RS31055,CC_1034,79.035,601,125,1,2,602,49,648,0.0,973
BAB_RS31060,CC_3604,52.215,316,142,5,14,325,4,314,4.07e-92,274
BAB_RS31065,CC_3605,63.740,262,95,0,5,266,3,264,1.34e-103,299
BAB_RS31070,CC_3639,45.022,231,116,4,3,230,6,228,6.36e-59,182
BAB_RS31075,CC_3638,58.696,368,145,3,28,394,15,376,1.63e-155,440
BAB_RS31080,CC_1055,41.812,287,162,3,1,285,1,284,3.45e-68,211
BAB_RS31095,CC_2054,36.392,316,195,4,16,327,11,324,5.51e-56,182
BAB_RS31100,CC_0305,37.370,578,349,4,22,588,17,592,1.76e-121,369
BAB_RS31105,CC_3550,50.752,266,114,4,14,278,7,256,7.29e-75,226
BAB_RS31110,CC_2261,46.009,213,93,2,4,194,3,215,1.22e-54,171
BAB_RS31115,CC_t50,79.310,29,6,0,1,29,1,29,1.13e-09,43.5
BAB_RS31120,CC_0658,27.289,568,348,13,31,581,24,543,8.75e-30,120
BAB_RS31140,CC_1849,42.605,453,249,4,16,457,19,471,4.64e-125,370
BAB_RS31145,CC_0523,29.032,248,149,7,38,265,6,246,1.09e-22,91.3
BAB_RS31165,CC_1070,52.998,517,229,4,15,518,17,532,0.0,534
BAB_RS31170,CC_3712,58.500,400,158,5,7,404,18,411,1.93e-149,427
BAB_RS31175,CC_3709,47.473,455,231,4,1,452,1,450,6.07e-140,410
BAB_RS31180,CC_3708,52.381,252,106,3,26,269,7,252,5.06e-86,254
BAB_RS31185,CC_2268,66.505,206,69,0,3,208,4,209,2.29e-101,289
BAB_RS31195,CC_0994,67.299,211,69,0,6,216,3,213,7.28e-104,296
BAB_RS31205,CC_t10,93.333,30,2,0,1,30,1,30,3.94e-16,60.1
BAB_RS31215,CC_3142,26.087,161,118,1,62,221,2,162,5.40e-10,53.9
BAB_RS31220,CC_3140,39.019,469,281,3,11,477,12,477,2.68e-115,345
BAB_RS31225,CC_3562,33.416,401,265,2,46,445,33,432,1.52e-69,224
BAB_RS31230,CC_2669,39.815,216,127,3,36,251,18,230,4.32e-42,146
BAB_RS31235,CC_3696,33.471,242,147,8,20,261,17,244,5.28e-29,109
BAB_RS31255,CC_1729,35.802,162,87,3,1,149,1,158,1.35e-20,90.1
BAB_RS31265,CC_1727,34.545,330,208,5,325,650,125,450,5.09e-50,177
BAB_RS31270,CC_1726,53.488,43,20,0,30,72,27,69,1.34e-08,46.6
BAB_RS31275,CC_0715,39.362,282,170,1,10,291,3,283,2.82e-59,194
BAB_RS31280,CC_0006,46.360,261,138,2,23,281,1,261,1.42e-66,205
BAB_RS31285,CC_0427,60.630,381,146,3,1,379,1,379,9.76e-166,466
BAB_RS31290,CC_1122,22.553,470,291,16,16,470,29,440,5.25e-15,75.5
BAB_RS31310,CC_2669,31.915,282,159,8,29,307,18,269,3.70e-32,119
BAB_RS31315,CC_2669,39.113,248,135,6,21,268,1,232,7.45e-42,145
BAB_RS31325,CC_3142,29.193,161,113,1,65,224,2,162,6.46e-11,56.2
BAB_RS31345,CC_2669,35.271,258,145,8,4,255,2,243,1.22e-29,112
BAB_RS31350,CC_2669,39.207,227,124,7,5,228,1,216,4.18e-41,143
BAB_RS31355,CC_2128,40.152,132,69,6,10,133,7,136,5.89e-16,73.6
BAB_RS31360,CC_2613,31.034,435,257,13,25,440,23,433,1.02e-31,123
BAB_RS31370,CC_3135,26.744,258,181,2,4,254,47,303,1.44e-24,97.1
BAB_RS31375,CC_3136,37.795,254,134,5,29,259,31,283,1.52e-47,158
BAB_RS31380,CC_3134,40.616,357,188,5,14,346,15,371,1.24e-83,256
BAB_RS31385,CC_3139,30.348,402,235,13,41,407,71,462,1.20e-20,90.5
BAB_RS31445,CC_r05,39.669,121,58,3,344,457,304,416,2.64e-09,57.8
BAB_RS31455,CC_t47,80.000,25,5,0,1,25,1,25,1.33e-08,40.8
BAB_RS31475,CC_2625,46.269,134,69,3,1,133,1,132,4.08e-35,116
BAB_RS31480,CC_0321,39.827,231,108,7,4,233,10,210,2.12e-41,147
BAB_RS31490,CC_3600,33.790,219,126,5,29,229,23,240,4.49e-32,116
BAB_RS31500,CC_0357,34.677,124,77,3,13,135,41,161,1.27e-12,58.9
BAB_RS31530,CC_1076,29.954,217,132,6,15,222,13,218,4.32e-19,80.9
BAB_RS31540,CC_0910,45.733,457,233,5,1,450,124,572,2.43e-104,327
BAB_RS31550,CC_1075,40.741,81,48,0,4,84,4,84,5.48e-13,55.8
BAB_RS31560,CC_1458,30.556,144,92,2,9,151,3,139,9.86e-16,66.6
BAB_RS31565,CC_1459,34.000,100,64,2,16,114,15,113,2.46e-11,53.5
BAB_RS31575,CC_0899,26.400,250,177,2,1,244,1,249,2.10e-10,59.7
BAB_RS31580,CC_0902,34.351,262,142,8,1,236,1,258,2.53e-23,98.6
BAB_RS31585,CC_3035,31.618,136,89,2,70,205,70,201,1.26e-15,70.1
BAB_RS31605,CC_1573,37.190,121,75,1,247,366,172,292,4.19e-16,74.7
BAB_RS31615,CC_0905,30.175,570,358,15,14,560,1,553,6.54e-67,224
BAB_RS31620,CC_0792,40.214,281,154,5,3,281,5,273,2.46e-47,156
BAB_RS31635,CC_0859,27.386,241,166,6,37,272,42,278,5.71e-12,62.4
BAB_RS31640,CC_0860,39.761,503,287,8,5,500,3,496,1.48e-114,345
BAB_RS31645,CC_0861,44.138,145,81,0,236,380,180,324,5.05e-25,101
BAB_RS31650,CC_2399,26.119,268,189,4,52,316,48,309,2.57e-18,80.9
BAB_RS31655,CC_0419,36.401,489,270,13,1,467,1,470,4.93e-83,261
BAB_RS31670,CC_3567,27.962,211,137,4,76,283,27,225,5.07e-15,69.7
BAB_RS31680,CC_3141,41.314,472,270,6,26,491,22,492,9.26e-106,322
BAB_RS31700,CC_0584,28.451,355,218,10,19,362,5,334,8.16e-32,122
BAB_RS31705,CC_3132,36.283,452,260,9,12,450,19,455,3.81e-93,286
BAB_RS31710,CC_0244,26.108,203,126,7,3,194,4,193,1.59e-10,55.5
BAB_RS31725,CC_0426,23.747,459,278,17,10,432,43,465,1.18e-10,60.1
BAB_RS31730,CC_3141,51.527,491,236,2,3,492,6,495,5.71e-169,483
BAB_RS31735,CC_0658,27.387,555,361,16,16,560,22,544,2.12e-30,122
BAB_RS31750,CC_1276,30.516,213,139,3,342,550,3,210,1.47e-20,89.4
BAB_RS31755,CC_3600,28.829,222,150,3,17,231,24,244,2.58e-28,104
BAB_RS31770,CC_0445,33.750,240,154,3,1,240,10,244,9.19e-37,127
BAB_RS31790,CC_3134,39.672,305,156,3,4,300,15,299,3.68e-67,214
BAB_RS31800,CC_1172,24.950,505,291,18,2,455,34,501,9.54e-18,82.8
BAB_RS31805,CC_1833,26.994,163,112,6,106,265,131,289,1.50e-08,52.0
BAB_RS31810,CC_0611,43.966,232,125,4,20,246,25,256,2.06e-62,194
BAB_RS31815,CC_0610,28.205,234,159,1,12,236,49,282,1.55e-24,96.3
BAB_RS31820,CC_1792,27.751,209,140,5,8,213,29,229,4.02e-12,63.5
BAB_RS31825,CC_2194,21.353,754,455,26,9,661,17,733,5.28e-11,62.4
BAB_RS31830,CC_2399,32.773,119,76,3,140,255,194,311,2.38e-10,56.6
BAB_RS31855,CC_3600,35.294,238,148,2,5,241,11,243,2.45e-40,136
BAB_RS31860,CC_3600,27.350,234,166,4,10,241,11,242,2.38e-30,110
BAB_RS31875,CC_1411,44.027,452,248,2,1,448,2,452,3.96e-129,378
BAB_RS31880,CC_3753,33.908,174,102,4,117,288,6,168,4.18e-22,92.0
BAB_RS31885,CC_3752,41.176,85,49,1,79,162,55,139,1.95e-11,60.5
BAB_RS31950,CC_1772,72.973,370,100,0,1,370,9,378,0.0,570
BAB_RS31955,CC_1772,66.426,277,92,1,2,278,386,661,1.67e-130,382
BAB_RS31985,CC_2368,50.943,53,25,1,36,88,6,57,2.80e-12,57.4
BAB_RS32020,CC_3549,67.830,401,112,3,16,413,13,399,0.0,540
BAB_RS32065,CC_3420,69.500,200,60,1,384,583,626,824,6.64e-83,274
BAB_RS32145,CC_0388,29.759,457,287,20,9,455,8,440,1.14e-38,143
BAB_RS32150,CC_1346,45.946,111,52,3,2,110,3,107,6.15e-21,79.0
BAB_RS32180,CC_2618,58.824,51,21,0,1,51,725,775,4.24e-14,60.8
BAB_RS32255,CC_3595,41.905,105,59,1,7,109,6,110,1.03e-24,92.8
BAB_RS32265,CC_2897,47.561,82,43,0,32,113,81,162,8.63e-21,79.0
BAB_RS32270,CC_2742,68.421,152,48,0,162,313,89,240,2.39e-61,194
BAB_RS32285,CC_3595,35.965,114,65,3,3,111,2,112,6.34e-17,71.6
BAB_RS32295,CC_3595,43.810,105,57,1,8,110,6,110,7.10e-26,95.5
BAB_RS32320,CC_2813,41.111,90,46,2,20,105,18,104,1.12e-11,56.6
BAB_RS32345,CC_2776,41.958,143,83,0,20,162,14,156,3.92e-31,109
BAB_RS32350,CC_2776,53.488,43,20,0,71,113,164,206,5.41e-09,48.9
BAB_RS32575,CC_3715,27.966,472,330,3,20,481,34,505,5.61e-59,201
BAB_RS32650,CC_3108,81.481,27,5,0,1,27,1,27,2.68e-11,51.6
BAB_RS33225,CC_1204,32.463,268,178,2,3,268,2,268,1.93e-39,143
BAB_RS33325,CC_3759,51.667,60,29,0,1,60,262,321,5.53e-16,66.2
BAB_RS33330,CC_2897,43.382,136,76,1,1,136,30,164,4.40e-32,108
BAB_RS33385,CC_1518,35.165,182,114,2,3,183,5,183,1.83e-35,125
BAB_RS33465,CC_0313,54.076,503,221,4,11,503,3,505,0.0,555
BAB_RS33475,CC_2437,37.255,153,84,4,1,142,115,266,1.19e-10,59.3
BAB_RS33480,CC_2473,32.540,126,80,4,25,148,27,149,2.21e-08,49.7
BAB_RS33535,CC_0910,51.579,95,44,1,14,108,14,106,2.43e-25,95.5
BAB_RS33550,CC_2726,41.653,605,309,12,48,622,81,671,2.63e-120,369
