O_anthropi|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS07235,SMc03121,79.188,394,82,0,6,399,6,399,0.0,665
OANT_RS07245,SMc03122,60.943,297,116,0,3,299,4,300,2.07e-132,376
OANT_RS07250,SMc00678,69.718,142,43,0,2,143,19,160,8.33e-64,190
OANT_RS07255,SMc00677,66.897,1015,334,2,1,1015,1,1013,0.0,1384
OANT_RS07260,SMc00676,66.769,325,108,0,15,339,7,331,2.01e-169,472
OANT_RS07265,SMc04363,67.500,280,91,0,1,280,1,280,1.30e-146,410
OANT_RS07270,SMc04362,80.753,478,87,1,1,478,1,473,0.0,792
OANT_RS07275,SMc04361,63.285,207,75,1,5,210,2,208,5.92e-91,264
OANT_RS07280,SMc04455,56.752,548,234,2,8,554,2,547,0.0,642
OANT_RS07285,SMc01236,52.273,264,125,1,5,267,3,266,1.35e-96,282
OANT_RS07295,SM_b21303,55.319,141,62,1,1,140,1,141,7.75e-50,154
OANT_RS07300,SMc00241,56.485,239,104,0,3,241,4,242,4.03e-86,253
OANT_RS07305,SM_b21590,69.937,316,95,0,5,320,4,319,1.11e-146,414
OANT_RS07310,SM_b21589,63.265,343,124,1,1,343,1,341,6.71e-129,370
OANT_RS07315,SM_b21588,62.551,494,183,1,14,507,8,499,0.0,611
OANT_RS07320,SM_b21587,80.128,312,59,1,8,319,12,320,0.0,511
OANT_RS07330,SM_b20892,61.702,329,124,1,4,330,3,331,9.44e-141,399
OANT_RS07335,SMc00588,57.980,307,129,0,5,311,2,308,1.75e-127,363
OANT_RS07340,SMa0235,63.790,591,208,3,11,601,8,592,0.0,776
OANT_RS07345,SMc00881,46.844,301,158,2,3,301,1,301,1.67e-83,251
OANT_RS07350,SMc00882,67.308,208,68,0,3,210,2,209,6.34e-90,261
OANT_RS07355,SM_b20895,72.881,354,96,0,1,354,1,354,0.0,533
OANT_RS07360,SM_b20894,67.230,473,155,0,56,528,33,505,0.0,650
OANT_RS07365,SM_b20893,59.850,401,156,1,5,400,1,401,2.63e-160,454
OANT_RS07370,SMa0093,49.104,279,141,1,10,288,2,279,1.43e-88,263
OANT_RS07375,SMc02346,45.926,270,137,3,7,267,2,271,2.57e-80,241
OANT_RS07380,SM_b21528,31.950,241,152,2,23,255,36,272,1.39e-37,130
OANT_RS07385,SM_b21526,26.937,271,176,9,3,257,8,272,3.78e-08,51.2
OANT_RS07390,SMc00667,48.691,191,97,1,2,191,6,196,9.59e-60,182
OANT_RS07395,SMc00668,76.566,431,101,0,12,442,11,441,0.0,658
OANT_RS07400,SM_b21163,86.511,556,75,0,1,556,1,556,0.0,994
OANT_RS07405,SM_b21164,76.604,265,62,0,1,265,1,265,1.31e-147,411
OANT_RS07410,SM_b21165,80.000,510,102,0,1,510,1,510,0.0,825
OANT_RS07415,SM_b21166,64.356,404,142,2,2,404,65,467,1.15e-167,476
OANT_RS07420,SMc00673,50.763,459,215,7,5,453,3,460,1.09e-138,404
OANT_RS07425,SM_b20048,59.052,232,95,0,14,245,1,232,1.12e-99,288
OANT_RS07430,SM_b20594,43.434,99,55,1,6,103,7,105,3.43e-29,99.0
OANT_RS07435,SM_b20593,65.143,175,60,1,1,175,1,174,8.87e-75,219
OANT_RS07440,SM_b20592,56.019,216,93,1,12,225,2,217,6.68e-82,241
OANT_RS07445,SMc04388,74.715,439,110,1,3,440,5,443,0.0,691
OANT_RS07450,SMc04387,78.571,182,39,0,1,182,1,182,3.17e-108,305
OANT_RS07455,SMc03265,28.365,416,283,8,5,415,8,413,7.33e-34,128
OANT_RS07460,SMc00557,40.849,377,206,4,10,371,2,376,3.70e-83,256
OANT_RS07465,SMc01168,51.370,146,71,0,1,146,1,146,4.59e-45,142
OANT_RS07470,SMc00638,35.540,287,136,10,10,284,8,257,7.50e-40,137
OANT_RS07475,SM_b20850,81.915,376,68,0,1,376,1,376,0.0,648
OANT_RS07480,SMc04444,25.413,484,315,12,25,492,223,676,1.47e-36,145
OANT_RS07490,SM_b20346,29.275,345,242,2,8,351,11,354,8.68e-38,137
OANT_RS07495,SM_b20346,33.623,345,215,7,25,362,25,362,1.18e-47,163
OANT_RS07500,SM_b20345,42.954,1036,583,4,2,1031,8,1041,0.0,845
OANT_RS07505,SMc02876,47.863,234,122,0,22,255,20,253,4.11e-64,198
OANT_RS07510,SMc02877,42.560,336,191,2,8,342,5,339,7.25e-79,242
OANT_RS07515,SMc02878,50.130,385,186,3,1,383,1,381,5.24e-114,335
OANT_RS07525,SMc04154,82.993,294,50,0,1,294,3,296,0.0,526
OANT_RS07530,SMc04385,83.333,510,85,0,1,510,1,510,0.0,882
OANT_RS07535,SMc04383,72.747,466,127,0,1,466,1,466,0.0,691
OANT_RS07540,SMc04882,73.064,297,80,0,1,297,1,297,5.66e-167,463
OANT_RS07545,SMc01576,54.893,419,183,2,10,424,10,426,1.25e-147,424
OANT_RS07550,SMc04317,49.671,304,153,0,22,325,21,324,3.15e-100,296
OANT_RS07555,SMc04316,47.002,517,274,0,50,566,162,678,3.93e-144,429
OANT_RS07560,SMc04300,48.589,319,148,5,1,308,1,314,4.47e-90,272
OANT_RS07565,SMc02644,79.097,775,147,4,1,767,1,768,0.0,1158
OANT_RS07570,SMc01226,68.817,93,29,0,10,102,4,96,5.65e-49,148
OANT_RS07575,SMc01227,76.486,370,86,1,1,370,1,369,0.0,567
OANT_RS07580,SMc03092,46.809,141,75,0,1,141,1,141,3.68e-38,124
OANT_RS07585,SMc03091,53.000,300,139,2,5,303,6,304,9.79e-107,311
OANT_RS07590,SM_b21494,74.777,337,85,0,8,344,11,347,0.0,543
OANT_RS07600,SMc04255,25.000,836,529,28,12,796,22,810,2.91e-48,181
OANT_RS07615,SMa1400,25.393,382,246,10,9,371,3,364,6.68e-09,54.3
OANT_RS07625,SMc02351,37.288,118,71,3,11,125,27,144,1.88e-18,74.3
OANT_RS07655,SM_b20518,55.909,220,93,1,6,225,7,222,1.25e-87,260
OANT_RS07700,SMc04186,39.024,82,48,2,123,202,67,148,1.45e-13,63.2
OANT_RS07805,SMc03763,31.797,217,100,6,82,266,4,204,7.22e-19,85.5
OANT_RS07925,SM_b21469,40.260,77,43,2,3,77,92,167,2.21e-10,51.2
OANT_RS07935,SMc02553,33.884,242,135,9,1,221,21,258,3.54e-32,115
OANT_RS07955,SMc04432,49.351,77,27,2,29,93,26,102,9.20e-16,64.7
OANT_RS07960,SMc04431,50.000,86,36,3,1,81,1,84,1.44e-18,70.5
OANT_RS07980,SMc01233,54.598,174,56,2,1,151,1,174,8.83e-61,183
OANT_RS08020,SMa0903,51.662,391,179,5,16,402,12,396,9.35e-136,392
OANT_RS08035,SMc04459,32.673,202,111,8,225,406,180,376,4.32e-16,78.6
OANT_RS08150,SMc00758,100.000,25,0,0,1,25,1,25,8.78e-11,46.6
OANT_RS08155,SMa2313,32.673,202,108,6,53,232,60,255,1.04e-20,90.1
OANT_RS08160,SM_b21248,30.278,360,216,6,33,367,29,378,3.19e-37,136
OANT_RS08165,SM_b20655,27.132,129,79,5,1,126,1,117,9.68e-09,48.5
OANT_RS08170,SMc01415,46.995,366,186,5,1,363,1,361,2.80e-97,291
OANT_RS08175,SMc00655,64.865,111,39,0,1,111,1,111,4.27e-45,140
OANT_RS08180,SMc00654,92.920,226,16,0,1,226,1,226,8.84e-157,431
OANT_RS08185,SMc00653,38.938,113,67,1,11,123,7,117,1.40e-22,83.6
OANT_RS08190,SMc00652,60.976,205,78,2,5,208,8,211,7.47e-88,256
OANT_RS08195,SMc00651,58.500,200,79,2,3,198,1,200,8.93e-84,244
OANT_RS08200,SMc00650,26.685,371,195,11,1,309,1,356,4.39e-21,89.7
OANT_RS08205,SMc00656,57.143,91,39,0,5,95,1,91,7.21e-38,120
OANT_RS08215,SMc00659,75.393,382,89,1,1,377,1,382,0.0,596
OANT_RS08220,SMc01844,49.104,279,135,2,25,298,30,306,1.32e-72,224
OANT_RS08225,SMc00649,50.376,266,129,1,13,275,7,272,3.25e-89,264
OANT_RS08230,SMc05009,64.706,85,30,0,12,96,18,102,2.61e-29,100
OANT_RS08235,SMc04457,46.222,225,118,2,5,228,6,228,4.58e-51,164
OANT_RS08240,SMc00786,68.173,531,169,0,1,531,1,531,0.0,760
OANT_RS08245,SMc00787,76.347,334,79,0,1,334,1,334,0.0,530
OANT_RS08250,SMc00788,70.861,302,88,0,1,302,1,302,2.60e-144,405
OANT_RS08255,SMc00789,75.812,277,67,0,1,277,1,277,3.14e-157,437
OANT_RS08260,SMc00790,77.941,272,60,0,5,276,4,275,1.68e-159,442
OANT_RS08265,SMc02739,60.000,345,137,1,4,347,5,349,2.93e-145,412
OANT_RS08270,SMc02738,62.816,277,103,0,1,277,1,277,5.77e-125,355
OANT_RS08275,SMc02737,66.771,319,104,2,4,322,2,318,9.30e-150,421
OANT_RS08280,SMc02729,51.429,420,166,5,26,424,5,407,3.40e-153,437
OANT_RS08290,SMc00818,26.556,241,172,2,8,243,1,241,1.06e-17,79.0
OANT_RS08300,SMc02603,27.981,411,273,7,20,427,21,411,1.57e-28,113
OANT_RS08305,SMc04052,34.884,129,83,1,5,132,19,147,1.33e-17,71.6
OANT_RS08310,SMc00681,59.589,146,59,0,1,146,1,146,2.64e-63,189
OANT_RS08315,SMc02725,74.861,720,181,0,1,720,1,720,0.0,1111
OANT_RS08320,SMc02724,60.071,283,113,0,7,289,9,291,7.23e-105,306
OANT_RS08330,SMc02717,82.353,561,99,0,11,571,4,564,0.0,977
OANT_RS08340,SMc02712,55.052,287,126,2,1,285,1,286,1.59e-108,315
OANT_RS08345,SMc02711,50.993,151,73,1,1,151,14,163,1.50e-49,154
OANT_RS08355,SMc02708,69.697,330,95,1,1,325,1,330,1.72e-163,456
OANT_RS08360,SMc02707,49.383,162,82,0,1,162,1,162,2.03e-48,152
OANT_RS08365,SMc02706,60.203,691,273,2,1,691,1,689,0.0,811
OANT_RS08370,SMc02705,50.313,958,447,11,4,957,5,937,0.0,868
OANT_RS08375,SMc02704,60.797,301,117,1,3,302,4,304,6.21e-133,377
OANT_RS08380,SMc02703,75.229,327,81,0,8,334,9,335,1.54e-177,493
OANT_RS08385,SMc02702,68.205,195,58,2,24,218,34,224,1.34e-89,261
OANT_RS08390,SMc02701,55.349,215,81,3,1,206,1,209,3.83e-75,223
OANT_RS08395,SMc02700,58.025,405,170,0,9,413,9,413,1.72e-168,476
OANT_RS08405,SMc01351,52.381,84,40,0,1,84,1,84,1.86e-26,90.5
OANT_RS08410,SMc00230,53.704,162,75,0,1,162,1,162,1.63e-58,177
OANT_RS08415,SMc00180,72.368,304,83,1,1,304,1,303,1.66e-166,462
OANT_RS08420,SMc00181,58.242,91,32,2,1,90,1,86,1.69e-28,95.9
OANT_RS08435,SMc00184,70.068,147,44,0,2,148,3,149,3.87e-73,214
OANT_RS08440,SMc00185,65.182,606,211,0,1,606,1,606,0.0,818
OANT_RS08445,SMc00186,60.097,619,243,2,1,618,21,636,0.0,763
OANT_RS08450,SMc00187,74.479,192,44,1,1,187,1,192,1.04e-102,291
OANT_RS08455,SMc00188,83.294,425,70,1,1,424,1,425,0.0,743
OANT_RS08460,SMc00189,73.004,263,69,2,33,295,31,291,2.40e-136,385
OANT_RS08465,SMc02698,80.337,178,35,0,3,180,2,179,1.63e-105,298
OANT_RS08470,SMc02697,49.045,157,70,3,1,151,1,153,2.82e-50,156
OANT_RS08475,SMc02696,51.351,148,72,0,10,157,4,151,1.45e-54,167
OANT_RS08480,SMc02695,80.654,367,71,0,1,367,1,367,0.0,614
OANT_RS08485,SMc02693,64.000,250,77,5,1,250,1,237,2.07e-100,290
OANT_RS08490,SMc02692,72.043,186,52,0,1,186,1,186,1.01e-95,275
OANT_RS08495,SMc00484,68.138,521,142,5,1,514,1,504,0.0,687
OANT_RS08500,SMc00808,49.541,436,196,5,10,423,33,466,3.73e-116,346
OANT_RS08505,SMc02686,84.516,310,48,0,1,310,1,310,0.0,541
OANT_RS08510,SMc02685,48.246,114,59,0,98,211,173,286,4.39e-38,131
OANT_RS08515,SMc02684,68.504,381,120,0,1,381,1,381,0.0,543
OANT_RS08520,SMc02683,61.390,259,97,1,6,264,8,263,3.52e-112,321
OANT_RS08525,SMc02682,52.514,358,167,2,6,360,10,367,9.60e-129,371
OANT_RS08530,SMc02681,61.240,258,100,0,11,268,11,268,1.83e-113,326
OANT_RS08535,SMc03744,74.390,82,21,0,1,82,1,82,1.04e-38,122
OANT_RS08540,SMc02678,71.084,166,48,0,1,166,1,166,6.99e-88,252
OANT_RS08545,SMc04456,75.926,108,26,0,7,114,5,112,7.45e-57,169
OANT_RS08550,SMc01595,65.429,431,146,3,17,446,31,459,0.0,576
OANT_RS08555,SMc01593,70.870,230,67,0,6,235,5,234,7.80e-124,348
OANT_RS08560,SMc01592,66.917,133,44,0,21,153,22,154,9.04e-63,188
OANT_RS08570,SMc00042,30.370,270,179,5,12,277,12,276,5.19e-32,117
OANT_RS08580,SMc01587,62.736,212,79,0,4,215,2,213,7.73e-99,283
OANT_RS08585,SMc01586,49.573,117,38,4,48,149,30,140,1.68e-20,79.3
OANT_RS08590,SMc01585,80.282,71,14,0,1,71,1,71,3.13e-40,124
OANT_RS08595,SMc01230,46.104,154,81,2,53,205,80,232,2.39e-29,108
OANT_RS08600,SMc04226,40.789,152,68,5,1,149,2,134,3.47e-24,90.1
OANT_RS08605,SMc04231,74.646,990,186,12,7,941,6,985,0.0,1460
OANT_RS08610,SMa2297,38.158,76,45,1,8,81,7,82,5.95e-11,57.4
OANT_RS08615,SMc04228,70.543,129,38,0,1,129,1,129,1.33e-64,190
OANT_RS08620,SMc04225,53.818,275,105,8,46,308,133,397,1.07e-89,270
OANT_RS08625,SMc04230,71.795,117,32,1,1,116,1,117,5.85e-54,162
OANT_RS08630,SMc01584,57.192,292,124,1,1,291,1,292,5.39e-100,293
OANT_RS08640,SMc01218,78.846,156,33,0,1,156,2,157,1.01e-89,256
OANT_RS08645,SMc01219,55.908,347,147,4,9,350,2,347,2.40e-132,379
OANT_RS08650,SMc01223,75.333,150,37,0,1,150,1,150,3.81e-82,236
OANT_RS08655,SMa1691,42.704,466,266,1,1,466,20,484,3.00e-132,388
OANT_RS08660,SMc01224,73.765,324,85,0,1,324,1,324,0.0,509
OANT_RS08665,SMc01225,70.370,297,87,1,5,301,7,302,1.71e-165,459
OANT_RS08670,SM_b21595,24.868,189,137,3,3,189,4,189,4.49e-13,67.8
OANT_RS08675,SMc04137,35.686,255,158,5,22,272,42,294,6.18e-40,138
OANT_RS08680,SM_b20232,34.164,281,178,4,20,296,20,297,6.25e-48,160
OANT_RS08685,SM_b20630,41.333,375,196,3,2,373,8,361,1.73e-96,290
OANT_RS08695,SM_b21167,48.403,407,206,3,30,434,27,431,4.07e-124,367
OANT_RS08700,SMc01578,84.000,400,64,0,1,400,1,400,0.0,712
OANT_RS08710,SMa2095,27.119,295,153,8,9,265,6,276,1.68e-08,52.0
OANT_RS08715,SMc01670,44.697,132,71,2,15,145,15,145,1.42e-29,103
OANT_RS08720,SMc01428,76.471,68,16,0,1,68,1,68,1.59e-36,114
OANT_RS08730,SM_b20937,52.332,579,271,3,42,617,15,591,0.0,636
OANT_RS08735,SMc01215,85.013,1161,173,1,1,1160,1,1161,0.0,2016
OANT_RS08740,SM_b20943,32.153,339,197,14,29,359,4,317,5.08e-26,103
OANT_RS08745,SMc01213,64.013,314,106,2,1,310,1,311,1.15e-137,389
OANT_RS08750,SMc01212,78.000,400,88,0,1,400,1,400,0.0,605
OANT_RS08755,SMc01569,76.309,401,91,2,6,403,2,401,0.0,637
OANT_RS08760,SMc01568,66.443,149,50,0,2,150,1,149,1.66e-72,211
OANT_RS08765,SM_b21536,41.924,551,317,2,8,558,8,555,1.42e-136,405
OANT_RS08770,SMc01567,56.845,672,263,10,1,654,1,663,0.0,714
OANT_RS08775,SMc01563,83.358,685,99,6,1,671,1,684,0.0,1095
OANT_RS08780,SMc00935,44.211,95,52,1,2,95,3,97,9.33e-21,77.0
OANT_RS08790,SMc00064,65.493,142,48,1,1,141,1,142,1.05e-67,199
OANT_RS08800,SMc01556,58.605,215,85,2,38,251,51,262,4.15e-77,231
OANT_RS08810,SMc01506,26.797,153,101,4,31,180,17,161,2.98e-08,48.5
OANT_RS08815,SMc01725,39.241,237,141,3,1,236,1,235,1.25e-52,167
OANT_RS08820,SMa1077,50.000,152,64,2,32,183,18,157,4.20e-37,124
OANT_RS08825,SMc03832,43.452,168,89,2,1,165,3,167,4.52e-47,148
OANT_RS08830,SM_b21330,88.060,67,8,0,1,67,1,67,2.74e-38,119
OANT_RS08850,SM_b20336,31.387,274,162,10,19,283,7,263,1.40e-27,105
OANT_RS08860,SM_b21035,46.377,69,37,0,7,75,3,71,5.68e-17,66.6
OANT_RS08870,SM_b21468,65.797,345,118,0,4,348,11,355,3.66e-148,420
OANT_RS08875,SM_b21167,48.403,407,206,3,30,434,27,431,4.07e-124,367
OANT_RS08885,SMc02275,70.854,199,58,0,1,199,13,211,9.81e-106,300
OANT_RS08890,SMc00099,77.941,68,15,0,6,73,3,70,5.91e-33,105
OANT_RS08895,SMc00981,59.030,371,141,3,2,372,5,364,4.96e-154,436
OANT_RS08900,SMc00982,66.024,415,140,1,1,415,1,414,0.0,605
OANT_RS08910,SMc02641,55.023,438,188,3,1,432,1,435,1.12e-177,501
OANT_RS08920,SMc02384,33.054,239,147,7,1,231,15,248,2.71e-31,115
OANT_RS08925,SMc02818,49.296,284,144,0,24,307,24,307,2.24e-98,290
OANT_RS08930,SMc04454,88.160,549,65,0,1,549,1,549,0.0,1001
OANT_RS08935,SMc00225,50.394,254,124,1,3,254,2,255,4.52e-91,267
OANT_RS08945,SMa1328,34.165,401,236,9,16,399,2,391,4.01e-58,195
OANT_RS08955,SMc01842,60.692,318,122,2,6,322,7,322,9.67e-114,331
OANT_RS08960,SMc01843,59.155,284,115,1,17,299,15,298,4.68e-119,342
OANT_RS08965,SMc00317,31.818,308,203,4,7,311,7,310,3.04e-35,127
OANT_RS08970,SMc01845,52.000,375,175,5,41,412,33,405,8.54e-136,392
OANT_RS08975,SMc01846,52.727,275,109,5,1,273,1,256,5.28e-98,286
OANT_RS08980,SMc01847,51.402,214,102,2,12,225,10,221,4.55e-68,206
OANT_RS08985,SMc01848,59.500,400,160,2,11,409,17,415,2.05e-172,486
OANT_RS09000,SMc01853,57.203,236,100,1,1,236,1,235,1.83e-92,269
OANT_RS09005,SMc01854,60.905,243,95,0,21,263,7,249,1.88e-105,304
OANT_RS09010,SMc01855,64.516,124,44,0,96,219,56,179,2.95e-55,172
OANT_RS09020,SMc00372,51.373,255,118,1,1,249,1,255,3.09e-75,226
OANT_RS09025,SMa1115,24.631,406,267,14,43,424,26,416,2.05e-10,59.7
OANT_RS09030,SMc01858,66.366,333,107,1,5,337,6,333,3.10e-150,424
OANT_RS09035,SMc01859,42.424,132,71,2,1,128,1,131,3.53e-26,93.2
OANT_RS09040,SMc01860,59.201,576,222,3,7,582,19,581,0.0,687
OANT_RS09045,SMc01861,72.107,484,129,3,3,481,1,483,0.0,685
OANT_RS09050,SMc01862,57.906,468,196,1,3,470,2,468,0.0,521
OANT_RS09055,SMc01863,78.142,366,74,1,1,360,1,366,0.0,568
OANT_RS09060,SMc01864,70.652,460,134,1,1,460,1,459,0.0,588
OANT_RS09065,SMc01865,68.478,368,116,0,1,368,1,368,0.0,512
OANT_RS09070,SMc01866,64.960,371,130,0,1,371,1,371,9.95e-163,458
OANT_RS09075,SMc01867,80.215,465,91,1,1,464,1,465,0.0,732
OANT_RS09080,SMc01868,63.722,317,115,0,3,319,5,321,1.48e-145,410
OANT_RS09085,SMc01871,75.649,308,75,0,1,308,1,308,0.0,499
OANT_RS09090,SMc01872,50.877,285,140,0,27,311,25,309,1.83e-98,290
OANT_RS09095,SMc01873,67.371,426,134,2,17,440,20,442,0.0,595
OANT_RS09100,SMc01874,66.225,604,151,11,1,565,1,590,0.0,624
OANT_RS09105,SMc01875,61.538,312,119,1,1,311,10,321,1.78e-140,397
OANT_RS09110,SMc01876,65.900,261,89,0,25,285,28,288,1.46e-126,359
OANT_RS09115,SMc01877,70.111,542,160,1,1,540,1,542,0.0,719
OANT_RS09120,SMc01878,68.911,698,200,5,28,719,30,716,0.0,966
OANT_RS09130,SMc01882,60.444,225,89,0,12,236,2,226,1.98e-94,274
OANT_RS09135,SMc01883,40.217,92,53,2,5,95,9,99,7.07e-16,64.7
OANT_RS09140,SMc01885,59.339,605,244,2,3,605,2,606,0.0,712
OANT_RS09145,SMc01472,53.633,289,129,2,1,284,1,289,6.41e-105,305
OANT_RS09150,SMc01471,54.040,198,83,2,3,192,2,199,1.34e-72,216
OANT_RS09160,SM_b20765,47.208,197,104,0,13,209,8,204,4.41e-60,184
OANT_RS09165,SMc01465,64.634,164,56,1,4,165,2,165,2.86e-76,222
OANT_RS09170,SMc01461,75.806,868,195,5,1,864,1,857,0.0,1327
OANT_RS09180,SMc03110,45.570,158,86,0,11,168,7,164,3.24e-39,129
OANT_RS09185,SMc01455,65.096,467,163,0,1,467,1,467,0.0,637
OANT_RS09190,SMc01454,32.234,1213,736,22,12,1207,1,1144,2.90e-177,555
OANT_RS09195,SMc01452,50.000,72,36,0,3,74,2,73,1.80e-20,75.1
OANT_RS09200,SMc01451,50.877,57,28,0,2,58,3,59,1.33e-15,62.0
OANT_RS09205,SMc01450,58.081,198,51,4,1,194,1,170,5.24e-72,213
OANT_RS09210,SMc03169,29.596,223,139,6,13,229,20,230,1.86e-17,75.9
OANT_RS09215,SMc00536,31.183,372,254,2,5,375,3,373,3.42e-42,150
OANT_RS09255,SM_b21035,41.667,72,40,1,8,79,3,72,3.58e-11,51.2
OANT_RS09315,SMc01449,64.078,103,36,1,1,103,1,102,1.39e-37,120
OANT_RS09320,SMc01444,84.091,264,42,0,1,264,1,264,2.23e-173,476
OANT_RS09325,SMc01442,54.491,167,76,0,6,172,5,171,4.65e-68,202
OANT_RS09330,SMc01441,62.647,340,108,4,46,383,40,362,2.28e-151,429
OANT_RS09335,SMc01440,68.121,298,95,0,1,298,1,298,8.51e-139,392
OANT_RS09345,SMc01438,57.004,514,200,8,9,519,7,502,0.0,535
OANT_RS09350,SMc00763,66.154,390,131,1,2,390,3,392,0.0,531
OANT_RS09355,SMc01437,59.218,179,73,0,1,179,1,179,1.44e-70,209
OANT_RS09360,SMc01494,67.687,294,95,0,5,298,1,294,4.41e-140,394
OANT_RS09365,SMc01435,53.265,291,136,0,8,298,10,300,1.06e-111,323
OANT_RS09370,SMc01370,43.195,169,92,3,98,263,285,452,4.43e-34,125
OANT_RS09375,SMc01432,54.274,503,226,2,20,522,25,523,0.0,550
OANT_RS09380,SMc01431,82.082,586,104,1,23,607,7,592,0.0,1031
OANT_RS09385,SMc01430,77.895,190,42,0,1,190,1,190,6.16e-110,310
OANT_RS09390,SMc01425,67.839,199,62,1,1,199,1,197,2.52e-99,283
OANT_RS09395,SMa1872,32.915,319,211,2,1,317,1,318,1.96e-50,167
OANT_RS09400,SMc01414,81.867,375,66,1,1,373,36,410,0.0,643
OANT_RS09410,SMc01407,71.901,242,66,1,1,240,1,242,3.07e-124,350
OANT_RS09415,SMc00873,53.226,620,286,2,33,649,2,620,0.0,651
OANT_RS09420,SMc04348,50.235,213,106,0,1,213,1,213,1.52e-64,196
OANT_RS09425,SMc04346,87.906,339,41,0,1,339,1,339,0.0,627
OANT_RS09435,SMc04323,74.328,409,104,1,1,409,1,408,0.0,620
OANT_RS09440,SMc00979,47.273,55,26,1,84,138,85,136,1.29e-11,55.8
OANT_RS09445,SMc04274,62.740,365,135,1,4,368,5,368,2.45e-174,487
OANT_RS09450,SMc04272,31.169,231,158,1,6,236,14,243,1.73e-37,129
OANT_RS09455,SMc04271,53.135,303,139,2,9,308,3,305,1.30e-100,295
OANT_RS09460,SMa1151,34.722,144,89,2,1,140,1,143,2.20e-29,102
OANT_RS09475,SM_b21207,29.825,285,176,3,42,316,40,310,1.41e-20,88.6
OANT_RS09480,SM_b21206,42.215,289,155,6,246,527,299,582,3.13e-62,219
OANT_RS09485,SM_b21204,27.978,361,250,5,11,366,11,366,1.07e-30,117
OANT_RS09490,SMc02726,25.166,755,405,32,7,621,9,743,6.55e-22,97.8
OANT_RS09500,SMc01511,41.667,324,175,4,22,332,42,364,3.16e-63,202
OANT_RS09505,SM_b20058,35.833,240,150,2,3,241,2,238,1.27e-44,149
OANT_RS09510,SMc01163,62.842,366,136,0,11,376,10,375,2.01e-173,485
OANT_RS09515,SMa0067,27.914,326,209,10,4,309,1,320,1.39e-19,84.7
OANT_RS09520,SMa0070,30.702,342,205,4,31,372,9,318,2.82e-36,132
OANT_RS09525,SMa0072,45.122,246,128,2,1,242,1,243,8.81e-71,215
OANT_RS09530,SMc00165,68.773,269,83,1,2,269,5,273,3.50e-140,392
OANT_RS09535,SM_b20614,50.436,688,319,5,1,682,14,685,0.0,686
OANT_RS09540,SMc00127,27.629,485,278,16,3,474,5,429,2.61e-32,127
OANT_RS09545,SMc03124,68.015,544,171,2,1,544,1,541,0.0,787
OANT_RS09550,SMc03125,71.651,321,87,2,4,324,8,324,1.10e-163,458
OANT_RS09555,SMc03126,70.701,314,92,0,4,317,3,316,3.32e-159,446
OANT_RS09560,SMc03127,73.052,308,83,0,1,308,1,308,6.25e-169,468
OANT_RS09565,SMc03128,79.259,270,56,0,19,288,24,293,2.95e-159,442
OANT_RS09570,SM_b21302,43.151,146,75,2,1,138,1,146,2.97e-36,119
OANT_RS09580,SMc03246,24.409,381,217,17,58,405,49,391,1.72e-08,53.5
OANT_RS09605,SMc02184,42.105,76,41,1,1,73,1,76,9.46e-14,58.2
OANT_RS09625,SMc04364,88.000,25,3,0,1,25,1,25,1.09e-08,41.2
OANT_RS09635,SMc03171,51.489,235,110,3,10,241,10,243,1.64e-72,228
OANT_RS09645,SM_b21133,51.703,323,151,4,11,331,18,337,5.85e-109,318
OANT_RS09650,SM_b21132,52.985,268,126,0,2,269,15,282,2.71e-93,275
OANT_RS09655,SM_b21131,55.022,229,103,0,17,245,26,254,7.20e-92,271
OANT_RS09660,SMc00505,42.857,175,95,4,5,176,9,181,5.50e-40,132
OANT_RS09665,SMc02853,60.577,312,123,0,2,313,3,314,5.87e-123,352
OANT_RS09670,SMa1600,57.509,586,236,5,1,581,1,578,0.0,595
OANT_RS09675,SMc02265,62.201,836,314,2,1,835,1,835,0.0,1004
OANT_RS09685,SMc04176,43.866,864,441,7,7,843,7,853,0.0,720
OANT_RS09690,SMc04174,45.833,72,39,0,25,96,17,88,5.17e-17,67.0
OANT_RS09695,SMc01987,82.181,853,152,0,1,853,1,853,0.0,1505
OANT_RS09700,SMc04169,77.709,323,72,0,8,330,8,330,0.0,543
OANT_RS09710,SMc04163,54.915,295,132,1,1,295,1,294,3.08e-118,340
OANT_RS09720,SMc02383,26.695,472,290,16,25,466,12,457,2.72e-23,100
OANT_RS09725,SM_b20751,68.276,290,92,0,1,290,1,290,1.70e-126,360
OANT_RS09730,SM_b20753,66.578,377,126,0,9,385,3,379,0.0,524
OANT_RS09735,SMc04309,69.053,475,147,0,1,475,1,475,0.0,668
OANT_RS09750,SMc04305,67.066,167,54,1,8,173,9,175,1.64e-70,208
OANT_RS09755,SMc04304,75.219,343,85,0,4,346,9,351,0.0,517
OANT_RS09760,SMc04303,70.843,1269,343,5,1,1249,1,1262,0.0,1792
OANT_RS09765,SMc04302,68.159,201,62,2,14,212,14,214,9.60e-96,275
OANT_RS09775,SMc04286,66.807,238,79,0,22,259,80,317,4.90e-113,325
OANT_RS09785,SMc04285,46.296,108,56,1,10,115,25,132,9.65e-16,66.2
