S_meliloti|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMa0750,BAB_RS21240,30.000,220,139,4,9,220,11,223,3.70e-24,96.3
SMa0751,BAB_RS22975,58.524,393,156,4,12,400,11,400,1.92e-173,488
SMa0752,BAB_RS22980,50.833,360,161,5,10,353,13,372,3.25e-126,363
SMa0759,BAB_RS26565,37.500,80,50,0,1,80,94,173,1.03e-08,48.1
SMa0762,BAB_RS19160,39.773,176,89,4,40,201,63,235,1.03e-30,110
SMa0765,BAB_RS17805,75.138,543,129,2,1,539,1,541,0.0,857
SMa0766,BAB_RS17800,81.070,243,46,0,1,243,1,243,1.28e-151,419
SMa0767,BAB_RS17795,57.447,47,20,0,4,50,3,49,4.25e-17,63.5
SMa0769,BAB_RS17790,61.324,287,111,0,1,287,1,287,8.02e-139,390
SMa0772,BAB_RS22765,62.500,48,18,0,134,181,135,182,3.27e-11,56.6
SMa0789,BAB_RS30940,31.313,198,135,1,16,213,10,206,1.04e-18,78.6
SMa0792,BAB_RS29180,22.672,247,180,6,31,271,19,260,2.99e-10,55.8
SMa0793,BAB_RS22205,34.940,83,53,1,7,89,31,112,7.66e-10,52.8
SMa0794,BAB_RS21245,23.642,313,207,10,26,330,26,314,5.71e-12,62.4
SMa0796,BAB_RS31730,41.300,477,269,8,6,474,18,491,4.84e-107,324
SMa0799,BAB_RS30485,39.420,345,197,7,3,336,5,348,2.03e-69,217
SMa0800,BAB_RS30475,44.843,223,123,0,65,287,166,388,3.10e-57,185
SMa0802,BAB_RS31370,38.000,250,155,0,12,261,5,254,4.72e-56,177
SMa0803,BAB_RS30480,46.154,325,172,3,6,329,6,328,4.72e-97,289
SMa0805,BAB_RS23845,62.292,480,179,2,8,487,1,478,0.0,607
SMa0806,BAB_RS27020,47.115,104,37,3,53,149,51,143,4.88e-22,82.8
SMa0815,BAB_RS21380,39.377,353,187,3,77,429,48,373,7.45e-73,237
SMa0817,BAB_RS19020,22.659,331,217,10,29,333,40,357,4.90e-12,63.9
SMa0819,BAB_RS25320,30.996,271,158,8,78,339,59,309,2.95e-28,108
SMa0822,BAB_RS25325,31.193,218,138,6,1,216,1,208,3.26e-22,89.7
SMa0824,BAB_RS16665,84.375,32,5,0,1,32,452,483,3.04e-10,53.9
SMa0841,BAB_RS32270,68.852,61,19,0,75,135,10,70,3.67e-24,92.0
SMa0853,BAB_RS18235,39.089,417,235,5,3,401,2,417,1.90e-73,232
SMa0854,BAB_RS18225,73.878,245,64,0,1,245,1,245,8.22e-138,384
SMa0855,BAB_RS16820,78.523,298,64,0,2,299,9,306,3.70e-171,473
SMa0857,BAB_RS16825,63.844,614,222,0,16,629,18,631,0.0,827
SMa0861,BAB_RS29610,31.841,201,120,9,9,200,17,209,9.84e-10,55.5
SMa0864,BAB_RS30685,39.394,231,131,3,39,269,13,234,3.48e-42,146
SMa0874,BAB_RS27640,54.902,153,69,0,4,156,5,157,5.90e-57,172
SMa0875,BAB_RS17395,28.627,1027,703,15,4,1021,12,1017,3.32e-128,413
SMa0876,BAB_RS17390,27.042,355,235,7,19,366,30,367,1.07e-22,94.7
SMa0878,BAB_RS29465,68.092,608,193,1,1,608,1,607,0.0,824
SMa0886,BAB_RS29305,36.000,150,96,0,79,228,188,337,1.12e-18,80.9
SMa0888,BAB_RS16250,29.577,142,82,3,94,224,114,248,2.53e-09,53.1
SMa0890,BAB_RS16245,36.531,490,287,9,2,474,1,483,4.42e-83,261
SMa0892,BAB_RS16240,50.331,1057,491,15,3,1034,4,1051,0.0,996
SMa0911,BAB_RS17125,30.830,253,151,10,80,321,52,291,6.24e-18,79.3
SMa0937,BAB_RS22345,25.118,211,128,7,423,621,567,759,7.28e-11,62.0
SMa0939,BAB_RS26560,36.735,245,149,6,386,628,109,349,7.36e-37,137
SMa0940,BAB_RS26565,40.299,201,111,4,3,198,9,205,9.17e-40,132
SMa0941,BAB_RS26565,35.537,121,78,0,4,124,7,127,3.51e-19,76.3
SMa0950,BAB_RS31365,32.416,327,215,3,32,356,25,347,1.41e-59,192
SMa0951,BAB_RS31370,46.748,246,130,1,43,287,15,260,8.59e-75,226
SMa0952,BAB_RS31375,49.590,244,121,1,49,290,39,282,1.82e-77,234
SMa0953,BAB_RS30480,48.308,325,152,5,11,326,11,328,1.23e-102,304
SMa0955,BAB_RS31325,35.556,225,140,2,3,223,13,236,2.78e-38,130
SMa0956,BAB_RS31385,29.462,353,205,9,20,359,14,335,1.08e-30,119
SMa0958,BAB_RS22645,28.519,540,354,14,8,533,24,545,8.32e-54,189
SMa0959,BAB_RS18225,35.918,245,144,5,10,253,9,241,5.83e-38,130
SMa0961,BAB_RS26150,30.415,217,139,5,14,223,16,227,1.06e-19,81.3
SMa0969,BAB_RS26150,30.043,233,149,4,14,242,5,227,7.60e-23,90.1
SMa0972,BAB_RS17600,27.577,388,259,11,36,414,23,397,8.98e-25,102
SMa0985,BAB_RS24670,26.370,292,190,9,1,273,8,293,8.89e-18,78.2
SMa1001,BAB_RS29430,27.074,229,152,5,171,394,253,471,1.98e-24,101
SMa1009,BAB_RS20525,39.394,66,40,0,1,66,1,66,3.61e-11,50.1
SMa1013,BAB_RS16955,64.199,743,263,1,78,817,6,748,0.0,973
SMa1014,BAB_RS16960,60.630,127,49,1,2,127,10,136,5.21e-55,166
SMa1030,BAB_RS29600,45.283,53,29,0,1,53,39,91,2.75e-09,48.9
SMa1038,BAB_RS28900,26.106,226,139,8,85,292,77,292,6.62e-10,57.4
SMa1052,BAB_RS30040,60.140,143,55,2,1,141,1,143,7.07e-57,171
SMa1053,BAB_RS30045,64.615,130,46,0,1,130,2,131,1.63e-49,152
SMa1056,BAB_RS30050,67.391,92,30,0,19,110,10,101,1.65e-41,129
SMa1057,BAB_RS25160,30.631,222,119,9,176,390,22,215,6.22e-17,77.0
SMa1065,BAB_RS23010,26.978,278,176,11,1,262,1,267,3.45e-13,64.3
SMa1067,BAB_RS30760,21.586,227,162,4,30,244,8,230,1.63e-09,53.1
SMa1076,BAB_RS27855,25.581,172,115,3,15,182,5,167,5.25e-11,55.8
SMa1084,BAB_RS30305,69.487,780,236,2,5,783,10,788,0.0,1154
SMa1086,BAB_RS22020,27.338,139,82,2,1,136,1,123,7.73e-09,49.7
SMa1087,BAB_RS16955,49.094,662,325,4,69,725,94,748,0.0,610
SMa1095,BAB_RS21030,43.137,102,58,0,1,102,180,281,1.70e-20,79.7
SMa1096,BAB_RS23730,33.557,149,84,6,9,148,56,198,2.24e-08,47.8
SMa1115,BAB_RS22885,24.818,411,262,16,26,417,43,425,2.05e-09,55.8
SMa1120,BAB_RS23985,44.651,215,113,2,79,288,15,228,2.20e-51,170
SMa1128,BAB_RS21790,33.565,432,250,10,33,438,50,470,5.48e-59,197
SMa1138,BAB_RS29960,46.753,154,80,1,1,154,80,231,1.47e-41,135
SMa1139,BAB_RS23245,49.180,61,31,0,14,74,15,75,5.24e-17,69.3
SMa1141,BAB_RS19160,36.364,220,137,2,12,229,29,247,1.39e-35,124
SMa1142,BAB_RS20995,38.481,395,231,7,144,528,462,854,2.02e-74,249
SMa1147,BAB_RS21030,35.849,159,100,2,118,274,123,281,5.72e-26,100
SMa1149,BAB_RS21030,34.091,220,132,4,51,266,60,270,8.29e-30,110
SMa1151,BAB_RS22575,36.735,147,88,2,1,146,1,143,4.39e-32,108
SMa1155,BAB_RS26540,26.211,805,500,25,25,787,45,797,1.14e-54,201
SMa1156,BAB_RS16870,28.255,361,217,12,4,352,5,335,1.12e-25,102
SMa1158,BAB_RS21030,38.776,147,80,3,135,274,132,275,3.57e-22,90.1
SMa1162,BAB_RS24675,31.220,205,125,6,9,201,1,201,4.90e-08,48.5
SMa1163,BAB_RS25545,35.979,567,341,10,97,649,246,804,1.40e-84,283
SMa1166,BAB_RS22055,34.783,115,57,3,56,158,18,126,2.81e-08,50.4
SMa1174,BAB_RS32280,61.983,121,46,0,4,124,1,121,2.40e-44,145
SMa1179,BAB_RS30700,66.712,733,228,3,34,754,20,748,0.0,1009
SMa1182,BAB_RS30695,82.473,639,112,0,1,639,1,639,0.0,1102
SMa1183,BAB_RS30690,65.311,418,142,2,32,446,32,449,0.0,566
SMa1184,BAB_RS30685,60.927,302,114,4,2,301,23,322,3.34e-117,337
SMa1185,BAB_RS30680,68.116,276,87,1,1,275,1,276,9.17e-94,275
SMa1186,BAB_RS30675,61.326,181,62,2,7,184,4,179,2.53e-77,226
SMa1188,BAB_RS30670,46.084,332,165,2,5,331,3,325,1.19e-101,299
SMa1194,BAB_RS30655,26.542,373,247,9,9,360,38,404,6.12e-24,99.0
SMa1200,BAB_RS16170,43.210,162,91,1,7,168,16,176,8.74e-44,144
SMa1208,BAB_RS17770,66.667,48,16,0,1,48,1,48,4.84e-09,43.5
SMa1209,BAB_RS17775,53.342,763,329,9,1,751,1,748,0.0,787
SMa1210,BAB_RS17780,39.264,163,96,1,1,163,1,160,1.07e-32,111
SMa1211,BAB_RS17785,67.906,511,160,2,11,519,5,513,0.0,741
SMa1213,BAB_RS17790,61.972,284,108,0,6,289,4,287,1.38e-136,384
SMa1214,BAB_RS17795,55.319,47,21,0,4,50,3,49,5.68e-16,60.8
SMa1216,BAB_RS17800,79.424,243,50,0,1,243,1,243,5.67e-149,412
SMa1220,BAB_RS17805,74.954,543,130,2,1,539,1,541,0.0,858
SMa1223,BAB_RS22575,29.932,147,98,2,1,146,1,143,4.40e-24,88.2
SMa1225,BAB_RS19160,39.130,184,95,4,37,206,60,240,4.55e-31,110
SMa1227,BAB_RS26565,41.237,194,114,0,3,196,8,201,2.15e-41,136
SMa1229,BAB_RS26560,35.021,237,151,2,267,501,121,356,1.51e-33,127
SMa1231,BAB_RS21030,31.359,287,173,9,1,271,1,279,2.52e-25,98.6
SMa1236,BAB_RS19405,21.237,598,371,18,38,613,7,526,7.16e-20,91.3
SMa1243,BAB_RS30660,62.185,119,45,0,25,143,25,143,8.16e-55,166
SMa1245,BAB_RS30760,75.472,212,52,0,1,212,18,229,2.14e-122,343
SMa1247,BAB_RS30765,51.475,305,140,4,1,299,1,303,1.74e-112,324
SMa1250,BAB_RS30770,78.400,375,81,0,1,375,1,375,0.0,588
SMa1252,BAB_RS30655,58.987,395,162,0,7,401,16,410,8.60e-164,463
SMa1255,BAB_RS30790,54.878,82,37,0,19,100,13,94,6.77e-31,102
SMa1256,BAB_RS30795,58.286,175,72,1,3,176,1,175,3.10e-69,204
SMa1259,BAB_RS30800,52.703,444,208,2,1,443,1,443,6.61e-125,367
SMa1264,BAB_RS19140,62.676,142,53,0,31,172,48,189,9.44e-65,194
SMa1266,BAB_RS31875,61.111,450,175,0,1,450,1,450,0.0,566
SMa1269,BAB_RS30810,67.247,632,203,3,1,629,1,631,0.0,850
SMa1272,BAB_RS30815,83.333,270,45,0,1,270,1,270,6.55e-169,464
SMa1273,BAB_RS30820,87.751,449,54,1,1,448,1,449,0.0,810
SMa1276,BAB_RS30825,90.667,150,14,0,1,150,1,150,1.63e-105,294
SMa1279,BAB_RS30835,56.284,183,69,2,7,187,6,179,4.36e-66,197
SMa1285,BAB_RS30610,58.462,195,80,1,4,198,2,195,2.68e-82,239
SMa1288,BAB_RS33465,74.059,478,124,0,2,479,21,498,0.0,722
SMa1289,BAB_RS30625,52.601,173,77,1,1,168,2,174,9.52e-59,177
SMa1291,BAB_RS30630,79.385,325,67,0,1,325,1,325,0.0,516
SMa1292,BAB_RS30635,66.337,303,102,0,6,308,7,309,1.53e-153,429
SMa1296,BAB_RS16870,63.127,339,123,2,2,338,4,342,6.92e-158,442
SMa1302,BAB_RS26635,47.099,293,152,2,14,303,25,317,2.73e-85,258
SMa1303,BAB_RS26640,39.146,281,161,4,89,364,111,386,4.74e-63,204
SMa1306,BAB_RS26645,28.763,299,174,8,1,277,1,282,2.61e-35,125
SMa1308,BAB_RS26650,34.579,214,134,3,11,220,23,234,7.81e-40,134
SMa1311,BAB_RS26660,23.194,263,188,6,6,255,6,267,7.80e-10,55.5
SMa1313,BAB_RS26665,26.027,219,149,4,9,219,4,217,3.72e-17,74.3
SMa1315,BAB_RS26670,38.235,816,461,13,10,791,15,821,1.78e-177,528
SMa1321,BAB_RS26685,40.741,108,63,1,5,112,4,110,1.18e-19,80.9
SMa1327,BAB_RS22055,35.354,99,61,2,23,119,26,123,2.77e-08,50.1
SMa1328,BAB_RS28030,49.846,325,157,2,10,330,19,341,2.14e-107,328
SMa1329,BAB_RS23290,28.866,194,114,7,17,201,11,189,2.80e-09,55.1
SMa1334,BAB_RS31715,33.083,399,254,6,3,392,9,403,1.35e-55,185
SMa1337,BAB_RS17035,25.806,403,248,13,44,423,53,427,4.65e-20,88.6
SMa1339,BAB_RS30570,32.595,316,188,7,8,299,5,319,9.26e-45,154
SMa1341,BAB_RS17045,30.938,320,185,6,1,318,5,290,1.43e-51,169
SMa1344,BAB_RS17050,41.935,372,202,4,1,367,1,363,2.34e-100,298
SMa1345,BAB_RS28975,42.276,369,191,7,1,350,1,366,7.74e-89,268
SMa1347,BAB_RS24040,33.043,230,140,5,62,285,68,289,5.66e-35,130
SMa1349,BAB_RS30185,26.702,191,134,3,25,213,45,231,6.79e-14,65.5
SMa1351,BAB_RS17055,30.789,380,224,13,15,388,3,349,2.50e-40,144
SMa1358,BAB_RS24995,48.780,123,63,0,1,123,1,123,1.07e-36,118
SMa1362,BAB_RS30565,35.468,203,124,3,266,464,1,200,8.58e-28,106
SMa1363,BAB_RS31785,35.000,160,89,5,189,346,149,295,1.06e-19,85.1
SMa1364,BAB_RS28705,23.741,278,177,9,54,309,56,320,4.04e-08,51.2
SMa1365,BAB_RS23525,51.316,76,36,1,14,89,189,263,1.49e-21,83.6
SMa1367,BAB_RS18225,31.967,244,157,4,6,249,8,242,4.41e-29,107
SMa1370,BAB_RS31230,50.943,318,151,3,7,322,10,324,1.98e-106,311
SMa1371,BAB_RS30210,53.398,309,133,4,2,299,5,313,2.33e-105,308
SMa1373,BAB_RS23540,32.934,334,193,4,1,304,1,333,1.67e-56,182
SMa1374,BAB_RS23535,41.392,273,160,0,28,300,30,302,1.23e-70,218
SMa1375,BAB_RS30925,32.787,427,249,18,7,415,5,411,4.98e-40,147
SMa1377,BAB_RS29405,30.143,491,284,12,1,440,1,483,6.04e-48,169
SMa1379,BAB_RS30925,32.741,394,234,13,8,381,5,387,2.26e-44,159
SMa1386,BAB_RS16995,25.301,332,208,11,10,324,99,407,5.85e-18,80.5
SMa1387,BAB_RS28875,25.362,276,192,7,12,282,3,269,1.84e-12,63.2
SMa1389,BAB_RS25320,78.641,309,66,0,1,309,1,309,5.08e-167,463
SMa1391,BAB_RS25325,78.715,249,52,1,1,249,1,248,3.13e-144,400
SMa1397,BAB_RS25700,52.083,384,181,1,2,382,5,388,1.27e-141,405
SMa1398,BAB_RS25660,37.549,253,155,1,7,259,5,254,3.33e-40,136
SMa1400,BAB_RS30100,41.600,375,217,2,1,373,1,375,2.27e-90,273
SMa1403,BAB_RS27205,28.025,157,66,6,32,182,23,138,1.24e-08,51.6
SMa1406,BAB_RS17765,65.394,419,139,3,6,418,8,426,0.0,532
SMa1408,BAB_RS25675,52.157,255,120,2,1,254,1,254,6.02e-83,246
SMa1409,BAB_RS25685,70.081,371,111,0,1,371,1,371,0.0,537
SMa1410,BAB_RS27205,32.549,255,163,4,14,263,16,266,5.46e-42,142
SMa1414,BAB_RS25655,51.521,526,249,3,5,529,3,523,0.0,541
SMa1415,BAB_RS25670,51.134,485,232,3,15,496,18,500,0.0,516
SMa1417,BAB_RS16870,29.261,352,222,13,1,340,5,341,1.04e-34,126
SMa1418,BAB_RS28155,29.841,315,205,5,12,310,32,346,7.22e-32,118
SMa1421,BAB_RS28150,34.747,495,290,10,5,485,19,494,1.45e-97,301
SMa1424,BAB_RS23785,33.115,305,197,3,18,315,27,331,4.62e-42,145
SMa1427,BAB_RS23780,29.412,153,106,1,172,322,139,291,1.42e-16,76.3
SMa1428,BAB_RS17415,28.649,185,118,6,1,181,8,182,2.22e-11,57.8
SMa1434,BAB_RS29695,46.300,527,276,4,8,534,6,525,4.97e-158,458
SMa1435,BAB_RS31305,42.553,235,127,5,58,291,63,290,1.36e-50,166
SMa1437,BAB_RS23540,36.716,335,180,4,1,304,1,334,1.39e-60,193
SMa1438,BAB_RS31330,33.681,288,161,13,22,288,31,309,1.50e-23,100
SMa1440,BAB_RS19125,31.004,229,150,4,12,235,3,228,7.96e-26,100
SMa1442,BAB_RS26475,32.766,235,148,4,10,239,7,236,1.10e-28,105
SMa1447,BAB_RS29715,70.507,434,128,0,3,436,2,435,0.0,608
SMa1450,BAB_RS30095,71.501,393,112,0,1,393,1,393,0.0,541
SMa1452,BAB_RS26510,29.572,257,163,6,1,253,3,245,1.93e-27,102
SMa1454,BAB_RS30075,56.173,324,142,0,1,324,1,324,5.21e-133,379
SMa1459,BAB_RS30855,37.086,302,182,5,9,304,10,309,1.31e-49,166
SMa1461,BAB_RS17055,26.146,371,251,10,1,363,1,356,6.47e-23,95.5
SMa1462,BAB_RS16980,32.237,304,190,5,9,296,4,307,1.50e-37,132
SMa1465,BAB_RS16965,37.500,200,119,2,49,245,47,243,7.02e-31,111
SMa1466,BAB_RS16970,45.118,297,155,3,1,293,1,293,2.74e-82,250
SMa1467,BAB_RS16975,39.691,194,106,2,20,202,197,390,4.18e-27,103
SMa1471,BAB_RS26430,24.883,213,124,8,8,204,27,219,8.99e-09,51.2
SMa1476,BAB_RS22325,36.246,309,189,2,1,301,15,323,1.38e-69,216
SMa1480,BAB_RS27945,25.517,290,208,5,5,289,9,295,1.03e-22,92.4
SMa1483,BAB_RS22335,27.300,674,423,21,187,805,31,692,2.60e-50,185
SMa1487,BAB_RS16110,46.602,103,49,4,23,120,71,172,6.70e-21,80.1
SMa1491,BAB_RS17735,38.961,154,83,5,1,143,9,162,1.76e-21,86.3
SMa1493,BAB_RS16195,44.746,295,163,0,1,295,1,295,5.69e-93,275
SMa1497,BAB_RS23125,29.952,207,125,5,1,199,1,195,1.41e-18,77.0
SMa1500,BAB_RS22980,23.780,328,188,12,306,580,47,365,3.80e-15,73.9
SMa1505,BAB_RS30035,35.533,197,127,0,17,213,26,222,8.81e-36,124
SMa1507,BAB_RS29545,42.183,339,195,1,25,363,16,353,1.15e-97,291
SMa1509,BAB_RS29530,50.098,509,245,4,3,503,9,516,2.45e-169,485
SMa1513,BAB_RS29535,47.447,333,174,1,5,336,19,351,8.04e-97,288
SMa1514,BAB_RS29540,56.291,302,127,1,1,302,1,297,3.78e-99,290
SMa1516,BAB_RS19890,42.997,307,142,4,32,317,37,331,6.47e-73,226
SMa1519,BAB_RS19895,37.778,135,80,3,16,148,12,144,1.08e-28,101
SMa1521,BAB_RS22020,34.266,143,94,0,1,143,1,143,1.61e-22,84.0
SMa1523,BAB_RS19885,29.235,667,368,14,1,651,1,579,4.19e-80,269
SMa1525,BAB_RS19880,49.109,393,196,4,26,415,27,418,6.63e-127,370
SMa1526,BAB_RS19875,37.671,146,88,2,12,154,31,176,6.04e-27,98.6
SMa1529,BAB_RS19870,49.354,387,191,2,22,404,11,396,3.21e-130,377
SMa1531,BAB_RS19865,43.478,138,78,0,16,153,17,154,1.61e-35,120
SMa1532,BAB_RS19860,54.605,152,67,2,4,153,37,188,5.77e-60,181
SMa1533,BAB_RS19855,40.517,116,68,1,5,120,7,121,1.70e-27,95.1
SMa1535,BAB_RS19920,45.745,376,203,1,67,441,65,440,3.33e-110,331
SMa1536,BAB_RS19915,48.660,485,241,4,4,483,5,486,1.18e-161,464
SMa1538,BAB_RS29855,30.198,404,245,10,63,433,78,477,3.89e-33,132
SMa1541,BAB_RS29855,32.051,468,293,12,22,475,20,476,1.71e-44,164
SMa1544,BAB_RS19905,48.864,88,44,1,14,100,15,102,2.16e-22,80.5
SMa1545,BAB_RS19900,40.476,168,80,6,12,166,16,176,1.14e-24,91.7
SMa1547,BAB_RS20530,36.076,158,89,2,37,186,24,177,1.07e-21,86.3
SMa1548,BAB_RS16950,40.603,697,356,13,397,1066,21,686,3.36e-146,451
SMa1550,BAB_RS17585,34.906,212,129,3,8,219,4,206,5.81e-27,99.8
SMa1558,BAB_RS29325,39.216,102,62,0,591,692,4,105,2.16e-14,72.4
SMa1568,BAB_RS26635,29.814,322,190,9,141,431,27,343,3.30e-31,120
SMa1573,BAB_RS30510,28.571,168,105,4,160,321,1,159,1.14e-09,56.2
SMa1582,BAB_RS22345,25.547,274,186,4,158,423,557,820,6.65e-25,104
SMa1583,BAB_RS27660,23.377,154,118,0,416,569,73,226,5.39e-08,51.2
SMa1586,BAB_RS27020,48.454,97,48,1,53,149,49,143,4.11e-25,90.9
SMa1593,BAB_RS28605,28.807,243,152,7,13,240,6,242,4.40e-16,75.9
SMa1600,BAB_RS22360,54.545,605,250,5,1,583,1,602,0.0,566
SMa1602,BAB_RS27185,31.944,288,194,2,1,286,2,289,7.85e-42,143
SMa1604,BAB_RS27965,43.045,381,178,9,5,356,1,371,4.25e-92,277
SMa1610,BAB_RS29610,47.436,78,39,1,1,76,433,510,6.17e-18,73.2
SMa1612,BAB_RS29610,29.679,374,220,11,6,368,1,342,2.83e-37,139
SMa1613,BAB_RS29605,44.706,85,47,0,10,94,20,104,1.48e-19,73.9
SMa1615,BAB_RS29600,42.857,56,32,0,7,62,38,93,1.45e-09,49.7
SMa1619,BAB_RS25600,25.095,263,165,7,31,280,44,287,3.29e-11,59.3
SMa1620,BAB_RS25075,31.419,296,184,7,20,308,30,313,3.76e-25,99.8
SMa1626,BAB_RS21695,50.282,177,85,3,44,217,4,180,6.73e-54,167
SMa1629,BAB_RS18225,31.660,259,151,8,4,254,1,241,3.96e-30,110
SMa1632,BAB_RS16195,37.415,294,183,1,17,309,1,294,1.75e-66,207
SMa1644,BAB_RS26805,29.839,124,79,3,7,126,50,169,8.47e-08,48.5
SMa1646,BAB_RS30215,47.634,317,162,2,1,317,1,313,3.56e-100,295
SMa1647,BAB_RS31310,46.835,316,160,3,1,313,5,315,3.50e-96,285
SMa1649,BAB_RS28435,42.979,235,134,0,37,271,42,276,9.98e-61,192
SMa1650,BAB_RS28430,32.792,308,205,2,1,307,1,307,1.14e-46,156
SMa1651,BAB_RS33230,35.776,232,138,7,17,239,8,237,1.62e-37,135
SMa1653,BAB_RS21135,28.877,187,119,4,19,198,18,197,5.07e-21,84.3
SMa1654,BAB_RS30035,56.221,217,95,0,14,230,19,235,3.07e-86,252
SMa1662,BAB_RS17475,42.263,1034,594,3,3,1033,1,1034,0.0,840
SMa1664,BAB_RS30440,42.318,371,205,5,11,375,36,403,3.14e-79,246
SMa1672,BAB_RS30435,60.759,158,62,0,1,158,1,158,1.86e-68,202
SMa1684,BAB_RS26560,34.259,216,138,2,385,600,116,327,6.23e-26,106
SMa1686,BAB_RS26565,39.394,198,120,0,5,202,8,205,2.02e-42,139
SMa1688,BAB_RS26565,33.913,115,76,0,18,132,10,124,5.87e-14,62.8
SMa1691,BAB_RS23155,43.202,456,258,1,30,484,11,466,3.79e-135,395
SMa1696,BAB_RS29430,27.193,228,154,4,171,394,253,472,9.58e-26,105
SMa1698,BAB_RS27020,49.000,100,45,3,51,149,49,143,1.03e-22,84.7
SMa1705,BAB_RS18765,54.545,132,60,0,2,133,6,137,1.72e-46,144
SMa1711,BAB_RS27975,25.581,301,199,8,8,293,5,295,3.99e-15,70.9
SMa1715,BAB_RS29130,39.138,580,325,15,12,588,41,595,4.11e-117,357
SMa1717,BAB_RS29090,39.545,440,238,6,24,457,3,420,4.36e-87,270
SMa1718,BAB_RS29130,32.984,573,361,13,6,576,39,590,7.39e-81,263
SMa1720,BAB_RS26815,26.263,297,216,2,3,299,4,297,6.85e-32,117
SMa1725,BAB_RS22325,26.000,250,175,4,74,319,80,323,9.32e-22,90.9
SMa1726,BAB_RS18680,32.584,178,120,0,9,186,9,186,5.03e-28,101
SMa1727,BAB_RS22055,26.506,249,144,11,45,278,12,236,1.04e-13,66.2
SMa1731,BAB_RS18670,59.414,478,188,2,15,487,4,480,0.0,558
SMa1735,BAB_RS22980,35.977,353,201,3,27,354,20,372,5.49e-75,233
SMa1736,BAB_RS16065,26.804,194,132,5,1,187,1,191,5.31e-11,58.5
SMa1737,BAB_RS16060,29.375,320,206,6,13,323,1,309,4.92e-25,100
SMa1741,BAB_RS29025,38.235,238,145,1,5,242,1,236,4.17e-48,157
SMa1742,BAB_RS22460,31.928,332,210,9,20,341,5,330,7.49e-19,82.8
SMa1745,BAB_RS22460,37.975,316,187,5,52,362,18,329,1.75e-36,132
SMa1749,BAB_RS33310,39.286,84,51,0,209,292,46,129,2.23e-17,73.9
SMa1751,BAB_RS30470,71.600,250,71,0,4,253,3,252,3.82e-119,338
SMa1753,BAB_RS30475,69.054,391,120,1,1,391,1,390,0.0,535
SMa1754,BAB_RS30480,69.054,349,107,1,9,357,6,353,0.0,503
SMa1755,BAB_RS30485,79.191,346,72,0,5,350,3,348,0.0,568
SMa1757,BAB_RS16470,62.353,255,92,4,5,256,15,268,1.16e-110,316
SMa1759,BAB_RS31325,36.792,212,132,1,10,219,25,236,4.60e-35,121
SMa1760,BAB_RS27730,32.288,319,194,7,100,402,24,336,8.25e-33,127
SMa1761,BAB_RS31700,53.141,382,171,2,19,392,4,385,6.90e-137,396
SMa1765,BAB_RS18115,38.356,73,44,1,73,145,100,171,4.47e-10,52.4
SMa1776,BAB_RS17640,27.681,401,218,15,37,433,14,346,4.37e-22,94.4
SMa1779,BAB_RS23710,31.395,86,56,1,56,141,94,176,4.40e-08,47.4
SMa1782,BAB_RS28630,35.762,151,95,1,3,153,5,153,1.88e-20,86.3
SMa1798,BAB_RS22620,51.629,614,293,2,21,633,41,651,0.0,635
SMa1814,BAB_RS30540,38.178,461,284,1,66,525,1,461,3.10e-92,287
SMa1819,BAB_RS31735,25.397,567,365,15,39,570,15,558,3.54e-33,130
SMa1822,BAB_RS33310,34.286,105,69,0,194,298,26,130,6.91e-15,67.0
SMa1823,BAB_RS33310,32.692,104,69,1,186,288,26,129,3.16e-15,68.2
SMa1825,BAB_RS22325,29.032,93,66,0,206,298,232,324,7.64e-10,55.5
SMa1828,BAB_RS26815,31.154,260,165,4,1,253,1,253,8.23e-38,134
SMa1831,BAB_RS27540,26.087,184,131,3,19,199,97,278,1.76e-15,69.7
SMa1836,BAB_RS31010,26.207,290,179,10,65,328,70,350,1.37e-16,77.0
SMa1838,BAB_RS15960,36.066,305,179,6,14,307,19,318,3.70e-59,189
SMa1844,BAB_RS31730,39.792,480,282,5,13,487,15,492,4.24e-100,306
SMa1846,BAB_RS28020,36.050,319,186,9,1,304,1,316,6.14e-46,157
SMa1848,BAB_RS23845,60.714,476,185,1,1,476,2,475,0.0,578
SMa1850,BAB_RS28605,33.907,407,248,12,27,424,34,428,1.66e-56,189
SMa1855,BAB_RS31705,38.041,439,264,7,3,436,4,439,4.17e-92,283
SMa1860,BAB_RS32795,25.104,482,304,15,95,530,56,526,5.58e-22,95.9
SMa1862,BAB_RS30920,36.677,319,186,3,1,315,5,311,2.57e-58,187
SMa1863,BAB_RS31305,35.345,232,137,5,60,285,67,291,2.05e-36,128
SMa1864,BAB_RS29695,38.649,533,306,10,3,526,5,525,1.86e-120,362
SMa1867,BAB_RS28590,42.208,154,85,2,1,152,1,152,1.35e-32,110
SMa1869,BAB_RS28915,39.610,308,180,2,32,336,32,336,2.41e-70,224
SMa1871,BAB_RS27980,33.641,217,135,3,92,306,97,306,3.25e-30,114
SMa1872,BAB_RS21050,28.834,326,210,9,5,315,4,322,3.50e-28,109
SMa1884,BAB_RS27905,38.873,1029,611,7,3,1028,5,1018,0.0,709
SMa1885,BAB_RS27895,34.754,305,194,4,70,371,76,378,3.30e-42,149
