Abortus2308|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS26510,SMc00572,36.735,245,150,4,3,244,2,244,2.64e-47,154
BAB_RS26515,SMc02037,34.818,247,157,3,4,247,8,253,5.77e-40,136
BAB_RS26520,SMc03202,37.582,306,171,5,401,690,6,307,1.93e-51,179
BAB_RS26525,SMc01032,50.336,447,196,8,1,421,1,447,1.65e-129,378
BAB_RS26530,SMc02791,31.200,250,158,6,16,257,18,261,1.77e-17,77.4
BAB_RS26540,SMa1155,26.211,805,500,25,45,797,25,787,8.31e-49,184
BAB_RS26555,SMc00799,39.041,146,78,4,5,140,15,159,4.78e-17,73.9
BAB_RS26560,SM_b20868,34.008,247,151,3,108,350,985,1223,9.04e-38,141
BAB_RS26565,SM_b20869,44.086,186,102,2,21,204,36,221,1.82e-44,145
BAB_RS26570,SMc04060,96.000,25,1,0,1,25,1,25,3.00e-10,45.4
BAB_RS26575,SMc04044,88.034,117,14,0,3,119,4,120,7.07e-74,213
BAB_RS26580,SMc04043,63.732,284,103,0,13,296,10,293,1.09e-123,353
BAB_RS26585,SMc04042,57.812,256,107,1,1,256,1,255,7.30e-102,295
BAB_RS26590,SMc04041,44.648,327,177,2,1,325,1,325,2.73e-86,260
BAB_RS26600,SMc04040,70.323,155,44,2,1,155,1,153,3.33e-72,211
BAB_RS26605,SMc04029,64.620,342,121,0,3,344,3,344,8.37e-164,459
BAB_RS26610,SMc04028,80.705,1560,301,0,24,1583,15,1574,0.0,2618
BAB_RS26615,SMc04026,84.536,485,74,1,1,484,1,485,0.0,833
BAB_RS26625,SMc04025,41.147,401,206,9,9,380,16,415,5.73e-89,272
BAB_RS26635,SMa1302,46.689,302,158,2,25,326,14,312,8.31e-88,265
BAB_RS26640,SMa1303,37.874,301,174,5,91,386,72,364,3.36e-60,197
BAB_RS26645,SMa1306,28.417,278,161,7,21,282,22,277,4.28e-29,109
BAB_RS26650,SMa1308,34.579,214,134,3,23,234,11,220,1.66e-39,134
BAB_RS26660,SMa1311,23.574,263,187,6,6,267,6,255,1.50e-09,55.8
BAB_RS26665,SMa1313,26.027,219,149,4,4,217,9,219,7.56e-17,74.3
BAB_RS26670,SMa1315,38.235,816,461,13,15,821,10,791,4.26e-176,525
BAB_RS26685,SMa1321,40.741,108,63,1,4,110,5,112,2.91e-19,80.9
BAB_RS26690,SMc04024,59.367,379,153,1,34,411,27,405,1.20e-166,471
BAB_RS26695,SMc04023,73.559,295,78,0,1,295,1,295,4.31e-163,452
BAB_RS26700,SMc04022,40.108,369,208,8,126,488,94,455,7.61e-71,231
BAB_RS26705,SM_b20830,49.701,334,162,3,6,333,4,337,5.91e-116,336
BAB_RS26710,SMc04021,48.667,150,76,1,1,150,1,149,2.74e-41,133
BAB_RS26715,SMc04020,75.460,326,74,1,1,326,1,320,1.32e-174,484
BAB_RS26720,SMc04019,68.168,333,106,0,20,352,10,342,1.91e-173,483
BAB_RS26725,SMc04017,69.412,85,26,0,39,123,37,121,7.35e-41,129
BAB_RS26730,SMc04016,72.878,483,129,1,1,481,1,483,0.0,765
BAB_RS26735,SMc04014,50.244,205,99,3,20,223,20,222,1.18e-56,177
BAB_RS26740,SMc04013,58.947,380,153,1,6,382,4,383,5.62e-166,468
BAB_RS26745,SMc04012,71.057,615,174,1,9,619,11,625,0.0,926
BAB_RS26750,SMc04011,39.208,505,272,6,1,471,1,504,4.09e-116,349
BAB_RS26755,SMc04010,41.718,652,246,24,38,650,4,560,3.33e-123,374
BAB_RS26760,SMc03153,69.668,211,64,0,1,211,1,211,7.67e-101,288
BAB_RS26770,SMc03156,63.333,300,109,1,6,305,17,315,2.54e-132,376
BAB_RS26775,SMc03196,42.800,250,136,1,1,243,8,257,8.38e-57,179
BAB_RS26780,SMc03197,64.651,215,76,0,1,215,4,218,7.48e-85,249
BAB_RS26785,SMc03198,48.870,354,176,2,4,352,3,356,6.50e-105,310
BAB_RS26790,SMc03151,45.740,223,120,1,1,222,1,223,4.52e-66,201
BAB_RS26795,SMc02989,45.312,64,35,0,6,69,5,68,2.56e-12,53.5
BAB_RS26805,SMc02986,48.711,349,146,6,3,347,5,324,1.44e-98,293
BAB_RS26810,SMc02985,48.969,194,96,2,35,227,23,214,2.03e-66,202
BAB_RS26815,SMc02984,62.245,294,111,0,1,294,1,294,1.96e-137,388
BAB_RS26820,SMc03245,33.058,363,220,8,24,370,55,410,8.69e-32,122
BAB_RS26825,SMc02983,80.106,377,75,0,1,377,3,379,0.0,599
BAB_RS26830,SM_b21506,29.136,405,273,6,131,534,102,493,3.66e-40,150
BAB_RS26850,SMc03058,40.514,311,184,1,20,330,20,329,4.95e-84,254
BAB_RS26855,SM_b21505,30.288,416,274,9,26,433,18,425,1.34e-46,164
BAB_RS26860,SMc02469,27.473,364,206,12,15,365,18,336,2.05e-29,114
BAB_RS26865,SMa2313,29.528,254,168,4,11,254,7,259,1.61e-22,96.3
BAB_RS26870,SMc04262,61.996,471,177,2,1,469,1,471,0.0,579
BAB_RS26875,SMc01608,67.806,351,113,0,1,351,1,351,5.19e-178,495
BAB_RS26880,SMc01607,74.219,256,66,0,11,266,1,256,5.32e-141,394
BAB_RS26885,SMc01606,81.648,267,49,0,31,297,2,268,9.67e-160,443
BAB_RS26890,SMc01605,71.662,367,104,0,1,367,1,367,0.0,540
BAB_RS26895,SMc03167,62.295,366,116,2,1,344,155,520,8.20e-158,451
BAB_RS26900,SMc03167,78.462,130,28,0,16,145,17,146,2.09e-56,182
BAB_RS26905,SMc03168,67.262,168,55,0,144,311,209,376,1.39e-75,234
BAB_RS26910,SMc03169,47.619,210,109,1,37,246,23,231,1.04e-58,184
BAB_RS26915,SMc00658,48.571,70,35,1,182,250,178,247,3.80e-13,64.7
BAB_RS26920,SMc03017,51.111,135,66,0,1,135,3,137,1.20e-47,150
BAB_RS26925,SMc03018,51.009,347,170,0,1,347,1,347,3.61e-115,336
BAB_RS26940,SMc03020,59.770,87,35,0,28,114,121,207,1.13e-28,100
BAB_RS26950,SMc03021,31.579,95,65,0,3,97,221,315,5.99e-13,60.1
BAB_RS26960,SMc03022,66.904,281,93,0,1,281,1,281,1.02e-138,390
BAB_RS26965,SMc03023,50.385,260,124,2,4,262,4,259,7.28e-92,269
BAB_RS26970,SMc03024,44.017,234,131,0,6,239,5,238,1.78e-69,211
BAB_RS26975,SMc03025,55.581,439,192,3,7,445,15,450,5.52e-154,442
BAB_RS26980,SMc03026,30.890,191,120,4,13,200,2,183,2.22e-16,71.2
BAB_RS26985,SMc04406,29.697,165,104,2,61,214,47,210,8.50e-13,64.3
BAB_RS26995,SMc02384,25.758,330,216,11,6,319,20,336,1.00e-19,85.9
BAB_RS27015,SMc00479,26.498,317,216,8,1,310,1,307,9.45e-23,94.7
BAB_RS27020,SMa1586,48.454,97,48,1,49,143,53,149,7.86e-25,90.9
BAB_RS27025,SMa1447,22.222,450,305,13,6,430,2,431,2.03e-09,56.6
BAB_RS27030,SM_b20666,48.341,211,107,2,1,210,1,210,1.81e-63,194
BAB_RS27035,SMa0241,38.125,320,186,4,3,313,2,318,2.86e-73,226
BAB_RS27040,SM_b21533,32.653,245,162,2,6,249,14,256,4.36e-35,124
BAB_RS27045,SM_b20669,50.195,257,127,1,1,257,1,256,1.34e-84,251
BAB_RS27050,SM_b20670,44.125,417,227,4,3,414,5,420,3.53e-95,290
BAB_RS27055,SM_b20668,42.857,105,59,1,8,112,5,108,3.93e-16,74.7
BAB_RS27060,SMc03027,53.279,122,55,2,1,121,1,121,4.54e-41,130
BAB_RS27065,SMc03028,60.584,137,54,0,4,140,2,138,3.13e-59,177
BAB_RS27070,SMc03029,52.137,117,44,4,1,111,1,111,3.62e-27,94.4
BAB_RS27075,SMc03030,73.282,262,70,0,1,262,1,262,1.67e-145,405
BAB_RS27080,SMc03031,44.805,154,78,2,10,157,13,165,2.33e-32,110
BAB_RS27085,SMc03032,56.710,231,100,0,91,321,18,248,1.57e-85,259
BAB_RS27090,SMc03032,62.810,121,45,0,1,121,251,371,4.84e-48,155
BAB_RS27095,SMc03033,46.541,159,79,3,14,166,20,178,6.28e-39,129
BAB_RS27100,SMc03034,51.452,241,109,4,5,242,1,236,2.41e-79,236
BAB_RS27105,SMc03035,37.805,164,87,4,8,163,7,163,1.02e-27,99.0
BAB_RS27110,SMc03036,67.411,224,72,1,23,245,21,244,2.74e-106,305
BAB_RS27125,SM_b20123,23.368,291,222,1,1,291,1,290,1.21e-17,79.0
BAB_RS27130,SM_b21182,35.787,394,228,11,16,392,4,389,2.83e-72,229
BAB_RS27140,SMc03793,32.281,285,159,8,8,263,13,292,4.14e-22,90.9
BAB_RS27155,SMc02406,40.373,161,86,5,1651,1806,800,955,7.96e-21,97.8
BAB_RS27165,SMc01981,40.157,127,71,3,1,123,1,126,1.06e-27,97.1
BAB_RS27180,SMc00829,60.079,253,101,0,3,255,18,270,2.78e-110,317
BAB_RS27185,SMc00831,65.657,297,102,0,2,298,1,297,4.28e-145,407
BAB_RS27190,SMc00832,57.849,465,195,1,8,472,9,472,0.0,538
BAB_RS27195,SMc00833,53.788,396,181,2,7,402,5,398,1.98e-137,397
BAB_RS27200,SMc00926,71.694,431,118,2,1,428,14,443,0.0,650
BAB_RS27205,SMc00101,40.385,260,151,3,9,266,6,263,2.30e-65,203
BAB_RS27215,SMc00924,59.155,213,73,5,11,213,7,215,2.45e-77,231
BAB_RS27220,SMc00923,73.134,201,54,0,7,207,2,202,4.09e-106,302
BAB_RS27225,SMc02907,52.683,205,95,1,1,205,1,203,8.88e-76,224
BAB_RS27230,SMc00919,71.371,496,138,3,4,497,7,500,0.0,671
BAB_RS27235,SMc00918,51.099,364,172,3,13,372,13,374,2.91e-112,330
BAB_RS27240,SMc00917,70.996,231,65,2,1,229,1,231,1.94e-114,324
BAB_RS27255,SM_b20597,37.008,127,80,0,3,129,2,128,1.22e-21,81.6
BAB_RS27260,SMc00149,70.130,462,138,0,1,462,11,472,0.0,678
BAB_RS27270,SMc00913,88.534,532,60,1,1,532,1,531,0.0,927
BAB_RS27275,SMc00912,83.673,98,16,0,1,98,1,98,7.38e-58,171
BAB_RS27280,SMc00910,55.639,266,117,1,9,274,10,274,1.64e-100,293
BAB_RS27285,SMc00909,64.000,325,117,0,4,328,2,326,3.90e-143,405
BAB_RS27290,SMc00908,77.583,968,212,3,1,966,1,965,0.0,1561
BAB_RS27295,SMc00907,42.105,209,91,8,19,222,21,204,8.36e-36,123
BAB_RS27305,SMc00905,64.189,148,53,0,10,157,2,149,1.16e-66,197
BAB_RS27310,SMc00904,49.904,521,205,13,74,568,47,537,4.20e-135,403
BAB_RS27315,SMc00902,60.870,184,72,0,1,184,1,184,2.60e-78,229
BAB_RS27320,SMc00451,24.079,407,286,11,70,473,8,394,6.54e-23,98.6
BAB_RS27330,SMc00451,28.191,188,135,0,9,196,99,286,3.15e-21,90.9
BAB_RS27335,SMc00930,44.747,257,142,0,23,279,37,293,1.04e-74,228
BAB_RS27340,SMc00898,63.744,593,208,4,8,596,7,596,0.0,731
BAB_RS27345,SMc00897,70.615,439,128,1,10,447,10,448,0.0,563
BAB_RS27350,SMc00896,49.027,257,128,2,13,268,15,269,3.58e-74,225
BAB_RS27355,SMc00895,73.333,75,20,0,1,75,1,75,3.40e-39,122
BAB_RS27365,SMc00894,61.574,432,165,1,1,432,1,431,0.0,551
BAB_RS27370,SMc00892,51.976,329,158,0,1,329,1,329,2.75e-110,322
BAB_RS27375,SMc00933,60.000,65,26,0,1,65,2,66,2.19e-25,87.4
BAB_RS27380,SMc00932,62.679,627,206,6,1,622,1,604,0.0,754
BAB_RS27385,SMa1447,25.829,422,252,13,39,421,33,432,1.49e-16,78.6
BAB_RS27390,SMa1400,39.305,374,223,4,11,384,10,379,1.50e-87,267
BAB_RS27395,SM_b20586,32.083,240,155,4,39,274,6,241,1.23e-22,91.7
BAB_RS27400,SMc01153,46.256,227,122,0,18,244,14,240,2.44e-55,188
BAB_RS27405,SM_b21182,53.179,346,156,3,4,349,5,344,6.23e-129,375
BAB_RS27415,SMa2291,30.612,343,199,11,11,333,18,341,7.95e-30,116
BAB_RS27420,SM_b21579,41.791,67,39,0,1,67,1,67,1.39e-12,59.3
BAB_RS27425,SM_b20721,32.808,381,224,12,74,431,83,454,2.03e-31,122
BAB_RS27430,SMc00458,41.204,216,127,0,1,216,1,216,2.94e-55,173
BAB_RS27455,SMa1188,36.614,254,128,13,45,283,70,305,1.62e-19,85.1
BAB_RS27460,SMc00038,38.700,323,183,9,2,316,197,512,4.17e-63,210
BAB_RS27470,SMc00036,33.981,206,123,6,1,197,2,203,2.30e-24,92.8
BAB_RS27495,SM_b21140,58.943,246,101,0,11,256,26,271,1.36e-106,308
BAB_RS27510,SM_b20503,40.365,493,289,4,15,503,6,497,2.26e-116,350
BAB_RS27515,SM_b20016,32.056,287,188,2,40,319,44,330,1.07e-28,110
BAB_RS27520,SM_b20015,40.569,281,164,2,36,313,32,312,7.78e-49,163
BAB_RS27525,SMc00791,46.087,115,57,2,2,114,3,114,2.64e-29,99.8
BAB_RS27530,SMc01282,62.189,201,74,2,19,217,15,215,1.70e-80,237
BAB_RS27535,SMc01281,66.881,311,102,1,9,319,4,313,5.20e-156,436
BAB_RS27540,SMc01956,46.569,204,108,1,79,282,315,517,3.22e-53,179
BAB_RS27545,SMc02979,64.526,327,111,1,1,322,1,327,1.65e-157,441
BAB_RS27550,SMc02978,76.203,374,75,2,7,377,2,364,0.0,534
BAB_RS27555,SMc02977,68.163,245,78,0,7,251,19,263,2.71e-115,328
BAB_RS27560,SMc02976,59.322,59,24,0,16,74,36,94,1.31e-17,69.7
BAB_RS27570,SMc02975,76.577,333,78,0,1,333,2,334,0.0,529
BAB_RS27575,SMc04462,59.547,309,124,1,8,316,6,313,2.36e-123,354
BAB_RS27580,SMc03943,57.787,244,103,0,9,252,2,245,2.48e-96,280
BAB_RS27585,SMa0513,34.146,246,155,4,5,246,4,246,2.82e-39,134
BAB_RS27590,SMc03942,37.983,595,358,4,1,585,1,594,1.04e-139,427
BAB_RS27600,SM_b20965,29.412,289,160,10,106,378,43,303,6.50e-20,87.4
BAB_RS27610,SMc03941,56.000,75,31,2,1,74,1,74,2.52e-22,79.3
BAB_RS27615,SMc03950,74.801,377,95,0,1,377,1,377,0.0,573
BAB_RS27620,SMc03939,78.417,139,27,1,1,139,1,136,4.65e-73,212
BAB_RS27625,SMc03938,81.116,466,88,0,1,466,1,466,0.0,712
BAB_RS27635,SMc01502,42.365,203,102,3,9,203,10,205,2.24e-44,145
BAB_RS27640,SMc03927,58.599,157,65,0,1,157,1,157,3.04e-65,194
BAB_RS27655,SMc03934,89.855,69,7,0,1,69,15,83,2.57e-39,122
BAB_RS27660,SMc03935,67.424,264,82,2,32,294,32,292,3.24e-128,364
BAB_RS27665,SMa1358,37.121,132,70,4,3,132,1,121,1.44e-20,78.6
BAB_RS27670,SMc03158,48.848,217,108,1,7,220,4,220,9.13e-53,167
BAB_RS27675,SMc03159,51.205,332,155,3,24,349,28,358,2.15e-105,311
BAB_RS27680,SMc03157,51.046,239,115,2,40,277,21,258,1.77e-81,243
BAB_RS27685,SMc03116,71.132,530,153,0,3,532,2,531,0.0,808
BAB_RS27690,SMc03117,73.846,325,85,0,1,325,1,325,4.73e-177,491
BAB_RS27695,SMc03118,82.034,295,53,0,1,295,1,295,3.17e-155,432
BAB_RS27700,SMc03119,74.262,237,56,1,5,241,2,233,1.92e-127,358
BAB_RS27705,SMc03120,77.016,248,57,0,22,269,11,258,7.19e-137,384
BAB_RS27710,SMc03121,79.494,395,81,0,6,400,6,400,0.0,671
BAB_RS27715,SMc03122,61.333,300,115,1,1,299,1,300,3.06e-133,378
BAB_RS27725,SMc00678,68.310,142,45,0,2,143,19,160,1.82e-62,186
BAB_RS27730,SMc00677,66.732,1022,331,2,1,1022,1,1013,0.0,1380
BAB_RS27735,SMc00676,64.458,332,116,1,8,339,2,331,3.17e-163,456
BAB_RS27750,SMc04455,55.373,549,242,2,7,554,1,547,0.0,625
BAB_RS27755,SMc00241,56.067,239,105,0,3,241,4,242,2.14e-85,252
BAB_RS27760,SM_b21590,64.706,34,12,0,50,83,276,309,1.98e-09,50.4
BAB_RS27765,SM_b20892,60.486,329,128,1,4,330,3,331,2.09e-138,393
BAB_RS27770,SMc00588,58.033,305,128,0,7,311,4,308,3.98e-127,363
BAB_RS27775,SMa0235,64.129,591,206,3,11,601,8,592,0.0,777
BAB_RS27780,SMc00881,46.284,296,157,2,8,301,6,301,6.47e-83,250
BAB_RS27785,SMc00882,65.700,207,71,0,4,210,3,209,1.26e-86,252
BAB_RS27800,SM_b20894,69.133,473,146,0,56,528,33,505,0.0,671
BAB_RS27805,SM_b20893,59.113,406,151,2,1,396,1,401,3.56e-157,446
BAB_RS27810,SMa0093,48.387,279,143,1,10,288,2,279,5.13e-85,254
BAB_RS27815,SMc00667,46.774,186,98,1,5,189,9,194,1.78e-52,165
BAB_RS27820,SM_b21163,86.331,556,76,0,1,556,1,556,0.0,994
BAB_RS27825,SM_b21164,76.226,265,63,0,1,265,1,265,1.44e-145,406
BAB_RS27830,SM_b21165,80.000,510,102,0,1,510,1,510,0.0,826
BAB_RS27835,SM_b21166,65.750,400,136,1,6,404,68,467,8.27e-170,481
BAB_RS27840,SMc00673,53.463,462,196,8,5,452,4,460,5.82e-150,432
BAB_RS27845,SM_b20048,59.052,232,95,0,14,245,1,232,2.34e-99,287
BAB_RS27850,SMc04388,74.715,439,110,1,3,440,5,443,0.0,687
BAB_RS27855,SMc04387,78.022,182,40,0,1,182,1,182,4.41e-107,301
BAB_RS27860,SMc03265,26.747,415,293,7,5,416,8,414,2.12e-30,119
BAB_RS27865,SMc00557,41.282,390,203,5,10,388,2,376,1.54e-82,255
BAB_RS27870,SMc01168,51.370,146,71,0,1,146,1,146,1.24e-45,144
BAB_RS27875,SMc00638,36.806,288,139,9,3,283,6,257,5.90e-42,143
BAB_RS27880,SM_b20850,83.511,376,62,0,1,376,1,376,0.0,653
BAB_RS27885,SMc04444,24.852,507,322,15,25,506,223,695,3.16e-38,150
BAB_RS27895,SM_b20346,33.929,336,214,5,59,390,41,372,2.11e-44,155
BAB_RS27900,SM_b20346,30.141,355,203,9,14,332,17,362,6.86e-35,129
BAB_RS27905,SM_b20345,43.164,1024,577,3,2,1022,8,1029,0.0,841
BAB_RS27910,SMc02876,49.153,236,118,2,21,255,19,253,2.47e-65,201
BAB_RS27915,SMc02877,43.452,336,188,2,8,342,5,339,1.83e-82,251
BAB_RS27920,SMc02878,49.871,389,189,3,1,387,1,385,5.40e-116,340
BAB_RS27930,SMc04154,79.592,294,60,0,1,294,3,296,0.0,502
BAB_RS27935,SMc04385,82.353,510,80,1,1,500,1,510,0.0,863
BAB_RS27940,SMc04383,72.318,466,129,0,1,466,1,466,0.0,684
BAB_RS27945,SMc04882,72.391,297,82,0,1,297,1,297,1.08e-165,460
BAB_RS27950,SMc01576,54.415,419,185,2,10,424,10,426,7.37e-146,419
BAB_RS27955,SMc02644,80.645,465,90,0,1,465,55,519,0.0,708
BAB_RS27960,SMc01226,67.742,93,30,0,10,102,4,96,3.23e-47,144
BAB_RS27965,SMc01227,76.757,370,85,1,1,370,1,369,0.0,567
BAB_RS27970,SMc03092,46.099,141,76,0,1,141,1,141,7.07e-38,124
BAB_RS27975,SMc03091,53.821,301,135,3,5,303,6,304,3.52e-110,319
BAB_RS27980,SM_b21494,73.591,337,89,0,8,344,11,347,0.0,538
BAB_RS27985,SMc02351,36.522,115,70,3,11,122,27,141,2.40e-19,76.6
BAB_RS27995,SMc03902,88.000,25,3,0,1,25,1,25,6.64e-09,42.0
BAB_RS28000,SMc03800,61.963,163,62,0,2,164,61,223,2.52e-71,212
BAB_RS28005,SMc03801,54.655,333,139,4,6,329,1,330,1.04e-122,353
BAB_RS28010,SMc03802,61.883,223,78,1,1,223,1,216,1.84e-96,279
BAB_RS28015,SMc03803,63.333,60,22,0,5,64,3,62,1.17e-22,79.3
BAB_RS28020,SMc04405,83.243,370,62,0,1,370,1,370,0.0,635
BAB_RS28025,SMc01728,57.593,349,148,0,1,349,1,349,7.75e-142,404
BAB_RS28030,SMc04407,74.921,630,154,2,3,632,4,629,0.0,953
BAB_RS28035,SMc04410,87.500,344,43,0,1,344,1,344,0.0,631
BAB_RS28040,SMc01945,52.941,136,64,0,10,145,1,136,1.47e-46,145
BAB_RS28045,SMc00040,68.571,140,44,0,1,140,1,140,1.33e-69,203
BAB_RS28050,SMc03791,69.286,140,43,0,1,140,1,140,1.30e-70,206
BAB_RS28055,SMc03795,82.090,201,36,0,1,201,1,201,1.17e-126,353
BAB_RS28060,SMc03793,56.491,285,123,1,45,329,9,292,4.61e-96,284
BAB_RS28065,SMc03792,70.149,67,20,0,1,67,1,67,5.07e-34,108
BAB_RS28070,SMc01667,58.974,117,47,1,1,116,1,117,1.21e-44,139
BAB_RS28075,SMc04403,67.638,686,216,2,1,681,1,685,0.0,948
BAB_RS28080,SMc01261,33.828,337,207,6,121,456,145,466,1.38e-53,184
BAB_RS28085,SMc03242,89.309,608,65,0,1,608,1,608,0.0,1119
BAB_RS28090,SMc01701,63.731,193,69,1,1,193,1,192,2.46e-76,225
BAB_RS28100,SM_b20202,44.689,273,145,1,73,339,57,329,9.61e-74,229
BAB_RS28105,SM_b20199,70.170,352,105,0,1,352,1,352,0.0,526
BAB_RS28110,SMc01613,61.224,147,50,2,1,145,1,142,6.73e-58,174
BAB_RS28115,SMc01614,70.800,250,73,0,4,253,6,255,1.46e-124,352
BAB_RS28120,SMc01615,52.590,251,115,2,1,249,1,249,8.96e-90,264
BAB_RS28125,SMc01629,61.093,311,119,1,1,309,7,317,1.06e-137,390
BAB_RS28130,SMc01616,69.408,304,93,0,1,304,1,304,1.69e-160,447
BAB_RS28135,SMc01620,66.733,502,166,1,2,502,3,504,0.0,657
BAB_RS28140,SMc01623,54.902,510,229,1,6,514,3,512,0.0,532
BAB_RS28145,SM_b20350,34.722,144,87,3,66,202,53,196,6.09e-17,73.9
BAB_RS28150,SM_b20351,47.244,508,258,8,11,514,8,509,1.96e-151,440
BAB_RS28155,SM_b20352,53.115,305,141,2,21,324,17,320,7.31e-90,271
BAB_RS28160,SM_b20349,49.296,284,142,2,23,306,24,305,4.48e-83,251
BAB_RS28165,SMc01615,38.367,245,151,0,34,278,6,250,4.85e-52,169
BAB_RS28180,SMc01020,47.706,436,225,2,4,438,5,438,3.72e-128,375
BAB_RS28190,SM_b21326,25.664,339,192,15,1,304,1,314,4.56e-13,66.6
BAB_RS28195,SM_b21186,30.496,423,246,17,62,466,21,413,1.03e-47,167
BAB_RS28235,SMc02768,28.390,236,152,6,9,241,21,242,2.26e-17,76.3
BAB_RS28240,SMc02292,30.439,1048,596,38,13,967,29,1036,3.73e-95,322
BAB_RS28250,SMc02296,31.412,503,269,20,9,465,8,480,1.97e-53,186
BAB_RS28290,SMc02183,88.000,25,3,0,1,25,1,25,1.41e-10,46.2
BAB_RS28295,SMc02150,78.616,318,67,1,1,318,1,317,4.55e-175,486
BAB_RS28305,SMc02149,33.566,143,91,2,196,335,241,382,8.13e-22,92.8
BAB_RS28310,SMc02237,74.313,837,200,4,16,850,19,842,0.0,1251
BAB_RS28315,SMc02236,53.363,223,104,0,15,237,20,242,1.27e-77,231
BAB_RS28320,SMc02234,49.145,234,119,0,41,274,34,267,1.72e-74,226
BAB_RS28325,SMc02232,68.227,299,95,0,3,301,3,301,2.82e-142,401
BAB_RS28330,SMc02231,57.589,224,94,1,689,912,6,228,2.64e-72,235
BAB_RS28335,SMc01260,40.909,110,65,0,33,142,4,113,1.85e-23,86.7
BAB_RS28345,SMc01274,42.105,114,64,1,16,129,7,118,4.52e-18,72.4
BAB_RS28350,SMc01274,40.517,116,65,2,7,121,5,117,1.90e-18,73.2
BAB_RS28360,SMc02868,34.222,225,140,3,8,224,162,386,5.80e-34,123
BAB_RS28365,SMc01457,32.972,737,466,11,2,728,314,1032,2.02e-95,316
BAB_RS28370,SM_b20446,47.103,397,196,6,1,390,1,390,5.19e-118,347
BAB_RS28375,SMa0065,36.364,209,131,2,48,256,20,226,1.96e-40,137
BAB_RS28380,SM_b21354,59.053,359,146,1,3,360,5,363,1.93e-153,438
BAB_RS28385,SM_b21354,78.261,92,20,0,1,92,378,469,5.28e-47,153
BAB_RS28390,SM_b20749,59.259,486,196,2,7,492,2,485,0.0,579
BAB_RS28400,SMa2207,41.076,353,201,3,9,354,4,356,3.76e-91,275
BAB_RS28405,SMa2205,27.799,259,169,7,41,288,22,273,6.34e-20,85.1
BAB_RS28410,SMa0802,30.808,198,136,1,35,232,35,231,3.38e-20,85.1
BAB_RS28415,SMc02776,52.600,500,230,4,13,512,7,499,1.79e-175,501
BAB_RS28430,SMc03127,40.260,308,178,3,4,310,4,306,1.86e-70,218
BAB_RS28435,SMa0106,38.636,264,161,1,26,288,9,272,3.79e-66,205
BAB_RS28440,SMa1371,39.394,231,132,3,27,249,25,255,2.44e-46,155
BAB_RS28445,SM_b20111,43.701,254,139,3,3,254,280,531,2.39e-64,207
BAB_RS28450,SM_b20753,33.053,357,223,8,31,381,32,378,2.16e-54,181
BAB_RS28455,SMc00818,22.667,225,174,0,1,225,67,291,7.06e-11,58.5
BAB_RS28460,SMc01225,46.296,54,29,0,1,54,7,60,1.25e-11,54.7
BAB_RS28475,SMc02229,77.258,598,135,1,1,597,1,598,0.0,985
BAB_RS28480,SMc02228,84.328,402,63,0,1,402,1,402,0.0,714
BAB_RS28485,SMc02227,72.222,738,204,1,1,738,1,737,0.0,1094
BAB_RS28490,SMc02223,66.816,223,64,3,1,218,1,218,2.61e-93,270
BAB_RS28495,SMc02222,43.750,160,72,4,114,273,101,242,7.39e-33,120
BAB_RS28505,SMc02221,53.030,132,62,0,4,135,5,136,3.61e-37,121
BAB_RS28510,SMc04083,28.889,180,115,5,28,197,36,212,8.94e-17,73.6
BAB_RS28515,SM_b20600,37.864,103,53,3,1,98,66,162,1.05e-14,64.7
BAB_RS28520,SMa2075,38.318,535,319,7,7,536,12,540,6.59e-114,346
BAB_RS28525,SMa2085,44.860,321,168,2,13,328,11,327,1.97e-81,248
BAB_RS28530,SMa2083,48.162,272,141,0,4,275,59,330,4.93e-79,240
BAB_RS28535,SMc02423,46.964,247,120,1,13,248,21,267,2.33e-74,227
BAB_RS28540,SMa1370,48.133,241,114,2,20,249,32,272,8.21e-67,207
BAB_RS28545,SMc02677,48.400,250,125,4,5,253,9,255,3.81e-64,199
BAB_RS28550,SMc03059,70.270,296,88,0,4,299,4,299,6.93e-152,424
BAB_RS28555,SMc03068,77.612,603,135,0,5,607,2,604,0.0,964
BAB_RS28560,SMc03069,54.545,231,105,0,1,231,1,231,1.23e-74,223
BAB_RS28565,SMc03070,75.356,491,121,0,1,491,1,491,0.0,793
BAB_RS28570,SMc02041,36.800,250,145,5,4,249,13,253,2.29e-42,142
BAB_RS28575,SMc01212,30.435,184,119,5,51,230,22,200,2.55e-12,65.5
BAB_RS28580,SMc01883,36.667,90,56,1,10,98,12,101,1.19e-09,48.9
BAB_RS28585,SMc00559,36.327,245,147,3,3,246,15,251,1.39e-37,130
BAB_RS28590,SMc00131,36.667,150,94,1,3,152,1,149,2.17e-33,113
BAB_RS28605,SMc00761,67.056,428,141,0,1,428,1,428,0.0,592
BAB_RS28615,SMc00762,68.936,470,146,0,7,476,9,478,0.0,692
BAB_RS28630,SMc00820,59.133,323,124,2,1,322,1,316,3.30e-131,374
BAB_RS28635,SMc00378,62.402,508,186,2,4,509,6,510,0.0,596
BAB_RS28640,SMc00825,73.523,457,121,0,1,457,1,457,0.0,718
