O_anthropi|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS08400,BME_RS02320,95.082,183,9,0,1,183,1,183,3.10e-129,362
OANT_RS08410,BME_RS02330,84.663,163,25,0,1,163,1,163,2.82e-100,282
OANT_RS08415,BME_RS02335,91.447,304,25,1,1,304,1,303,0.0,587
OANT_RS08420,BME_RS02340,84.444,90,10,1,1,90,1,86,3.17e-51,152
OANT_RS08430,BME_RS02345,81.159,345,65,0,1,345,1,345,0.0,582
OANT_RS08435,BME_RS02350,82.581,155,27,0,1,155,1,155,5.97e-94,266
OANT_RS08440,BME_RS02355,91.234,616,54,0,1,616,9,624,0.0,1088
OANT_RS08445,BME_RS02360,88.889,621,69,0,1,621,1,621,0.0,1117
OANT_RS08450,BME_RS02365,93.583,187,12,0,1,187,1,187,2.72e-127,352
OANT_RS08455,BME_RS02370,95.139,432,20,1,1,431,1,432,0.0,807
OANT_RS08460,BME_RS02375,88.814,295,33,0,1,295,1,295,0.0,515
OANT_RS08465,BME_RS02380,94.475,181,10,0,1,181,1,181,1.94e-118,330
OANT_RS08470,BME_RS02385,83.125,160,27,0,1,160,1,160,2.11e-104,292
OANT_RS08475,BME_RS02390,83.851,161,26,0,1,161,1,161,2.61e-105,295
OANT_RS08480,BME_RS02395,96.185,367,14,0,1,367,1,367,0.0,721
OANT_RS08485,BME_RS02400,94.215,242,13,1,1,242,1,241,4.75e-164,451
OANT_RS08490,BME_RS02405,94.258,209,10,1,1,209,1,207,5.60e-137,379
OANT_RS08495,BME_RS02410,94.747,514,26,1,1,514,1,513,0.0,943
OANT_RS08505,BME_RS02415,98.710,310,4,0,1,310,1,310,0.0,619
OANT_RS08510,BME_RS02425,71.429,217,29,5,1,217,1,184,8.30e-99,281
OANT_RS08515,BME_RS02430,94.517,383,21,0,1,383,1,383,0.0,765
OANT_RS08520,BME_RS02435,86.792,265,35,0,1,265,1,265,1.03e-173,476
OANT_RS08525,BME_RS02440,84.066,364,54,1,1,360,1,364,0.0,629
OANT_RS08530,BME_RS02445,94.834,271,14,0,1,271,1,271,4.57e-180,494
OANT_RS08535,BME_RS02450,90.476,105,10,0,1,105,1,105,1.19e-55,165
OANT_RS08540,BME_RS02455,98.193,166,3,0,1,166,1,166,1.40e-120,333
OANT_RS08545,BME_RS02460,95.652,115,5,0,1,115,1,115,2.28e-80,228
OANT_RS08550,BME_RS02470,94.631,447,24,0,1,447,1,447,0.0,837
OANT_RS08555,BME_RS02475,99.574,235,1,0,1,235,1,235,9.75e-173,471
OANT_RS08560,BME_RS02480,96.364,165,6,0,1,165,1,165,5.22e-118,328
OANT_RS08570,BME_RS11965,23.897,272,192,6,1,266,1,263,5.89e-16,73.2
OANT_RS08575,BME_RS02490,91.398,93,8,0,1,93,1,93,1.48e-41,128
OANT_RS08580,BME_RS02495,92.202,218,17,0,1,218,1,218,5.09e-147,405
OANT_RS08585,BME_RS02500,60.947,169,45,3,1,150,1,167,8.21e-53,162
OANT_RS08590,BME_RS02505,95.775,71,3,0,1,71,1,71,1.06e-46,139
OANT_RS08595,BME_RS02510,73.239,213,57,0,1,213,1,213,2.03e-99,286
OANT_RS08605,BME_RS02515,89.612,953,74,5,1,941,1,940,0.0,1724
OANT_RS08610,BME_RS02520,83.735,166,22,1,1,166,1,161,2.11e-92,265
OANT_RS08615,BME_RS02525,76.744,129,30,0,1,129,1,129,4.86e-76,218
OANT_RS08620,BME_RS02530,83.495,309,45,3,1,309,1,303,0.0,519
OANT_RS08625,BME_RS02535,93.103,116,8,0,1,116,1,116,5.32e-68,197
OANT_RS08630,BME_RS02540,86.333,300,41,0,1,300,1,300,0.0,518
OANT_RS08635,BME_RS02545,66.282,347,113,2,1,343,1,347,8.58e-173,481
OANT_RS08640,BME_RS02550,95.541,157,7,0,1,157,1,157,1.15e-109,305
OANT_RS08645,BME_RS02555,85.185,351,52,0,6,356,4,354,0.0,610
OANT_RS08650,BME_RS02560,98.718,156,2,0,1,156,1,156,1.58e-114,318
OANT_RS08655,BME_RS02565,90.789,456,42,0,11,466,11,466,0.0,836
OANT_RS08660,BME_RS02570,94.753,324,17,0,1,324,1,324,0.0,629
OANT_RS08665,BME_RS02575,96.678,301,10,0,1,301,1,301,0.0,608
OANT_RS08670,BME_RS10745,95.724,421,18,0,1,421,1,421,0.0,805
OANT_RS08675,BME_RS10740,95.971,273,11,0,1,273,1,273,5.57e-171,470
OANT_RS08680,BME_RS10735,96.129,310,12,0,1,310,1,310,0.0,548
OANT_RS08685,BME_RS10730,92.347,392,28,1,1,392,1,390,0.0,725
OANT_RS08690,BME_RS10725,90.747,281,26,0,1,281,1,281,0.0,528
OANT_RS08700,BME_RS02590,93.000,400,28,0,1,400,1,400,0.0,781
OANT_RS08720,BME_RS02600,98.551,69,1,0,1,69,1,69,4.24e-47,140
OANT_RS08725,BME_RS02605,73.973,146,38,0,1,146,1,146,1.11e-77,224
OANT_RS08730,BME_RS02610,86.677,623,81,1,1,623,1,621,0.0,1105
OANT_RS08735,BME_RS02615,96.813,1161,37,0,1,1161,1,1161,0.0,2301
OANT_RS08745,BME_RS02630,91.613,310,24,1,1,310,1,308,0.0,541
OANT_RS08750,BME_RS04615,27.976,168,113,3,43,208,29,190,6.83e-11,60.1
OANT_RS08755,BME_RS02635,91.892,407,33,0,1,407,1,407,0.0,780
OANT_RS08760,BME_RS02640,93.333,150,10,0,1,150,1,150,9.93e-89,252
OANT_RS08765,BME_RS02645,93.202,559,36,1,1,559,1,557,0.0,1056
OANT_RS08770,BME_RS02650,92.988,656,45,1,1,656,1,655,0.0,1221
OANT_RS08775,BME_RS02655,96.280,672,24,1,1,671,1,672,0.0,1305
OANT_RS08780,BME_RS02660,96.842,95,3,0,1,95,1,95,6.03e-66,190
OANT_RS08790,BME_RS02665,91.837,147,12,0,1,147,1,147,1.71e-93,264
OANT_RS08795,BME_RS02670,69.231,117,33,2,1,117,1,114,3.87e-44,136
OANT_RS08800,BME_RS02675,84.000,250,40,0,1,250,1,250,4.60e-156,430
OANT_RS08805,BME_RS02680,100.000,25,0,0,1,25,1,25,2.19e-12,50.1
OANT_RS08810,BME_RS01815,24.837,153,104,3,31,180,24,168,4.50e-09,50.1
OANT_RS08825,BME_RS16055,65.263,95,33,0,70,164,4,98,2.40e-41,131
OANT_RS08835,BME_RS02715,29.846,325,193,11,5,300,12,330,1.90e-29,113
OANT_RS08850,BME_RS02710,78.571,266,56,1,19,283,2,267,1.44e-162,449
OANT_RS08855,BME_RS02715,74.044,366,94,1,1,366,1,365,0.0,578
OANT_RS08860,BME_RS08255,39.744,78,42,2,3,75,7,84,1.46e-09,47.4
OANT_RS08865,BME_RS02720,54.545,88,40,0,1,88,1,88,1.12e-28,95.5
OANT_RS08870,BME_RS02725,93.484,353,23,0,1,353,1,353,0.0,676
OANT_RS08885,BME_RS02730,82.297,209,37,0,1,209,1,209,7.84e-134,371
OANT_RS08890,BME_RS02735,95.890,73,3,0,1,73,1,73,5.13e-45,135
OANT_RS08895,BME_RS02740,91.398,372,32,0,1,372,1,372,0.0,714
OANT_RS08900,BME_RS02745,94.699,415,22,0,1,415,1,415,0.0,838
OANT_RS08905,BME_RS16075,95.775,142,6,0,87,228,1,142,4.46e-99,281
OANT_RS08910,BME_RS13760,49.428,437,213,3,1,432,1,434,1.74e-141,410
OANT_RS08920,BME_RS15550,33.645,107,64,2,1,100,1,107,1.23e-12,62.8
OANT_RS08925,BME_RS02760,76.206,311,74,0,1,311,1,311,3.54e-178,491
OANT_RS08930,BME_RS02770,98.179,549,10,0,1,549,1,549,0.0,1106
OANT_RS08945,BME_RS02780,92.135,445,35,0,1,445,1,445,0.0,832
OANT_RS08950,BME_RS02785,94.393,107,6,0,1,107,1,107,3.02e-71,204
OANT_RS08955,BME_RS02790,93.255,341,23,0,1,341,1,341,0.0,641
OANT_RS08960,BME_RS02795,95.050,303,15,0,1,303,1,303,0.0,601
OANT_RS08965,BME_RS02800,91.961,311,25,0,1,311,1,311,0.0,527
OANT_RS08970,BME_RS02805,93.333,360,23,1,53,412,1,359,0.0,687
OANT_RS08975,BME_RS02810,86.643,277,37,0,1,277,1,277,0.0,516
OANT_RS08995,BME_RS02815,55.882,136,56,1,16,151,3,134,1.51e-38,124
OANT_RS09000,BME_RS02820,87.288,236,30,0,1,236,1,236,5.86e-154,424
OANT_RS09005,BME_RS02825,82.463,268,47,0,1,268,1,268,8.55e-170,466
OANT_RS09010,BME_RS02830,80.000,220,37,2,1,219,1,214,1.49e-122,343
OANT_RS09020,BME_RS14455,36.614,254,141,6,3,244,16,261,2.03e-35,124
OANT_RS09025,BME_RS02835,91.228,456,40,0,1,456,1,456,0.0,826
OANT_RS09030,BME_RS02840,94.220,346,20,0,1,346,1,346,0.0,654
OANT_RS09035,BME_RS02845,92.481,133,10,0,1,133,1,133,5.05e-87,246
OANT_RS09040,BME_RS02850,91.433,607,49,1,1,604,1,607,0.0,1142
OANT_RS09045,BME_RS02855,94.515,474,26,0,1,474,1,474,0.0,884
OANT_RS09050,BME_RS02860,92.017,476,38,0,1,476,6,481,0.0,887
OANT_RS09055,BME_RS02865,95.278,360,17,0,1,360,1,360,0.0,687
OANT_RS09060,BME_RS02870,90.578,467,44,0,1,467,1,467,0.0,829
OANT_RS09065,BME_RS02875,94.286,385,22,0,1,385,1,385,0.0,731
OANT_RS09070,BME_RS02880,87.668,373,46,0,3,375,7,379,0.0,645
OANT_RS09075,BME_RS02885,94.268,471,24,1,1,468,1,471,0.0,862
OANT_RS09080,BME_RS02890,92.812,320,23,0,1,320,2,321,0.0,587
OANT_RS09085,BME_RS02895,89.286,308,33,0,1,308,1,308,0.0,532
OANT_RS09090,BME_RS02900,90.032,311,31,0,1,311,1,311,0.0,573
OANT_RS09095,BME_RS02905,98.409,440,7,0,1,440,1,440,0.0,858
OANT_RS09100,BME_RS02910,94.275,524,27,3,1,523,1,522,0.0,827
OANT_RS09105,BME_RS02915,85.366,287,41,1,1,287,1,286,0.0,502
OANT_RS09110,BME_RS02920,93.728,287,18,0,1,287,1,287,0.0,561
OANT_RS09115,BME_RS02925,93.161,541,37,0,1,541,1,541,0.0,974
OANT_RS09120,BME_RS02930,85.734,722,99,4,1,721,1,719,0.0,1243
OANT_RS09125,BME_RS02935,82.051,234,42,0,1,234,1,234,1.88e-149,412
OANT_RS09130,BME_RS12715,29.268,246,158,5,3,236,5,246,2.01e-30,110
OANT_RS09140,BME_RS02940,90.461,608,58,0,1,608,1,608,0.0,1120
OANT_RS09145,BME_RS02945,92.632,285,21,0,1,285,1,285,0.0,534
OANT_RS09150,BME_RS02950,84.103,195,31,0,1,195,1,195,5.16e-119,332
OANT_RS09160,BME_RS02955,87.143,210,27,0,1,210,20,229,2.06e-131,365
OANT_RS09165,BME_RS02960,90.303,165,16,0,1,165,1,165,5.74e-112,312
OANT_RS09170,BME_RS02965,94.220,865,42,3,1,864,1,858,0.0,1634
OANT_RS09175,BME_RS02970,96.369,358,13,0,1,358,1,358,0.0,704
OANT_RS09180,BME_RS02975,84.524,168,26,0,1,168,1,168,2.42e-98,278
OANT_RS09185,BME_RS02980,95.726,468,20,0,1,468,1,468,0.0,916
OANT_RS09190,BME_RS02990,80.595,1278,217,2,1,1278,1,1247,0.0,1994
OANT_RS09195,BME_RS02995,73.077,78,21,0,1,78,1,78,8.25e-41,125
OANT_RS09200,BME_RS03000,74.242,66,17,0,1,66,1,66,2.18e-28,93.2
OANT_RS09205,BME_RS03010,81.959,194,30,2,1,194,1,189,2.06e-114,320
OANT_RS09210,BME_RS03015,78.696,230,49,0,1,230,34,263,7.32e-129,362
OANT_RS09215,BME_RS03020,91.089,303,27,0,1,303,1,303,1.48e-173,487
OANT_RS09255,BME_RS08255,47.561,82,38,2,3,80,6,86,1.14e-14,59.7
OANT_RS09305,BME_RS05050,24.633,341,235,12,10,340,3,331,7.17e-16,74.3
OANT_RS09315,BME_RS03025,92.233,103,8,0,1,103,1,103,1.87e-66,192
OANT_RS09320,BME_RS03030,93.182,264,18,0,1,264,1,264,0.0,518
OANT_RS09325,BME_RS03035,71.765,170,48,0,3,172,1,170,1.49e-94,268
OANT_RS09330,BME_RS03040,92.962,341,24,0,33,373,32,372,0.0,642
OANT_RS09335,BME_RS03045,93.000,300,21,0,1,300,1,300,0.0,556
OANT_RS09340,BME_RS03050,93.443,61,4,0,1,61,1,61,2.03e-35,110
OANT_RS09345,BME_RS03055,90.267,524,47,2,1,520,1,524,0.0,931
OANT_RS09350,BME_RS03060,87.532,393,48,1,1,392,1,393,0.0,721
OANT_RS09355,BME_RS15875,32.857,70,47,0,79,148,1,70,9.99e-08,45.1
OANT_RS09360,BME_RS03065,88.294,299,35,0,1,299,1,299,0.0,536
OANT_RS09365,BME_RS03070,73.090,301,81,0,1,301,1,301,4.62e-151,422
OANT_RS09370,BME_RS04625,36.082,194,119,3,69,261,47,236,1.04e-33,120
OANT_RS09380,BME_RS03075,93.904,607,37,0,1,607,1,607,0.0,1199
OANT_RS09385,BME_RS03080,95.789,190,8,0,1,190,1,190,4.69e-135,372
OANT_RS09390,BME_RS15330,34.921,126,75,2,1,122,4,126,7.96e-11,55.8
OANT_RS09395,BME_RS04655,28.213,319,218,6,5,313,4,321,1.09e-31,119
OANT_RS09400,BME_RS03085,95.710,373,16,0,1,373,1,373,0.0,743
OANT_RS09405,BME_RS03090,84.211,133,21,0,1,133,1,133,4.17e-83,236
OANT_RS09410,BME_RS03095,91.837,245,20,0,1,245,1,245,2.68e-155,428
OANT_RS09415,BME_RS03100,93.241,651,44,0,1,651,1,651,0.0,1238
OANT_RS09420,BME_RS03105,90.610,213,20,0,1,213,1,213,5.02e-141,389
OANT_RS09425,BME_RS03110,94.690,339,18,0,1,339,1,339,0.0,642
OANT_RS09435,BME_RS03120,92.683,410,30,0,1,410,1,410,0.0,785
OANT_RS09440,BME_RS03125,55.556,135,60,0,5,139,1,135,6.20e-53,160
OANT_RS09445,BME_RS03130,87.263,369,47,0,1,369,1,369,0.0,687
OANT_RS09455,BME_RS03140,90.909,308,28,0,1,308,1,308,0.0,577
OANT_RS09460,BME_RS03145,69.718,142,43,0,1,142,1,142,1.83e-79,228
OANT_RS09465,BME_RS00470,39.597,149,88,1,1,147,1,149,3.20e-29,101
OANT_RS09470,BME_RS03235,66.835,395,131,0,4,398,26,420,0.0,575
OANT_RS09475,BME_RS03240,87.887,355,43,0,1,355,1,355,0.0,558
OANT_RS09480,BME_RS03245,80.800,125,24,0,4,128,2,126,1.34e-57,210
OANT_RS09485,BME_RS03250,91.081,370,33,0,1,370,1,370,0.0,664
OANT_RS09490,BME_RS03255,82.448,621,108,1,1,621,1,620,0.0,1069
OANT_RS09495,BME_RS03260,78.853,279,59,0,1,279,1,279,1.31e-151,421
OANT_RS09500,BME_RS03265,90.390,333,32,0,1,333,1,333,1.92e-161,451
OANT_RS09505,BME_RS03270,77.165,254,58,0,1,254,1,254,5.34e-143,398
OANT_RS09510,BME_RS03275,85.095,369,55,0,8,376,3,371,0.0,677
OANT_RS09515,BME_RS16135,95.882,170,7,0,140,309,1,170,1.14e-116,330
OANT_RS09520,BME_RS03285,91.223,376,32,1,1,376,1,375,0.0,665
OANT_RS09525,BME_RS03290,96.525,259,9,0,1,259,1,259,0.0,514
OANT_RS09530,BME_RS03295,85.874,269,38,0,1,269,1,269,1.61e-178,489
OANT_RS09540,BME_RS10720,21.932,497,275,15,5,472,2,414,3.37e-17,80.5
OANT_RS09545,BME_RS13785,24.689,482,308,15,65,517,42,497,4.54e-28,114
OANT_RS09550,BME_RS11280,52.000,300,139,3,4,298,10,309,6.05e-104,306
OANT_RS09555,BME_RS11285,51.393,323,149,4,2,318,6,326,6.88e-105,307
OANT_RS09560,BME_RS02180,36.527,334,182,3,1,304,1,334,1.76e-69,216
OANT_RS09565,BME_RS13800,40.639,219,130,0,70,288,159,377,1.28e-46,157
OANT_RS09570,BME_RS03300,88.571,140,16,0,1,140,1,140,5.57e-90,254
OANT_RS09575,BME_RS03305,79.330,179,35,2,1,177,1,179,7.21e-100,282
OANT_RS09625,BME_RS03310,100.000,25,0,0,1,25,1,25,1.27e-11,48.1
OANT_RS09630,BME_RS03315,89.545,220,23,0,1,220,1,220,7.50e-136,377
OANT_RS09635,BME_RS03320,88.697,522,59,0,1,522,1,522,0.0,947
OANT_RS09640,BME_RS03325,70.000,60,18,0,3,62,2,61,3.85e-28,92.4
OANT_RS09645,BME_RS03330,91.916,334,27,0,1,334,1,334,0.0,603
OANT_RS09650,BME_RS03335,91.575,273,23,0,1,273,1,273,0.0,506
OANT_RS09655,BME_RS03340,92.754,276,20,0,1,276,1,276,0.0,520
OANT_RS09660,BME_RS16145,92.265,181,14,0,1,181,1,181,2.42e-122,340
OANT_RS09665,BME_RS03355,92.698,315,23,0,1,315,1,315,0.0,584
OANT_RS09670,BME_RS03360,84.814,619,90,2,1,615,1,619,0.0,970
OANT_RS09675,BME_RS03365,90.888,845,76,1,1,844,1,845,0.0,1503
OANT_RS09680,BME_RS03370,58.394,137,56,1,2,138,20,155,3.98e-47,146
OANT_RS09685,BME_RS03375,82.189,859,145,3,5,860,5,858,0.0,1408
OANT_RS09690,BME_RS03380,73.958,96,25,0,1,96,1,96,3.41e-46,140
OANT_RS09695,BME_RS03385,94.138,853,50,0,1,853,1,853,0.0,1676
OANT_RS09700,BME_RS03395,96.084,332,13,0,1,332,1,332,0.0,660
OANT_RS09710,BME_RS03400,89.180,305,33,0,1,305,1,305,0.0,548
OANT_RS09715,BME_RS03405,93.182,44,3,0,1,44,1,44,3.27e-26,86.3
OANT_RS09725,BME_RS03410,90.785,293,27,0,1,293,1,293,0.0,525
OANT_RS09730,BME_RS03415,88.571,385,44,0,1,385,1,385,0.0,728
OANT_RS09735,BME_RS03420,88.589,482,55,0,1,482,1,482,0.0,867
OANT_RS09740,BME_RS03425,93.548,62,4,0,1,62,1,62,1.22e-37,116
OANT_RS09745,BME_RS03430,89.916,238,23,1,1,237,1,238,8.82e-127,355
OANT_RS09750,BME_RS03435,87.861,173,21,0,1,173,1,173,5.61e-112,312
OANT_RS09755,BME_RS03440,95.690,348,15,0,1,348,1,348,0.0,643
OANT_RS09760,BME_RS03445,89.628,1263,131,0,1,1263,1,1263,0.0,2329
OANT_RS09765,BME_RS03450,98.113,212,4,0,1,212,1,212,2.42e-155,425
OANT_RS09770,BME_RS03455,95.070,142,7,0,1,142,1,142,5.94e-94,265
OANT_RS09775,BME_RS03460,84.783,46,7,0,1,46,1,46,3.22e-18,78.6
OANT_RS09780,BME_RS03465,88.514,148,17,0,1,148,1,148,9.59e-93,262
OANT_RS09785,BME_RS03470,66.379,116,39,0,1,116,10,125,6.82e-44,137
OANT_RS09790,BME_RS11565,26.887,424,285,11,2,413,18,428,4.93e-26,107
OANT_RS09795,BME_RS04440,22.543,173,134,0,13,185,6,178,1.69e-09,51.6
OANT_RS09800,BME_RS03475,90.438,251,24,0,1,251,1,251,9.61e-165,452
OANT_RS09805,BME_RS03480,74.597,248,63,0,1,248,1,248,2.60e-131,367
OANT_RS09810,BME_RS03485,89.973,369,36,1,1,368,1,369,0.0,619
OANT_RS09815,BME_RS03490,85.666,293,41,1,1,293,1,292,0.0,514
OANT_RS09820,BME_RS03495,87.385,436,55,0,1,436,1,436,0.0,741
OANT_RS09825,BME_RS03500,74.772,329,83,0,1,329,1,329,1.59e-180,499
OANT_RS09830,BME_RS03505,81.346,327,61,0,1,327,1,327,4.96e-179,495
OANT_RS09835,BME_RS03510,78.846,364,75,2,1,363,1,363,0.0,556
OANT_RS09840,BME_RS03515,87.283,173,22,0,1,173,1,173,6.58e-116,322
OANT_RS09845,BME_RS03520,80.220,182,36,0,1,182,13,194,6.06e-104,301
OANT_RS09850,BME_RS03530,88.000,125,15,0,1,125,1,125,4.65e-72,210
OANT_RS09855,BME_RS03535,78.497,572,119,1,1,572,1,568,0.0,895
OANT_RS09860,BME_RS03540,89.344,244,26,0,1,244,1,244,2.82e-164,451
OANT_RS09865,BME_RS03545,92.308,208,16,0,1,208,1,208,1.61e-137,380
OANT_RS09870,BME_RS03550,64.828,435,145,4,6,439,3,430,0.0,553
OANT_RS09875,BME_RS03555,76.060,401,96,0,1,401,1,401,0.0,626
OANT_RS09885,BME_RS02195,48.485,231,112,3,20,244,29,258,1.28e-64,199
OANT_RS09890,BME_RS11280,49.615,260,127,4,4,260,10,268,6.42e-76,231
OANT_RS09895,BME_RS02185,48.188,276,137,2,36,306,24,298,1.75e-82,248
OANT_RS09900,BME_RS02180,44.073,329,181,2,28,355,9,335,3.54e-89,268
OANT_RS09910,BME_RS11255,27.735,393,261,8,27,412,34,410,3.17e-35,135
OANT_RS09915,BME_RS13245,53.448,348,149,4,3,348,8,344,9.93e-134,382
OANT_RS09920,BME_RS03560,88.208,212,25,0,1,212,1,212,1.61e-134,373
OANT_RS09925,BME_RS03565,89.960,249,25,0,1,249,1,249,7.70e-169,462
OANT_RS09930,BME_RS03570,95.273,275,13,0,1,275,1,275,0.0,551
OANT_RS09935,BME_RS03575,90.517,232,22,0,1,232,1,232,3.41e-157,432
OANT_RS09940,BME_RS03580,84.043,94,15,0,1,94,1,94,1.05e-57,169
OANT_RS09945,BME_RS03585,92.000,25,2,0,1,25,1,25,8.03e-11,45.8
OANT_RS09950,BME_RS03585,92.000,25,2,0,1,25,1,25,8.03e-11,45.8
OANT_RS09955,BME_RS03590,71.649,388,79,11,1,378,1,367,3.95e-176,493
OANT_RS09960,BME_RS03595,78.261,115,25,0,1,115,1,115,7.54e-51,153
OANT_RS09965,BME_RS03600,97.537,406,10,0,1,406,1,406,0.0,815
OANT_RS09970,BME_RS03605,96.583,439,15,0,1,439,1,439,0.0,859
OANT_RS09975,BME_RS06335,28.994,507,300,14,17,486,16,499,4.56e-50,178
OANT_RS09980,BME_RS03610,96.341,328,12,0,1,328,1,328,0.0,642
OANT_RS09985,BME_RS03620,93.771,594,37,0,1,594,1,594,0.0,1095
OANT_RS09990,BME_RS03625,83.143,350,49,3,1,348,1,342,4.20e-165,461
OANT_RS09995,BME_RS03630,93.151,146,10,0,1,146,28,173,2.10e-104,292
OANT_RS10000,BME_RS03635,94.819,193,10,0,1,193,1,193,2.37e-137,378
OANT_RS10005,BME_RS03640,85.535,159,23,0,1,159,1,159,7.78e-105,293
OANT_RS10010,BME_RS03645,89.844,256,26,0,1,256,1,256,1.81e-173,475
OANT_RS10015,BME_RS03650,88.686,274,31,0,1,274,1,274,0.0,511
OANT_RS10020,BME_RS03655,95.588,68,3,0,1,68,1,68,4.64e-43,130
OANT_RS10040,BME_RS12705,23.324,373,236,10,2,349,37,384,3.65e-08,51.2
OANT_RS10050,BME_RS03660,88.000,175,21,0,1,175,1,175,1.38e-117,327
OANT_RS10055,BME_RS03665,81.592,201,37,0,1,201,1,201,9.85e-122,340
OANT_RS10065,BME_RS03670,67.907,215,67,1,2,216,1,213,5.29e-101,288
OANT_RS10070,BME_RS03675,83.333,246,37,1,1,246,1,242,3.08e-154,425
OANT_RS10075,BME_RS03680,89.510,143,15,0,1,143,1,143,4.75e-89,252
OANT_RS10080,BME_RS03685,93.357,286,19,0,1,286,1,286,0.0,540
OANT_RS10085,BME_RS03690,100.000,28,0,0,1,28,1,28,2.25e-16,60.1
OANT_RS10090,BME_RS03695,100.000,24,0,0,1,24,1,24,8.13e-11,45.8
OANT_RS10095,BME_RS03770,97.698,391,9,0,1,391,1,391,0.0,778
OANT_RS10100,BME_RS03705,96.000,25,1,0,1,25,1,25,1.19e-10,45.4
OANT_RS10105,BME_RS03710,100.000,66,0,0,1,66,1,66,2.32e-44,133
OANT_RS10110,BME_RS03715,98.286,175,3,0,1,175,1,175,4.66e-125,346
OANT_RS10115,BME_RS03720,95.775,142,6,0,1,142,1,142,1.06e-99,279
OANT_RS10120,BME_RS03725,97.845,232,5,0,1,232,1,232,3.67e-164,449
OANT_RS10125,BME_RS03730,98.256,172,3,0,1,172,1,172,5.78e-123,340
OANT_RS10130,BME_RS03735,98.387,124,2,0,1,124,1,124,1.54e-77,221
OANT_RS10135,BME_RS03740,97.749,1377,31,0,1,1377,1,1377,0.0,2763
OANT_RS10140,BME_RS03745,98.786,1400,17,0,1,1400,1,1400,0.0,2850
OANT_RS10145,BME_RS03750,83.505,97,8,2,1,93,1,93,1.53e-49,149
OANT_RS10150,BME_RS03755,99.187,123,1,0,1,123,1,123,1.58e-86,244
OANT_RS10155,BME_RS03760,98.077,156,3,0,1,156,1,156,6.17e-114,316
OANT_RS10160,BME_RS03765,97.406,694,18,0,1,694,1,694,0.0,1388
OANT_RS10165,BME_RS03770,97.698,391,9,0,1,391,1,391,0.0,778
OANT_RS10170,BME_RS03775,100.000,102,0,0,1,102,1,102,2.43e-72,206
OANT_RS10175,BME_RS03780,96.413,223,8,0,1,223,1,223,4.72e-162,444
OANT_RS10180,BME_RS03785,94.118,170,10,0,1,170,1,170,2.25e-116,326
OANT_RS10185,BME_RS03790,97.938,97,2,0,1,97,1,97,4.42e-66,190
OANT_RS10190,BME_RS03795,96.751,277,9,0,1,277,1,277,0.0,548
OANT_RS10195,BME_RS03800,96.739,92,3,0,1,92,1,92,2.15e-64,186
OANT_RS10200,BME_RS03805,95.349,129,6,0,1,129,1,129,8.17e-87,245
OANT_RS10205,BME_RS03810,99.153,236,2,0,1,236,1,236,1.45e-176,481
OANT_RS10210,BME_RS03815,99.270,137,1,0,1,137,1,137,6.21e-99,276
OANT_RS10215,BME_RS03820,98.485,66,1,0,1,66,1,66,2.71e-41,125
OANT_RS10220,BME_RS03825,97.500,80,2,0,1,80,1,80,2.23e-54,159
OANT_RS10225,BME_RS03830,100.000,122,0,0,1,122,1,122,1.84e-85,241
OANT_RS10230,BME_RS03835,98.058,103,2,0,1,103,1,103,1.54e-69,199
OANT_RS10235,BME_RS03840,95.676,185,8,0,1,185,1,185,1.03e-133,369
OANT_RS10240,BME_RS03845,97.030,101,3,0,1,101,1,101,2.55e-68,196
OANT_RS10245,BME_RS03850,96.212,132,5,0,1,132,1,132,6.10e-92,258
OANT_RS10250,BME_RS03855,97.740,177,4,0,1,177,1,177,4.51e-124,343
OANT_RS10255,BME_RS03860,95.833,120,5,0,1,120,1,120,6.74e-67,194
OANT_RS10260,BME_RS03865,99.462,186,1,0,1,186,1,186,2.94e-134,370
OANT_RS10265,BME_RS03870,100.000,65,0,0,1,65,1,65,2.20e-43,130
OANT_RS10270,BME_RS03875,98.718,156,2,0,1,156,1,156,2.33e-106,297
OANT_RS10275,BME_RS03880,98.655,446,6,0,1,446,1,446,0.0,888
OANT_RS10280,BME_RS03885,96.907,194,6,0,1,194,1,194,2.52e-138,381
OANT_RS10285,BME_RS03890,99.180,122,1,0,1,122,1,122,6.99e-86,242
OANT_RS10290,BME_RS03895,100.000,129,0,0,1,129,1,129,2.68e-94,264
OANT_RS10295,BME_RS03900,97.329,337,9,0,1,337,1,337,0.0,673
OANT_RS10300,BME_RS03905,97.887,142,3,0,1,142,1,142,7.58e-99,277
OANT_RS10305,BME_RS03910,82.983,476,79,1,1,476,1,474,0.0,788
OANT_RS10310,BME_RS03915,93.224,428,29,0,1,428,1,428,0.0,827
OANT_RS10315,BME_RS03920,87.113,194,25,0,1,194,1,194,9.50e-130,359
OANT_RS10320,BME_RS03925,91.364,220,19,0,1,220,1,220,1.17e-123,346
OANT_RS10325,BME_RS03930,96.676,361,12,0,1,361,1,361,0.0,706
OANT_RS10330,BME_RS03935,93.333,870,58,0,1,870,1,870,0.0,1631
OANT_RS10335,BME_RS00720,61.404,114,43,1,1,114,1,113,6.87e-45,139
OANT_RS10340,BME_RS00715,71.429,105,30,0,1,105,1,105,1.43e-55,165
