Abortus2308|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS21940,OANT_RS10155,98.718,156,2,0,1,156,1,156,1.69e-114,318
BAB_RS21945,OANT_RS10150,99.187,123,1,0,1,123,1,123,2.49e-86,244
BAB_RS21950,OANT_RS10145,94.505,91,5,0,2,92,9,99,1.46e-52,157
BAB_RS21955,OANT_RS10140,98.714,1400,18,0,1,1400,1,1400,0.0,2846
BAB_RS21960,OANT_RS10135,97.749,1377,31,0,1,1377,1,1377,0.0,2763
BAB_RS21965,OANT_RS10130,98.387,124,2,0,1,124,1,124,2.42e-77,221
BAB_RS21970,OANT_RS10125,98.256,172,3,0,1,172,1,172,9.08e-123,340
BAB_RS21975,OANT_RS10120,98.276,232,4,0,1,232,1,232,8.84e-165,451
BAB_RS21980,OANT_RS10115,95.775,142,6,0,1,142,1,142,1.67e-99,279
BAB_RS21985,OANT_RS10110,98.286,175,3,0,1,175,1,175,7.33e-125,346
BAB_RS21990,OANT_RS10105,100.000,66,0,0,1,66,1,66,3.64e-44,133
BAB_RS21995,OANT_RS10100,96.000,25,1,0,1,25,1,25,1.87e-10,45.4
BAB_RS22000,OANT_RS10165,97.698,391,9,0,1,391,1,391,0.0,778
BAB_RS22005,OANT_RS10090,100.000,24,0,0,1,24,1,24,1.28e-10,45.8
BAB_RS22010,OANT_RS10085,100.000,28,0,0,1,28,1,28,3.54e-16,60.1
BAB_RS22015,OANT_RS10080,93.357,286,19,0,1,286,1,286,0.0,542
BAB_RS22020,OANT_RS10075,90.210,143,14,0,1,143,1,143,3.31e-90,256
BAB_RS22025,OANT_RS10070,83.333,246,37,1,1,242,1,246,4.76e-154,425
BAB_RS22030,OANT_RS10065,66.977,215,69,1,1,213,2,216,2.72e-99,284
BAB_RS22035,OANT_RS10055,82.090,201,36,0,1,201,1,201,5.62e-126,351
BAB_RS22040,OANT_RS10050,88.000,175,21,0,1,175,1,175,2.17e-117,327
BAB_RS22045,OANT_RS10020,95.588,68,3,0,1,68,1,68,7.29e-43,130
BAB_RS22050,OANT_RS10015,88.686,274,31,0,1,274,1,274,0.0,511
BAB_RS22055,OANT_RS10010,89.844,256,26,0,1,256,1,256,1.34e-166,458
BAB_RS22060,OANT_RS10005,86.164,159,22,0,1,159,1,159,4.26e-96,272
BAB_RS22065,OANT_RS10000,94.301,193,11,0,1,193,1,193,1.89e-136,377
BAB_RS22070,OANT_RS09995,93.151,146,10,0,28,173,1,146,3.91e-104,292
BAB_RS22075,OANT_RS09990,88.060,67,8,0,1,67,282,348,8.74e-38,125
BAB_RS22080,OANT_RS09990,86.957,69,9,0,2,70,211,279,3.57e-37,125
BAB_RS22090,OANT_RS09985,93.603,594,38,0,1,594,1,594,0.0,1094
BAB_RS22095,OANT_RS09085,33.333,258,155,6,94,345,55,301,8.50e-35,127
BAB_RS22100,OANT_RS09980,96.646,328,11,0,1,328,1,328,0.0,645
BAB_RS22105,OANT_RS09970,96.355,439,16,0,1,439,1,439,0.0,858
BAB_RS22110,OANT_RS09965,97.537,406,10,0,1,406,1,406,0.0,815
BAB_RS22115,OANT_RS09960,78.261,115,25,0,1,115,1,115,7.70e-48,146
BAB_RS22120,OANT_RS09955,72.727,429,90,9,1,410,1,421,0.0,580
BAB_RS22125,OANT_RS09950,88.000,25,3,0,1,25,1,25,1.48e-09,43.1
BAB_RS22130,OANT_RS09950,88.000,25,3,0,1,25,1,25,1.46e-09,43.5
BAB_RS22135,OANT_RS09940,84.043,94,15,0,1,94,1,94,1.66e-57,169
BAB_RS22140,OANT_RS09935,90.948,232,21,0,1,232,1,232,8.16e-158,434
BAB_RS22145,OANT_RS09930,95.273,275,13,0,1,275,1,275,0.0,551
BAB_RS22150,OANT_RS09925,89.960,249,25,0,1,249,1,249,1.21e-168,462
BAB_RS22155,OANT_RS09920,88.679,212,24,0,1,212,1,212,2.75e-142,393
BAB_RS22160,OANT_RS09875,76.309,401,95,0,1,401,1,401,0.0,628
BAB_RS22165,OANT_RS09870,65.057,435,144,4,3,430,6,439,0.0,540
BAB_RS22170,OANT_RS09865,92.308,208,16,0,1,208,1,208,1.69e-137,380
BAB_RS22175,OANT_RS09860,88.934,244,27,0,1,244,1,244,1.65e-163,449
BAB_RS22180,OANT_RS09855,77.993,568,121,1,1,564,5,572,0.0,868
BAB_RS22185,OANT_RS09850,86.822,129,17,0,1,129,1,129,3.01e-70,206
BAB_RS22195,OANT_RS09845,76.140,285,68,0,13,297,1,285,1.87e-158,440
BAB_RS22200,OANT_RS09840,84.906,53,8,0,1,53,121,173,4.48e-29,98.2
BAB_RS22205,OANT_RS09840,90.909,110,10,0,17,126,1,110,4.40e-73,213
BAB_RS22210,OANT_RS09835,79.121,364,74,2,1,363,1,363,0.0,576
BAB_RS22215,OANT_RS09830,81.150,313,59,0,15,327,15,327,1.83e-174,484
BAB_RS22220,OANT_RS09825,74.772,329,83,0,1,329,1,329,0.0,512
BAB_RS22225,OANT_RS09820,87.385,436,55,0,1,436,1,436,0.0,742
BAB_RS22230,OANT_RS09815,85.666,293,41,1,1,292,1,293,0.0,514
BAB_RS22235,OANT_RS09810,90.217,368,36,0,1,368,1,368,0.0,649
BAB_RS22240,OANT_RS09805,75.000,248,62,0,1,248,1,248,2.51e-125,353
BAB_RS22245,OANT_RS09800,90.040,251,25,0,1,251,1,251,1.21e-164,452
BAB_RS22250,OANT_RS09785,66.379,116,39,0,10,125,1,116,1.40e-43,136
BAB_RS22255,OANT_RS09780,88.514,148,17,0,1,148,1,148,8.37e-93,263
BAB_RS22260,OANT_RS09775,91.538,260,22,0,1,260,1,260,1.16e-163,451
BAB_RS22265,OANT_RS09770,96.364,110,4,0,1,110,1,110,6.84e-72,208
BAB_RS22270,OANT_RS09765,98.113,212,4,0,1,212,1,212,3.80e-155,425
BAB_RS22275,OANT_RS09760,89.786,1263,129,0,1,1263,1,1263,0.0,2334
BAB_RS22280,OANT_RS09755,95.690,348,15,0,1,348,1,348,0.0,676
BAB_RS22285,OANT_RS09750,87.861,173,21,0,1,173,1,173,8.82e-112,312
BAB_RS22290,OANT_RS09745,89.302,215,22,1,1,215,24,237,1.87e-120,339
BAB_RS22295,OANT_RS09740,93.548,62,4,0,1,62,1,62,1.92e-37,116
BAB_RS22300,OANT_RS09735,88.589,482,55,0,1,482,1,482,0.0,868
BAB_RS22305,OANT_RS09730,88.571,385,44,0,1,385,1,385,0.0,728
BAB_RS22310,OANT_RS09725,90.444,293,28,0,1,293,1,293,0.0,526
BAB_RS22315,OANT_RS09715,93.182,44,3,0,1,44,1,44,5.14e-26,86.3
BAB_RS22320,OANT_RS09710,89.836,305,31,0,1,305,1,305,0.0,573
BAB_RS22325,OANT_RS09700,96.988,332,10,0,1,332,1,332,0.0,666
BAB_RS22330,OANT_RS09695,95.745,141,6,0,1,141,1,141,2.92e-92,281
BAB_RS22335,OANT_RS09695,93.651,693,44,0,1,693,161,853,0.0,1364
BAB_RS22340,OANT_RS09690,73.958,96,25,0,1,96,1,96,1.21e-45,139
BAB_RS22345,OANT_RS09685,81.490,859,151,3,5,858,5,860,0.0,1372
BAB_RS22350,OANT_RS09680,58.394,137,56,1,20,155,2,138,7.02e-47,146
BAB_RS22355,OANT_RS09675,90.888,845,76,1,1,845,1,844,0.0,1528
BAB_RS22360,OANT_RS09670,84.814,619,90,2,1,619,1,615,0.0,947
BAB_RS22365,OANT_RS09665,92.698,315,23,0,1,315,1,315,0.0,558
BAB_RS22370,OANT_RS09660,94.231,104,6,0,1,104,1,104,2.86e-69,202
BAB_RS22375,OANT_RS09660,90.278,72,7,0,1,72,110,181,1.41e-42,134
BAB_RS22380,OANT_RS09655,92.029,276,22,0,1,276,1,276,1.10e-176,485
BAB_RS22385,OANT_RS09650,91.575,273,23,0,1,273,1,273,0.0,506
BAB_RS22390,OANT_RS09645,92.216,334,26,0,1,334,1,334,0.0,623
BAB_RS22395,OANT_RS09640,70.000,60,18,0,2,61,3,62,5.96e-28,92.4
BAB_RS22400,OANT_RS09635,88.889,522,58,0,1,522,1,522,0.0,928
BAB_RS22405,OANT_RS09630,89.545,220,23,0,1,220,1,220,1.19e-120,339
BAB_RS22410,OANT_RS09625,100.000,25,0,0,1,25,1,25,2.00e-11,48.1
BAB_RS22415,OANT_RS09575,79.330,179,35,2,1,179,1,177,1.15e-99,282
BAB_RS22420,OANT_RS09570,88.571,140,16,0,1,140,1,140,8.75e-90,254
BAB_RS22425,OANT_RS09530,86.245,269,37,0,1,269,1,269,7.77e-179,490
BAB_RS22430,OANT_RS09525,96.911,259,8,0,1,259,1,259,0.0,516
BAB_RS22435,OANT_RS09520,94.318,264,15,0,1,264,113,376,3.70e-179,495
BAB_RS22440,OANT_RS09520,76.000,125,27,2,2,125,1,123,5.73e-53,168
BAB_RS22445,OANT_RS09515,94.822,309,16,0,1,309,1,309,0.0,561
BAB_RS22450,OANT_RS09510,85.366,369,54,0,3,371,8,376,0.0,679
BAB_RS22455,OANT_RS09505,77.165,254,58,0,1,254,1,254,8.43e-143,398
BAB_RS22460,OANT_RS09500,90.390,333,32,0,1,333,1,333,1.73e-166,464
BAB_RS22465,OANT_RS09495,78.495,279,60,0,1,279,1,279,5.78e-151,420
BAB_RS22470,OANT_RS09490,82.770,621,106,1,1,620,1,621,0.0,1069
BAB_RS22475,OANT_RS09485,90.811,370,34,0,1,370,1,370,0.0,654
BAB_RS22480,OANT_RS09480,86.858,662,85,1,2,661,4,665,0.0,1166
BAB_RS22485,OANT_RS09475,88.169,355,42,0,1,355,1,355,0.0,582
BAB_RS22490,OANT_RS09470,66.329,395,133,0,26,420,4,398,0.0,573
BAB_RS22495,OANT_RS12695,53.535,99,46,0,1,99,1,99,2.58e-34,111
BAB_RS22500,OANT_RS01765,61.458,96,36,1,28,122,4,99,1.27e-38,124
BAB_RS22505,OANT_RS01770,55.867,571,246,5,3,572,4,569,0.0,679
BAB_RS22515,OANT_RS12675,22.034,236,176,3,7,241,22,250,1.82e-12,62.4
BAB_RS22520,OANT_RS01785,55.385,195,84,2,6,200,9,200,1.04e-72,216
BAB_RS22530,OANT_RS12680,30.655,336,215,5,20,345,14,341,4.62e-40,141
BAB_RS22555,OANT_RS18090,33.784,222,132,6,2,210,5,224,2.46e-30,110
BAB_RS22565,OANT_RS18660,34.746,118,76,1,9,126,7,123,8.77e-16,66.2
BAB_RS22575,OANT_RS09460,69.718,142,43,0,1,142,1,142,2.88e-79,228
BAB_RS22580,OANT_RS09455,90.909,308,28,0,1,308,1,308,0.0,566
BAB_RS22585,OANT_RS09450,74.894,235,59,0,1,235,1,235,2.97e-128,360
BAB_RS22590,OANT_RS09445,87.263,369,47,0,1,369,1,369,0.0,669
BAB_RS22595,OANT_RS09440,57.037,135,58,0,1,135,5,139,9.76e-55,165
BAB_RS22600,OANT_RS09435,92.421,409,31,0,1,409,1,409,0.0,782
BAB_RS22610,OANT_RS09425,94.985,339,17,0,1,339,1,339,0.0,644
BAB_RS22615,OANT_RS09420,91.080,213,19,0,1,213,1,213,3.70e-142,392
BAB_RS22620,OANT_RS09415,92.934,651,46,0,1,651,1,651,0.0,1234
BAB_RS22625,OANT_RS09410,91.837,245,20,0,1,245,1,245,1.99e-155,429
BAB_RS22630,OANT_RS09405,83.459,133,22,0,1,133,1,133,4.52e-82,234
BAB_RS22635,OANT_RS09400,95.710,373,16,0,1,373,1,373,0.0,743
BAB_RS22640,OANT_RS09385,95.789,190,8,0,1,190,1,190,7.38e-135,372
BAB_RS22645,OANT_RS09380,94.069,607,36,0,1,607,1,607,0.0,1202
BAB_RS22650,OANT_RS09365,73.754,301,79,0,1,301,1,301,1.68e-163,454
BAB_RS22655,OANT_RS09360,88.294,299,35,0,1,299,1,299,0.0,534
BAB_RS22660,OANT_RS09350,88.295,393,45,1,1,393,1,392,0.0,729
BAB_RS22665,OANT_RS09345,90.076,524,48,2,1,524,1,520,0.0,926
BAB_RS22670,OANT_RS09340,93.443,61,4,0,1,61,1,61,3.19e-35,110
BAB_RS22675,OANT_RS09335,93.333,300,20,0,1,300,1,300,0.0,539
BAB_RS22680,OANT_RS09330,92.068,353,26,1,32,384,33,383,0.0,639
BAB_RS22685,OANT_RS09325,71.765,170,48,0,1,170,3,172,2.31e-94,268
BAB_RS22690,OANT_RS09320,93.182,264,18,0,1,264,1,264,0.0,518
BAB_RS22695,OANT_RS09315,92.233,103,8,0,1,103,1,103,2.94e-66,192
BAB_RS22700,OANT_RS09215,90.759,303,28,0,1,303,1,303,0.0,511
BAB_RS22705,OANT_RS09210,78.696,230,49,0,34,263,1,230,4.18e-126,355
BAB_RS22710,OANT_RS09205,81.959,194,30,2,1,189,1,194,1.63e-107,303
BAB_RS22720,OANT_RS09200,74.242,66,17,0,1,66,1,66,3.42e-28,93.2
BAB_RS22725,OANT_RS09195,74.026,77,20,0,1,77,1,77,2.52e-40,125
BAB_RS22730,OANT_RS09190,80.521,1268,216,3,1,1237,1,1268,0.0,1999
BAB_RS22740,OANT_RS09185,95.726,468,20,0,1,468,1,468,0.0,926
BAB_RS22745,OANT_RS09180,85.119,168,25,0,1,168,1,168,4.23e-106,298
BAB_RS22750,OANT_RS09175,96.369,358,13,0,1,358,1,358,0.0,704
BAB_RS22755,OANT_RS09170,94.104,865,43,3,1,858,1,864,0.0,1633
BAB_RS22760,OANT_RS09165,90.303,165,16,0,1,165,1,165,1.61e-111,311
BAB_RS22765,OANT_RS09160,87.143,210,27,0,20,229,1,210,3.78e-137,380
BAB_RS22770,OANT_RS09150,83.590,195,31,1,1,194,1,195,1.85e-116,326
BAB_RS22775,OANT_RS09145,92.606,284,21,0,1,284,1,284,0.0,532
BAB_RS22780,OANT_RS09140,90.461,608,58,0,1,608,1,608,0.0,1139
BAB_RS22785,OANT_RS09125,82.906,234,40,0,1,234,1,234,5.76e-151,417
BAB_RS22790,OANT_RS09120,85.873,722,98,4,1,719,1,721,0.0,1226
BAB_RS22795,OANT_RS09115,93.346,541,36,0,1,541,1,541,0.0,977
BAB_RS22800,OANT_RS09110,93.728,287,18,0,1,287,1,287,0.0,561
BAB_RS22805,OANT_RS09105,85.714,287,40,1,1,286,1,287,0.0,503
BAB_RS22810,OANT_RS09100,94.885,567,26,3,1,566,1,565,0.0,896
BAB_RS22815,OANT_RS09095,98.182,440,8,0,1,440,1,440,0.0,857
BAB_RS22820,OANT_RS09090,90.032,311,31,0,1,311,1,311,0.0,574
BAB_RS22825,OANT_RS09085,88.961,308,34,0,1,308,1,308,0.0,549
BAB_RS22830,OANT_RS09080,92.500,320,24,0,2,321,1,320,0.0,584
BAB_RS22835,OANT_RS09075,94.268,471,24,1,1,471,1,468,0.0,862
BAB_RS22840,OANT_RS09070,87.936,373,45,0,7,379,3,375,0.0,655
BAB_RS22845,OANT_RS09065,94.286,385,22,0,1,385,1,385,0.0,731
BAB_RS22850,OANT_RS09060,90.792,467,43,0,1,467,1,467,0.0,858
BAB_RS22855,OANT_RS09055,95.278,360,17,0,1,360,1,360,0.0,687
BAB_RS22860,OANT_RS09050,92.017,476,38,0,6,481,1,476,0.0,906
BAB_RS22865,OANT_RS09045,94.515,474,26,0,1,474,1,474,0.0,883
BAB_RS22870,OANT_RS09040,91.598,607,48,1,1,607,1,604,0.0,1144
BAB_RS22875,OANT_RS09035,92.481,133,10,0,1,133,1,133,1.16e-86,246
BAB_RS22880,OANT_RS09030,94.220,346,20,0,1,346,1,346,0.0,654
BAB_RS22885,OANT_RS09025,91.228,456,40,0,1,456,1,456,0.0,826
BAB_RS22890,OANT_RS09010,80.000,220,37,2,1,214,1,219,2.28e-122,343
BAB_RS22895,OANT_RS09005,82.463,268,47,0,1,268,1,268,1.34e-169,466
BAB_RS22900,OANT_RS09000,86.864,236,31,0,1,236,1,236,1.32e-153,423
BAB_RS22905,OANT_RS08995,59.559,136,51,1,3,134,16,151,1.35e-42,135
BAB_RS22910,OANT_RS08975,87.004,277,36,0,1,277,1,277,0.0,499
BAB_RS22915,OANT_RS08970,90.291,412,38,2,1,410,1,412,0.0,742
BAB_RS22920,OANT_RS08965,91.640,311,26,0,1,311,1,311,0.0,543
BAB_RS22925,OANT_RS08960,95.710,303,13,0,1,303,1,303,0.0,606
BAB_RS22930,OANT_RS08955,93.548,341,22,0,1,341,1,341,0.0,644
BAB_RS22935,OANT_RS08950,94.393,107,6,0,1,107,1,107,4.75e-71,204
BAB_RS22940,OANT_RS08945,91.685,445,37,0,1,445,1,445,0.0,826
BAB_RS22950,OANT_RS08930,97.996,549,11,0,1,549,1,549,0.0,1105
BAB_RS22960,OANT_RS08925,76.206,311,74,0,1,311,1,311,1.03e-177,491
BAB_RS22975,OANT_RS08900,95.181,415,20,0,1,415,1,415,0.0,841
BAB_RS22980,OANT_RS08895,91.129,372,33,0,1,372,1,372,0.0,690
BAB_RS22985,OANT_RS08890,95.890,73,3,0,1,73,1,73,8.06e-45,135
BAB_RS22990,OANT_RS08885,82.297,209,37,0,1,209,1,209,1.87e-133,370
BAB_RS22995,OANT_RS08870,93.768,353,22,0,1,353,1,353,0.0,677
BAB_RS23000,OANT_RS08865,54.545,88,40,0,1,88,1,88,1.73e-28,95.5
BAB_RS23005,OANT_RS08855,74.044,366,94,1,1,365,1,366,0.0,561
BAB_RS23010,OANT_RS08850,78.571,266,56,1,2,267,19,283,2.14e-162,449
BAB_RS23035,OANT_RS11210,32.812,128,80,3,35,157,164,290,4.15e-14,65.5
BAB_RS23040,OANT_RS08805,100.000,25,0,0,1,25,1,25,3.44e-12,50.1
BAB_RS23045,OANT_RS08800,83.600,250,41,0,1,250,1,250,4.02e-155,429
BAB_RS23050,OANT_RS08795,70.085,117,32,2,1,114,1,117,1.50e-46,143
BAB_RS23055,OANT_RS08790,91.837,147,12,0,1,147,1,147,6.72e-92,260
BAB_RS23060,OANT_RS08780,96.842,95,3,0,1,95,1,95,9.48e-66,190
BAB_RS23065,OANT_RS08775,96.280,672,24,1,1,672,1,671,0.0,1305
BAB_RS23070,OANT_RS08770,91.921,656,52,1,1,655,1,656,0.0,1203
BAB_RS23075,OANT_RS08765,93.560,559,34,1,1,557,1,559,0.0,1063
BAB_RS23080,OANT_RS08760,93.333,150,10,0,1,150,1,150,1.96e-91,259
BAB_RS23085,OANT_RS08755,91.892,407,33,0,1,407,1,407,0.0,780
BAB_RS23090,OANT_RS08745,91.290,310,25,1,1,308,1,310,0.0,538
BAB_RS23105,OANT_RS08735,96.727,1161,38,0,1,1161,1,1161,0.0,2301
BAB_RS23110,OANT_RS08730,86.356,623,83,1,1,621,1,623,0.0,1070
BAB_RS23115,OANT_RS08725,73.973,146,38,0,1,146,1,146,1.75e-77,224
BAB_RS23120,OANT_RS08720,97.101,69,2,0,1,69,1,69,3.82e-46,138
BAB_RS23125,OANT_RS11615,32.370,173,106,6,1,166,1,169,5.49e-18,75.9
BAB_RS23130,OANT_RS08700,93.250,400,27,0,1,400,1,400,0.0,784
BAB_RS23145,OANT_RS08665,96.678,301,10,0,1,301,1,301,0.0,608
BAB_RS23150,OANT_RS08660,94.136,324,19,0,1,324,1,324,0.0,626
BAB_RS23155,OANT_RS08655,91.202,466,41,0,1,466,1,466,0.0,854
BAB_RS23160,OANT_RS08650,98.077,156,3,0,1,156,1,156,4.26e-114,317
BAB_RS23165,OANT_RS08645,85.185,351,52,0,4,354,6,356,0.0,610
BAB_RS23170,OANT_RS08640,95.541,157,7,0,1,157,1,157,1.81e-109,305
BAB_RS23175,OANT_RS08635,66.282,347,113,2,1,347,1,343,1.36e-172,481
BAB_RS23180,OANT_RS08630,86.333,300,41,0,1,300,1,300,1.37e-180,497
BAB_RS23185,OANT_RS08625,93.103,116,8,0,1,116,1,116,6.17e-77,220
BAB_RS23190,OANT_RS08620,83.495,309,45,3,1,303,1,309,0.0,506
BAB_RS23195,OANT_RS08615,76.744,129,30,0,1,129,1,129,7.63e-76,218
BAB_RS23200,OANT_RS08610,83.735,166,22,1,1,161,1,166,9.43e-93,266
BAB_RS23205,OANT_RS08605,89.612,953,74,5,1,940,1,941,0.0,1706
BAB_RS23210,OANT_RS08595,73.709,213,56,0,1,213,1,213,8.73e-97,280
BAB_RS23215,OANT_RS08590,95.775,71,3,0,1,71,1,71,1.67e-46,139
BAB_RS23220,OANT_RS08585,61.176,170,46,2,1,170,1,150,1.89e-43,139
BAB_RS23225,OANT_RS08580,92.661,218,16,0,1,218,1,218,3.79e-148,408
BAB_RS23230,OANT_RS08575,90.323,93,9,0,1,93,1,93,2.22e-45,138
BAB_RS23240,OANT_RS08560,96.364,165,6,0,1,165,1,165,8.49e-118,328
BAB_RS23245,OANT_RS08555,99.574,235,1,0,1,235,1,235,1.53e-172,471
BAB_RS23250,OANT_RS08550,95.078,447,22,0,1,447,1,447,0.0,840
BAB_RS23260,OANT_RS08545,95.652,115,5,0,1,115,1,115,3.59e-80,228
BAB_RS23265,OANT_RS08540,98.193,166,3,0,1,166,1,166,2.20e-120,333
BAB_RS23270,OANT_RS08535,94.318,88,5,0,1,88,1,88,1.29e-53,160
BAB_RS23275,OANT_RS08530,93.950,281,17,0,1,281,1,281,0.0,509
BAB_RS23280,OANT_RS08525,83.791,364,55,1,1,364,1,360,0.0,627
BAB_RS23285,OANT_RS08520,86.792,265,35,0,1,265,1,265,1.54e-173,476
BAB_RS23290,OANT_RS08515,94.778,383,20,0,1,383,1,383,0.0,766
BAB_RS23295,OANT_RS08510,72.811,217,26,3,1,184,1,217,8.71e-104,295
BAB_RS23305,OANT_RS08505,98.710,310,4,0,1,310,1,310,0.0,619
BAB_RS23310,OANT_RS08495,94.444,504,27,1,1,503,1,504,0.0,922
BAB_RS23315,OANT_RS08490,96.859,191,6,0,1,191,1,191,6.08e-136,376
BAB_RS23320,OANT_RS08485,93.802,242,14,1,1,241,1,242,2.60e-163,449
BAB_RS23325,OANT_RS08480,96.458,367,13,0,1,367,1,367,0.0,723
BAB_RS23330,OANT_RS08475,83.851,161,26,0,1,161,1,161,4.00e-105,295
BAB_RS23335,OANT_RS08470,83.125,160,27,0,1,160,1,160,2.84e-104,292
BAB_RS23340,OANT_RS08465,94.475,181,10,0,1,181,1,181,3.23e-118,329
BAB_RS23345,OANT_RS08460,88.475,295,34,0,1,295,1,295,0.0,513
BAB_RS23350,OANT_RS08455,95.370,432,19,1,1,432,1,431,0.0,810
BAB_RS23355,OANT_RS08450,93.583,187,12,0,1,187,1,187,6.55e-127,352
BAB_RS23360,OANT_RS08445,88.889,621,69,0,1,621,1,621,0.0,1118
BAB_RS23365,OANT_RS08440,90.747,616,53,1,9,620,1,616,0.0,1106
BAB_RS23370,OANT_RS08435,82.581,155,27,0,1,155,1,155,9.39e-94,266
BAB_RS23375,OANT_RS08430,80.870,345,66,0,1,345,1,345,0.0,555
BAB_RS23380,OANT_RS08420,86.667,90,8,1,1,86,1,90,2.35e-52,155
BAB_RS23385,OANT_RS08415,91.447,304,25,1,1,303,1,304,0.0,587
BAB_RS23390,OANT_RS08410,84.049,163,26,0,1,163,1,163,7.60e-99,279
BAB_RS23395,OANT_RS08400,94.681,94,5,0,1,94,184,277,3.23e-64,192
BAB_RS23400,OANT_RS08400,95.628,183,8,0,1,183,1,183,8.26e-130,363
BAB_RS23405,OANT_RS08395,88.889,414,46,0,5,418,1,414,0.0,724
BAB_RS23410,OANT_RS08390,91.304,207,18,0,1,207,1,207,3.11e-143,395
BAB_RS23415,OANT_RS08385,86.425,221,30,0,1,221,1,221,2.22e-140,389
BAB_RS23420,OANT_RS08380,96.119,335,13,0,1,335,1,335,0.0,654
BAB_RS23425,OANT_RS08375,88.997,309,34,0,1,309,1,309,0.0,543
BAB_RS23430,OANT_RS08370,85.789,957,127,2,1,948,1,957,0.0,1649
BAB_RS23435,OANT_RS08365,89.870,691,68,1,1,689,1,691,0.0,1193
BAB_RS23440,OANT_RS08360,90.476,168,16,0,1,168,1,168,9.50e-111,310
BAB_RS23445,OANT_RS08355,87.077,325,42,0,1,325,1,325,0.0,602
BAB_RS23450,OANT_RS08350,88.106,227,27,0,1,227,1,227,1.66e-136,379
BAB_RS23455,OANT_RS08345,91.391,151,13,0,1,151,1,151,8.54e-104,290
BAB_RS23460,OANT_RS08340,89.000,300,33,0,1,300,1,300,0.0,563
BAB_RS23465,OANT_RS08330,93.739,575,34,1,1,575,1,573,0.0,1133
BAB_RS23470,OANT_RS08320,93.377,302,20,0,1,302,1,302,0.0,548
BAB_RS23475,OANT_RS08315,93.570,731,47,0,1,731,1,731,0.0,1415
BAB_RS23485,OANT_RS08310,98.039,153,3,0,1,153,1,153,1.32e-109,305
BAB_RS23490,OANT_RS08305,79.825,114,23,0,1,114,20,133,2.07e-62,184
BAB_RS23495,OANT_RS08300,91.860,430,35,0,1,430,1,430,0.0,744
BAB_RS23500,OANT_RS08285,83.801,321,52,0,1,321,1,321,0.0,543
BAB_RS23505,OANT_RS08280,85.819,409,42,2,3,398,19,424,0.0,716
BAB_RS23510,OANT_RS08275,90.683,322,30,0,1,322,1,322,0.0,602
BAB_RS23515,OANT_RS08270,89.568,278,29,0,1,278,1,278,4.13e-166,459
BAB_RS23520,OANT_RS08265,91.954,348,28,0,1,348,1,348,0.0,645
BAB_RS23525,OANT_RS08260,96.454,282,10,0,1,282,1,282,0.0,556
BAB_RS23530,OANT_RS08255,93.571,280,18,0,5,284,3,282,0.0,536
BAB_RS23535,OANT_RS08250,89.073,302,33,0,1,302,1,302,0.0,525
BAB_RS23540,OANT_RS08245,95.224,335,16,0,1,335,1,335,0.0,635
BAB_RS23565,OANT_RS08230,87.719,114,14,0,1,114,1,114,1.66e-71,206
BAB_RS23570,OANT_RS08225,83.395,271,45,0,5,275,4,274,1.98e-158,439
BAB_RS23575,OANT_RS08215,96.465,396,14,0,3,398,1,396,0.0,787
BAB_RS23585,OANT_RS25570,98.901,91,1,0,1,91,1,91,4.72e-64,185
BAB_RS23590,OANT_RS08205,89.583,96,10,0,1,96,1,96,4.87e-63,183
BAB_RS23595,OANT_RS08200,74.740,289,72,1,15,303,23,310,2.41e-144,406
BAB_RS23600,OANT_RS08195,95.455,198,9,0,1,198,1,198,1.05e-128,357
BAB_RS23605,OANT_RS08190,96.651,209,7,0,1,209,1,209,4.01e-150,412
BAB_RS23610,OANT_RS08180,99.138,232,2,0,1,232,1,232,1.95e-170,466
BAB_RS23615,OANT_RS08175,94.615,130,7,0,1,130,1,130,2.93e-77,222
BAB_RS23620,OANT_RS08160,93.583,374,24,0,1,374,1,374,0.0,721
BAB_RS23625,OANT_RS08155,88.013,317,38,0,1,317,1,317,0.0,566
BAB_RS23630,OANT_RS08150,100.000,25,0,0,1,25,1,25,6.98e-11,46.6
BAB_RS23635,OANT_RS03160,31.455,213,135,7,3,210,7,213,4.98e-23,92.0
BAB_RS23645,OANT_RS20235,100.000,25,0,0,1,25,1,25,2.66e-13,52.8
BAB_RS23650,OANT_RS20240,79.567,1062,183,7,1,1035,1,1055,0.0,1649
BAB_RS23655,OANT_RS20250,89.676,649,63,2,1,645,1,649,0.0,1138
BAB_RS23660,OANT_RS20255,98.168,273,5,0,1,273,1,273,0.0,535
BAB_RS23670,OANT_RS20260,93.636,220,14,0,1,220,1,220,1.29e-148,416
BAB_RS23675,OANT_RS20265,96.588,381,13,0,1,381,1,381,0.0,766
BAB_RS23680,OANT_RS20270,97.003,367,11,0,1,367,1,367,0.0,737
BAB_RS23685,OANT_RS20275,94.468,470,26,0,1,470,1,470,0.0,908
BAB_RS23695,OANT_RS20280,96.037,429,17,0,1,429,1,429,0.0,860
BAB_RS23700,OANT_RS20285,96.154,78,3,0,1,78,1,78,1.58e-53,158
BAB_RS23710,OANT_RS04535,39.419,241,139,6,63,298,5,243,1.18e-40,139
