Melitensis16M|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS05760,OANT_RS12535,93.659,205,13,0,1,205,1,205,1.11e-127,355
BME_RS05765,OANT_RS12540,96.933,163,5,0,1,163,1,163,3.15e-118,328
BME_RS05770,OANT_RS12545,97.695,347,8,0,1,347,1,347,0.0,670
BME_RS05775,OANT_RS12550,94.669,694,37,0,1,694,1,694,0.0,1354
BME_RS05780,OANT_RS12555,96.782,435,14,0,1,435,1,435,0.0,881
BME_RS05785,OANT_RS12560,93.458,214,14,0,1,214,1,214,1.71e-154,431
BME_RS05790,OANT_RS12565,96.970,396,12,0,1,396,1,396,0.0,801
BME_RS05795,OANT_RS12575,93.564,202,13,0,1,202,1,202,1.21e-142,393
BME_RS05800,OANT_RS12580,97.927,193,4,0,1,193,1,193,4.90e-143,393
BME_RS05805,OANT_RS12585,95.868,121,5,0,1,121,1,121,8.45e-82,233
BME_RS05815,OANT_RS12605,100.000,25,0,0,1,25,1,25,3.66e-13,52.4
BME_RS05820,OANT_RS12855,100.000,25,0,0,1,25,1,25,8.63e-13,51.6
BME_RS05845,OANT_RS25925,41.667,108,61,1,8,113,2,109,3.51e-23,87.8
BME_RS05855,OANT_RS12930,95.540,426,19,0,1,426,1,426,0.0,837
BME_RS05860,OANT_RS12940,88.806,134,15,0,1,134,23,156,2.09e-85,243
BME_RS05870,OANT_RS12945,94.805,154,8,0,1,154,1,154,1.31e-108,303
BME_RS05875,OANT_RS12950,98.101,158,3,0,1,158,1,158,1.72e-112,313
BME_RS05880,OANT_RS12965,93.671,316,20,0,1,316,1,316,0.0,609
BME_RS05885,OANT_RS12970,94.839,310,16,0,1,310,1,310,0.0,604
BME_RS05890,OANT_RS12980,90.169,356,34,1,1,356,1,355,0.0,631
BME_RS05895,OANT_RS12985,91.667,72,6,0,1,72,1,72,1.04e-43,132
BME_RS05900,OANT_RS12995,69.189,185,57,0,2,186,549,733,1.82e-88,271
BME_RS05905,OANT_RS13000,87.113,194,25,0,2,195,3,196,6.39e-124,345
BME_RS05910,OANT_RS13005,50.794,63,24,3,9,66,91,151,4.48e-10,50.8
BME_RS05915,OANT_RS13015,77.713,516,111,1,1,512,1,516,0.0,845
BME_RS05920,OANT_RS13030,100.000,25,0,0,1,25,1,25,1.74e-12,50.8
BME_RS05925,OANT_RS13050,85.714,105,15,0,1,105,1,105,2.84e-58,172
BME_RS05930,OANT_RS13055,97.207,179,5,0,1,179,1,179,1.50e-128,355
BME_RS05935,OANT_RS13060,96.262,107,4,0,1,107,1,107,5.37e-74,212
BME_RS05940,OANT_RS13065,94.118,323,19,0,1,323,1,323,0.0,608
BME_RS05945,OANT_RS13070,95.640,344,15,0,1,344,1,344,0.0,672
BME_RS05950,OANT_RS13075,87.027,185,24,0,1,185,1,185,1.96e-119,333
BME_RS05955,OANT_RS13080,88.587,184,21,0,1,184,1,184,1.61e-108,305
BME_RS05960,OANT_RS13085,91.813,171,10,1,1,167,1,171,6.26e-113,315
BME_RS05965,OANT_RS13090,96.657,718,24,0,1,718,1,718,0.0,1372
BME_RS05970,OANT_RS13095,93.452,168,11,0,1,168,1,168,1.08e-114,320
BME_RS05975,OANT_RS13100,96.053,152,6,0,1,152,1,152,3.73e-105,294
BME_RS05980,OANT_RS13105,96.535,202,7,0,1,202,1,202,4.18e-145,399
BME_RS05985,OANT_RS13110,85.523,373,54,0,1,373,1,373,0.0,613
BME_RS05990,OANT_RS13115,94.937,158,8,0,1,158,1,158,2.46e-108,303
BME_RS05995,OANT_RS13125,97.872,188,3,1,1,187,1,188,1.69e-132,386
BME_RS06000,OANT_RS13130,89.376,433,46,0,1,433,1,433,0.0,813
BME_RS06005,OANT_RS13135,91.813,171,14,0,1,171,1,171,4.51e-105,295
BME_RS06010,OANT_RS13145,83.333,144,24,0,1,144,1,144,5.79e-88,250
BME_RS06015,OANT_RS13150,90.258,349,34,0,1,349,1,349,0.0,661
BME_RS06020,OANT_RS13155,93.895,344,21,0,1,344,1,344,0.0,668
BME_RS06025,OANT_RS13160,94.231,156,9,0,1,156,1,156,7.72e-107,298
BME_RS06030,OANT_RS13165,95.181,249,12,0,1,249,1,249,0.0,506
BME_RS06035,OANT_RS13175,96.494,770,27,0,1,770,1,770,0.0,1524
BME_RS06040,OANT_RS13180,76.131,398,95,0,1,398,1,398,0.0,612
BME_RS06045,OANT_RS13185,97.143,595,17,0,1,595,1,595,0.0,1197
BME_RS06050,OANT_RS13190,94.805,385,20,0,1,385,1,385,0.0,742
BME_RS06055,OANT_RS13195,93.164,512,35,0,1,512,1,512,0.0,953
BME_RS06060,OANT_RS13200,93.298,746,47,2,1,746,1,743,0.0,1416
BME_RS06065,OANT_RS13205,92.857,84,6,0,1,84,1,84,1.27e-57,169
BME_RS06070,OANT_RS13210,80.506,395,77,0,1,395,7,401,0.0,630
BME_RS06075,OANT_RS13250,95.539,269,12,0,1,269,1,269,0.0,540
BME_RS06080,OANT_RS13255,89.362,47,5,0,1,47,1,47,1.04e-21,92.8
BME_RS06085,OANT_RS13260,91.940,397,32,0,1,397,1,397,0.0,724
BME_RS06090,OANT_RS13265,95.627,343,15,0,1,343,1,343,0.0,686
BME_RS06095,OANT_RS13275,70.980,255,74,0,1,255,1,255,2.01e-124,351
BME_RS06105,OANT_RS13280,85.604,389,56,0,1,389,1,389,0.0,702
BME_RS06110,OANT_RS13300,86.585,82,11,0,1,82,1,82,5.63e-23,81.3
BME_RS06115,OANT_RS13305,67.925,159,46,3,13,170,13,167,1.07e-57,175
BME_RS06195,OANT_RS13330,84.000,25,4,0,1,25,1,25,4.78e-09,42.0
BME_RS06200,OANT_RS13335,87.129,101,13,0,1,101,1,101,4.01e-64,186
BME_RS06205,OANT_RS13340,100.000,25,0,0,1,25,1,25,2.37e-12,50.4
BME_RS06220,OANT_RS17380,91.453,234,20,0,1,234,1,234,1.25e-154,426
BME_RS06225,OANT_RS13350,63.214,280,80,6,1,261,1,276,5.75e-111,318
BME_RS06230,OANT_RS13355,78.169,284,62,0,1,284,1,284,1.08e-155,433
BME_RS06235,OANT_RS13360,88.646,229,26,0,5,233,1,229,7.03e-149,411
BME_RS06240,OANT_RS13365,89.529,382,40,0,1,382,1,382,0.0,664
BME_RS06245,OANT_RS13370,91.736,363,26,1,1,359,1,363,0.0,663
BME_RS06250,OANT_RS13375,84.390,205,32,0,1,205,1,205,1.98e-115,324
BME_RS06255,OANT_RS13380,85.057,174,26,0,1,174,1,174,4.06e-107,301
BME_RS06260,OANT_RS13385,89.316,702,75,0,1,702,1,702,0.0,1321
BME_RS06265,OANT_RS13390,88.968,281,31,0,1,281,1,281,0.0,497
BME_RS06270,OANT_RS13395,87.241,290,37,0,1,290,1,290,0.0,531
BME_RS06275,OANT_RS13400,80.769,156,29,1,1,156,1,155,1.04e-93,265
BME_RS06280,OANT_RS13405,75.983,229,51,1,1,229,1,225,5.54e-126,353
BME_RS06285,OANT_RS13410,92.965,199,14,0,1,199,1,199,1.64e-140,387
BME_RS06290,OANT_RS13425,88.732,213,24,0,1,213,1,213,1.85e-143,396
BME_RS06295,OANT_RS13430,78.148,270,57,1,5,272,2,271,1.10e-160,444
BME_RS06300,OANT_RS13435,91.356,671,54,3,17,685,1,669,0.0,1234
BME_RS06305,OANT_RS13440,94.330,194,11,0,1,194,1,194,1.81e-126,351
BME_RS06310,OANT_RS13445,78.824,85,18,0,1,85,1,85,8.67e-47,141
BME_RS06315,OANT_RS13450,77.124,153,35,0,6,158,2,154,3.14e-83,239
BME_RS06320,OANT_RS13455,80.150,267,53,0,1,267,1,267,4.34e-165,455
BME_RS06325,OANT_RS13460,95.714,140,6,0,1,140,1,140,4.23e-97,273
BME_RS06330,OANT_RS13465,77.647,170,38,0,1,170,1,170,3.56e-100,283
BME_RS06335,OANT_RS13470,93.939,627,38,0,1,627,1,627,0.0,1210
BME_RS06340,OANT_RS13480,88.333,180,20,1,8,187,1,179,2.45e-115,322
BME_RS06345,OANT_RS13485,91.946,149,12,0,1,149,1,149,6.55e-101,283
BME_RS06350,OANT_RS13490,76.667,30,7,0,1,30,1,30,7.98e-09,54.7
BME_RS06355,OANT_RS13495,87.282,401,51,0,1,401,1,401,0.0,716
BME_RS06360,OANT_RS13500,90.884,362,33,0,1,362,1,362,0.0,654
BME_RS06365,OANT_RS13505,85.732,792,100,2,1,792,1,779,0.0,1420
BME_RS06370,OANT_RS13510,84.639,319,48,1,1,318,1,319,0.0,563
BME_RS06375,OANT_RS13515,81.765,340,62,0,1,340,1,340,0.0,555
BME_RS06380,OANT_RS13520,91.667,276,23,0,1,276,1,276,0.0,520
BME_RS06385,OANT_RS13525,69.284,573,155,8,1,561,1,564,0.0,763
BME_RS06390,OANT_RS13530,85.948,306,43,0,1,306,1,306,0.0,525
BME_RS06395,OANT_RS13535,96.276,537,20,0,1,537,1,537,0.0,1066
BME_RS06400,OANT_RS13545,87.625,501,62,0,6,506,5,505,0.0,922
BME_RS06405,OANT_RS13550,58.182,55,23,0,1,55,1,55,6.35e-15,58.9
BME_RS06410,OANT_RS15410,51.295,193,92,2,6,197,7,198,5.29e-61,186
BME_RS06415,OANT_RS13555,82.625,259,45,0,1,259,1,259,6.84e-165,454
BME_RS06420,OANT_RS13560,76.224,143,34,0,1,143,2,144,1.55e-80,231
BME_RS06425,OANT_RS13565,85.714,112,16,0,16,127,16,127,2.39e-70,204
BME_RS06430,OANT_RS13570,89.773,88,9,0,1,88,1,88,1.56e-55,164
BME_RS06435,OANT_RS13575,72.874,247,63,2,10,254,1,245,4.51e-128,360
BME_RS06440,OANT_RS13595,94.369,444,25,0,1,444,1,444,0.0,870
BME_RS06445,OANT_RS13600,77.622,286,64,0,1,286,30,315,7.96e-164,455
BME_RS06450,OANT_RS13605,87.745,204,25,0,1,204,1,204,2.38e-136,377
BME_RS06455,OANT_RS13610,70.238,168,50,0,1,168,1,168,3.35e-84,243
BME_RS06460,OANT_RS13615,88.843,242,27,0,1,242,1,242,2.26e-163,449
BME_RS06465,OANT_RS13620,92.605,311,23,0,1,311,1,311,0.0,594
BME_RS06470,OANT_RS13625,89.744,234,24,0,1,234,1,234,1.70e-158,436
BME_RS06475,OANT_RS13630,93.462,260,17,0,1,260,1,260,0.0,497
BME_RS06480,OANT_RS13635,92.366,131,10,0,1,131,1,131,5.06e-89,253
BME_RS06485,OANT_RS13640,89.474,190,20,0,1,190,1,190,5.16e-116,325
BME_RS06490,OANT_RS13645,87.365,277,35,0,1,277,11,287,0.0,504
BME_RS06495,OANT_RS13655,91.811,403,33,0,1,403,1,403,0.0,751
BME_RS06500,OANT_RS13660,79.955,444,89,0,1,444,1,444,0.0,751
BME_RS06505,OANT_RS13665,83.665,251,39,1,1,251,1,249,1.50e-150,417
BME_RS06510,OANT_RS13670,97.396,192,5,0,1,192,1,192,7.03e-137,377
BME_RS06515,OANT_RS13675,96.800,750,22,2,1,750,1,748,0.0,1489
BME_RS06520,OANT_RS13680,91.045,134,11,1,1,133,1,134,1.02e-84,241
BME_RS06525,OANT_RS13685,96.335,191,7,0,1,191,1,191,7.12e-136,375
BME_RS06530,OANT_RS13690,86.574,216,29,0,1,216,1,216,1.10e-144,399
BME_RS06535,OANT_RS13695,94.304,158,9,0,1,158,1,158,2.88e-111,310
BME_RS06540,OANT_RS13700,94.539,293,16,0,1,293,1,293,0.0,578
BME_RS06545,OANT_RS13705,83.796,685,111,0,1,685,1,685,0.0,1199
BME_RS06550,OANT_RS13710,46.429,224,103,5,1,215,1,216,2.96e-55,173
BME_RS06560,OANT_RS13715,56.190,210,92,0,1,210,1,210,1.59e-82,241
BME_RS06565,OANT_RS13730,72.207,367,85,5,1,362,1,355,2.25e-170,476
BME_RS06570,OANT_RS13725,96.667,30,1,0,1,30,1,30,2.28e-15,58.2
BME_RS06575,OANT_RS13730,71.390,367,93,3,1,367,1,355,2.09e-165,464
BME_RS06580,OANT_RS13735,88.636,308,35,0,1,308,1,308,0.0,590
BME_RS06585,OANT_RS13740,79.885,174,35,0,1,174,1,174,5.77e-104,308
BME_RS06590,OANT_RS13745,74.138,116,30,0,5,120,6,121,5.03e-47,145
BME_RS06595,OANT_RS13750,80.214,187,31,2,30,216,94,274,1.74e-100,290
BME_RS06600,OANT_RS13760,88.018,217,26,0,40,256,1,217,2.45e-138,385
BME_RS06605,OANT_RS13765,84.706,85,13,0,1,85,1,85,1.93e-50,150
BME_RS06615,OANT_RS13770,89.565,115,12,0,1,115,1,115,9.21e-64,186
BME_RS06620,OANT_RS13775,87.288,236,29,1,1,236,1,235,5.66e-158,434
BME_RS06635,OANT_RS13780,92.200,500,39,0,1,500,1,500,0.0,969
BME_RS06640,OANT_RS13785,42.598,331,178,3,1,319,1,331,1.34e-84,256
BME_RS06645,OANT_RS13790,92.430,568,38,1,1,563,1,568,0.0,1068
BME_RS06650,OANT_RS13795,83.681,288,42,2,1,288,1,283,7.54e-163,451
BME_RS06655,OANT_RS13800,90.408,417,40,0,1,417,1,417,0.0,770
BME_RS06660,OANT_RS13805,89.342,319,34,0,1,319,1,319,0.0,551
BME_RS06665,OANT_RS13810,83.012,883,150,0,1,883,1,883,0.0,1543
BME_RS06670,OANT_RS13815,90.051,784,77,1,1,783,1,784,0.0,1446
BME_RS06675,OANT_RS03160,38.866,247,141,6,3,245,5,245,9.41e-46,160
BME_RS06680,OANT_RS13820,83.759,979,159,0,1,979,1,979,0.0,1679
BME_RS06685,OANT_RS13825,87.768,466,57,0,2,467,1,466,0.0,822
BME_RS06690,OANT_RS13830,95.319,235,11,0,1,235,1,235,3.37e-165,452
BME_RS06695,OANT_RS13835,86.320,519,64,4,1,512,1,519,0.0,876
BME_RS06700,OANT_RS13840,75.949,158,38,0,1,158,1,158,3.31e-81,234
BME_RS06705,OANT_RS13845,91.403,663,57,0,1,663,1,663,0.0,1199
BME_RS06710,OANT_RS13850,91.515,165,14,0,1,165,1,165,1.10e-107,301
BME_RS06715,OANT_RS13855,76.781,379,88,0,1,379,1,379,0.0,543
BME_RS06720,OANT_RS13860,80.263,152,26,2,1,150,1,150,4.83e-79,228
BME_RS06725,OANT_RS13865,86.927,436,57,0,1,436,1,436,0.0,771
BME_RS06730,OANT_RS13870,92.208,231,15,2,1,229,1,230,2.40e-154,425
BME_RS06735,OANT_RS13875,84.694,98,15,0,1,98,1,98,1.86e-56,167
BME_RS06780,OANT_RS13880,67.797,118,38,0,3,120,3,120,5.51e-56,168
BME_RS06785,OANT_RS01285,28.363,342,201,12,63,383,56,374,1.91e-17,80.9
BME_RS06800,OANT_RS13890,90.746,724,67,0,1,724,1,724,0.0,1343
BME_RS06805,OANT_RS13895,77.073,205,40,2,1,203,1,200,1.89e-112,317
BME_RS06810,OANT_RS13900,78.889,180,38,0,1,180,1,180,4.62e-111,311
BME_RS06815,OANT_RS13905,76.012,346,75,2,13,352,1,344,0.0,526
BME_RS06820,OANT_RS13910,85.965,114,16,0,1,114,1,114,3.33e-69,200
BME_RS06825,OANT_RS13915,77.439,328,68,3,1,322,1,328,4.54e-180,498
BME_RS06830,OANT_RS13920,76.221,614,141,1,1,609,1,614,0.0,942
BME_RS06835,OANT_RS13925,66.000,150,46,1,1,150,1,145,4.40e-66,195
BME_RS06840,OANT_RS13930,94.326,141,8,0,1,141,1,141,4.22e-98,275
BME_RS06845,OANT_RS13935,81.860,430,78,0,1,430,1,430,0.0,663
BME_RS06850,OANT_RS13940,68.482,257,80,1,1,257,1,256,5.11e-119,338
BME_RS06855,OANT_RS13945,70.199,151,42,1,1,151,1,148,1.09e-72,212
BME_RS06860,OANT_RS13950,62.791,86,32,0,2,87,1,86,1.09e-32,107
BME_RS06865,OANT_RS13955,95.775,142,6,0,1,142,1,142,2.73e-101,283
BME_RS06870,OANT_RS13960,89.799,696,71,0,1,696,1,696,0.0,1305
BME_RS06875,OANT_RS13965,77.670,103,23,0,9,111,10,112,1.07e-57,171
BME_RS06880,OANT_RS14010,92.424,198,15,0,1,198,1,198,1.77e-138,382
BME_RS06885,OANT_RS14005,85.475,179,24,1,1,179,1,177,1.41e-107,305
BME_RS06895,OANT_RS14000,92.017,238,19,0,1,238,1,238,2.78e-154,425
BME_RS06900,OANT_RS13990,92.843,503,36,0,1,503,1,503,0.0,918
BME_RS06905,OANT_RS13975,90.833,120,11,0,1,120,1,120,1.82e-65,191
BME_RS06910,OANT_RS14015,79.540,435,81,3,1,430,1,432,0.0,585
BME_RS06915,OANT_RS14020,80.889,225,43,0,1,225,1,225,8.95e-128,357
BME_RS06920,OANT_RS14025,88.485,330,38,0,1,330,1,330,0.0,608
BME_RS06925,OANT_RS14030,82.895,76,13,0,1,76,1,76,1.41e-42,130
BME_RS06930,OANT_RS14035,86.047,129,18,0,1,129,1,129,7.59e-80,228
BME_RS06935,OANT_RS14040,85.806,155,22,0,1,155,1,155,1.84e-98,277
BME_RS06945,OANT_RS14045,91.710,193,16,0,1,193,1,193,5.74e-129,358
BME_RS06950,OANT_RS14050,95.105,429,21,0,1,429,1,429,0.0,854
BME_RS06955,OANT_RS14055,94.456,487,27,0,1,487,1,487,0.0,915
BME_RS06965,OANT_RS14315,59.211,152,59,1,1,152,185,333,8.71e-56,176
BME_RS06970,OANT_RS17660,85.714,343,49,0,1,343,1,343,0.0,593
BME_RS06975,OANT_RS17655,85.270,482,71,0,1,482,1,482,0.0,845
BME_RS06980,OANT_RS17650,94.943,435,22,0,1,435,1,435,0.0,869
BME_RS06985,OANT_RS17645,94.615,390,21,0,1,390,1,390,0.0,737
BME_RS06990,OANT_RS17640,95.714,350,15,0,1,350,1,350,0.0,701
BME_RS06995,OANT_RS17635,96.250,320,12,0,1,320,1,320,0.0,622
BME_RS07000,OANT_RS17630,93.694,333,21,0,1,333,1,333,0.0,577
BME_RS07005,OANT_RS17625,86.106,511,67,1,1,511,1,507,0.0,879
BME_RS07010,OANT_RS02055,29.032,217,135,6,126,337,178,380,9.72e-11,59.7
BME_RS07020,OANT_RS14085,42.083,480,260,6,4,474,1,471,1.54e-117,350
BME_RS07025,OANT_RS14090,42.058,447,248,5,3,443,6,447,4.58e-110,330
BME_RS07045,OANT_RS24225,28.866,97,69,0,76,172,305,401,2.67e-08,49.7
BME_RS07060,OANT_RS17470,25.792,221,162,2,117,336,131,350,7.70e-12,63.2
BME_RS07065,OANT_RS25925,41.667,108,61,1,8,113,2,109,3.47e-23,87.8
BME_RS07080,OANT_RS26105,43.860,57,28,1,5,57,3,59,3.18e-09,52.0
BME_RS07085,OANT_RS17455,64.426,357,122,1,2,358,3,354,2.65e-173,483
BME_RS07090,OANT_RS08160,28.363,342,227,7,31,359,33,369,2.05e-42,149
BME_RS07095,OANT_RS14220,26.556,241,173,4,21,260,46,283,4.19e-25,98.2
BME_RS07100,OANT_RS14215,38.956,249,140,3,6,247,4,247,3.47e-58,182
BME_RS07110,OANT_RS06945,28.800,250,142,9,19,244,10,247,3.24e-14,68.2
BME_RS07115,OANT_RS23325,70.833,312,91,0,1,312,15,326,1.04e-131,377
BME_RS07130,OANT_RS03600,100.000,25,0,0,1,25,1,25,4.23e-13,52.4
BME_RS07135,OANT_RS03595,78.209,335,73,0,1,335,1,335,0.0,507
BME_RS07140,OANT_RS03590,86.656,622,83,0,1,622,1,622,0.0,1112
BME_RS07150,OANT_RS03580,88.136,118,14,0,1,118,1,118,8.00e-76,217
BME_RS07155,OANT_RS03575,83.432,169,28,0,1,169,1,169,5.38e-107,300
BME_RS07160,OANT_RS03570,87.940,199,24,0,1,199,1,199,1.01e-122,342
BME_RS07165,OANT_RS03565,84.333,300,47,0,1,300,1,300,0.0,527
BME_RS07170,OANT_RS03560,79.771,262,53,0,1,262,1,262,1.65e-153,425
BME_RS07175,OANT_RS03545,81.250,128,22,1,1,128,1,126,6.26e-70,203
BME_RS07180,OANT_RS03540,72.963,270,67,2,1,264,1,270,3.55e-140,392
BME_RS07185,OANT_RS03535,93.123,887,61,0,1,887,1,887,0.0,1714
BME_RS07195,OANT_RS16690,42.537,268,153,1,17,283,31,298,3.26e-62,197
BME_RS07200,OANT_RS03185,88.271,1151,135,0,1,1151,1,1151,0.0,1861
BME_RS07205,OANT_RS03180,84.332,217,34,0,1,217,1,217,7.61e-127,354
BME_RS07210,OANT_RS03175,80.571,175,34,0,1,175,1,175,3.75e-104,293
BME_RS07215,OANT_RS03155,80.672,357,69,0,2,358,8,364,0.0,579
BME_RS07220,OANT_RS03150,83.744,203,33,0,3,205,2,204,6.62e-131,363
BME_RS07225,OANT_RS03145,95.756,377,16,0,1,377,1,377,0.0,761
BME_RS07230,OANT_RS03140,86.577,596,52,2,1,568,1,596,0.0,978
BME_RS07235,OANT_RS03135,90.351,228,22,0,1,228,1,228,1.39e-152,420
BME_RS07240,OANT_RS03130,81.967,61,11,0,1,61,1,61,5.61e-34,107
BME_RS07245,OANT_RS03100,33.333,246,158,4,281,523,714,956,5.46e-37,143
BME_RS07250,OANT_RS03120,77.041,196,41,1,1,192,1,196,6.61e-114,320
BME_RS07255,OANT_RS03115,92.657,463,34,0,1,463,1,463,0.0,887
BME_RS07260,OANT_RS03110,93.721,430,27,0,1,430,1,430,0.0,832
BME_RS07265,OANT_RS03105,86.893,206,27,0,1,206,1,206,7.45e-137,379
BME_RS07270,OANT_RS03100,95.426,962,44,0,3,964,3,964,0.0,1873
BME_RS07275,OANT_RS03095,91.000,200,18,0,1,200,1,200,1.13e-137,380
BME_RS07280,OANT_RS03080,63.158,266,98,0,1,266,1,266,4.72e-126,356
BME_RS07285,OANT_RS03075,87.578,161,20,0,1,161,1,161,2.54e-103,290
BME_RS07290,OANT_RS03070,91.558,154,13,0,1,154,1,154,1.66e-104,293
BME_RS07295,OANT_RS03065,90.184,326,32,0,1,326,1,326,0.0,610
BME_RS07300,OANT_RS03060,93.429,350,19,1,1,346,1,350,0.0,666
BME_RS07305,OANT_RS03055,82.800,250,39,2,1,247,1,249,3.89e-153,424
BME_RS07310,OANT_RS03050,84.252,127,20,0,1,127,1,127,7.67e-78,223
BME_RS07315,OANT_RS03045,96.918,292,9,0,1,292,1,292,0.0,574
BME_RS07320,OANT_RS03040,87.755,196,21,1,1,193,1,196,2.55e-128,357
BME_RS07325,OANT_RS03035,77.049,61,14,0,1,61,1,61,2.62e-32,103
BME_RS07330,OANT_RS03030,88.889,315,35,0,1,315,1,315,0.0,568
BME_RS07335,OANT_RS03025,96.558,552,19,0,1,552,1,552,0.0,1073
BME_RS07340,OANT_RS03020,90.169,295,28,1,1,295,1,294,0.0,527
BME_RS07345,OANT_RS03015,83.173,208,31,1,1,208,1,204,1.26e-118,332
BME_RS07350,OANT_RS03010,94.681,470,25,0,1,470,1,470,0.0,918
BME_RS07355,OANT_RS02990,96.347,219,8,0,1,219,1,219,8.93e-157,430
BME_RS07360,OANT_RS02985,84.397,282,44,0,1,282,18,299,1.07e-176,486
BME_RS07365,OANT_RS02980,83.495,412,59,2,1,412,1,403,0.0,677
BME_RS07370,OANT_RS02975,94.272,419,24,0,1,419,1,419,0.0,732
BME_RS07375,OANT_RS02970,100.000,78,0,0,1,78,1,78,8.57e-50,148
BME_RS07380,OANT_RS02965,95.510,245,11,0,1,245,1,245,1.58e-175,479
BME_RS07385,OANT_RS02960,91.720,314,26,0,1,314,1,314,0.0,577
BME_RS07390,OANT_RS02955,96.190,105,4,0,1,105,1,105,4.38e-71,207
BME_RS07395,OANT_RS02950,98.780,82,1,0,1,82,1,82,1.55e-56,166
BME_RS07400,OANT_RS02945,82.353,323,57,0,1,323,1,323,5.76e-178,492
BME_RS07405,OANT_RS02940,94.709,189,10,0,1,189,1,189,2.53e-131,363
BME_RS07410,OANT_RS02935,91.784,426,35,0,1,426,1,426,0.0,835
BME_RS07415,OANT_RS02925,96.407,501,18,0,1,501,1,501,0.0,994
BME_RS07420,OANT_RS02920,95.931,467,15,1,1,467,1,463,0.0,904
BME_RS07425,OANT_RS02915,85.938,192,26,1,1,192,1,191,2.08e-104,295
BME_RS07430,OANT_RS02910,95.363,496,23,0,1,496,1,496,0.0,981
BME_RS07435,OANT_RS02905,92.276,246,19,0,1,246,1,246,1.52e-173,474
BME_RS07440,OANT_RS02895,91.727,278,23,0,1,278,1,278,0.0,513
BME_RS07445,OANT_RS02890,94.397,232,13,0,20,251,1,232,1.50e-162,446
BME_RS07450,OANT_RS02885,90.446,628,60,0,1,628,1,628,0.0,1176
BME_RS07455,OANT_RS02875,60.185,432,136,6,1,402,1,426,1.78e-166,471
BME_RS07460,OANT_RS02870,71.074,121,29,1,1,121,1,115,3.19e-60,178
BME_RS07465,OANT_RS02865,85.000,200,30,0,1,200,1,200,1.17e-130,362
BME_RS07470,OANT_RS02855,90.534,412,39,0,1,412,1,412,0.0,764
BME_RS07475,OANT_RS02850,84.190,253,40,0,1,253,1,253,3.11e-159,439
BME_RS07480,OANT_RS02845,93.468,643,37,1,1,643,1,638,0.0,1220
BME_RS07485,OANT_RS02840,86.842,304,40,0,12,315,3,306,0.0,543
BME_RS07490,OANT_RS02835,85.484,186,24,2,1,183,1,186,5.31e-73,215
BME_RS07495,OANT_RS02830,71.264,87,24,1,1,86,1,87,5.15e-37,117
BME_RS07500,OANT_RS02825,81.977,172,31,0,1,172,1,172,5.80e-102,288
BME_RS07505,OANT_RS02820,100.000,84,0,0,1,84,1,84,1.68e-57,168
BME_RS07510,OANT_RS02815,87.658,316,39,0,1,316,1,316,0.0,583
BME_RS07515,OANT_RS02810,92.722,371,27,0,1,371,1,371,0.0,715
BME_RS07520,OANT_RS02805,93.956,364,22,0,1,364,1,364,0.0,692
BME_RS07525,OANT_RS02800,86.747,83,11,0,1,83,1,83,1.41e-49,148
BME_RS07530,OANT_RS15760,34.234,222,137,5,6,220,30,249,2.54e-31,112
BME_RS07545,OANT_RS08720,75.758,66,16,0,1,66,1,66,3.66e-34,108
BME_RS07550,OANT_RS02790,94.898,196,10,0,1,196,1,196,7.76e-143,393
BME_RS07555,OANT_RS02785,97.794,272,6,0,1,272,1,272,0.0,546
BME_RS07560,OANT_RS02780,86.164,318,39,3,1,313,1,318,1.86e-165,460
BME_RS07570,OANT_RS02765,91.626,203,17,0,1,203,1,203,3.12e-141,389
BME_RS07575,OANT_RS02760,89.189,333,36,0,1,333,1,333,0.0,580
BME_RS07580,OANT_RS02755,91.253,423,37,0,1,423,1,423,0.0,792
BME_RS07585,OANT_RS04900,33.607,366,239,4,1,363,1,365,2.07e-50,171
BME_RS07590,OANT_RS02750,92.230,592,46,0,1,592,1,592,0.0,1083
BME_RS07595,OANT_RS02745,86.800,250,32,1,1,250,1,249,2.52e-158,436
BME_RS07600,OANT_RS02740,94.149,188,11,0,1,188,1,188,1.43e-120,336
BME_RS07615,OANT_RS02735,95.319,470,22,0,1,470,1,470,0.0,930
BME_RS07620,OANT_RS02730,83.282,323,54,0,1,323,1,323,0.0,539
BME_RS07625,OANT_RS02720,92.021,777,49,1,1,777,1,764,0.0,1414
BME_RS07630,OANT_RS02715,94.855,311,13,1,1,308,1,311,0.0,621
BME_RS07635,OANT_RS02710,86.312,621,85,0,1,621,1,621,0.0,1074
BME_RS07640,OANT_RS02705,95.562,338,15,0,1,338,1,338,0.0,654
BME_RS07645,OANT_RS02700,93.151,73,5,0,1,73,1,73,2.26e-45,137
BME_RS07650,OANT_RS02695,81.176,255,48,0,6,260,10,264,4.80e-141,394
BME_RS07655,OANT_RS02685,84.224,393,61,1,1,392,1,393,0.0,647
BME_RS07660,OANT_RS02675,95.082,61,3,0,1,61,1,61,6.24e-40,122
BME_RS07665,OANT_RS02670,69.492,295,88,1,6,298,12,306,8.04e-137,386
BME_RS07670,OANT_RS02660,87.838,74,7,1,1,72,1,74,6.03e-34,108
