O_anthropi|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS17195,AYT27_RS06215,25.232,539,335,23,7,508,20,527,2.58e-27,111
OANT_RS17200,AYT27_RS02775,29.032,186,125,4,21,205,10,189,3.81e-15,68.6
OANT_RS17220,AYT27_RS05920,30.822,146,99,1,2,145,1,146,4.67e-17,75.5
OANT_RS17265,AYT27_RS07805,36.268,568,356,4,5,568,23,588,9.52e-102,316
OANT_RS17275,AYT27_RS02590,27.586,232,160,6,9,234,1,230,2.53e-09,52.8
OANT_RS17285,AYT27_RS00955,52.558,215,102,0,23,237,22,236,7.82e-74,228
OANT_RS17310,AYT27_RS00495,31.153,581,328,13,24,541,17,588,5.58e-81,262
OANT_RS17330,AYT27_RS03280,25.229,218,159,2,17,232,16,231,1.35e-24,98.6
OANT_RS17335,AYT27_RS05535,34.317,271,172,3,156,422,246,514,7.73e-44,156
OANT_RS17340,AYT27_RS02320,25.682,440,292,12,210,630,516,939,7.10e-35,137
OANT_RS17380,AYT27_RS02775,31.624,234,150,5,7,230,9,242,1.54e-27,101
OANT_RS17385,AYT27_RS05920,25.498,251,169,5,8,245,8,253,1.25e-17,77.0
OANT_RS17400,AYT27_RS01090,57.249,538,230,0,3,540,2,539,0.0,619
OANT_RS17470,AYT27_RS05935,23.982,221,157,4,173,384,133,351,6.47e-13,65.1
OANT_RS17520,AYT27_RS00540,23.511,319,194,13,45,337,21,315,2.82e-11,60.5
OANT_RS17550,AYT27_RS00910,23.954,263,158,11,2,234,6,256,1.32e-10,56.2
OANT_RS17560,AYT27_RS07975,42.943,333,174,3,12,344,12,328,1.97e-91,273
OANT_RS17565,AYT27_RS07980,41.188,505,294,1,9,513,12,513,1.86e-121,364
OANT_RS17580,AYT27_RS07060,34.641,153,98,2,19,169,6,158,6.35e-29,102
OANT_RS17590,AYT27_RS01060,27.692,325,211,9,8,311,4,325,7.25e-27,103
OANT_RS17595,AYT27_RS05555,34.186,430,273,4,18,444,10,432,9.74e-86,267
OANT_RS17615,AYT27_RS05920,25.296,253,176,5,1,248,5,249,2.83e-11,58.5
OANT_RS17625,AYT27_RS01235,25.147,509,316,20,27,489,23,512,3.08e-23,98.6
OANT_RS17670,AYT27_RS01235,26.253,499,314,17,21,484,24,503,1.70e-34,132
OANT_RS17715,AYT27_RS05920,29.268,123,87,0,4,126,6,128,3.00e-10,55.8
OANT_RS17780,AYT27_RS07805,34.182,275,172,6,299,566,308,580,5.26e-37,141
OANT_RS17825,AYT27_RS02430,29.848,526,306,14,71,550,126,634,5.74e-53,190
OANT_RS17835,AYT27_RS02775,33.597,253,149,9,1,245,1,242,3.72e-29,106
OANT_RS17840,AYT27_RS05920,27.935,247,166,4,4,243,7,248,8.23e-24,94.4
OANT_RS17850,AYT27_RS02860,26.904,197,127,5,720,905,680,870,1.25e-09,57.4
OANT_RS17865,AYT27_RS03835,26.977,215,126,9,61,267,55,246,3.11e-08,50.4
OANT_RS17875,AYT27_RS00965,27.386,241,152,5,58,287,52,280,1.19e-21,88.6
OANT_RS17880,AYT27_RS00960,26.172,256,183,4,61,313,26,278,1.79e-18,79.7
OANT_RS17885,AYT27_RS00955,43.860,342,171,3,19,355,19,344,3.64e-95,283
OANT_RS17895,AYT27_RS06150,23.034,356,206,15,7,347,5,307,6.47e-08,49.3
OANT_RS17910,AYT27_RS05410,48.438,256,120,3,1,254,1,246,9.37e-81,239
OANT_RS17915,AYT27_RS03285,28.708,209,138,2,26,224,25,232,5.05e-26,97.4
OANT_RS17920,AYT27_RS03285,30.952,210,134,2,12,211,24,232,1.37e-21,85.1
OANT_RS17945,AYT27_RS05490,28.614,339,217,7,4,324,9,340,1.95e-36,131
OANT_RS17950,AYT27_RS04150,33.065,124,83,0,7,130,1,124,4.95e-22,83.2
OANT_RS17955,AYT27_RS01985,32.548,467,308,5,28,490,8,471,2.83e-80,254
OANT_RS17960,AYT27_RS00540,24.645,422,267,10,36,455,20,392,6.20e-33,124
OANT_RS17980,AYT27_RS02555,29.762,252,159,6,5,245,1,245,7.20e-33,117
OANT_RS17990,AYT27_RS03030,32.967,455,277,7,7,440,5,452,1.19e-75,239
OANT_RS17995,AYT27_RS03025,29.565,230,145,7,395,614,500,722,4.18e-19,87.0
OANT_RS18050,AYT27_RS05140,26.148,283,190,6,4,278,20,291,2.36e-16,75.5
OANT_RS18075,AYT27_RS03295,30.531,226,153,2,36,257,24,249,2.65e-36,125
OANT_RS18080,AYT27_RS03285,32.020,203,127,3,13,205,22,223,1.67e-28,103
OANT_RS18085,AYT27_RS03290,32.941,170,102,1,58,215,62,231,9.45e-29,104
OANT_RS18090,AYT27_RS03280,50.000,250,118,2,2,250,11,254,2.08e-86,253
OANT_RS18100,AYT27_RS03855,26.364,330,226,5,2,321,439,761,1.88e-28,111
OANT_RS18105,AYT27_RS05575,26.715,554,373,11,2,544,15,546,1.17e-51,183
OANT_RS18110,AYT27_RS02030,26.555,418,272,14,57,463,32,425,2.41e-28,112
OANT_RS18125,AYT27_RS00955,33.491,212,131,4,4,211,4,209,3.09e-33,120
OANT_RS18160,AYT27_RS00955,34.211,228,139,4,14,234,1,224,2.42e-39,136
OANT_RS18170,AYT27_RS02500,26.877,253,177,4,215,460,518,769,1.80e-22,96.3
OANT_RS18175,AYT27_RS02440,38.356,219,133,1,1,219,1,217,1.11e-46,150
OANT_RS18190,AYT27_RS03290,34.914,232,151,0,7,238,5,236,9.41e-45,146
OANT_RS18195,AYT27_RS03285,38.889,216,130,2,12,226,21,235,3.38e-44,144
OANT_RS18200,AYT27_RS03280,47.287,258,126,2,2,259,6,253,2.03e-77,231
OANT_RS18205,AYT27_RS03295,28.058,278,167,5,6,281,3,249,9.90e-34,119
OANT_RS18235,AYT27_RS06215,34.981,526,316,9,22,535,3,514,9.72e-101,311
OANT_RS18250,AYT27_RS08595,64.712,972,342,1,1,971,1,972,0.0,1252
OANT_RS18255,AYT27_RS08590,70.270,111,33,0,1,111,1,111,4.65e-56,166
OANT_RS18260,AYT27_RS08585,61.404,513,196,2,18,530,19,529,0.0,583
OANT_RS18265,AYT27_RS08580,44.099,161,89,1,1,160,1,161,3.57e-41,132
OANT_RS18270,AYT27_RS08575,52.688,93,44,0,1,93,1,93,2.81e-31,101
OANT_RS18275,AYT27_RS08570,40.566,106,63,0,6,111,4,109,8.24e-24,85.1
OANT_RS18290,AYT27_RS00240,25.323,387,276,6,182,564,174,551,1.77e-36,139
OANT_RS18295,AYT27_RS07805,33.438,320,170,9,256,543,263,571,6.75e-32,125
OANT_RS18330,AYT27_RS00965,21.724,290,210,8,24,310,18,293,2.24e-12,62.0
OANT_RS18335,AYT27_RS00960,24.373,279,198,5,5,273,3,278,3.10e-16,72.8
OANT_RS18340,AYT27_RS06150,25.000,224,140,7,10,225,4,207,3.38e-12,62.0
OANT_RS18345,AYT27_RS00955,56.967,244,104,1,1,243,1,244,1.39e-100,296
OANT_RS18350,AYT27_RS02980,28.528,326,221,6,71,393,28,344,7.48e-33,122
OANT_RS18355,AYT27_RS02985,40.426,329,175,3,1,325,131,442,6.30e-77,239
OANT_RS18360,AYT27_RS08630,30.752,439,258,9,6,436,5,405,1.99e-56,187
OANT_RS18365,AYT27_RS08625,39.368,475,267,8,4,464,1,468,1.57e-108,325
OANT_RS18370,AYT27_RS08325,48.263,259,117,5,3,247,5,260,1.35e-79,236
OANT_RS18380,AYT27_RS01990,57.005,828,292,17,38,828,39,839,0.0,868
OANT_RS18385,AYT27_RS08080,58.193,653,267,3,6,653,9,660,0.0,719
OANT_RS18390,AYT27_RS08085,49.138,348,177,0,37,384,42,389,3.45e-113,333
OANT_RS18395,AYT27_RS08090,45.842,469,242,6,1,460,24,489,1.28e-135,396
OANT_RS18405,AYT27_RS05110,29.452,146,88,5,153,284,212,356,1.55e-10,56.6
OANT_RS18415,AYT27_RS05620,28.846,208,121,7,41,226,38,240,2.11e-15,73.2
OANT_RS18440,AYT27_RS04245,27.160,243,165,2,21,251,2,244,8.10e-26,102
OANT_RS18455,AYT27_RS02775,29.457,258,162,4,434,691,4,241,3.40e-21,89.4
OANT_RS18475,AYT27_RS02775,36.842,247,150,3,6,252,1,241,1.41e-46,152
OANT_RS18480,AYT27_RS00955,40.650,246,143,2,17,259,2,247,2.26e-62,199
OANT_RS18505,AYT27_RS03835,30.319,188,125,4,1,183,1,187,3.73e-13,65.1
OANT_RS18535,AYT27_RS05920,42.466,73,42,0,6,78,8,80,1.61e-09,53.5
OANT_RS18550,AYT27_RS00955,37.500,208,124,2,37,238,19,226,2.41e-38,134
OANT_RS18560,AYT27_RS00955,38.889,216,124,4,3,213,4,216,2.38e-42,143
OANT_RS18575,AYT27_RS06190,25.558,493,306,19,34,493,46,510,3.82e-26,107
OANT_RS18580,AYT27_RS06340,44.665,403,175,9,15,384,15,402,3.61e-107,317
OANT_RS18590,AYT27_RS06190,24.945,453,292,13,1,426,1,432,1.35e-28,115
OANT_RS18595,AYT27_RS06190,25.581,430,274,15,17,426,29,432,5.07e-27,110
OANT_RS18600,AYT27_RS01225,27.568,370,204,6,1,307,1,369,7.18e-39,136
OANT_RS18605,AYT27_RS06180,33.473,239,157,1,138,376,73,309,8.12e-38,134
OANT_RS18610,AYT27_RS01235,52.264,530,249,3,5,530,3,532,0.0,552
OANT_RS18615,AYT27_RS02320,25.405,185,129,4,197,373,505,688,2.26e-10,57.8
OANT_RS18665,AYT27_RS05920,25.256,293,204,5,7,291,10,295,1.69e-22,90.9
OANT_RS18675,AYT27_RS04700,96.667,30,1,0,1,30,1,30,8.13e-16,58.2
OANT_RS18690,AYT27_RS03020,65.986,147,48,1,1,147,1,145,2.11e-69,202
OANT_RS18695,AYT27_RS02555,47.893,261,136,0,1,261,1,261,3.57e-94,274
OANT_RS18700,AYT27_RS02560,58.242,364,144,4,17,376,3,362,1.81e-129,372
OANT_RS18705,AYT27_RS02565,53.788,264,122,0,29,292,30,293,2.07e-96,282
OANT_RS18710,AYT27_RS02570,46.154,351,179,4,8,358,4,344,4.29e-112,326
OANT_RS18720,AYT27_RS02575,22.453,530,341,17,24,495,15,532,6.54e-14,70.5
OANT_RS18740,AYT27_RS04325,80.092,437,87,0,1,437,1,437,0.0,746
OANT_RS18765,AYT27_RS05410,28.889,225,151,5,10,228,5,226,1.86e-29,112
OANT_RS18770,AYT27_RS03835,31.677,322,182,6,30,322,27,339,2.60e-37,132
OANT_RS18775,AYT27_RS04385,77.119,236,54,0,13,248,28,263,1.18e-136,382
OANT_RS18780,AYT27_RS04390,53.518,398,185,0,12,409,10,407,4.27e-162,459
OANT_RS18790,AYT27_RS04490,47.761,201,105,0,1,201,1,201,7.99e-66,197
OANT_RS18795,AYT27_RS04495,58.087,575,241,0,34,608,28,602,0.0,719
OANT_RS18805,AYT27_RS04500,65.753,1168,395,2,1,1168,1,1163,0.0,1631
OANT_RS18810,AYT27_RS04505,52.809,89,42,0,1,89,1,89,4.04e-32,103
OANT_RS18815,AYT27_RS05030,62.393,702,264,0,1,702,1,702,0.0,886
OANT_RS18820,AYT27_RS05065,66.227,607,205,0,1,607,1,607,0.0,862
OANT_RS18825,AYT27_RS05070,60.850,447,175,0,4,450,2,448,0.0,577
OANT_RS18830,AYT27_RS05075,61.694,248,92,1,1,248,2,246,5.52e-109,311
OANT_RS18835,AYT27_RS05530,25.902,305,218,6,33,332,2,303,1.20e-23,98.6
OANT_RS18850,AYT27_RS04335,96.000,25,1,0,1,25,1,25,1.01e-11,47.4
OANT_RS18865,AYT27_RS08600,28.022,182,79,4,7,170,11,158,4.08e-18,72.8
OANT_RS18870,AYT27_RS07075,24.231,260,186,5,227,477,79,336,2.35e-20,87.8
OANT_RS18880,AYT27_RS02320,30.075,133,89,4,339,469,563,693,1.64e-08,52.4
OANT_RS18885,AYT27_RS04035,60.669,239,93,1,27,265,2,239,9.15e-110,313
OANT_RS18895,AYT27_RS04030,72.199,705,175,4,1,704,1,685,0.0,1052
OANT_RS18910,AYT27_RS04230,76.065,493,118,0,1,493,1,493,0.0,763
OANT_RS18920,AYT27_RS04225,69.474,95,29,0,1,95,1,95,7.76e-45,136
OANT_RS18930,AYT27_RS04220,65.385,156,54,0,1,156,1,156,2.50e-76,221
OANT_RS18935,AYT27_RS04215,39.286,532,313,5,17,541,13,541,9.16e-120,360
OANT_RS18940,AYT27_RS04210,74.448,317,81,0,1,317,1,317,2.65e-179,494
OANT_RS18945,AYT27_RS04205,65.012,423,148,0,4,426,5,427,0.0,577
OANT_RS18950,AYT27_RS04200,60.526,190,67,3,19,201,20,208,2.14e-71,212
OANT_RS18955,AYT27_RS04195,52.742,383,173,2,10,384,10,392,2.10e-132,381
OANT_RS18965,AYT27_RS04185,71.696,855,236,3,1,852,1,852,0.0,1275
OANT_RS18970,AYT27_RS04180,53.909,729,329,1,36,764,19,740,0.0,838
OANT_RS18990,AYT27_RS04165,87.273,55,7,0,1,55,1,55,4.94e-31,98.2
OANT_RS18995,AYT27_RS00310,38.017,121,72,1,1,121,7,124,1.89e-16,74.3
OANT_RS19000,AYT27_RS04010,75.833,120,29,0,1,120,1,120,1.92e-65,190
OANT_RS19010,AYT27_RS05940,36.957,92,56,2,38,128,64,154,2.62e-10,51.2
OANT_RS19020,AYT27_RS05440,83.333,24,4,0,1,24,1,24,5.17e-09,40.8
OANT_RS19100,AYT27_RS05445,96.000,25,1,0,1,25,1,25,1.98e-11,47.0
OANT_RS19125,AYT27_RS00425,73.038,293,79,0,18,310,3,295,5.63e-159,442
OANT_RS19130,AYT27_RS00430,71.488,242,69,0,9,250,5,246,1.65e-124,352
OANT_RS19135,AYT27_RS00435,73.188,276,74,0,1,276,2,277,3.12e-145,405
OANT_RS19140,AYT27_RS00440,52.000,300,119,2,3,277,1,300,4.26e-102,296
OANT_RS19145,AYT27_RS00955,46.862,239,126,1,3,240,2,240,2.54e-77,238
OANT_RS19155,AYT27_RS00965,25.448,279,177,8,10,266,17,286,6.99e-10,54.3
OANT_RS19160,AYT27_RS00960,27.485,171,102,5,45,202,49,210,2.40e-08,49.3
OANT_RS19185,AYT27_RS03295,48.016,252,129,1,2,253,1,250,7.04e-90,262
OANT_RS19190,AYT27_RS03295,48.387,248,128,0,6,253,3,250,2.76e-89,261
OANT_RS19200,AYT27_RS04150,30.400,125,76,2,6,123,5,125,6.01e-12,55.8
OANT_RS19215,AYT27_RS00955,43.910,312,156,4,6,313,4,300,1.06e-78,241
OANT_RS19255,AYT27_RS05920,20.219,183,141,3,2,181,1,181,6.27e-08,48.5
OANT_RS19280,AYT27_RS04945,27.066,351,222,12,20,350,9,345,8.45e-16,73.6
OANT_RS19285,AYT27_RS04260,24.495,396,247,18,1,366,3,376,4.23e-10,56.2
OANT_RS19290,AYT27_RS04255,26.482,253,175,3,48,289,104,356,1.20e-11,60.1
OANT_RS19295,AYT27_RS04250,25.074,339,197,8,31,325,19,344,4.53e-11,58.5
OANT_RS19300,AYT27_RS04245,36.929,241,141,3,14,245,15,253,4.81e-49,158
OANT_RS19305,AYT27_RS04240,36.596,235,139,3,6,233,4,235,6.14e-46,149
OANT_RS19320,AYT27_RS06170,56.696,224,93,2,4,223,10,233,2.89e-92,268
OANT_RS19325,AYT27_RS06175,56.000,275,121,0,2,276,5,279,1.40e-110,317
OANT_RS19330,AYT27_RS06180,56.507,292,127,0,9,300,19,310,5.73e-111,320
OANT_RS19335,AYT27_RS06185,49.847,327,164,0,11,337,31,357,2.35e-118,342
OANT_RS19340,AYT27_RS06190,33.468,496,312,8,25,507,27,517,5.07e-82,261
OANT_RS19360,AYT27_RS03280,58.333,252,104,1,8,258,4,255,9.68e-111,315
OANT_RS19365,AYT27_RS03295,27.626,257,166,5,5,254,2,245,3.96e-23,90.9
OANT_RS19370,AYT27_RS03285,30.769,208,130,4,20,214,29,235,3.02e-22,87.0
OANT_RS19375,AYT27_RS05400,30.374,214,133,5,13,214,30,239,8.80e-24,91.3
OANT_RS19385,AYT27_RS00970,44.656,421,227,4,13,427,13,433,5.94e-133,386
OANT_RS19390,AYT27_RS00965,57.143,287,123,0,6,292,8,294,1.43e-121,346
OANT_RS19395,AYT27_RS00960,55.986,284,122,3,1,282,1,283,9.17e-100,290
OANT_RS19400,AYT27_RS00955,55.294,340,147,4,4,343,4,338,3.33e-128,367
OANT_RS19405,AYT27_RS02110,57.797,590,249,0,1,590,1,590,0.0,682
OANT_RS19415,AYT27_RS02775,30.769,247,166,2,7,253,1,242,1.53e-38,131
OANT_RS19425,AYT27_RS02210,41.509,424,246,2,49,470,43,466,1.69e-105,318
OANT_RS19490,AYT27_RS05110,24.211,285,179,12,23,275,65,344,6.98e-08,48.5
OANT_RS19520,AYT27_RS02500,26.820,261,172,8,642,892,519,770,3.48e-21,94.7
OANT_RS19525,AYT27_RS02440,32.143,224,143,4,6,227,1,217,5.93e-31,110
OANT_RS19535,AYT27_RS01985,56.025,473,207,1,8,480,3,474,0.0,556
OANT_RS19540,AYT27_RS01235,44.697,264,144,2,4,266,265,527,1.25e-67,217
OANT_RS19545,AYT27_RS01235,47.308,260,132,2,6,262,4,261,2.81e-69,221
OANT_RS19550,AYT27_RS06180,40.684,263,155,1,5,267,47,308,6.24e-58,183
OANT_RS19555,AYT27_RS06185,33.562,292,158,3,52,307,64,355,4.18e-46,155
OANT_RS19560,AYT27_RS06190,23.955,359,241,10,75,415,81,425,7.48e-23,97.4
OANT_RS19575,AYT27_RS06575,42.373,177,102,0,46,222,41,217,1.93e-34,119
OANT_RS19580,AYT27_RS06570,45.507,345,182,4,22,364,4,344,1.03e-97,290
OANT_RS19585,AYT27_RS06565,42.437,238,135,2,29,265,36,272,4.38e-54,172
OANT_RS19590,AYT27_RS05915,30.081,369,237,10,24,378,31,392,2.14e-43,151
OANT_RS19610,AYT27_RS06645,47.600,250,129,2,34,282,21,269,1.26e-75,230
OANT_RS19615,AYT27_RS02560,29.618,314,199,9,20,316,53,361,2.95e-25,100
OANT_RS19620,AYT27_RS06655,40.278,144,81,2,3,145,5,144,1.78e-26,102
OANT_RS19625,AYT27_RS02555,29.150,247,165,3,1,239,1,245,2.02e-31,112
OANT_RS19635,AYT27_RS06180,39.474,266,159,1,13,278,44,307,1.73e-57,182
OANT_RS19640,AYT27_RS06185,30.792,341,196,6,1,305,21,357,2.66e-46,155
OANT_RS19645,AYT27_RS06190,25.306,490,320,12,41,494,47,526,5.05e-33,127
OANT_RS19650,AYT27_RS01235,42.960,554,282,5,14,563,4,527,9.12e-149,436
OANT_RS19665,AYT27_RS03295,32.171,258,158,6,5,255,2,249,3.57e-37,127
OANT_RS19670,AYT27_RS03285,31.915,235,140,4,1,218,2,233,5.79e-33,115
OANT_RS19675,AYT27_RS03280,42.041,245,137,1,1,245,16,255,3.83e-69,209
OANT_RS19680,AYT27_RS00805,67.584,327,106,0,180,506,103,429,5.73e-165,470
OANT_RS19685,AYT27_RS00810,78.855,227,48,0,14,240,10,236,2.05e-137,382
OANT_RS19690,AYT27_RS06435,24.279,416,286,7,4,403,21,423,1.18e-28,114
OANT_RS19695,AYT27_RS00955,50.667,300,143,3,1,299,1,296,7.95e-100,296
OANT_RS19700,AYT27_RS00960,25.681,257,187,3,34,288,26,280,3.95e-20,84.0
OANT_RS19705,AYT27_RS00965,26.441,295,190,9,8,288,10,291,6.42e-20,83.6
OANT_RS19725,AYT27_RS06735,40.187,107,63,1,1,107,1,106,1.01e-28,96.7
OANT_RS19735,AYT27_RS02320,28.251,446,307,6,326,761,499,941,3.08e-58,210
OANT_RS19750,AYT27_RS00955,37.793,299,168,7,20,313,4,289,3.55e-59,191
OANT_RS19760,AYT27_RS04405,50.000,172,80,4,4,173,7,174,6.46e-52,160
OANT_RS19770,AYT27_RS02845,54.657,408,185,0,10,417,12,419,1.03e-150,432
OANT_RS19780,AYT27_RS04460,30.000,130,76,4,18,140,7,128,1.89e-09,50.1
OANT_RS19785,AYT27_RS05920,26.446,121,87,2,8,127,9,128,6.09e-08,48.5
OANT_RS19795,AYT27_RS06150,23.881,335,214,9,1,317,1,312,1.00e-19,84.0
OANT_RS19810,AYT27_RS05575,24.228,615,403,22,5,595,15,590,1.14e-29,119
OANT_RS19830,AYT27_RS01370,34.599,237,141,5,13,246,12,237,4.41e-34,120
OANT_RS19835,AYT27_RS00955,45.923,233,125,1,9,240,4,236,6.06e-71,221
OANT_RS19850,AYT27_RS01985,27.336,428,278,11,606,1011,43,459,2.49e-36,140
OANT_RS19855,AYT27_RS04150,32.867,143,95,1,10,152,1,142,1.34e-24,89.7
OANT_RS19865,AYT27_RS03835,24.399,291,183,11,29,297,30,305,7.71e-11,58.2
OANT_RS19870,AYT27_RS02775,29.804,255,167,2,1,255,2,244,7.67e-31,110
OANT_RS19875,AYT27_RS00955,56.680,247,106,1,1,246,1,247,2.67e-99,294
OANT_RS19880,AYT27_RS00960,31.373,204,130,4,72,269,79,278,6.14e-16,71.6
OANT_RS19885,AYT27_RS00965,27.402,281,196,6,28,304,17,293,2.71e-24,95.9
OANT_RS19930,AYT27_RS06510,69.256,927,281,1,7,933,5,927,0.0,1301
OANT_RS19935,AYT27_RS06515,62.295,122,46,0,1,122,1,122,8.68e-53,158
OANT_RS19940,AYT27_RS06520,63.562,365,133,0,3,367,8,372,2.28e-171,478
OANT_RS19945,AYT27_RS05140,44.961,387,210,2,12,398,13,396,1.06e-108,321
OANT_RS19955,AYT27_RS03325,26.702,191,117,6,95,276,129,305,2.46e-11,60.5
OANT_RS19960,AYT27_RS06610,36.017,236,147,2,21,254,7,240,3.08e-45,148
OANT_RS19965,AYT27_RS00955,33.816,207,137,0,12,218,2,208,7.89e-42,142
OANT_RS19980,AYT27_RS02210,27.607,163,108,4,37,193,21,179,7.34e-10,56.2
OANT_RS20020,AYT27_RS02025,29.367,395,244,8,69,448,93,467,7.22e-50,172
OANT_RS20025,AYT27_RS01985,29.639,415,274,9,32,437,50,455,1.83e-45,160
OANT_RS20035,AYT27_RS08600,42.708,96,42,2,65,147,61,156,1.48e-20,78.6
OANT_RS20060,AYT27_RS06570,36.000,225,143,1,48,272,25,248,9.38e-47,159
OANT_RS20080,AYT27_RS00955,45.845,349,174,4,4,347,4,342,1.01e-104,307
OANT_RS20085,AYT27_RS02775,31.325,249,150,8,6,242,3,242,3.95e-28,103
OANT_RS20090,AYT27_RS00970,24.272,309,209,9,125,411,130,435,9.80e-10,55.5
OANT_RS20095,AYT27_RS00965,25.524,286,209,2,1,285,8,290,6.43e-32,115
OANT_RS20100,AYT27_RS00960,29.064,203,140,2,69,269,78,278,2.72e-15,70.1
OANT_RS20130,AYT27_RS03835,26.235,324,219,10,27,338,27,342,3.22e-17,77.0
OANT_RS20165,AYT27_RS03280,25.417,240,155,5,7,235,13,239,1.14e-21,90.1
OANT_RS20185,AYT27_RS02555,29.032,248,162,4,2,238,1,245,6.65e-30,109
OANT_RS20190,AYT27_RS02560,39.100,289,166,3,50,329,73,360,3.71e-45,154
OANT_RS20240,AYT27_RS02005,37.097,372,208,6,685,1048,80,433,2.43e-65,223
OANT_RS20250,AYT27_RS02055,34.775,578,354,9,5,581,4,559,4.80e-111,343
OANT_RS20265,AYT27_RS00955,47.660,235,122,1,22,255,3,237,3.51e-78,241
OANT_RS20305,AYT27_RS02025,77.612,469,105,0,8,476,7,475,0.0,758
OANT_RS20310,AYT27_RS02030,54.717,424,191,1,5,428,5,427,1.08e-169,479
OANT_RS20340,AYT27_RS08475,32.283,127,77,2,7,125,5,130,1.43e-09,53.5
OANT_RS20350,AYT27_RS04150,38.667,150,91,1,3,152,1,149,1.76e-35,117
OANT_RS20380,AYT27_RS05920,26.780,295,193,7,11,291,10,295,3.50e-23,92.8
OANT_RS20405,AYT27_RS02775,33.735,249,160,3,1,249,1,244,3.21e-37,127
OANT_RS20410,AYT27_RS02035,66.189,488,165,0,1,488,1,488,0.0,699
OANT_RS20415,AYT27_RS02040,53.680,231,107,0,1,231,4,234,2.38e-85,250
OANT_RS20420,AYT27_RS02045,70.383,601,177,1,8,607,5,605,0.0,872
OANT_RS20425,AYT27_RS02050,66.555,299,100,0,1,299,1,299,1.05e-139,392
OANT_RS20450,AYT27_RS01235,42.629,251,127,5,21,254,24,274,5.25e-52,173
OANT_RS20455,AYT27_RS01235,38.057,247,141,2,10,244,14,260,3.46e-58,189
OANT_RS20460,AYT27_RS06180,34.058,276,174,3,2,273,38,309,7.21e-45,150
OANT_RS20465,AYT27_RS06185,28.571,329,213,5,16,325,30,355,9.29e-34,123
OANT_RS20470,AYT27_RS06190,26.087,299,201,7,85,368,82,375,1.26e-18,84.3
OANT_RS20485,AYT27_RS00115,69.074,540,166,1,9,547,9,548,0.0,782
OANT_RS20500,AYT27_RS07805,36.546,249,147,6,307,548,323,567,6.14e-37,140
OANT_RS20515,AYT27_RS00955,33.054,239,159,1,1,238,3,241,5.32e-42,145
OANT_RS20520,AYT27_RS00955,40.161,249,143,2,1,249,1,243,3.89e-58,188
OANT_RS20525,AYT27_RS00965,22.984,248,183,3,33,276,40,283,1.64e-12,62.0
OANT_RS20530,AYT27_RS00960,26.695,236,160,3,67,291,45,278,5.08e-18,78.2
OANT_RS20555,AYT27_RS05920,23.282,262,193,4,8,266,6,262,1.92e-19,82.4
OANT_RS20560,AYT27_RS05920,25.581,172,126,1,3,174,6,175,1.12e-16,74.7
OANT_RS20580,AYT27_RS07975,36.023,347,189,10,80,417,7,329,1.27e-55,183
OANT_RS20585,AYT27_RS06435,23.952,501,376,3,20,519,16,512,2.16e-44,160
OANT_RS20610,AYT27_RS05020,26.969,419,249,16,4,387,6,402,5.40e-30,115
OANT_RS20620,AYT27_RS04260,27.778,342,214,15,28,350,26,353,5.50e-13,65.1
OANT_RS20625,AYT27_RS04255,21.581,329,184,5,3,263,4,326,1.15e-14,69.3
OANT_RS20630,AYT27_RS04250,25.321,312,185,7,49,325,29,327,2.66e-13,65.5
OANT_RS20635,AYT27_RS04245,40.711,253,143,3,1,246,1,253,3.26e-61,189
OANT_RS20640,AYT27_RS04240,41.810,232,133,1,1,230,3,234,2.90e-61,188
OANT_RS20645,AYT27_RS08055,25.540,556,348,18,37,536,74,619,1.60e-37,142
OANT_RS20705,AYT27_RS02775,33.074,257,158,4,8,264,2,244,8.36e-35,121
OANT_RS20745,AYT27_RS03285,31.731,208,132,2,23,220,25,232,4.03e-28,102
OANT_RS20750,AYT27_RS03295,28.063,253,168,5,11,254,1,248,5.80e-25,95.9
OANT_RS20755,AYT27_RS05915,30.848,389,254,6,13,389,14,399,1.51e-67,215
OANT_RS20790,AYT27_RS04380,22.513,191,132,5,26,216,29,203,8.94e-10,56.6
OANT_RS20815,AYT27_RS03170,34.862,109,71,0,38,146,5,113,1.83e-18,72.4
OANT_RS20830,AYT27_RS06230,72.425,301,83,0,3,303,3,303,2.57e-144,404
OANT_RS20835,AYT27_RS06225,40.602,266,151,2,9,274,11,269,4.86e-64,198
OANT_RS20845,AYT27_RS03345,24.419,344,206,12,44,376,42,342,6.51e-09,54.7
OANT_RS20875,AYT27_RS03810,47.126,87,45,1,23,108,8,94,1.06e-25,88.6
OANT_RS20880,AYT27_RS03170,35.644,101,57,3,2,101,6,99,1.09e-11,54.7
OANT_RS20905,AYT27_RS08085,27.089,347,218,13,59,376,48,388,3.63e-12,63.2
OANT_RS20910,AYT27_RS00680,28.329,1059,707,13,6,1049,22,1043,9.02e-127,408
OANT_RS20950,AYT27_RS05410,28.947,228,141,3,15,238,6,216,5.03e-27,105
OANT_RS20965,AYT27_RS04240,24.887,221,160,3,4,223,3,218,6.88e-23,93.2
OANT_RS20980,AYT27_RS02775,33.333,246,162,2,12,257,2,245,6.75e-36,124
OANT_RS21020,AYT27_RS05410,49.593,246,115,2,6,249,5,243,3.21e-81,240
