O_anthropi|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS07235,BAB_RS27710,95.761,401,17,0,1,401,1,401,0.0,769
OANT_RS07245,BAB_RS27715,93.069,303,21,0,1,303,1,303,0.0,582
OANT_RS07250,BAB_RS27725,93.793,145,9,0,1,145,1,145,4.04e-93,263
OANT_RS07255,BAB_RS27730,86.706,1023,129,1,1,1016,1,1023,0.0,1828
OANT_RS07260,BAB_RS27735,90.265,339,33,0,1,339,1,339,0.0,641
OANT_RS07265,BAB_RS28780,23.404,282,195,10,3,272,6,278,4.19e-13,64.7
OANT_RS07270,BAB_RS29715,25.390,449,294,10,14,446,5,428,5.81e-25,103
OANT_RS07280,BAB_RS27750,91.979,561,45,0,1,561,1,561,0.0,1058
OANT_RS07290,BAB_RS27740,82.239,518,92,0,1,518,1,518,0.0,906
OANT_RS07300,BAB_RS27755,95.851,241,10,0,1,241,1,241,1.29e-165,454
OANT_RS07305,BAB_RS23785,37.294,303,166,8,13,302,29,320,2.63e-38,135
OANT_RS07310,BAB_RS23785,38.246,285,164,4,36,309,38,321,6.37e-40,140
OANT_RS07315,BAB_RS31640,36.948,498,305,7,14,503,5,501,2.37e-106,324
OANT_RS07320,BAB_RS23780,32.390,318,191,13,1,306,1,306,3.44e-25,100
OANT_RS07330,BAB_RS27765,90.000,330,33,0,1,330,1,330,0.0,612
OANT_RS07335,BAB_RS27770,82.958,311,53,0,1,311,1,311,0.0,533
OANT_RS07340,BAB_RS27775,96.839,601,19,0,1,601,1,601,0.0,1209
OANT_RS07345,BAB_RS27780,84.314,306,48,0,1,306,1,306,0.0,513
OANT_RS07350,BAB_RS27785,88.571,210,24,0,1,210,1,210,2.75e-134,372
OANT_RS07355,BAB_RS33145,93.976,83,5,0,3,85,2,84,5.46e-52,172
OANT_RS07360,BAB_RS27800,92.992,528,37,0,1,528,1,528,0.0,1004
OANT_RS07365,BAB_RS27805,91.750,400,29,2,1,400,1,396,0.0,719
OANT_RS07370,BAB_RS27810,91.126,293,26,0,1,293,1,293,0.0,548
OANT_RS07375,BAB_RS31810,51.667,240,116,0,28,267,18,257,2.92e-84,249
OANT_RS07380,BAB_RS31815,36.744,215,136,0,41,255,33,247,3.18e-38,131
OANT_RS07385,BAB_RS30650,25.225,222,147,6,36,241,52,270,2.46e-14,69.3
OANT_RS07390,BAB_RS27815,77.249,189,43,0,1,189,1,189,1.16e-104,296
OANT_RS07400,BAB_RS27820,95.871,557,23,0,1,557,1,557,0.0,1092
OANT_RS07405,BAB_RS27825,91.729,266,22,0,1,266,1,266,0.0,512
OANT_RS07410,BAB_RS27830,93.542,511,33,0,1,511,1,511,0.0,939
OANT_RS07415,BAB_RS27835,90.370,405,39,0,1,405,1,405,0.0,726
OANT_RS07420,BAB_RS27840,80.889,450,86,0,6,455,5,454,0.0,745
OANT_RS07425,BAB_RS27845,86.640,247,33,0,1,247,1,247,1.18e-154,427
OANT_RS07445,BAB_RS27850,94.570,442,24,0,1,442,1,442,0.0,862
OANT_RS07450,BAB_RS27855,96.703,182,6,0,1,182,1,182,1.38e-131,363
OANT_RS07455,BAB_RS27860,92.067,416,33,0,1,416,1,416,0.0,799
OANT_RS07460,BAB_RS27865,83.763,388,46,1,1,371,1,388,0.0,660
OANT_RS07465,BAB_RS27870,94.156,154,9,0,1,154,1,154,1.85e-104,292
OANT_RS07470,BAB_RS27875,69.686,287,82,4,1,285,1,284,5.05e-150,418
OANT_RS07475,BAB_RS27880,94.751,381,20,0,1,381,1,381,0.0,754
OANT_RS07480,BAB_RS27885,88.442,770,89,0,1,770,1,770,0.0,1409
OANT_RS07485,BAB_RS27890,65.625,96,30,1,1,96,1,93,7.28e-38,119
OANT_RS07490,BAB_RS27895,75.284,352,85,1,14,365,37,386,0.0,533
OANT_RS07495,BAB_RS27900,71.271,362,75,1,8,369,7,339,0.0,522
OANT_RS07500,BAB_RS27905,91.723,1027,81,1,1,1027,1,1023,0.0,1914
OANT_RS07505,BAB_RS27910,91.765,255,21,0,1,255,1,255,1.82e-171,469
OANT_RS07510,BAB_RS27915,89.504,343,36,0,1,343,1,343,0.0,627
OANT_RS07515,BAB_RS27920,92.268,388,30,0,1,388,1,388,0.0,729
OANT_RS07520,BAB_RS27925,85.537,242,35,0,1,242,1,242,4.08e-145,402
OANT_RS07525,BAB_RS27930,91.837,294,24,0,1,294,1,294,0.0,563
OANT_RS07530,BAB_RS27935,94.314,510,19,1,1,510,1,500,0.0,976
OANT_RS07535,BAB_RS27940,90.773,466,43,0,1,466,1,466,0.0,875
OANT_RS07540,BAB_RS27945,95.161,310,15,0,1,310,1,310,0.0,615
OANT_RS07545,BAB_RS27950,94.379,427,24,0,1,427,1,427,0.0,809
OANT_RS07550,BAB_RS28820,35.333,150,90,2,130,272,131,280,3.91e-16,74.7
OANT_RS07555,BAB_RS28825,22.744,532,360,14,5,503,151,664,3.08e-23,100
OANT_RS07560,BAB_RS30480,42.089,316,175,2,3,314,5,316,7.50e-85,258
OANT_RS07565,BAB_RS27955,91.613,465,39,0,55,519,1,465,0.0,854
OANT_RS07570,BAB_RS27960,96.667,90,3,0,1,90,1,90,4.20e-63,183
OANT_RS07575,BAB_RS27965,88.410,371,43,0,1,371,1,371,0.0,689
OANT_RS07580,BAB_RS27970,95.862,145,6,0,1,145,1,145,9.15e-98,274
OANT_RS07585,BAB_RS27975,91.176,306,27,0,1,306,1,306,0.0,567
OANT_RS07590,BAB_RS27980,91.899,358,29,0,1,358,1,358,0.0,686
OANT_RS07625,BAB_RS27985,76.978,139,32,0,1,139,1,139,1.34e-78,225
OANT_RS07935,BAB_RS19250,30.638,235,144,6,1,220,1,231,2.13e-33,117
OANT_RS07955,BAB_RS20705,56.250,96,33,2,10,96,9,104,2.22e-26,90.9
OANT_RS07960,BAB_RS20710,67.073,82,26,1,1,82,1,81,5.73e-34,108
OANT_RS07980,BAB_RS21320,65.116,172,35,2,1,151,1,168,7.98e-71,207
OANT_RS08035,BAB_RS24065,32.178,202,112,8,225,406,179,375,1.33e-15,76.3
OANT_RS08150,BAB_RS23630,100.000,25,0,0,1,25,1,25,4.41e-11,46.6
OANT_RS08155,BAB_RS23625,88.013,317,38,0,1,317,1,317,0.0,585
OANT_RS08160,BAB_RS23620,93.583,374,24,0,1,374,1,374,0.0,721
OANT_RS08175,BAB_RS23615,94.615,130,7,0,1,130,1,130,7.34e-87,246
OANT_RS08180,BAB_RS23610,99.138,232,2,0,1,232,1,232,1.24e-170,466
OANT_RS08185,BAB_RS29325,33.945,109,70,2,6,113,1,108,5.82e-09,49.3
OANT_RS08190,BAB_RS23605,96.651,209,7,0,1,209,1,209,2.53e-150,412
OANT_RS08195,BAB_RS23600,95.455,198,9,0,1,198,1,198,9.22e-129,357
OANT_RS08200,BAB_RS23595,74.740,289,72,1,23,310,15,303,2.05e-144,405
OANT_RS08205,BAB_RS23590,89.583,96,10,0,1,96,1,96,3.11e-63,183
OANT_RS08215,BAB_RS23575,96.465,396,14,0,1,396,3,398,0.0,787
OANT_RS08225,BAB_RS23570,83.395,271,45,0,4,274,5,275,3.30e-165,456
OANT_RS08230,BAB_RS23565,87.719,114,14,0,1,114,1,114,1.05e-71,206
OANT_RS08235,BAB_RS32800,45.745,94,49,2,62,153,2,95,1.25e-21,83.2
OANT_RS08240,BAB_RS32795,92.655,531,39,0,1,531,1,531,0.0,990
OANT_RS08245,BAB_RS23540,95.224,335,16,0,1,335,1,335,0.0,635
OANT_RS08250,BAB_RS23535,89.073,302,33,0,1,302,1,302,0.0,525
OANT_RS08255,BAB_RS23530,93.571,280,18,0,3,282,5,284,0.0,536
OANT_RS08260,BAB_RS23525,96.454,282,10,0,1,282,1,282,0.0,556
OANT_RS08265,BAB_RS23520,91.954,348,28,0,1,348,1,348,0.0,645
OANT_RS08270,BAB_RS23515,89.568,278,29,0,1,278,1,278,3.41e-172,473
OANT_RS08275,BAB_RS23510,90.683,322,30,0,1,322,1,322,0.0,602
OANT_RS08280,BAB_RS23505,86.700,406,44,1,19,424,3,398,0.0,721
OANT_RS08285,BAB_RS23500,83.801,321,52,0,1,321,1,321,0.0,543
OANT_RS08290,BAB_RS28875,25.597,293,204,6,1,282,2,291,5.55e-23,92.8
OANT_RS08300,BAB_RS23495,91.860,430,35,0,1,430,1,430,0.0,773
OANT_RS08305,BAB_RS23490,79.825,114,23,0,20,133,1,114,1.49e-62,184
OANT_RS08310,BAB_RS23485,98.039,153,3,0,1,153,1,153,8.35e-110,305
OANT_RS08315,BAB_RS23475,93.570,731,47,0,1,731,1,731,0.0,1428
OANT_RS08320,BAB_RS23470,93.377,302,20,0,1,302,1,302,0.0,548
OANT_RS08330,BAB_RS23465,93.739,575,34,1,1,573,1,575,0.0,1133
OANT_RS08340,BAB_RS23460,89.000,300,33,0,1,300,1,300,0.0,563
OANT_RS08345,BAB_RS23455,91.391,151,13,0,1,151,1,151,5.41e-104,290
OANT_RS08350,BAB_RS23450,88.106,227,27,0,1,227,1,227,1.56e-135,377
OANT_RS08355,BAB_RS23445,87.077,325,42,0,1,325,1,325,0.0,602
OANT_RS08360,BAB_RS23440,90.476,168,16,0,1,168,1,168,6.01e-111,310
OANT_RS08365,BAB_RS23435,89.870,691,68,1,1,691,1,689,0.0,1204
OANT_RS08370,BAB_RS23430,85.789,957,127,2,1,957,1,948,0.0,1657
OANT_RS08375,BAB_RS23425,88.997,309,34,0,1,309,1,309,0.0,545
OANT_RS08380,BAB_RS23420,96.119,335,13,0,1,335,1,335,0.0,654
OANT_RS08385,BAB_RS23415,86.425,221,30,0,1,221,1,221,1.41e-140,389
OANT_RS08390,BAB_RS23410,91.304,207,18,0,1,207,1,207,1.97e-143,395
OANT_RS08395,BAB_RS23405,88.889,414,46,0,1,414,5,418,0.0,750
OANT_RS08400,BAB_RS23400,95.628,183,8,0,1,183,1,183,7.25e-130,363
OANT_RS08410,BAB_RS23390,84.049,163,26,0,1,163,1,163,4.81e-99,279
OANT_RS08415,BAB_RS23385,91.447,304,25,1,1,304,1,303,0.0,587
OANT_RS08420,BAB_RS23380,86.667,90,8,1,1,90,1,86,1.56e-52,155
OANT_RS08430,BAB_RS23375,80.870,345,66,0,1,345,1,345,0.0,582
OANT_RS08435,BAB_RS23370,82.581,155,27,0,1,155,1,155,5.94e-94,266
OANT_RS08440,BAB_RS23365,90.747,616,53,1,1,616,9,620,0.0,1105
OANT_RS08445,BAB_RS23360,88.889,621,69,0,1,621,1,621,0.0,1118
OANT_RS08450,BAB_RS23355,93.583,187,12,0,1,187,1,187,2.70e-127,352
OANT_RS08455,BAB_RS23350,95.370,432,19,1,1,431,1,432,0.0,810
OANT_RS08460,BAB_RS23345,88.475,295,34,0,1,295,1,295,0.0,513
OANT_RS08465,BAB_RS23340,94.475,181,10,0,1,181,1,181,1.93e-118,330
OANT_RS08470,BAB_RS23335,83.125,160,27,0,1,160,1,160,1.80e-104,292
OANT_RS08475,BAB_RS23330,83.851,161,26,0,1,161,1,161,2.46e-105,295
OANT_RS08480,BAB_RS23325,96.458,367,13,0,1,367,1,367,0.0,723
OANT_RS08485,BAB_RS23320,93.802,242,14,1,1,242,1,241,8.63e-164,450
OANT_RS08490,BAB_RS23315,94.258,209,10,1,1,209,1,207,5.57e-137,379
OANT_RS08495,BAB_RS23310,94.942,514,25,1,1,514,1,513,0.0,945
OANT_RS08505,BAB_RS23305,98.710,310,4,0,1,310,1,310,0.0,619
OANT_RS08510,BAB_RS23295,73.272,217,25,6,1,217,1,184,2.54e-101,288
OANT_RS08515,BAB_RS23290,94.778,383,20,0,1,383,1,383,0.0,766
OANT_RS08520,BAB_RS23285,86.792,265,35,0,1,265,1,265,1.16e-173,476
OANT_RS08525,BAB_RS23280,83.791,364,55,1,1,360,1,364,0.0,627
OANT_RS08530,BAB_RS23275,94.834,271,14,0,1,271,1,271,4.54e-180,494
OANT_RS08535,BAB_RS23270,91.429,105,9,0,1,105,1,105,1.29e-56,167
OANT_RS08540,BAB_RS23265,98.193,166,3,0,1,166,1,166,1.39e-120,333
OANT_RS08545,BAB_RS23260,95.652,115,5,0,1,115,1,115,2.27e-80,228
OANT_RS08550,BAB_RS23250,95.078,447,22,0,1,447,1,447,0.0,840
OANT_RS08555,BAB_RS23245,99.574,235,1,0,1,235,1,235,9.69e-173,471
OANT_RS08560,BAB_RS23240,96.364,165,6,0,1,165,1,165,5.19e-118,328
OANT_RS08570,BAB_RS29065,31.559,263,166,6,7,263,3,257,4.98e-32,117
OANT_RS08575,BAB_RS23230,90.323,93,9,0,1,93,1,93,5.43e-41,127
OANT_RS08580,BAB_RS23225,92.661,218,16,0,1,218,1,218,2.40e-148,408
OANT_RS08585,BAB_RS23220,61.176,170,46,3,1,150,1,170,1.53e-52,161
OANT_RS08590,BAB_RS23215,95.775,71,3,0,1,71,1,71,1.06e-46,139
OANT_RS08595,BAB_RS23210,73.709,213,56,0,1,213,1,213,3.32e-100,288
OANT_RS08605,BAB_RS23205,89.612,953,74,5,1,941,1,940,0.0,1725
OANT_RS08610,BAB_RS23200,83.735,166,22,1,1,166,1,161,2.10e-92,265
OANT_RS08615,BAB_RS23195,76.744,129,30,0,1,129,1,129,4.83e-76,218
OANT_RS08620,BAB_RS23190,84.142,309,43,3,1,309,1,303,0.0,525
OANT_RS08625,BAB_RS23185,93.103,116,8,0,1,116,1,116,5.29e-68,197
OANT_RS08630,BAB_RS23180,86.333,300,41,0,1,300,1,300,0.0,518
OANT_RS08635,BAB_RS23175,66.282,347,113,2,1,343,1,347,8.53e-173,481
OANT_RS08640,BAB_RS23170,95.541,157,7,0,1,157,1,157,1.14e-109,305
OANT_RS08645,BAB_RS23165,85.185,351,52,0,6,356,4,354,0.0,610
OANT_RS08650,BAB_RS23160,98.077,156,3,0,1,156,1,156,2.69e-114,317
OANT_RS08655,BAB_RS23155,91.228,456,40,0,11,466,11,466,0.0,839
OANT_RS08660,BAB_RS23150,94.136,324,19,0,1,324,1,324,0.0,641
OANT_RS08665,BAB_RS23145,96.678,301,10,0,1,301,1,301,0.0,608
OANT_RS08670,BAB_RS31775,94.444,216,12,0,1,216,1,216,9.78e-150,424
OANT_RS08675,BAB_RS31780,94.444,162,9,0,1,162,1,162,2.28e-96,281
OANT_RS08680,BAB_RS31785,96.129,310,12,0,1,310,1,310,0.0,554
OANT_RS08685,BAB_RS31790,91.837,392,32,0,1,392,1,392,0.0,721
OANT_RS08690,BAB_RS31795,90.747,281,26,0,1,281,1,281,0.0,528
OANT_RS08700,BAB_RS23130,93.250,400,27,0,1,400,1,400,0.0,784
OANT_RS08720,BAB_RS23120,97.101,69,2,0,1,69,1,69,2.42e-46,138
OANT_RS08725,BAB_RS23115,73.973,146,38,0,1,146,1,146,1.11e-77,224
OANT_RS08730,BAB_RS23110,86.517,623,82,1,1,623,1,621,0.0,1103
OANT_RS08735,BAB_RS23105,96.727,1161,38,0,1,1161,1,1161,0.0,2301
OANT_RS08745,BAB_RS23090,91.290,310,25,1,1,310,1,308,0.0,539
OANT_RS08750,BAB_RS28575,24.337,415,283,13,2,402,31,428,1.02e-13,68.9
OANT_RS08755,BAB_RS23085,91.892,407,33,0,1,407,1,407,0.0,780
OANT_RS08760,BAB_RS23080,93.333,150,10,0,1,150,1,150,9.88e-89,252
OANT_RS08765,BAB_RS23075,93.560,559,34,1,1,559,1,557,0.0,1063
OANT_RS08770,BAB_RS23070,92.835,656,46,1,1,656,1,655,0.0,1219
OANT_RS08775,BAB_RS23065,96.280,672,24,1,1,671,1,672,0.0,1305
OANT_RS08780,BAB_RS23060,96.842,95,3,0,1,95,1,95,6.00e-66,190
OANT_RS08790,BAB_RS23055,91.837,147,12,0,1,147,1,147,1.71e-93,264
OANT_RS08795,BAB_RS23050,70.085,117,32,2,1,117,1,114,6.53e-45,138
OANT_RS08800,BAB_RS23045,83.600,250,41,0,1,250,1,250,2.56e-155,429
OANT_RS08805,BAB_RS23040,100.000,25,0,0,1,25,1,25,2.18e-12,50.1
OANT_RS08810,BAB_RS23930,24.837,153,104,3,31,180,24,168,3.86e-09,50.4
OANT_RS08825,BAB_RS32750,65.263,95,33,0,70,164,4,98,2.39e-41,131
OANT_RS08835,BAB_RS23005,29.846,325,193,11,5,300,12,330,1.89e-29,113
OANT_RS08850,BAB_RS23010,78.571,266,56,1,19,283,2,267,1.44e-162,449
OANT_RS08855,BAB_RS23005,74.044,366,94,1,1,366,1,365,0.0,578
OANT_RS08860,BAB_RS17330,39.744,78,42,2,3,75,7,84,1.45e-09,47.4
OANT_RS08865,BAB_RS23000,54.545,88,40,0,1,88,1,88,1.11e-28,95.5
OANT_RS08870,BAB_RS22995,93.768,353,22,0,1,353,1,353,0.0,677
OANT_RS08885,BAB_RS22990,82.297,209,37,0,1,209,1,209,1.18e-133,370
OANT_RS08890,BAB_RS22985,95.890,73,3,0,1,73,1,73,5.10e-45,135
OANT_RS08895,BAB_RS22980,91.129,372,33,0,1,372,1,372,0.0,712
OANT_RS08900,BAB_RS22975,95.181,415,20,0,1,415,1,415,0.0,841
OANT_RS08905,BAB_RS32730,95.775,142,6,0,87,228,1,142,4.44e-99,281
OANT_RS08910,BAB_RS29650,49.657,437,212,3,1,432,1,434,1.34e-142,412
OANT_RS08920,BAB_RS26995,33.645,107,64,2,1,100,1,107,1.08e-12,63.2
OANT_RS08925,BAB_RS22960,76.206,311,74,0,1,311,1,311,7.76e-178,491
OANT_RS08930,BAB_RS22950,97.996,549,11,0,1,549,1,549,0.0,1105
OANT_RS08945,BAB_RS22940,91.685,445,37,0,1,445,1,445,0.0,826
OANT_RS08950,BAB_RS22935,94.393,107,6,0,1,107,1,107,3.00e-71,204
OANT_RS08955,BAB_RS22930,93.548,341,22,0,1,341,1,341,0.0,644
OANT_RS08960,BAB_RS22925,95.710,303,13,0,1,303,1,303,0.0,606
OANT_RS08965,BAB_RS22920,91.640,311,26,0,1,311,1,311,0.0,524
OANT_RS08970,BAB_RS22915,90.291,412,38,2,1,412,1,410,0.0,738
OANT_RS08975,BAB_RS22910,87.004,277,36,0,1,277,1,277,0.0,518
OANT_RS08995,BAB_RS22905,58.088,136,53,1,16,151,3,134,1.13e-41,132
OANT_RS09000,BAB_RS22900,86.864,236,31,0,1,236,1,236,8.37e-154,423
OANT_RS09005,BAB_RS22895,82.463,268,47,0,1,268,1,268,8.51e-170,466
OANT_RS09010,BAB_RS22890,80.000,220,37,2,1,219,1,214,1.48e-122,343
OANT_RS09020,BAB_RS30255,36.759,253,142,5,3,244,16,261,1.03e-36,127
OANT_RS09025,BAB_RS22885,91.228,456,40,0,1,456,1,456,0.0,826
OANT_RS09030,BAB_RS22880,94.220,346,20,0,1,346,1,346,0.0,654
OANT_RS09035,BAB_RS22875,92.481,133,10,0,1,133,1,133,7.14e-87,246
OANT_RS09040,BAB_RS22870,91.598,607,48,1,1,604,1,607,0.0,1144
OANT_RS09045,BAB_RS22865,94.515,474,26,0,1,474,1,474,0.0,883
OANT_RS09050,BAB_RS22860,92.017,476,38,0,1,476,6,481,0.0,887
OANT_RS09055,BAB_RS22855,95.278,360,17,0,1,360,1,360,0.0,687
OANT_RS09060,BAB_RS22850,90.792,467,43,0,1,467,1,467,0.0,831
OANT_RS09065,BAB_RS22845,94.286,385,22,0,1,385,1,385,0.0,731
OANT_RS09070,BAB_RS22840,87.936,373,45,0,3,375,7,379,0.0,649
OANT_RS09075,BAB_RS22835,94.268,471,24,1,1,468,1,471,0.0,862
OANT_RS09080,BAB_RS22830,92.500,320,24,0,1,320,2,321,0.0,584
OANT_RS09085,BAB_RS22825,88.961,308,34,0,1,308,1,308,0.0,530
OANT_RS09090,BAB_RS22820,90.032,311,31,0,1,311,1,311,0.0,574
OANT_RS09095,BAB_RS22815,98.182,440,8,0,1,440,1,440,0.0,857
OANT_RS09100,BAB_RS22810,94.885,567,26,3,1,565,1,566,0.0,903
OANT_RS09105,BAB_RS22805,85.714,287,40,1,1,287,1,286,0.0,503
OANT_RS09110,BAB_RS22800,93.728,287,18,0,1,287,1,287,0.0,561
OANT_RS09115,BAB_RS22795,93.346,541,36,0,1,541,1,541,0.0,977
OANT_RS09120,BAB_RS22790,85.873,722,98,4,1,721,1,719,0.0,1244
OANT_RS09125,BAB_RS22785,82.906,234,40,0,1,234,1,234,3.64e-151,417
OANT_RS09130,BAB_RS28585,28.862,246,159,5,3,236,5,246,1.04e-28,105
OANT_RS09140,BAB_RS22780,90.461,608,58,0,1,608,1,608,0.0,1120
OANT_RS09145,BAB_RS22775,92.606,284,21,0,1,284,1,284,0.0,532
OANT_RS09150,BAB_RS22770,83.590,195,31,1,1,195,1,194,1.91e-116,326
OANT_RS09160,BAB_RS22765,87.143,210,27,0,1,210,20,229,2.05e-131,365
OANT_RS09165,BAB_RS22760,90.303,165,16,0,1,165,1,165,1.02e-111,311
OANT_RS09170,BAB_RS22755,94.104,865,43,3,1,864,1,858,0.0,1633
OANT_RS09175,BAB_RS22750,96.369,358,13,0,1,358,1,358,0.0,704
OANT_RS09180,BAB_RS22745,85.119,168,25,0,1,168,1,168,1.45e-99,281
OANT_RS09185,BAB_RS22740,95.726,468,20,0,1,468,1,468,0.0,916
OANT_RS09190,BAB_RS22730,80.673,1278,216,2,1,1278,1,1247,0.0,1995
OANT_RS09195,BAB_RS22725,74.026,77,20,0,1,77,1,77,1.16e-40,125
OANT_RS09200,BAB_RS22720,74.242,66,17,0,1,66,1,66,2.16e-28,93.2
OANT_RS09205,BAB_RS22710,81.959,194,30,2,1,194,1,189,4.01e-114,320
OANT_RS09210,BAB_RS22705,78.696,230,49,0,1,230,34,263,5.84e-129,362
OANT_RS09215,BAB_RS22700,90.759,303,28,0,1,303,1,303,4.57e-173,486
OANT_RS09255,BAB_RS17330,47.561,82,38,2,3,80,6,86,1.14e-14,59.7
OANT_RS09305,BAB_RS20645,25.220,341,233,12,10,340,3,331,2.57e-16,75.5
OANT_RS09315,BAB_RS22695,92.233,103,8,0,1,103,1,103,1.86e-66,192
OANT_RS09320,BAB_RS22690,93.182,264,18,0,1,264,1,264,0.0,518
OANT_RS09325,BAB_RS22685,71.765,170,48,0,3,172,1,170,1.48e-94,268
OANT_RS09330,BAB_RS22680,92.962,341,24,0,33,373,32,372,0.0,642
OANT_RS09335,BAB_RS22675,93.333,300,20,0,1,300,1,300,0.0,557
OANT_RS09340,BAB_RS22670,93.443,61,4,0,1,61,1,61,2.02e-35,110
OANT_RS09345,BAB_RS22665,90.267,524,47,2,1,520,1,524,0.0,932
OANT_RS09350,BAB_RS22660,88.295,393,45,1,1,392,1,393,0.0,729
OANT_RS09355,BAB_RS24745,29.530,149,95,3,3,148,38,179,9.48e-13,60.8
OANT_RS09360,BAB_RS22655,88.294,299,35,0,1,299,1,299,0.0,534
OANT_RS09365,BAB_RS22650,73.754,301,79,0,1,301,1,301,9.64e-153,427
OANT_RS09370,BAB_RS29325,37.059,170,101,3,98,261,282,451,3.52e-29,111
OANT_RS09380,BAB_RS22645,94.069,607,36,0,1,607,1,607,0.0,1202
OANT_RS09385,BAB_RS22640,95.789,190,8,0,1,190,1,190,4.67e-135,372
OANT_RS09390,BAB_RS27225,34.127,126,76,2,1,122,4,126,5.10e-10,53.5
OANT_RS09395,BAB_RS21050,28.213,319,218,6,5,313,4,321,9.45e-32,119
OANT_RS09400,BAB_RS22635,95.710,373,16,0,1,373,1,373,0.0,743
OANT_RS09405,BAB_RS22630,83.459,133,22,0,1,133,1,133,2.86e-82,234
OANT_RS09410,BAB_RS22625,91.837,245,20,0,1,245,1,245,2.67e-155,428
OANT_RS09415,BAB_RS22620,92.934,651,46,0,1,651,1,651,0.0,1234
OANT_RS09420,BAB_RS22615,91.080,213,19,0,1,213,1,213,2.34e-142,392
OANT_RS09425,BAB_RS22610,94.985,339,17,0,1,339,1,339,0.0,644
OANT_RS09435,BAB_RS22600,92.421,409,31,0,1,409,1,409,0.0,782
OANT_RS09440,BAB_RS22595,57.037,135,58,0,5,139,1,135,6.36e-55,165
OANT_RS09445,BAB_RS22590,87.263,369,47,0,1,369,1,369,0.0,687
OANT_RS09450,BAB_RS22585,74.894,235,59,0,1,235,1,235,1.82e-128,360
OANT_RS09455,BAB_RS22580,90.909,308,28,0,1,308,1,308,0.0,577
OANT_RS09460,BAB_RS22575,69.718,142,43,0,1,142,1,142,1.82e-79,228
OANT_RS09465,BAB_RS25305,39.597,149,88,1,1,147,1,149,3.18e-29,101
OANT_RS09470,BAB_RS22490,66.329,395,133,0,4,398,26,420,0.0,573
OANT_RS09475,BAB_RS22485,88.169,355,42,0,1,355,1,355,0.0,559
OANT_RS09480,BAB_RS22480,86.858,662,85,1,4,665,2,661,0.0,1166
OANT_RS09485,BAB_RS22475,90.811,370,34,0,1,370,1,370,0.0,661
OANT_RS09490,BAB_RS22470,82.770,621,106,1,1,621,1,620,0.0,1077
OANT_RS09495,BAB_RS22465,78.495,279,60,0,1,279,1,279,4.40e-151,420
OANT_RS09500,BAB_RS22460,90.390,333,32,0,1,333,1,333,1.91e-161,451
OANT_RS09505,BAB_RS22455,77.165,254,58,0,1,254,1,254,5.31e-143,398
OANT_RS09510,BAB_RS22450,85.366,369,54,0,8,376,3,371,0.0,679
OANT_RS09515,BAB_RS22445,94.822,309,16,0,1,309,1,309,0.0,560
OANT_RS09520,BAB_RS22435,94.318,264,15,0,113,376,1,264,3.33e-179,495
OANT_RS09525,BAB_RS22430,96.911,259,8,0,1,259,1,259,0.0,516
OANT_RS09530,BAB_RS22425,86.245,269,37,0,1,269,1,269,4.91e-179,490
OANT_RS09540,BAB_RS31800,21.687,498,275,15,5,472,2,414,1.38e-16,78.6
OANT_RS09545,BAB_RS32795,25.572,481,305,13,78,532,65,518,1.12e-28,116
OANT_RS09550,BAB_RS31235,52.000,300,139,3,4,298,10,309,6.02e-104,306
OANT_RS09555,BAB_RS31230,51.393,323,149,4,2,318,6,326,7.93e-106,310
OANT_RS09560,BAB_RS28430,42.642,265,151,1,44,307,48,312,1.10e-69,216
OANT_RS09565,BAB_RS28435,37.295,244,152,1,45,288,43,285,2.69e-49,162
OANT_RS09570,BAB_RS22420,88.571,140,16,0,1,140,1,140,5.54e-90,254
OANT_RS09575,BAB_RS22415,79.330,179,35,2,1,177,1,179,7.17e-100,282
OANT_RS09625,BAB_RS22410,100.000,25,0,0,1,25,1,25,1.26e-11,48.1
OANT_RS09630,BAB_RS22405,89.545,220,23,0,1,220,1,220,7.45e-136,377
OANT_RS09635,BAB_RS22400,88.889,522,58,0,1,522,1,522,0.0,947
OANT_RS09640,BAB_RS22395,70.000,60,18,0,3,62,2,61,3.83e-28,92.4
OANT_RS09645,BAB_RS22390,92.216,334,26,0,1,334,1,334,0.0,604
OANT_RS09650,BAB_RS22385,91.575,273,23,0,1,273,1,273,0.0,506
OANT_RS09655,BAB_RS22380,92.029,276,22,0,1,276,1,276,0.0,513
OANT_RS09660,BAB_RS22370,94.231,104,6,0,1,104,1,104,3.24e-69,202
OANT_RS09665,BAB_RS22365,92.698,315,23,0,1,315,1,315,0.0,584
OANT_RS09670,BAB_RS22360,84.814,619,90,2,1,615,1,619,0.0,972
OANT_RS09675,BAB_RS22355,90.888,845,76,1,1,844,1,845,0.0,1502
OANT_RS09680,BAB_RS22350,58.394,137,56,1,2,138,20,155,3.96e-47,146
OANT_RS09685,BAB_RS22345,82.072,859,146,3,5,860,5,858,0.0,1406
OANT_RS09690,BAB_RS22340,73.958,96,25,0,1,96,1,96,7.63e-46,139
OANT_RS09695,BAB_RS22335,93.651,693,44,0,161,853,1,693,0.0,1364
OANT_RS09700,BAB_RS22325,96.988,332,10,0,1,332,1,332,0.0,666
OANT_RS09710,BAB_RS22320,89.836,305,31,0,1,305,1,305,0.0,553
