Abortus2308,Melitensis16M,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS26320,BME_RS09655,0,598,100,0,598,100
BAB_RS26325,BME_RS09650,1.43e-78,223,99.138,1.42e-78,223,99.138
BAB_RS26330,BME_RS09645,0,912,99.565,0,912,99.565
BAB_RS26335,BME_RS09640,5.7e-39,119,100,5.67e-39,119,100
BAB_RS26340,BME_RS09635,0,597,100,0,597,100
BAB_RS26345,BME_RS09630,0,519,99.222,0,519,99.222
BAB_RS26350,BME_RS09620,9.21e-58,169,100,9.16e-58,169,100
BAB_RS26375,BME_RS10635,7.42e-09,53.5,86.667,7.71e-09,53.5,86.667
BAB_RS26385,BME_RS10625,0,614,99.042,0,614,99.042
BAB_RS26390,BME_RS10620,0,632,100,0,632,100
BAB_RS26395,BME_RS10615,5.76e-176,483,85.479,6.7e-176,483,85.479
BAB_RS26400,BME_RS10610,0,696,100,0,696,100
BAB_RS26405,BME_RS10605,0,1033,99.044,0,1033,99.044
BAB_RS26410,BME_RS10595,3.79e-136,382,100,1.93e-136,382,100
BAB_RS26415,BME_RS10590,2.54e-153,419,100,2.52e-153,419,100
BAB_RS26420,BME_RS10585,0,494,100,0,494,100
BAB_RS26425,BME_RS10580,0,522,99.612,0,522,99.612
BAB_RS26430,BME_RS10575,0,596,100,0,596,100
BAB_RS26435,BME_RS10570,0,1099,99.629,0,1099,99.629
BAB_RS26440,BME_RS10565,0,798,99.233,0,798,99.233
BAB_RS26445,BME_RS10560,0,906,99.552,0,906,99.552
BAB_RS26450,BME_RS10555,0,545,100,0,545,100
BAB_RS26455,BME_RS10550,0,545,100,0,545,100
BAB_RS26460,BME_RS10545,4.94e-55,162,94.681,5.18e-55,162,94.681
BAB_RS26465,BME_RS10540,3.45e-101,285,96.599,3.33e-101,285,96.599
BAB_RS26470,BME_RS10535,4.67e-148,407,99.526,4.64e-148,407,99.526
BAB_RS26475,BME_RS10530,0,494,99.593,0,494,99.593
BAB_RS26480,BME_RS16955,0,848,99.519,0,848,99.519
BAB_RS26485,BME_RS10515,0,588,99.051,0,588,99.051
BAB_RS26490,BME_RS10510,0,786,99.507,0,786,99.507
BAB_RS26495,BME_RS10505,0,510,100,0,510,100
BAB_RS26500,BME_RS10500,5.13e-177,482,99.16,5.11e-177,482,99.16
BAB_RS26505,BME_RS10495,4.98e-115,319,99.375,4.95e-115,319,99.375
BAB_RS26510,BME_RS10490,0,496,99.184,0,496,99.184
BAB_RS26515,BME_RS10485,0,493,100,0,493,100
BAB_RS26520,BME_RS10480,0,1483,99.863,0,1483,99.863
BAB_RS26525,BME_RS10475,0,816,99.287,0,816,99.287
BAB_RS26530,BME_RS10470,0,526,100,0,526,100
BAB_RS26540,BME_RS10460,0,1838,99.89,0,1838,99.89
BAB_RS26545,BME_RS10455,1.69e-58,174,89.474,3.01e-57,171,89.474
BAB_RS26550,BME_RS10450,2.73e-45,135,98.507,2.72e-45,135,98.507
BAB_RS26555,BME_RS10445,8.45e-174,474,100,8.4e-174,474,100
BAB_RS26560,BME_RS10440,0,707,99.719,0,707,99.719
BAB_RS26565,BME_RS10435,5.54e-158,432,100,5.51e-158,432,100
BAB_RS26570,BME_RS10430,3.09e-11,47,100,3.07e-11,47,100
BAB_RS26575,BME_RS10425,1.08e-85,242,100,1.07e-85,242,100
BAB_RS26580,BME_RS10420,0,602,99.662,0,602,99.662
BAB_RS26585,BME_RS10415,0,511,99.225,0,511,99.225
BAB_RS26590,BME_RS10410,0,671,99.698,0,671,99.698
BAB_RS26595,BME_RS10405,3.63e-93,261,100,3.61e-93,261,100
BAB_RS26600,BME_RS10400,9.61e-117,323,100,9.56e-117,323,100
BAB_RS26605,BME_RS10395,0,718,100,0,718,100
BAB_RS26610,BME_RS10390,0,3266,99.937,0,3266,99.937
BAB_RS26615,BME_RS10385,0,1003,100,0,1003,100
BAB_RS26620,BME_RS10380,0,936,100,0,936,100
BAB_RS26625,BME_RS10375,0,773,99.478,0,773,99.478
BAB_RS26630,BME_RS10370,1.04e-125,347,99.419,1.03e-125,347,99.419
BAB_RS26635,BME_RS10365,0,748,99.723,0,748,99.723
BAB_RS26640,BME_RS10360,0,758,97.423,0,758,97.423
BAB_RS26645,BME_RS10355,0,585,99.649,0,585,99.649
BAB_RS26650,BME_RS10350,0,493,100,0,493,100
BAB_RS26655,BME_RS10345,1.59e-36,113,100,1.58e-36,113,100
BAB_RS26660,BME_RS10340,0,684,99.135,0,684,99.135
BAB_RS26665,BME_RS10335,4.94e-180,490,99.58,4.92e-180,490,99.58
BAB_RS26670,BME_RS10330,0,1741,99.759,0,1741,99.759
BAB_RS26675,BME_RS10325,1.22e-83,236,100,1.21e-83,236,100
BAB_RS26680,BME_RS10320,1.52e-72,207,100,1.51e-72,207,100
BAB_RS26685,BME_RS10315,8.31e-178,484,99.58,8.26e-178,484,99.58
BAB_RS26690,BME_RS10310,0,844,99.515,0,844,99.515
BAB_RS26695,BME_RS10305,0,612,100,0,612,100
BAB_RS26700,BME_RS10300,0,1036,99.609,0,1036,99.609
BAB_RS26705,BME_RS10295,0,668,100,0,668,100
BAB_RS26710,BME_RS10290,2.93e-108,301,100,2.92e-108,301,100
BAB_RS26715,BME_RS10285,0,658,99.695,0,658,99.695
BAB_RS26720,BME_RS10280,0,728,99.716,0,728,99.716
BAB_RS26725,BME_RS10275,1.06e-91,257,100,1.05e-91,257,100
BAB_RS26730,BME_RS10270,1.87e-174,496,89.781,1.22e-174,496,89.781
BAB_RS26735,BME_RS10265,2.05e-165,452,98.673,2.04e-165,452,98.673
BAB_RS26740,BME_RS10260,0,799,99.743,0,799,99.743
BAB_RS26745,BME_RS10255,0,1274,99.516,0,1274,99.516
BAB_RS26750,BME_RS10250,0,1003,99.597,0,1003,99.597
BAB_RS26755,BME_RS10245,0,1298,99.387,0,1298,99.387
BAB_RS26760,BME_RS10240,9.07e-152,416,99.057,9.02e-152,416,99.057
BAB_RS26765,BME_RS10235,5.07e-152,416,100,5.04e-152,416,100
BAB_RS26770,BME_RS10230,0,602,96.393,0,602,96.393
BAB_RS26775,BME_RS10225,2.26e-178,487,98.805,2.25e-178,487,98.805
BAB_RS26780,BME_RS10220,1.3e-157,432,100,1.3e-157,432,100
BAB_RS26785,BME_RS10215,0,704,99.721,0,704,99.721
BAB_RS26790,BME_RS10210,1.39e-168,460,99.111,1.38e-168,460,99.111
BAB_RS26795,BME_RS10205,1.46e-44,134,100,1.46e-44,134,100
BAB_RS26800,BME_RS15735,7.78e-81,232,99.145,5.67e-81,232,99.145
BAB_RS26805,BME_RS15730,0,733,99.728,0,733,99.728
BAB_RS26810,BME_RS15725,2.41e-175,478,99.573,2.4e-175,478,99.573
BAB_RS26815,BME_RS15720,0,608,100,0,608,100
BAB_RS26820,BME_RS15715,0,797,98.753,0,797,98.753
BAB_RS26825,BME_RS15710,0,767,99.735,0,767,99.735
BAB_RS26830,BME_RS15705,0,1133,99.476,0,1133,99.476
BAB_RS26835,BME_RS15700,0,622,99.667,0,622,99.667
BAB_RS26840,BME_RS15695,1.35e-160,440,99.533,1.59e-160,440,99.533
BAB_RS26845,BME_RS15690,0,800,99.242,0,800,99.242
BAB_RS26850,BME_RS15685,0,681,99.697,0,681,99.697
BAB_RS26855,BME_RS15680,0,875,99.546,0,875,99.546
BAB_RS26860,BME_RS15675,0,668,100,0,668,100
BAB_RS26865,BME_RS15670,0,714,99.713,0,714,99.713
BAB_RS26870,BME_RS15665,0,953,99.787,0,953,99.787
BAB_RS26875,BME_RS15660,0,714,99.15,0,714,99.15
BAB_RS26880,BME_RS15655,0,540,100,0,540,100
BAB_RS26885,BME_RS15650,0,579,99.327,0,579,99.327
BAB_RS26890,BME_RS15645,0,738,99.728,0,738,99.728
BAB_RS26895,BME_RS15640,0,706,95.161,0,706,95.161
BAB_RS26905,BME_RS15635,4.49e-130,373,98.947,5.77e-130,373,98.947
BAB_RS26910,BME_RS15630,0,506,100,0,506,100
BAB_RS26915,BME_RS15625,0,538,100,0,538,100
BAB_RS26920,BME_RS15620,1.48e-102,288,97.902,1.19e-102,288,97.902
BAB_RS26925,BME_RS15615,0,699,99.438,0,699,99.438
BAB_RS26930,BME_RS17485,8.15e-135,377,99.471,1.39e-134,377,99.471
BAB_RS26940,BME_RS15600,1.84e-79,226,100,1.83e-79,226,100
BAB_RS26945,BME_RS15595,3.1e-103,289,99.346,3.08e-103,289,99.346
BAB_RS26955,BME_RS15590,1.57e-149,416,99.512,2.12e-149,416,99.512
BAB_RS26960,BME_RS15585,0,591,100,0,591,100
BAB_RS26965,BME_RS15580,0,538,99.618,0,538,99.618
BAB_RS26970,BME_RS15575,3.37e-116,329,100,1.28e-123,348,94.505
BAB_RS26975,BME_RS15570,0,768,99.481,0,768,99.481
BAB_RS26980,BME_RS15565,1.19e-146,402,99.502,1.18e-146,402,99.502
BAB_RS26985,BME_RS15560,0,657,100,0,657,100
BAB_RS26990,BME_RS15555,6.89e-87,246,96.947,6.74e-87,246,96.947
BAB_RS26995,BME_RS15550,0,655,99.693,0,655,99.693
BAB_RS27000,BME_RS15545,0,494,99.2,0,494,99.2
BAB_RS27005,BME_RS15540,0,928,99.372,0,928,99.372
BAB_RS27010,BME_RS17475,1.68e-41,125,100,1.67e-41,125,100
BAB_RS27015,BME_RS15535,0,693,99.415,0,693,99.415
BAB_RS27020,BME_RS15530,4.09e-108,300,100,4.06e-108,300,100
BAB_RS27025,BME_RS15525,0,866,99.307,0,866,99.307
BAB_RS27030,BME_RS15520,6.53e-158,432,99.524,6.5e-158,432,99.524
BAB_RS27035,BME_RS15515,0,641,99.688,0,641,99.688
BAB_RS27040,BME_RS15510,0,527,99.62,0,527,99.62
BAB_RS27045,BME_RS15505,0,543,100,0,543,100
BAB_RS27050,BME_RS15500,0,860,99.764,0,860,99.764
BAB_RS27055,BME_RS15495,9.46e-62,194,100,9.4e-62,194,100
BAB_RS27060,BME_RS15490,4.96e-92,258,99.206,4.93e-92,258,99.206
BAB_RS27065,BME_RS15485,5.43e-102,285,100,5.4e-102,285,100
BAB_RS27070,BME_RS15480,4e-76,217,100,3.98e-76,217,100
BAB_RS27075,BME_RS15475,0,527,100,0,527,100
BAB_RS27080,BME_RS15470,1.18e-107,300,99.363,1.17e-107,300,99.363
BAB_RS27085,BME_RS15465,1.11e-168,469,100,1.23e-168,469,100
BAB_RS27095,BME_RS15460,5.79e-135,372,99.462,5.76e-135,372,99.462
BAB_RS27100,BME_RS15455,0,493,99.587,0,493,99.587
BAB_RS27105,BME_RS15450,3.79e-118,327,100,3.77e-118,327,100
BAB_RS27110,BME_RS15445,2.62e-174,476,99.187,2.6e-174,476,99.187
BAB_RS27115,BME_RS15440,2.74e-91,256,98.438,2.72e-91,256,98.438
BAB_RS27120,BME_RS15435,1.21e-99,278,99.275,1.2e-99,278,99.275
BAB_RS27125,BME_RS15430,0,587,100,0,587,100
BAB_RS27130,BME_RS15425,0,827,100,0,827,100
BAB_RS27135,BME_RS15420,0,573,100,0,573,100
BAB_RS27140,BME_RS15415,0,539,100,0,539,100
BAB_RS27150,BME_RS15405,1.35e-137,379,98.958,1.34e-137,379,98.958
BAB_RS27155,BME_RS15395,1.04e-142,455,99.554,2.94e-143,455,99.554
BAB_RS27165,BME_RS15390,1.19e-95,268,100,1.19e-95,268,100
BAB_RS27170,BME_RS15385,2.35e-54,159,100,2.33e-54,159,100
BAB_RS27180,BME_RS15375,0,541,99.63,0,541,99.63
BAB_RS27185,BME_RS15370,0,616,99.346,0,616,99.346
BAB_RS27190,BME_RS15365,0,1008,100,0,1008,100
BAB_RS27195,BME_RS15355,0,694,99.71,0,694,99.71
BAB_RS27200,BME_RS15350,0,879,98.845,0,879,98.845
BAB_RS27205,BME_RS15345,0,565,100,0,565,100
BAB_RS27210,BME_RS17445,1.14e-47,142,100,1.13e-47,142,100
BAB_RS27215,BME_RS15340,2.04e-157,433,99.065,2.04e-157,433,99.065
BAB_RS27220,BME_RS15335,5.86e-165,450,99.541,5.83e-165,450,99.541
BAB_RS27225,BME_RS15330,1.93e-146,402,99.512,1.92e-146,402,99.512
BAB_RS27230,BME_RS15325,0,1004,99.602,0,1004,99.602
BAB_RS27235,BME_RS15320,0,744,99.734,0,744,99.734
BAB_RS27240,BME_RS15315,4.92e-167,456,98.701,4.89e-167,456,98.701
BAB_RS27245,BME_RS15310,0,813,99.515,0,813,99.515
BAB_RS27250,BME_RS15305,1.21e-55,162,100,1.2e-55,162,100
BAB_RS27255,BME_RS15300,3.09e-90,254,100,3.08e-90,254,100
BAB_RS27260,BME_RS15295,0,947,100,0,947,100
BAB_RS27265,BME_RS15290,2.44e-57,167,100,2.43e-57,167,100
BAB_RS27270,BME_RS15285,0,1065,99.817,0,1065,99.817
BAB_RS27275,BME_RS15280,9.7e-66,189,100,9.65e-66,189,100
BAB_RS27280,BME_RS15275,0,563,98.936,0,563,98.936
BAB_RS27285,BME_RS15270,0,665,100,0,665,100
BAB_RS27290,BME_RS15265,0,2001,99.691,0,2001,99.691
BAB_RS27295,BME_RS15260,2.47e-164,449,100,2.46e-164,449,100
BAB_RS27300,BME_RS15255,2.61e-132,365,98.387,2.6e-132,365,98.387
BAB_RS27305,BME_RS15250,6.34e-116,321,100,6.31e-116,321,100
BAB_RS27310,BME_RS15245,0,1121,99.484,0,1121,99.484
BAB_RS27315,BME_RS15240,2.43e-135,373,99.465,2.42e-135,373,99.465
BAB_RS27320,BME_RS15235,0,1022,99.206,0,1022,99.206
BAB_RS27330,BME_RS15230,0,650,99.688,0,650,99.688
BAB_RS27335,BME_RS15225,0,588,99.659,0,588,99.659
BAB_RS27340,BME_RS15220,0,1213,99.511,0,1213,99.511
BAB_RS27345,BME_RS15215,0,881,99.329,0,881,99.329
BAB_RS27350,BME_RS15210,0,540,99.628,0,540,99.628
BAB_RS27355,BME_RS15205,8.77e-60,173,100,8.72e-60,173,100
BAB_RS27360,BME_RS15200,0,520,100,0,520,100
BAB_RS27365,BME_RS15195,0,909,99.552,0,909,99.552
BAB_RS27370,BME_RS15190,0,685,100,0,685,100
BAB_RS27375,BME_RS15185,9.17e-55,160,98.718,9.12e-55,160,98.718
BAB_RS27380,BME_RS15180,0,1255,100,0,1255,100
BAB_RS27385,BME_RS15175,0,665,99.099,0,665,99.099
BAB_RS27390,BME_RS15170,0,763,97.917,0,763,97.917
BAB_RS27395,BME_RS15165,0,584,100,0,584,100
BAB_RS27400,BME_RS15155,0,1026,99.605,0,1026,99.605
BAB_RS27405,BME_RS15150,0,746,93.606,0,746,93.606
BAB_RS27415,BME_RS15145,0,852,99.528,0,852,99.528
BAB_RS27420,BME_RS15140,7.26e-111,308,100,7.22e-111,308,100
BAB_RS27425,BME_RS15130,0,895,99.776,0,895,99.776
BAB_RS27430,BME_RS15125,2.48e-168,459,100,2.47e-168,459,100
BAB_RS27435,BME_RS15120,9.31e-95,266,100,9.25e-95,266,100
BAB_RS27440,BME_RS15115,5.03e-112,311,100,5e-112,311,100
BAB_RS27450,BME_RS15110,0,1230,99.836,0,1230,99.836
BAB_RS27455,BME_RS15105,0,654,100,0,654,100
BAB_RS27460,BME_RS15100,0,656,99.684,0,656,99.684
BAB_RS27465,BME_RS11630,0,825,99.274,0,825,99.274
BAB_RS27470,BME_RS11635,2.17e-148,407,100,2.16e-148,407,100
BAB_RS27475,BME_RS11640,3.53e-94,264,100,3.51e-94,264,100
BAB_RS27480,BME_RS11645,3.79e-96,270,97.778,3.77e-96,270,97.778
BAB_RS27485,BME_RS11650,0,1385,99.852,0,1385,99.852
BAB_RS27490,BME_RS11655,0,818,100,0,818,100
BAB_RS27495,BME_RS11660,0,545,99.621,0,545,99.621
BAB_RS27510,BME_RS17055,0,1020,99.608,0,1020,99.608
BAB_RS27515,BME_RS11675,0,608,100,0,608,100
BAB_RS27520,BME_RS11680,0,587,99.685,0,587,99.685
BAB_RS27525,BME_RS11685,5.72e-82,232,100,5.69e-82,232,100
BAB_RS27530,BME_RS11690,4.56e-157,430,99.545,4.54e-157,430,99.545
BAB_RS27535,BME_RS11695,0,656,100,0,656,100
BAB_RS27540,BME_RS11700,0,598,99.66,0,598,99.66
BAB_RS27545,BME_RS11705,0,661,99.691,0,661,99.691
BAB_RS27550,BME_RS11710,0,738,97.889,0,738,97.889
BAB_RS27555,BME_RS11715,0,523,100,0,523,100
BAB_RS27560,BME_RS11720,2.47e-49,146,100,2.46e-49,146,100
BAB_RS27565,BME_RS11725,2.57e-57,167,98.824,2.55e-57,167,98.824
BAB_RS27570,BME_RS11730,0,687,99.705,0,687,99.705
BAB_RS27575,BME_RS11735,0,645,99.383,0,645,99.383
BAB_RS27580,BME_RS11740,0,514,98.444,0,514,98.444
BAB_RS27585,BME_RS11745,0,508,100,0,508,100
BAB_RS27590,BME_RS11750,0,1217,99.15,0,1217,99.15
BAB_RS27600,BME_RS17060,0,527,100,0,527,100
BAB_RS27605,BME_RS17075,5.13e-94,269,100,2.7e-94,269,100
BAB_RS27610,BME_RS11765,5.19e-49,145,100,5.16e-49,145,100
BAB_RS27615,BME_RS11770,0,822,98.601,0,822,98.601
BAB_RS27620,BME_RS11775,9.62e-98,274,100,9.56e-98,274,100
BAB_RS27625,BME_RS11780,0,921,100,0,921,100
BAB_RS27630,BME_RS11785,0,889,99.772,0,889,99.772
BAB_RS27635,BME_RS11790,7.19e-168,458,100,7.15e-168,458,100
BAB_RS27640,BME_RS11795,7.84e-119,328,100,7.8e-119,328,100
BAB_RS27645,BME_RS11800,0,607,99.331,0,607,99.331
BAB_RS27650,BME_RS11805,4.2e-73,208,100,4.17e-73,208,100
BAB_RS27655,BME_RS11810,6.86e-49,145,100,6.83e-49,145,100
BAB_RS27660,BME_RS11815,0,601,100,0,601,100
BAB_RS27665,BME_RS11820,6.82e-98,274,100,6.78e-98,274,100
BAB_RS27670,BME_RS11825,9.21e-156,427,99.548,9.16e-156,427,99.548
BAB_RS27675,BME_RS11830,0,707,100,0,707,100
BAB_RS27680,BME_RS11835,0,559,99.281,0,559,99.281
BAB_RS27685,BME_RS11840,0,1100,99.624,0,1100,99.624
BAB_RS27690,BME_RS11845,0,637,98.187,0,637,98.187
BAB_RS27695,BME_RS11850,0,559,100,0,559,100
BAB_RS27700,BME_RS11855,3.31e-178,486,100,3.29e-178,486,100
BAB_RS27705,BME_RS11860,0,539,99.631,0,539,99.631
BAB_RS27710,BME_RS11865,0,822,99.751,0,822,99.751
BAB_RS27715,BME_RS11870,0,624,100,0,624,100
BAB_RS27725,BME_RS11880,2.99e-99,278,99.315,2.98e-99,278,99.315
BAB_RS27730,BME_RS11885,0,1171,98.955,0,1171,98.955
BAB_RS27735,BME_RS11890,0,688,99.41,0,688,99.41
BAB_RS27740,BME_RS11895,0,1066,99.807,0,1066,99.807
BAB_RS27750,BME_RS11905,0,1155,99.643,0,1155,99.643
BAB_RS27755,BME_RS11910,6.27e-176,480,99.17,6.24e-176,480,99.17
BAB_RS27760,BME_RS11915,4.56e-70,201,100,4.53e-70,201,100
BAB_RS27765,BME_RS11920,0,671,99.697,0,671,99.697
BAB_RS27770,BME_RS11925,0,635,100,0,635,100
BAB_RS27775,BME_RS11930,0,1234,99.834,0,1234,99.834
BAB_RS27780,BME_RS11935,0,612,99.676,0,612,99.676
BAB_RS27785,BME_RS11940,5.65e-153,419,100,5.62e-153,419,100
BAB_RS27800,BME_RS11955,0,1072,99.811,0,1072,99.811
BAB_RS27805,BME_RS11960,0,772,99.242,0,772,99.242
BAB_RS27810,BME_RS11965,0,598,100,0,598,100
BAB_RS27815,BME_RS11970,4.32e-156,427,99.517,4.3e-156,427,99.517
BAB_RS27820,BME_RS11975,0,1140,99.461,0,1140,99.461
BAB_RS27825,BME_RS11980,0,547,99.624,0,547,99.624
BAB_RS27830,BME_RS15775,0,565,99.644,0,565,99.644
BAB_RS27835,BME_RS17100,0,822,100,0,822,100
BAB_RS27840,BME_RS11995,0,925,99.559,0,925,99.559
BAB_RS27845,BME_RS12000,0,504,99.19,0,504,99.19
BAB_RS27850,BME_RS12005,0,900,100,0,900,100
BAB_RS27855,BME_RS12010,5.62e-134,369,99.451,5.59e-134,369,99.451
BAB_RS27860,BME_RS12015,0,849,100,0,849,100
BAB_RS27865,BME_RS12020,0,807,100,0,807,100
BAB_RS27870,BME_RS12025,9.01e-112,310,99.355,8.96e-112,310,99.355
BAB_RS27875,BME_RS12030,0,587,99.648,0,587,99.648
BAB_RS27880,BME_RS12035,0,783,99.475,0,783,99.475
BAB_RS27885,BME_RS12040,0,1592,100,0,1592,100
BAB_RS27890,BME_RS12045,1.66e-62,181,96.97,1.7e-62,181,96.97
BAB_RS27895,BME_RS12050,0,781,99.744,0,781,99.744
BAB_RS27900,BME_RS12055,0,670,92.12,0,670,92.12
BAB_RS27905,BME_RS12060,0,2073,100,0,2073,100
BAB_RS27910,BME_RS12065,0,508,100,0,508,100
BAB_RS27915,BME_RS12070,0,676,99.417,0,676,99.417
BAB_RS27920,BME_RS12075,0,779,100,0,779,100
BAB_RS27925,BME_RS12080,3.26e-174,476,99.587,3.24e-174,476,99.587
BAB_RS27930,BME_RS12085,0,610,99.66,0,610,99.66
BAB_RS27935,BME_RS12090,0,1009,98.039,0,1009,98.039
BAB_RS27940,BME_RS12095,1.32e-82,251,100,6.58e-83,251,100
BAB_RS27945,BME_RS12100,0,630,99.032,0,630,99.032
BAB_RS27950,BME_RS12105,0,866,99.766,0,866,99.766
BAB_RS27955,BME_RS12110,0,917,99.355,0,917,99.355
BAB_RS27960,BME_RS12115,5.39e-74,211,100,5.36e-74,211,100
BAB_RS27965,BME_RS12120,0,758,99.73,0,758,99.73
BAB_RS27970,BME_RS12125,5.19e-99,277,99.31,5.16e-99,277,99.31
BAB_RS27975,BME_RS12130,0,626,100,0,626,100
BAB_RS27980,BME_RS12135,0,736,99.441,0,736,99.441
BAB_RS27985,BME_RS12140,7.33e-100,279,97.872,7.29e-100,279,97.872
BAB_RS27995,BME_RS12150,2.68e-11,47.4,96,2.66e-11,47.4,96
BAB_RS28000,BME_RS12155,7.13e-127,350,100,7.09e-127,350,100
BAB_RS28005,BME_RS12160,0,660,99.088,0,660,99.088
BAB_RS28010,BME_RS12165,6.85e-174,474,99.573,6.81e-174,474,99.573
BAB_RS28015,BME_RS12170,3.34e-42,127,100,3.32e-42,127,100
BAB_RS28020,BME_RS12175,0,747,99.459,0,747,99.459
BAB_RS28025,BME_RS12180,0,712,99.714,0,712,99.714
BAB_RS28030,BME_RS12185,0,1260,99.525,0,1260,99.525
BAB_RS28035,BME_RS12190,0,706,100,0,706,100
BAB_RS28040,BME_RS12195,1.31e-111,310,100,1.31e-111,310,100
BAB_RS28045,BME_RS12200,1.74e-100,281,100,1.73e-100,281,100
BAB_RS28050,BME_RS12205,3.37e-100,280,100,3.35e-100,280,100
BAB_RS28055,BME_RS12210,2.57e-151,414,100,2.56e-151,414,100
BAB_RS28060,BME_RS12215,0,665,99.698,0,665,99.698
BAB_RS28065,BME_RS12220,2.53e-49,146,100,2.51e-49,146,100
BAB_RS28070,BME_RS12225,5.13e-83,235,100,5.1e-83,235,100
BAB_RS28075,BME_RS12230,0,1392,100,0,1392,100
BAB_RS28080,BME_RS12235,0,924,99.785,0,924,99.785
BAB_RS28085,BME_RS12240,0,1229,100,0,1229,100
BAB_RS28090,BME_RS12245,1.42e-145,399,99.487,1.42e-145,399,99.487
BAB_RS28095,BME_RS12250,7.62e-45,134,98.529,7.58e-45,134,98.529
BAB_RS28100,BME_RS12255,0,680,100,0,680,100
BAB_RS28105,BME_RS12260,0,732,99.435,0,732,99.435
BAB_RS28110,BME_RS12265,7.76e-107,298,100,7.72e-107,298,100
BAB_RS28115,BME_RS12270,0,519,99.219,0,519,99.219
BAB_RS28120,BME_RS12275,0,508,99.606,0,508,99.606
BAB_RS28125,BME_RS12280,0,634,99.051,0,634,99.051
BAB_RS28130,BME_RS12285,0,643,100,0,643,100
BAB_RS28135,BME_RS12290,0,1025,99.602,0,1025,99.602
BAB_RS28140,BME_RS12295,0,1046,99.807,0,1046,99.807
BAB_RS28145,BME_RS12300,6.76e-158,432,100,6.72e-158,432,100
BAB_RS28150,BME_RS12305,0,1028,99.416,0,1028,99.416
BAB_RS28155,BME_RS12310,0,668,100,0,668,100
BAB_RS28160,BME_RS12315,1.86e-23,94.7,67.164,2.69e-23,94.4,67.164
BAB_RS28165,BME_RS12320,0,603,100,0,603,100
BAB_RS28180,BME_RS12330,0,912,99.55,0,912,99.55
BAB_RS28185,BME_RS12335,4.02e-100,280,100,4e-100,280,100
BAB_RS28190,BME_RS12340,0,692,99.702,0,692,99.702
BAB_RS28195,BME_RS12345,0,989,99.587,0,989,99.587
BAB_RS28200,BME_RS12350,0,559,99.267,0,559,99.267
BAB_RS28210,BME_RS12355,3.14e-111,308,99.324,3.12e-111,308,99.324
BAB_RS28225,BME_RS12365,0,1295,99.683,0,1295,99.683
BAB_RS28230,BME_RS12370,0,634,100,0,634,100
BAB_RS28235,BME_RS12375,0,504,100,0,504,100
BAB_RS28240,BME_RS12380,0,1525,98.814,0,1525,98.814
BAB_RS28245,BME_RS12385,0,837,99.754,0,837,99.754
BAB_RS28250,BME_RS12390,0,1039,100,0,1039,100
BAB_RS28255,BME_RS12395,1.28e-150,413,100,1.27e-150,413,100
BAB_RS28265,BME_RS12405,5.68e-69,197,98.947,5.65e-69,197,98.947
BAB_RS28270,BME_RS12410,1.21e-39,121,92.188,1.2e-39,121,92.188
BAB_RS28275,BME_RS12415,3.92e-77,219,99.083,3.9e-77,219,99.083
BAB_RS28280,BME_RS12420,1.65e-180,491,100,1.64e-180,491,100
BAB_RS28285,BME_RS12425,3.08e-138,380,100,3.06e-138,380,100
BAB_RS28290,BME_RS12430,4.76e-13,51.6,100,4.73e-13,51.6,100
BAB_RS28295,BME_RS12435,0,648,99.689,0,648,99.689
BAB_RS28305,BME_RS12445,0,699,100,0,699,100
BAB_RS28310,BME_RS12450,0,1724,99.882,0,1724,99.882
BAB_RS28315,BME_RS12455,7.2e-178,484,99.58,7.16e-178,484,99.58
BAB_RS28320,BME_RS12460,0,556,100,0,556,100
BAB_RS28325,BME_RS12465,0,584,99.673,0,584,99.673
BAB_RS28330,BME_RS12470,0,1816,95.785,0,1805,95.153
BAB_RS28335,BME_RS12475,4.43e-108,301,99.338,4.4e-108,301,99.338
BAB_RS28340,BME_RS12480,6.94e-87,244,100,6.9e-87,244,100
BAB_RS28345,BME_RS12485,2.52e-94,265,99.27,2.51e-94,265,99.27
BAB_RS28350,BME_RS12490,5.7e-92,259,100,5.66e-92,259,100
BAB_RS28360,BME_RS12495,6.82e-165,455,100,1.02e-164,455,100
BAB_RS28365,BME_RS12500,0,1466,99.727,0,1466,99.727
BAB_RS28370,BME_RS12505,0,816,99.252,0,816,99.252
BAB_RS28375,BME_RS12510,0,521,100,0,521,100
BAB_RS28380,BME_RS12515,0,766,100,0,766,100
BAB_RS28385,BME_RS12520,1.81e-66,191,100,1.8e-66,191,100
BAB_RS28390,BME_RS12525,0,1011,99.396,0,1011,99.396
BAB_RS28395,BME_RS12530,0,793,99.491,0,793,99.491
BAB_RS28400,BME_RS12535,0,612,99.67,0,612,99.67
BAB_RS28405,BME_RS12540,3.22e-41,141,100,3.2e-41,141,100
BAB_RS28410,BME_RS12545,0,536,98.929,0,536,98.929
BAB_RS28415,BME_RS12550,8.12e-33,127,100,8.06e-33,127,100
BAB_RS28420,BME_RS12555,6.54e-95,266,99.242,6.5e-95,266,99.242
BAB_RS28435,BME_RS12570,0,560,98.621,0,560,98.621
BAB_RS28440,BME_RS12575,0,525,100,0,525,100
BAB_RS28445,BME_RS12580,0,530,100,0,530,100
BAB_RS28450,BME_RS12585,0,800,99.482,0,800,99.482
