Abortus2308,S_meliloti,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS28550,SMc03059,6.93e-152,424,70.27,3.49e-152,424,70.27
BAB_RS28555,SMc03068,0,964,77.612,0,964,77.612
BAB_RS28560,SMc03069,1.23e-74,223,54.545,8.51e-80,236,54.545
BAB_RS28565,SMc03070,0,793,75.356,0,793,75.356
BAB_RS28575,SMc01212,2.55e-12,65.5,30.435,1.68e-14,71.2,29.064
BAB_RS28580,SMc01883,1.19e-09,48.9,36.667,6.18e-10,48.9,36.667
BAB_RS28585,SMc00559,1.39e-37,130,36.327,2.09e-43,144,37.551
BAB_RS28605,SMc00761,0,592,67.056,0,592,67.056
BAB_RS28615,SMc00762,0,692,68.936,0,692,68.936
BAB_RS28630,SMc00820,3.3e-131,374,59.133,1.63e-131,374,59.133
BAB_RS28635,SMc00378,0,596,62.402,0,591,62.402
BAB_RS28640,SMc00825,0,718,73.523,0,702,73.523
BAB_RS28645,SMc00826,9.46e-97,281,62.041,6.46e-100,288,62.041
BAB_RS28670,SM_b20056,1.12e-180,501,69.006,0,501,69.006
BAB_RS28675,SM_b20057,0,525,82.175,3.4e-176,489,83.758
BAB_RS28680,SM_b20058,4.88e-136,382,76.892,2.47e-136,382,76.892
BAB_RS28685,SM_b21155,0,525,55.828,0,549,56.033
BAB_RS28690,SM_b21139,4.53e-35,115,49.107,2.17e-32,107,49.107
BAB_RS28695,SM_b21150,1.31e-49,163,36.782,9.48e-51,165,37.402
BAB_RS28700,SM_b21149,2.01e-49,163,33.094,1.03e-49,163,33.094
BAB_RS28705,SM_b21151,6.03e-33,125,27.735,3.37e-33,125,27.735
BAB_RS28710,SM_b21159,6.85e-42,141,39.844,1.87e-41,139,43.781
BAB_RS28720,SM_b21158,3.12e-50,165,37.5,3.34e-54,174,37.5
BAB_RS28730,SM_b21134,2.72e-95,283,48.013,1.6e-95,283,48.013
BAB_RS28740,SMc00670,1.8e-87,263,53.878,6.81e-88,263,53.878
BAB_RS28745,SMc00671,6.82e-80,241,57.778,3.24e-80,241,57.778
BAB_RS28755,SMc01970,6.49e-111,320,61.922,1.69e-104,303,61.922
BAB_RS28765,SMc01582,0,510,65.526,4.01e-172,482,65.526
BAB_RS28770,SMc01594,0,607,65.556,0,634,65.556
BAB_RS28780,SMc01602,5.23e-65,202,38.214,2.74e-65,202,38.214
BAB_RS28785,SMc00914,3.47e-80,250,38.765,1.73e-80,250,38.765
BAB_RS28795,SMc02047,5.2e-106,314,49.604,2.7e-106,314,49.604
BAB_RS28800,SMc02048,1.19e-48,149,59.829,5.86e-49,149,59.829
BAB_RS28805,SMc02049,0,998,56.356,0,1012,56.356
BAB_RS28815,SMc02181,0,1867,78.66,0,1937,78.571
BAB_RS28820,SM_b20365,0,592,86.25,0,612,85.928
BAB_RS28825,SM_b20364,0,1135,78.466,0,1139,78.466
BAB_RS28830,SM_b20363,0,575,78.693,0,575,78.693
BAB_RS28835,SM_b20362,1.3e-144,404,72.18,6.52e-145,404,72.18
BAB_RS28840,SMc00432,2.73e-108,311,59.47,1.35e-108,311,59.47
BAB_RS28845,SMc00433,4e-146,410,67.559,9.91e-143,400,67.559
BAB_RS28850,SMc01166,0,746,63.83,0,776,63.83
BAB_RS28855,SMc01165,0,714,56.757,0,714,56.757
BAB_RS28860,SMc01164,5.09e-57,182,37.545,2.63e-57,182,37.545
BAB_RS28865,SM_b20899,1.59e-156,439,73.939,2.6e-171,476,73.939
BAB_RS28870,SM_b20042,6.06e-86,263,43.523,2.46e-88,268,43.523
BAB_RS28880,SM_b20964,1.07e-11,58.9,26.012,6.37e-12,58.9,26.012
BAB_RS28890,SMc01869,0,573,72.772,0,554,72.772
BAB_RS28900,SMc02282,9.19e-13,67.8,26.837,6.94e-12,63.5,27.679
BAB_RS28905,SMc02597,1.44e-08,49.3,27.397,2.9e-10,53.1,25
BAB_RS28915,SMc03200,9.6e-103,308,49.438,2.15e-108,322,49.438
BAB_RS28920,SMc02068,1.06e-88,269,41.53,5.34e-89,269,41.53
BAB_RS28925,SMc00784,6.18e-133,380,56.119,3.18e-133,380,56.119
BAB_RS28930,SMc00775,2.33e-129,388,42.026,2.21e-131,392,41.917
BAB_RS28940,SMc01573,5.18e-30,101,49.524,2.56e-30,101,49.524
BAB_RS28945,SMc03085,1.59e-96,283,59.35,1.46e-98,287,59.35
BAB_RS28950,SMc01609,2.79e-63,189,62.329,1.55e-63,189,62.329
BAB_RS28955,SMc04396,0,709,86.701,0,714,84.466
BAB_RS28960,SMc04395,0,522,85.274,0,522,85.274
BAB_RS28970,SMc04394,1.12e-136,382,95.05,8.12e-137,382,95.05
BAB_RS28975,SMc04393,0,635,83.602,0,635,83.602
BAB_RS28985,SMc00813,0,563,61.013,0,563,61.013
BAB_RS28990,SMc00811,6.54e-107,306,59.833,2.06e-106,304,64.623
BAB_RS28995,SMc00810,8.25e-154,444,70.031,6.19e-161,461,69.789
BAB_RS29000,SMc03894,9.3e-143,398,73.518,4.68e-143,398,73.518
BAB_RS29005,SMc03893,1.95e-130,364,84.513,7.36e-129,360,84.513
BAB_RS29010,SMc03891,9.29e-131,368,76.371,6.78e-135,377,72.763
BAB_RS29015,SM_b20023,0,2038,82.265,0,2021,82.265
BAB_RS29025,SMa1741,7.48e-48,157,38.235,4.17e-48,157,38.235
BAB_RS29045,SMc01971,0,611,62.316,0,610,62.316
BAB_RS29060,SMc03997,8.51e-45,149,39.516,4.39e-45,149,39.516
BAB_RS29065,SMc00042,6.85e-112,322,57.194,3.55e-112,322,57.194
BAB_RS29075,SMc02900,2.44e-19,69.7,68.889,1.22e-19,69.7,68.889
BAB_RS29090,SM_b21281,0,679,80.698,0,679,80.698
BAB_RS29095,SMc01052,1.27e-104,296,70.918,6.26e-105,296,70.918
BAB_RS29100,SMc04179,0,757,63.113,0,708,63.113
BAB_RS29105,SM_b20419,0,520,74.929,0,520,74.929
BAB_RS29110,SM_b20418,0,502,88.298,5.71e-164,453,88.298
BAB_RS29115,SM_b20417,0,522,87.031,0,522,87.031
BAB_RS29120,SM_b20416,0,761,85.343,0,772,85.548
BAB_RS29125,SMc01524,1.03e-121,352,51.734,5.23e-122,352,51.734
BAB_RS29130,SMc01533,0,816,73.797,0,833,73.797
BAB_RS29135,SM_b20784,3.56e-128,360,75.63,1.79e-128,360,75.63
BAB_RS29140,SM_b20785,1.21e-131,369,75.502,2.78e-124,350,75.502
BAB_RS29145,SM_b20786,6.59e-126,361,69.231,1.23e-115,334,69.231
BAB_RS29150,SM_b20787,2.97e-163,452,83.916,4.44e-172,474,83.916
BAB_RS29155,SM_b20568,0,660,83.117,0,660,83.117
BAB_RS29160,SM_b20575,2.15e-130,374,59.544,6.36e-132,377,59.544
BAB_RS29165,SM_b20576,8.81e-109,308,73.171,4.4e-109,308,73.171
BAB_RS29170,SM_b20577,6.2e-145,403,77.143,3.2e-145,403,77.143
BAB_RS29175,SM_b20578,3.38e-69,202,75.2,1.65e-69,202,75.2
BAB_RS29180,SM_b20579,3.64e-118,337,59.925,1.83e-118,337,59.925
BAB_RS29185,SM_b20580,1.31e-170,473,76.412,6.84e-171,473,76.412
BAB_RS29190,SM_b20583,0,523,78.864,0,523,78.864
BAB_RS29200,SM_b20586,7.5e-125,352,68.924,3.7e-125,352,68.924
BAB_RS29215,SM_b20589,0,609,77.945,0,625,77.945
BAB_RS29220,SMa0101,8.96e-62,210,30.667,4.24e-62,210,30.667
BAB_RS29230,SMc02503,0,560,76.374,0,575,76.374
BAB_RS29245,SMc00797,4.47e-132,384,47.229,2.25e-132,384,47.229
BAB_RS29255,SMc01180,5.23e-19,72.4,48.78,9.19e-16,63.2,57.143
BAB_RS29295,SMc01251,1.2e-08,41.2,83.333,6.04e-09,41.2,83.333
BAB_RS29300,SMc01907,0,898,63.225,0,901,62.603
BAB_RS29305,SMc01373,0,654,75.772,0,654,75.772
BAB_RS29310,SMc00347,5.16e-42,135,50.806,2.07e-42,135,50.806
BAB_RS29315,SMc01372,6.01e-21,77,45.882,2.83e-21,77,45.882
BAB_RS29320,SMc01371,3.3e-78,224,86.992,1.66e-78,224,86.992
BAB_RS29325,SMc01370,4.44e-160,458,52.928,2.23e-160,458,52.928
BAB_RS29330,SMc01369,5.32e-31,99.8,89.091,2.67e-31,99.8,89.091
BAB_RS29335,SMc01368,9.55e-137,393,54.09,3.54e-132,381,54.09
BAB_RS29340,SMc01367,3.26e-37,128,40.87,3.44e-41,138,40.87
BAB_RS29345,SMc01366,3.26e-47,148,47.552,1.62e-47,148,47.552
BAB_RS29350,SMc01365,0,954,62.403,0,954,62.403
BAB_RS29355,SMc01364,0,1323,74.263,0,1322,75.058
BAB_RS29365,SMc01363,2.67e-142,407,54.897,1.31e-142,407,54.897
BAB_RS29370,SMc01362,1.02e-84,246,71.579,3.13e-83,242,71.579
BAB_RS29375,SMc01361,0,611,68.779,0,597,68.779
BAB_RS29380,SMc01360,0,528,85.05,0,510,85.05
BAB_RS29385,SMc01359,0,714,65.981,0,717,65.981
BAB_RS29390,SMc01355,8.08e-71,208,66.463,4.14e-71,208,66.463
BAB_RS29395,SMc01354,1.35e-118,335,73.148,6.69e-119,335,73.148
BAB_RS29400,SMc01353,1.61e-45,139,72.632,3.61e-40,125,72.632
BAB_RS29405,SMc01352,0,833,86.004,0,845,86.004
BAB_RS29415,SMc01018,0,1071,76.395,0,1100,75.71
BAB_RS29420,SMc02817,1.81e-69,216,42.23,1.03e-68,213,42.23
BAB_RS29425,SMc01268,3.92e-121,343,70.886,1.97e-121,343,70.886
BAB_RS29430,SMa0113,1.43e-49,179,42.788,1.26e-49,179,42.788
BAB_RS29435,SMc04336,3.22e-46,146,52.121,1.06e-32,110,50.303
BAB_RS29440,SMc00303,2.08e-12,50.8,100,1.04e-12,50.8,100
BAB_RS29445,SMc00613,3.61e-46,154,41.667,9.15e-47,154,41.667
BAB_RS29450,SMc00611,1.02e-153,470,35.906,1.11e-151,464,35.906
BAB_RS29455,SMc00248,6.01e-90,263,62.5,5.47e-97,281,62.5
BAB_RS29460,SMc00232,0,574,65.533,0,587,65.044
BAB_RS29465,SMa0878,0,833,68.092,0,824,68.092
BAB_RS29470,SMc00228,0,892,63.248,0,903,63.248
BAB_RS29475,SMc00227,5.59e-31,102,51.111,2.99e-31,102,51.111
BAB_RS29480,SMc04450,0,1645,69.803,0,1593,69.803
BAB_RS29490,SMc00952,3.23e-78,232,50.472,1.6e-78,232,50.472
BAB_RS29495,SMc00951,0,723,57.333,0,723,57.333
BAB_RS29500,SMc00950,8.74e-72,214,55.866,1.39e-72,216,54.787
BAB_RS29505,SMc00949,1.19e-50,153,64.423,5.81e-51,153,64.423
BAB_RS29510,SMc00316,1.41e-122,360,50.392,7.26e-123,360,50.392
BAB_RS29515,SMc00247,1.17e-108,312,65.812,5.15e-109,312,65.812
BAB_RS29520,SMc00246,2.02e-114,328,68.201,1.39e-114,328,68.201
BAB_RS29530,SMc00245,0,668,65.362,0,668,65.362
BAB_RS29535,SMc00243,4.52e-177,493,72.269,2e-180,501,72.269
BAB_RS29540,SMc00244,1.69e-133,378,71.242,1.2e-149,419,71.242
BAB_RS29545,SMc00242,0,518,69.101,0,518,69.101
BAB_RS29555,SMc03786,8.73e-97,274,83.23,4.39e-97,274,83.23
BAB_RS29560,SMc03787,1.01e-47,145,65.049,5.08e-48,145,65.049
BAB_RS29565,SMc01518,1.09e-43,135,59.223,5.5e-44,135,59.223
BAB_RS29570,SMc00785,5.23e-80,231,73.684,2.64e-80,231,73.684
BAB_RS29575,SMc02318,1.42e-70,207,66.667,7.18e-71,207,66.667
BAB_RS29580,SMc01243,1.14e-10,46.6,80,6.34e-08,38.9,80
BAB_RS29600,SMc03278,3.46e-18,73.9,39.062,1.7e-18,73.9,39.062
BAB_RS29605,SMc03279,5.74e-46,142,54.237,2.02e-40,127,54.237
BAB_RS29610,SM_b21085,3.05e-96,300,35.49,1.61e-96,300,35.49
BAB_RS29625,SM_b20457,2.58e-96,291,44.16,1.22e-96,291,44.16
BAB_RS29640,SM_b20462,3.51e-132,376,58.842,1.83e-132,376,58.842
BAB_RS29645,SM_b20461,1.27e-46,149,45.833,7.14e-47,149,45.833
BAB_RS29650,SMc02641,0,517,58.257,9.75e-176,497,58.257
BAB_RS29655,SM_b20460,0,917,74.573,0,894,74.573
BAB_RS29660,SM_b20459,4.03e-171,476,70.948,2.03e-171,476,70.948
BAB_RS29665,SM_b20458,2.47e-173,483,71.517,1.28e-173,483,71.517
BAB_RS29670,SMc04246,2.72e-18,72,37.008,1.5e-18,72,37.008
BAB_RS29680,SM_b21196,3.23e-176,504,48.295,1.64e-176,504,48.295
BAB_RS29685,SM_b21197,3.6e-136,385,59.609,7.43e-130,369,59.609
BAB_RS29690,SM_b21198,1.03e-126,367,55.937,1.48e-138,396,55.937
BAB_RS29695,SM_b21199,0,734,69.07,0,734,69.07
BAB_RS29700,SMc02566,2.38e-42,139,43.548,1.16e-42,139,43.548
BAB_RS29715,SMa1447,0,592,70.507,0,608,70.507
BAB_RS29720,SMa0095,2.43e-127,366,57.864,8.17e-126,361,57.864
BAB_RS29725,SM_b20595,0,851,76.773,0,849,82.376
BAB_RS29730,SM_b21490,1.58e-51,165,56.061,3.85e-56,176,53.378
BAB_RS29735,SMc03204,0,659,70.13,0,647,70.13
BAB_RS29740,SMc03203,8.49e-173,488,58.933,1.14e-174,492,60
BAB_RS29745,SMc03202,0,571,77.381,0,571,77.381
BAB_RS29750,SMc03201,0,679,80.198,0,679,80.198
BAB_RS29760,SMc02869,0,533,76.577,0,533,76.577
BAB_RS29765,SMc02870,0,568,76.504,0,568,76.504
BAB_RS29770,SMc02871,1.99e-175,483,86.022,1e-175,483,86.022
BAB_RS29775,SMc02872,0,510,80.132,0,510,80.132
BAB_RS29790,SMc02875,1.99e-112,324,56.701,9.96e-113,324,56.701
BAB_RS29795,SMc02876,8.62e-130,365,71.318,4.28e-130,365,71.318
BAB_RS29805,SMc02254,2.91e-41,145,31.3,1.37e-47,161,32.011
BAB_RS29810,SMc02255,5.01e-60,203,35.256,2.22e-60,203,35.256
BAB_RS29830,SMc03184,2.86e-35,115,49.167,2.59e-26,92,49.167
BAB_RS29835,SMc03183,5.72e-37,117,61.364,9.55e-30,98.6,61.364
BAB_RS29840,SMc03182,7.04e-30,104,43.21,8.6e-36,119,43.21
BAB_RS29845,SMc03181,0,597,62.894,0,614,62.894
BAB_RS29850,SMc03180,3.45e-55,165,74.107,1.78e-55,165,74.107
BAB_RS29855,SMc03179,0,1288,67.528,0,1280,67.958
BAB_RS29860,SM_b20991,9.83e-60,200,30.649,2.21e-57,193,30.396
BAB_RS29870,SMc00863,2.73e-13,62,36.029,7.82e-19,76.3,35.766
BAB_RS29910,SMc03797,2.01e-147,415,61.513,1.09e-147,415,61.513
BAB_RS29915,SM_b21091,2.03e-144,407,73.664,1.97e-145,409,73.664
BAB_RS29920,SMc04263,0,718,76.695,0,717,76.695
BAB_RS29930,SMc04054,9.97e-78,233,47.059,4.9e-78,233,47.059
BAB_RS29935,SMc04052,8.61e-60,179,66.892,2.46e-66,195,66.892
BAB_RS29940,SMc04452,0,576,70.69,0,576,71.638
BAB_RS29945,SM_b21412,3.52e-34,113,51.282,2.15e-34,113,51.282
BAB_RS29960,SM_b20219,3.66e-65,200,45.148,1.9e-65,200,45.148
BAB_RS29965,SM_b20218,1e-56,192,34.837,4.83e-57,192,34.837
BAB_RS29970,SMc00564,6.7e-128,368,60.185,6.82e-137,390,59.581
BAB_RS29975,SMc00563,0,522,54.175,0,546,54.309
BAB_RS30000,SMc01911,2.29e-63,187,70.229,1.15e-63,187,70.229
BAB_RS30005,SM_b21204,5.29e-52,175,30.871,1.76e-45,157,30.871
BAB_RS30025,SM_b21208,1.04e-22,90.5,29.353,5.23e-23,90.5,29.353
BAB_RS30030,SM_b21335,3.48e-30,115,29.299,1.3e-23,96.7,29.206
BAB_RS30035,SMa1654,6.19e-86,252,56.221,3.07e-86,252,56.221
BAB_RS30040,SMa1052,1.43e-56,171,60.14,7.07e-57,171,60.14
BAB_RS30045,SMa1053,1.66e-45,142,64.615,1.63e-49,152,64.615
BAB_RS30050,SMa1056,3.06e-41,129,67.391,1.65e-41,129,67.391
BAB_RS30060,SMc01262,6.41e-73,214,59.756,4.84e-66,196,59.756
BAB_RS30075,SMa1454,4.33e-129,370,56.173,5.21e-133,379,56.173
BAB_RS30085,SMc00741,7.63e-58,192,41.667,7.11e-59,194,41.751
BAB_RS30095,SMa1450,0,565,71.501,0,541,71.501
BAB_RS30105,SMa1894,2.2e-83,239,76.552,1.11e-83,239,76.552
BAB_RS30110,SM_b20683,3.05e-46,155,40.996,3.68e-51,167,40.996
BAB_RS30125,SM_b21009,0,650,71.132,0,650,71.132
BAB_RS30150,SM_b21073,5.96e-39,143,27.765,8.93e-39,142,27.93
BAB_RS30155,SM_b20961,4.27e-30,124,23.825,5.72e-30,123,23.558
BAB_RS30160,SM_b21080,1.6e-78,236,53.211,8.66e-79,236,53.211
BAB_RS30165,SM_b21079,2.25e-59,186,39.749,1.09e-59,186,39.749
BAB_RS30210,SMa1371,2.13e-102,301,53.398,2.33e-105,308,53.398
BAB_RS30215,SMa2079,8.21e-122,350,53.822,4.89e-118,339,53.822
BAB_RS30220,SM_b21355,8.71e-29,111,30.539,4.51e-29,111,30.539
BAB_RS30230,SMc03929,4.34e-148,422,58.556,9.18e-150,425,58.556
BAB_RS30290,SMc01812,4.37e-28,111,26.902,1.17e-26,107,26.902
BAB_RS30300,SM_b21184,3.08e-110,326,44.643,2.57e-103,308,44.643
BAB_RS30305,SMa1084,0,1154,69.487,0,1154,69.487
BAB_RS30330,SMc00394,0,932,85.192,0,932,85.192
BAB_RS30335,SMc00395,1.09e-97,280,67.647,5.52e-98,280,67.647
BAB_RS30340,SMc00396,1.87e-69,204,68.056,9.34e-70,204,68.056
BAB_RS30345,SMc00403,2.65e-151,433,52.103,1.33e-151,433,52.103
BAB_RS30360,SMc00819,0,874,82.365,0,874,82.365
BAB_RS30365,SMc00818,5.23e-110,320,53.401,1.17e-104,305,53.401
BAB_RS30375,SMc00815,0,806,83.768,0,823,83.768
BAB_RS30385,SMc00512,2.39e-53,176,42.907,3.48e-62,199,43.44
BAB_RS30395,SM_b21082,1.4e-66,225,39.178,2.47e-63,216,38.63
BAB_RS30420,SMc00486,1.7e-61,196,41.319,5.89e-61,194,43.123
BAB_RS30425,SMa0678,8.42e-13,67.8,24.217,3.75e-13,67.8,24.217
BAB_RS30435,SMa1672,3.23e-58,177,60.759,1.86e-68,202,60.759
BAB_RS30440,SMa1664,1.73e-80,250,42.466,3.14e-79,246,42.318
BAB_RS30470,SMa1751,4.67e-108,310,71.6,3.82e-119,338,71.6
BAB_RS30475,SMa1753,3.78e-179,501,69.054,0,535,69.054
BAB_RS30480,SMa1754,0,503,69.054,0,503,69.054
BAB_RS30485,SMa1755,0,568,79.191,0,568,79.191
BAB_RS30495,SMc01937,4.15e-12,50.1,96,2.08e-12,50.1,96
BAB_RS30505,SM_b21522,3.72e-41,127,77.381,1.81e-41,127,77.381
BAB_RS30510,SM_b21523,9.55e-168,462,83.395,4.8e-168,462,83.395
BAB_RS30515,SM_b21524,3.78e-114,325,65.462,1.91e-114,325,65.462
BAB_RS30540,SMc02910,0,617,67.304,0,629,67.304
BAB_RS30550,SM_b20330,1.17e-175,489,70.37,0,511,70.37
BAB_RS30555,SM_b20329,3.6e-162,448,81.992,1.87e-162,448,81.992
BAB_RS30560,SM_b20328,0,562,78.979,0,562,78.979
BAB_RS30565,SM_b20327,9.27e-125,351,94.581,2.41e-134,375,94.581
BAB_RS30570,SM_b20326,0,521,83.117,0,524,83.117
BAB_RS30585,SMa0005,2.26e-10,59.3,32.5,7.34e-11,59.3,32.5
BAB_RS30610,SMa1285,5.23e-82,239,58.462,2.68e-82,239,58.462
BAB_RS30625,SMa1289,1.8e-49,155,56.081,9.52e-59,177,52.601
BAB_RS30630,SMa1291,0,518,79.385,0,516,79.385
BAB_RS30635,SMa1292,3.03e-153,429,66.337,1.53e-153,429,66.337
BAB_RS30650,SM_b20570,1.38e-10,58.9,27.097,6.63e-11,58.9,27.097
BAB_RS30655,SMa1252,2.42e-159,452,58.987,8.6e-164,463,58.987
BAB_RS30660,SMa1243,1.64e-57,173,56.643,8.16e-55,166,62.185
BAB_RS30670,SMa1188,2.31e-101,299,46.084,1.19e-101,299,46.084
BAB_RS30675,SMa1186,4.86e-77,226,61.326,2.53e-77,226,61.326
BAB_RS30680,SMa1185,9.02e-110,316,68.116,9.17e-94,275,68.116
BAB_RS30685,SMa1184,7.23e-117,337,60.927,3.34e-117,337,60.927
BAB_RS30690,SMa1183,0,570,62.754,0,566,65.311
BAB_RS30695,SMa1182,0,1108,82.473,0,1102,82.473
BAB_RS30700,SMa1179,0,1023,66.488,0,1009,66.712
BAB_RS30725,SMc01503,2.48e-130,387,42.33,1.68e-131,390,41.463
BAB_RS30730,SMa0320,6e-32,115,32.377,8.26e-34,119,32.377
BAB_RS30740,SM_b20930,6.23e-65,201,51.707,2.88e-65,201,51.707
BAB_RS30755,SM_b20483,0,509,68.986,0,509,68.986
BAB_RS30760,SMa1245,4.58e-122,343,75.472,2.14e-122,343,75.472
BAB_RS30765,SMa1247,8.76e-107,311,51.475,1.74e-112,324,51.475
BAB_RS30770,SMa1250,0,629,78.4,0,588,78.4
BAB_RS30780,SMc01203,1.51e-57,177,48.128,2.29e-63,191,48.128
BAB_RS30790,SMa1255,1.41e-30,102,54.878,6.77e-31,102,54.878
BAB_RS30795,SMa1256,6.13e-69,204,58.286,3.1e-69,204,58.286
BAB_RS30800,SMa1259,4.57e-122,361,53.483,6.61e-125,367,52.703
BAB_RS30810,SMa1269,0,850,67.247,0,850,67.247
BAB_RS30815,SMa1272,1.29e-168,464,83.333,6.55e-169,464,83.333
BAB_RS30820,SMa1273,0,810,87.751,0,810,87.751
BAB_RS30825,SMa1276,3.25e-105,294,90.667,1.63e-105,294,90.667
BAB_RS30835,SMa1279,8.31e-66,197,56.284,4.36e-66,197,56.284
BAB_RS30855,SM_b20261,0,572,82.609,0,579,82.609
BAB_RS30860,SM_b20259,0,592,91.25,0,592,91.25
BAB_RS30865,SM_b20258,6.18e-122,343,75.431,2.69e-120,338,75.431
BAB_RS30885,SM_b20101,1.43e-174,489,67.622,8.73e-175,489,67.622
BAB_RS30890,SMa0255,2.67e-125,360,59.327,1.73e-136,387,59.327
BAB_RS30905,SM_b20479,5.47e-91,268,53.435,2.59e-91,268,53.435
BAB_RS30915,SMc02028,1.83e-70,216,42.912,6.5e-73,222,42.912
BAB_RS30920,SMc04034,2.6e-74,229,37.884,1.85e-60,192,37.884
BAB_RS30940,SM_b20773,1.55e-22,89.4,32.258,7.79e-23,89.4,32.258
BAB_RS30945,SMc02892,5.21e-39,145,33.247,7.7e-45,160,33.086
BAB_RS30965,SMc04434,6.25e-22,76.3,88.636,3.14e-22,76.3,88.636
BAB_RS30970,SMc01720,2.66e-38,124,58.475,1.22e-38,124,58.475
BAB_RS30975,SMc01721,0,799,63.607,0,805,62.806
BAB_RS30980,SMc01722,4.92e-124,350,82.673,8.83e-124,348,82.673
BAB_RS30985,SMc01726,0,504,85.121,1.29e-176,486,85.121
BAB_RS30990,SMc01730,2.33e-104,300,62.996,1.29e-104,300,62.996
BAB_RS30995,SMc01731,2.41e-136,384,71.481,8.7e-150,417,71.481
BAB_RS31000,SMc01732,1.97e-172,476,81.053,1.03e-172,476,81.053
BAB_RS31010,SMc01096,0,593,74.809,0,609,74.809
BAB_RS31015,SMc01097,3.31e-16,71.2,28.934,1.85e-20,81.6,28.934
BAB_RS31020,SMc01099,3.29e-122,345,65.587,1.62e-122,345,65.587
BAB_RS31025,SMc01100,2.57e-142,401,66.221,1.31e-142,401,66.221
BAB_RS31030,SMc01101,1.27e-92,265,68.966,6.47e-93,265,68.966
BAB_RS31035,SMc01102,0,516,63.145,0,509,63.145
BAB_RS31040,SMc00345,6.75e-46,140,72.165,3.13e-46,140,72.165
BAB_RS31055,SMc00349,0,1072,86.19,0,1072,86.19
BAB_RS31060,SMc00410,1.18e-133,380,61.3,5.29e-140,396,61.3
BAB_RS31065,SMc00408,2.58e-110,317,67.451,1.34e-120,342,66.288
BAB_RS31070,SMc00407,1.82e-111,317,63.043,5.39e-108,307,63.043
BAB_RS31075,SMc00406,0,506,67.335,0,506,67.335
BAB_RS31080,SMc00405,9.28e-113,325,54.167,4.7e-113,325,54.167
BAB_RS31085,SMc02833,5.57e-129,369,60.635,3.47e-134,382,63.091
BAB_RS31090,SMc02834,9.19e-61,180,70.248,4.65e-61,180,70.248
BAB_RS31095,SMc02835,2.7e-144,409,60.18,3.84e-149,420,60.18
BAB_RS31100,SMc02836,0,722,58.446,0,722,58.446
BAB_RS31105,SMc02837,8.78e-133,374,72.963,1.59e-140,393,72.963
BAB_RS31110,SMc02838,7.06e-118,331,78.922,3.63e-118,331,78.922
BAB_RS31115,SMc00434,3.8e-15,57.8,96.552,1.91e-15,57.8,96.552
BAB_RS31125,SMc00166,1.78e-34,119,36.041,9.78e-35,119,36.041
BAB_RS31145,SMc01813,9.48e-119,339,65.169,4.77e-119,339,65.169
BAB_RS31150,SMc02076,0,620,60.575,0,620,60.575
BAB_RS31160,SMc00032,1.36e-27,96.7,66.667,8.67e-32,107,66.667
BAB_RS31165,SMc00427,0,829,76.311,0,829,76.311
BAB_RS31170,SMc01161,0,544,72.319,0,544,72.319
BAB_RS31175,SMc01156,0,717,67.304,0,717,67.304
BAB_RS31180,SMc01155,4.81e-139,390,74.319,2.42e-139,390,74.319
BAB_RS31185,SMc04121,1.94e-126,353,83.092,9.8e-127,353,83.092
BAB_RS31190,SMc02883,3.09e-21,76.3,60.606,1.6e-21,76.3,60.606
BAB_RS31195,SMc02885,2.42e-107,305,66.512,1.21e-107,305,66.512
BAB_RS31205,SMc02915,1.05e-15,59.3,90,5.3e-16,59.3,90
BAB_RS31215,SMc01974,4.1e-30,109,35.233,1.95e-30,109,35.233
BAB_RS31220,SM_b20378,3.54e-166,476,49.788,4.63e-170,484,49.788
BAB_RS31230,SMa1370,1.61e-102,302,50.314,1.98e-106,311,50.943
BAB_RS31235,SMc03125,4.02e-99,294,50.498,1.97e-99,294,50.498
BAB_RS31260,SM_b21037,6.29e-37,141,28.704,3.11e-37,141,28.704
BAB_RS31300,SM_b20477,8.72e-76,232,42.357,3.27e-79,240,42.675
BAB_RS31305,SMc03272,4.63e-82,246,49.042,1.2e-79,239,49.796
BAB_RS31315,SMc03126,2.05e-101,299,49.842,1.02e-101,299,49.842
BAB_RS31325,SMa0955,5.71e-38,130,35.556,2.78e-38,130,35.556
BAB_RS31365,SMa0950,1.79e-59,193,32.424,1.41e-59,192,32.416
BAB_RS31370,SMa0951,2.78e-68,210,46.939,8.59e-75,226,46.748
BAB_RS31375,SMa0952,1.41e-83,251,48.473,1.82e-77,234,49.59
BAB_RS31385,SMa0956,1.95e-30,119,29.462,1.08e-30,119,29.462
BAB_RS31395,SMc01621,2.35e-55,173,43.721,1.2e-55,173,43.721
BAB_RS31435,SMc03075,1.43e-11,48.5,100,7.21e-12,48.5,100
BAB_RS31440,SMc03221,3.41e-14,56.2,81.579,1.8e-14,56.2,81.579
BAB_RS31455,SMc03074,8.62e-10,44.3,88,4.33e-10,44.3,88
BAB_RS31475,SM_b20994,5.27e-53,163,59.091,3.27e-53,163,59.091
BAB_RS31485,SMc04245,2.83e-116,337,50.716,2.29e-125,360,51.852
BAB_RS31490,SMc04244,3.78e-134,379,67.647,6.28e-133,375,71.371
BAB_RS31495,SMc04243,1.7e-126,359,69.485,1.59e-126,358,69.742
