Melitensis16M,O_anthropi,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BME_RS10715,OANT_RS07385,6.87e-12,62.4,27.755,2.17e-13,66.2,27.692
BME_RS10720,OANT_RS17210,5.74e-18,83.6,24.582,3.71e-18,83.6,24.582
BME_RS10725,OANT_RS08690,0,528,90.747,0,528,90.747
BME_RS10730,OANT_RS08685,0,709,92.347,0,725,92.347
BME_RS10735,OANT_RS08680,0,574,96.129,0,548,96.129
BME_RS10740,OANT_RS08675,1.63e-170,469,95.971,5.57e-171,470,95.971
BME_RS10745,OANT_RS08670,0,786,95.724,0,805,95.724
BME_RS10750,OANT_RS21370,2.64e-122,345,69.672,1.7e-122,345,69.672
BME_RS10755,OANT_RS21365,6.35e-129,365,70.909,4.5e-135,380,70.909
BME_RS10760,OANT_RS21360,6.39e-21,77.8,45.055,3.84e-21,77.8,45.055
BME_RS10785,OANT_RS17360,1.89e-47,171,27.944,1.69e-47,171,27.875
BME_RS10875,OANT_RS16880,1.67e-10,58.2,26.786,1.12e-10,58.2,26.786
BME_RS10880,OANT_RS17675,0,653,92.784,0,638,92.784
BME_RS10885,OANT_RS17670,0,980,92.955,0,980,92.955
BME_RS10890,OANT_RS17665,0,640,92.625,0,618,92.625
BME_RS10900,OANT_RS23210,1.38e-153,503,53.144,5.2e-148,485,53.144
BME_RS10910,OANT_RS21675,9.94e-97,285,56.881,1.1e-90,269,56.881
BME_RS10920,OANT_RS21665,2.58e-112,318,73.617,4.6e-118,333,75.745
BME_RS10925,OANT_RS21660,0,637,84.097,0,644,84.367
BME_RS10930,OANT_RS21655,0,635,76.852,0,635,76.852
BME_RS10935,OANT_RS21650,2.84e-101,305,51.981,1.79e-95,290,51.402
BME_RS10940,OANT_RS21645,1.15e-118,331,86.034,6.94e-119,331,86.034
BME_RS10945,OANT_RS21640,9.58e-162,443,95.154,6.09e-162,443,95.154
BME_RS10950,OANT_RS21635,0,693,87.154,0,679,87.154
BME_RS10955,OANT_RS21630,0,808,84.711,0,817,84.711
BME_RS10960,OANT_RS21625,0,622,89.08,0,638,89.08
BME_RS10965,OANT_RS21620,4.97e-74,212,90.351,3.16e-74,212,90.351
BME_RS10970,OANT_RS21615,6.21e-96,271,88.158,3.95e-96,271,88.158
BME_RS10975,OANT_RS21610,6.51e-75,216,84.672,7.44e-75,216,84.672
BME_RS10980,OANT_RS21605,4.06e-57,167,97.727,2.58e-57,167,97.727
BME_RS10990,OANT_RS21600,0,1137,95.791,0,1113,95.791
BME_RS10995,OANT_RS21595,2.47e-171,470,91.765,1.57e-171,470,91.765
BME_RS11000,OANT_RS21590,1.11e-57,172,70.543,6.94e-58,172,70.543
BME_RS11005,OANT_RS21585,1.95e-107,304,75.61,6.24e-110,310,79.024
BME_RS11010,OANT_RS21580,1.9e-80,232,80.38,1.46e-87,249,80.38
BME_RS11015,OANT_RS21575,2.16e-97,276,75.978,1.4e-97,276,75.978
BME_RS11025,OANT_RS21565,5.64e-99,278,93.478,3.41e-99,278,93.478
BME_RS11030,OANT_RS21560,0,499,92.657,0,499,92.657
BME_RS11035,OANT_RS21555,8.4e-168,464,87.356,1.47e-167,463,83.755
BME_RS11040,OANT_RS21550,0,557,83.815,0,556,83.815
BME_RS11045,OANT_RS21540,0,728,86.25,0,728,86.25
BME_RS11050,OANT_RS21535,9.39e-89,252,91.608,9.46e-97,271,91.608
BME_RS11055,OANT_RS21530,2.06e-126,359,71.034,5.55e-145,406,71.034
BME_RS11060,OANT_RS21525,0,581,98.423,0,581,98.423
BME_RS11065,OANT_RS21520,7.05e-11,46.6,100,4.49e-11,46.6,100
BME_RS11070,OANT_RS21515,2.37e-12,50.4,96,1.51e-12,50.4,96
BME_RS11075,OANT_RS21510,1.09e-24,108,85.075,6.49e-25,108,85.075
BME_RS11080,OANT_RS21505,4.24e-18,65.9,92.105,2.69e-18,65.9,92.105
BME_RS11085,OANT_RS21500,1.14e-11,48.5,100,7.25e-12,48.5,100
BME_RS11090,OANT_RS12795,2.11e-10,58.9,33.75,1.87e-10,58.5,33.75
BME_RS11110,OANT_RS25780,5.66e-34,122,66.667,1.17e-33,122,66.667
BME_RS11130,OANT_RS14785,1.22e-73,234,40.134,1.3e-73,234,40.134
BME_RS11150,OANT_RS21410,1.23e-43,146,36.885,2.05e-45,150,37.008
BME_RS11215,OANT_RS15325,1.44e-82,249,44.268,9.17e-83,249,44.268
BME_RS11220,OANT_RS15455,3.45e-67,222,31.346,2.17e-67,222,31.346
BME_RS11260,OANT_RS21220,2.37e-125,367,44.17,4.1e-123,361,44.17
BME_RS11280,OANT_RS09550,9.54e-104,306,52,6.05e-104,306,52
BME_RS11285,OANT_RS09555,1.1e-104,307,51.393,6.88e-105,307,51.393
BME_RS11295,OANT_RS22640,1.46e-143,417,47.945,1.55e-139,406,47.945
BME_RS11315,OANT_RS06760,1.98e-17,63.5,100,1.26e-17,63.5,100
BME_RS11320,OANT_RS06765,1.25e-65,191,85.981,7.94e-66,191,85.981
BME_RS11325,OANT_RS06770,5.57e-147,405,86.239,3.54e-147,405,86.239
BME_RS11330,OANT_RS06780,5.36e-37,115,82.353,3.41e-37,115,82.353
BME_RS11335,OANT_RS06790,1.92e-146,403,94.712,1.23e-146,403,94.712
BME_RS11340,OANT_RS06795,0,516,92.937,0,516,92.937
BME_RS11345,OANT_RS06800,0,983,91.271,0,983,91.271
BME_RS11350,OANT_RS06805,0,754,93.781,0,731,93.781
BME_RS11355,OANT_RS06815,0,1048,96.565,0,1048,96.565
BME_RS11360,OANT_RS06820,2.11e-117,328,90.374,1.34e-117,328,90.374
BME_RS11365,OANT_RS06825,0,921,93.21,0,921,93.21
BME_RS11370,OANT_RS06830,0,521,90.493,0,521,90.493
BME_RS11375,OANT_RS06835,1.02e-86,271,81.41,6.38e-87,271,81.41
BME_RS11380,OANT_RS06840,6.55e-119,336,80.753,2.56e-141,392,80.753
BME_RS11390,OANT_RS06850,2.15e-113,319,71.498,1.37e-113,319,71.498
BME_RS11400,OANT_RS06855,1.15e-15,58.9,100,7.31e-16,58.9,100
BME_RS11405,OANT_RS06860,2.15e-148,408,95.146,1.37e-148,408,95.146
BME_RS11410,OANT_RS06865,7.78e-178,488,92.446,0,508,92.446
BME_RS11415,OANT_RS06870,0,1147,92.282,0,1147,92.282
BME_RS11420,OANT_RS06875,0,611,88.955,0,611,88.955
BME_RS11425,OANT_RS06880,8.14e-84,238,92,5.18e-84,238,92
BME_RS11430,OANT_RS06885,0,552,90.789,0,578,90.789
BME_RS11435,OANT_RS06895,0,508,82.986,0,508,82.986
BME_RS11440,OANT_RS06900,0,677,82.234,0,677,82.234
BME_RS11445,OANT_RS06905,1.26e-167,458,98.261,8.04e-168,458,98.261
BME_RS11450,OANT_RS06910,0,497,92.164,0,497,92.164
BME_RS11455,OANT_RS06915,0,604,89.634,0,604,89.634
BME_RS11460,OANT_RS06920,0,1202,96.844,0,1202,96.844
BME_RS11470,OANT_RS06930,8.58e-67,193,90.099,5.46e-67,193,90.099
BME_RS11475,OANT_RS06935,0,789,94.621,0,766,94.621
BME_RS11480,OANT_RS06940,1.77e-115,322,89.143,1.12e-115,322,89.143
BME_RS11485,OANT_RS06945,0,599,95.752,0,599,95.752
BME_RS11490,OANT_RS06950,0,498,94.422,0,498,94.422
BME_RS11495,OANT_RS06965,8.98e-123,343,83.085,5.71e-123,343,83.085
BME_RS11500,OANT_RS06970,0,751,91.392,0,751,91.392
BME_RS11505,OANT_RS06980,2.24e-124,346,90.217,1.33e-124,346,90.217
BME_RS11510,OANT_RS06995,0,570,97.183,0,570,97.183
BME_RS11515,OANT_RS07000,0,558,96.377,0,558,96.377
BME_RS11520,OANT_RS07010,2.61e-155,427,91.453,2.79e-163,447,91.453
BME_RS11525,OANT_RS07015,0,589,97.973,0,589,97.973
BME_RS11530,OANT_RS07025,3.38e-176,483,94.275,3.89e-172,473,94.275
BME_RS11535,OANT_RS07030,0,1082,85.246,0,1082,85.082
BME_RS11540,OANT_RS07035,3.4e-75,218,86.861,1.75e-83,238,86.861
BME_RS11545,OANT_RS07040,5.8e-24,80.9,95.455,3.69e-24,80.9,95.455
BME_RS11550,OANT_RS07050,3.97e-76,218,92.982,2.53e-76,218,92.982
BME_RS11555,OANT_RS07055,0,566,79.279,0,554,79.279
BME_RS11565,OANT_RS06615,0,792,88.184,0,792,88.184
BME_RS11570,OANT_RS06640,1.56e-152,420,94.69,9.81e-153,420,94.69
BME_RS11575,OANT_RS06645,0,926,93.456,0,926,93.456
BME_RS11580,OANT_RS06650,8.19e-178,486,96.429,5.21e-178,486,96.429
BME_RS11585,OANT_RS06655,0,957,95.325,0,957,95.325
BME_RS11590,OANT_RS06660,0,599,98.107,0,599,98.107
BME_RS11595,OANT_RS06665,0,545,94.056,0,545,94.056
BME_RS11600,OANT_RS06670,0,622,92.262,0,622,92.262
BME_RS11605,OANT_RS06675,0,523,92.199,0,523,92.199
BME_RS11610,OANT_RS06680,0,817,91.757,0,796,91.757
BME_RS11615,OANT_RS06685,0,587,90.06,0,616,90.06
BME_RS11620,OANT_RS06690,0,738,86.567,0,738,86.567
BME_RS11625,OANT_RS06695,9.79e-142,404,61.377,1.24e-137,393,61.377
BME_RS11630,OANT_RS06700,0,661,77.594,0,671,77.594
BME_RS11635,OANT_RS06705,1.38e-124,347,83.5,8.76e-125,347,83.5
BME_RS11660,OANT_RS15480,3.93e-36,127,32.389,2.6e-36,127,32.389
BME_RS11690,OANT_RS07060,9.06e-137,380,83.636,5.76e-137,380,83.636
BME_RS11695,OANT_RS07065,0,582,89.342,0,601,89.342
BME_RS11700,OANT_RS07070,1.49e-173,479,80.952,5.74e-175,482,80.952
BME_RS11705,OANT_RS07085,0,588,87.037,0,588,87.037
BME_RS11710,OANT_RS07090,0,650,90.339,0,652,92.204
BME_RS11715,OANT_RS07095,2.56e-164,452,90.234,4.47e-176,481,90.234
BME_RS11720,OANT_RS25525,7.62e-47,144,94.667,1.05e-46,144,94.667
BME_RS11730,OANT_RS07105,0,674,97.929,0,674,97.929
BME_RS11735,OANT_RS07110,0,525,80.625,0,525,80.625
BME_RS11740,OANT_RS07115,1.09e-168,465,88.845,5.87e-169,465,88.845
BME_RS11745,OANT_RS07120,1.02e-172,473,90.763,6.52e-173,473,90.763
BME_RS11750,OANT_RS07125,0,1333,82.484,0,1333,82.484
BME_RS11765,OANT_RS07140,3.38e-34,108,90.411,1.05e-34,109,90.411
BME_RS11770,OANT_RS07145,0,702,87.955,0,716,94.241
BME_RS11775,OANT_RS07150,1.43e-96,271,98.561,9.12e-97,271,98.561
BME_RS11780,OANT_RS07155,0,902,97.639,0,902,97.639
BME_RS11785,OANT_RS07160,0,820,90.367,0,820,90.367
BME_RS11790,OANT_RS07165,7.82e-144,398,82.511,4.97e-144,398,82.511
BME_RS11795,OANT_RS07170,4.41e-106,297,94.937,3.49e-106,296,94.937
BME_RS11800,OANT_RS07175,0,535,84.615,0,535,84.615
BME_RS11810,OANT_RS07180,1.72e-47,142,98.667,1.09e-47,142,98.667
BME_RS11815,OANT_RS07185,2.11e-179,493,87.162,0,500,87.162
BME_RS11820,OANT_RS07190,1.67e-82,235,84.444,1.06e-82,235,84.444
BME_RS11825,OANT_RS07195,1.33e-153,422,96.833,8.46e-154,422,96.833
BME_RS11830,OANT_RS07200,0,635,89.773,0,635,89.773
BME_RS11835,OANT_RS07205,0,526,93.141,0,526,93.141
BME_RS11840,OANT_RS07210,0,1041,93.609,0,1041,93.609
BME_RS11845,OANT_RS07215,0,567,90.03,0,566,90.03
BME_RS11850,OANT_RS07220,0,548,97.288,0,548,97.288
BME_RS11855,OANT_RS07225,8.51e-164,449,93.361,5.37e-164,449,93.361
BME_RS11860,OANT_RS07230,5.1e-180,493,93.87,3.16e-180,493,93.87
BME_RS11865,OANT_RS07235,0,796,96.01,0,796,96.01
BME_RS11870,OANT_RS07245,0,582,93.069,0,582,93.069
BME_RS11880,OANT_RS07250,1.48e-93,264,94.483,9.45e-94,264,94.483
BME_RS11885,OANT_RS07255,0,978,82.23,0,974,82.23
BME_RS11890,OANT_RS07260,0,648,90.855,0,648,90.855
BME_RS11895,OANT_RS07290,0,905,82.239,0,905,82.239
BME_RS11905,OANT_RS07280,0,1057,91.979,0,1057,91.979
BME_RS11910,OANT_RS07300,5.05e-166,455,96.266,3.66e-166,455,96.266
BME_RS11920,OANT_RS07330,0,594,90.303,0,613,90.303
BME_RS11925,OANT_RS07335,0,533,82.958,0,533,82.958
BME_RS11930,OANT_RS07340,0,1210,97.005,0,1210,97.005
BME_RS11935,OANT_RS07345,2.02e-179,495,83.987,0,512,83.987
BME_RS11940,OANT_RS07350,4.34e-134,372,88.571,2.76e-134,372,88.571
BME_RS11955,OANT_RS07360,0,1002,92.803,0,1002,92.803
BME_RS11960,OANT_RS07365,0,716,91.75,0,716,91.75
BME_RS11965,OANT_RS07370,0,548,91.126,0,548,91.126
BME_RS11970,OANT_RS07390,1.69e-109,309,77.778,5.3e-105,297,77.778
BME_RS11975,OANT_RS07400,0,1112,96.23,0,1112,96.23
BME_RS11980,OANT_RS07405,0,515,92.105,0,515,92.105
BME_RS11995,OANT_RS07420,0,749,80.667,0,749,80.667
BME_RS12000,OANT_RS07425,1.91e-161,444,87.045,6.12e-155,427,87.045
BME_RS12005,OANT_RS07445,0,862,94.57,0,862,94.57
BME_RS12010,OANT_RS07450,5.72e-132,364,97.253,3.64e-132,364,97.253
BME_RS12015,OANT_RS07455,0,799,92.067,0,799,92.067
BME_RS12020,OANT_RS07460,0,660,83.763,0,660,83.763
BME_RS12025,OANT_RS07465,9.58e-104,291,93.506,6.09e-104,291,93.506
BME_RS12030,OANT_RS07470,1.87e-146,409,69.338,2.82e-151,421,70.035
BME_RS12035,OANT_RS07475,0,751,94.488,0,751,94.488
BME_RS12040,OANT_RS07480,0,1409,88.442,0,1409,88.442
BME_RS12045,OANT_RS07485,4.61e-42,130,68.75,2.93e-42,130,68.75
BME_RS12050,OANT_RS07490,1.05e-179,501,75,0,530,75
BME_RS12055,OANT_RS07495,0,562,77.624,0,583,77.624
BME_RS12060,OANT_RS07500,0,1914,91.723,0,1914,91.723
BME_RS12065,OANT_RS07505,2.87e-171,469,91.765,1.83e-171,469,91.765
BME_RS12070,OANT_RS07510,0,623,89.213,0,623,89.213
BME_RS12075,OANT_RS07515,0,729,92.268,0,729,92.268
BME_RS12080,OANT_RS07520,6.53e-154,425,85.95,6.09e-146,404,85.95
BME_RS12085,OANT_RS07525,0,564,92.177,0,564,92.177
BME_RS12090,OANT_RS07530,0,1003,96.275,0,1003,96.275
BME_RS12095,OANT_RS07535,4.89e-77,237,92.623,6.21e-77,237,92.623
BME_RS12100,OANT_RS07540,0,614,95.161,0,588,95.161
BME_RS12105,OANT_RS07545,0,829,94.614,0,812,94.614
BME_RS12110,OANT_RS07565,0,1387,92.177,0,1424,92.177
BME_RS12115,OANT_RS07570,7.37e-69,198,94.118,4.22e-63,183,96.667
BME_RS12120,OANT_RS07575,0,687,88.14,0,687,88.14
BME_RS12125,OANT_RS07580,1.53e-96,272,95.172,9.74e-97,272,95.172
BME_RS12130,OANT_RS07585,0,567,91.176,0,567,91.176
BME_RS12135,OANT_RS07590,0,687,91.899,0,687,91.899
BME_RS12140,OANT_RS07625,2.97e-81,233,79.137,1.86e-81,233,79.137
BME_RS12150,OANT_RS17000,5.02e-11,47,100,3.19e-11,47,100
BME_RS12155,OANT_RS17005,8.74e-110,307,86.705,5.56e-110,307,86.705
BME_RS12160,OANT_RS17010,0,511,80.864,0,513,80.864
BME_RS12165,OANT_RS17015,4.34e-143,397,87.607,4.47e-143,396,87.607
BME_RS12170,OANT_RS17020,2.84e-39,120,90.625,1.81e-39,120,90.625
BME_RS12175,OANT_RS17025,0,717,94.595,0,717,94.595
BME_RS12180,OANT_RS17030,0,635,87.679,0,635,87.679
BME_RS12185,OANT_RS17035,0,973,77.532,0,957,77.581
BME_RS12190,OANT_RS17040,0,677,94.186,0,677,94.186
BME_RS12195,OANT_RS17045,4.05e-82,236,76.027,2.57e-82,236,76.027
BME_RS12200,OANT_RS17050,7.7e-94,265,91.429,4.9e-94,265,91.429
BME_RS12205,OANT_RS17075,1.42e-95,269,94.286,9.02e-96,269,94.286
BME_RS12210,OANT_RS17080,6.5e-143,394,94.03,4.13e-143,394,94.03
BME_RS12215,OANT_RS17090,0,515,87.285,0,503,87.285
BME_RS12220,OANT_RS17095,3.97e-49,146,100,2.53e-49,146,100
BME_RS12225,OANT_RS17100,8.32e-68,197,91.379,1.92e-76,218,91.379
BME_RS12230,OANT_RS17105,0,1309,93.842,0,1279,93.842
BME_RS12235,OANT_RS17110,0,862,94.118,0,862,94.118
BME_RS12240,OANT_RS17115,0,1214,98.191,0,1214,98.191
BME_RS12245,OANT_RS17155,8.57e-123,342,88.718,3.8e-123,342,88.718
BME_RS12255,OANT_RS15050,0,637,92.941,0,637,92.941
BME_RS12260,OANT_RS15055,0,718,96.893,0,718,96.893
BME_RS12265,OANT_RS15060,5.75e-105,293,98,3.65e-105,293,98
BME_RS12270,OANT_RS15065,0,496,93.75,0,496,93.75
BME_RS12275,OANT_RS15070,1.75e-167,460,89.764,1.12e-167,460,89.764
BME_RS12280,OANT_RS15075,0,601,93.038,0,601,93.038
BME_RS12285,OANT_RS15080,0,623,96.452,0,623,96.452
BME_RS12290,OANT_RS15085,0,993,95.817,0,993,95.817
BME_RS12295,OANT_RS15090,0,931,90.909,0,910,90.909
BME_RS12300,OANT_RS15095,5.22e-117,329,87.615,7.47e-120,336,87.615
BME_RS12305,OANT_RS15100,0,989,94.942,0,989,94.942
BME_RS12310,OANT_RS15105,0,659,98.266,0,659,98.266
BME_RS12315,OANT_RS15110,1.16e-22,93.2,65.672,4.95e-23,93.6,65.672
BME_RS12320,OANT_RS15115,0,568,97.527,0,568,97.527
BME_RS12325,OANT_RS15355,0,721,75.157,0,728,75.157
BME_RS12330,OANT_RS15360,0,578,65.982,0,578,65.982
BME_RS12335,OANT_RS15365,1.92e-85,243,86.957,1.22e-85,243,86.957
BME_RS12340,OANT_RS15370,0,623,88.988,0,605,88.988
BME_RS12345,OANT_RS15375,0,865,90.385,0,842,90.578
BME_RS12350,OANT_RS15380,0,694,64.074,0,673,64.074
BME_RS12355,OANT_RS18650,7.88e-77,222,68.493,5.08e-77,222,68.493
BME_RS12430,OANT_RS20870,2.2e-11,47.8,92,1.4e-11,47.8,92
BME_RS12435,OANT_RS20865,0,575,90.966,0,570,90.966
BME_RS12445,OANT_RS20860,4.24e-175,486,72.941,0,503,73.529
BME_RS12450,OANT_RS20845,0,1595,95.3,0,1623,95.3
BME_RS12455,OANT_RS20840,1.16e-169,464,94.958,7.36e-170,464,94.958
BME_RS12460,OANT_RS20835,0,495,88.321,0,495,88.321
BME_RS12465,OANT_RS20830,0,518,95.425,0,521,95.425
BME_RS12470,OANT_RS20820,0,947,55.445,0,980,55.544
BME_RS12475,OANT_RS20815,8.84e-46,144,56.667,7.1e-56,169,56.667
BME_RS12490,OANT_RS18660,2.2e-20,78.2,39.655,1.49e-20,78.2,39.655
BME_RS12505,OANT_RS21120,7.63e-125,364,48.866,4.9e-125,364,48.866
BME_RS12510,OANT_RS21095,7.83e-34,119,32.877,2.62e-33,117,32.877
BME_RS12525,OANT_RS19860,5.23e-108,327,37.398,3.29e-108,327,37.398
BME_RS12530,OANT_RS17280,0,532,65.473,0,532,68.75
BME_RS12535,OANT_RS17285,9.83e-154,431,71.617,7.26e-154,431,71.617
BME_RS12545,OANT_RS17295,6.13e-149,415,79.643,5.61e-146,407,79.643
BME_RS12550,OANT_RS20135,6.01e-23,99,74.603,2.11e-19,87.4,78.431
BME_RS12605,OANT_RS20800,0,1179,94.305,0,1179,94.305
BME_RS12610,OANT_RS20795,0,804,97.761,0,804,97.761
BME_RS12615,OANT_RS20790,0,1463,97.154,0,1463,97.154
BME_RS12620,OANT_RS20785,2.47e-145,401,89.908,2.55e-135,375,89.908
BME_RS12625,OANT_RS20780,3.83e-173,480,79.692,0,501,80.615
BME_RS12630,OANT_RS20485,0,1083,95.463,0,1083,95.463
BME_RS12635,OANT_RS20480,6.84e-87,247,89.706,4.48e-87,247,89.706
BME_RS12640,OANT_RS14815,5.33e-124,346,80,3.36e-124,346,80
BME_RS12645,OANT_RS20475,5.36e-60,177,72.973,3.41e-60,177,72.973
BME_RS12650,OANT_RS20470,0,951,87.313,0,953,87.313
BME_RS12655,OANT_RS20465,0,574,88.788,0,574,88.788
BME_RS12660,OANT_RS20460,6.44e-160,443,87.273,3.85e-164,453,87.273
BME_RS12665,OANT_RS20455,7.57e-127,357,76.096,5.8e-131,367,76.096
BME_RS12670,OANT_RS20450,2.21e-138,386,79.098,1.44e-138,386,79.098
BME_RS12675,OANT_RS20445,5.52e-167,460,84.133,3.51e-167,460,84.133
BME_RS12680,OANT_RS20425,0,580,95.652,0,580,95.652
BME_RS12685,OANT_RS20420,0,1154,92.586,0,1154,92.586
BME_RS12690,OANT_RS20415,2.45e-149,412,91.81,2.95e-149,412,91.81
BME_RS12695,OANT_RS20410,0,946,92.261,0,946,92.261
BME_RS12700,OANT_RS20405,7.18e-161,443,84.739,4.57e-161,443,84.739
BME_RS12705,OANT_RS20395,0,702,84.651,0,701,84.651
BME_RS12710,OANT_RS20360,6.82e-57,168,86.735,4.34e-57,168,86.735
BME_RS12715,OANT_RS20355,2.73e-135,378,75.61,1.73e-135,378,75.61
BME_RS12720,OANT_RS20350,3.97e-102,286,91.447,2.53e-102,286,91.447
BME_RS12725,OANT_RS20325,1.65e-133,375,69.231,6.23e-138,386,69.963
BME_RS12730,OANT_RS20315,4.61e-66,194,73.188,2.79e-66,194,73.188
BME_RS12735,OANT_RS20310,0,760,87.85,0,779,87.85
BME_RS12745,OANT_RS20305,0,959,96.218,0,959,96.218
BME_RS12755,OANT_RS15510,3.56e-44,136,65,2.26e-44,136,65
BME_RS12760,OANT_RS15515,0,613,93.789,0,613,93.789
BME_RS12765,OANT_RS15520,0,909,90.562,0,889,90.562
BME_RS12770,OANT_RS15530,0,897,93.873,0,878,93.873
BME_RS12775,OANT_RS15535,1.45e-139,389,77.823,6.7e-140,389,78.138
BME_RS12780,OANT_RS15540,5.12e-88,250,87.413,3.25e-88,250,87.413
BME_RS12785,OANT_RS15545,0,1198,85.817,0,1220,85.817
BME_RS12790,OANT_RS15550,8.98e-41,125,85.507,5.72e-41,125,85.507
BME_RS12795,OANT_RS15555,0,515,89.931,0,511,89.931
BME_RS12800,OANT_RS20195,0,534,75.291,0,544,75.581
BME_RS12805,OANT_RS20190,0,547,90.291,0,532,90.446
BME_RS12810,OANT_RS20185,2.42e-148,412,80.077,1.54e-148,412,80.077
BME_RS12815,OANT_RS20110,0,910,92.025,0,932,92.025
BME_RS12820,OANT_RS20105,3.36e-85,241,92.683,5.94e-79,225,92.683
BME_RS12825,OANT_RS20100,0,507,92.364,0,507,92.364
BME_RS12835,OANT_RS20090,0,762,93.199,0,762,93.199
BME_RS12840,OANT_RS20085,3.51e-147,409,77.432,1.83e-134,376,77.432
BME_RS12845,OANT_RS20080,0,642,89.714,0,631,89.714
BME_RS12850,OANT_RS20075,0,531,93.174,0,553,93.174
BME_RS12855,OANT_RS20070,0,597,80.682,0,597,80.682
BME_RS12860,OANT_RS20065,7.43e-103,288,88.535,4.72e-103,288,88.535
BME_RS12870,OANT_RS20060,0,715,88.832,0,715,88.832
BME_RS12875,OANT_RS20055,0,550,92.027,0,550,92.027
BME_RS12880,OANT_RS20050,0,556,93.75,0,556,93.75
BME_RS12885,OANT_RS20045,9.89e-179,492,86.622,2.76e-171,473,86.622
BME_RS12890,OANT_RS20035,1.65e-80,231,76.821,2.56e-69,202,75.497
BME_RS12895,OANT_RS20030,0,681,88.432,0,680,88.432
BME_RS12900,OANT_RS20020,0,845,91.264,0,845,91.264
BME_RS12905,OANT_RS20000,8.71e-127,357,73.077,5.73e-127,357,73.077
BME_RS12910,OANT_RS19995,2.35e-177,487,87.5,1.46e-177,487,87.5
BME_RS12915,OANT_RS19955,0,629,84.722,0,629,84.722
BME_RS12920,OANT_RS25860,3.99e-30,96.7,100,2.54e-30,96.7,100
BME_RS12925,OANT_RS19940,0,709,94.823,0,709,94.823
BME_RS12930,OANT_RS19935,1.48e-78,224,90.164,9.44e-79,224,90.164
BME_RS12935,OANT_RS19930,0,1746,93.255,0,1710,93.255
BME_RS12940,OANT_RS19855,3.97e-117,325,96.341,2.53e-117,325,96.341
BME_RS12945,OANT_RS19850,0,2272,91.687,0,2294,91.687
BME_RS12950,OANT_RS19845,0,681,95.894,0,681,95.894
BME_RS12955,OANT_RS19840,0,1194,82.891,0,1202,82.891
BME_RS12960,OANT_RS19835,0,660,92.068,0,660,92.068
BME_RS12965,OANT_RS19830,1.04e-179,492,87.218,6.71e-180,492,87.218
BME_RS12970,OANT_RS19820,0,525,91.822,0,525,91.822
BME_RS12975,OANT_RS19815,0,535,84.615,0,520,84.615
BME_RS12980,OANT_RS19810,0,1135,89.292,0,1127,89.292
BME_RS12985,OANT_RS19805,0,1162,88.449,0,1162,88.449
BME_RS12990,OANT_RS19800,1.44e-180,495,87.365,0,495,87.365
BME_RS12995,OANT_RS19795,0,558,90.09,0,589,90.09
BME_RS13000,OANT_RS19790,0,528,76.536,0,540,76.471
BME_RS13005,OANT_RS19785,0,537,86.288,0,537,86.288
BME_RS13010,OANT_RS19780,3.57e-131,362,95.109,2.27e-131,362,95.109
BME_RS13015,OANT_RS19775,8.84e-124,343,94.286,5.63e-124,343,94.286
BME_RS13020,OANT_RS19770,0,691,87.234,0,684,86.62
BME_RS13025,OANT_RS25855,6e-40,128,49.645,9.75e-35,114,50.37
BME_RS13030,OANT_RS19765,0,833,77.799,0,833,77.799
BME_RS13035,OANT_RS19760,1.16e-82,239,65.318,7.36e-83,239,65.318
BME_RS13045,OANT_RS19755,0,617,88.034,0,612,88.034
BME_RS13050,OANT_RS19750,0,511,70.3,0,511,70.3
BME_RS13055,OANT_RS19745,0,619,88.757,0,619,88.757
BME_RS13060,OANT_RS19740,0,671,83.971,0,672,83.971
BME_RS13065,OANT_RS19730,1.81e-66,194,82.883,9.91e-67,194,82.883
BME_RS13070,OANT_RS19725,3.77e-70,202,85.965,2.4e-70,202,85.965
BME_RS13075,OANT_RS19720,4.2e-135,379,69.549,1.61e-131,370,69.549
BME_RS13080,OANT_RS19715,7.49e-104,291,88.535,4.76e-104,291,88.535
BME_RS13085,OANT_RS19710,0,799,93.447,0,799,93.447
BME_RS13090,OANT_RS19705,0,575,97.945,0,575,97.945
BME_RS13095,OANT_RS19700,0,565,96.246,0,565,96.246
BME_RS13100,OANT_RS19695,0,690,91.105,0,690,91.105
BME_RS13110,OANT_RS19690,0,837,90.733,0,837,90.733
BME_RS13115,OANT_RS19685,6.09e-175,478,96.25,3.87e-175,478,96.25
BME_RS13120,OANT_RS19680,0,766,79.07,0,735,79.457
BME_RS13125,OANT_RS19675,0,499,94.071,0,499,94.071
BME_RS13130,OANT_RS19670,1.86e-141,392,90.708,1.68e-141,392,90.708
BME_RS13135,OANT_RS19665,8.97e-175,479,92.218,5.71e-175,479,92.218
BME_RS13140,OANT_RS19660,0,2254,92.487,0,2251,92.487
BME_RS13145,OANT_RS19655,2.29e-122,341,96.023,1.27e-122,341,96.023
BME_RS13150,OANT_RS19625,1.58e-176,483,94.048,1.01e-176,483,94.048
BME_RS13155,OANT_RS19620,0,544,86.751,0,545,86.751
BME_RS13160,OANT_RS19615,0,530,92.188,0,530,92.188
BME_RS13165,OANT_RS19610,0,520,84.127,0,518,84.127
BME_RS13175,OANT_RS19530,5.39e-78,224,82.836,3.43e-78,224,82.836
