Abortus2308,O_anthropi,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS26570,OANT_RS22095,4.86e-11,47,100,3.07e-11,47,100
BAB_RS26575,OANT_RS22090,1.69e-85,242,100,1.07e-85,242,100
BAB_RS26580,OANT_RS22085,0,540,87.838,0,540,87.838
BAB_RS26585,OANT_RS22080,1.93e-160,442,86.1,1.03e-160,443,86.1
BAB_RS26590,OANT_RS22075,0,517,74.924,0,517,74.924
BAB_RS26595,OANT_RS22070,2.15e-58,174,76.154,4.69e-51,155,76.336
BAB_RS26600,OANT_RS22065,1.21e-107,301,91.667,7.65e-108,301,91.667
BAB_RS26605,OANT_RS22060,0,658,93.983,0,658,93.983
BAB_RS26610,OANT_RS22055,0,3157,95.704,0,3130,95.704
BAB_RS26615,OANT_RS22050,0,912,95.661,0,912,95.661
BAB_RS26620,OANT_RS22045,0,798,83.047,0,724,83.047
BAB_RS26625,OANT_RS22040,0,524,75.35,0,536,76.724
BAB_RS26635,OANT_RS03530,1.01e-84,257,43.675,1.79e-80,246,45.051
BAB_RS26640,OANT_RS03525,2.91e-64,207,38.488,1.54e-63,205,39.007
BAB_RS26645,OANT_RS03520,1.86e-28,107,26.441,1.16e-30,113,27.797
BAB_RS26650,OANT_RS03515,1.6e-42,141,34.703,9.44e-43,141,34.703
BAB_RS26660,OANT_RS03510,6.7e-11,59.7,24.528,4.63e-11,59.3,24.528
BAB_RS26665,OANT_RS03500,3.05e-16,72.4,27.679,1.88e-16,72.4,27.679
BAB_RS26670,OANT_RS03495,9.49e-180,534,38.396,5.75e-180,534,38.396
BAB_RS26685,OANT_RS03480,1.23e-22,89.7,43.636,5.46e-23,90.1,43.636
BAB_RS26690,OANT_RS22035,0,766,87.621,0,766,87.621
BAB_RS26695,OANT_RS22030,0,571,92.593,0,571,92.593
BAB_RS26700,OANT_RS22020,0,687,64.015,0,649,64.595
BAB_RS26705,OANT_RS22015,0,577,89.189,0,597,89.189
BAB_RS26710,OANT_RS22010,1.39e-89,255,83.553,4.22e-84,240,83.553
BAB_RS26715,OANT_RS22005,0,588,91.793,0,562,94.118
BAB_RS26720,OANT_RS22000,0,637,86.364,0,637,86.364
BAB_RS26725,OANT_RS21995,2.3e-78,224,85.6,9.18e-69,199,84.921
BAB_RS26730,OANT_RS21985,0,917,89.813,0,917,89.813
BAB_RS26735,OANT_RS21980,1.87e-131,367,76.623,1.21e-131,367,76.623
BAB_RS26740,OANT_RS21975,0,672,88.064,0,699,88.064
BAB_RS26745,OANT_RS21970,0,1149,89.542,0,1132,90.894
BAB_RS26750,OANT_RS21960,0,711,70.414,0,684,70.437
BAB_RS26755,OANT_RS21955,0,923,75.264,0,865,75.566
BAB_RS26760,OANT_RS21950,9.4e-142,391,92.453,4.9e-137,379,94.03
BAB_RS26765,OANT_RS21945,5.94e-113,318,74.877,3.76e-113,318,74.877
BAB_RS26770,OANT_RS21940,0,594,91.803,0,594,91.803
BAB_RS26775,OANT_RS21935,4.37e-154,426,88.845,1.8e-147,409,88.845
BAB_RS26780,OANT_RS21930,3.56e-136,379,90.308,9.34e-144,397,90.308
BAB_RS26785,OANT_RS21925,0,582,88.579,0,604,88.579
BAB_RS26790,OANT_RS21920,2.31e-146,404,84.444,1.46e-146,404,84.444
BAB_RS26795,OANT_RS21915,3.63e-33,105,89.855,2.48e-33,105,89.855
BAB_RS26805,OANT_RS21910,0,634,88.828,0,647,88.828
BAB_RS26810,OANT_RS21905,8.48e-144,398,86.58,1.48e-148,410,86.58
BAB_RS26815,OANT_RS21900,0,584,93.939,0,584,93.939
BAB_RS26820,OANT_RS21895,0,628,79.5,0,608,79.5
BAB_RS26825,OANT_RS21890,0,743,95.491,0,743,95.491
BAB_RS26830,OANT_RS21880,0,734,66.003,0,738,67
BAB_RS26835,OANT_RS21870,0,545,84.95,0,545,84.95
BAB_RS26840,OANT_RS21865,2.76e-127,357,76.636,2.05e-127,357,76.636
BAB_RS26845,OANT_RS21860,0,603,75.689,0,603,75.689
BAB_RS26850,OANT_RS21855,0,560,79.091,0,560,79.091
BAB_RS26855,OANT_RS21850,0,608,70.045,0,619,70.045
BAB_RS26860,OANT_RS21845,0,681,85.185,0,681,85.185
BAB_RS26865,OANT_RS21840,6.48e-177,492,69.653,1.23e-180,501,69.653
BAB_RS26870,OANT_RS21830,0,847,91.684,0,885,91.684
BAB_RS26875,OANT_RS21825,0,677,92.918,0,677,92.918
BAB_RS26880,OANT_RS21820,0,504,93.75,0,504,93.75
BAB_RS26885,OANT_RS21815,0,561,95.96,0,561,95.96
BAB_RS26890,OANT_RS21810,0,704,93.46,0,704,93.46
BAB_RS26895,OANT_RS21805,0,624,83.155,0,615,82.927
BAB_RS26905,OANT_RS21800,1.94e-113,332,85.789,1.09e-113,332,85.789
BAB_RS26910,OANT_RS21795,3.48e-121,343,69.323,2.29e-121,343,69.323
BAB_RS26915,OANT_RS21790,2.79e-164,452,78.846,1.77e-164,452,78.846
BAB_RS26920,OANT_RS21785,2.6e-81,234,79.562,1.33e-81,234,79.562
BAB_RS26925,OANT_RS21780,0,655,91.831,0,655,91.831
BAB_RS26930,OANT_RS21775,1.11e-21,87.8,58.75,1.3e-21,87.8,58.75
BAB_RS26940,OANT_RS21770,1.12e-72,209,91.304,7.07e-73,209,91.304
BAB_RS26945,OANT_RS21765,3.35e-74,216,80.392,3.5e-74,215,80.392
BAB_RS26955,OANT_RS21760,1.08e-106,308,67.965,9.27e-107,308,67.965
BAB_RS26960,OANT_RS21755,0,564,94.138,0,564,94.138
BAB_RS26965,OANT_RS21750,3.72e-179,490,87.405,2.36e-179,490,87.405
BAB_RS26970,OANT_RS21745,2.22e-164,451,90.123,1.41e-164,451,90.123
BAB_RS26975,OANT_RS21740,0,837,92.715,0,837,92.715
BAB_RS26980,OANT_RS21735,3.87e-109,308,81.095,8.94e-103,291,81.095
BAB_RS26995,OANT_RS08920,2.14e-12,63.2,33.645,1.08e-12,63.2,33.645
BAB_RS27015,OANT_RS14315,1.16e-120,349,53.313,7.51e-121,349,53.313
BAB_RS27020,OANT_RS23865,2.35e-19,76.3,38.636,1.48e-19,76.3,38.636
BAB_RS27025,OANT_RS15215,1.96e-119,352,43.187,5.23e-120,353,43.187
BAB_RS27035,OANT_RS19430,1.49e-76,235,38.438,9.6e-77,235,38.438
BAB_RS27045,OANT_RS02405,2.02e-88,260,47.244,1.29e-88,260,47.244
BAB_RS27050,OANT_RS15865,3.12e-19,86.7,26.185,1.2e-17,81.3,26.126
BAB_RS27060,OANT_RS21730,3.46e-87,246,93.651,2.19e-87,246,93.651
BAB_RS27065,OANT_RS21725,1.65e-97,274,95,1.04e-97,274,95
BAB_RS27070,OANT_RS21720,1.26e-72,209,95.495,8e-73,209,95.495
BAB_RS27075,OANT_RS21715,0,516,96.183,0,516,96.183
BAB_RS27080,OANT_RS21710,1.69e-96,273,93.125,6.9e-97,273,93.125
BAB_RS27085,OANT_RS21705,0,536,93.972,0,536,93.972
BAB_RS27095,OANT_RS21700,1.59e-112,316,80.097,1.34e-120,336,83.495
BAB_RS27100,OANT_RS21695,1.08e-170,467,93.388,6.85e-171,467,93.388
BAB_RS27105,OANT_RS21690,1.68e-90,258,86.585,1.48e-99,280,86.585
BAB_RS27110,OANT_RS21685,8.95e-159,437,97.391,5.46e-168,460,96.341
BAB_RS27120,OANT_RS24555,5.54e-23,84.7,38.843,3.2e-23,84.7,38.843
BAB_RS27125,OANT_RS17715,4.51e-90,267,44.674,2.93e-90,267,44.674
BAB_RS27165,OANT_RS15275,1.02e-28,99.4,39.535,6.41e-29,99.4,39.535
BAB_RS27170,OANT_RS20220,3.54e-47,142,90.909,2.24e-47,142,90.909
BAB_RS27180,OANT_RS15570,1.51e-180,494,89.259,0,494,89.259
BAB_RS27185,OANT_RS15580,0,590,94.754,0,590,94.754
BAB_RS27190,OANT_RS15585,0,938,94.578,0,938,94.578
BAB_RS27195,OANT_RS15590,0,711,85.61,0,693,85.61
BAB_RS27200,OANT_RS15595,0,809,89.425,0,809,89.425
BAB_RS27205,OANT_RS15600,0,522,90.182,0,522,90.182
BAB_RS27215,OANT_RS15605,6.88e-127,357,78.222,4.56e-127,357,78.222
BAB_RS27220,OANT_RS15610,2.63e-142,393,85.514,1.64e-142,393,85.514
BAB_RS27225,OANT_RS15615,5.95e-123,343,88.293,1.6e-122,342,87.958
BAB_RS27230,OANT_RS15620,0,815,82.42,0,837,82.42
BAB_RS27235,OANT_RS15625,0,640,85.106,0,640,85.106
BAB_RS27240,OANT_RS15630,7.41e-155,426,91.703,4.69e-155,426,91.703
BAB_RS27255,OANT_RS15640,3.66e-72,209,78.03,2.32e-72,209,78.03
BAB_RS27260,OANT_RS15645,0,907,94.168,0,907,94.168
BAB_RS27265,OANT_RS15650,3.13e-47,142,80.952,2.01e-47,142,80.952
BAB_RS27270,OANT_RS15665,0,1037,96.337,0,1037,96.337
BAB_RS27275,OANT_RS15670,3.39e-62,181,93.878,2.14e-62,181,93.878
BAB_RS27280,OANT_RS15680,1.09e-175,483,83.813,6.88e-176,483,83.813
BAB_RS27285,OANT_RS15685,0,534,79.573,0,534,79.573
BAB_RS27290,OANT_RS15695,0,1877,93.416,0,1877,93.416
BAB_RS27295,OANT_RS15700,2.43e-142,394,86.161,1.54e-142,394,86.161
BAB_RS27300,OANT_RS15705,7.01e-81,235,71.429,4.87e-93,266,71.429
BAB_RS27305,OANT_RS15710,1.63e-91,260,78.981,1.03e-91,260,78.981
BAB_RS27310,OANT_RS15715,0,777,81.387,0,783,81.818
BAB_RS27315,OANT_RS15720,5.09e-127,352,93.011,3.22e-127,352,93.011
BAB_RS27320,OANT_RS15725,0,882,85.571,0,867,84.241
BAB_RS27330,OANT_RS15730,0,582,88.438,0,582,88.438
BAB_RS27335,OANT_RS15735,1.09e-178,491,82.105,6.93e-171,471,82.105
BAB_RS27340,OANT_RS15740,0,1063,90.407,0,1066,90.407
BAB_RS27345,OANT_RS15745,0,807,91.946,0,807,91.946
BAB_RS27350,OANT_RS15750,5.54e-158,437,80.303,3.45e-158,437,80.303
BAB_RS27355,OANT_RS15755,5.91e-51,152,85.542,3.74e-51,152,85.542
BAB_RS27360,OANT_RS15760,3.81e-140,391,83.197,1.23e-148,412,83.197
BAB_RS27365,OANT_RS15765,0,820,87.892,0,820,87.892
BAB_RS27370,OANT_RS15770,0,563,80.531,0,563,80.531
BAB_RS27375,OANT_RS15775,7.68e-50,148,87.179,4.86e-50,148,87.179
BAB_RS27380,OANT_RS15780,0,1113,88.057,0,1113,88.057
BAB_RS27385,OANT_RS20685,4.21e-20,89,27.068,2.05e-24,101,27.068
BAB_RS27405,OANT_RS11265,1.15e-122,358,52.339,6.71e-123,358,52.339
BAB_RS27425,OANT_RS16830,8.83e-36,134,30.206,5.52e-41,148,30.206
BAB_RS27430,OANT_RS16835,5.1e-71,213,48.402,3.15e-71,213,48.402
BAB_RS27465,OANT_RS06700,0,643,77.295,0,653,77.295
BAB_RS27470,OANT_RS06705,1.38e-124,347,83.5,8.71e-125,347,83.5
BAB_RS27495,OANT_RS15480,1.1e-36,128,32.389,7.27e-37,128,32.389
BAB_RS27530,OANT_RS07060,2.3e-137,381,84.091,1.45e-137,381,84.091
BAB_RS27535,OANT_RS07065,0,582,89.342,0,601,89.342
BAB_RS27540,OANT_RS07070,5.91e-173,477,80.952,1.67e-174,481,80.952
BAB_RS27545,OANT_RS07085,0,590,87.346,0,590,87.346
BAB_RS27550,OANT_RS07090,0,652,91.384,0,641,93.011
BAB_RS27555,OANT_RS07095,2.56e-164,452,90.234,4.44e-176,481,90.234
BAB_RS27560,OANT_RS25525,7.62e-47,144,94.667,1.04e-46,144,94.667
BAB_RS27570,OANT_RS07105,0,671,97.633,0,671,97.633
BAB_RS27575,OANT_RS07110,0,527,80.938,0,527,80.938
BAB_RS27580,OANT_RS07115,1.26e-168,463,88.142,7.85e-169,463,88.142
BAB_RS27585,OANT_RS07120,1.02e-172,473,90.763,6.48e-173,473,90.763
BAB_RS27590,OANT_RS07125,0,1020,80.272,0,1020,80.272
BAB_RS27600,OANT_RS07130,0,649,75.062,0,649,75.062
BAB_RS27605,OANT_RS07135,9.17e-174,475,92.308,5.8e-174,475,92.308
BAB_RS27610,OANT_RS07140,3.38e-34,108,90.411,1.05e-34,109,90.411
BAB_RS27615,OANT_RS07145,0,700,87.955,0,714,94.241
BAB_RS27620,OANT_RS07150,1.43e-96,271,98.561,9.07e-97,271,98.561
BAB_RS27625,OANT_RS07155,0,902,97.639,0,902,97.639
BAB_RS27630,OANT_RS07160,0,823,90.596,0,823,90.596
BAB_RS27635,OANT_RS07165,7.82e-144,398,82.511,4.95e-144,398,82.511
BAB_RS27640,OANT_RS07170,4.41e-106,297,94.937,3.47e-106,296,94.937
BAB_RS27645,OANT_RS07175,0,540,85.284,0,540,85.284
BAB_RS27655,OANT_RS07180,1.72e-47,142,98.667,1.09e-47,142,98.667
BAB_RS27660,OANT_RS07185,2.11e-179,493,87.162,0,500,87.162
BAB_RS27665,OANT_RS07190,1.67e-82,235,84.444,1.06e-82,235,84.444
BAB_RS27670,OANT_RS07195,2.02e-154,424,97.285,1.27e-154,424,97.285
BAB_RS27675,OANT_RS07200,0,635,89.773,0,635,89.773
BAB_RS27680,OANT_RS07205,0,523,92.419,0,523,92.419
BAB_RS27685,OANT_RS07210,0,1041,93.609,0,1041,93.609
BAB_RS27690,OANT_RS07215,0,571,91.185,0,595,91.185
BAB_RS27695,OANT_RS07220,0,548,97.288,0,548,97.288
BAB_RS27700,OANT_RS07225,8.51e-164,449,93.361,5.34e-164,449,93.361
BAB_RS27705,OANT_RS07230,0,496,94.253,0,496,94.253
BAB_RS27710,OANT_RS07235,0,770,95.761,0,769,95.761
BAB_RS27715,OANT_RS07245,0,582,93.069,0,582,93.069
BAB_RS27725,OANT_RS07250,6.39e-93,263,93.793,4.04e-93,263,93.793
BAB_RS27730,OANT_RS07255,0,1832,86.706,0,1828,86.706
BAB_RS27735,OANT_RS07260,0,641,90.265,0,641,90.265
BAB_RS27740,OANT_RS07290,0,906,82.239,0,906,82.239
BAB_RS27750,OANT_RS07280,0,1058,91.979,0,1058,91.979
BAB_RS27755,OANT_RS07300,1.73e-165,454,95.851,1.29e-165,454,95.851
BAB_RS27765,OANT_RS07330,0,593,90,0,612,90
BAB_RS27770,OANT_RS07335,0,533,82.958,0,533,82.958
BAB_RS27775,OANT_RS07340,0,1209,96.839,0,1209,96.839
BAB_RS27780,OANT_RS07345,6.55e-180,496,84.314,0,513,84.314
BAB_RS27785,OANT_RS07350,4.34e-134,372,88.571,2.75e-134,372,88.571
BAB_RS27800,OANT_RS07360,0,1004,92.992,0,1004,92.992
BAB_RS27805,OANT_RS07365,0,719,91.75,0,719,91.75
BAB_RS27810,OANT_RS07370,0,548,91.126,0,548,91.126
BAB_RS27815,OANT_RS07390,4.73e-109,308,77.249,1.16e-104,296,77.249
BAB_RS27820,OANT_RS07400,0,1093,95.871,0,1092,95.871
BAB_RS27825,OANT_RS07405,0,512,91.729,0,512,91.729
BAB_RS27830,OANT_RS07410,0,939,93.542,0,939,93.542
BAB_RS27835,OANT_RS07415,0,749,90.37,0,726,90.37
BAB_RS27840,OANT_RS07420,0,751,80.889,0,745,80.889
BAB_RS27845,OANT_RS07425,2.84e-161,444,86.64,1.18e-154,427,86.64
BAB_RS27850,OANT_RS07445,0,862,94.57,0,862,94.57
BAB_RS27855,OANT_RS07450,2.18e-131,363,96.703,1.38e-131,363,96.703
BAB_RS27860,OANT_RS07455,0,799,92.067,0,799,92.067
BAB_RS27865,OANT_RS07460,0,660,83.763,0,660,83.763
BAB_RS27870,OANT_RS07465,2.93e-104,292,94.156,1.85e-104,292,94.156
BAB_RS27875,OANT_RS07470,3.19e-145,406,68.99,5.05e-150,418,69.686
BAB_RS27880,OANT_RS07475,0,754,94.751,0,754,94.751
BAB_RS27885,OANT_RS07480,0,1409,88.442,0,1409,88.442
BAB_RS27890,OANT_RS07485,1.12e-37,119,65.625,7.28e-38,119,65.625
BAB_RS27895,OANT_RS07490,2.05e-180,503,75.284,0,533,75.284
BAB_RS27900,OANT_RS07495,1.36e-180,501,71.271,0,522,71.271
BAB_RS27905,OANT_RS07500,0,1914,91.723,0,1914,91.723
BAB_RS27910,OANT_RS07505,2.87e-171,469,91.765,1.82e-171,469,91.765
BAB_RS27915,OANT_RS07510,0,627,89.504,0,627,89.504
BAB_RS27920,OANT_RS07515,0,729,92.268,0,729,92.268
BAB_RS27925,OANT_RS07520,6.25e-153,422,85.537,4.08e-145,402,85.537
BAB_RS27930,OANT_RS07525,0,563,91.837,0,563,91.837
BAB_RS27935,OANT_RS07530,0,976,94.314,0,976,94.314
BAB_RS27940,OANT_RS07535,0,875,90.773,0,875,90.773
BAB_RS27945,OANT_RS07540,0,615,95.161,0,615,95.161
BAB_RS27950,OANT_RS07545,0,827,94.379,0,809,94.379
BAB_RS27955,OANT_RS07565,0,822,91.613,0,854,91.613
BAB_RS27960,OANT_RS07570,7.37e-69,198,94.118,4.2e-63,183,96.667
BAB_RS27965,OANT_RS07575,0,689,88.41,0,689,88.41
BAB_RS27970,OANT_RS07580,1.45e-97,274,95.862,9.15e-98,274,95.862
BAB_RS27975,OANT_RS07585,0,567,91.176,0,567,91.176
BAB_RS27980,OANT_RS07590,0,686,91.899,0,686,91.899
BAB_RS27985,OANT_RS07625,2.14e-78,225,76.978,1.34e-78,225,76.978
BAB_RS27995,OANT_RS17000,4.21e-11,47.4,96,2.66e-11,47.4,96
BAB_RS28000,OANT_RS17005,8.74e-110,307,86.705,5.53e-110,307,86.705
BAB_RS28005,OANT_RS17010,0,515,81.173,0,531,81.173
BAB_RS28010,OANT_RS17015,5.77e-144,399,88.034,4.96e-144,399,88.034
BAB_RS28015,OANT_RS17020,2.84e-39,120,90.625,1.8e-39,120,90.625
BAB_RS28020,OANT_RS17025,0,717,94.595,0,717,94.595
BAB_RS28025,OANT_RS17030,0,631,87.393,0,631,87.393
BAB_RS28030,OANT_RS17035,0,974,77.69,0,959,77.742
BAB_RS28035,OANT_RS17040,0,677,94.186,0,677,94.186
BAB_RS28040,OANT_RS17045,4.05e-82,236,76.027,2.56e-82,236,76.027
BAB_RS28045,OANT_RS17050,7.7e-94,265,91.429,4.87e-94,265,91.429
BAB_RS28050,OANT_RS17075,1.42e-95,269,94.286,8.97e-96,269,94.286
BAB_RS28055,OANT_RS17080,6.5e-143,394,94.03,4.11e-143,394,94.03
BAB_RS28060,OANT_RS17090,0,511,86.942,0,503,86.942
BAB_RS28065,OANT_RS17095,3.97e-49,146,100,2.51e-49,146,100
BAB_RS28070,OANT_RS17100,8.32e-68,197,91.379,1.91e-76,218,91.379
BAB_RS28075,OANT_RS17105,0,1309,93.842,0,1279,93.842
BAB_RS28080,OANT_RS17110,0,865,94.336,0,865,94.336
BAB_RS28085,OANT_RS17115,0,1214,98.191,0,1214,98.191
BAB_RS28090,OANT_RS17155,1.41e-121,339,88.205,8.05e-122,339,88.205
BAB_RS28100,OANT_RS15050,0,637,92.941,0,637,92.941
BAB_RS28105,OANT_RS15055,0,718,96.893,0,718,96.893
BAB_RS28110,OANT_RS15060,5.5e-105,293,98,3.48e-105,293,98
BAB_RS28115,OANT_RS15065,0,501,94.531,0,501,94.531
BAB_RS28120,OANT_RS15070,1.68e-168,462,90.157,1.07e-168,462,90.157
BAB_RS28125,OANT_RS15075,0,604,93.671,0,604,93.671
BAB_RS28130,OANT_RS15080,0,623,96.452,0,623,96.452
BAB_RS28135,OANT_RS15085,0,997,96.215,0,997,96.215
BAB_RS28140,OANT_RS15090,0,933,91.103,0,912,91.103
BAB_RS28145,OANT_RS15095,5.22e-117,329,87.615,7.43e-120,336,87.615
BAB_RS28150,OANT_RS15100,0,994,95.525,0,994,95.525
BAB_RS28155,OANT_RS15105,0,659,98.266,0,659,98.266
BAB_RS28160,OANT_RS15110,0,627,97.46,0,627,97.46
BAB_RS28165,OANT_RS15115,0,568,97.527,0,568,97.527
BAB_RS28180,OANT_RS15360,0,581,66.21,0,581,66.21
BAB_RS28185,OANT_RS15365,1.92e-85,243,86.957,1.22e-85,243,86.957
BAB_RS28190,OANT_RS15370,0,627,89.286,0,609,89.286
BAB_RS28195,OANT_RS15375,0,865,90.385,0,842,90.578
BAB_RS28200,OANT_RS15380,1.5e-125,366,65.9,1.96e-118,348,65.9
BAB_RS28210,OANT_RS18650,4.08e-76,220,67.808,2.62e-76,220,67.808
BAB_RS28220,OANT_RS25925,2.81e-23,88.2,41.667,4.23e-24,90.5,42.241
BAB_RS28290,OANT_RS20870,2.2e-11,47.8,92,1.39e-11,47.8,92
BAB_RS28295,OANT_RS20865,0,572,90.654,0,566,90.654
BAB_RS28305,OANT_RS20860,4.24e-175,486,72.941,0,503,73.529
BAB_RS28310,OANT_RS20845,0,1598,95.417,0,1627,95.417
BAB_RS28315,OANT_RS20840,3e-170,466,95.378,1.9e-170,466,95.378
BAB_RS28320,OANT_RS20835,0,495,88.321,0,495,88.321
BAB_RS28325,OANT_RS20830,0,519,95.752,0,523,95.752
BAB_RS28330,OANT_RS20820,0,865,52.747,0,890,52.448
BAB_RS28335,OANT_RS20815,5.78e-46,144,56.667,4.61e-56,169,56.667
BAB_RS28345,OANT_RS18660,1.51e-20,79,43.802,9.89e-21,79,43.802
BAB_RS28370,OANT_RS21120,1.02e-123,361,48.363,6.49e-124,361,48.363
BAB_RS28375,OANT_RS21095,7.83e-34,119,32.877,2.6e-33,117,32.877
BAB_RS28390,OANT_RS21125,8.99e-109,329,42.316,1.45e-114,343,42.316
BAB_RS28395,OANT_RS17280,0,533,65.473,0,532,68.75
BAB_RS28400,OANT_RS17285,0,506,72,0,506,72
BAB_RS28405,OANT_RS17290,2.88e-159,443,75.261,1.3e-142,400,75.261
BAB_RS28410,OANT_RS17295,4.84e-147,410,78.929,2.32e-149,416,78.929
BAB_RS28415,OANT_RS20135,0,979,91.051,0,966,91.833
BAB_RS28475,OANT_RS20800,0,1177,94.305,0,1177,94.305
BAB_RS28480,OANT_RS20795,0,804,97.761,0,804,97.761
BAB_RS28485,OANT_RS20790,0,1463,96.883,0,1463,96.883
BAB_RS28490,OANT_RS20785,8.9e-147,405,90.826,1.08e-136,379,90.826
BAB_RS28495,OANT_RS20780,3.83e-173,480,79.692,0,501,80.615
BAB_RS28500,OANT_RS20485,0,1084,95.644,0,1084,95.644
BAB_RS28505,OANT_RS20480,6.84e-87,247,89.706,4.45e-87,247,89.706
BAB_RS28510,OANT_RS14815,5.06e-132,367,83.415,3.06e-132,367,83.415
BAB_RS28515,OANT_RS20475,4.21e-60,177,72.973,2.67e-60,177,72.973
BAB_RS28520,OANT_RS20470,0,951,87.313,0,953,87.313
BAB_RS28525,OANT_RS20465,0,575,89.091,0,575,89.091
BAB_RS28530,OANT_RS20460,6.44e-160,443,87.273,3.83e-164,453,87.273
BAB_RS28535,OANT_RS20455,7.57e-127,357,76.096,5.77e-131,367,76.096
BAB_RS28540,OANT_RS20450,1.39e-137,384,78.689,9e-138,384,78.689
BAB_RS28545,OANT_RS20445,1.95e-165,456,83.395,1.23e-165,456,83.395
BAB_RS28550,OANT_RS20425,0,580,95.652,0,580,95.652
BAB_RS28555,OANT_RS20420,0,1152,92.422,0,1152,92.422
BAB_RS28560,OANT_RS20415,2.45e-149,412,91.81,2.93e-149,412,91.81
BAB_RS28565,OANT_RS20410,0,947,92.464,0,947,92.464
BAB_RS28570,OANT_RS20405,2.89e-162,446,85.542,1.83e-162,446,85.542
BAB_RS28575,OANT_RS20395,0,731,87.559,0,731,87.559
BAB_RS28580,OANT_RS20360,7.03e-58,170,86.869,4.45e-58,170,86.869
BAB_RS28585,OANT_RS20355,1.22e-133,374,75.203,7.72e-134,374,75.203
BAB_RS28590,OANT_RS20350,3.97e-102,286,91.447,2.51e-102,286,91.447
BAB_RS28595,OANT_RS20325,4.37e-115,327,69.163,3.7e-120,339,70.044
BAB_RS28600,OANT_RS20315,4.61e-66,194,73.188,2.78e-66,194,73.188
BAB_RS28605,OANT_RS20310,0,760,87.85,0,779,87.85
BAB_RS28615,OANT_RS20305,0,957,96.008,0,957,96.008
BAB_RS28625,OANT_RS15510,3.56e-44,136,65,2.25e-44,136,65
BAB_RS28630,OANT_RS15515,0,612,93.789,0,612,93.789
BAB_RS28635,OANT_RS15520,0,907,90.361,0,887,90.361
BAB_RS28640,OANT_RS15530,0,898,94.092,0,879,94.092
BAB_RS28645,OANT_RS15535,3.71e-139,388,77.823,1.65e-139,388,78.138
BAB_RS28650,OANT_RS15540,3.88e-86,245,87.857,2.54e-86,245,87.857
BAB_RS28655,OANT_RS15545,0,1198,85.96,0,1219,85.96
BAB_RS28660,OANT_RS15550,8.98e-41,125,85.507,5.68e-41,125,85.507
BAB_RS28665,OANT_RS15555,0,525,90.625,0,521,90.625
BAB_RS28670,OANT_RS20195,0,534,75.291,0,543,75.581
BAB_RS28675,OANT_RS20190,0,547,90.291,0,532,90.446
BAB_RS28680,OANT_RS20185,2.82e-148,412,80.077,1.79e-148,412,80.077
BAB_RS28685,OANT_RS20110,0,889,90.389,0,910,90.389
BAB_RS28690,OANT_RS20105,3.36e-85,241,92.683,5.9e-79,225,92.683
BAB_RS28695,OANT_RS20100,0,521,93.455,0,521,93.455
BAB_RS28700,OANT_RS20095,0,504,90.657,0,530,90.657
BAB_RS28705,OANT_RS20090,0,765,93.703,0,765,93.703
BAB_RS28710,OANT_RS20085,3.51e-147,409,77.432,1.82e-134,376,77.432
BAB_RS28715,OANT_RS20080,0,642,89.714,0,631,89.714
BAB_RS28720,OANT_RS20075,0,525,92.491,0,546,92.491
BAB_RS28730,OANT_RS20070,0,504,80.333,0,504,80.333
BAB_RS28740,OANT_RS20060,0,677,89.218,0,677,89.218
BAB_RS28745,OANT_RS20055,0,547,91.694,0,547,91.694
BAB_RS28750,OANT_RS20050,0,553,93.403,0,553,93.403
BAB_RS28755,OANT_RS20045,1.19e-178,492,86.622,1.57e-172,476,86.622
BAB_RS28760,OANT_RS20035,1.65e-80,231,76.821,2.55e-69,202,75.497
BAB_RS28765,OANT_RS20030,0,681,88.432,0,680,88.432
BAB_RS28770,OANT_RS20020,0,877,90.789,0,877,90.789
BAB_RS28780,OANT_RS19995,2.35e-177,487,87.5,1.45e-177,487,87.5
BAB_RS28785,OANT_RS19955,0,707,84.938,0,707,84.938
BAB_RS28790,OANT_RS25860,3.99e-30,96.7,100,2.53e-30,96.7,100
BAB_RS28795,OANT_RS19940,0,711,95.095,0,711,95.095
BAB_RS28800,OANT_RS19935,1.48e-78,224,90.164,9.39e-79,224,90.164
BAB_RS28805,OANT_RS19930,0,1747,93.148,0,1709,93.148
BAB_RS28810,OANT_RS19855,1.55e-117,326,96.951,9.78e-118,326,96.951
BAB_RS28815,OANT_RS19850,0,2272,91.769,0,2294,91.769
BAB_RS28820,OANT_RS19845,0,684,96.481,0,684,96.481
BAB_RS28825,OANT_RS19840,0,1314,89.879,0,1320,89.879
BAB_RS28830,OANT_RS19835,0,661,92.068,0,661,92.068
BAB_RS28835,OANT_RS19830,1.48e-178,489,86.842,9.49e-179,489,86.842
BAB_RS28840,OANT_RS19820,0,525,91.822,0,525,91.822
BAB_RS28845,OANT_RS19815,0,535,84.615,0,520,84.615
BAB_RS28850,OANT_RS19810,0,1137,89.292,0,1129,89.292
BAB_RS28855,OANT_RS19805,0,1164,88.449,0,1164,88.449
BAB_RS28860,OANT_RS19800,1.32e-179,493,87.004,8.37e-180,493,87.004
BAB_RS28865,OANT_RS19795,0,559,90.39,0,590,90.39
BAB_RS28870,OANT_RS19790,0,528,76.816,0,540,76.751
BAB_RS28875,OANT_RS19785,0,534,85.619,0,534,85.619
