O_anthropi,S_meliloti,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
OANT_RS13485,SMc00586,1.03e-58,177,56.376,8.19e-59,177,56.376
OANT_RS13490,SMc00585,0,606,67.033,0,622,63.253
OANT_RS13495,SMc00584,6.49e-127,369,46.615,5.01e-127,369,46.615
OANT_RS13500,SMc00583,2.8e-140,400,53.867,1.2e-133,383,53.867
OANT_RS13505,SMc00582,0,705,48.859,0,716,48.316
OANT_RS13510,SMc00581,2.49e-89,267,45.483,1.96e-89,267,45.483
OANT_RS13515,SMc00580,1.74e-125,361,59.443,1.29e-137,392,59.706
OANT_RS13520,SMc00579,1.57e-136,384,72.161,1.23e-136,384,72.161
OANT_RS13530,SMc02545,1.82e-112,325,57.192,6.66e-110,319,57.192
OANT_RS13535,SMc02546,0,838,75.465,0,828,75.465
OANT_RS13540,SMc02550,5e-81,234,69.481,3.92e-81,234,69.481
OANT_RS13545,SMc02551,4.32e-178,506,54.297,3.17e-178,506,54.297
OANT_RS13555,SMc02553,7.85e-110,315,61.832,2.58e-114,327,61.832
OANT_RS13560,SMc02554,1.7e-21,82.4,39.394,1.37e-21,82.4,39.394
OANT_RS13565,SMc02555,3.36e-28,98.6,45.455,2.23e-28,99,45.455
OANT_RS13570,SMc02556,1.65e-19,73.2,44.828,5.94e-24,84.3,44.828
OANT_RS13575,SMc02557,3.56e-50,162,52.288,2.82e-50,162,52.288
OANT_RS13600,SMc02558,5.15e-75,229,45.105,3.63e-75,229,45.105
OANT_RS13605,SMc02559,7.79e-89,257,65.625,6.07e-89,257,65.625
OANT_RS13610,SMc02561,1.07e-34,117,41.808,2.07e-38,127,42.045
OANT_RS13615,SMc02635,3.72e-104,300,59.322,4.75e-105,302,58.506
OANT_RS13620,SMc02651,1.35e-170,473,74.754,1.08e-170,473,74.754
OANT_RS13625,SMc02652,7.39e-93,270,61.261,5.97e-93,270,61.261
OANT_RS13630,SMc02653,1.37e-111,319,62.5,1.03e-111,319,62.5
OANT_RS13635,SMc02654,1.55e-76,222,79.389,1.09e-76,222,79.389
OANT_RS13640,SMc02655,6.73e-38,127,41.758,6.93e-39,130,41.758
OANT_RS13645,SMc00994,1.08e-82,248,49.603,8.02e-83,248,49.603
OANT_RS13655,SMc00990,5.11e-168,474,62.06,3.98e-180,504,62.06
OANT_RS13660,SMa1266,1.68e-129,379,45.205,1.59e-134,392,45.205
OANT_RS13665,SMa1141,2.83e-36,126,36.937,2.29e-36,126,36.937
OANT_RS13675,SMc02659,0,1079,70.989,0,1082,70.989
OANT_RS13680,SMc02408,1.63e-63,187,73.529,1.06e-67,198,76.087
OANT_RS13685,SMc02407,3.16e-115,323,81.481,2.52e-115,323,81.481
OANT_RS13695,SMc02405,2.8e-79,229,68.79,2.24e-79,229,68.79
OANT_RS13700,SMc02404,7.99e-163,452,70.748,6.37e-163,452,70.748
OANT_RS13705,SMc02403,0,693,55.556,0,710,55.556
OANT_RS13735,SMc02397,3.64e-139,394,64.236,2.85e-139,394,64.236
OANT_RS13740,SMc02393,7.82e-145,413,56.546,5.83e-146,415,56.546
OANT_RS13745,SMc01519,1.27e-15,65.5,45.37,1.71e-17,70.1,47.059
OANT_RS13760,SMc02240,8.99e-47,151,44.724,6.31e-57,177,44.724
OANT_RS13765,SMc02392,7.86e-16,63.5,65.672,2.35e-27,92.8,65.672
OANT_RS13770,SMc02391,1.27e-23,85.5,47.368,2.26e-26,92,47.368
OANT_RS13775,SMc02390,5.92e-131,366,72.845,4.66e-131,366,72.845
OANT_RS13780,SMc02386,0,771,72.2,0,771,72.2
OANT_RS13790,SMc02377,0,929,83.393,0,948,83.393
OANT_RS13795,SMc02375,1.61e-66,206,42.806,1.28e-64,201,43.321
OANT_RS13800,SMc02372,9.56e-126,368,47.462,7.81e-126,368,47.462
OANT_RS13805,SMc02371,2.21e-117,338,58.983,2.68e-111,323,57.655
OANT_RS13810,SMc02370,0,1051,59.07,0,1060,59.07
OANT_RS13815,SMc02369,0,694,49.595,0,684,49.595
OANT_RS13820,SMc02368,0,1075,57.554,0,1093,57.554
OANT_RS13825,SMc02367,3.54e-169,482,54.644,2.8e-169,482,54.644
OANT_RS13830,SMc02366,2.08e-121,342,74.779,1.63e-121,342,74.779
OANT_RS13835,SMc02365,0,576,61.829,0,588,61.829
OANT_RS13840,SMc02364,3.11e-57,173,65.909,2.69e-57,173,65.909
OANT_RS13845,SMc02363,0,879,70.152,0,908,70.152
OANT_RS13850,SMc02362,1.49e-53,164,61.268,1.07e-53,164,61.268
OANT_RS13855,SMc02361,9.49e-81,249,42.632,2.68e-77,241,42.338
OANT_RS13860,SMc00067,5.64e-36,119,51.095,5.57e-36,118,49.635
OANT_RS13865,SMc00129,4.21e-122,360,48.131,4.48e-139,404,48.292
OANT_RS13870,SMc00458,2.26e-137,382,81.081,1.74e-137,382,81.081
OANT_RS13890,SMc00122,0,895,63.333,0,909,63.333
OANT_RS13895,SMc00457,5.47e-48,153,43.386,4.24e-48,153,43.386
OANT_RS13900,SMc00128,2.8e-39,129,35.593,2.24e-39,129,35.593
OANT_RS13905,SMc00120,1.64e-10,58.9,33.835,7.92e-14,68.6,27.74
OANT_RS13910,SMc00061,1.48e-24,87.8,43.243,1.15e-24,87.8,43.243
OANT_RS13915,SMc00060,2.72e-25,101,30.12,2.1e-25,101,30.12
OANT_RS13920,SMc00059,1.05e-80,261,44.126,2.22e-84,271,44.126
OANT_RS13925,SMc00456,3.89e-11,55.1,25.694,8.9e-09,48.5,25.893
OANT_RS13930,SMc00118,3.04e-56,170,60.448,2.4e-56,170,60.448
OANT_RS13935,SMc03245,2.36e-161,459,61.268,2.46e-162,462,61.268
OANT_RS13955,SMc00058,3.76e-54,164,61.832,3.01e-54,164,61.832
OANT_RS13960,SMc00114,0,1032,72.938,0,1032,72.938
OANT_RS13970,SMa0150,2.65e-70,232,29.862,1.9e-70,232,29.862
OANT_RS13975,SMc00041,4.25e-37,120,54.962,3.82e-35,115,55.725
OANT_RS13980,SMc00045,8.43e-27,95.9,42.276,2.47e-27,97.1,38.514
OANT_RS13985,SMc00086,1.73e-115,333,55.172,2.82e-117,337,53.571
OANT_RS13990,SMc00100,0,707,68.846,0,698,69.038
OANT_RS13995,SM_b20474,4.42e-25,86.3,56.338,3.37e-25,86.3,56.338
OANT_RS14000,SMc00039,8.41e-94,273,57.085,4.17e-93,271,66.327
OANT_RS14005,SMc00103,3.21e-121,340,73.148,2.58e-121,340,73.148
OANT_RS14010,SMc00043,6.89e-124,345,83.838,5.53e-124,345,83.838
OANT_RS14025,SMc00399,1.49e-99,294,50.485,6.37e-102,300,48.348
OANT_RS14040,SMa0149,8.86e-34,114,46.914,7.22e-34,114,46.914
OANT_RS14045,SMc00095,1.61e-73,218,57.368,6.5e-75,221,57.368
OANT_RS14050,SMc00093,0,842,72.678,0,842,72.678
OANT_RS14055,SMc00094,0,678,67.689,0,657,67.689
OANT_RS14075,SMa0233,0,629,67.396,0,644,67.396
OANT_RS14085,SM_b21082,1.66e-71,238,41.389,3.07e-70,235,41.389
OANT_RS14105,SM_b21327,1.28e-99,292,51.712,2.92e-101,296,51.712
OANT_RS14110,SM_b21326,0,512,67.908,0,512,67.908
OANT_RS14115,SM_b21325,6.47e-90,258,66.12,5.22e-90,258,66.12
OANT_RS14120,SM_b21324,2.72e-153,427,70.345,2.16e-153,427,70.345
OANT_RS14140,SMc03301,5.64e-46,143,59.677,4.45e-46,143,59.677
OANT_RS14145,SMc03300,2.28e-73,211,88.596,1.81e-73,211,88.596
OANT_RS14150,SMc03298,0,846,80.233,0,846,80.233
OANT_RS14155,SMa1608,3.22e-48,146,67.347,2.56e-48,146,67.347
OANT_RS14215,SM_b20832,1e-27,103,30.601,7.08e-28,103,30.601
OANT_RS14240,SMc03280,2.94e-138,397,88.479,1.1e-138,397,88.479
OANT_RS14245,SMc03284,2.22e-23,85.5,72.414,5.62e-24,85.5,72.414
OANT_RS14265,SMc01619,5.61e-20,85.9,27.273,6.33e-21,88.6,27.762
OANT_RS14330,SM_b20977,2.1e-165,463,68.314,4.75e-173,483,68.314
OANT_RS14335,SM_b20976,8.37e-155,428,82.661,6.65e-155,428,82.661
OANT_RS14340,SM_b20975,0,673,65.699,0,672,65.699
OANT_RS14345,SMc03160,5.97e-118,351,42.793,4.62e-118,351,42.793
OANT_RS14350,SM_b20974,1.4e-81,241,53.604,7.24e-77,228,53.604
OANT_RS14395,SMc04204,8.23e-35,127,30.323,2.58e-34,125,30.323
OANT_RS14425,SMc01642,4.21e-156,453,45.124,2.15e-152,443,45.124
OANT_RS14430,SMc01643,4.21e-106,311,52.244,4.61e-106,311,52.244
OANT_RS14435,SMc01644,1.11e-98,288,54.682,8.9e-99,288,54.682
OANT_RS14440,SMc01645,0,581,55.224,0,581,55.224
OANT_RS14445,SMc01648,2.13e-170,500,40.359,1.68e-170,500,40.359
OANT_RS14450,SMa2111,3.23e-165,476,55.939,8.77e-174,497,55.939
OANT_RS14455,SMc01651,0,548,88.742,0,548,88.742
OANT_RS14460,SMc01652,0,679,82.124,0,679,82.124
OANT_RS14465,SMc01653,5.25e-174,484,71.988,4.35e-174,484,71.988
OANT_RS14470,SMc01654,0,502,79.545,0,502,79.545
OANT_RS14475,SMc01655,5.1e-163,450,84.502,3.6e-155,430,84.502
OANT_RS14480,SMc01656,0,830,81.646,0,814,81.646
OANT_RS14515,SM_b21097,2.11e-21,89,26.259,7.26e-20,84.3,26.165
OANT_RS14555,SM_b20855,3.46e-148,431,45.885,2.76e-148,431,45.885
OANT_RS14570,SM_b20483,7.11e-103,304,45.21,5.96e-103,304,45.21
OANT_RS14580,SM_b20930,1.8e-71,218,49.793,1.27e-71,218,49.793
OANT_RS14595,SMc01503,3.5e-135,400,43.411,3.65e-139,410,42.279
OANT_RS14635,SMa1741,2.79e-142,399,73.764,2.23e-142,399,73.764
OANT_RS14640,SMa1742,8.19e-167,466,76.324,9.02e-166,463,78.317
OANT_RS14645,SMa1745,3.25e-163,458,75.075,4.64e-166,465,75.075
OANT_RS14650,SMa1746,3.98e-163,456,68.098,3.17e-163,456,68.098
OANT_RS14670,SMa1747,1.07e-167,485,56.368,1.43e-167,485,56.368
OANT_RS14675,SMa1749,2.64e-144,405,63.574,2.16e-144,405,63.574
OANT_RS14705,SM_b21301,0,871,58.629,0,942,58.629
OANT_RS14710,SM_b21300,5.59e-153,429,67.846,4.65e-153,429,67.846
OANT_RS14715,SMc01103,2.44e-43,148,37.153,1.85e-43,148,37.153
OANT_RS14725,SM_b20487,5.66e-51,169,39.597,1.91e-56,183,39.597
OANT_RS14735,SM_b20485,1.3e-138,407,44.885,1.05e-138,407,44.885
OANT_RS14745,SM_b21299,8.88e-75,225,47.414,3.21e-68,208,47.414
OANT_RS14750,SM_b20337,5.46e-96,275,71.892,4.63e-96,275,71.892
OANT_RS14755,SM_b20338,0,582,77.33,0,597,77.33
OANT_RS14760,SM_b21180,5.82e-77,236,40.789,4.6e-77,236,40.789
OANT_RS14790,SM_b20277,2.82e-99,302,40.826,2.2e-99,302,40.826
OANT_RS14800,SMc00906,5.55e-17,71.6,35.2,4.05e-17,71.6,35.2
OANT_RS14825,SMa0028,4.03e-167,467,65.805,3.19e-167,467,65.805
OANT_RS14830,SMa0025,7.43e-95,285,47.147,3.58e-97,290,45.04
OANT_RS14840,SMa0002,0,1373,78.642,0,1376,78.642
OANT_RS14845,SMa0005,2.81e-175,486,74.098,4.83e-166,462,74.098
OANT_RS14850,SMa0007,3.88e-95,275,62.946,3.58e-106,303,62.946
OANT_RS14855,SMa0009,4.62e-83,250,46.644,3.84e-89,265,46.644
OANT_RS14860,SMa0011,0,593,66.96,0,593,66.96
OANT_RS14865,SMa0013,4.5e-86,255,57.676,4.23e-86,255,57.676
OANT_RS14870,SMa0015,0,691,57.722,0,661,57.722
OANT_RS14875,SMa0022,6.16e-12,50.1,73.333,4.59e-12,50.1,73.333
OANT_RS14885,SMc01203,4.3e-57,176,45.263,2.03e-62,189,45.263
OANT_RS14895,SM_b20610,5.25e-20,83.6,35.714,5.96e-20,83.6,35.714
OANT_RS14920,SMc01095,0,1829,90.952,0,1841,90.952
OANT_RS14925,SMc01094,0,522,76.471,0,585,77.285
OANT_RS14930,SMc01093,1.49e-126,358,63.214,8.8e-134,377,63.214
OANT_RS14935,SMc01092,0,503,80.743,0,503,80.743
OANT_RS14965,SMc02158,3.92e-43,141,44.565,1.39e-46,150,43.655
OANT_RS14970,SMc02157,5.87e-116,334,56.849,7.19e-121,347,56.25
OANT_RS14980,SMa1207,2.97e-11,58.9,23.585,1.19e-12,62.4,24.057
OANT_RS14985,SM_b20436,7.77e-159,469,67.402,0,537,67.402
OANT_RS15020,SM_b20258,6.67e-105,300,66.239,6.42e-109,310,66.522
OANT_RS15025,SM_b20259,0,511,80,0,513,80
OANT_RS15030,SM_b20261,5.03e-172,479,70.145,8.85e-175,486,70.145
OANT_RS15035,SMa1243,5.4e-60,180,57.241,2.25e-56,170,57.241
OANT_RS15040,SMa1252,9.09e-158,448,58.763,3.24e-160,454,58.763
OANT_RS15050,SM_b20202,8.54e-74,229,40.938,6.96e-74,229,40.938
OANT_RS15055,SM_b20199,0,530,70.739,0,533,70.739
OANT_RS15060,SMc01613,1.11e-57,174,61.224,8.49e-58,174,61.224
OANT_RS15065,SMc01614,7.4e-125,353,70.8,1.79e-130,367,70.238
OANT_RS15070,SMc01615,1.87e-86,255,50.593,1.51e-86,255,50.593
OANT_RS15075,SMc01629,2.17e-140,397,62.058,1.74e-140,397,62.058
OANT_RS15080,SMc01616,3.21e-159,444,68.75,2.56e-159,444,68.75
OANT_RS15085,SMc01620,0,662,66.932,0,687,66.932
OANT_RS15090,SMc01623,0,536,56.164,0,536,56.164
OANT_RS15130,SMc01911,9.9e-64,188,68.182,1.26e-61,182,68.182
OANT_RS15140,SMc00256,2.38e-106,311,47.727,2e-106,311,47.727
OANT_RS15145,SMc01637,1.35e-149,419,68,1.47e-156,436,68
OANT_RS15150,SMc01638,0,560,59.47,0,579,59.47
OANT_RS15155,SM_b21208,8.86e-26,98.6,33.831,2.69e-25,97.1,33.838
OANT_RS15170,SM_b21204,3.86e-49,167,30.079,9.66e-43,150,30.079
OANT_RS15180,SMc00101,4.07e-116,332,58.394,2.15e-112,322,58.394
OANT_RS15185,SMc04055,3.23e-88,264,47.059,2.71e-88,264,47.059
OANT_RS15220,SMc02036,3.3e-40,136,40.097,2.12e-40,136,40.097
OANT_RS15225,SMa0683,8.71e-140,395,60.328,6.92e-140,395,60.328
OANT_RS15230,SM_b20324,0,510,74.556,0,526,74.556
OANT_RS15235,SM_b20325,0,637,79.028,0,677,78.554
OANT_RS15240,SM_b20326,0,543,83.232,0,543,83.232
OANT_RS15245,SM_b20327,4.23e-164,454,88.889,1.06e-173,478,88.889
OANT_RS15250,SM_b20328,0,553,77.177,0,553,77.177
OANT_RS15255,SM_b20329,2.38e-163,451,80.377,1.9e-163,451,80.377
OANT_RS15260,SM_b20330,1.21e-177,494,71.304,0,515,71.304
OANT_RS15270,SM_b20147,5.68e-65,209,39.319,4.27e-65,209,39.319
OANT_RS15275,SMc01981,2.62e-40,129,47.656,2.05e-40,129,47.656
OANT_RS15285,SMc00182,2.6e-61,184,61.429,2.07e-61,184,61.429
OANT_RS15290,SM_b20076,7.17e-30,112,40,6.7e-31,115,34.848
OANT_RS15315,SM_b20466,0,645,82.078,0,626,82.078
OANT_RS15320,SM_b20476,0,924,86.564,0,942,86.756
OANT_RS15325,SM_b20477,0,545,90.159,0,565,90.159
OANT_RS15330,SM_b20478,0,889,79.76,0,928,79.76
OANT_RS15335,SM_b20479,1.67e-148,413,77.358,1.32e-148,413,77.358
OANT_RS15340,SM_b20480,9.41e-129,363,72.766,1.95e-126,357,73.684
OANT_RS15345,SM_b20481,0,1045,84.72,0,1045,84.72
OANT_RS15350,SM_b20482,0,889,74.037,0,910,74.037
OANT_RS15360,SMc01020,3.46e-123,362,46.33,1.45e-133,389,46.33
OANT_RS15390,SM_b21524,8.76e-114,324,64.659,7.16e-114,324,64.659
OANT_RS15395,SM_b21523,2.99e-176,484,87.823,2.38e-176,484,87.823
OANT_RS15400,SM_b21522,1.04e-43,134,76.404,8.1e-44,134,76.404
OANT_RS15450,SMc02855,1.23e-96,285,52.381,1.15e-108,315,52.381
OANT_RS15455,SMc03269,1.45e-56,194,27.652,1.2e-56,194,27.652
OANT_RS15480,SM_b21140,4.78e-41,140,30.739,3.95e-41,140,30.739
OANT_RS15490,SMc03268,0,840,67.78,0,840,67.78
OANT_RS15515,SMc00820,3.21e-134,381,59.748,2.53e-134,381,59.748
OANT_RS15520,SMc00378,0,595,62.188,0,602,62.188
OANT_RS15530,SMc00825,0,707,72.429,0,707,72.429
OANT_RS15535,SMc00826,7.06e-91,266,58.367,2.28e-93,272,58.367
OANT_RS15560,SMc03236,6.45e-27,101,33.69,6.05e-27,101,33.69
OANT_RS15565,SM_b21213,3.04e-21,86.3,29.224,2.17e-21,86.3,29.224
OANT_RS15570,SMc00829,1.18e-105,305,58.566,9.51e-106,305,58.566
OANT_RS15580,SMc00831,1.7e-147,414,66.33,1.3e-147,414,66.33
OANT_RS15585,SMc00832,0,537,57.419,0,526,57.419
OANT_RS15590,SMc00833,9.14e-138,397,53.788,1.28e-143,412,53.788
OANT_RS15595,SMc00926,0,653,71.694,0,653,71.694
OANT_RS15605,SMc00924,1.97e-96,280,59.274,4.68e-98,284,59.438
OANT_RS15610,SMc00923,5.04e-109,309,74.129,7.41e-114,321,73.684
OANT_RS15615,SMc02907,1.78e-79,233,56.098,7.43e-73,216,56.098
OANT_RS15620,SMc00919,0,657,66.985,0,644,66.603
OANT_RS15625,SMc00918,2.75e-117,343,51.093,2.2e-117,343,51.093
OANT_RS15630,SMc00917,5.17e-110,313,72.17,4.11e-110,313,72.17
OANT_RS15640,SMc02174,7.23e-28,97.8,44.526,6.26e-28,97.8,44.526
OANT_RS15645,SMc00149,0,681,70.779,0,681,70.779
OANT_RS15655,SMc00183,1.35e-23,90.1,33.333,1.45e-16,71.2,32.812
OANT_RS15665,SMc00913,0,920,87.782,0,894,87.879
OANT_RS15670,SMc00912,4.33e-56,166,81.633,3.44e-56,166,81.633
OANT_RS15680,SMc00910,2.9e-100,292,53.676,2.49e-103,300,53.676
OANT_RS15685,SMc00909,7.8e-149,419,65.846,6.16e-149,419,65.846
OANT_RS15690,SMc00989,2.24e-95,280,59.504,5.88e-108,311,59.917
OANT_RS15695,SMc00908,0,1570,78.446,0,1551,78.446
OANT_RS15700,SMc00907,7.94e-37,125,41.063,4.49e-39,131,40.529
OANT_RS15710,SMc00905,1.44e-67,199,66.197,1.08e-67,199,66.197
OANT_RS15715,SMc00904,2.16e-133,399,61.538,2.29e-130,390,61.538
OANT_RS15720,SMc00902,6.58e-78,228,60.87,5.2e-78,228,60.87
OANT_RS15735,SMc00930,1.55e-78,238,46.429,1.16e-96,284,48.12
OANT_RS15740,SMc00898,0,745,65,0,730,64
OANT_RS15745,SMc00897,0,571,70.843,0,601,70.843
OANT_RS15750,SMc00896,1.72e-77,233,50,1.4e-77,233,50
OANT_RS15755,SMc00895,3.99e-41,127,75.325,2.98e-41,127,75.325
OANT_RS15765,SMc00894,0,551,61.574,0,551,61.574
OANT_RS15770,SMc00892,2.02e-114,333,52.888,6.92e-121,349,51.775
OANT_RS15775,SMc00933,5.99e-23,81.3,53.846,4.69e-23,81.3,53.846
OANT_RS15780,SMc00932,0,740,60.697,0,746,60.697
OANT_RS15785,SMc00512,2.86e-53,176,41.141,6.26e-63,201,42.943
OANT_RS15795,SMc00815,0,806,83.367,0,823,83.367
OANT_RS15800,SMc00818,1.63e-111,323,55.208,8.72e-112,323,55.208
OANT_RS15805,SMc00819,0,885,82.996,0,885,82.996
OANT_RS15810,SMc00403,1.49e-151,434,52.194,1.18e-151,434,52.194
OANT_RS15815,SMc00396,1.7e-69,204,68.056,1.34e-69,204,68.056
OANT_RS15820,SMc00395,6.96e-98,281,69.118,5.43e-98,281,69.118
OANT_RS15825,SMc00394,0,936,85.385,0,936,85.385
OANT_RS15830,SM_b20354,0,579,53.442,0,571,50.839
OANT_RS15835,SM_b20353,2.44e-177,493,66.472,1.94e-177,493,66.472
OANT_RS15840,SM_b20352,0,521,87.647,0,566,86.957
OANT_RS15845,SM_b20351,0,806,76.879,0,806,76.879
OANT_RS15850,SM_b20350,3.61e-93,269,68.718,1.47e-101,290,65.566
OANT_RS15855,SM_b20349,0,513,89.691,0,546,85.852
OANT_RS15860,SM_b20348,2.98e-170,469,81.455,2.37e-170,469,81.455
OANT_RS15865,SM_b20394,0,556,62.243,0,556,62.243
OANT_RS15870,SM_b20393,0,687,81.796,0,687,81.796
OANT_RS15875,SM_b20392,5.23e-117,331,70.044,4.15e-117,331,70.044
OANT_RS15895,SM_b20504,0,644,96.203,0,665,95.21
OANT_RS15900,SM_b20503,0,775,77.148,0,775,77.148
OANT_RS15905,SM_b20502,0,572,88.45,0,550,88.45
OANT_RS15910,SM_b20501,0,543,81.346,0,543,81.346
OANT_RS15915,SM_b20500,0,546,78.485,0,546,78.485
OANT_RS15920,SM_b20499,0,831,71.252,0,831,71.252
OANT_RS15925,SM_b20498,0,505,85.357,0,505,85.357
OANT_RS15930,SM_b20497,0,740,74.549,0,758,74.549
OANT_RS16015,SM_b20773,8.47e-128,358,78.07,6.76e-128,358,78.07
OANT_RS16020,SM_b20772,0,553,79.023,0,538,79.023
OANT_RS16025,SM_b20771,0,515,79.805,0,530,77.508
OANT_RS16030,SM_b20770,1.3e-77,226,67.47,1.03e-77,226,67.47
OANT_RS16035,SM_b20769,0,882,88.063,0,897,88.063
OANT_RS16040,SM_b20768,0,505,79.344,0,519,79.344
OANT_RS16045,SM_b20767,0,741,75.132,0,797,75.132
OANT_RS16060,SMc01262,1.69e-68,203,57.927,5.03e-62,186,57.927
OANT_RS16070,SMa1450,0,558,69.466,0,572,69.466
OANT_RS16075,SMa1452,9.96e-124,350,69.412,1.64e-125,354,69.412
OANT_RS16080,SMc00741,4.25e-73,240,36.382,7.5e-72,237,36.436
OANT_RS16085,SMa1454,1.07e-129,371,56.79,6.24e-132,377,56.79
OANT_RS16110,SMa1292,2.42e-150,421,66.777,1.96e-150,421,66.777
OANT_RS16115,SMa1291,0,514,79.385,0,512,79.385
OANT_RS16120,SMa1289,4.39e-48,151,51.19,2.22e-57,174,51.19
OANT_RS16125,SMa1288,0,718,72.803,0,718,72.803
OANT_RS16130,SMa1285,1.21e-80,236,63.243,9.98e-81,236,63.243
OANT_RS16160,SMc02874,8.29e-49,162,35.069,6.39e-49,162,35.069
OANT_RS16175,SMc02028,3.57e-72,220,48.485,4.41e-72,220,48.485
OANT_RS16190,SMc00527,1.22e-75,236,38.338,9.98e-76,236,38.338
OANT_RS16250,SMc00740,1.12e-17,68.9,35.165,8.48e-18,68.9,35.165
OANT_RS16255,SMc00739,2.06e-37,124,41.935,1.55e-37,124,41.935
OANT_RS16290,SMa0888,1.3e-101,294,62.288,1.11e-101,294,62.288
OANT_RS16295,SMa0890,0,528,58.861,0,527,58.861
OANT_RS16300,SMa0892,0,1536,71.305,0,1517,71.305
OANT_RS16360,SM_b21143,1.35e-67,228,32.68,6.81e-68,228,32.68
OANT_RS16430,SMa0900,6.05e-59,177,61.429,2.6e-53,163,61.429
OANT_RS16435,SMa0909,2.42e-29,117,46.528,1.96e-29,115,46.528
OANT_RS16440,SMa0911,4.18e-112,327,52.616,4.49e-106,311,52.616
OANT_RS16445,SMa0914,3.66e-154,431,69.231,2.93e-154,431,69.231
OANT_RS16545,SM_b21575,4.72e-37,136,34.656,7.64e-41,146,34.417
OANT_RS16550,SMc02650,1.78e-130,365,75.536,1.43e-130,365,75.536
OANT_RS16560,SMc02649,8.72e-64,189,63.309,6.88e-64,189,63.309
OANT_RS16570,SM_b21576,1.08e-38,124,64.646,8.69e-39,124,64.646
OANT_RS16660,SMc00391,9.84e-11,53.5,53.968,2.21e-11,53.5,53.968
OANT_RS16705,SM_b21580,5.59e-46,145,53.237,3.94e-46,145,53.237
OANT_RS16710,SMa1024,6.77e-23,92,40.984,9.49e-23,89.7,45.882
OANT_RS16725,SMa1087,0,1044,72.316,0,1044,72.316
OANT_RS16755,SM_b21579,1.74e-64,192,70.312,1.19e-64,192,70.312
OANT_RS16775,SMa1009,6.02e-14,57.8,41.935,5.45e-14,57.8,41.935
OANT_RS16780,SMc00921,3.75e-31,105,53.608,6.15e-33,110,46.457
OANT_RS16790,SMa1639,2.14e-11,52.8,40.323,1.7e-11,52.8,40.323
OANT_RS16795,SMa0280,6.2e-128,360,68.4,2.83e-122,346,68.4
OANT_RS16845,SMa2408,1.45e-75,240,36.977,1.21e-75,240,36.977
OANT_RS16850,SMa2410,6.13e-141,421,38.879,4.71e-141,421,38.879
OANT_RS16855,SMa2406,1.45e-46,154,38.83,4.86e-47,155,38.83
OANT_RS16860,SMa2404,3.14e-78,256,31.132,5.09e-78,255,30.699
OANT_RS16870,SMa2337,4.8e-127,371,52.518,3.11e-121,356,53.827
OANT_RS16875,SMa2414,5.58e-48,179,25.786,4.47e-48,179,25.786
OANT_RS16880,SMa2412,2.69e-55,181,33.333,1.98e-55,181,33.333
OANT_RS16885,SMa0257,0,922,63.757,0,922,63.757
OANT_RS16890,SMc03133,7.27e-154,431,67.485,5.78e-154,431,67.485
OANT_RS16895,SMc03132,0,570,65.493,0,554,65.493
OANT_RS16900,SMc03131,3.94e-169,466,83.582,7.35e-160,442,83.582
OANT_RS16905,SM_b20377,1.79e-21,80.9,38.532,1.41e-21,80.9,38.532
OANT_RS16915,SMc02184,3.98e-21,77.4,46.429,3.1e-21,77.4,46.429
OANT_RS17000,SMc03902,8.18e-09,41.6,92,6.5e-09,41.6,92
OANT_RS17005,SMc03800,6.15e-73,216,61.963,6.32e-73,216,61.963
OANT_RS17010,SMc03801,6.97e-123,353,53.636,3.24e-122,351,53.636
OANT_RS17015,SMc03802,1.34e-97,281,63.636,2.27e-89,260,63.636
OANT_RS17020,SMc03803,6.55e-22,77.4,61.017,5.05e-22,77.4,61.017
OANT_RS17025,SMc04405,0,635,83.514,0,635,83.514
OANT_RS17030,SMc01728,1.49e-138,395,56.447,1.24e-138,395,56.447
OANT_RS17035,SMc04407,0,925,71.885,0,920,71.885
OANT_RS17040,SMc04410,0,617,84.884,0,617,84.884
OANT_RS17045,SMc01945,5.2e-47,147,52.206,3.78e-47,147,52.206
OANT_RS17050,SMc00040,5.11e-72,209,71.429,4.06e-72,209,71.429
OANT_RS17065,SM_b21508,1.83e-144,406,66.33,1.58e-119,342,66.33
OANT_RS17070,SMc03887,5.15e-55,172,41.589,4.13e-55,172,41.589
OANT_RS17075,SMc03791,4.02e-72,210,71.429,3.28e-72,210,71.429
OANT_RS17080,SMc03795,2.15e-130,362,86.07,1.71e-130,362,86.07
OANT_RS17085,SMc02980,6.57e-22,83.6,37.302,5.05e-22,83.6,37.302
OANT_RS17090,SMc03793,6.94e-97,285,57.544,5.33e-102,298,57.544
OANT_RS17095,SMc03792,5.07e-34,108,70.149,4.03e-34,108,70.149
OANT_RS17100,SMc01667,6.21e-45,139,58.12,8.84e-40,126,58.12
OANT_RS17105,SMc04403,0,957,67.638,0,957,67.638
OANT_RS17110,SMc01261,1.59e-53,184,33.234,3.77e-58,196,29.025
OANT_RS17115,SMc03242,0,1115,89.309,0,1115,89.309
OANT_RS17125,SMa2369,2.36e-167,465,76.433,3.09e-165,459,76.433
OANT_RS17130,SMa2367,2.76e-152,429,70.201,1.12e-167,468,70.201
OANT_RS17135,SMa2365,0,665,66.667,0,665,66.667
OANT_RS17140,SMa2363,1.6e-128,378,51.599,3.67e-129,380,51.599
