Melitensis16M,S_meliloti,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BME_RS12985,SMc01165,0,712,56.757,0,712,56.757
BME_RS12990,SMc01164,5.21e-57,182,37.545,2.71e-57,182,37.545
BME_RS12995,SM_b20899,3.82e-156,438,73.636,7.57e-171,474,73.636
BME_RS13000,SM_b20042,9.36e-87,265,43.782,2.7e-89,271,43.782
BME_RS13010,SM_b20964,1.62e-11,58.2,25.49,9.76e-12,58.2,25.49
BME_RS13020,SMc01869,0,573,72.772,0,554,72.772
BME_RS13030,SMc02282,1.79e-13,69.7,27.157,1.42e-12,65.9,28.125
BME_RS13035,SMc02597,1.44e-08,49.3,27.397,2.92e-10,53.1,25
BME_RS13045,SMc03200,3.97e-101,303,49.157,9.21e-107,317,49.157
BME_RS13050,SMc02068,6.85e-89,270,41.53,3.48e-89,270,41.53
BME_RS13055,SMc00784,8.42e-135,385,56.287,4.37e-135,385,56.287
BME_RS13060,SMc00775,9.31e-81,262,40.458,1.2e-82,266,40.458
BME_RS13070,SMc01573,5.18e-30,101,49.524,2.57e-30,101,49.524
BME_RS13075,SMc03085,3.3e-95,279,59.426,3.58e-97,283,59.426
BME_RS13080,SMc01609,2.79e-63,189,62.329,1.56e-63,189,62.329
BME_RS13085,SMc04396,0,707,86.445,0,714,84.223
BME_RS13090,SMc04395,0,519,84.932,0,519,84.932
BME_RS13095,SMc04394,0,528,89.761,0,528,89.761
BME_RS13100,SMc04393,0,635,83.602,0,635,83.602
BME_RS13110,SMc00813,0,562,61.013,0,562,61.013
BME_RS13115,SMc00811,6.54e-107,306,59.833,2.07e-106,304,64.623
BME_RS13120,SMc00810,4.41e-153,442,69.725,9.68e-160,458,69.486
BME_RS13125,SMc03894,2.39e-143,399,73.913,1.21e-143,399,73.913
BME_RS13130,SMc03893,6.88e-130,363,84.071,3.08e-128,358,84.071
BME_RS13135,SMc03891,3.21e-131,369,76.793,2.9e-135,378,73.152
BME_RS13140,SM_b20023,0,2041,82.431,0,2028,82.431
BME_RS13150,SMa1741,7.48e-48,157,38.235,4.2e-48,157,38.235
BME_RS13185,SMc03997,8.51e-45,149,39.516,4.42e-45,149,39.516
BME_RS13190,SMc00042,2.38e-25,99,58.228,1.37e-25,99,58.228
BME_RS13200,SMc02900,2.44e-19,69.7,68.889,1.23e-19,69.7,68.889
BME_RS13210,SM_b21281,7.51e-150,431,57.336,8.42e-80,251,79.866
BME_RS13215,SMc01052,4.64e-106,300,72.449,2.3e-106,300,72.449
BME_RS13220,SMc04179,0,686,61.931,0,637,61.931
BME_RS13225,SM_b20419,0,520,75.214,0,520,75.214
BME_RS13235,SM_b20417,9.33e-161,445,87.352,5.5e-161,445,87.352
BME_RS13240,SM_b20416,0,760,85.106,0,770,85.315
BME_RS13245,SMc01524,3.09e-121,351,51.445,1.58e-121,351,51.445
BME_RS13250,SMc01533,0,817,73.975,0,835,73.975
BME_RS13255,SM_b20784,6.42e-128,359,75.21,3.25e-128,359,75.21
BME_RS13260,SM_b20785,1.21e-131,369,75.502,2.8e-124,350,75.502
BME_RS13265,SM_b20786,1.76e-58,189,64.744,5.69e-49,163,64.744
BME_RS13270,SM_b20787,5.56e-164,454,84.266,6.56e-173,476,84.266
BME_RS13275,SM_b20568,0,662,83.377,0,662,83.377
BME_RS13280,SM_b20575,1.01e-129,373,59.259,2.85e-131,376,59.259
BME_RS13285,SM_b20576,2.75e-108,306,72.683,1.38e-108,306,72.683
BME_RS13290,SM_b20577,1.46e-129,363,79.07,8.69e-130,363,79.07
BME_RS13295,SM_b20578,3.38e-69,202,75.2,1.66e-69,202,75.2
BME_RS13300,SM_b20579,3.64e-118,337,59.925,1.84e-118,337,59.925
BME_RS13305,SM_b20580,4.29e-171,474,76.412,2.25e-171,474,76.412
BME_RS13310,SM_b20583,0,614,75.385,0,614,75.385
BME_RS13320,SM_b20586,1.79e-125,354,69.323,8.86e-126,354,69.323
BME_RS13345,SMa0319,7.54e-16,74.3,30,4.21e-16,74.3,30
BME_RS13350,SMc01180,5.23e-19,72.4,48.78,9.24e-16,63.2,57.143
BME_RS13390,SMc01251,1.2e-08,41.2,83.333,6.07e-09,41.2,83.333
BME_RS13395,SMc01907,0,897,63.083,0,900,62.466
BME_RS13400,SMc01373,0,654,75.772,0,654,75.772
BME_RS13405,SMc00347,3.29e-11,55.5,33.333,1.09e-11,55.8,35.616
BME_RS13410,SMc01372,6.01e-21,77,45.882,2.85e-21,77,45.882
BME_RS13415,SMc01371,3.3e-78,224,86.992,1.67e-78,224,86.992
BME_RS13420,SMc01370,2.89e-163,466,53.362,1.44e-163,466,53.362
BME_RS13425,SMc01369,5.32e-31,99.8,89.091,2.69e-31,99.8,89.091
BME_RS13430,SMc01368,2.66e-136,392,53.826,7.88e-132,380,53.826
BME_RS13435,SMc01367,4.79e-37,128,40.87,3.46e-41,138,40.87
BME_RS13440,SMc01366,5.79e-45,141,53.39,3.53e-45,141,53.39
BME_RS13445,SMc01365,0,955,62.597,0,955,62.597
BME_RS13450,SMc01364,0,1325,74.376,0,1324,75.175
BME_RS13460,SMc01363,2.67e-142,407,54.897,1.32e-142,407,54.897
BME_RS13465,SMc01362,3.57e-85,248,71.579,1.13e-83,243,71.579
BME_RS13470,SMc01361,0,608,68.779,0,595,68.779
BME_RS13475,SMc01360,0,528,85.05,0,510,85.05
BME_RS13480,SMc01359,0,714,65.981,0,717,65.981
BME_RS13485,SMc01355,1.82e-70,207,65.854,9.35e-71,207,65.854
BME_RS13490,SMc01354,1.35e-118,335,73.148,6.73e-119,335,73.148
BME_RS13495,SMc01353,1.61e-45,139,72.632,3.63e-40,125,72.632
BME_RS13500,SMc01352,0,833,86.004,0,846,86.004
BME_RS13510,SMc01018,0,1071,76.395,0,1100,75.71
BME_RS13515,SMc02817,1.02e-68,214,42.23,5.5e-68,211,42.23
BME_RS13520,SMc01268,4.39e-121,343,74.439,2.25e-121,343,74.439
BME_RS13525,SMa0113,1.43e-49,179,42.788,1.26e-49,179,42.788
BME_RS13530,SMc04336,3.22e-46,146,52.121,1.06e-32,110,50.303
BME_RS13535,SMc00303,2.08e-12,50.8,100,1.05e-12,50.8,100
BME_RS13540,SMc00613,1.87e-46,155,41.667,4.76e-47,155,41.667
BME_RS13545,SMc00611,3.15e-153,469,35.681,2.13e-151,463,35.681
BME_RS13550,SMc00248,6.01e-90,263,62.5,5.5e-97,281,62.5
BME_RS13555,SMc00232,0,576,65.76,0,589,65.265
BME_RS13560,SMa0878,0,831,67.928,0,822,67.928
BME_RS13565,SMc00228,0,892,63.248,0,903,63.248
BME_RS13570,SMc00227,5.98e-29,97.8,50,3.15e-29,97.8,50
BME_RS13575,SMc04450,0,1639,69.547,0,1588,69.547
BME_RS13585,SMc00952,1.98e-78,232,50.472,9.85e-79,232,50.472
BME_RS13590,SMc00951,0,724,57.5,0,724,57.5
BME_RS13595,SMc00950,8.74e-72,214,55.866,1.4e-72,216,54.787
BME_RS13600,SMc00949,1.19e-50,153,64.423,5.84e-51,153,64.423
BME_RS13605,SMc00316,1.41e-122,360,50.392,7.3e-123,360,50.392
BME_RS13610,SMc00247,1.13e-108,312,65.812,5.01e-109,312,65.812
BME_RS13615,SMc00246,2.02e-114,328,68.201,1.39e-114,328,68.201
BME_RS13625,SMc00245,0,668,65.362,0,668,65.362
BME_RS13630,SMc00243,2.54e-129,372,70.714,3.16e-133,382,70.714
BME_RS13635,SMc00244,6.21e-139,392,72.222,2.99e-155,433,72.222
BME_RS13640,SMc00242,0,521,69.663,0,521,69.663
BME_RS13650,SMc03786,3.71e-97,275,82.609,1.88e-97,275,82.609
BME_RS13655,SMc03787,1.09e-47,145,65.049,5.52e-48,145,65.049
BME_RS13660,SMc01518,1.09e-43,135,59.223,5.53e-44,135,59.223
BME_RS13665,SMc00785,2.56e-80,232,73.203,1.3e-80,232,73.203
BME_RS13670,SMc02318,8.19e-70,205,66,4.17e-70,205,66
BME_RS13675,SMc01243,1.14e-10,46.6,80,6.37e-08,38.9,80
BME_RS13695,SMc03278,1.65e-17,72,38.281,8.2e-18,72,38.281
BME_RS13700,SMc03279,6.74e-45,139,53.39,2.07e-39,125,53.39
BME_RS13705,SMc03280,3.72e-55,177,45.662,1.43e-55,177,45.662
BME_RS13750,SM_b20462,8.27e-113,324,63.713,5.58e-113,324,63.713
BME_RS13755,SM_b20461,1.27e-46,149,45.833,7.18e-47,149,45.833
BME_RS13760,SMc02641,0,513,58.028,1.45e-174,494,58.028
BME_RS13770,SM_b20459,5.35e-170,473,70.642,2.7e-170,473,70.642
BME_RS13775,SM_b20458,2.74e-89,263,71.93,2.42e-89,263,71.93
BME_RS13780,SMc04246,2.72e-18,72,37.008,1.51e-18,72,37.008
BME_RS13790,SM_b21196,2.17e-175,502,48.295,1.11e-175,502,48.295
BME_RS13795,SM_b21197,2.06e-136,386,59.935,7.48e-130,369,59.935
BME_RS13800,SM_b21198,4.15e-126,365,55.409,3.48e-137,393,55.409
BME_RS13805,SM_b21199,0,734,69.07,0,734,69.07
BME_RS13810,SMc02566,1.82e-42,140,43.548,8.92e-43,140,43.548
BME_RS13815,SMa1447,0,592,70.507,0,608,70.507
BME_RS13820,SMa0095,2.43e-127,366,57.864,8.21e-126,361,57.864
BME_RS13825,SM_b20595,0,852,76.95,0,851,82.574
BME_RS13830,SM_b21490,2.03e-51,166,56.061,1.51e-57,181,52.258
BME_RS13835,SMc03204,0,653,69.913,0,640,69.913
BME_RS13840,SMc03203,1.14e-173,490,59.165,1.22e-175,494,60.23
BME_RS13845,SMc03202,0,571,77.381,0,571,77.381
BME_RS13850,SMc03201,0,708,82.426,0,708,82.426
BME_RS13860,SMc02869,0,533,76.577,0,533,76.577
BME_RS13865,SMc02870,0,564,76.218,0,564,76.218
BME_RS13870,SMc02871,1.99e-175,483,86.022,1.01e-175,483,86.022
BME_RS13875,SMc02872,0,510,80.132,0,510,80.132
BME_RS13890,SMc02875,1.99e-112,324,56.701,1e-112,324,56.701
BME_RS13895,SMc02876,2.75e-129,364,70.93,1.37e-129,364,70.93
BME_RS13910,SMc02255,5.01e-60,203,35.256,2.24e-60,203,35.256
BME_RS13930,SMc03184,2.86e-35,115,49.167,2.61e-26,92,49.167
BME_RS13935,SMc03183,5.72e-37,117,61.364,9.61e-30,98.6,61.364
BME_RS13940,SMc03182,6.19e-30,105,43.21,8.56e-36,119,43.21
BME_RS13945,SMc03181,0,593,62.523,0,610,62.523
BME_RS13950,SMc03180,5.96e-56,167,75,3.09e-56,167,75
BME_RS13955,SMc03179,0,1290,67.632,0,1281,68.063
BME_RS13960,SM_b20991,9.83e-60,200,30.649,2.22e-57,193,30.396
BME_RS13970,SMc00863,2.73e-13,62,36.029,7.86e-19,76.3,35.766
BME_RS14015,SMc03797,5.02e-146,411,61.184,2.74e-146,411,61.184
BME_RS14020,SM_b21091,8.97e-144,405,73.282,1.1e-144,407,73.282
BME_RS14025,SMc04263,0,718,76.695,0,717,76.695
BME_RS14035,SMc04054,8.31e-60,187,47.98,4.27e-60,187,47.98
BME_RS14040,SMc04052,8.61e-60,179,66.892,2.47e-66,195,66.892
BME_RS14045,SMc04452,0,575,70.443,0,576,71.638
BME_RS14050,SM_b21412,3.52e-34,113,51.282,2.16e-34,113,51.282
BME_RS14065,SM_b20219,3.66e-65,200,45.148,1.91e-65,200,45.148
BME_RS14070,SM_b20218,1.25e-56,192,34.837,6.04e-57,192,34.837
BME_RS14075,SMc00564,6.7e-128,368,60.185,6.86e-137,390,59.581
BME_RS14080,SMc00563,1.72e-57,198,53.333,1.82e-63,213,55.051
BME_RS14110,SMc01911,1.7e-64,190,70.992,8.61e-65,190,70.992
BME_RS14115,SM_b21204,5.29e-52,175,30.871,1.77e-45,157,30.871
BME_RS14120,SM_b21206,7.97e-62,203,43.096,5.64e-62,204,43.096
BME_RS14130,SM_b21208,1.04e-22,90.5,29.353,5.26e-23,90.5,29.353
BME_RS14135,SM_b21335,2.27e-30,116,29.299,1.72e-23,96.7,29.206
BME_RS14140,SMa1654,6.19e-86,252,56.221,3.09e-86,252,56.221
BME_RS14145,SMa1052,1.43e-56,171,60.14,7.11e-57,171,60.14
BME_RS14150,SMa1053,1.66e-45,142,64.615,1.64e-49,152,64.615
BME_RS14155,SMa1056,3.06e-41,129,67.391,1.66e-41,129,67.391
BME_RS14165,SMc01262,6.41e-73,214,59.756,4.87e-66,196,59.756
BME_RS14180,SMa1454,3.05e-130,373,56.481,2.8e-134,382,56.481
BME_RS14185,SMc00741,1.36e-80,260,36.557,7.74e-82,263,36.609
BME_RS14190,SMa1452,7.69e-122,345,68.235,2.93e-120,340,68.235
BME_RS14195,SMa1450,0,560,71.247,0,537,71.247
BME_RS14205,SMa1894,1.27e-84,242,77.241,6.47e-85,242,77.241
BME_RS14210,SM_b20683,3.05e-46,155,40.996,3.7e-51,167,40.996
BME_RS14225,SM_b21009,0,650,71.132,0,650,71.132
BME_RS14230,SMc02513,1.96e-33,128,29.353,1.43e-33,128,29.353
BME_RS14240,SM_b21416,1.6e-50,164,39.08,7.66e-51,164,39.08
BME_RS14245,SM_b21418,1.04e-52,179,48.705,4.99e-53,179,48.705
BME_RS14260,SM_b21060,1.26e-135,387,55.241,6.32e-136,387,55.241
BME_RS14275,SMc01220,4.08e-15,73.6,32.5,1.72e-15,73.6,32.5
BME_RS14285,SM_b21189,1.13e-16,77.4,29.046,6.24e-17,77.4,29.046
BME_RS14290,SM_b21050,5.73e-12,65.1,22.247,3.15e-12,65.1,21.64
BME_RS14300,SMc01222,9.34e-10,55.5,23.897,4.35e-10,55.5,23.897
BME_RS14315,SMa0772,2.48e-13,63.2,29.444,1.04e-12,60.5,30.657
BME_RS14330,SM_b21230,1.66e-09,56.2,31.401,7.37e-10,56.2,31.401
BME_RS14350,SM_b21073,5.96e-39,143,27.765,8.98e-39,142,27.93
BME_RS14355,SM_b20961,8.54e-30,123,23.249,1.12e-29,122,23.558
BME_RS14360,SM_b21080,1.6e-78,236,53.211,8.71e-79,236,53.211
BME_RS14365,SM_b21079,8.2e-60,187,39.749,3.99e-60,187,39.749
BME_RS14395,SMc04294,4.04e-71,220,40.566,1.96e-71,220,40.566
BME_RS14410,SMa1371,1.11e-102,302,53.722,1.01e-105,309,53.722
BME_RS14415,SMa2079,8.21e-122,350,53.822,4.91e-118,339,53.822
BME_RS14420,SM_b21355,1.37e-27,107,30.24,7.15e-28,107,30.24
BME_RS14430,SMc03929,4.43e-148,422,58.556,6.95e-150,426,58.556
BME_RS14440,SM_b20378,6.75e-147,426,47.333,1.06e-147,427,47.072
BME_RS14485,SMa1759,3.9e-34,119,35.377,1.98e-34,119,35.377
BME_RS14490,SMc01812,4.13e-27,108,26.63,7.96e-26,104,26.63
BME_RS14500,SM_b21184,1.13e-109,325,44.359,7.55e-103,306,44.359
BME_RS14505,SMa1084,0,1155,69.615,0,1155,69.615
BME_RS14530,SMc00394,0,783,82.456,0,783,82.456
BME_RS14535,SMc00395,1.25e-98,283,68.137,6.35e-99,283,68.137
BME_RS14540,SMc00396,1.87e-69,204,68.056,9.4e-70,204,68.056
BME_RS14545,SMc00403,3.11e-23,98.6,60,1.78e-23,98.6,56.522
BME_RS14565,SMc00819,0,874,82.365,0,874,82.365
BME_RS14570,SMc00818,1.49e-109,318,53.061,3.74e-104,304,53.061
BME_RS14580,SMc00815,0,806,83.768,0,823,83.768
BME_RS14590,SMc00512,3.14e-53,177,42.907,6.53e-62,198,43.44
BME_RS14600,SM_b21082,6.62e-67,226,39.178,1.25e-63,217,38.997
BME_RS14630,SMc00486,1.5e-24,99,47.115,7.55e-25,99,47.115
BME_RS14635,SMa0678,7.14e-12,64.7,23.932,3.2e-12,64.7,23.932
BME_RS14650,SMa1672,3.23e-58,177,60.759,1.87e-68,202,60.759
BME_RS14655,SMa1664,2.4e-79,247,42.74,2.19e-78,244,42.049
BME_RS14680,SMa1751,4.99e-108,310,72,5.42e-120,340,72
BME_RS14685,SMa1753,6.35e-178,498,70.052,0,531,70.052
BME_RS14690,SMa1754,1.28e-179,499,68.678,6.39e-177,492,68.678
BME_RS14695,SMa1755,0,568,79.191,0,568,79.191
BME_RS14705,SMc01937,4.15e-12,50.1,96,2.1e-12,50.1,96
BME_RS14715,SM_b21522,3.72e-41,127,77.381,1.82e-41,127,77.381
BME_RS14720,SM_b21523,2.65e-168,464,83.764,1.34e-168,464,83.764
BME_RS14725,SM_b21524,3.78e-114,325,65.462,1.92e-114,325,65.462
BME_RS14750,SMc02910,1.65e-117,352,67.483,1.15e-121,363,67.483
BME_RS14760,SM_b20330,5.28e-178,495,71.594,0,517,71.594
BME_RS14765,SM_b20329,6.23e-163,450,81.992,3.26e-163,450,81.992
BME_RS14775,SM_b20327,1.39e-161,447,87.5,3.25e-171,471,87.5
BME_RS14780,SM_b20326,1.18e-67,212,76.515,6.04e-68,212,76.515
BME_RS14785,SM_b20325,0,621,76.329,0,640,76.329
BME_RS14790,SM_b20324,2.74e-175,487,71.893,0,503,71.893
BME_RS14795,SMa1207,1.5e-12,62.4,24.554,5.29e-15,68.2,25.455
BME_RS14800,SM_b20436,2.09e-156,463,67.822,0,533,67.402
BME_RS14810,SMa0005,2.37e-10,59.3,32.5,7.72e-11,59.3,32.5
BME_RS14835,SMa1285,5.23e-82,239,58.462,2.69e-82,239,58.462
BME_RS14840,SMa1288,0,729,74.477,0,729,74.477
BME_RS14845,SMa1289,1.8e-49,155,56.081,9.57e-59,177,52.601
BME_RS14850,SMa1291,0,518,79.385,0,516,79.385
BME_RS14855,SMa1292,2.08e-152,427,66.007,1.05e-152,427,66.007
BME_RS14860,SMc02346,2.05e-68,211,46.32,1.03e-68,211,46.32
BME_RS14875,SMa1252,1.19e-158,451,58.987,1.04e-162,460,58.987
BME_RS14880,SMa1243,4.96e-58,175,56.643,2.9e-55,167,62.185
BME_RS14890,SMa1188,6.58e-91,270,48.289,4.14e-91,270,48.289
BME_RS14900,SMa1186,4.86e-77,226,61.326,2.54e-77,226,61.326
BME_RS14905,SMa1185,1.79e-108,313,68.116,1.21e-95,279,68.116
BME_RS14910,SMa1184,7.47e-116,335,60.596,3.47e-116,335,60.596
BME_RS14915,SMa1183,0,570,62.754,0,566,65.311
BME_RS14920,SMa1182,0,1103,82.16,0,1096,82.16
BME_RS14925,SMa1179,0,1015,66.086,0,1001,66.303
BME_RS14950,SMc01503,2.48e-130,387,42.33,1.69e-131,390,41.463
BME_RS14955,SMa0320,6e-32,115,32.377,8.31e-34,119,32.377
BME_RS14965,SM_b20930,1.87e-71,218,50.206,8.48e-72,218,50.206
BME_RS14975,SM_b20483,0,507,68.696,0,507,68.696
BME_RS14980,SMa1245,1.71e-122,344,75.943,8.04e-123,344,75.943
BME_RS14985,SMa1247,1.01e-107,313,51.475,3.18e-113,326,51.475
BME_RS14990,SMa1250,0,629,78.4,0,588,78.4
BME_RS15000,SMc01203,7.58e-58,178,48.128,1.41e-63,192,48.128
BME_RS15010,SMa1255,1.41e-30,102,54.878,6.81e-31,102,54.878
BME_RS15015,SMa1256,1.15e-67,201,57.714,5.84e-68,201,57.714
BME_RS15020,SMa1259,4.57e-122,361,53.483,6.65e-125,367,52.703
BME_RS15030,SMa1269,0,846,67.089,0,846,67.089
BME_RS15035,SMa1272,1.29e-168,464,83.333,6.59e-169,464,83.333
BME_RS15040,SMa1273,0,814,88.419,0,814,88.419
BME_RS15045,SMa1276,3.25e-105,294,90.667,1.64e-105,294,90.667
BME_RS15055,SMa1279,1.15e-67,202,56.284,5.77e-68,202,56.284
BME_RS15075,SM_b20261,0,572,82.319,0,580,82.319
BME_RS15080,SM_b20259,0,589,90.938,0,590,90.938
BME_RS15085,SM_b20258,4.35e-122,344,75.862,1.25e-120,339,75.862
BME_RS15130,SM_b20721,1.44e-31,123,32.398,1.08e-33,128,30.736
BME_RS15135,SMa1968,5.61e-43,142,36.889,2.77e-43,142,36.889
BME_RS15170,SMa1400,9.23e-85,260,39.305,4.66e-85,260,39.305
BME_RS15180,SMc00932,0,754,62.679,0,768,62.679
BME_RS15185,SMc00933,2.17e-25,87.4,60,1.08e-25,87.4,60
BME_RS15190,SMc00892,2.75e-110,322,51.976,9.18e-118,341,50.888
BME_RS15195,SMc00894,0,549,61.111,0,549,61.111
BME_RS15205,SMc00895,3.4e-39,122,73.333,1.61e-39,122,73.333
BME_RS15210,SMc00896,2.78e-75,228,49.416,1.42e-75,228,49.416
BME_RS15215,SMc00897,0,557,69.932,0,586,69.932
BME_RS15220,SMc00898,0,734,64.081,0,725,64.081
BME_RS15225,SMc00930,1.1e-74,228,44.747,7.14e-87,258,46.125
BME_RS15240,SMc00902,1.04e-77,228,60.326,5.24e-78,228,60.326
BME_RS15245,SMc00904,8.33e-134,400,49.712,5.51e-127,381,46.726
BME_RS15250,SMc00905,1.16e-66,197,64.189,5.59e-67,197,64.189
BME_RS15260,SMc00907,8.36e-36,123,42.105,5.91e-38,127,41.048
BME_RS15265,SMc00908,0,1559,77.479,0,1540,77.479
BME_RS15270,SMc00909,3.9e-143,405,64,1.96e-143,405,64
BME_RS15275,SMc00910,1.76e-100,293,55.639,1.01e-103,300,55.639
BME_RS15280,SMc00912,7.38e-58,171,83.673,3.73e-58,171,83.673
BME_RS15285,SMc00913,0,925,88.346,0,899,88.447
BME_RS15295,SMc00149,0,678,70.13,0,678,70.13
BME_RS15300,SM_b20597,1.22e-21,81.6,37.008,6.43e-22,81.6,37.008
BME_RS15315,SMc00917,4.43e-113,321,70.13,2.24e-113,321,70.13
BME_RS15320,SMc00918,1.16e-112,331,50.674,5.88e-113,331,50.674
BME_RS15325,SMc00919,0,671,71.371,0,672,71.371
BME_RS15330,SMc02907,6.54e-76,224,52.683,1.2e-68,205,50.262
BME_RS15335,SMc00923,2.43e-104,297,72.637,3.76e-108,306,72.33
BME_RS15340,SMc00924,2.73e-97,282,60.905,2.53e-98,284,60.581
BME_RS15345,SMc00101,2.3e-65,203,40.385,1.16e-65,203,40.385
BME_RS15350,SMc00926,0,643,71.694,0,643,71.694
BME_RS15355,SMc00833,2.3e-123,358,57.27,4.66e-125,362,57.27
BME_RS15365,SMc00832,0,538,57.849,0,528,57.849
BME_RS15370,SMc00831,2.61e-147,413,66.33,1.29e-147,413,66.33
BME_RS15375,SMc00829,8.54e-111,318,60.079,4.4e-111,318,60.079
BME_RS15390,SMc01981,1.06e-27,97.1,40.157,5.22e-28,97.1,40.157
BME_RS15445,SMc03036,4.58e-106,304,67.411,2.31e-106,304,67.411
BME_RS15450,SMc03035,1.02e-27,99,37.805,5.15e-28,99,37.805
BME_RS15455,SMc03034,1.41e-79,236,51.452,6.97e-80,236,51.452
BME_RS15460,SMc03033,1.56e-38,128,46.541,7.58e-39,128,46.541
BME_RS15465,SMc03032,1.29e-145,414,58.757,9.73e-150,424,58.757
BME_RS15470,SMc03031,6.74e-32,109,44.805,8.92e-32,108,49.18
BME_RS15475,SMc03030,1.67e-145,405,73.282,8.42e-146,405,73.282
BME_RS15480,SMc03029,3.62e-27,94.4,52.137,1.83e-27,94.4,52.137
BME_RS15485,SMc03028,3.13e-59,177,60.584,1.57e-59,177,60.584
BME_RS15490,SMc03027,1.32e-41,132,54.098,6.68e-42,132,54.098
BME_RS15495,SM_b20668,6.31e-90,267,50.685,2.77e-87,260,50.685
BME_RS15500,SM_b20670,5.38e-95,289,44.125,1.06e-102,308,44.125
BME_RS15505,SM_b20669,1.34e-84,251,50.195,4.76e-91,266,50.195
BME_RS15510,SM_b21533,8.24e-35,123,32.653,4.13e-35,123,32.653
BME_RS15515,SMa0241,2.43e-73,227,38.125,1.25e-73,227,38.125
BME_RS15520,SM_b20666,3.88e-63,193,48.341,2.1e-63,193,48.341
BME_RS15530,SMa1586,7.86e-25,90.9,48.454,4.14e-25,90.9,48.454
BME_RS15535,SMc00479,9.26e-23,94.7,26.498,4.63e-23,94.7,26.498
BME_RS15550,SMc02384,9.83e-20,85.9,25.758,5.17e-20,85.9,25.758
BME_RS15565,SMc03026,2.2e-16,71.2,30.89,4.15e-13,61.6,37.121
BME_RS15570,SMc03025,5.03e-150,430,61.473,1.94e-151,433,58.886
BME_RS15575,SMc03024,1e-46,153,41.667,2.2e-47,154,41.477
BME_RS15580,SMc03023,2.29e-92,271,50.769,1.14e-92,271,50.769
BME_RS15585,SMc03022,1.02e-138,390,66.904,8.76e-145,405,66.904
BME_RS15590,SMc03021,2.45e-13,67,24.895,1.24e-13,67,24.895
BME_RS15600,SMc03020,1.13e-28,100,59.77,1.31e-28,100,59.77
BME_RS15615,SMc03018,1.86e-115,337,51.009,3.06e-121,351,51.009
BME_RS15620,SMc03017,3.79e-48,149,51.111,2e-48,149,51.111
BME_RS15625,SMc00658,3.8e-13,64.7,48.571,1.83e-13,64.7,48.571
BME_RS15630,SMc03169,1.04e-58,184,47.619,5e-59,184,47.619
BME_RS15635,SMc03168,3.21e-127,369,60.55,3.29e-142,407,59.475
BME_RS15640,SMc03167,0,687,69.643,0,729,68.582
BME_RS15645,SMc01605,0,537,71.39,0,550,71.39
BME_RS15650,SMc01606,4.28e-158,439,80.899,1.95e-158,439,80.899
BME_RS15655,SMc01607,5.32e-141,394,74.219,2.59e-141,394,74.219
BME_RS15660,SMc01608,1.54e-178,496,67.806,7.78e-179,496,67.806
BME_RS15665,SMc04262,0,580,61.996,0,598,61.996
BME_RS15675,SMc02469,4.48e-27,106,29.658,4.31e-31,117,29.964
BME_RS15680,SM_b21505,3.77e-47,166,30.529,1.41e-52,179,30.529
BME_RS15685,SMc03058,4.07e-84,254,40.514,2.05e-84,254,40.514
BME_RS15705,SM_b21506,9.85e-40,149,29.894,1.51e-44,162,30.137
BME_RS15710,SMc02983,0,597,79.841,0,618,79.841
BME_RS15720,SMc02984,1.96e-137,388,62.245,9.92e-138,388,62.245
BME_RS15725,SMc02985,4.42e-67,204,49.485,5.72e-71,213,48.611
BME_RS15730,SMc02986,1.12e-98,294,48.711,7.16e-107,314,49.864
BME_RS15760,SMc02769,1.99e-17,67.8,79.487,2.46e-17,67.8,79.487
BME_RS15775,SM_b21165,2.71e-155,450,78.648,1.39e-148,432,78.648
BME_RS15875,SMc03773,2.49e-43,138,58.491,2.46e-43,138,58.491
BME_RS15920,SMc04003,2.32e-19,69.3,82.927,1.17e-19,69.3,82.927
BME_RS15950,SMc00885,3.27e-12,62,42.857,4.64e-13,63.2,38.835
BME_RS15965,SM_b20312,0,1077,75.617,0,1061,75.617
BME_RS16000,SMc00786,2.06e-165,469,66.272,7.36e-160,455,66.77
BME_RS16100,SMc04478,5.06e-28,96.7,63.095,2.24e-28,96.7,63.095
BME_RS16115,SMc00962,9.13e-38,129,38.725,1.5e-33,117,38.725
BME_RS16130,SMa0067,6.43e-10,53.1,37.383,1.98e-08,49.3,35.227
BME_RS16135,SMa0218,1.87e-09,52.8,33.019,2.08e-09,52.8,33.019
BME_RS16510,SMa1174,8.88e-44,145,61.983,2.42e-44,145,61.983
BME_RS16625,SMc01838,5.77e-11,54.7,36,5.32e-11,54.7,36
BME_RS16635,SMc02248,7.74e-91,263,63.462,2.35e-85,248,63.462
BME_RS16770,SMc01131,4.07e-80,239,71.515,4.8e-80,239,71.515
BME_RS16775,SMc01126,0,604,82.979,0,642,83.558
BME_RS16785,SMc01008,8.73e-09,47,44.828,6.78e-09,47,44.828
BME_RS16810,SMc01708,2.6e-27,117,34.42,7.59e-29,121,37.6
BME_RS16835,SMc05021,3.13e-17,63.5,100,1.63e-17,63.5,100
BME_RS16840,SMc04229,1.76e-23,90.1,38.596,9.1e-24,90.1,38.596
BME_RS16855,SMc00774,0,551,78.743,0,551,78.743
BME_RS16860,SM_b21126,1.45e-57,182,61.224,4.62e-58,182,61.224
